,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,LA LAKERS_ACTION,MILWAUKEE_SCORE,LA LAKERS_SCORE
368,4,7:32.0,E. Bledsoe makes 2-pt layup from 1 ft (assist by K. Middleton),,104,100
369,4,7:14.0,,K. Kuzma misses 3-pt jump shot from 26 ft,104,100
370,4,7:12.0,Defensive rebound by T. Zeller,,104,100
371,4,6:57.0,G. Antetokounmpo misses 2-pt jump shot from 16 ft,,104,100
372,4,6:54.0,,Defensive rebound by I. Zubac,104,100
373,4,6:52.0,,Shooting foul by T. Zeller (drawn by I. Zubac),104,100
374,4,6:52.0,,I. Zubac makes free throw 1 of 2,104,101
375,4,6:52.0,,J. Hart enters the game for T. Ennis,104,101
376,4,6:52.0,,I. Zubac makes free throw 2 of 2,104,102
377,4,6:38.0,T. Zeller misses 2-pt layup from 1 ft,,104,102
378,4,6:35.0,,Defensive rebound by C. Frye,104,102
379,4,6:25.0,,I. Zubac makes 2-pt layup from 1 ft (assist by K. Kuzma),104,104
380,4,6:25.0,Milwaukee full timeout,,104,104
381,4,6:25.0,J. Terry enters the game for T. Zeller,,104,104
382,4,6:12.0,K. Middleton misses 2-pt jump shot from 10 ft,,104,104
383,4,6:06.0,Offensive rebound by G. Antetokounmpo,,104,104
384,4,6:06.0,G. Antetokounmpo makes 2-pt layup at rim,,106,104
385,4,5:50.0,,J. Hart misses 3-pt jump shot from 26 ft,106,104
386,4,5:50.0,Defensive rebound by Team,,106,104
387,4,5:49.0,,B. Ingram enters the game for C. Frye,106,104
388,4,5:30.0,G. Antetokounmpo misses 2-pt jump shot from 11 ft,,106,104
389,4,5:26.0,,Defensive rebound by J. Hart,106,104
390,4,5:22.0,,Shooting foul by K. Middleton (drawn by A. Caruso),106,104
391,4,5:22.0,,A. Caruso makes free throw 1 of 2,106,105
392,4,5:22.0,,J. Randle enters the game for I. Zubac,106,105
393,4,5:22.0,,A. Caruso misses free throw 2 of 2,106,105
394,4,5:20.0,Defensive rebound by T. Snell,,106,105
395,4,5:01.0,Turnover by G. Antetokounmpo (lost ball; steal by J. Randle),,106,105
396,4,4:57.0,,K. Kuzma makes 2-pt dunk from 2 ft (assist by J. Randle),106,107
397,4,4:29.0,E. Bledsoe misses 2-pt layup from 2 ft,,106,107
398,4,4:26.0,Offensive rebound by G. Antetokounmpo,,106,107
399,4,4:26.0,G. Antetokounmpo makes 2-pt layup at rim,,108,107
400,4,4:07.0,,A. Caruso misses 2-pt hook shot from 5 ft,108,107
401,4,4:05.0,,Offensive rebound by J. Randle,108,107
402,4,4:05.0,,J. Randle misses 2-pt layup from 3 ft,108,107
403,4,4:04.0,Defensive rebound by Team,,108,107
404,4,3:44.0,Turnover by G. Antetokounmpo (turnover),,108,107
405,4,3:44.0,,LA Lakers full timeout,108,107
406,4,3:20.0,,A. Caruso misses 2-pt layup from 3 ft (block by J. Terry),108,107
407,4,3:20.0,,Offensive rebound by A. Caruso,108,107
408,4,3:20.0,,Turnover by Team (shot clock),108,107
409,4,3:00.0,E. Bledsoe makes 2-pt layup from 5 ft,,110,107
410,4,2:40.0,,B. Ingram makes 3-pt jump shot from 25 ft (assist by K. Kuzma),110,110
411,4,2:40.0,,Shooting foul by G. Antetokounmpo (drawn by B. Ingram),110,110
412,4,2:40.0,,B. Ingram misses free throw 1 of 1,110,110
413,4,2:40.0,Defensive rebound by G. Antetokounmpo,,110,110
414,4,2:24.0,Personal foul by A. Caruso (drawn by G. Antetokounmpo),,110,110
415,4,2:18.0,G. Antetokounmpo makes 2-pt dunk from 1 ft,,112,110
416,4,2:04.0,,Shooting foul by T. Snell (drawn by B. Ingram),112,110
417,4,2:04.0,,B. Ingram misses free throw 1 of 2,112,110
418,4,2:04.0,,Offensive rebound by Team,112,110
419,4,2:04.0,,B. Ingram misses free throw 2 of 2,112,110
420,4,2:01.0,Defensive rebound by E. Bledsoe,,112,110
421,4,1:45.0,T. Snell misses 3-pt jump shot from 25 ft,,112,110
422,4,1:42.0,,Defensive rebound by J. Hart,112,110
423,4,1:30.0,,J. Randle makes 2-pt layup from 1 ft (assist by B. Ingram),112,112
424,4,1:20.0,K. Middleton misses 3-pt jump shot from 25 ft,,112,112
425,4,1:17.0,,Defensive rebound by J. Randle,112,112
426,4,1:07.0,,Turnover by J. Randle (bad pass),112,112
427,4,0:55.0,Turnover by K. Middleton (bad pass),,112,112
428,4,0:37.0,,K. Kuzma misses 3-pt jump shot from 27 ft,112,112
429,4,0:33.0,Defensive rebound by E. Bledsoe,,112,112
430,4,0:16.0,E. Bledsoe misses 3-pt jump shot from 25 ft,,112,112
431,4,0:12.0,Offensive rebound by K. Middleton,,112,112
432,4,0:02.0,K. Middleton misses 3-pt jump shot from 25 ft,,112,112
433,4,0:00.0,,Defensive rebound by K. Kuzma,112,112
434,1OT,4:35.0,G. Antetokounmpo misses 2-pt jump shot from 10 ft,,112,112
435,1OT,4:35.0,Offensive rebound by Team,,112,112
436,1OT,4:35.0,Turnover by Team (shot clock),,112,112
437,1OT,4:14.0,,J. Randle misses 2-pt layup from 3 ft (block by K. Middleton),112,112
438,1OT,4:11.0,Defensive rebound by E. Bledsoe,,112,112
439,1OT,4:08.0,E. Bledsoe makes 2-pt layup from 3 ft,,114,112
440,1OT,3:48.0,,Turnover by A. Caruso (lost ball; steal by K. Middleton),114,112
441,1OT,3:41.0,E. Bledsoe makes 2-pt layup from 2 ft (assist by K. Middleton),,116,112
442,1OT,3:40.0,,LA Lakers full timeout,116,112
443,1OT,3:40.0,,B. Lopez enters the game for B. Ingram,116,112
444,1OT,3:17.0,,J. Hart misses 3-pt jump shot from 26 ft,116,112
445,1OT,3:14.0,Defensive rebound by K. Middleton,,116,112
446,1OT,2:59.0,E. Bledsoe makes 3-pt jump shot from 26 ft,,119,112
447,1OT,2:45.0,,Turnover by A. Caruso (bad pass),119,112
448,1OT,2:35.0,E. Bledsoe makes 2-pt layup from 1 ft,,121,112
449,1OT,2:14.0,,Shooting foul by K. Middleton (drawn by K. Kuzma),121,112
450,1OT,2:14.0,,K. Kuzma makes free throw 1 of 2,121,113
451,1OT,2:14.0,,K. Kuzma makes free throw 2 of 2,121,114
452,1OT,1:50.0,K. Middleton misses 2-pt jump shot from 6 ft,,121,114
453,1OT,1:47.0,,Defensive rebound by B. Lopez,121,114
454,1OT,1:35.0,,K. Kuzma misses 2-pt jump shot from 6 ft,121,114
455,1OT,1:32.0,,Offensive rebound by K. Kuzma,121,114
456,1OT,1:30.0,,J. Hart makes 2-pt layup from 1 ft (assist by K. Kuzma),121,116
457,1OT,1:15.0,E. Bledsoe misses 3-pt jump shot from 27 ft,,121,116
458,1OT,1:11.0,,Defensive rebound by K. Kuzma,121,116
459,1OT,1:09.0,,K. Kuzma makes 2-pt layup at rim,121,118
460,1OT,1:09.0,Milwaukee full timeout,,121,118
461,1OT,0:58.0,T. Snell misses 2-pt layup from 2 ft (block by J. Hart),,121,118
462,1OT,0:55.0,,Defensive rebound by J. Hart,121,118
463,1OT,0:54.0,,Personal take foul by E. Bledsoe (drawn by J. Randle),121,118
464,1OT,0:49.0,,Personal foul by K. Middleton (drawn by J. Randle),121,118
465,1OT,0:49.0,J. Parker enters the game for K. Middleton,,121,118
466,1OT,0:49.0,,J. Randle makes free throw 1 of 2,121,119
467,1OT,0:49.0,T. Zeller enters the game for T. Snell,,121,119
468,1OT,0:49.0,,J. Randle makes free throw 2 of 2,121,120
469,1OT,0:27.0,G. Antetokounmpo misses 2-pt jump shot from 21 ft,,121,120
470,1OT,0:25.0,,Defensive rebound by J. Hart,121,120
471,1OT,0:19.0,,J. Randle misses 2-pt layup from 2 ft (block by T. Zeller),121,120
472,1OT,0:17.0,Defensive rebound by G. Antetokounmpo,,121,120
473,1OT,0:17.0,Personal take foul by J. Hart (drawn by G. Antetokounmpo),,121,120
474,1OT,0:16.0,Personal take foul by K. Kuzma (drawn by G. Antetokounmpo),,121,120
475,1OT,0:16.0,G. Antetokounmpo makes free throw 1 of 2,,122,120
476,1OT,0:16.0,G. Antetokounmpo misses free throw 2 of 2,,122,120
477,1OT,0:11.0,,Defensive rebound by J. Randle,122,120
478,1OT,0:02.0,,K. Kuzma misses 3-pt jump shot from 26 ft,122,120
479,1OT,0:02.0,Milwaukee full timeout,,122,120
480,1OT,0:01.0,Offensive rebound by Team,,122,120
481,1OT,0:01.0,Personal take foul by J. Hart (drawn by E. Bledsoe),,122,120
482,1OT,0:01.0,E. Bledsoe makes free throw 1 of 2,,123,120
483,1OT,0:01.0,E. Bledsoe makes free throw 2 of 2,,124,120
484,1OT,0:01.0,,LA Lakers full timeout,124,120
485,1OT,0:00.0,,J. Hart makes 2-pt jump shot from 16 ft (assist by A. Caruso),124,122
