,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,MIAMI_ACTION,SAN ANTONIO_SCORE,MIAMI_SCORE
34,1,6:55.0,Defensive rebound by P. Gasol,,16,11
35,1,6:45.0,D. Green makes 2-pt layup from 1 ft,,18,11
36,1,6:45.0,,Miami full timeout,18,11
37,1,6:45.0,R. Gay enters the game for P. Gasol,,18,11
38,1,6:32.0,,D. Waiters makes 2-pt layup from 1 ft,18,13
39,1,6:05.0,D. Green misses 3-pt jump shot from 34 ft,,18,13
40,1,6:00.0,Offensive rebound by D. Murray,,18,13
41,1,5:45.0,L. Aldridge makes 2-pt dunk at rim (assist by D. Murray),,20,13
42,1,5:28.0,,J. Richardson misses 3-pt jump shot from 26 ft,20,13
43,1,5:25.0,Defensive rebound by K. Anderson,,20,13
44,1,5:21.0,D. Murray misses 2-pt jump shot from 10 ft,,20,13
45,1,5:16.0,,Defensive rebound by B. Adebayo,20,13
46,1,5:11.0,,B. Adebayo makes 2-pt dunk from 1 ft (assist by J. Richardson),20,15
47,1,4:47.0,L. Aldridge makes 2-pt jump shot from 20 ft,,22,15
48,1,4:21.0,,D. Waiters misses 2-pt jump shot from 16 ft,22,15
49,1,4:19.0,Defensive rebound by D. Green,,22,15
50,1,4:12.0,Shooting foul by B. Adebayo (drawn by R. Gay),,22,15
51,1,4:12.0,R. Gay makes free throw 1 of 2,,23,15
52,1,4:12.0,,K. Olynyk enters the game for B. Adebayo,23,15
53,1,4:12.0,,T. Johnson enters the game for J. Johnson,23,15
54,1,4:12.0,M. Ginóbili enters the game for D. Murray,,23,15
55,1,4:12.0,P. Mills enters the game for D. Green,,23,15
56,1,4:12.0,R. Gay makes free throw 2 of 2,,24,15
57,1,4:12.0,,J. Winslow enters the game for J. Richardson,24,15
58,1,3:51.0,,G. Dragić makes 2-pt jump shot from 18 ft,24,17
59,1,3:50.0,San Antonio full timeout,,24,17
60,1,3:50.0,B. Forbes enters the game for K. Anderson,,24,17
61,1,3:34.0,M. Ginóbili makes 2-pt jump shot from 9 ft (assist by R. Gay),,26,17
62,1,3:11.0,,T. Johnson makes 3-pt jump shot from 25 ft (assist by D. Waiters),26,20
63,1,2:56.0,L. Aldridge makes 2-pt layup from 1 ft (assist by R. Gay),,28,20
64,1,2:47.0,,D. Waiters misses 2-pt layup at rim (block by L. Aldridge),28,20
65,1,2:47.0,,Offensive rebound by Team,28,20
66,1,2:47.0,P. Gasol enters the game for L. Aldridge,,28,20
67,1,2:40.0,,K. Olynyk makes 3-pt jump shot from 22 ft (assist by D. Waiters),28,23
68,1,2:18.0,M. Ginóbili misses 3-pt jump shot from 25 ft,,28,23
69,1,2:15.0,,Defensive rebound by K. Olynyk,28,23
70,1,2:06.0,,T. Johnson misses 3-pt jump shot from 23 ft,28,23
71,1,2:01.0,Defensive rebound by P. Gasol,,28,23
72,1,1:51.0,P. Gasol misses 3-pt jump shot from 26 ft,,28,23
73,1,1:47.0,,Defensive rebound by J. Winslow,28,23
74,1,1:41.0,,D. Waiters makes 2-pt jump shot from 20 ft (assist by J. Winslow),28,25
75,1,1:25.0,,Offensive charge foul by P. Gasol (drawn by K. Olynyk),28,25
76,1,1:25.0,Turnover by P. Gasol (offensive foul),,28,25
77,1,1:25.0,,J. Richardson enters the game for G. Dragić,28,25
78,1,1:25.0,,W. Ellington enters the game for D. Waiters,28,25
79,1,1:08.0,,J. Winslow misses 2-pt layup at rim,28,25
80,1,1:05.0,Defensive rebound by P. Gasol,,28,25
81,1,0:55.0,Turnover by R. Gay (bad pass),,28,25
82,1,0:44.0,,Shooting foul by B. Forbes (drawn by T. Johnson),28,25
83,1,0:44.0,,T. Johnson makes free throw 1 of 2,28,26
84,1,0:44.0,B. Paul enters the game for B. Forbes,,28,26
85,1,0:44.0,,T. Johnson makes free throw 2 of 2,28,27
86,1,0:31.0,M. Ginóbili makes 2-pt layup from 1 ft,,30,27
87,1,0:19.0,,T. Johnson makes 2-pt layup from 1 ft,30,29
88,1,0:19.0,,Shooting foul by P. Gasol (drawn by T. Johnson),30,29
89,1,0:19.0,,T. Johnson makes free throw 1 of 1,30,30
90,1,0:02.0,M. Ginóbili misses 3-pt jump shot from 25 ft,,30,30
91,1,0:02.0,,Defensive rebound by W. Ellington,30,30
92,2,11:51.0,,T. Johnson makes 3-pt jump shot from 26 ft (assist by J. Richardson),30,33
93,2,11:31.0,B. Paul makes 3-pt jump shot from 25 ft (assist by R. Gay),,33,33
94,2,11:10.0,,K. Olynyk misses 2-pt jump shot from 16 ft,33,33
95,2,11:07.0,Defensive rebound by R. Gay,,33,33
96,2,11:02.0,Turnover by R. Gay (traveling),,33,33
97,2,11:02.0,K. Anderson enters the game for P. Gasol,,33,33
98,2,11:02.0,D. Green enters the game for M. Ginóbili,,33,33
99,2,10:53.0,,Loose ball foul by K. Olynyk (drawn by D. Green),33,33
100,2,10:53.0,,Turnover by K. Olynyk (turnover),33,33
101,2,10:44.0,Turnover by R. Gay (bad pass; steal by T. Johnson),,33,33
102,2,10:38.0,,T. Johnson makes 2-pt dunk at rim,33,35
103,2,10:17.0,K. Anderson makes 2-pt layup from 1 ft (assist by R. Gay),,35,35
104,2,9:59.0,,J. Winslow makes 2-pt layup from 2 ft (assist by W. Ellington),35,37
105,2,9:43.0,Personal foul by W. Ellington (drawn by B. Paul),,35,37
106,2,9:33.0,Shooting foul by W. Ellington (drawn by B. Paul),,35,37
107,2,9:33.0,B. Paul makes free throw 1 of 2,,36,37
108,2,9:33.0,D. Murray enters the game for P. Mills,,36,37
109,2,9:33.0,L. Aldridge enters the game for R. Gay,,36,37
110,2,9:33.0,B. Paul misses free throw 2 of 2,,36,37
111,2,9:31.0,,Defensive rebound by K. Olynyk,36,37
112,2,9:14.0,,J. Winslow misses 3-pt jump shot from 22 ft,36,37
113,2,9:11.0,,Offensive rebound by J. Richardson,36,37
114,2,9:09.0,,J. Richardson misses 2-pt jump shot from 11 ft (block by D. Green),36,37
115,2,9:09.0,Defensive rebound by Team,,36,37
116,2,8:51.0,Shooting foul by K. Olynyk (drawn by L. Aldridge),,36,37
117,2,8:51.0,L. Aldridge makes free throw 1 of 2,,37,37
118,2,8:51.0,,J. Johnson enters the game for K. Olynyk,37,37
119,2,8:51.0,L. Aldridge misses free throw 2 of 2,,37,37
120,2,8:48.0,,Defensive rebound by J. Johnson,37,37
121,2,8:33.0,,T. Johnson misses 2-pt jump shot from 5 ft,37,37
122,2,8:30.0,Defensive rebound by K. Anderson,,37,37
123,2,8:19.0,Shooting foul by T. Johnson (drawn by K. Anderson),,37,37
124,2,8:19.0,K. Anderson misses free throw 1 of 2,,37,37
125,2,8:19.0,Offensive rebound by Team,,37,37
126,2,8:19.0,K. Anderson makes free throw 2 of 2,,38,37
127,2,8:08.0,,T. Johnson misses 3-pt jump shot from 23 ft,38,37
128,2,8:04.0,Defensive rebound by D. Green,,38,37
129,2,7:57.0,D. Green makes 3-pt jump shot from 25 ft (assist by K. Anderson),,41,37
130,2,7:31.0,,J. Winslow misses 2-pt jump shot from 12 ft,41,37
131,2,7:27.0,Defensive rebound by D. Murray,,41,37
132,2,7:11.0,D. Murray misses 2-pt jump shot from 16 ft,,41,37
133,2,7:08.0,,Defensive rebound by J. Johnson,41,37
134,2,7:07.0,,Miami full timeout,41,37
135,2,7:07.0,,G. Dragić enters the game for J. Richardson,41,37
136,2,7:07.0,,D. Waiters enters the game for W. Ellington,41,37
137,2,6:47.0,,D. Waiters misses 3-pt jump shot from 25 ft,41,37
138,2,6:43.0,Defensive rebound by L. Aldridge,,41,37
139,2,6:30.0,K. Anderson makes 2-pt jump shot from 9 ft,,43,37
140,2,6:14.0,,J. Johnson makes 3-pt jump shot from 23 ft (assist by D. Waiters),43,40
141,2,5:53.0,L. Aldridge makes 2-pt jump shot from 12 ft (assist by D. Green),,45,40
142,2,5:43.0,,Personal foul by D. Green (drawn by J. Winslow),45,40
143,2,5:35.0,,Shooting foul by L. Aldridge (drawn by D. Waiters),45,40
144,2,5:35.0,,D. Waiters makes free throw 1 of 2,45,41
145,2,5:35.0,,D. Waiters makes free throw 2 of 2,45,42
146,2,5:18.0,L. Aldridge misses 2-pt layup at rim,,45,42
147,2,5:15.0,,Defensive rebound by J. Johnson,45,42
148,2,5:04.0,,Turnover by J. Johnson (lost ball; steal by L. Aldridge),45,42
149,2,4:51.0,,Offensive charge foul by D. Murray (drawn by T. Johnson),45,42
150,2,4:51.0,Turnover by D. Murray (offensive foul),,45,42
151,2,4:51.0,,B. Adebayo enters the game for J. Winslow,45,42
152,2,4:51.0,M. Ginóbili enters the game for D. Green,,45,42
153,2,4:41.0,,Personal block foul by M. Ginóbili (drawn by D. Waiters),45,42
154,2,4:34.0,,D. Waiters makes 2-pt jump shot from 13 ft,45,44
155,2,4:28.0,San Antonio full timeout,,45,44
156,2,4:28.0,P. Mills enters the game for K. Anderson,,45,44
157,2,4:28.0,P. Gasol enters the game for B. Paul,,45,44
158,2,4:28.0,D. Green enters the game for D. Murray,,45,44
159,2,4:17.0,M. Ginóbili misses 2-pt jump shot from 9 ft,,45,44
160,2,4:14.0,,Defensive rebound by J. Johnson,45,44
161,2,4:08.0,,D. Waiters makes 3-pt jump shot from 23 ft (assist by T. Johnson),45,47
162,2,3:57.0,P. Gasol makes 2-pt hook shot from 4 ft (assist by D. Green),,47,47
163,2,3:38.0,,Personal foul by M. Ginóbili (drawn by T. Johnson),47,47
164,2,3:38.0,R. Gay enters the game for D. Green,,47,47
165,2,3:26.0,,G. Dragić misses 2-pt jump shot from 13 ft,47,47
166,2,3:22.0,Defensive rebound by L. Aldridge,,47,47
167,2,3:11.0,P. Gasol makes 2-pt jump shot from 10 ft,,49,47
168,2,2:52.0,,D. Waiters misses 3-pt jump shot from 22 ft,49,47
169,2,2:48.0,Defensive rebound by P. Gasol,,49,47
170,2,2:36.0,L. Aldridge makes 2-pt jump shot from 10 ft,,51,47
171,2,2:36.0,Shooting foul by J. Johnson (drawn by L. Aldridge),,51,47
172,2,2:36.0,L. Aldridge makes free throw 1 of 1,,52,47
173,2,2:14.0,,D. Waiters makes 2-pt layup from 1 ft,52,49
174,2,2:01.0,P. Mills misses 3-pt jump shot from 25 ft,,52,49
175,2,1:57.0,,Defensive rebound by B. Adebayo,52,49
176,2,1:47.0,,B. Adebayo makes 2-pt dunk from 1 ft (assist by T. Johnson),52,51
177,2,1:47.0,San Antonio full timeout,,52,51
178,2,1:26.0,P. Mills misses 2-pt layup at rim,,52,51
179,2,1:24.0,,Defensive rebound by J. Johnson,52,51
180,2,1:20.0,,D. Waiters misses 2-pt layup at rim,52,51
181,2,1:20.0,,B. Adebayo misses 2-pt layup from 1 ft,52,51
182,2,1:20.0,Defensive rebound by L. Aldridge,,52,51
183,2,1:17.0,,Defensive rebound by B. Adebayo,52,51
184,2,1:16.0,,B. Adebayo misses 2-pt layup at rim,52,51
185,2,1:16.0,Defensive rebound by M. Ginóbili,,52,51
186,2,1:12.0,P. Gasol misses 2-pt layup at rim (block by T. Johnson),,52,51
187,2,1:12.0,Offensive rebound by R. Gay,,52,51
188,2,1:08.0,R. Gay makes 2-pt layup at rim,,54,51
189,2,0:53.0,,Turnover by J. Johnson (bad pass; steal by R. Gay),54,51
190,2,0:49.0,Personal foul by B. Adebayo (drawn by P. Gasol),,54,51
191,2,0:49.0,P. Gasol makes free throw 1 of 2,,55,51
192,2,0:49.0,P. Gasol makes free throw 2 of 2,,56,51
193,2,0:39.0,,Offensive foul by J. Johnson (drawn by P. Mills),56,51
194,2,0:39.0,,Turnover by J. Johnson (offensive foul),56,51
195,2,0:39.0,,J. Winslow enters the game for J. Johnson,56,51
196,2,0:32.0,L. Aldridge misses 2-pt jump shot from 20 ft,,56,51
197,2,0:29.0,,Defensive rebound by B. Adebayo,56,51
198,2,0:08.0,,D. Waiters misses 3-pt jump shot from 25 ft,56,51
199,2,0:04.0,Defensive rebound by P. Gasol,,56,51
200,2,0:01.0,M. Ginóbili misses 2-pt jump shot from 18 ft,,56,51
201,2,0:01.0,Offensive rebound by Team,,56,51
202,3,11:36.0,,B. Adebayo misses 2-pt layup from 1 ft (block by P. Gasol),56,51
203,3,11:32.0,Defensive rebound by P. Gasol,,56,51
204,3,11:19.0,Turnover by P. Gasol (lost ball; steal by J. Richardson),,56,51
205,3,11:19.0,,Personal foul by K. Anderson (drawn by J. Richardson),56,51
206,3,11:07.0,,G. Dragić misses 2-pt jump shot from 9 ft,56,51
207,3,11:03.0,Defensive rebound by P. Gasol,,56,51
208,3,10:58.0,Turnover by P. Gasol (bad pass; steal by J. Johnson),,56,51
209,3,10:46.0,,J. Johnson makes 2-pt jump shot from 9 ft,56,53
210,3,10:31.0,Turnover by D. Green (bad pass; steal by J. Richardson),,56,53
211,3,10:28.0,,Shooting foul by D. Green (drawn by J. Richardson),56,53
212,3,10:28.0,,J. Richardson makes free throw 1 of 2,56,54
213,3,10:28.0,R. Gay enters the game for P. Gasol,,56,54
214,3,10:28.0,M. Ginóbili enters the game for D. Green,,56,54
215,3,10:28.0,,J. Richardson makes free throw 2 of 2,56,55
216,3,10:12.0,L. Aldridge makes 2-pt jump shot from 11 ft,,58,55
217,3,10:00.0,,J. Johnson misses 2-pt jump shot from 21 ft,58,55
218,3,9:56.0,Defensive rebound by K. Anderson,,58,55
219,3,9:36.0,R. Gay misses 3-pt jump shot from 25 ft,,58,55
220,3,9:34.0,,Defensive rebound by B. Adebayo,58,55
221,3,9:27.0,,B. Adebayo misses 2-pt dunk at rim,58,55
222,3,9:24.0,,Offensive rebound by J. Richardson,58,55
223,3,9:13.0,,J. Richardson misses 2-pt jump shot from 15 ft,58,55
224,3,9:11.0,Defensive rebound by K. Anderson,,58,55
225,3,9:04.0,Shooting foul by D. Waiters (drawn by K. Anderson),,58,55
226,3,9:04.0,K. Anderson makes free throw 1 of 2,,59,55
227,3,9:04.0,D. Green enters the game for R. Gay,,59,55
228,3,9:04.0,P. Gasol enters the game for M. Ginóbili,,59,55
229,3,9:04.0,K. Anderson misses free throw 2 of 2,,59,55
230,3,9:01.0,,Defensive rebound by B. Adebayo,59,55
231,3,8:53.0,,G. Dragić misses 3-pt jump shot from 25 ft,59,55
232,3,8:49.0,Defensive rebound by L. Aldridge,,59,55
233,3,8:28.0,P. Gasol makes 2-pt jump shot from 9 ft,,61,55
234,3,8:14.0,,J. Johnson makes 2-pt layup from 1 ft,61,57
235,3,8:00.0,L. Aldridge misses 2-pt jump shot from 19 ft,,61,57
236,3,7:57.0,,Defensive rebound by B. Adebayo,61,57
237,3,7:49.0,,G. Dragić misses 2-pt jump shot from 11 ft,61,57
238,3,7:47.0,,Offensive rebound by G. Dragić,61,57
239,3,7:45.0,,G. Dragić misses 2-pt jump shot from 10 ft,61,57
240,3,7:40.0,Defensive rebound by P. Gasol,,61,57
241,3,7:25.0,L. Aldridge misses 2-pt layup at rim,,61,57
242,3,7:23.0,,Defensive rebound by J. Johnson,61,57
243,3,7:13.0,,G. Dragić makes 3-pt jump shot from 24 ft (assist by J. Johnson),61,60
244,3,7:13.0,San Antonio full timeout,,61,60
245,3,6:52.0,D. Green makes 2-pt jump shot from 3 ft,,63,60
246,3,6:32.0,,Turnover by J. Richardson (bad pass; steal by P. Gasol),63,60
247,3,6:15.0,D. Green makes 3-pt jump shot from 22 ft (assist by D. Murray),,66,60
248,3,6:13.0,,Miami full timeout,66,60
249,3,5:56.0,,J. Johnson misses 3-pt jump shot from 24 ft,66,60
250,3,5:53.0,Defensive rebound by K. Anderson,,66,60
251,3,5:36.0,L. Aldridge misses 2-pt jump shot from 17 ft,,66,60
252,3,5:33.0,,Defensive rebound by B. Adebayo,66,60
253,3,5:19.0,,J. Richardson misses 3-pt jump shot from 24 ft,66,60
254,3,5:16.0,Defensive rebound by D. Green,,66,60
255,3,5:04.0,D. Murray misses 2-pt jump shot from 11 ft,,66,60
256,3,5:04.0,Offensive rebound by Team,,66,60
257,3,5:04.0,Personal foul by J. Richardson (drawn by P. Gasol),,66,60
258,3,5:04.0,,K. Olynyk enters the game for J. Richardson,66,60
259,3,5:04.0,,T. Johnson enters the game for B. Adebayo,66,60
260,3,5:04.0,P. Mills enters the game for D. Murray,,66,60
261,3,5:04.0,M. Ginóbili enters the game for D. Green,,66,60
262,3,5:04.0,R. Gay enters the game for P. Gasol,,66,60
263,3,4:57.0,Shooting foul by J. Johnson (drawn by R. Gay),,66,60
264,3,4:57.0,R. Gay makes free throw 1 of 2,,67,60
265,3,4:57.0,R. Gay misses free throw 2 of 2,,67,60
266,3,4:54.0,,Defensive rebound by J. Johnson,67,60
267,3,4:46.0,,K. Olynyk makes 2-pt layup at rim (assist by J. Johnson),67,62
268,3,4:32.0,P. Mills misses 2-pt jump shot from 17 ft,,67,62
269,3,4:26.0,Offensive rebound by R. Gay,,67,62
270,3,4:17.0,Shooting foul by T. Johnson (drawn by R. Gay),,67,62
271,3,4:17.0,R. Gay makes free throw 1 of 2,,68,62
272,3,4:17.0,,J. Winslow enters the game for J. Johnson,68,62
273,3,4:17.0,B. Paul enters the game for K. Anderson,,68,62
274,3,4:17.0,R. Gay makes free throw 2 of 2,,69,62
275,3,4:06.0,,J. Winslow makes 2-pt jump shot from 19 ft (assist by D. Waiters),69,64
276,3,3:47.0,M. Ginóbili makes 2-pt layup from 1 ft,,71,64
277,3,3:38.0,,G. Dragić makes 2-pt layup from 1 ft,71,66
278,3,3:19.0,L. Aldridge makes 2-pt jump shot from 5 ft,,73,66
279,3,3:06.0,,G. Dragić misses 3-pt jump shot from 24 ft,73,66
280,3,3:02.0,Defensive rebound by P. Mills,,73,66
281,3,3:01.0,Turnover by P. Mills (bad pass; steal by G. Dragić),,73,66
282,3,2:57.0,,T. Johnson makes 3-pt jump shot from 23 ft (assist by G. Dragić),73,69
283,3,2:40.0,Shooting foul by J. Winslow (drawn by L. Aldridge),,73,69
284,3,2:40.0,L. Aldridge makes free throw 1 of 2,,74,69
285,3,2:40.0,L. Aldridge makes free throw 2 of 2,,75,69
286,3,2:19.0,,T. Johnson misses 2-pt layup at rim,75,69
287,3,2:19.0,Defensive rebound by Team,,75,69
288,3,2:19.0,D. Green enters the game for L. Aldridge,,75,69
289,3,2:04.0,R. Gay makes 2-pt layup from 1 ft,,77,69
290,3,2:04.0,Shooting foul by J. Winslow (drawn by R. Gay),,77,69
291,3,2:04.0,,J. Richardson enters the game for D. Waiters,77,69
292,3,2:04.0,R. Gay makes free throw 1 of 1,,78,69
293,3,1:53.0,,G. Dragić makes 2-pt layup at rim (assist by K. Olynyk),78,71
294,3,1:32.0,M. Ginóbili makes 3-pt jump shot from 27 ft,,81,71
295,3,1:19.0,,Offensive foul by G. Dragić (drawn by P. Mills),81,71
296,3,1:19.0,,Turnover by G. Dragić (offensive foul),81,71
297,3,1:04.0,R. Gay makes 2-pt hook shot from 6 ft (assist by P. Mills),,83,71
298,3,0:42.0,,Turnover by K. Olynyk (lost ball; steal by R. Gay),83,71
299,3,0:34.0,M. Ginóbili makes 3-pt jump shot from 25 ft,,86,71
300,3,0:21.0,,Personal foul by B. Paul (drawn by K. Olynyk),86,71
301,3,0:21.0,Turnover by B. Paul (turnover),,86,71
302,3,0:18.0,,Personal foul by B. Paul (drawn by T. Johnson),86,71
303,3,0:18.0,Turnover by B. Paul (turnover),,86,71
304,3,0:18.0,,T. Johnson makes free throw 2 of 2,86,72
305,3,0:18.0,,T. Johnson makes free throw 1 of 2,86,73
306,3,0:18.0,,O. White enters the game for G. Dragić,86,73
307,3,0:18.0,,J. Johnson enters the game for K. Olynyk,86,73
308,3,0:00.0,R. Gay makes 2-pt jump shot from 6 ft,,88,73
309,4,11:38.0,M. Ginóbili misses 3-pt jump shot from 24 ft,,88,73
310,4,11:36.0,,Defensive rebound by D. Waiters,88,73
311,4,11:20.0,,T. Johnson misses 2-pt jump shot from 20 ft,88,73
312,4,11:15.0,Defensive rebound by M. Ginóbili,,88,73
313,4,11:06.0,R. Gay makes 3-pt jump shot from 25 ft (assist by P. Mills),,91,73
314,4,10:48.0,,J. Richardson misses 3-pt jump shot from 25 ft,91,73
315,4,10:45.0,Defensive rebound by M. Ginóbili,,91,73
316,4,10:30.0,R. Gay misses 2-pt jump shot from 5 ft,,91,73
317,4,10:25.0,Offensive rebound by B. Paul,,91,73
318,4,10:25.0,B. Paul misses 2-pt dunk at rim,,91,73
319,4,10:24.0,Offensive rebound by D. Green,,91,73
320,4,10:14.0,R. Gay makes 2-pt jump shot from 19 ft,,93,73
321,4,10:00.0,,J. Johnson makes 2-pt dunk at rim,93,75
322,4,9:44.0,M. Ginóbili misses 2-pt layup from 2 ft,,93,75
323,4,9:42.0,,Defensive rebound by J. Richardson,93,75
324,4,9:42.0,,Shooting foul by B. Paul (drawn by J. Richardson),93,75
325,4,9:42.0,,J. Richardson makes free throw 1 of 2,93,76
326,4,9:42.0,K. Anderson enters the game for M. Ginóbili,,93,76
327,4,9:42.0,L. Aldridge enters the game for R. Gay,,93,76
328,4,9:42.0,,J. Richardson makes free throw 2 of 2,93,77
329,4,9:33.0,Turnover by P. Mills (bad pass),,93,77
330,4,9:23.0,,Shooting foul by L. Aldridge (drawn by J. Johnson),93,77
331,4,9:23.0,,J. Johnson makes free throw 1 of 2,93,78
332,4,9:23.0,D. Murray enters the game for P. Mills,,93,78
333,4,9:23.0,,J. Johnson makes free throw 2 of 2,93,79
334,4,9:14.0,Personal foul by J. Winslow (drawn by K. Anderson),,93,79
335,4,9:07.0,Personal foul by J. Richardson (drawn by D. Green),,93,79
336,4,9:01.0,D. Murray misses 2-pt jump shot from 16 ft,,93,79
337,4,8:57.0,,Defensive rebound by J. Richardson,93,79
338,4,8:46.0,,J. Johnson misses 2-pt jump shot from 18 ft,93,79
339,4,8:42.0,Defensive rebound by K. Anderson,,93,79
340,4,8:27.0,Turnover by L. Aldridge (traveling),,93,79
341,4,8:14.0,,J. Richardson misses 2-pt jump shot from 12 ft,93,79
342,4,8:08.0,Defensive rebound by K. Anderson,,93,79
343,4,8:03.0,B. Paul makes 3-pt jump shot from 24 ft (assist by K. Anderson),,96,79
344,4,7:59.0,,Miami full timeout,96,79
345,4,7:59.0,,G. Dragić enters the game for J. Winslow,96,79
346,4,7:42.0,,D. Waiters misses 3-pt jump shot from 25 ft,96,79
347,4,7:36.0,Defensive rebound by K. Anderson,,96,79
348,4,7:26.0,Shooting foul by J. Richardson (drawn by K. Anderson),,96,79
349,4,7:26.0,K. Anderson makes free throw 1 of 2,,97,79
350,4,7:26.0,K. Anderson makes free throw 2 of 2,,98,79
351,4,7:18.0,,Personal foul by D. Murray (drawn by D. Waiters),98,79
352,4,7:07.0,,T. Johnson makes 2-pt dunk at rim (assist by D. Waiters),98,81
353,4,7:07.0,,Shooting foul by D. Green (drawn by T. Johnson),98,81
354,4,7:07.0,P. Mills enters the game for B. Paul,,98,81
355,4,7:07.0,,T. Johnson makes free throw 1 of 1,98,82
356,4,6:50.0,K. Anderson misses 2-pt jump shot from 8 ft,,98,82
357,4,6:47.0,,Defensive rebound by J. Johnson,98,82
358,4,6:45.0,,J. Richardson makes 2-pt layup from 1 ft (assist by T. Johnson),98,84
359,4,6:45.0,San Antonio full timeout,,98,84
360,4,6:30.0,Turnover by P. Mills (bad pass; steal by J. Richardson),,98,84
361,4,6:23.0,,D. Waiters misses 3-pt jump shot from 23 ft,98,84
362,4,6:21.0,Defensive rebound by D. Murray,,98,84
363,4,5:58.0,K. Anderson misses 2-pt jump shot from 20 ft,,98,84
364,4,5:54.0,,Defensive rebound by G. Dragić,98,84
365,4,5:46.0,,Turnover by J. Johnson (lost ball; steal by K. Anderson),98,84
366,4,5:38.0,K. Anderson misses 2-pt layup from 1 ft,,98,84
367,4,5:36.0,,Defensive rebound by J. Johnson,98,84
368,4,5:33.0,,G. Dragić makes 3-pt jump shot from 23 ft (assist by J. Richardson),98,87
369,4,5:05.0,D. Murray misses 2-pt jump shot from 15 ft,,98,87
370,4,5:03.0,,Defensive rebound by J. Richardson,98,87
371,4,4:54.0,,Turnover by J. Richardson (lost ball; steal by L. Aldridge),98,87
372,4,4:53.0,R. Gay enters the game for K. Anderson,,98,87
373,4,4:53.0,M. Ginóbili enters the game for D. Murray,,98,87
374,4,4:34.0,L. Aldridge makes 2-pt jump shot from 14 ft,,100,87
375,4,4:26.0,,Miami full timeout,100,87
376,4,4:16.0,,D. Waiters misses 2-pt layup at rim,100,87
377,4,4:13.0,Defensive rebound by L. Aldridge,,100,87
378,4,4:06.0,Shooting foul by J. Johnson (drawn by L. Aldridge),,100,87
379,4,4:06.0,L. Aldridge makes free throw 1 of 2,,101,87
380,4,4:06.0,L. Aldridge makes free throw 2 of 2,,102,87
381,4,4:00.0,,J. Johnson makes 2-pt layup from 1 ft,102,89
382,4,3:45.0,L. Aldridge makes 2-pt layup at rim (assist by M. Ginóbili),,104,89
383,4,3:35.0,,Shooting foul by L. Aldridge (drawn by J. Johnson),104,89
384,4,3:35.0,,J. Johnson makes free throw 1 of 2,104,90
385,4,3:35.0,,J. Johnson makes free throw 2 of 2,104,91
