,QUARTER,TIME_REMAINING,BOSTON_ACTION,GOLDEN STATE_ACTION,BOSTON_SCORE,GOLDEN STATE_SCORE
30,1,7:58.0,Defensive rebound by A. Baynes,,16,10
31,1,7:43.0,J. Tatum makes 2-pt jump shot from 18 ft (assist by A. Horford),,18,10
32,1,7:27.0,,K. Durant misses 2-pt jump shot from 18 ft,18,10
33,1,7:23.0,Defensive rebound by A. Baynes,,18,10
34,1,7:16.0,Turnover by A. Horford (lost ball; steal by D. Green),,18,10
35,1,7:10.0,,K. Durant makes 2-pt jump shot from 15 ft,18,12
36,1,6:51.0,K. Irving makes 2-pt jump shot from 14 ft,,20,12
37,1,6:41.0,,D. Green misses 3-pt jump shot from 25 ft,20,12
38,1,6:37.0,,Offensive rebound by D. Green,20,12
39,1,6:36.0,,Personal foul by J. Brown (drawn by S. Curry),20,12
40,1,6:36.0,,Golden State full timeout,20,12
41,1,6:30.0,,S. Curry makes 2-pt jump shot from 16 ft (assist by Z. Pachulia),20,14
42,1,6:06.0,A. Horford misses 2-pt jump shot from 18 ft,,20,14
43,1,6:03.0,,Defensive rebound by Z. Pachulia,20,14
44,1,5:52.0,,K. Durant makes 3-pt jump shot from 24 ft (assist by D. Green),20,17
45,1,5:25.0,K. Irving makes 2-pt jump shot from 14 ft,,22,17
46,1,5:10.0,,K. Thompson misses 3-pt jump shot from 25 ft,22,17
47,1,5:07.0,Defensive rebound by A. Horford,,22,17
48,1,4:48.0,Shooting foul by K. Durant (drawn by J. Brown),,22,17
49,1,4:48.0,J. Brown makes free throw 1 of 2,,23,17
50,1,4:48.0,,A. Iguodala enters the game for K. Durant,23,17
51,1,4:48.0,M. Morris enters the game for J. Tatum,,23,17
52,1,4:48.0,T. Rozier enters the game for A. Horford,,23,17
53,1,4:48.0,D. Theis enters the game for A. Baynes,,23,17
54,1,4:48.0,J. Brown makes free throw 2 of 2,,24,17
55,1,4:35.0,,S. Curry makes 2-pt layup from 3 ft,24,19
56,1,4:20.0,M. Morris makes 2-pt jump shot from 11 ft (assist by D. Theis),,26,19
57,1,4:07.0,,S. Curry makes 3-pt jump shot from 25 ft (assist by Z. Pachulia),26,22
58,1,3:52.0,K. Irving makes 3-pt jump shot from 27 ft,,29,22
59,1,3:39.0,,S. Curry misses 3-pt jump shot from 25 ft,29,22
60,1,3:36.0,,Offensive rebound by Team,29,22
61,1,3:35.0,,K. Looney enters the game for K. Thompson,29,22
62,1,3:35.0,,N. Young enters the game for Z. Pachulia,29,22
63,1,3:26.0,,Personal foul by J. Brown (drawn by K. Looney),29,22
64,1,3:18.0,,D. Green makes 2-pt hook shot from 5 ft (assist by S. Curry),29,24
65,1,3:06.0,K. Irving makes 3-pt jump shot from 27 ft (assist by D. Theis),,32,24
66,1,2:51.0,,D. Green misses 2-pt jump shot from 11 ft,32,24
67,1,2:44.0,Defensive rebound by M. Morris,,32,24
68,1,2:37.0,M. Morris misses 3-pt jump shot from 26 ft,,32,24
69,1,2:30.0,Offensive rebound by T. Rozier,,32,24
70,1,2:30.0,J. Brown makes 2-pt layup from 1 ft (assist by T. Rozier),,34,24
71,1,2:20.0,,Personal foul by T. Rozier (drawn by S. Curry),34,24
72,1,2:20.0,Boston full timeout,,34,24
73,1,2:12.0,,A. Iguodala makes 2-pt jump shot from 18 ft,34,26
74,1,1:46.0,M. Morris misses 3-pt jump shot from 26 ft (block by D. Green),,34,26
75,1,1:45.0,Offensive rebound by Team,,34,26
76,1,1:45.0,Turnover by Team (shot clock),,34,26
77,1,1:45.0,S. Larkin enters the game for K. Irving,,34,26
78,1,1:34.0,,S. Curry misses 3-pt jump shot from 27 ft,34,26
79,1,1:28.0,,Offensive rebound by K. Looney,34,26
80,1,1:24.0,,N. Young misses 2-pt dunk from 1 ft,34,26
81,1,1:22.0,Defensive rebound by Team,,34,26
82,1,1:03.0,S. Larkin misses 2-pt jump shot from 10 ft,,34,26
83,1,1:00.0,,Defensive rebound by D. Green,34,26
84,1,0:58.0,,Shooting foul by S. Larkin (drawn by S. Curry),34,26
85,1,0:58.0,,S. Curry makes free throw 1 of 2,34,27
86,1,0:58.0,,S. Curry misses free throw 2 of 2,34,27
87,1,0:55.0,Defensive rebound by M. Morris,,34,27
88,1,0:41.0,M. Morris misses 3-pt jump shot from 22 ft,,34,27
89,1,0:38.0,Offensive rebound by T. Rozier,,34,27
90,1,0:35.0,M. Morris misses 2-pt layup from 2 ft,,34,27
91,1,0:32.0,,Defensive rebound by D. Green,34,27
92,1,0:29.0,,N. Young misses 3-pt jump shot from 24 ft,34,27
93,1,0:25.0,Defensive rebound by T. Rozier,,34,27
94,1,0:05.0,J. Brown makes 3-pt jump shot from 25 ft (assist by T. Rozier),,37,27
95,1,0:01.0,,S. Curry misses 3-pt jump shot from 49 ft,37,27
96,1,0:00.0,,Offensive rebound by Team,37,27
97,2,11:45.0,,K. Durant misses 2-pt jump shot from 19 ft,37,27
98,2,11:39.0,,Offensive rebound by S. Livingston,37,27
99,2,11:33.0,,K. Durant makes 2-pt jump shot from 7 ft,37,29
100,2,11:16.0,,Offensive charge foul by D. Theis (drawn by K. Durant),37,29
101,2,11:16.0,Turnover by D. Theis (offensive foul),,37,29
102,2,11:16.0,A. Horford enters the game for D. Theis,,37,29
103,2,11:01.0,,D. West makes 2-pt layup from 1 ft (assist by K. Durant),37,31
104,2,10:48.0,Turnover by S. Larkin (step out of bounds),,37,31
105,2,10:27.0,,K. Durant misses 2-pt jump shot from 19 ft,37,31
106,2,10:22.0,Defensive rebound by T. Rozier,,37,31
107,2,10:06.0,Turnover by A. Horford (lost ball; steal by K. Durant),,37,31
108,2,10:02.0,,K. Thompson makes 2-pt dunk at rim (assist by A. Iguodala),37,33
109,2,9:41.0,T. Rozier misses 2-pt jump shot from 11 ft,,37,33
110,2,9:39.0,,Defensive rebound by K. Durant,37,33
111,2,9:37.0,,Turnover by K. Durant (lost ball; steal by S. Larkin),37,33
112,2,9:32.0,T. Rozier misses 3-pt jump shot from 25 ft,,37,33
113,2,9:30.0,,Defensive rebound by K. Thompson,37,33
114,2,9:21.0,,S. Livingston makes 2-pt jump shot from 10 ft,37,35
115,2,9:05.0,S. Larkin misses 3-pt jump shot from 25 ft (block by D. West),,37,35
116,2,9:01.0,Offensive rebound by A. Horford,,37,35
117,2,8:59.0,A. Horford misses 2-pt layup from 1 ft (block by S. Livingston),,37,35
118,2,8:57.0,Offensive rebound by M. Morris,,37,35
119,2,8:55.0,M. Morris misses 2-pt layup from 2 ft,,37,35
120,2,8:54.0,,Defensive rebound by K. Durant,37,35
121,2,8:48.0,,D. West makes 2-pt layup from 1 ft (assist by K. Thompson),37,37
122,2,8:47.0,Boston full timeout,,37,37
123,2,8:33.0,J. Tatum misses 2-pt jump shot from 22 ft,,37,37
124,2,8:29.0,,Defensive rebound by A. Iguodala,37,37
125,2,8:12.0,,K. Thompson misses 2-pt jump shot from 14 ft,37,37
126,2,8:07.0,Defensive rebound by J. Tatum,,37,37
127,2,7:54.0,Personal foul by S. Livingston (drawn by A. Horford),,37,37
128,2,7:46.0,M. Morris makes 2-pt layup from 2 ft,,39,37
129,2,7:46.0,Shooting foul by A. Iguodala (drawn by M. Morris),,39,37
130,2,7:46.0,K. Irving enters the game for T. Rozier,,39,37
131,2,7:46.0,M. Morris makes free throw 1 of 1,,40,37
132,2,7:29.0,,K. Durant misses 2-pt layup from 2 ft,40,37
133,2,7:25.0,Defensive rebound by A. Horford,,40,37
134,2,7:17.0,K. Irving makes 2-pt layup from 2 ft,,42,37
135,2,7:04.0,,Personal foul by K. Irving (drawn by A. Iguodala),42,37
136,2,7:04.0,S. Ojeleye enters the game for S. Larkin,,42,37
137,2,6:55.0,,S. Livingston misses 2-pt jump shot from 14 ft,42,37
138,2,6:50.0,Defensive rebound by A. Horford,,42,37
139,2,6:41.0,K. Irving makes 3-pt jump shot from 28 ft (assist by M. Morris),,45,37
140,2,6:38.0,,Golden State full timeout,45,37
141,2,6:38.0,,N. Young enters the game for A. Iguodala,45,37
142,2,6:25.0,,K. Durant makes 2-pt jump shot from 15 ft,45,39
143,2,6:13.0,Turnover by K. Irving (lost ball; steal by N. Young),,45,39
144,2,6:03.0,,D. West misses 2-pt jump shot from 7 ft,45,39
145,2,5:59.0,Defensive rebound by A. Horford,,45,39
146,2,5:55.0,S. Ojeleye misses 2-pt jump shot from 5 ft,,45,39
147,2,5:52.0,Offensive rebound by A. Horford,,45,39
148,2,5:44.0,M. Morris makes 3-pt jump shot from 26 ft (assist by K. Irving),,48,39
149,2,5:26.0,,K. Thompson misses 2-pt jump shot from 15 ft,48,39
150,2,5:24.0,Defensive rebound by K. Irving,,48,39
151,2,5:14.0,Turnover by A. Horford (out of bounds lost ball),,48,39
152,2,5:14.0,,S. Curry enters the game for K. Thompson,48,39
153,2,5:14.0,,D. Green enters the game for K. Durant,48,39
154,2,5:00.0,,Turnover by S. Livingston (bad pass),48,39
155,2,4:44.0,J. Tatum misses 2-pt jump shot from 11 ft,,48,39
156,2,4:40.0,,Defensive rebound by D. West,48,39
157,2,4:37.0,,Personal foul by J. Tatum (drawn by S. Curry),48,39
158,2,4:37.0,,A. Iguodala enters the game for S. Livingston,48,39
159,2,4:37.0,A. Baynes enters the game for M. Morris,,48,39
160,2,4:32.0,,D. Green misses 3-pt jump shot from 25 ft,48,39
161,2,4:28.0,Defensive rebound by J. Tatum,,48,39
162,2,4:16.0,K. Irving misses 2-pt jump shot from 9 ft,,48,39
163,2,4:12.0,,Defensive rebound by D. West,48,39
164,2,4:01.0,,N. Young misses 2-pt jump shot from 14 ft,48,39
165,2,3:57.0,Defensive rebound by K. Irving,,48,39
166,2,3:41.0,S. Ojeleye misses 2-pt jump shot from 8 ft,,48,39
167,2,3:41.0,Offensive rebound by A. Baynes,,48,39
168,2,3:41.0,Shooting foul by D. Green (drawn by A. Baynes),,48,39
169,2,3:41.0,A. Baynes makes free throw 1 of 2,,49,39
170,2,3:41.0,,K. Durant enters the game for D. West,49,39
171,2,3:41.0,,K. Thompson enters the game for N. Young,49,39
172,2,3:41.0,T. Rozier enters the game for J. Tatum,,49,39
173,2,3:41.0,J. Brown enters the game for A. Horford,,49,39
174,2,3:41.0,A. Baynes misses free throw 2 of 2,,49,39
175,2,3:38.0,,Defensive rebound by K. Durant,49,39
176,2,3:29.0,,Shooting foul by K. Irving (drawn by A. Iguodala),49,39
177,2,3:29.0,,A. Iguodala makes free throw 1 of 2,49,40
178,2,3:29.0,,A. Iguodala makes free throw 2 of 2,49,41
179,2,3:16.0,J. Brown misses 3-pt jump shot from 22 ft,,49,41
180,2,3:12.0,,Defensive rebound by K. Durant,49,41
181,2,3:04.0,,K. Durant makes 2-pt jump shot from 18 ft,49,43
182,2,2:42.0,J. Brown misses 2-pt jump shot from 20 ft,,49,43
183,2,2:40.0,,Defensive rebound by D. Green,49,43
184,2,2:31.0,,S. Curry makes 3-pt jump shot from 25 ft,49,46
185,2,2:04.0,S. Ojeleye misses 3-pt jump shot from 25 ft,,49,46
186,2,2:02.0,Offensive rebound by T. Rozier,,49,46
187,2,1:56.0,T. Rozier makes 3-pt jump shot from 25 ft,,52,46
188,2,1:40.0,,D. Green misses 2-pt jump shot from 10 ft,52,46
189,2,1:34.0,,Offensive rebound by D. Green,52,46
190,2,1:33.0,,D. Green makes 2-pt jump shot from 5 ft,52,48
191,2,1:22.0,Turnover by J. Brown (traveling),,52,48
192,2,1:22.0,A. Horford enters the game for S. Ojeleye,,52,48
193,2,1:22.0,M. Morris enters the game for A. Baynes,,52,48
194,2,1:08.0,,K. Thompson misses 3-pt jump shot from 25 ft,52,48
195,2,1:05.0,Defensive rebound by A. Horford,,52,48
196,2,0:50.0,M. Morris makes 2-pt jump shot from 16 ft,,54,48
197,2,0:34.0,,Shooting foul by T. Rozier (drawn by D. Green),54,48
198,2,0:34.0,,D. Green makes free throw 1 of 2,54,49
199,2,0:34.0,,D. Green makes free throw 2 of 2,54,50
200,2,0:25.0,K. Irving misses 2-pt jump shot from 17 ft,,54,50
201,2,0:22.0,,Defensive rebound by S. Curry,54,50
202,2,0:02.0,,Turnover by D. Green (bad pass; steal by A. Horford),54,50
203,3,11:39.0,,S. Curry makes 2-pt jump shot from 21 ft,54,52
204,3,11:19.0,Turnover by A. Baynes (bad pass; steal by K. Thompson),,54,52
205,3,11:10.0,,S. Curry makes 2-pt layup from 1 ft (assist by K. Durant),54,54
206,3,10:55.0,A. Horford makes 3-pt jump shot from 26 ft (assist by K. Irving),,57,54
207,3,10:42.0,,S. Curry makes 3-pt jump shot from 26 ft,57,57
208,3,10:27.0,Turnover by K. Irving (bad pass; steal by S. Curry),,57,57
209,3,10:23.0,,K. Durant makes 2-pt dunk from 2 ft (assist by D. Green),57,59
210,3,10:22.0,Boston full timeout,,57,59
211,3,9:58.0,J. Tatum misses 3-pt jump shot from 27 ft,,57,59
212,3,9:53.0,,Defensive rebound by D. Green,57,59
213,3,9:50.0,,K. Thompson misses 3-pt jump shot from 22 ft,57,59
214,3,9:46.0,Defensive rebound by A. Baynes,,57,59
215,3,9:40.0,J. Tatum misses 3-pt jump shot from 22 ft,,57,59
216,3,9:36.0,,Defensive rebound by K. Thompson,57,59
217,3,9:28.0,,D. Green misses 3-pt jump shot from 26 ft,57,59
218,3,9:22.0,Defensive rebound by J. Tatum,,57,59
219,3,9:17.0,J. Brown misses 2-pt jump shot from 8 ft (block by K. Thompson),,57,59
220,3,9:17.0,Offensive rebound by Team,,57,59
221,3,9:05.0,J. Tatum misses 3-pt jump shot from 27 ft,,57,59
222,3,9:02.0,,Defensive rebound by K. Durant,57,59
223,3,8:53.0,,S. Curry misses 2-pt jump shot from 21 ft,57,59
224,3,8:50.0,Defensive rebound by A. Baynes,,57,59
225,3,8:48.0,K. Irving makes 3-pt jump shot from 29 ft,,60,59
226,3,8:32.0,,Personal foul by K. Irving (drawn by S. Curry),60,59
227,3,8:22.0,,K. Durant misses 3-pt jump shot from 27 ft,60,59
228,3,8:19.0,,Offensive rebound by Z. Pachulia,60,59
229,3,8:17.0,,Turnover by Team (shot clock),60,59
230,3,8:06.0,A. Horford misses 2-pt jump shot from 12 ft,,60,59
231,3,8:01.0,,Defensive rebound by K. Durant,60,59
232,3,7:58.0,,K. Durant misses 2-pt layup from 1 ft,60,59
233,3,7:55.0,,Offensive rebound by D. Green,60,59
234,3,7:54.0,,K. Thompson misses 3-pt jump shot from 23 ft,60,59
235,3,7:54.0,,Offensive rebound by K. Durant,60,59
236,3,7:54.0,,Shooting foul by A. Baynes (drawn by K. Durant),60,59
237,3,7:54.0,,K. Durant makes free throw 1 of 2,60,60
238,3,7:54.0,M. Morris enters the game for J. Brown,,60,60
239,3,7:54.0,T. Rozier enters the game for J. Tatum,,60,60
240,3,7:54.0,,K. Durant makes free throw 2 of 2,60,61
241,3,7:33.0,M. Morris misses 2-pt jump shot from 14 ft,,60,61
242,3,7:29.0,,Defensive rebound by D. Green,60,61
243,3,7:22.0,,K. Durant misses 2-pt jump shot from 13 ft,60,61
244,3,7:18.0,Defensive rebound by M. Morris,,60,61
245,3,7:13.0,A. Horford misses 3-pt jump shot from 24 ft,,60,61
246,3,7:09.0,,Defensive rebound by S. Curry,60,61
247,3,7:06.0,,S. Curry misses 2-pt layup from 4 ft,60,61
248,3,7:03.0,,Offensive rebound by D. Green,60,61
249,3,7:03.0,,D. Green misses 2-pt layup at rim,60,61
250,3,7:00.0,Defensive rebound by A. Baynes,,60,61
251,3,6:52.0,A. Horford misses 2-pt jump shot from 10 ft,,60,61
252,3,6:46.0,,Defensive rebound by K. Durant,60,61
253,3,6:41.0,,S. Curry makes 2-pt layup from 1 ft,60,63
254,3,6:24.0,A. Baynes misses 2-pt layup from 2 ft,,60,63
255,3,6:24.0,,Defensive rebound by Team,60,63
256,3,6:24.0,Loose ball foul by A. Baynes (drawn by Z. Pachulia),,60,63
257,3,6:24.0,J. Brown enters the game for A. Baynes,,60,63
258,3,6:09.0,,Z. Pachulia makes 2-pt layup from 2 ft (assist by K. Thompson),60,65
259,3,5:51.0,Turnover by T. Rozier (lost ball; steal by S. Curry),,60,65
260,3,5:50.0,,Turnover by Z. Pachulia (turnover),60,65
261,3,5:31.0,T. Rozier misses 2-pt jump shot from 20 ft,,60,65
262,3,5:28.0,,Defensive rebound by Z. Pachulia,60,65
263,3,5:23.0,,Turnover by K. Durant (bad pass; steal by T. Rozier),60,65
264,3,5:21.0,Shooting foul by S. Curry (drawn by T. Rozier),,60,65
265,3,5:21.0,T. Rozier makes free throw 1 of 2,,61,65
266,3,5:21.0,,K. Looney enters the game for D. Green,61,65
267,3,5:21.0,,A. Iguodala enters the game for Z. Pachulia,61,65
268,3,5:21.0,D. Theis enters the game for A. Horford,,61,65
269,3,5:21.0,T. Rozier makes free throw 2 of 2,,62,65
270,3,4:57.0,,K. Thompson makes 2-pt jump shot from 13 ft,62,67
271,3,4:36.0,Shooting foul by A. Iguodala (drawn by J. Brown),,62,67
272,3,4:36.0,J. Brown makes free throw 1 of 2,,63,67
273,3,4:36.0,J. Brown misses free throw 2 of 2,,63,67
274,3,4:33.0,,Defensive rebound by K. Looney,63,67
275,3,4:20.0,,S. Curry makes 3-pt jump shot from 25 ft,63,70
276,3,4:03.0,K. Irving makes 2-pt jump shot from 10 ft (assist by D. Theis),,65,70
277,3,4:03.0,Shooting foul by A. Iguodala (drawn by K. Irving),,65,70
278,3,4:03.0,,O. Casspi enters the game for K. Thompson,65,70
279,3,4:03.0,K. Irving makes free throw 1 of 1,,66,70
280,3,3:51.0,,K. Durant misses 3-pt jump shot from 27 ft,66,70
281,3,3:49.0,Defensive rebound by D. Theis,,66,70
282,3,3:37.0,M. Morris makes 2-pt jump shot from 6 ft,,68,70
283,3,3:21.0,,K. Looney makes 2-pt layup from 1 ft (assist by S. Curry),68,72
284,3,3:03.0,Turnover by K. Irving (bad pass; steal by O. Casspi),,68,72
285,3,2:52.0,,S. Curry makes 3-pt jump shot from 26 ft,68,75
286,3,2:27.0,T. Rozier misses 2-pt layup from 2 ft,,68,75
287,3,2:26.0,Offensive rebound by D. Theis,,68,75
288,3,2:26.0,Shooting foul by O. Casspi (drawn by D. Theis),,68,75
289,3,2:26.0,,Golden State full timeout,68,75
290,3,2:26.0,,D. Green enters the game for K. Durant,68,75
291,3,2:26.0,S. Larkin enters the game for K. Irving,,68,75
292,3,2:26.0,D. Theis misses free throw 1 of 2,,68,75
293,3,2:26.0,Offensive rebound by Team,,68,75
294,3,2:26.0,Turnover by M. Morris (turnover),,68,75
295,3,2:12.0,,S. Curry makes 3-pt jump shot from 26 ft (assist by K. Looney),68,78
296,3,1:55.0,M. Morris misses 2-pt jump shot from 10 ft,,68,78
297,3,1:53.0,,Defensive rebound by D. Green,68,78
298,3,1:48.0,A. Horford enters the game for D. Theis,,68,78
299,3,1:46.0,,K. Looney misses 2-pt jump shot from 19 ft,68,78
300,3,1:42.0,Defensive rebound by M. Morris,,68,78
301,3,1:38.0,Personal foul by D. Green (drawn by T. Rozier),,68,78
302,3,1:38.0,T. Rozier misses free throw 1 of 2,,68,78
303,3,1:38.0,Offensive rebound by Team,,68,78
304,3,1:38.0,T. Rozier makes free throw 2 of 2,,69,78
305,3,1:29.0,Offensive charge foul by D. Green (drawn by J. Brown),,69,78
306,3,1:29.0,,Turnover by D. Green (offensive foul),69,78
307,3,1:29.0,J. Tatum enters the game for T. Rozier,,69,78
308,3,1:11.0,S. Larkin makes 2-pt layup from 2 ft,,71,78
309,3,0:59.0,,O. Casspi misses 2-pt jump shot from 11 ft,71,78
310,3,0:58.0,,Offensive rebound by D. Green,71,78
311,3,0:58.0,,Shooting foul by M. Morris (drawn by D. Green),71,78
312,3,0:58.0,,D. Green makes free throw 1 of 2,71,79
313,3,0:58.0,,D. Green makes free throw 2 of 2,71,80
314,3,0:47.0,A. Horford makes 2-pt hook shot from 3 ft,,73,80
315,3,0:29.0,,S. Curry misses 2-pt jump shot from 12 ft,73,80
316,3,0:25.0,,Offensive rebound by K. Looney,73,80
317,3,0:21.0,,K. Looney misses 2-pt layup from 2 ft,73,80
318,3,0:19.0,Defensive rebound by A. Horford,,73,80
319,3,0:03.0,S. Larkin misses 2-pt layup from 2 ft,,73,80
320,3,0:01.0,,Defensive rebound by K. Looney,73,80
321,4,11:40.0,A. Horford misses 2-pt jump shot from 12 ft,,73,80
322,4,11:37.0,,Defensive rebound by D. West,73,80
323,4,11:23.0,,Def 3 sec tech foul by A. Horford,73,80
324,4,11:23.0,,K. Thompson makes technical free throw,73,81
325,4,11:09.0,,D. Green makes 2-pt dunk from 2 ft (assist by K. Thompson),73,83
326,4,10:56.0,J. Tatum makes 2-pt layup from 2 ft (assist by S. Larkin),,75,83
327,4,10:35.0,,K. Thompson misses 2-pt jump shot from 12 ft,75,83
328,4,10:29.0,Defensive rebound by M. Morris,,75,83
329,4,10:16.0,Turnover by J. Tatum (lost ball; steal by D. West),,75,83
330,4,10:13.0,,Turnover by D. Green (bad pass),75,83
331,4,9:58.0,J. Brown makes 3-pt jump shot from 26 ft,,78,83
332,4,9:38.0,,D. West misses 2-pt jump shot from 14 ft,78,83
333,4,9:34.0,Defensive rebound by S. Larkin,,78,83
334,4,9:21.0,J. Tatum misses 2-pt jump shot from 8 ft (block by D. West),,78,83
335,4,9:19.0,,Defensive rebound by A. Iguodala,78,83
336,4,9:19.0,,Personal foul by J. Brown (drawn by A. Iguodala),78,83
337,4,9:07.0,,D. West misses 2-pt jump shot from 16 ft,78,83
338,4,9:03.0,Defensive rebound by A. Horford,,78,83
339,4,8:58.0,Turnover by J. Brown (lost ball; steal by A. Iguodala),,78,83
340,4,8:49.0,,S. Livingston makes 2-pt layup from 2 ft (assist by D. Green),78,85
341,4,8:30.0,S. Larkin misses 2-pt jump shot from 22 ft,,78,85
342,4,8:29.0,Offensive rebound by M. Morris,,78,85
343,4,8:26.0,M. Morris misses 3-pt jump shot from 27 ft,,78,85
344,4,8:26.0,Offensive rebound by Team,,78,85
345,4,8:26.0,Shooting foul by S. Livingston (drawn by A. Horford),,78,85
346,4,8:26.0,A. Horford misses free throw 1 of 2,,78,85
347,4,8:26.0,Offensive rebound by Team,,78,85
348,4,8:26.0,,K. Durant enters the game for A. Iguodala,78,85
349,4,8:26.0,K. Irving enters the game for J. Brown,,78,85
350,4,8:26.0,A. Horford makes free throw 2 of 2,,79,85
351,4,8:12.0,,S. Livingston misses 2-pt jump shot from 2 ft,79,85
352,4,8:06.0,Defensive rebound by A. Horford,,79,85
353,4,7:58.0,S. Larkin misses 2-pt layup from 2 ft,,79,85
354,4,7:56.0,,Defensive rebound by K. Durant,79,85
355,4,7:53.0,,K. Durant misses 3-pt jump shot from 30 ft,79,85
356,4,7:48.0,Defensive rebound by A. Horford,,79,85
357,4,7:37.0,A. Horford makes 2-pt jump shot from 14 ft (assist by K. Irving),,81,85
358,4,7:34.0,,Golden State full timeout,81,85
359,4,7:34.0,,S. Curry enters the game for K. Thompson,81,85
360,4,7:34.0,D. Theis enters the game for A. Horford,,81,85
361,4,7:23.0,,K. Durant makes 2-pt jump shot from 17 ft (assist by D. Green),81,87
362,4,7:23.0,,Shooting foul by M. Morris (drawn by K. Durant),81,87
363,4,7:23.0,,K. Durant makes free throw 1 of 1,81,88
364,4,6:59.0,D. Theis makes 3-pt jump shot from 22 ft (assist by S. Larkin),,84,88
365,4,6:40.0,,Turnover by S. Curry (bad pass; steal by J. Tatum),84,88
366,4,6:29.0,S. Larkin makes 2-pt layup from 3 ft,,86,88
367,4,6:13.0,,D. West makes 2-pt dunk from 1 ft (assist by S. Curry),86,90
368,4,5:49.0,K. Irving makes 3-pt jump shot from 26 ft,,89,90
369,4,5:32.0,,S. Curry makes 2-pt layup from 10 ft,89,92
370,4,5:13.0,S. Larkin misses 3-pt jump shot from 25 ft,,89,92
371,4,5:09.0,,Defensive rebound by Team,89,92
372,4,5:09.0,Loose ball foul by D. Theis (drawn by D. West),,89,92
373,4,5:09.0,,K. Thompson enters the game for S. Livingston,89,92
374,4,5:09.0,A. Horford enters the game for S. Larkin,,89,92
375,4,5:09.0,T. Rozier enters the game for D. Theis,,89,92
376,4,5:00.0,,Turnover by D. Green (bad pass; steal by M. Morris),89,92
377,4,4:53.0,Shooting foul by D. West (drawn by K. Irving),,89,92
378,4,4:53.0,K. Irving makes free throw 1 of 2,,90,92
379,4,4:53.0,D. Theis enters the game for J. Tatum,,90,92
380,4,4:53.0,J. Brown enters the game for M. Morris,,90,92
381,4,4:53.0,K. Irving makes free throw 2 of 2,,91,92
382,4,4:44.0,Offensive charge foul by K. Thompson (drawn by K. Irving),,91,92
383,4,4:44.0,,Turnover by K. Thompson (offensive foul),91,92
384,4,4:44.0,,Golden State full timeout,91,92
385,4,4:44.0,,A. Iguodala enters the game for D. West,91,92
386,4,4:26.0,K. Irving makes 2-pt jump shot from 5 ft,,93,92
387,4,4:10.0,,Shooting foul by D. Theis (drawn by D. Green),93,92
388,4,4:10.0,,D. Green makes free throw 1 of 2,93,93
389,4,4:10.0,M. Morris enters the game for D. Theis,,93,93
390,4,4:10.0,,D. Green makes free throw 2 of 2,93,94
391,4,3:54.0,M. Morris misses 2-pt jump shot from 13 ft,,93,94
392,4,3:51.0,,Defensive rebound by A. Iguodala,93,94
393,4,3:42.0,,S. Curry misses 3-pt jump shot from 24 ft,93,94
394,4,3:39.0,Defensive rebound by J. Brown,,93,94
