,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,MIAMI_ACTION,MEMPHIS_SCORE,MIAMI_SCORE
43,1,6:47.0,,Shooting foul by D. Davis (drawn by H. Whiteside),15,14
44,1,6:47.0,,Miami full timeout,15,14
45,1,6:47.0,K. Simmons enters the game for J. Martin,,15,14
46,1,6:47.0,I. Rabb enters the game for D. Davis,,15,14
47,1,6:47.0,,H. Whiteside misses free throw 1 of 2,15,14
48,1,6:47.0,,Offensive rebound by Team,15,14
49,1,6:47.0,,H. Whiteside makes free throw 2 of 2,15,15
50,1,6:24.0,K. Simmons makes 2-pt jump shot from 13 ft (assist by A. Harrison),,17,15
51,1,6:04.0,,J. Winslow makes 2-pt jump shot from 4 ft (assist by T. Johnson),17,17
52,1,5:45.0,D. Brooks makes 2-pt jump shot from 9 ft,,19,17
53,1,5:26.0,,J. Winslow makes 3-pt jump shot from 24 ft (assist by G. Dragić),19,20
54,1,5:12.0,D. Brooks makes 2-pt jump shot from 20 ft,,21,20
55,1,5:00.0,,Shooting foul by I. Rabb (drawn by T. Johnson),21,20
56,1,5:00.0,,T. Johnson makes free throw 1 of 2,21,21
57,1,5:00.0,,W. Ellington enters the game for J. Richardson,21,21
58,1,5:00.0,M. Chalmers enters the game for A. Harrison,,21,21
59,1,5:00.0,,T. Johnson makes free throw 2 of 2,21,22
60,1,4:43.0,J. Green misses 3-pt jump shot from 23 ft,,21,22
61,1,4:39.0,,Defensive rebound by T. Johnson,21,22
62,1,4:39.0,,Personal foul by M. Chalmers (drawn by J. Winslow),21,22
63,1,4:39.0,,J. Winslow makes free throw 1 of 2,21,23
64,1,4:39.0,,J. Winslow misses free throw 2 of 2,21,23
65,1,4:36.0,Defensive rebound by D. Brooks,,21,23
66,1,4:22.0,Turnover by J. Green (lost ball; steal by J. Winslow),,21,23
67,1,4:17.0,,T. Johnson makes 2-pt layup from 1 ft,21,25
68,1,4:03.0,M. Chalmers makes 3-pt jump shot from 25 ft,,24,25
69,1,3:46.0,,Turnover by H. Whiteside (lost ball; steal by M. Chalmers),24,25
70,1,3:41.0,I. Rabb makes 2-pt dunk at rim (assist by K. Simmons),,26,25
71,1,3:23.0,,Turnover by G. Dragić (lost ball; steal by I. Rabb),26,25
72,1,3:20.0,Turnover by I. Rabb (bad pass; steal by J. Winslow),,26,25
73,1,3:15.0,,T. Johnson misses 3-pt jump shot from 25 ft,26,25
74,1,3:11.0,Defensive rebound by J. Green,,26,25
75,1,3:06.0,K. Simmons misses 2-pt layup at rim (block by J. Winslow),,26,25
76,1,3:02.0,,Defensive rebound by G. Dragić,26,25
77,1,2:59.0,,T. Johnson misses 3-pt jump shot from 25 ft,26,25
78,1,2:57.0,Defensive rebound by Team,,26,25
79,1,2:57.0,,Loose ball foul by J. Winslow (drawn by K. Simmons),26,25
80,1,2:57.0,Memphis full timeout,,26,25
81,1,2:57.0,,D. Wade enters the game for G. Dragić,26,25
82,1,2:57.0,,B. Adebayo enters the game for J. Winslow,26,25
83,1,2:57.0,,J. Johnson enters the game for H. Whiteside,26,25
84,1,2:57.0,J. Martin enters the game for J. Green,,26,25
85,1,2:57.0,B. McLemore enters the game for D. Brooks,,26,25
86,1,2:44.0,Turnover by J. Martin (bad pass; steal by T. Johnson),,26,25
87,1,2:30.0,,W. Ellington makes 3-pt jump shot from 24 ft (assist by D. Wade),26,28
88,1,2:16.0,M. Chalmers misses 2-pt layup from 8 ft (block by T. Johnson),,26,28
89,1,2:13.0,,Defensive rebound by W. Ellington,26,28
90,1,2:11.0,,W. Ellington misses 2-pt layup from 2 ft (block by J. Martin),26,28
91,1,2:08.0,,Offensive rebound by D. Wade,26,28
92,1,2:06.0,,B. Adebayo makes 2-pt layup from 1 ft (assist by D. Wade),26,30
93,1,1:43.0,K. Simmons misses 2-pt jump shot from 22 ft,,26,30
94,1,1:41.0,,Defensive rebound by B. Adebayo,26,30
95,1,1:32.0,,D. Wade misses 2-pt hook shot from 3 ft,26,30
96,1,1:30.0,Defensive rebound by J. Martin,,26,30
97,1,1:17.0,Personal foul by D. Wade (drawn by J. Martin),,26,30
98,1,1:17.0,,J. Richardson enters the game for T. Johnson,26,30
99,1,1:04.0,I. Rabb makes 2-pt dunk at rim (assist by K. Simmons),,28,30
100,1,0:45.0,,Shooting foul by J. Martin (drawn by J. Richardson),28,30
101,1,0:45.0,,J. Richardson makes free throw 1 of 2,28,31
102,1,0:45.0,A. Harrison enters the game for K. Simmons,,28,31
103,1,0:45.0,,J. Richardson makes free throw 2 of 2,28,32
104,1,0:33.0,B. McLemore makes 3-pt jump shot from 25 ft (assist by A. Harrison),,31,32
105,1,0:23.0,,J. Richardson makes 2-pt layup at rim (assist by J. Johnson),31,34
106,1,0:00.0,A. Harrison misses 2-pt jump shot from 17 ft,,31,34
107,1,0:00.0,,Defensive rebound by J. Johnson,31,34
108,2,11:43.0,D. Davis makes 2-pt dunk from 1 ft (assist by A. Harrison),,33,34
109,2,11:25.0,,D. Wade makes 2-pt hook shot from 4 ft (assist by W. Ellington),33,36
110,2,11:11.0,Shooting foul by D. Wade (drawn by A. Harrison),,33,36
111,2,11:11.0,A. Harrison makes free throw 1 of 2,,34,36
112,2,11:11.0,A. Harrison makes free throw 2 of 2,,35,36
113,2,10:50.0,,W. Ellington misses 3-pt jump shot from 25 ft,35,36
114,2,10:47.0,Defensive rebound by J. Green,,35,36
115,2,10:46.0,Turnover by J. Green (lost ball; steal by J. Richardson),,35,36
116,2,10:40.0,,J. Richardson makes 2-pt jump shot from 13 ft,35,38
117,2,10:30.0,B. McLemore misses 2-pt jump shot from 5 ft,,35,38
118,2,10:27.0,,Defensive rebound by J. Johnson,35,38
119,2,10:25.0,,J. Johnson makes 2-pt layup from 1 ft,35,40
120,2,10:25.0,,Shooting foul by B. McLemore (drawn by J. Johnson),35,40
121,2,10:25.0,D. Brooks enters the game for B. McLemore,,35,40
122,2,10:25.0,,J. Johnson makes free throw 1 of 1,35,41
123,2,10:15.0,M. Chalmers misses 2-pt layup from 1 ft,,35,41
124,2,10:12.0,,Defensive rebound by B. Adebayo,35,41
125,2,10:10.0,,W. Ellington makes 3-pt jump shot from 24 ft (assist by J. Johnson),35,44
126,2,10:08.0,Memphis full timeout,,35,44
127,2,9:46.0,D. Davis misses 2-pt jump shot from 11 ft,,35,44
128,2,9:44.0,,Defensive rebound by J. Johnson,35,44
129,2,9:37.0,,J. Richardson misses 2-pt hook shot from 5 ft,35,44
130,2,9:34.0,,Offensive rebound by D. Wade,35,44
131,2,9:32.0,,Turnover by D. Wade (bad pass; steal by M. Chalmers),35,44
132,2,9:32.0,Personal foul by J. Johnson (drawn by M. Chalmers),,35,44
133,2,9:18.0,J. Green misses 2-pt jump shot from 15 ft,,35,44
134,2,9:15.0,,Defensive rebound by B. Adebayo,35,44
135,2,9:07.0,,J. Richardson misses 2-pt layup from 1 ft,35,44
136,2,9:07.0,,Offensive rebound by Team,35,44
137,2,9:07.0,K. Simmons enters the game for A. Harrison,,35,44
138,2,9:07.0,M. Henry enters the game for M. Chalmers,,35,44
139,2,9:00.0,,B. Adebayo makes 2-pt layup from 1 ft,35,46
140,2,8:47.0,D. Brooks makes 2-pt jump shot from 15 ft,,37,46
141,2,8:28.0,,J. Richardson misses 3-pt jump shot from 25 ft,37,46
142,2,8:26.0,Defensive rebound by D. Davis,,37,46
143,2,8:21.0,Personal foul by D. Wade (drawn by D. Brooks),,37,46
144,2,8:21.0,,T. Johnson enters the game for D. Wade,37,46
145,2,8:20.0,Turnover by M. Henry (bad pass; steal by J. Richardson),,37,46
146,2,8:16.0,,J. Richardson makes 2-pt dunk at rim,37,48
147,2,7:59.0,D. Brooks misses 2-pt jump shot from 8 ft,,37,48
148,2,7:54.0,Offensive rebound by D. Davis,,37,48
149,2,7:54.0,D. Davis makes 2-pt layup at rim,,39,48
150,2,7:41.0,,Turnover by J. Johnson (bad pass; steal by M. Henry),39,48
151,2,7:40.0,,G. Dragić enters the game for J. Richardson,39,48
152,2,7:40.0,,H. Whiteside enters the game for B. Adebayo,39,48
153,2,7:40.0,J. Martin enters the game for M. Henry,,39,48
154,2,7:27.0,D. Brooks misses 2-pt jump shot from 14 ft,,39,48
155,2,7:24.0,,Defensive rebound by G. Dragić,39,48
156,2,7:20.0,,J. Johnson makes 2-pt jump shot from 12 ft,39,50
157,2,7:08.0,K. Simmons makes 2-pt layup from 1 ft,,41,50
158,2,6:57.0,,Turnover by W. Ellington (bad pass; steal by D. Brooks),41,50
159,2,6:53.0,,L. Babbitt enters the game for W. Ellington,41,50
160,2,6:53.0,,J. Winslow enters the game for J. Johnson,41,50
161,2,6:53.0,I. Rabb enters the game for D. Davis,,41,50
162,2,6:45.0,Shooting foul by J. Winslow (drawn by D. Brooks),,41,50
163,2,6:45.0,D. Brooks makes free throw 1 of 2,,42,50
164,2,6:45.0,D. Brooks makes free throw 2 of 2,,43,50
165,2,6:33.0,,J. Winslow makes 2-pt jump shot from 5 ft (assist by G. Dragić),43,52
166,2,6:17.0,Turnover by I. Rabb (bad pass; steal by H. Whiteside),,43,52
167,2,6:11.0,,L. Babbitt misses 3-pt jump shot from 24 ft,43,52
168,2,6:10.0,Defensive rebound by Team,,43,52
169,2,5:54.0,J. Martin misses 2-pt layup from 2 ft,,43,52
170,2,5:51.0,Offensive rebound by J. Green,,43,52
171,2,5:51.0,J. Green makes 2-pt layup at rim,,45,52
172,2,5:51.0,,Miami full timeout,45,52
173,2,5:34.0,,T. Johnson misses 2-pt layup from 1 ft,45,52
174,2,5:33.0,Defensive rebound by J. Martin,,45,52
175,2,5:26.0,Turnover by D. Brooks (bad pass; steal by T. Johnson),,45,52
176,2,5:19.0,,J. Winslow makes 2-pt layup from 1 ft (assist by L. Babbitt),45,54
177,2,5:01.0,D. Brooks misses 2-pt jump shot from 9 ft,,45,54
178,2,4:58.0,,Defensive rebound by J. Winslow,45,54
179,2,4:44.0,,J. Winslow misses 2-pt jump shot from 10 ft,45,54
180,2,4:40.0,Defensive rebound by J. Green,,45,54
181,2,4:32.0,K. Simmons misses 2-pt jump shot from 15 ft,,45,54
182,2,4:30.0,Offensive rebound by J. Green,,45,54
183,2,4:28.0,J. Green misses 2-pt layup from 1 ft,,45,54
184,2,4:26.0,,Defensive rebound by H. Whiteside,45,54
185,2,4:12.0,,J. Winslow misses 2-pt hook shot from 5 ft,45,54
186,2,4:12.0,,Offensive rebound by H. Whiteside,45,54
187,2,4:04.0,,G. Dragić misses 2-pt jump shot from 13 ft,45,54
188,2,4:03.0,Defensive rebound by Team,,45,54
189,2,4:03.0,A. Harrison enters the game for K. Simmons,,45,54
190,2,4:03.0,M. Henry enters the game for D. Brooks,,45,54
191,2,4:00.0,,Loose ball foul by H. Whiteside (drawn by I. Rabb),45,54
192,2,4:00.0,I. Rabb makes free throw 1 of 2,,46,54
193,2,4:00.0,I. Rabb misses free throw 2 of 2,,46,54
194,2,3:58.0,,Defensive rebound by L. Babbitt,46,54
195,2,3:49.0,,L. Babbitt misses 3-pt jump shot from 23 ft,46,54
196,2,3:47.0,Defensive rebound by A. Harrison,,46,54
197,2,3:39.0,A. Harrison makes 2-pt jump shot from 6 ft,,48,54
198,2,3:25.0,,Turnover by L. Babbitt (bad pass),48,54
199,2,3:07.0,J. Martin misses 2-pt hook shot from 5 ft (block by H. Whiteside),,48,54
200,2,3:05.0,,Defensive rebound by G. Dragić,48,54
201,2,2:59.0,,T. Johnson makes 3-pt jump shot from 23 ft (assist by J. Winslow),48,57
202,2,2:48.0,Personal foul by G. Dragić (drawn by A. Harrison),,48,57
203,2,2:48.0,A. Harrison misses free throw 1 of 2,,48,57
204,2,2:48.0,Offensive rebound by Team,,48,57
205,2,2:48.0,A. Harrison misses free throw 2 of 2,,48,57
206,2,2:46.0,,Defensive rebound by H. Whiteside,48,57
207,2,2:35.0,,Personal foul by I. Rabb (drawn by H. Whiteside),48,57
208,2,2:23.0,,H. Whiteside misses 2-pt layup from 1 ft,48,57
209,2,2:21.0,Defensive rebound by I. Rabb,,48,57
210,2,2:15.0,J. Martin misses 2-pt layup at rim,,48,57
211,2,2:11.0,,Defensive rebound by L. Babbitt,48,57
212,2,2:08.0,,G. Dragić misses 2-pt layup from 3 ft,48,57
213,2,2:05.0,Defensive rebound by I. Rabb,,48,57
214,2,1:56.0,I. Rabb makes 2-pt jump shot from 21 ft (assist by A. Harrison),,50,57
215,2,1:34.0,,J. Winslow makes 3-pt jump shot from 22 ft (assist by G. Dragić),50,60
216,2,1:14.0,J. Green makes 2-pt hook shot from 6 ft,,52,60
217,2,0:56.0,,H. Whiteside misses 2-pt hook shot from 6 ft,52,60
218,2,0:54.0,,Offensive rebound by L. Babbitt,52,60
219,2,0:36.0,,Turnover by T. Johnson (discontinued dribble),52,60
220,2,0:36.0,,J. Richardson enters the game for H. Whiteside,52,60
221,2,0:36.0,,B. Adebayo enters the game for L. Babbitt,52,60
222,2,0:25.0,Turnover by J. Martin (out of bounds lost ball),,52,60
223,2,0:03.0,,G. Dragić misses 3-pt jump shot from 25 ft,52,60
224,2,0:02.0,,Offensive rebound by J. Winslow,52,60
225,2,0:01.0,,T. Johnson misses 3-pt jump shot from 24 ft (block by M. Henry),52,60
226,2,0:01.0,,Offensive rebound by G. Dragić,52,60
227,3,11:43.0,D. Davis makes 2-pt jump shot from 18 ft (assist by D. Brooks),,54,60
228,3,11:29.0,,Personal foul by A. Harrison (drawn by G. Dragić),54,60
229,3,11:23.0,,Personal foul by D. Brooks (drawn by H. Whiteside),54,60
230,3,11:14.0,,J. Richardson makes 2-pt layup from 1 ft (assist by G. Dragić),54,62
231,3,11:03.0,J. Martin misses 2-pt jump shot from 17 ft,,54,62
232,3,11:00.0,Offensive rebound by D. Davis,,54,62
233,3,10:59.0,J. Martin makes 2-pt dunk at rim (assist by J. Green),,56,62
234,3,10:38.0,,T. Johnson misses 3-pt jump shot from 25 ft,56,62
235,3,10:35.0,Defensive rebound by A. Harrison,,56,62
236,3,10:28.0,A. Harrison misses 2-pt jump shot from 9 ft,,56,62
237,3,10:25.0,Offensive rebound by A. Harrison,,56,62
238,3,10:24.0,J. Martin misses 3-pt jump shot from 24 ft,,56,62
239,3,10:20.0,,Defensive rebound by H. Whiteside,56,62
240,3,10:15.0,,G. Dragić misses 3-pt jump shot from 24 ft,56,62
241,3,10:12.0,Defensive rebound by D. Brooks,,56,62
242,3,10:05.0,Turnover by D. Brooks (bad pass),,56,62
243,3,9:51.0,,J. Richardson misses 3-pt jump shot from 25 ft,56,62
244,3,9:48.0,,Offensive rebound by H. Whiteside,56,62
245,3,9:46.0,,H. Whiteside makes 2-pt jump shot from 9 ft,56,64
246,3,9:25.0,Turnover by J. Martin (lost ball; steal by J. Richardson),,56,64
247,3,9:20.0,,J. Winslow makes 2-pt layup from 2 ft (assist by G. Dragić),56,66
248,3,9:20.0,Memphis full timeout,,56,66
249,3,8:58.0,A. Harrison misses 2-pt jump shot from 15 ft,,56,66
250,3,8:57.0,Offensive rebound by Team,,56,66
251,3,8:51.0,A. Harrison misses 2-pt jump shot from 9 ft (block by H. Whiteside),,56,66
252,3,8:49.0,,Defensive rebound by J. Richardson,56,66
253,3,8:43.0,,H. Whiteside makes 2-pt jump shot at rim (assist by G. Dragić),56,68
254,3,8:43.0,,Shooting foul by D. Brooks (drawn by H. Whiteside),56,68
255,3,8:43.0,,H. Whiteside misses free throw 1 of 1,56,68
256,3,8:41.0,Defensive rebound by D. Davis,,56,68
257,3,8:36.0,Personal foul by G. Dragić (drawn by A. Harrison),,56,68
258,3,8:28.0,J. Martin misses 2-pt jump shot from 13 ft,,56,68
259,3,8:26.0,,Defensive rebound by J. Winslow,56,68
260,3,8:13.0,,H. Whiteside makes 2-pt hook shot from 4 ft,56,70
261,3,7:58.0,J. Green misses 3-pt jump shot from 22 ft (block by H. Whiteside),,56,70
262,3,7:58.0,,Defensive rebound by J. Richardson,56,70
263,3,7:51.0,,T. Johnson misses 2-pt layup from 2 ft,56,70
264,3,7:49.0,,Offensive rebound by G. Dragić,56,70
265,3,7:38.0,,J. Winslow misses 2-pt jump shot from 6 ft,56,70
266,3,7:32.0,,Offensive rebound by H. Whiteside,56,70
267,3,7:32.0,,H. Whiteside misses 2-pt jump shot at rim,56,70
268,3,7:29.0,Defensive rebound by D. Davis,,56,70
269,3,7:25.0,A. Harrison makes 2-pt layup from 1 ft,,58,70
270,3,7:10.0,,Shooting foul by D. Brooks (drawn by T. Johnson),58,70
271,3,7:10.0,,T. Johnson makes free throw 1 of 2,58,71
272,3,7:10.0,M. Chalmers enters the game for D. Brooks,,58,71
273,3,7:10.0,,T. Johnson makes free throw 2 of 2,58,72
274,3,6:51.0,D. Davis misses 2-pt jump shot from 21 ft,,58,72
275,3,6:47.0,,Defensive rebound by H. Whiteside,58,72
276,3,6:38.0,,J. Winslow misses 3-pt jump shot from 24 ft,58,72
277,3,6:33.0,Defensive rebound by A. Harrison,,58,72
278,3,6:25.0,A. Harrison makes 2-pt jump shot from 14 ft,,60,72
279,3,6:09.0,,J. Winslow misses 2-pt jump shot from 19 ft,60,72
280,3,6:06.0,Defensive rebound by J. Martin,,60,72
281,3,5:51.0,M. Chalmers makes 2-pt jump shot from 15 ft,,62,72
282,3,5:51.0,,Miami full timeout,62,72
283,3,5:51.0,,W. Ellington enters the game for J. Richardson,62,72
284,3,5:51.0,B. McLemore enters the game for J. Green,,62,72
285,3,5:38.0,,Shooting foul by B. McLemore (drawn by H. Whiteside),62,72
286,3,5:38.0,,H. Whiteside makes free throw 1 of 2,62,73
287,3,5:38.0,,H. Whiteside makes free throw 2 of 2,62,74
288,3,5:22.0,Personal foul by H. Whiteside (drawn by D. Davis),,62,74
289,3,5:22.0,K. Simmons enters the game for A. Harrison,,62,74
290,3,5:16.0,M. Chalmers makes 2-pt jump shot from 21 ft,,64,74
291,3,5:04.0,,Personal foul by D. Davis (drawn by G. Dragić),64,74
292,3,5:04.0,,G. Dragić misses free throw 1 of 2,64,74
293,3,5:04.0,,Offensive rebound by Team,64,74
294,3,5:04.0,,G. Dragić makes free throw 2 of 2,64,75
295,3,4:48.0,Personal foul by G. Dragić (drawn by M. Chalmers),,64,75
296,3,4:40.0,D. Davis misses 2-pt jump shot from 19 ft,,64,75
297,3,4:37.0,,Defensive rebound by J. Winslow,64,75
298,3,4:28.0,,J. Winslow makes 2-pt layup from 4 ft (assist by W. Ellington),64,77
299,3,4:19.0,Shooting foul by T. Johnson (drawn by K. Simmons),,64,77
300,3,4:19.0,K. Simmons makes free throw 1 of 2,,65,77
301,3,4:19.0,I. Rabb enters the game for D. Davis,,65,77
302,3,4:19.0,K. Simmons makes free throw 2 of 2,,66,77
303,3,4:06.0,,T. Johnson makes 2-pt layup from 3 ft (assist by H. Whiteside),66,79
304,3,3:50.0,K. Simmons misses 2-pt jump shot from 8 ft (block by G. Dragić),,66,79
305,3,3:47.0,,Defensive rebound by J. Winslow,66,79
306,3,3:45.0,,T. Johnson makes 2-pt layup at rim (assist by J. Winslow),66,81
307,3,3:29.0,Offensive foul by K. Simmons (drawn by G. Dragić),,66,81
308,3,3:29.0,Turnover by K. Simmons (offensive foul),,66,81
309,3,3:29.0,,D. Wade enters the game for G. Dragić,66,81
310,3,3:13.0,,W. Ellington makes 3-pt jump shot from 23 ft (assist by H. Whiteside),66,84
311,3,3:13.0,Memphis full timeout,,66,84
312,3,3:13.0,,J. Johnson enters the game for J. Winslow,66,84
313,3,2:55.0,M. Chalmers misses 2-pt jump shot from 12 ft,,66,84
314,3,2:49.0,,Defensive rebound by T. Johnson,66,84
315,3,2:40.0,,Shooting foul by I. Rabb (drawn by H. Whiteside),66,84
316,3,2:40.0,,H. Whiteside misses free throw 1 of 2,66,84
317,3,2:40.0,,Offensive rebound by Team,66,84
318,3,2:40.0,A. Harrison enters the game for J. Martin,,66,84
319,3,2:40.0,,H. Whiteside makes free throw 2 of 2,66,85
320,3,2:25.0,A. Harrison misses 3-pt jump shot from 24 ft,,66,85
321,3,2:21.0,Offensive rebound by I. Rabb,,66,85
322,3,2:20.0,Shooting foul by H. Whiteside (drawn by I. Rabb),,66,85
323,3,2:20.0,I. Rabb makes free throw 1 of 2,,67,85
324,3,2:20.0,I. Rabb makes free throw 2 of 2,,68,85
325,3,2:20.0,,B. Adebayo enters the game for H. Whiteside,68,85
326,3,2:05.0,,W. Ellington makes 3-pt jump shot from 24 ft (assist by B. Adebayo),68,88
327,3,1:45.0,Turnover by M. Chalmers (bad pass; steal by W. Ellington),,68,88
328,3,1:41.0,,W. Ellington misses 3-pt jump shot from 27 ft,68,88
329,3,1:35.0,,Offensive rebound by J. Johnson,68,88
330,3,1:28.0,,Personal foul by B. McLemore (drawn by B. Adebayo),68,88
331,3,1:28.0,,B. Adebayo makes free throw 1 of 2,68,89
332,3,1:28.0,J. Green enters the game for K. Simmons,,68,89
333,3,1:28.0,,B. Adebayo misses free throw 2 of 2,68,89
334,3,1:25.0,Defensive rebound by I. Rabb,,68,89
335,3,1:23.0,Turnover by I. Rabb (bad pass; steal by J. Johnson),,68,89
336,3,1:11.0,,W. Ellington misses 3-pt jump shot from 23 ft,68,89
337,3,1:08.0,,Offensive rebound by D. Wade,68,89
338,3,1:02.0,,J. Johnson misses 3-pt jump shot from 28 ft,68,89
339,3,0:59.0,Defensive rebound by J. Green,,68,89
340,3,0:45.0,J. Green misses 2-pt jump shot from 18 ft,,68,89
341,3,0:42.0,,Defensive rebound by D. Wade,68,89
342,3,0:33.0,,D. Wade misses 2-pt jump shot from 16 ft,68,89
343,3,0:29.0,Defensive rebound by B. McLemore,,68,89
344,3,0:24.0,J. Green makes 2-pt jump shot from 19 ft (assist by A. Harrison),,70,89
345,3,0:10.0,,T. Johnson makes 2-pt jump shot from 12 ft (assist by D. Wade),70,91
346,3,0:10.0,,Shooting foul by M. Chalmers (drawn by T. Johnson),70,91
347,3,0:10.0,,T. Johnson makes free throw 1 of 1,70,92
348,3,0:01.0,M. Chalmers misses 2-pt jump shot from 17 ft,,70,92
349,3,0:01.0,,Defensive rebound by J. Johnson,70,92
350,4,11:43.0,,B. Adebayo makes 2-pt dunk at rim (assist by W. Ellington),70,94
351,4,11:31.0,Personal foul by B. Adebayo (drawn by I. Rabb),,70,94
352,4,11:31.0,,J. Richardson enters the game for T. Johnson,70,94
353,4,11:20.0,M. Henry makes 3-pt jump shot from 25 ft (assist by J. Martin),,73,94
354,4,10:53.0,,J. Johnson makes 3-pt jump shot from 24 ft (assist by D. Wade),73,97
355,4,10:40.0,M. Henry makes 3-pt jump shot from 25 ft (assist by A. Harrison),,76,97
356,4,10:21.0,,Shooting foul by I. Rabb (drawn by B. Adebayo),76,97
357,4,10:21.0,,B. Adebayo makes free throw 1 of 2,76,98
358,4,10:21.0,D. Davis enters the game for I. Rabb,,76,98
359,4,10:21.0,,B. Adebayo makes free throw 2 of 2,76,99
360,4,10:00.0,A. Harrison makes 2-pt jump shot from 5 ft,,78,99
361,4,9:53.0,,Personal foul by M. Henry (drawn by W. Ellington),78,99
362,4,9:36.0,,J. Richardson makes 3-pt jump shot from 25 ft (assist by W. Ellington),78,102
363,4,9:20.0,Turnover by M. Henry (bad pass; steal by J. Johnson),,78,102
364,4,9:09.0,,W. Ellington misses 3-pt jump shot from 27 ft,78,102
365,4,9:06.0,,Offensive rebound by J. Richardson,78,102
366,4,8:50.0,,Personal foul by A. Harrison (drawn by J. Richardson),78,102
367,4,8:50.0,D. Brooks enters the game for J. Martin,,78,102
368,4,8:40.0,,B. Adebayo misses 2-pt hook shot from 4 ft,78,102
369,4,8:37.0,Defensive rebound by J. Green,,78,102
370,4,8:32.0,A. Harrison makes 2-pt jump shot from 19 ft,,80,102
371,4,8:16.0,,J. Richardson misses 2-pt jump shot from 20 ft,80,102
372,4,8:14.0,Defensive rebound by M. Henry,,80,102
373,4,8:10.0,Turnover by J. Green (bad pass; steal by J. Richardson),,80,102
374,4,8:03.0,,J. Johnson misses 3-pt jump shot from 23 ft,80,102
375,4,8:03.0,Defensive rebound by Team,,80,102
376,4,7:44.0,Turnover by A. Harrison (bad pass; steal by B. Adebayo),,80,102
377,4,7:41.0,,J. Richardson misses 2-pt layup from 1 ft,80,102
378,4,7:41.0,,Offensive rebound by B. Adebayo,80,102
379,4,7:40.0,,B. Adebayo makes 2-pt dunk at rim,80,104
380,4,7:40.0,Memphis full timeout,,80,104
381,4,7:40.0,K. Simmons enters the game for M. Henry,,80,104
382,4,7:40.0,J. Martin enters the game for A. Harrison,,80,104
