,QUARTER,TIME_REMAINING,MIAMI_ACTION,DALLAS_ACTION,MIAMI_SCORE,DALLAS_SCORE
377,4,3:40.0,Miami full timeout,,88,79
378,4,3:19.0,Turnover by J. Richardson (lost ball; steal by W. Matthews),,88,79
379,4,3:19.0,,Personal foul by J. Richardson (drawn by W. Matthews),88,79
380,4,3:07.0,,H. Barnes misses 3-pt jump shot from 24 ft,88,79
381,4,3:06.0,,Offensive rebound by Team,88,79
382,4,3:06.0,,Personal foul by G. Dragić (drawn by D. Smith),88,79
383,4,3:06.0,,D. Smith misses free throw 1 of 2,88,79
384,4,3:06.0,,Offensive rebound by Team,88,79
385,4,3:06.0,T. Johnson enters the game for W. Ellington,,88,79
386,4,3:06.0,,D. Smith makes free throw 2 of 2,88,80
387,4,2:53.0,Personal foul by W. Matthews (drawn by J. Richardson),,88,80
388,4,2:53.0,J. Richardson makes free throw 1 of 2,,89,80
389,4,2:53.0,J. Richardson misses free throw 2 of 2,,89,80
390,4,2:51.0,,Defensive rebound by D. Powell,89,80
391,4,2:40.0,,D. Smith makes 2-pt dunk at rim,89,82
392,4,2:28.0,Personal foul by D. Powell (drawn by J. Johnson),,89,82
393,4,2:28.0,J. Johnson makes free throw 1 of 2,,90,82
394,4,2:28.0,J. Johnson makes free throw 2 of 2,,91,82
395,4,2:21.0,,Turnover by D. Smith (lost ball; steal by J. Richardson),91,82
396,4,2:18.0,Turnover by T. Johnson (bad pass),,91,82
397,4,2:12.0,,Personal foul by J. Johnson (drawn by H. Barnes),91,82
398,4,2:12.0,,H. Barnes makes free throw 1 of 2,91,83
399,4,2:12.0,,H. Barnes makes free throw 2 of 2,91,84
400,4,1:49.0,J. Johnson misses 2-pt jump shot from 12 ft,,91,84
401,4,1:44.0,Offensive rebound by H. Whiteside,,91,84
402,4,1:26.0,G. Dragić misses 2-pt jump shot from 7 ft,,91,84
403,4,1:24.0,,Defensive rebound by W. Matthews,91,84
404,4,1:18.0,,W. Matthews makes 3-pt jump shot from 25 ft (assist by D. Smith),91,87
405,4,0:54.0,Turnover by Team (shot clock),,91,87
406,4,0:44.0,,H. Barnes misses 3-pt jump shot from 26 ft (block by J. Johnson),91,87
407,4,0:44.0,,Offensive rebound by H. Barnes,91,87
408,4,0:44.0,Loose ball foul by J. Johnson (drawn by H. Barnes),,91,87
409,4,0:44.0,,H. Barnes misses free throw 1 of 2,91,87
410,4,0:44.0,,Offensive rebound by Team,91,87
411,4,0:44.0,,H. Barnes makes free throw 2 of 2,91,88
412,4,0:44.0,Miami full timeout,,91,88
413,4,0:44.0,W. Ellington enters the game for T. Johnson,,91,88
414,4,0:25.0,G. Dragić makes 2-pt layup from 1 ft (assist by J. Johnson),,93,88
415,4,0:25.0,,Dallas full timeout,93,88
416,4,0:25.0,,D. Nowitzki enters the game for Y. Ferrell,93,88
417,4,0:25.0,T. Johnson enters the game for G. Dragić,,93,88
418,4,0:25.0,J. Winslow enters the game for W. Ellington,,93,88
419,4,0:21.0,,W. Matthews misses 3-pt jump shot from 25 ft,93,88
420,4,0:18.0,Defensive rebound by J. Winslow,,93,88
421,4,0:17.0,Personal take foul by D. Nowitzki (drawn by T. Johnson),,93,88
422,4,0:17.0,T. Johnson makes free throw 1 of 2,,94,88
423,4,0:17.0,,Y. Ferrell enters the game for D. Powell,94,88
424,4,0:17.0,W. Ellington enters the game for H. Whiteside,,94,88
425,4,0:17.0,T. Johnson makes free throw 2 of 2,,95,88
426,4,0:05.0,,D. Smith misses 3-pt jump shot from 31 ft,95,88
427,4,0:02.0,Defensive rebound by T. Johnson,,95,88
