,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,PHOENIX_ACTION,CLEVELAND_SCORE,PHOENIX_SCORE
402,4,10:54.0,,Turnover by E. Payton (lost ball; steal by L. James),104,84
403,4,10:50.0,J. Clarkson makes 2-pt dunk at rim (assist by L. James),,106,84
404,4,10:43.0,,Personal foul by J. Clarkson (drawn by E. Payton),106,84
405,4,10:31.0,,T. Daniels misses 3-pt jump shot from 22 ft,106,84
406,4,10:29.0,Defensive rebound by L. James,,106,84
407,4,10:20.0,J. Clarkson makes 3-pt jump shot from 25 ft (assist by L. James),,109,84
408,4,10:02.0,,J. Jackson misses 2-pt jump shot from 9 ft,109,84
409,4,10:02.0,Defensive rebound by Team,,109,84
410,4,10:02.0,J. Holland enters the game for L. James,,109,84
411,4,9:43.0,J. Clarkson misses 3-pt jump shot from 25 ft,,109,84
412,4,9:40.0,,Defensive rebound by J. Dudley,109,84
413,4,9:34.0,,T. Warren makes 2-pt layup at rim (assist by E. Payton),109,86
414,4,9:05.0,J. Green misses 2-pt jump shot from 12 ft,,109,86
415,4,9:03.0,,Defensive rebound by Team,109,86
416,4,8:53.0,,Personal block foul by J. Calderón (drawn by E. Payton),109,86
417,4,8:42.0,,T. Daniels makes 3-pt jump shot from 25 ft (assist by E. Payton),109,89
418,4,8:24.0,J. Clarkson makes 2-pt jump shot from 6 ft,,111,89
419,4,7:58.0,,T. Warren misses 2-pt jump shot from 8 ft,111,89
420,4,7:58.0,Defensive rebound by J. Green,,111,89
421,4,7:54.0,J. Smith misses 2-pt jump shot from 1 ft,,111,89
422,4,7:54.0,,Defensive rebound by E. Payton,111,89
423,4,7:54.0,,J. Jackson misses 2-pt layup from 1 ft,111,89
424,4,7:53.0,,Offensive rebound by T. Warren,111,89
425,4,7:52.0,,T. Warren misses 2-pt layup at rim,111,89
426,4,7:52.0,Defensive rebound by J. Green,,111,89
427,4,7:52.0,,Loose ball foul by J. Jackson (drawn by J. Green),111,89
428,4,7:52.0,,D. Booker enters the game for J. Dudley,111,89
429,4,7:52.0,,D. Bender enters the game for T. Daniels,111,89
430,4,7:37.0,Turnover by J. Clarkson (bad pass; steal by J. Jackson),,111,89
431,4,7:31.0,,Shooting foul by J. Holland (drawn by E. Payton),111,89
432,4,7:31.0,,E. Payton misses free throw 1 of 2,111,89
433,4,7:31.0,A. Žižić enters the game for J. Green,,111,89
434,4,7:31.0,,Defensive rebound by Team,111,89
435,4,7:31.0,,E. Payton makes free throw 2 of 2,111,90
436,4,7:11.0,A. Žižić makes 2-pt hook shot from 8 ft,,113,90
437,4,6:58.0,,D. Booker misses 2-pt jump shot from 7 ft,113,90
438,4,6:55.0,,Offensive rebound by D. Booker,113,90
439,4,6:55.0,,D. Booker misses 2-pt layup from 1 ft (block by A. Žižić),113,90
440,4,6:51.0,Defensive rebound by A. Žižić,,113,90
441,4,6:40.0,J. Clarkson misses 3-pt jump shot from 25 ft,,113,90
442,4,6:36.0,,Defensive rebound by T. Warren,113,90
443,4,6:23.0,,E. Payton misses 3-pt jump shot from 24 ft,113,90
444,4,6:20.0,Defensive rebound by A. Žižić,,113,90
445,4,6:13.0,Shooting foul by D. Bender (drawn by J. Clarkson),,113,90
446,4,6:13.0,,Phoenix full timeout,113,90
447,4,6:13.0,,D. Reed enters the game for D. Booker,113,90
448,4,6:13.0,,S. Harrison enters the game for E. Payton,113,90
449,4,6:13.0,L. Perrantes enters the game for J. Smith,,113,90
450,4,6:13.0,J. Clarkson misses free throw 1 of 2,,113,90
451,4,6:13.0,Offensive rebound by Team,,113,90
452,4,6:13.0,J. Clarkson makes free throw 2 of 2,,114,90
453,4,5:52.0,,D. Bender makes 3-pt jump shot from 24 ft (assist by J. Jackson),114,93
454,4,5:35.0,J. Clarkson makes 3-pt jump shot from 25 ft (assist by J. Calderón),,117,93
455,4,5:10.0,,D. Reed misses 3-pt jump shot from 25 ft,117,93
456,4,5:07.0,Defensive rebound by L. Perrantes,,117,93
457,4,4:47.0,J. Clarkson misses 2-pt jump shot from 21 ft,,117,93
458,4,4:43.0,,Defensive rebound by S. Harrison,117,93
459,4,4:39.0,,S. Harrison makes 2-pt layup from 1 ft,117,95
460,4,4:22.0,L. Perrantes makes 2-pt layup at rim (assist by J. Calderón),,119,95
461,4,4:07.0,,Shooting foul by A. Žižić (drawn by S. Harrison),119,95
462,4,4:07.0,,S. Harrison makes free throw 1 of 2,119,96
463,4,4:07.0,,M. Chriss enters the game for T. Warren,119,96
464,4,4:07.0,,S. Harrison makes free throw 2 of 2,119,97
465,4,3:45.0,J. Holland misses 3-pt jump shot from 23 ft,,119,97
466,4,3:42.0,,Defensive rebound by D. Reed,119,97
467,4,3:33.0,,S. Harrison makes 2-pt layup from 1 ft (assist by D. Bender),119,99
468,4,3:10.0,Turnover by A. Žižić (bad pass),,119,99
469,4,3:05.0,,S. Harrison makes 2-pt layup at rim,119,101
470,4,2:51.0,J. Clarkson makes 3-pt jump shot from 25 ft,,122,101
471,4,2:39.0,,D. Reed misses 3-pt jump shot from 24 ft,122,101
472,4,2:38.0,,Offensive rebound by Team,122,101
473,4,2:38.0,Loose ball foul by L. Perrantes (drawn by D. Bender),,122,101
474,4,2:38.0,Cleveland full timeout,,122,101
475,4,2:38.0,,T. Ulis enters the game for J. Jackson,122,101
476,4,2:38.0,,D. Bender makes free throw 1 of 2,122,102
477,4,2:38.0,,D. Bender makes free throw 2 of 2,122,103
478,4,2:27.0,J. Calderón makes 2-pt jump shot from 16 ft (assist by A. Žižić),,124,103
479,4,2:13.0,,S. Harrison makes 2-pt layup at rim,124,105
480,4,1:52.0,Turnover by A. Žižić (bad pass; steal by T. Ulis),,124,105
481,4,1:50.0,,Turnover by T. Ulis (bad pass),124,105
482,4,1:41.0,Offensive foul by A. Žižić (drawn by S. Harrison),,124,105
483,4,1:41.0,Turnover by A. Žižić (offensive foul),,124,105
484,4,1:31.0,,M. Chriss misses 2-pt jump shot from 7 ft,124,105
485,4,1:28.0,Defensive rebound by A. Žižić,,124,105
486,4,1:09.0,J. Clarkson makes 3-pt jump shot from 25 ft (assist by J. Calderón),,127,105
487,4,0:57.0,,Turnover by M. Chriss (bad pass; steal by J. Calderón),127,105
488,4,0:41.0,A. Žižić makes 2-pt layup at rim (assist by J. Calderón),,129,105
489,4,0:24.0,,D. Reed makes 2-pt layup at rim (assist by D. Bender),129,107
490,4,0:00.0,Turnover by Team (shot clock),,129,107
491,4,0:00.0,,T. Ulis misses 3-pt jump shot from 25 ft,129,107
492,4,0:00.0,,Offensive rebound by Team,129,107
