,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,PORTLAND_ACTION,BROOKLYN_SCORE,PORTLAND_SCORE
79,1,3:17.0,Q. Acy misses 3-pt jump shot from 22 ft,,19,21
80,1,3:13.0,Offensive rebound by D. Carroll,,19,21
81,1,3:11.0,J. Harris misses 3-pt jump shot from 25 ft,,19,21
82,1,3:08.0,,Defensive rebound by D. Lillard,19,21
83,1,2:47.0,,J. Nurkić misses 2-pt layup from 1 ft,19,21
84,1,2:45.0,Defensive rebound by Q. Acy,,19,21
85,1,2:35.0,J. Harris misses 3-pt jump shot from 22 ft,,19,21
86,1,2:32.0,,Defensive rebound by J. Nurkić,19,21
87,1,2:17.0,,J. Nurkić makes 2-pt jump shot from 19 ft (assist by P. Connaughton),19,23
88,1,2:16.0,Brooklyn full timeout,,19,23
89,1,2:16.0,,E. Davis enters the game for D. Lillard,19,23
90,1,2:16.0,,C. McCollum enters the game for J. Nurkić,19,23
91,1,2:16.0,C. LeVert enters the game for D. Carroll,,19,23
92,1,2:16.0,J. Wiley enters the game for A. Crabbe,,19,23
93,1,1:57.0,J. Harris makes 2-pt layup at rim (assist by J. Wiley),,21,23
94,1,1:41.0,,Turnover by P. Connaughton (bad pass; steal by Q. Acy),21,23
95,1,1:25.0,Turnover by C. LeVert (bad pass; steal by E. Davis),,21,23
96,1,1:14.0,,C. Swanigan makes 2-pt layup from 1 ft (assist by P. Connaughton),21,25
97,1,0:52.0,S. Dinwiddie misses 3-pt jump shot from 24 ft,,21,25
98,1,0:50.0,,Defensive rebound by Team,21,25
99,1,0:32.0,,C. McCollum misses 2-pt jump shot from 17 ft,21,25
100,1,0:30.0,Defensive rebound by Q. Acy,,21,25
101,1,0:21.0,C. LeVert misses 3-pt jump shot from 25 ft,,21,25
102,1,0:19.0,,Defensive rebound by P. Connaughton,21,25
103,1,0:00.0,,P. Connaughton makes 3-pt jump shot from 24 ft (assist by C. McCollum),21,28
104,2,11:49.0,S. Dinwiddie misses 2-pt jump shot from 2 ft,,21,28
105,2,11:44.0,Offensive rebound by S. Dinwiddie,,21,28
106,2,11:44.0,S. Dinwiddie makes 2-pt layup at rim,,23,28
107,2,11:31.0,,E. Davis misses 2-pt layup from 2 ft,23,28
108,2,11:27.0,,Offensive rebound by C. Swanigan,23,28
109,2,11:27.0,,C. Swanigan misses 2-pt layup at rim,23,28
110,2,11:26.0,Defensive rebound by J. Harris,,23,28
111,2,11:14.0,Turnover by T. Mozgov (lost ball; steal by E. Davis),,23,28
112,2,11:07.0,,C. McCollum makes 3-pt jump shot from 25 ft,23,31
113,2,10:52.0,Shooting foul by C. Swanigan (drawn by T. Mozgov),,23,31
114,2,10:52.0,T. Mozgov makes free throw 1 of 2,,24,31
115,2,10:52.0,,S. Napier enters the game for C. Swanigan,24,31
116,2,10:52.0,T. Mozgov misses free throw 2 of 2,,24,31
117,2,10:50.0,,Defensive rebound by E. Davis,24,31
118,2,10:38.0,,P. Connaughton makes 3-pt jump shot from 25 ft (assist by S. Napier),24,34
119,2,10:16.0,J. Harris makes 2-pt layup from 1 ft (assist by S. Dinwiddie),,26,34
120,2,9:54.0,,S. Napier misses 2-pt jump shot from 19 ft,26,34
121,2,9:52.0,Defensive rebound by J. Harris,,26,34
122,2,9:41.0,T. Mozgov makes 2-pt dunk at rim (assist by J. Harris),,28,34
123,2,9:28.0,,C. McCollum misses 3-pt jump shot from 25 ft,28,34
124,2,9:26.0,Defensive rebound by C. LeVert,,28,34
125,2,9:17.0,C. LeVert makes 2-pt jump shot from 12 ft,,30,34
126,2,9:17.0,,Portland full timeout,30,34
127,2,9:17.0,R. Hollis-Jefferson enters the game for J. Wiley,,30,34
128,2,8:57.0,,Personal foul by S. Dinwiddie (drawn by E. Davis),30,34
129,2,8:49.0,,C. McCollum misses 2-pt layup from 2 ft,30,34
130,2,8:46.0,Defensive rebound by C. LeVert,,30,34
131,2,8:41.0,C. LeVert misses 2-pt jump shot from 13 ft,,30,34
132,2,8:39.0,,Defensive rebound by E. Turner,30,34
133,2,8:23.0,,P. Connaughton misses 3-pt jump shot from 24 ft,30,34
134,2,8:23.0,Defensive rebound by Team,,30,34
135,2,8:23.0,,Loose ball foul by E. Davis (drawn by R. Hollis-Jefferson),30,34
136,2,8:11.0,Turnover by T. Mozgov (step out of bounds),,30,34
137,2,7:55.0,,S. Napier makes 2-pt jump shot from 19 ft,30,36
138,2,7:34.0,S. Dinwiddie misses 3-pt jump shot from 24 ft,,30,36
139,2,7:32.0,,Defensive rebound by E. Turner,30,36
140,2,7:26.0,,P. Connaughton misses 2-pt layup from 1 ft (block by J. Harris),30,36
141,2,7:24.0,Defensive rebound by S. Dinwiddie,,30,36
142,2,7:23.0,Shooting foul by C. McCollum (drawn by C. LeVert),,30,36
143,2,7:23.0,C. LeVert misses free throw 1 of 2,,30,36
144,2,7:23.0,Offensive rebound by Team,,30,36
145,2,7:23.0,,M. Harkless enters the game for E. Turner,30,36
146,2,7:23.0,,J. Nurkić enters the game for C. McCollum,30,36
147,2,7:23.0,,D. Lillard enters the game for E. Davis,30,36
148,2,7:23.0,D. Russell enters the game for S. Dinwiddie,,30,36
149,2,7:23.0,Q. Acy enters the game for T. Mozgov,,30,36
150,2,7:23.0,C. LeVert makes free throw 2 of 2,,31,36
151,2,7:06.0,,D. Lillard misses 2-pt jump shot from 3 ft,31,36
152,2,7:04.0,Defensive rebound by C. LeVert,,31,36
153,2,6:58.0,J. Harris makes 3-pt jump shot from 22 ft (assist by C. LeVert),,34,36
154,2,6:37.0,,P. Connaughton misses 2-pt layup from 1 ft,34,36
155,2,6:35.0,Defensive rebound by J. Harris,,34,36
156,2,6:24.0,D. Russell makes 3-pt jump shot from 22 ft (assist by C. LeVert),,37,36
157,2,6:04.0,,J. Nurkić makes 2-pt hook shot from 3 ft,37,38
158,2,5:52.0,Turnover by D. Russell (bad pass; steal by S. Napier),,37,38
159,2,5:49.0,,S. Napier makes 2-pt layup at rim,37,40
160,2,5:31.0,R. Hollis-Jefferson makes 2-pt layup at rim (assist by C. LeVert),,39,40
161,2,5:16.0,,D. Lillard misses 3-pt jump shot from 24 ft,39,40
162,2,5:14.0,Defensive rebound by R. Hollis-Jefferson,,39,40
163,2,5:05.0,R. Hollis-Jefferson misses 2-pt layup from 1 ft,,39,40
164,2,5:04.0,,Defensive rebound by D. Lillard,39,40
165,2,4:56.0,,M. Harkless makes 2-pt layup at rim (assist by P. Connaughton),39,42
166,2,4:56.0,Brooklyn full timeout,,39,42
167,2,4:56.0,,E. Turner enters the game for P. Connaughton,39,42
168,2,4:56.0,A. Crabbe enters the game for J. Harris,,39,42
169,2,4:45.0,A. Crabbe misses 3-pt jump shot from 26 ft,,39,42
170,2,4:42.0,,Defensive rebound by D. Lillard,39,42
171,2,4:26.0,,J. Nurkić misses 2-pt hook shot from 4 ft,39,42
172,2,4:21.0,Defensive rebound by R. Hollis-Jefferson,,39,42
173,2,4:15.0,Q. Acy misses 3-pt jump shot from 22 ft,,39,42
174,2,4:14.0,,Defensive rebound by M. Harkless,39,42
175,2,4:06.0,,Turnover by D. Lillard (bad pass; steal by R. Hollis-Jefferson),39,42
176,2,4:02.0,R. Hollis-Jefferson misses 2-pt layup from 2 ft,,39,42
177,2,3:59.0,,Defensive rebound by S. Napier,39,42
178,2,3:55.0,D. Carroll enters the game for C. LeVert,,39,42
179,2,3:51.0,,E. Turner makes 2-pt layup from 1 ft (assist by D. Lillard),39,44
180,2,3:36.0,D. Russell misses 2-pt jump shot from 15 ft,,39,44
181,2,3:34.0,,Defensive rebound by D. Lillard,39,44
182,2,3:24.0,,E. Turner misses 2-pt jump shot from 17 ft,39,44
183,2,3:20.0,Defensive rebound by A. Crabbe,,39,44
184,2,3:04.0,D. Carroll misses 3-pt jump shot from 23 ft,,39,44
185,2,3:01.0,,Defensive rebound by S. Napier,39,44
186,2,2:52.0,,J. Nurkić makes 2-pt layup at rim (assist by S. Napier),39,46
187,2,2:43.0,D. Russell misses 2-pt layup from 1 ft,,39,46
188,2,2:40.0,,Defensive rebound by E. Turner,39,46
189,2,2:29.0,,J. Nurkić misses 2-pt layup from 1 ft,39,46
190,2,2:28.0,Defensive rebound by Q. Acy,,39,46
191,2,2:24.0,D. Russell makes 2-pt layup at rim,,41,46
192,2,1:59.0,,J. Nurkić misses 2-pt jump shot from 9 ft,41,46
193,2,1:58.0,Defensive rebound by D. Carroll,,41,46
194,2,1:49.0,D. Russell makes 3-pt jump shot from 24 ft (assist by Q. Acy),,44,46
195,2,1:27.0,,D. Lillard misses 2-pt layup at rim,44,46
196,2,1:26.0,Defensive rebound by Q. Acy,,44,46
197,2,1:17.0,D. Carroll misses 3-pt jump shot from 23 ft,,44,46
198,2,1:15.0,,Defensive rebound by S. Napier,44,46
199,2,1:07.0,,S. Napier makes 2-pt layup at rim,44,48
200,2,0:51.0,D. Russell misses 3-pt jump shot from 25 ft,,44,48
201,2,0:48.0,,Defensive rebound by E. Turner,44,48
202,2,0:34.0,,Personal block foul by Q. Acy (drawn by D. Lillard),44,48
203,2,0:34.0,,E. Davis enters the game for S. Napier,44,48
204,2,0:34.0,,C. McCollum enters the game for J. Nurkić,44,48
205,2,0:34.0,S. Dinwiddie enters the game for Q. Acy,,44,48
206,2,0:29.0,,D. Lillard makes 2-pt layup from 1 ft,44,50
207,2,0:05.0,D. Russell misses 3-pt jump shot from 25 ft,,44,50
208,2,0:01.0,Offensive rebound by R. Hollis-Jefferson,,44,50
209,2,0:01.0,R. Hollis-Jefferson makes 2-pt jump shot from 3 ft,,46,50
210,2,0:01.0,,Personal block foul by D. Russell (drawn by D. Lillard),46,50
211,2,0:01.0,,D. Lillard makes free throw 2 of 2,46,51
212,2,0:01.0,,D. Lillard makes free throw 1 of 2,46,52
213,2,0:01.0,T. Mozgov enters the game for S. Dinwiddie,,46,52
214,2,0:00.0,A. Crabbe misses 3-pt jump shot from 51 ft,,46,52
215,2,0:00.0,Offensive rebound by Team,,46,52
216,3,11:48.0,T. Mozgov makes 2-pt hook shot from 4 ft (assist by A. Crabbe),,48,52
217,3,11:29.0,,J. Nurkić makes 2-pt hook shot from 2 ft (assist by D. Lillard),48,54
218,3,11:17.0,Offensive foul by T. Mozgov (drawn by D. Lillard),,48,54
219,3,11:17.0,Turnover by T. Mozgov (offensive foul),,48,54
220,3,11:02.0,,C. McCollum makes 3-pt jump shot from 24 ft,48,57
221,3,10:37.0,T. Mozgov makes 2-pt dunk from 1 ft (assist by D. Russell),,50,57
222,3,10:19.0,,C. McCollum misses 2-pt jump shot from 3 ft,50,57
223,3,10:15.0,,Offensive rebound by J. Nurkić,50,57
224,3,10:15.0,,J. Nurkić makes 2-pt layup at rim,50,59
225,3,10:08.0,D. Russell misses 2-pt jump shot from 8 ft,,50,59
226,3,10:04.0,,Defensive rebound by M. Harkless,50,59
227,3,9:54.0,,J. Nurkić misses 2-pt hook shot from 3 ft,50,59
228,3,9:52.0,,Offensive rebound by M. Harkless,50,59
229,3,9:52.0,,M. Harkless misses 2-pt layup at rim,50,59
230,3,9:52.0,Defensive rebound by Team,,50,59
231,3,9:37.0,R. Hollis-Jefferson misses 2-pt jump shot from 7 ft,,50,59
232,3,9:37.0,,Defensive rebound by Team,50,59
233,3,9:37.0,Loose ball foul by T. Mozgov (drawn by J. Nurkić),,50,59
234,3,9:28.0,,J. Nurkić misses 2-pt jump shot from 7 ft,50,59
235,3,9:25.0,Defensive rebound by D. Carroll,,50,59
236,3,9:22.0,D. Carroll makes 2-pt layup from 2 ft,,52,59
237,3,9:22.0,,Violation by J. Nurkić (def goaltending),52,59
238,3,9:00.0,,D. Lillard makes 2-pt jump shot from 19 ft,52,61
239,3,8:51.0,D. Russell makes 2-pt jump shot from 9 ft,,54,61
240,3,8:43.0,,D. Lillard misses 3-pt jump shot from 26 ft,54,61
241,3,8:40.0,,Offensive rebound by D. Lillard,54,61
242,3,8:36.0,,M. Harkless misses 3-pt jump shot from 22 ft,54,61
243,3,8:34.0,Defensive rebound by T. Mozgov,,54,61
244,3,8:29.0,R. Hollis-Jefferson misses 3-pt jump shot from 24 ft,,54,61
245,3,8:26.0,,Defensive rebound by C. McCollum,54,61
246,3,8:14.0,,M. Harkless misses 2-pt layup from 1 ft,54,61
247,3,8:12.0,Defensive rebound by A. Crabbe,,54,61
248,3,7:58.0,Personal foul by J. Nurkić (drawn by D. Russell),,54,61
249,3,7:52.0,D. Russell misses 2-pt jump shot from 14 ft,,54,61
250,3,7:48.0,,Defensive rebound by M. Harkless,54,61
251,3,7:37.0,,Shooting foul by D. Carroll (drawn by M. Harkless),54,61
252,3,7:37.0,,M. Harkless makes free throw 1 of 2,54,62
253,3,7:37.0,,E. Davis enters the game for J. Nurkić,54,62
254,3,7:37.0,Q. Acy enters the game for T. Mozgov,,54,62
255,3,7:37.0,,M. Harkless makes free throw 2 of 2,54,63
256,3,7:27.0,Shooting foul by M. Harkless (drawn by R. Hollis-Jefferson),,54,63
257,3,7:27.0,R. Hollis-Jefferson makes free throw 1 of 2,,55,63
258,3,7:27.0,R. Hollis-Jefferson misses free throw 2 of 2,,55,63
259,3,7:23.0,Offensive rebound by Q. Acy,,55,63
260,3,7:21.0,R. Hollis-Jefferson misses 2-pt layup from 2 ft,,55,63
261,3,7:18.0,,Defensive rebound by N. Vonleh,55,63
262,3,7:09.0,,Shooting foul by A. Crabbe (drawn by C. McCollum),55,63
263,3,7:09.0,,C. McCollum makes free throw 1 of 2,55,64
264,3,7:09.0,,C. McCollum makes free throw 2 of 2,55,65
265,3,7:00.0,A. Crabbe makes 2-pt layup from 1 ft (assist by D. Russell),,57,65
266,3,6:37.0,,M. Harkless misses 2-pt layup from 1 ft,57,65
267,3,6:36.0,,Offensive rebound by E. Davis,57,65
268,3,6:35.0,,Turnover by E. Davis (bad pass; steal by A. Crabbe),57,65
269,3,6:29.0,A. Crabbe makes 2-pt jump shot from 16 ft (assist by D. Russell),,59,65
270,3,6:18.0,,C. McCollum misses 2-pt jump shot from 15 ft,59,65
271,3,6:18.0,,Offensive rebound by C. McCollum,59,65
272,3,6:13.0,,E. Davis misses 2-pt layup from 1 ft,59,65
273,3,6:12.0,,Offensive rebound by N. Vonleh,59,65
274,3,6:11.0,,Turnover by C. McCollum (bad pass),59,65
275,3,6:11.0,,Portland full timeout,59,65
276,3,6:00.0,A. Crabbe misses 3-pt jump shot from 24 ft,,59,65
277,3,5:56.0,Offensive rebound by D. Carroll,,59,65
278,3,5:48.0,Personal foul by N. Vonleh (drawn by R. Hollis-Jefferson),,59,65
279,3,5:42.0,Q. Acy makes 3-pt jump shot from 25 ft (assist by D. Russell),,62,65
280,3,5:18.0,,P. Connaughton enters the game for C. McCollum,62,65
281,3,5:18.0,,E. Turner enters the game for M. Harkless,62,65
282,3,5:14.0,,E. Turner misses 3-pt jump shot from 23 ft,62,65
283,3,5:14.0,,Offensive rebound by Team,62,65
284,3,5:14.0,,Turnover by Team (shot clock),62,65
285,3,4:55.0,D. Russell misses 3-pt jump shot from 25 ft,,62,65
286,3,4:52.0,Offensive rebound by A. Crabbe,,62,65
287,3,4:51.0,D. Carroll makes 3-pt jump shot from 22 ft (assist by A. Crabbe),,65,65
288,3,4:33.0,,D. Lillard misses 2-pt jump shot from 13 ft,65,65
289,3,4:28.0,Defensive rebound by D. Russell,,65,65
290,3,4:23.0,D. Carroll misses 3-pt jump shot from 24 ft,,65,65
291,3,4:21.0,,Defensive rebound by D. Lillard,65,65
292,3,4:06.0,,E. Turner misses 3-pt jump shot from 24 ft,65,65
293,3,4:02.0,,Offensive rebound by P. Connaughton,65,65
294,3,4:02.0,,P. Connaughton misses 2-pt layup at rim,65,65
295,3,4:01.0,Defensive rebound by D. Carroll,,65,65
296,3,3:59.0,D. Carroll makes 2-pt dunk at rim (assist by D. Russell),,67,65
297,3,3:59.0,,Portland full timeout,67,65
298,3,3:59.0,,S. Napier enters the game for N. Vonleh,67,65
299,3,3:59.0,J. Harris enters the game for D. Russell,,67,65
300,3,3:59.0,S. Dinwiddie enters the game for R. Hollis-Jefferson,,67,65
301,3,3:46.0,,Turnover by P. Connaughton (out of bounds lost ball),67,65
302,3,3:35.0,Shooting foul by S. Napier (drawn by Q. Acy),,67,65
303,3,3:35.0,Q. Acy makes free throw 1 of 2,,68,65
304,3,3:35.0,Q. Acy makes free throw 2 of 2,,69,65
305,3,3:12.0,Offensive charge foul by P. Connaughton (drawn by D. Carroll),,69,65
306,3,3:12.0,,Turnover by P. Connaughton (offensive foul),69,65
307,3,3:12.0,C. LeVert enters the game for A. Crabbe,,69,65
308,3,3:12.0,,J. Nurkić enters the game for E. Davis,69,65
309,3,2:57.0,S. Dinwiddie misses 2-pt layup at rim,,69,65
310,3,2:55.0,,Defensive rebound by D. Lillard,69,65
311,3,2:47.0,,S. Napier misses 3-pt jump shot from 24 ft,69,65
312,3,2:45.0,Defensive rebound by Q. Acy,,69,65
313,3,2:22.0,S. Dinwiddie makes 3-pt jump shot from 28 ft (assist by D. Carroll),,72,65
314,3,1:59.0,,E. Turner misses 2-pt jump shot from 15 ft,72,65
315,3,1:57.0,Defensive rebound by Q. Acy,,72,65
316,3,1:49.0,J. Harris misses 3-pt jump shot from 25 ft,,72,65
317,3,1:48.0,Offensive rebound by D. Carroll,,72,65
318,3,1:48.0,D. Carroll misses 2-pt layup at rim,,72,65
319,3,1:48.0,,Defensive rebound by Team,72,65
320,3,1:48.0,,C. McCollum enters the game for P. Connaughton,72,65
321,3,1:48.0,R. Hollis-Jefferson enters the game for D. Carroll,,72,65
322,3,1:38.0,,J. Nurkić makes 2-pt layup from 1 ft (assist by D. Lillard),72,67
323,3,1:22.0,Q. Acy makes 3-pt jump shot from 25 ft (assist by J. Harris),,75,67
324,3,1:06.0,,J. Nurkić misses 2-pt hook shot from 7 ft,75,67
325,3,1:04.0,Defensive rebound by R. Hollis-Jefferson,,75,67
326,3,0:56.0,S. Dinwiddie makes 2-pt layup from 1 ft,,77,67
327,3,0:46.0,,D. Lillard misses 2-pt jump shot from 21 ft,77,67
328,3,0:43.0,,Offensive rebound by D. Lillard,77,67
329,3,0:24.0,,C. McCollum makes 3-pt jump shot from 24 ft,77,70
330,3,0:04.0,S. Dinwiddie misses 2-pt layup from 1 ft,,77,70
331,3,0:02.0,,Defensive rebound by C. McCollum,77,70
332,4,11:46.0,,M. Harkless misses 2-pt layup from 2 ft (block by J. Harris),77,70
333,4,11:43.0,Defensive rebound by C. LeVert,,77,70
334,4,11:39.0,J. Harris misses 3-pt jump shot from 24 ft,,77,70
335,4,11:35.0,,Defensive rebound by E. Turner,77,70
336,4,11:22.0,,J. Nurkić misses 2-pt hook shot from 6 ft,77,70
337,4,11:21.0,Defensive rebound by T. Mozgov,,77,70
338,4,11:07.0,S. Dinwiddie misses 2-pt layup from 1 ft,,77,70
339,4,11:07.0,Offensive rebound by T. Mozgov,,77,70
340,4,11:07.0,Shooting foul by C. McCollum (drawn by T. Mozgov),,77,70
341,4,11:07.0,T. Mozgov misses free throw 1 of 2,,77,70
342,4,11:07.0,Offensive rebound by Team,,77,70
343,4,11:07.0,,E. Davis enters the game for J. Nurkić,77,70
344,4,11:07.0,T. Mozgov misses free throw 2 of 2,,77,70
345,4,11:04.0,,Defensive rebound by E. Turner,77,70
346,4,10:47.0,,S. Napier makes 2-pt jump shot from 19 ft,77,72
347,4,10:31.0,J. Harris makes 2-pt layup from 1 ft (assist by S. Dinwiddie),,79,72
348,4,10:31.0,Shooting foul by S. Napier (drawn by J. Harris),,79,72
349,4,10:31.0,J. Harris makes free throw 1 of 1,,80,72
350,4,10:15.0,,E. Turner makes 2-pt jump shot from 14 ft,80,74
351,4,9:51.0,Turnover by C. LeVert (bad pass),,80,74
352,4,9:45.0,,E. Turner makes 3-pt jump shot from 22 ft (assist by C. McCollum),80,77
353,4,9:26.0,J. Harris misses 2-pt layup at rim (block by E. Davis),,80,77
354,4,9:23.0,,Defensive rebound by E. Davis,80,77
355,4,9:14.0,,C. McCollum makes 2-pt jump shot from 19 ft,80,79
356,4,9:12.0,Brooklyn full timeout,,80,79
357,4,9:12.0,Q. Acy enters the game for T. Mozgov,,80,79
358,4,8:54.0,Q. Acy misses 2-pt layup from 2 ft,,80,79
359,4,8:52.0,,Defensive rebound by M. Harkless,80,79
360,4,8:44.0,,M. Harkless misses 3-pt jump shot from 25 ft,80,79
361,4,8:40.0,Defensive rebound by C. LeVert,,80,79
362,4,8:17.0,S. Dinwiddie makes 2-pt layup from 1 ft,,82,79
363,4,7:58.0,,C. McCollum misses 3-pt jump shot from 24 ft,82,79
364,4,7:57.0,Defensive rebound by R. Hollis-Jefferson,,82,79
365,4,7:49.0,C. LeVert misses 3-pt jump shot from 24 ft,,82,79
366,4,7:48.0,,Defensive rebound by E. Davis,82,79
367,4,7:39.0,,S. Napier makes 3-pt jump shot from 25 ft,82,82
368,4,7:29.0,R. Hollis-Jefferson misses 2-pt layup from 4 ft (block by E. Davis),,82,82
369,4,7:29.0,Offensive rebound by C. LeVert,,82,82
370,4,7:27.0,C. LeVert makes 2-pt layup from 1 ft,,84,82
371,4,7:10.0,,C. McCollum makes 2-pt jump shot from 15 ft,84,84
372,4,6:53.0,S. Dinwiddie misses 2-pt layup from 1 ft (block by M. Harkless),,84,84
373,4,6:50.0,,Defensive rebound by E. Turner,84,84
374,4,6:45.0,,Personal foul by Q. Acy (drawn by S. Napier),84,84
375,4,6:45.0,,D. Lillard enters the game for S. Napier,84,84
376,4,6:45.0,A. Crabbe enters the game for S. Dinwiddie,,84,84
377,4,6:45.0,D. Russell enters the game for C. LeVert,,84,84
378,4,6:37.0,,C. McCollum misses 2-pt jump shot from 15 ft,84,84
379,4,6:34.0,Defensive rebound by D. Russell,,84,84
