,QUARTER,TIME_REMAINING,NEW YORK_ACTION,LA CLIPPERS_ACTION,NEW YORK_SCORE,LA CLIPPERS_SCORE
380,4,5:40.0,,M. Harrell makes 2-pt hook shot from 6 ft,87,112
381,4,5:23.0,D. Dotson misses 2-pt jump shot from 6 ft,,87,112
382,4,5:20.0,,Defensive rebound by M. Harrell,87,112
383,4,5:14.0,,B. Marjanović enters the game for M. Harrell,87,112
384,4,5:09.0,,Turnover by A. Rivers (bad pass; steal by E. Freedom),87,112
385,4,5:04.0,D. Dotson makes 2-pt jump shot from 6 ft,,89,112
386,4,4:39.0,,S. Dekker misses 2-pt hook shot from 3 ft,89,112
387,4,4:36.0,,Offensive rebound by B. Marjanović,89,112
388,4,4:36.0,,B. Marjanović makes 2-pt layup at rim,89,114
389,4,4:26.0,E. Freedom misses 2-pt jump shot from 12 ft,,89,114
390,4,4:24.0,,Defensive rebound by S. Dekker,89,114
391,4,4:17.0,,L. Williams misses 3-pt jump shot from 28 ft,89,114
392,4,4:14.0,,Offensive rebound by B. Marjanović,89,114
393,4,4:14.0,,Personal foul by E. Freedom (drawn by B. Marjanović),89,114
394,4,4:14.0,,S. Thornwell enters the game for M. Teodosić,89,114
395,4,4:14.0,,W. Johnson enters the game for L. Williams,89,114
396,4,4:14.0,,C. Williams enters the game for A. Rivers,89,114
397,4,4:06.0,,S. Thornwell makes 3-pt jump shot from 23 ft (assist by C. Williams),89,117
398,4,3:58.0,Turnover by T. Hardaway (bad pass; steal by C. Williams),,89,117
399,4,3:54.0,,S. Dekker makes 2-pt layup at rim (assist by C. Williams),89,119
400,4,3:46.0,D. Dotson makes 3-pt jump shot from 24 ft (assist by F. Ntilikina),,92,119
401,4,3:29.0,,C. Williams misses 2-pt jump shot from 8 ft,92,119
402,4,3:26.0,Defensive rebound by L. Kornet,,92,119
403,4,3:23.0,F. Ntilikina makes 2-pt layup from 2 ft,,94,119
404,4,3:23.0,Shooting foul by W. Johnson (drawn by F. Ntilikina),,94,119
405,4,3:23.0,T. Williams enters the game for T. Hardaway,,94,119
406,4,3:23.0,F. Ntilikina makes free throw 1 of 1,,95,119
407,4,3:05.0,,Shooting foul by T. Williams (drawn by S. Thornwell),95,119
408,4,3:05.0,,S. Thornwell makes free throw 1 of 2,95,120
409,4,3:05.0,,S. Thornwell misses free throw 2 of 2,95,120
410,4,3:03.0,Defensive rebound by L. Kornet,,95,120
411,4,2:53.0,F. Ntilikina misses 2-pt jump shot from 10 ft (block by W. Johnson),,95,120
412,4,2:50.0,Offensive rebound by F. Ntilikina,,95,120
413,4,2:47.0,Turnover by F. Ntilikina (bad pass; steal by S. Thornwell),,95,120
414,4,2:45.0,,S. Dekker makes 2-pt dunk at rim (assist by S. Thornwell),95,122
415,4,2:34.0,D. Dotson makes 2-pt jump shot from 9 ft,,97,122
416,4,2:34.0,Shooting foul by W. Johnson (drawn by D. Dotson),,97,122
417,4,2:34.0,D. Dotson misses free throw 1 of 1,,97,122
418,4,2:31.0,Offensive rebound by E. Freedom,,97,122
419,4,2:30.0,Turnover by E. Freedom (bad pass; steal by W. Johnson),,97,122
420,4,2:19.0,,Personal foul by E. Freedom (drawn by B. Marjanović),97,122
421,4,2:09.0,,C. Williams makes 2-pt jump shot from 8 ft,97,124
422,4,1:53.0,E. Freedom makes 2-pt hook shot from 5 ft (assist by F. Ntilikina),,99,124
423,4,1:46.0,,S. Thornwell misses 2-pt layup from 1 ft,99,124
424,4,1:46.0,Defensive rebound by E. Freedom,,99,124
425,4,1:46.0,New York full timeout,,99,124
426,4,1:46.0,T. Burke enters the game for E. Freedom,,99,124
427,4,1:28.0,Turnover by D. Dotson (bad pass; steal by C. Williams),,99,124
428,4,1:22.0,,Offensive foul by B. Marjanović (drawn by L. Kornet),99,124
429,4,1:22.0,,Turnover by B. Marjanović (offensive foul),99,124
430,4,1:08.0,L. Kornet misses 3-pt jump shot from 26 ft,,99,124
431,4,1:05.0,,Defensive rebound by S. Thornwell,99,124
432,4,0:45.0,,B. Marjanović misses 2-pt hook shot from 2 ft (block by L. Kornet),99,124
433,4,0:45.0,,Offensive rebound by B. Marjanović,99,124
434,4,0:42.0,,B. Marjanović makes 2-pt jump shot from 13 ft,99,126
435,4,0:32.0,T. Williams makes 3-pt jump shot from 25 ft (assist by T. Burke),,102,126
436,4,0:13.0,,B. Marjanović makes 2-pt hook shot from 3 ft,102,128
437,4,0:07.0,T. Burke makes 3-pt jump shot from 25 ft,,105,128
