,QUARTER,TIME_REMAINING,DALLAS_ACTION,PHILADELPHIA_ACTION,DALLAS_SCORE,PHILADELPHIA_SCORE
165,2,5:37.0,Y. Ferrell misses 3-pt jump shot from 27 ft,,34,48
166,2,5:35.0,,Defensive rebound by M. Belinelli,34,48
167,2,5:22.0,,M. Belinelli misses 2-pt layup from 1 ft,34,48
168,2,5:21.0,Defensive rebound by M. Kleber,,34,48
169,2,5:19.0,Personal foul by M. Belinelli (drawn by Y. Ferrell),,34,48
170,2,5:19.0,,E. İlyasova enters the game for A. Johnson,34,48
171,2,5:19.0,D. Powell enters the game for Y. Ferrell,,34,48
172,2,5:19.0,D. Finney-Smith enters the game for M. Kleber,,34,48
173,2,5:08.0,H. Barnes misses 2-pt jump shot from 11 ft,,34,48
174,2,5:06.0,,Defensive rebound by D. Šarić,34,48
175,2,4:49.0,,B. Simmons makes 2-pt hook shot from 2 ft,34,50
176,2,4:41.0,Dallas full timeout,,34,50
177,2,4:28.0,H. Barnes makes 2-pt dunk at rim,,36,50
178,2,4:15.0,,M. Belinelli makes 2-pt jump shot from 20 ft (assist by B. Simmons),36,52
179,2,3:59.0,Personal foul by D. Šarić (drawn by H. Barnes),,36,52
180,2,3:59.0,,J. Redick enters the game for M. Belinelli,36,52
181,2,3:59.0,,M. Fultz enters the game for R. Covington,36,52
182,2,3:46.0,H. Barnes misses 2-pt jump shot from 13 ft (block by B. Simmons),,36,52
183,2,3:45.0,Offensive rebound by Team,,36,52
184,2,3:45.0,Turnover by Team (shot clock),,36,52
185,2,3:29.0,,J. Redick makes 3-pt jump shot from 27 ft (assist by D. Šarić),36,55
186,2,3:14.0,D. Smith makes 2-pt layup from 2 ft,,38,55
187,2,3:00.0,,M. Fultz makes 2-pt layup from 1 ft (assist by D. Šarić),38,57
188,2,2:44.0,H. Barnes misses 3-pt jump shot from 26 ft,,38,57
189,2,2:42.0,,Defensive rebound by B. Simmons,38,57
190,2,2:38.0,,E. İlyasova misses 2-pt dunk at rim,38,57
191,2,2:35.0,Defensive rebound by D. Smith,,38,57
192,2,2:30.0,D. McDermott makes 3-pt jump shot from 26 ft (assist by D. Smith),,41,57
193,2,2:05.0,,M. Fultz misses 2-pt layup from 2 ft (block by D. Smith),41,57
194,2,2:03.0,Defensive rebound by D. Smith,,41,57
195,2,2:03.0,Personal foul by B. Simmons (drawn by D. Powell),,41,57
196,2,2:03.0,D. Powell misses free throw 1 of 2,,41,57
197,2,2:03.0,Offensive rebound by Team,,41,57
198,2,2:03.0,D. Powell misses free throw 2 of 2,,41,57
199,2,2:01.0,,Defensive rebound by E. İlyasova,41,57
200,2,1:45.0,,B. Simmons makes 2-pt dunk at rim,41,59
201,2,1:32.0,Turnover by D. Smith (bad pass),,41,59
202,2,1:29.0,,Turnover by B. Simmons (bad pass; steal by D. Powell),41,59
203,2,1:22.0,D. Powell misses 3-pt jump shot from 27 ft,,41,59
204,2,1:20.0,Offensive rebound by D. Smith,,41,59
205,2,1:14.0,D. Smith makes 2-pt layup from 1 ft,,43,59
206,2,0:56.0,,D. Šarić makes 2-pt dunk at rim (assist by B. Simmons),43,61
207,2,0:44.0,D. McDermott makes 3-pt jump shot from 27 ft (assist by D. Smith),,46,61
208,2,0:29.0,,M. Fultz misses 2-pt jump shot from 8 ft,46,61
209,2,0:25.0,,Offensive rebound by B. Simmons,46,61
210,2,0:25.0,,Personal block foul by D. Smith (drawn by B. Simmons),46,61
211,2,0:25.0,,R. Holmes enters the game for D. Šarić,46,61
212,2,0:11.0,,Shooting foul by D. Powell (drawn by B. Simmons),46,61
213,2,0:11.0,,B. Simmons misses free throw 1 of 2,46,61
214,2,0:11.0,,Offensive rebound by Team,46,61
215,2,0:11.0,,R. Covington enters the game for M. Fultz,46,61
216,2,0:11.0,,B. Simmons misses free throw 2 of 2,46,61
217,2,0:10.0,Defensive rebound by D. McDermott,,46,61
218,2,0:00.0,D. Smith makes 2-pt jump shot from 21 ft,,48,61
219,3,11:41.0,J. Motley misses 2-pt jump shot from 16 ft,,48,61
220,3,11:38.0,,Defensive rebound by R. Covington,48,61
221,3,11:29.0,,J. Redick makes 2-pt jump shot from 21 ft (assist by A. Johnson),48,63
222,3,11:15.0,H. Barnes misses 3-pt jump shot from 23 ft,,48,63
223,3,11:11.0,,Defensive rebound by R. Covington,48,63
224,3,11:06.0,,D. Šarić misses 2-pt jump shot from 12 ft,48,63
225,3,11:04.0,Defensive rebound by D. Powell,,48,63
226,3,10:55.0,D. Finney-Smith makes 3-pt jump shot from 25 ft (assist by D. Smith),,51,63
227,3,10:53.0,,Philadelphia full timeout,51,63
228,3,10:29.0,,J. Redick makes 3-pt jump shot from 30 ft (assist by D. Šarić),51,66
229,3,10:08.0,D. Smith misses 3-pt jump shot from 23 ft,,51,66
230,3,10:04.0,Offensive rebound by J. Motley,,51,66
231,3,10:04.0,J. Motley misses 2-pt layup from 3 ft (block by R. Covington),,51,66
232,3,10:04.0,Offensive rebound by Team,,51,66
233,3,10:00.0,Turnover by D. Smith (lost ball; steal by R. Covington),,51,66
234,3,9:39.0,,B. Simmons misses 2-pt layup from 4 ft,51,66
235,3,9:31.0,,Offensive rebound by D. Šarić,51,66
236,3,9:31.0,,D. Šarić makes 2-pt layup at rim,51,68
237,3,9:19.0,H. Barnes misses 2-pt jump shot from 22 ft,,51,68
238,3,9:19.0,,Defensive rebound by A. Johnson,51,68
239,3,9:08.0,,R. Covington misses 3-pt jump shot from 27 ft,51,68
240,3,9:05.0,Defensive rebound by H. Barnes,,51,68
241,3,9:00.0,D. Smith makes 2-pt jump shot from 21 ft,,53,68
242,3,8:53.0,,Turnover by R. Covington (out of bounds lost ball),53,68
243,3,8:35.0,D. Finney-Smith misses 2-pt jump shot from 11 ft,,53,68
244,3,8:32.0,,Defensive rebound by A. Johnson,53,68
245,3,8:22.0,,B. Simmons misses 2-pt layup from 1 ft,53,68
246,3,8:20.0,Defensive rebound by J. Motley,,53,68
247,3,8:06.0,D. Smith makes 2-pt hook shot from 4 ft,,55,68
248,3,7:52.0,,J. Redick makes 2-pt jump shot from 21 ft,55,70
249,3,7:39.0,D. Smith misses 2-pt layup from 5 ft,,55,70
250,3,7:38.0,,Defensive rebound by J. Redick,55,70
251,3,7:33.0,,B. Simmons makes 2-pt layup from 2 ft,55,72
252,3,7:32.0,Dallas full timeout,,55,72
253,3,7:32.0,,M. Belinelli enters the game for J. Redick,55,72
254,3,7:12.0,H. Barnes makes 3-pt jump shot from 23 ft (assist by D. Smith),,58,72
255,3,7:10.0,,Philadelphia full timeout,58,72
256,3,6:57.0,,D. Šarić misses 3-pt jump shot from 28 ft,58,72
257,3,6:54.0,Defensive rebound by D. Smith,,58,72
258,3,6:35.0,Turnover by H. Barnes (bad pass; steal by B. Simmons),,58,72
259,3,6:31.0,,M. Belinelli misses 3-pt jump shot from 27 ft,58,72
260,3,6:30.0,Defensive rebound by D. Powell,,58,72
261,3,6:30.0,Personal foul by A. Johnson (drawn by D. Powell),,58,72
262,3,6:15.0,H. Barnes misses 2-pt jump shot from 2 ft,,58,72
263,3,6:08.0,Offensive rebound by J. Motley,,58,72
264,3,6:08.0,J. Motley makes 2-pt dunk at rim,,60,72
265,3,5:57.0,,Turnover by M. Belinelli (bad pass; steal by D. Finney-Smith),60,72
266,3,5:48.0,D. Smith makes 3-pt jump shot from 26 ft (assist by D. Powell),,63,72
267,3,5:32.0,,M. Belinelli makes 2-pt jump shot from 20 ft (assist by A. Johnson),63,74
268,3,5:15.0,D. Powell misses 3-pt jump shot from 25 ft,,63,74
269,3,5:13.0,,Defensive rebound by R. Covington,63,74
270,3,5:01.0,,M. Belinelli makes 2-pt layup from 1 ft (assist by D. Šarić),63,76
271,3,4:47.0,Personal foul by A. Johnson (drawn by D. Powell),,63,76
272,3,4:47.0,,R. Holmes enters the game for A. Johnson,63,76
273,3,4:47.0,,E. İlyasova enters the game for D. Šarić,63,76
274,3,4:35.0,Turnover by H. Barnes (bad pass; steal by M. Belinelli),,63,76
275,3,4:29.0,,Turnover by B. Simmons (bad pass),63,76
276,3,4:10.0,D. Smith misses 3-pt jump shot from 28 ft,,63,76
277,3,4:07.0,Offensive rebound by D. Powell,,63,76
278,3,4:07.0,Turnover by D. Powell (bad pass),,63,76
279,3,4:07.0,,M. Fultz enters the game for B. Simmons,63,76
280,3,3:59.0,,M. Belinelli misses 3-pt jump shot from 26 ft,63,76
281,3,3:55.0,,Offensive rebound by E. İlyasova,63,76
282,3,3:53.0,,M. Belinelli misses 2-pt jump shot from 17 ft,63,76
283,3,3:51.0,Defensive rebound by J. Motley,,63,76
284,3,3:41.0,D. Smith misses 2-pt layup from 2 ft,,63,76
285,3,3:38.0,,Defensive rebound by R. Holmes,63,76
286,3,3:38.0,,Personal foul by D. Smith (drawn by M. Fultz),63,76
287,3,3:38.0,,J. Redick enters the game for R. Covington,63,76
288,3,3:38.0,M. Kleber enters the game for J. Motley,,63,76
289,3,3:38.0,Y. Ferrell enters the game for D. Finney-Smith,,63,76
290,3,3:17.0,,R. Holmes makes 2-pt jump shot from 4 ft (assist by M. Belinelli),63,78
291,3,3:03.0,D. Powell makes 3-pt jump shot from 26 ft (assist by H. Barnes),,66,78
292,3,2:45.0,,E. İlyasova makes 2-pt jump shot from 3 ft (assist by M. Fultz),66,80
293,3,2:45.0,Violation by D. Powell (def goaltending),,66,80
294,3,2:29.0,Y. Ferrell makes 2-pt jump shot from 14 ft (assist by D. Powell),,68,80
295,3,2:11.0,,R. Holmes misses 2-pt jump shot from 5 ft,68,80
296,3,2:09.0,Defensive rebound by D. Powell,,68,80
297,3,2:02.0,H. Barnes makes 3-pt jump shot from 22 ft (assist by M. Kleber),,71,80
298,3,1:47.0,,M. Belinelli misses 2-pt jump shot from 20 ft,71,80
299,3,1:45.0,Defensive rebound by M. Kleber,,71,80
300,3,1:42.0,Personal foul by M. Belinelli (drawn by D. Powell),,71,80
301,3,1:34.0,H. Barnes makes 2-pt jump shot from 4 ft,,73,80
302,3,1:19.0,,Turnover by M. Fultz (bad pass; steal by D. Smith),73,80
303,3,1:19.0,Personal foul by M. Fultz (drawn by D. Smith),,73,80
304,3,1:19.0,D. Smith makes clear path free throw 1 of 2,,74,80
305,3,1:19.0,D. Smith misses clear path free throw 2 of 2,,74,80
306,3,1:19.0,Offensive rebound by Team,,74,80
307,3,1:10.0,M. Kleber makes 2-pt layup from 1 ft (assist by D. Powell),,76,80
308,3,0:51.0,,E. İlyasova makes 3-pt jump shot from 23 ft (assist by R. Holmes),76,83
309,3,0:33.0,D. Powell misses 2-pt layup from 4 ft,,76,83
310,3,0:30.0,,Defensive rebound by E. İlyasova,76,83
311,3,0:19.0,,M. Fultz misses 2-pt jump shot from 8 ft (block by D. Smith),76,83
312,3,0:16.0,,Offensive rebound by E. İlyasova,76,83
313,3,0:15.0,,E. İlyasova makes 2-pt layup from 1 ft,76,85
314,3,0:06.0,D. Powell misses 3-pt jump shot from 26 ft,,76,85
315,3,0:02.0,,Defensive rebound by E. İlyasova,76,85
316,3,0:01.0,,E. İlyasova misses 3-pt jump shot from 35 ft,76,85
317,3,0:01.0,,Offensive rebound by Team,76,85
318,4,11:43.0,,M. Fultz makes 2-pt jump shot from 14 ft,76,87
319,4,11:27.0,D. Finney-Smith misses 2-pt layup from 2 ft,,76,87
320,4,11:27.0,,Defensive rebound by R. Holmes,76,87
321,4,11:10.0,,M. Fultz misses 2-pt layup from 4 ft,76,87
322,4,11:06.0,,Offensive rebound by E. İlyasova,76,87
323,4,11:06.0,,E. İlyasova makes 2-pt layup at rim,76,89
324,4,10:57.0,D. McDermott misses 3-pt jump shot from 25 ft,,76,89
325,4,10:54.0,,Defensive rebound by E. İlyasova,76,89
326,4,10:44.0,,J. Redick misses 2-pt jump shot from 20 ft,76,89
327,4,10:44.0,Defensive rebound by K. Collinsworth,,76,89
328,4,10:34.0,Y. Ferrell misses 2-pt jump shot from 19 ft,,76,89
329,4,10:28.0,Offensive rebound by M. Kleber,,76,89
330,4,10:27.0,M. Kleber makes 2-pt layup from 1 ft,,78,89
331,4,10:19.0,,Shooting foul by Y. Ferrell (drawn by J. Redick),78,89
332,4,10:19.0,,J. Redick makes free throw 1 of 2,78,90
333,4,10:19.0,,J. Redick makes free throw 2 of 2,78,91
334,4,10:06.0,M. Kleber misses 3-pt jump shot from 26 ft,,78,91
335,4,10:04.0,,Defensive rebound by J. Redick,78,91
336,4,9:58.0,,J. Redick misses 3-pt jump shot from 26 ft,78,91
337,4,9:56.0,Defensive rebound by Team,,78,91
338,4,9:56.0,,Loose ball foul by E. İlyasova (drawn by K. Collinsworth),78,91
339,4,9:45.0,D. McDermott misses 3-pt jump shot from 26 ft,,78,91
340,4,9:41.0,Offensive rebound by D. Finney-Smith,,78,91
341,4,9:39.0,D. McDermott misses 3-pt jump shot from 26 ft,,78,91
342,4,9:35.0,Offensive rebound by M. Kleber,,78,91
343,4,9:32.0,D. Finney-Smith misses 3-pt jump shot from 27 ft,,78,91
344,4,9:30.0,,Defensive rebound by E. İlyasova,78,91
345,4,9:27.0,,Shooting foul by D. Finney-Smith (drawn by R. Covington),78,91
346,4,9:27.0,,R. Covington makes free throw 1 of 2,78,92
347,4,9:27.0,,M. Belinelli enters the game for J. Redick,78,92
348,4,9:27.0,,R. Covington makes free throw 2 of 2,78,93
349,4,9:19.0,M. Kleber misses 3-pt jump shot from 27 ft,,78,93
350,4,9:14.0,Offensive rebound by K. Collinsworth,,78,93
351,4,9:11.0,Y. Ferrell misses 3-pt jump shot from 26 ft,,78,93
352,4,9:09.0,,Defensive rebound by E. İlyasova,78,93
353,4,9:05.0,,M. Fultz misses 2-pt layup from 7 ft (block by K. Collinsworth),78,93
354,4,9:05.0,,Offensive rebound by Team,78,93
355,4,9:05.0,,B. Simmons enters the game for M. Fultz,78,93
356,4,9:05.0,,D. Šarić enters the game for R. Holmes,78,93
357,4,9:02.0,,E. İlyasova misses 3-pt jump shot from 26 ft,78,93
358,4,8:57.0,Defensive rebound by D. Finney-Smith,,78,93
359,4,8:51.0,D. McDermott misses 3-pt jump shot from 22 ft,,78,93
360,4,8:47.0,,Defensive rebound by R. Covington,78,93
361,4,8:45.0,,R. Covington makes 2-pt dunk at rim,78,95
362,4,8:44.0,Dallas full timeout,,78,95
363,4,8:44.0,D. Smith enters the game for K. Collinsworth,,78,95
364,4,8:44.0,H. Barnes enters the game for D. Finney-Smith,,78,95
365,4,8:31.0,D. Smith misses 2-pt jump shot from 17 ft,,78,95
366,4,8:27.0,,Defensive rebound by B. Simmons,78,95
367,4,8:13.0,,R. Covington misses 3-pt jump shot from 26 ft,78,95
368,4,8:10.0,,Offensive rebound by M. Belinelli,78,95
369,4,8:04.0,,Turnover by M. Belinelli (bad pass; steal by Y. Ferrell),78,95
370,4,8:00.0,D. Smith makes 2-pt layup from 4 ft (assist by Y. Ferrell),,80,95
371,4,7:42.0,,M. Belinelli misses 2-pt layup from 6 ft,80,95
372,4,7:40.0,Defensive rebound by M. Kleber,,80,95
373,4,7:21.0,H. Barnes misses 2-pt hook shot from 8 ft,,80,95
374,4,7:19.0,,Defensive rebound by R. Covington,80,95
375,4,7:09.0,,D. Šarić misses 2-pt jump shot from 19 ft,80,95
376,4,7:05.0,Defensive rebound by D. McDermott,,80,95
377,4,7:00.0,Personal foul by D. Šarić (drawn by M. Kleber),,80,95
378,4,7:00.0,,J. Redick enters the game for E. İlyasova,80,95
379,4,6:50.0,H. Barnes misses 3-pt jump shot from 26 ft,,80,95
380,4,6:45.0,,Defensive rebound by R. Covington,80,95
381,4,6:37.0,,M. Belinelli makes 2-pt layup from 1 ft (assist by B. Simmons),80,97
