,QUARTER,TIME_REMAINING,DENVER_ACTION,WASHINGTON_ACTION,DENVER_SCORE,WASHINGTON_SCORE
47,1,5:15.0,J. Murray makes 2-pt layup from 1 ft,,16,11
48,1,5:15.0,Shooting foul by M. Morris (drawn by J. Murray),,16,11
49,1,5:15.0,J. Murray makes free throw 1 of 1,,17,11
50,1,4:58.0,,M. Morris misses 3-pt jump shot from 23 ft,17,11
51,1,4:56.0,Defensive rebound by Team,,17,11
52,1,4:56.0,D. Harris enters the game for W. Barton,,17,11
53,1,4:39.0,W. Chandler misses 3-pt jump shot from 23 ft,,17,11
54,1,4:36.0,,Defensive rebound by M. Morris,17,11
55,1,4:30.0,,B. Beal makes 2-pt jump shot from 12 ft,17,13
56,1,4:10.0,D. Harris misses 3-pt jump shot from 25 ft,,17,13
57,1,4:07.0,Offensive rebound by Team,,17,13
58,1,4:07.0,,K. Oubre enters the game for O. Porter,17,13
59,1,4:07.0,,R. Sessions enters the game for T. Satoranský,17,13
60,1,3:56.0,J. Murray makes 2-pt jump shot from 10 ft,,19,13
61,1,3:36.0,,B. Beal makes 3-pt jump shot from 25 ft (assist by M. Gortat),19,16
62,1,3:17.0,P. Millsap misses 2-pt jump shot from 12 ft,,19,16
63,1,3:15.0,,Defensive rebound by K. Oubre,19,16
64,1,3:06.0,,Turnover by M. Morris (bad pass),19,16
65,1,3:06.0,,I. Mahinmi enters the game for M. Gortat,19,16
66,1,3:06.0,N. Jokić enters the game for P. Millsap,,19,16
67,1,2:49.0,N. Jokić misses 3-pt jump shot from 25 ft,,19,16
68,1,2:46.0,,Defensive rebound by M. Morris,19,16
69,1,2:35.0,,Personal foul by J. Murray (drawn by R. Sessions),19,16
70,1,2:35.0,Denver full timeout,,19,16
71,1,2:35.0,,M. Scott enters the game for M. Morris,19,16
72,1,2:35.0,W. Barton enters the game for W. Chandler,,19,16
73,1,2:35.0,T. Craig enters the game for J. Murray,,19,16
74,1,2:29.0,,B. Beal misses 3-pt jump shot from 25 ft,19,16
75,1,2:26.0,Defensive rebound by W. Barton,,19,16
76,1,2:06.0,N. Jokić misses 2-pt hook shot from 11 ft,,19,16
77,1,2:04.0,,Defensive rebound by M. Scott,19,16
78,1,1:58.0,,I. Mahinmi misses 2-pt layup from 2 ft (block by M. Plumlee),19,16
79,1,1:58.0,,Offensive rebound by Team,19,16
80,1,1:56.0,,M. Scott misses 2-pt layup at rim,19,16
81,1,1:54.0,Defensive rebound by M. Plumlee,,19,16
82,1,1:52.0,Personal foul by B. Beal (drawn by T. Craig),,19,16
83,1,1:52.0,T. Craig makes clear path free throw 1 of 2,,21,16
84,1,1:52.0,T. Craig makes clear path free throw 2 of 2,,21,16
85,1,1:37.0,N. Jokić makes 2-pt hook shot from 4 ft,,23,16
86,1,1:12.0,,B. Beal misses 2-pt jump shot from 16 ft,23,16
87,1,1:10.0,Defensive rebound by M. Plumlee,,23,16
88,1,1:02.0,N. Jokić misses 3-pt jump shot from 26 ft,,23,16
89,1,1:00.0,,Defensive rebound by M. Scott,23,16
90,1,0:49.0,,K. Oubre misses 2-pt jump shot from 14 ft,23,16
91,1,0:46.0,Defensive rebound by N. Jokić,,23,16
92,1,0:34.0,D. Harris misses 2-pt jump shot from 17 ft,,23,16
93,1,0:31.0,,Defensive rebound by I. Mahinmi,23,16
94,1,0:13.0,,Offensive foul by I. Mahinmi (drawn by N. Jokić),23,16
95,1,0:13.0,,Turnover by I. Mahinmi (offensive foul),23,16
96,1,0:01.0,W. Barton misses 2-pt layup from 7 ft (block by K. Oubre),,23,16
97,1,0:00.0,Offensive rebound by M. Plumlee,,23,16
98,2,11:39.0,,R. Sessions misses 2-pt layup from 1 ft,23,16
99,2,11:36.0,,Offensive rebound by I. Mahinmi,23,16
100,2,11:36.0,,I. Mahinmi makes 2-pt layup at rim,23,18
101,2,11:25.0,D. Harris misses 2-pt layup from 3 ft,,23,18
102,2,11:23.0,,Defensive rebound by M. Scott,23,18
103,2,11:21.0,,Shooting foul by T. Craig (drawn by R. Sessions),23,18
104,2,11:21.0,,R. Sessions misses free throw 1 of 2,23,18
105,2,11:21.0,,Offensive rebound by Team,23,18
106,2,11:21.0,,R. Sessions makes free throw 2 of 2,23,19
107,2,11:11.0,N. Jokić misses 2-pt jump shot from 20 ft,,23,19
108,2,11:07.0,,Defensive rebound by R. Sessions,23,19
109,2,11:00.0,,I. Mahinmi makes 2-pt dunk from 1 ft (assist by R. Sessions),23,21
110,2,10:40.0,D. Harris misses 2-pt layup from 3 ft,,23,21
111,2,10:39.0,,Defensive rebound by M. Scott,23,21
112,2,10:39.0,,Personal foul by M. Plumlee (drawn by M. Scott),23,21
113,2,10:28.0,,K. Oubre misses 2-pt layup from 7 ft,23,21
114,2,10:24.0,Defensive rebound by D. Harris,,23,21
115,2,10:20.0,T. Craig makes 2-pt layup from 2 ft (assist by W. Barton),,25,21
116,2,10:05.0,,M. Scott misses 3-pt jump shot from 23 ft,25,21
117,2,10:03.0,Defensive rebound by N. Jokić,,25,21
118,2,9:58.0,T. Craig makes 2-pt dunk from 1 ft (assist by M. Plumlee),,27,21
119,2,9:57.0,,Washington full timeout,27,21
120,2,9:41.0,,Personal foul by M. Plumlee (drawn by I. Mahinmi),27,21
121,2,9:36.0,,K. Oubre makes 3-pt jump shot from 25 ft (assist by R. Sessions),27,24
122,2,9:17.0,T. Craig makes 3-pt jump shot from 26 ft (assist by M. Plumlee),,30,24
123,2,8:54.0,,I. Mahinmi makes 2-pt layup from 1 ft (assist by K. Oubre),30,26
124,2,8:46.0,Personal foul by K. Oubre (drawn by W. Barton),,30,26
125,2,8:46.0,W. Chandler enters the game for W. Barton,,30,26
126,2,8:46.0,J. Murray enters the game for M. Plumlee,,30,26
127,2,8:39.0,D. Harris makes 2-pt jump shot from 12 ft,,32,26
128,2,8:23.0,,I. Mahinmi makes 2-pt hook shot from 5 ft (assist by R. Sessions),32,28
129,2,8:07.0,N. Jokić makes 2-pt jump shot from 3 ft (assist by D. Harris),,34,28
130,2,7:53.0,,Personal foul by D. Harris (drawn by R. Sessions),34,28
131,2,7:53.0,P. Millsap enters the game for N. Jokić,,34,28
132,2,7:47.0,,Offensive foul by I. Mahinmi (drawn by J. Murray),34,28
133,2,7:47.0,,Turnover by I. Mahinmi (offensive foul),34,28
134,2,7:35.0,Turnover by P. Millsap (out of bounds lost ball),,34,28
135,2,7:35.0,,M. Morris enters the game for I. Mahinmi,34,28
136,2,7:27.0,,R. Sessions makes 2-pt layup from 1 ft,34,30
137,2,7:16.0,J. Murray makes 2-pt layup from 2 ft (assist by T. Craig),,36,30
138,2,7:16.0,Shooting foul by K. Oubre (drawn by J. Murray),,36,30
139,2,7:16.0,,B. Beal enters the game for R. Sessions,36,30
140,2,7:16.0,J. Murray makes free throw 1 of 1,,37,30
141,2,6:52.0,,M. Morris misses 2-pt jump shot from 16 ft (block by P. Millsap),37,30
142,2,6:49.0,Defensive rebound by J. Murray,,37,30
143,2,6:46.0,J. Murray misses 3-pt jump shot from 27 ft,,37,30
144,2,6:39.0,Offensive rebound by W. Chandler,,37,30
145,2,6:39.0,W. Chandler misses 2-pt layup at rim,,37,30
146,2,6:39.0,,Defensive rebound by K. Oubre,37,30
147,2,6:39.0,,Personal foul by T. Craig (drawn by K. Oubre),37,30
148,2,6:39.0,,K. Oubre makes free throw 1 of 2,37,31
149,2,6:39.0,,O. Porter enters the game for M. Scott,37,31
150,2,6:39.0,,K. Oubre misses free throw 2 of 2,37,31
151,2,6:36.0,Defensive rebound by T. Craig,,37,31
152,2,6:30.0,Turnover by J. Murray (bad pass; steal by M. Morris),,37,31
153,2,6:28.0,,Shooting foul by P. Millsap (drawn by M. Morris),37,31
154,2,6:28.0,,M. Morris makes free throw 1 of 2,37,32
155,2,6:28.0,,M. Morris makes free throw 2 of 2,37,33
156,2,6:12.0,J. Murray misses 2-pt layup from 3 ft,,37,33
157,2,6:10.0,,Defensive rebound by K. Oubre,37,33
158,2,6:05.0,,J. Meeks misses 3-pt jump shot from 25 ft,37,33
159,2,6:00.0,Defensive rebound by T. Craig,,37,33
160,2,5:46.0,,M. Gortat enters the game for J. Meeks,37,33
161,2,5:46.0,N. Jokić enters the game for T. Craig,,37,33
162,2,5:39.0,P. Millsap makes 2-pt hook shot from 2 ft (assist by J. Murray),,39,33
163,2,5:18.0,,O. Porter makes 2-pt jump shot from 14 ft (assist by B. Beal),39,35
164,2,5:03.0,J. Murray makes 3-pt jump shot from 25 ft (assist by W. Chandler),,42,35
165,2,4:52.0,,K. Oubre misses 2-pt jump shot from 17 ft,42,35
166,2,4:48.0,,Offensive rebound by M. Gortat,42,35
167,2,4:47.0,,Turnover by K. Oubre (lost ball; steal by P. Millsap),42,35
168,2,4:40.0,W. Chandler misses 3-pt jump shot from 26 ft,,42,35
169,2,4:37.0,Offensive rebound by J. Murray,,42,35
170,2,4:34.0,J. Murray misses 3-pt jump shot from 25 ft,,42,35
171,2,4:31.0,Offensive rebound by Team,,42,35
172,2,4:31.0,W. Barton enters the game for D. Harris,,42,35
173,2,4:11.0,N. Jokić makes 3-pt jump shot from 24 ft (assist by J. Murray),,45,35
174,2,3:43.0,,M. Morris misses 2-pt layup from 1 ft (block by N. Jokić),45,35
175,2,3:41.0,Defensive rebound by W. Barton,,45,35
176,2,3:39.0,J. Murray makes 3-pt jump shot from 29 ft (assist by W. Barton),,48,35
177,2,3:39.0,,Washington full timeout,48,35
178,2,3:39.0,,T. Satoranský enters the game for K. Oubre,48,35
179,2,3:21.0,,T. Satoranský makes 2-pt layup from 1 ft (assist by B. Beal),48,37
180,2,3:00.0,J. Murray misses 3-pt jump shot from 25 ft,,48,37
181,2,2:59.0,,Defensive rebound by B. Beal,48,37
182,2,2:54.0,,B. Beal makes 3-pt jump shot from 27 ft,48,40
183,2,2:38.0,N. Jokić misses 2-pt jump shot from 11 ft,,48,40
184,2,2:36.0,,Defensive rebound by M. Morris,48,40
185,2,2:27.0,,M. Morris makes 2-pt jump shot from 15 ft (assist by B. Beal),48,42
186,2,2:16.0,Denver full timeout,,48,42
187,2,2:04.0,N. Jokić makes 2-pt jump shot from 17 ft (assist by P. Millsap),,50,42
188,2,1:48.0,,Personal foul by W. Chandler (drawn by M. Gortat),50,42
189,2,1:48.0,,M. Gortat misses free throw 1 of 2,50,42
190,2,1:48.0,,Offensive rebound by Team,50,42
191,2,1:48.0,,M. Gortat makes free throw 2 of 2,50,43
192,2,1:28.0,W. Barton misses 2-pt jump shot from 6 ft,,50,43
193,2,1:25.0,,Defensive rebound by M. Morris,50,43
194,2,1:18.0,,B. Beal misses 2-pt layup from 4 ft (block by J. Murray),50,43
195,2,1:18.0,Defensive rebound by J. Murray,,50,43
196,2,1:18.0,Personal foul by B. Beal (drawn by J. Murray),,50,43
197,2,1:18.0,M. Plumlee enters the game for P. Millsap,,50,43
198,2,1:04.0,N. Jokić misses 2-pt layup from 4 ft,,50,43
199,2,1:01.0,Offensive rebound by J. Murray,,50,43
200,2,0:51.0,J. Murray misses 2-pt dunk from 1 ft,,50,43
201,2,0:48.0,Offensive rebound by W. Chandler,,50,43
202,2,0:47.0,J. Murray misses 3-pt jump shot from 26 ft,,50,43
203,2,0:42.0,Offensive rebound by W. Chandler,,50,43
204,2,0:41.0,Turnover by W. Chandler (lost ball; steal by M. Morris),,50,43
205,2,0:35.0,,Turnover by B. Beal (bad pass),50,43
206,2,0:31.0,W. Chandler makes 2-pt layup from 2 ft (assist by N. Jokić),,52,43
207,2,0:09.0,,Turnover by B. Beal (out of bounds lost ball),52,43
208,2,0:02.0,W. Barton makes 3-pt jump shot from 26 ft,,55,43
209,2,0:01.0,,B. Beal misses 3-pt jump shot from 50 ft (block by M. Plumlee),55,43
210,2,0:01.0,,Offensive rebound by Team,55,43
211,3,11:46.0,,Personal foul by P. Millsap (drawn by M. Morris),55,43
212,3,11:34.0,,M. Gortat makes 2-pt hook shot from 11 ft,55,45
213,3,11:14.0,N. Jokić misses 2-pt hook shot from 11 ft,,55,45
214,3,11:12.0,Offensive rebound by J. Murray,,55,45
215,3,11:09.0,J. Murray misses 2-pt jump shot from 12 ft,,55,45
216,3,11:05.0,,Defensive rebound by M. Morris,55,45
217,3,11:02.0,,Turnover by B. Beal (out of bounds lost ball),55,45
218,3,10:46.0,W. Chandler misses 2-pt hook shot from 6 ft,,55,45
219,3,10:44.0,,Defensive rebound by M. Gortat,55,45
220,3,10:32.0,,O. Porter misses 2-pt layup from 5 ft (block by W. Chandler),55,45
221,3,10:32.0,,Offensive rebound by O. Porter,55,45
222,3,10:32.0,,Turnover by O. Porter (step out of bounds),55,45
223,3,10:17.0,N. Jokić makes 3-pt jump shot from 25 ft (assist by P. Millsap),,58,45
224,3,9:58.0,,M. Morris makes 2-pt jump shot from 14 ft (assist by T. Satoranský),58,47
225,3,9:46.0,N. Jokić makes 3-pt jump shot from 25 ft (assist by J. Murray),,61,47
226,3,9:23.0,,O. Porter makes 3-pt jump shot from 26 ft (assist by M. Morris),61,50
227,3,9:07.0,W. Chandler misses 2-pt layup from 2 ft,,61,50
228,3,9:03.0,,Defensive rebound by M. Gortat,61,50
229,3,9:01.0,,B. Beal misses 3-pt jump shot from 27 ft,61,50
230,3,8:58.0,Defensive rebound by J. Murray,,61,50
231,3,8:39.0,N. Jokić misses 2-pt hook shot from 9 ft,,61,50
232,3,8:39.0,,Defensive rebound by O. Porter,61,50
233,3,8:39.0,,Personal foul by N. Jokić (drawn by O. Porter),61,50
234,3,8:21.0,,O. Porter makes 3-pt jump shot from 24 ft (assist by M. Gortat),61,53
235,3,8:20.0,Denver full timeout,,61,53
236,3,7:56.0,W. Barton makes 3-pt jump shot from 27 ft,,64,53
237,3,7:38.0,,O. Porter misses 3-pt jump shot from 25 ft,64,53
238,3,7:35.0,Defensive rebound by W. Barton,,64,53
239,3,7:29.0,Personal foul by M. Gortat (drawn by N. Jokić),,64,53
240,3,7:17.0,P. Millsap misses 2-pt jump shot from 18 ft,,64,53
241,3,7:12.0,,Defensive rebound by T. Satoranský,64,53
242,3,6:56.0,,Shooting foul by W. Chandler (drawn by M. Morris),64,53
243,3,6:56.0,,M. Morris makes free throw 1 of 2,64,54
244,3,6:56.0,,M. Morris makes free throw 2 of 2,64,55
245,3,6:43.0,W. Barton misses 3-pt jump shot from 26 ft,,64,55
246,3,6:40.0,,Defensive rebound by T. Satoranský,64,55
247,3,6:33.0,,M. Morris makes 3-pt jump shot from 26 ft (assist by M. Gortat),64,58
248,3,6:19.0,N. Jokić makes 2-pt jump shot from 12 ft (assist by W. Barton),,66,58
249,3,6:04.0,,M. Morris makes 2-pt jump shot from 14 ft,66,60
250,3,5:47.0,Personal foul by O. Porter (drawn by N. Jokić),,66,60
251,3,5:36.0,J. Murray misses 3-pt jump shot from 26 ft,,66,60
252,3,5:32.0,,Defensive rebound by M. Gortat,66,60
253,3,5:21.0,,O. Porter misses 2-pt jump shot from 12 ft,66,60
254,3,5:15.0,Defensive rebound by N. Jokić,,66,60
255,3,5:04.0,Turnover by P. Millsap (palming),,66,60
256,3,5:04.0,M. Plumlee enters the game for N. Jokić,,66,60
257,3,5:04.0,D. Harris enters the game for J. Murray,,66,60
258,3,4:49.0,,M. Morris makes 2-pt jump shot from 8 ft (assist by T. Satoranský),66,62
259,3,4:34.0,D. Harris makes 2-pt layup from 2 ft,,68,62
260,3,4:18.0,,B. Beal makes 3-pt jump shot from 26 ft (assist by T. Satoranský),68,65
261,3,4:03.0,M. Plumlee makes 2-pt dunk from 1 ft (assist by D. Harris),,70,65
262,3,3:50.0,,Offensive foul by M. Morris (drawn by D. Harris),70,65
263,3,3:50.0,,Turnover by M. Morris (offensive foul),70,65
264,3,3:26.0,M. Plumlee misses 2-pt jump shot from 17 ft,,70,65
265,3,3:23.0,,Defensive rebound by T. Satoranský,70,65
266,3,3:12.0,,O. Porter misses 3-pt jump shot from 25 ft,70,65
267,3,3:07.0,,Offensive rebound by B. Beal,70,65
268,3,2:56.0,,M. Morris misses 3-pt jump shot from 26 ft,70,65
269,3,2:52.0,Defensive rebound by W. Barton,,70,65
270,3,2:50.0,Turnover by W. Barton (bad pass),,70,65
271,3,2:50.0,,Washington full timeout,70,65
272,3,2:50.0,,K. Oubre enters the game for O. Porter,70,65
273,3,2:50.0,,R. Sessions enters the game for T. Satoranský,70,65
274,3,2:50.0,N. Jokić enters the game for P. Millsap,,70,65
275,3,2:50.0,Violation by W. Chandler (kicked ball),,70,65
276,3,2:41.0,,M. Gortat makes 2-pt hook shot from 7 ft (assist by M. Morris),70,67
277,3,2:24.0,N. Jokić makes 2-pt jump shot from 9 ft,,72,67
278,3,2:05.0,,K. Oubre makes 3-pt jump shot from 24 ft (assist by M. Morris),72,70
279,3,1:43.0,Turnover by N. Jokić (bad pass),,72,70
280,3,1:43.0,J. Murray enters the game for W. Barton,,72,70
281,3,1:43.0,T. Craig enters the game for W. Chandler,,72,70
282,3,1:34.0,,B. Beal makes 3-pt jump shot from 26 ft (assist by K. Oubre),72,73
283,3,1:12.0,D. Harris makes 3-pt jump shot from 26 ft (assist by N. Jokić),,75,73
284,3,1:02.0,,B. Beal makes 3-pt jump shot from 27 ft (assist by R. Sessions),75,76
285,3,1:00.0,Denver full timeout,,75,76
286,3,1:00.0,,I. Mahinmi enters the game for M. Gortat,75,76
287,3,0:41.0,D. Harris makes 3-pt jump shot from 25 ft (assist by N. Jokić),,78,76
288,3,0:32.0,,Turnover by B. Beal (out of bounds lost ball),78,76
289,3,0:23.0,N. Jokić misses 3-pt jump shot from 26 ft,,78,76
290,3,0:18.0,,Defensive rebound by B. Beal,78,76
291,3,0:01.0,,K. Oubre misses 3-pt jump shot from 23 ft,78,76
292,3,0:01.0,Defensive rebound by Team,,78,76
293,4,11:43.0,N. Jokić makes 2-pt jump shot from 16 ft,,80,76
294,4,11:28.0,,Offensive foul by I. Mahinmi (drawn by W. Chandler),80,76
295,4,11:28.0,,Turnover by I. Mahinmi (offensive foul),80,76
296,4,11:12.0,D. Harris misses 3-pt jump shot from 24 ft,,80,76
297,4,11:07.0,,Defensive rebound by I. Mahinmi,80,76
298,4,11:06.0,,Turnover by I. Mahinmi (lost ball; steal by J. Murray),80,76
299,4,10:58.0,Turnover by J. Murray (turnover; steal by K. Oubre),,80,76
300,4,10:46.0,,R. Sessions misses 2-pt jump shot from 9 ft,80,76
301,4,10:41.0,,Offensive rebound by I. Mahinmi,80,76
302,4,10:41.0,,I. Mahinmi misses 2-pt layup at rim,80,76
303,4,10:40.0,Defensive rebound by N. Jokić,,80,76
304,4,10:32.0,D. Harris misses 2-pt layup from 6 ft,,80,76
305,4,10:29.0,,Defensive rebound by R. Sessions,80,76
306,4,10:21.0,,K. Oubre makes 3-pt jump shot from 25 ft,80,79
307,4,10:07.0,J. Murray misses 2-pt layup from 5 ft,,80,79
308,4,10:04.0,,Defensive rebound by J. Meeks,80,79
309,4,9:55.0,,I. Mahinmi misses 2-pt layup from 1 ft,80,79
310,4,9:53.0,Defensive rebound by N. Jokić,,80,79
311,4,9:42.0,W. Chandler makes 2-pt hook shot from 4 ft (assist by N. Jokić),,82,79
312,4,9:28.0,,M. Scott misses 2-pt jump shot from 10 ft,82,79
313,4,9:25.0,Defensive rebound by T. Craig,,82,79
314,4,9:13.0,Shooting foul by I. Mahinmi (drawn by W. Chandler),,82,79
315,4,9:13.0,W. Chandler misses free throw 1 of 2,,82,79
316,4,9:13.0,Offensive rebound by Team,,82,79
317,4,9:13.0,W. Chandler makes free throw 2 of 2,,83,79
318,4,8:59.0,,Turnover by M. Scott (bad pass),83,79
319,4,8:59.0,M. Plumlee enters the game for N. Jokić,,83,79
320,4,8:46.0,W. Chandler misses 3-pt jump shot from 27 ft,,83,79
321,4,8:43.0,,Defensive rebound by I. Mahinmi,83,79
322,4,8:37.0,,R. Sessions makes 2-pt layup from 2 ft (assist by I. Mahinmi),83,81
323,4,8:19.0,T. Craig makes 2-pt layup from 1 ft (assist by M. Plumlee),,85,81
324,4,8:17.0,,Washington full timeout,85,81
325,4,8:17.0,,B. Beal enters the game for J. Meeks,85,81
326,4,8:17.0,,O. Porter enters the game for M. Scott,85,81
327,4,8:17.0,W. Barton enters the game for J. Murray,,85,81
328,4,7:59.0,,K. Oubre misses 3-pt jump shot from 27 ft,85,81
329,4,7:54.0,Defensive rebound by T. Craig,,85,81
330,4,7:40.0,M. Plumlee makes 2-pt dunk from 1 ft (assist by D. Harris),,87,81
331,4,7:24.0,,B. Beal misses 2-pt jump shot from 13 ft,87,81
332,4,7:22.0,Defensive rebound by M. Plumlee,,87,81
333,4,7:22.0,Turnover by M. Plumlee (out of bounds lost ball),,87,81
334,4,7:22.0,,M. Morris enters the game for R. Sessions,87,81
335,4,7:22.0,,T. Satoranský enters the game for I. Mahinmi,87,81
336,4,7:15.0,,Shooting foul by W. Chandler (drawn by K. Oubre),87,81
337,4,7:15.0,,K. Oubre misses free throw 1 of 2,87,81
338,4,7:15.0,,Offensive rebound by Team,87,81
339,4,7:15.0,,K. Oubre makes free throw 2 of 2,87,82
340,4,7:03.0,W. Barton misses 2-pt layup from 3 ft (block by M. Morris),,87,82
341,4,7:02.0,,Defensive rebound by T. Satoranský,87,82
342,4,6:56.0,,T. Satoranský makes 2-pt layup from 1 ft (assist by O. Porter),87,84
343,4,6:56.0,Violation by M. Plumlee (def goaltending),,87,84
344,4,6:38.0,W. Chandler misses 2-pt jump shot from 9 ft,,87,84
345,4,6:36.0,,Defensive rebound by O. Porter,87,84
346,4,6:29.0,,M. Morris makes 2-pt jump shot from 16 ft (assist by T. Satoranský),87,86
347,4,6:16.0,W. Barton makes 3-pt jump shot from 26 ft,,90,86
348,4,5:55.0,N. Jokić enters the game for M. Plumlee,,90,86
349,4,5:55.0,J. Murray enters the game for D. Harris,,90,86
350,4,5:52.0,,M. Morris misses 2-pt jump shot from 16 ft,90,86
351,4,5:48.0,Defensive rebound by W. Barton,,90,86
352,4,5:37.0,Shooting foul by M. Morris (drawn by W. Barton),,90,86
353,4,5:37.0,W. Barton makes free throw 1 of 2,,91,86
354,4,5:37.0,W. Barton makes free throw 2 of 2,,92,86
355,4,5:18.0,,B. Beal makes 2-pt jump shot from 13 ft,92,88
356,4,5:00.0,T. Craig misses 2-pt layup from 1 ft,,92,88
357,4,4:58.0,,Defensive rebound by M. Morris,92,88
358,4,4:48.0,,T. Satoranský makes 3-pt jump shot from 25 ft (assist by O. Porter),92,91
359,4,4:48.0,Denver full timeout,,92,91
360,4,4:48.0,D. Harris enters the game for T. Craig,,92,91
361,4,4:36.0,Offensive foul by N. Jokić (drawn by T. Satoranský),,92,91
362,4,4:36.0,Turnover by N. Jokić (offensive foul),,92,91
363,4,4:21.0,,O. Porter makes 2-pt jump shot from 9 ft (assist by B. Beal),92,93
364,4,4:06.0,J. Murray makes 3-pt jump shot from 25 ft (assist by N. Jokić),,95,93
365,4,3:49.0,,M. Morris misses 2-pt jump shot from 17 ft,95,93
366,4,3:46.0,Defensive rebound by W. Chandler,,95,93
367,4,3:32.0,N. Jokić makes 2-pt hook shot from 2 ft,,97,93
368,4,3:10.0,,K. Oubre makes 2-pt layup from 2 ft (assist by M. Morris),97,95
369,4,2:54.0,Personal foul by M. Morris (drawn by J. Murray),,97,95
370,4,2:54.0,,M. Gortat enters the game for T. Satoranský,97,95
371,4,2:46.0,J. Murray misses 3-pt jump shot from 26 ft,,97,95
372,4,2:44.0,,Defensive rebound by K. Oubre,97,95
373,4,2:28.0,,B. Beal misses 2-pt jump shot from 19 ft,97,95
374,4,2:25.0,Defensive rebound by N. Jokić,,97,95
375,4,2:02.0,J. Murray misses 2-pt jump shot from 9 ft,,97,95
376,4,1:59.0,,Defensive rebound by M. Morris,97,95
377,4,1:39.0,,B. Beal misses 2-pt jump shot from 4 ft,97,95
378,4,1:37.0,Defensive rebound by N. Jokić,,97,95
379,4,1:22.0,W. Barton makes 3-pt jump shot from 26 ft (assist by D. Harris),,100,95
380,4,1:21.0,,Washington full timeout,100,95
381,4,1:21.0,T. Craig enters the game for N. Jokić,,100,95
382,4,1:21.0,M. Plumlee enters the game for J. Murray,,100,95
383,4,1:14.0,,K. Oubre misses 3-pt jump shot from 23 ft (block by W. Barton),100,95
