,QUARTER,TIME_REMAINING,UTAH_ACTION,WASHINGTON_ACTION,UTAH_SCORE,WASHINGTON_SCORE
142,2,3:52.0,Personal foul by O. Porter (drawn by R. O'Neale),,42,47
143,2,3:52.0,R. Hood enters the game for T. Sefolosha,,42,47
144,2,3:52.0,J. Johnson enters the game for R. O'Neale,,42,47
145,2,3:37.0,J. Johnson misses 2-pt jump shot from 20 ft,,42,47
146,2,3:37.0,,Defensive rebound by Team,42,47
147,2,3:37.0,Turnover by Team (shot clock),,42,47
148,2,3:27.0,,Offensive foul by M. Morris (drawn by E. Udoh),42,47
149,2,3:27.0,,Turnover by M. Morris (offensive foul),42,47
150,2,3:27.0,Utah full timeout,,42,47
151,2,3:10.0,R. Rubio misses 3-pt jump shot from 27 ft,,42,47
152,2,3:08.0,,Defensive rebound by O. Porter,42,47
153,2,2:54.0,,J. Wall misses 2-pt jump shot from 17 ft,42,47
154,2,2:54.0,Defensive rebound by J. Ingles,,42,47
155,2,2:45.0,R. Hood makes 2-pt jump shot from 8 ft (assist by J. Ingles),,44,47
156,2,2:20.0,,Shooting foul by E. Udoh (drawn by B. Beal),44,47
157,2,2:20.0,,B. Beal makes free throw 1 of 2,44,48
158,2,2:20.0,,M. Gortat enters the game for K. Oubre,44,48
159,2,2:20.0,,B. Beal misses free throw 2 of 2,44,48
160,2,2:18.0,Defensive rebound by E. Udoh,,44,48
161,2,2:00.0,J. Johnson misses 2-pt hook shot from 12 ft,,44,48
162,2,1:58.0,,Defensive rebound by M. Morris,44,48
163,2,1:52.0,,J. Wall misses 2-pt layup from 2 ft,44,48
164,2,1:52.0,,Offensive rebound by Team,44,48
165,2,1:44.0,,J. Wall misses 2-pt jump shot from 16 ft,44,48
166,2,1:40.0,Defensive rebound by R. Hood,,44,48
167,2,1:34.0,R. Rubio misses 2-pt jump shot from 16 ft,,44,48
168,2,1:34.0,,Defensive rebound by M. Gortat,44,48
169,2,1:13.0,,M. Morris misses 3-pt jump shot from 24 ft,44,48
170,2,1:11.0,,Offensive rebound by O. Porter,44,48
171,2,1:11.0,,Turnover by O. Porter (step out of bounds),44,48
172,2,0:51.0,R. Hood misses 2-pt jump shot from 14 ft,,44,48
173,2,0:49.0,,Defensive rebound by M. Gortat,44,48
174,2,0:45.0,,J. Wall makes 2-pt layup from 1 ft (assist by M. Gortat),44,50
175,2,0:35.0,R. Hood misses 3-pt jump shot from 24 ft,,44,50
176,2,0:35.0,,Defensive rebound by M. Gortat,44,50
177,2,0:22.0,,J. Wall misses 3-pt jump shot from 25 ft,44,50
178,2,0:19.0,,Offensive rebound by M. Morris,44,50
179,2,0:18.0,,M. Gortat misses 2-pt jump shot from 10 ft,44,50
180,2,0:18.0,Defensive rebound by J. Johnson,,44,50
181,2,0:02.0,R. Hood misses 3-pt jump shot from 26 ft,,44,50
182,2,0:02.0,Offensive rebound by E. Udoh,,44,50
183,2,0:00.0,E. Udoh makes 2-pt layup at rim,,46,50
184,3,12:00.0,,B. Beal misses technical free throw,46,50
185,3,11:47.0,J. Jerebko makes 2-pt layup at rim (assist by E. Udoh),,48,50
186,3,11:23.0,,J. Wall makes 2-pt layup at rim (assist by M. Morris),48,52
187,3,11:02.0,E. Udoh makes 2-pt hook shot from 10 ft,,50,52
188,3,10:45.0,,M. Morris makes 2-pt jump shot from 10 ft (assist by O. Porter),50,54
189,3,10:33.0,R. Rubio misses 2-pt jump shot from 17 ft,,50,54
190,3,10:30.0,,Defensive rebound by J. Wall,50,54
191,3,10:12.0,,B. Beal makes 2-pt jump shot from 18 ft (assist by J. Wall),50,56
192,3,9:58.0,R. Rubio makes 2-pt jump shot from 15 ft,,52,56
193,3,9:40.0,,B. Beal misses 3-pt jump shot from 25 ft,52,56
194,3,9:38.0,,Offensive rebound by J. Wall,52,56
195,3,9:32.0,,J. Wall misses 2-pt jump shot from 9 ft,52,56
196,3,9:29.0,,Offensive rebound by O. Porter,52,56
197,3,9:29.0,,Personal foul by J. Jerebko (drawn by O. Porter),52,56
198,3,9:28.0,,Offensive foul by M. Morris (drawn by J. Jerebko),52,56
199,3,9:28.0,,Turnover by M. Morris (offensive foul),52,56
200,3,9:28.0,J. Johnson enters the game for J. Jerebko,,52,56
201,3,9:10.0,Turnover by J. Johnson (bad pass; steal by J. Wall),,52,56
202,3,9:06.0,,J. Wall makes 2-pt layup at rim,52,58
203,3,8:58.0,Turnover by R. Rubio (lost ball; steal by O. Porter),,52,58
204,3,8:53.0,,J. Wall makes 2-pt dunk at rim (assist by B. Beal),52,60
205,3,8:52.0,Utah full timeout,,52,60
206,3,8:42.0,D. Mitchell misses 3-pt jump shot from 27 ft,,52,60
207,3,8:36.0,Offensive rebound by D. Mitchell,,52,60
208,3,8:29.0,J. Ingles misses 2-pt jump shot at rim,,52,60
209,3,8:24.0,Offensive rebound by E. Udoh,,52,60
210,3,8:24.0,E. Udoh makes 2-pt dunk at rim,,54,60
211,3,8:10.0,,O. Porter makes 3-pt jump shot from 24 ft (assist by J. Wall),54,63
212,3,7:56.0,J. Johnson makes 3-pt jump shot from 28 ft (assist by D. Mitchell),,57,63
213,3,7:32.0,,M. Morris makes 3-pt jump shot from 22 ft (assist by B. Beal),57,66
214,3,7:17.0,D. Mitchell makes 3-pt jump shot from 26 ft (assist by J. Johnson),,60,66
215,3,7:05.0,,Turnover by B. Beal (lost ball; steal by E. Udoh),60,66
216,3,6:59.0,E. Udoh makes 2-pt layup from 2 ft (assist by R. Rubio),,62,66
217,3,6:59.0,Shooting foul by O. Porter (drawn by E. Udoh),,62,66
218,3,6:59.0,E. Udoh makes free throw 1 of 1,,63,66
219,3,6:48.0,,Turnover by J. Wall (bad pass; steal by J. Johnson),63,66
220,3,6:38.0,J. Johnson makes 2-pt jump shot from 14 ft,,65,66
221,3,6:25.0,,Offensive foul by M. Morris (drawn by D. Mitchell),65,66
222,3,6:25.0,,Turnover by M. Morris (offensive foul),65,66
223,3,6:02.0,D. Mitchell misses 2-pt jump shot from 20 ft,,65,66
224,3,5:58.0,,Defensive rebound by O. Porter,65,66
225,3,5:47.0,,B. Beal makes 2-pt jump shot from 18 ft (assist by J. Wall),65,68
226,3,5:24.0,R. Rubio misses 2-pt jump shot from 19 ft,,65,68
227,3,5:22.0,Offensive rebound by Team,,65,68
228,3,5:22.0,R. Hood enters the game for R. Rubio,,65,68
229,3,5:16.0,D. Mitchell makes 2-pt layup from 2 ft,,67,68
230,3,5:03.0,,M. Gortat makes 2-pt layup from 1 ft (assist by J. Wall),67,70
231,3,4:42.0,R. Hood misses 2-pt jump shot from 17 ft,,67,70
232,3,4:40.0,,Defensive rebound by M. Morris,67,70
233,3,4:39.0,,Personal foul by J. Ingles (drawn by J. Wall),67,70
234,3,4:30.0,,M. Gortat makes 2-pt dunk from 2 ft (assist by B. Beal),67,72
235,3,4:19.0,D. Mitchell misses 2-pt layup from 4 ft,,67,72
236,3,4:17.0,Offensive rebound by E. Udoh,,67,72
237,3,4:17.0,E. Udoh makes 2-pt layup from 3 ft,,69,72
238,3,4:17.0,Shooting foul by M. Gortat (drawn by E. Udoh),,69,72
239,3,4:17.0,,K. Oubre enters the game for M. Morris,69,72
240,3,4:17.0,R. O'Neale enters the game for J. Ingles,,69,72
241,3,4:17.0,E. Udoh makes free throw 1 of 1,,70,72
242,3,4:06.0,,J. Wall misses 2-pt layup from 1 ft,70,72
243,3,4:04.0,Defensive rebound by R. O'Neale,,70,72
244,3,4:00.0,R. O'Neale makes 2-pt layup at rim,,72,72
245,3,3:58.0,,Washington full timeout,72,72
246,3,3:40.0,,J. Wall makes 2-pt jump shot from 16 ft,72,74
247,3,3:23.0,D. Mitchell makes 2-pt dunk from 2 ft (assist by R. O'Neale),,74,74
248,3,3:04.0,,Turnover by B. Beal (bad pass; steal by E. Udoh),74,74
249,3,2:48.0,Turnover by R. Hood (lost ball; steal by O. Porter),,74,74
250,3,2:46.0,,Shooting foul by D. Mitchell (drawn by J. Wall),74,74
251,3,2:46.0,,J. Wall misses free throw 1 of 2,74,74
252,3,2:46.0,,Offensive rebound by Team,74,74
253,3,2:46.0,,J. Smith enters the game for M. Gortat,74,74
254,3,2:46.0,J. Jerebko enters the game for E. Udoh,,74,74
255,3,2:46.0,,J. Wall misses free throw 2 of 2,74,74
256,3,2:42.0,Defensive rebound by J. Johnson,,74,74
257,3,2:29.0,R. Hood misses 2-pt layup from 7 ft,,74,74
258,3,2:27.0,,Defensive rebound by B. Beal,74,74
259,3,2:21.0,Technical foul by R. Hood,,74,74
260,3,2:21.0,,B. Beal makes technical free throw,74,75
261,3,2:21.0,,M. Scott enters the game for O. Porter,74,75
262,3,2:21.0,R. Rubio enters the game for R. Hood,,74,75
263,3,2:21.0,J. Ingles enters the game for D. Mitchell,,74,75
264,3,2:12.0,,Turnover by B. Beal (lost ball; steal by R. Rubio),74,75
265,3,2:12.0,Personal foul by B. Beal (drawn by R. Rubio),,74,75
266,3,1:59.0,R. Rubio makes 2-pt layup from 2 ft,,76,75
267,3,1:50.0,,Turnover by J. Wall (bad pass),76,75
268,3,1:50.0,,J. Meeks enters the game for B. Beal,76,75
269,3,1:39.0,J. Johnson makes 3-pt jump shot from 26 ft (assist by R. Rubio),,79,75
270,3,1:25.0,,Turnover by K. Oubre (lost ball; steal by J. Johnson),79,75
271,3,1:17.0,J. Jerebko makes 2-pt dunk at rim (assist by J. Ingles),,81,75
272,3,0:57.0,,Turnover by M. Scott (lost ball; steal by R. Rubio),81,75
273,3,0:52.0,J. Jerebko misses 2-pt layup from 2 ft (block by J. Wall),,81,75
274,3,0:51.0,Offensive rebound by R. Rubio,,81,75
275,3,0:51.0,R. Rubio makes 2-pt layup from 2 ft,,83,75
276,3,0:42.0,,J. Wall misses 2-pt jump shot from 13 ft,83,75
277,3,0:42.0,,Offensive rebound by J. Meeks,83,75
278,3,0:38.0,,J. Meeks misses 3-pt jump shot from 24 ft,83,75
279,3,0:38.0,Defensive rebound by R. O'Neale,,83,75
280,3,0:31.0,J. Ingles misses 3-pt jump shot from 26 ft,,83,75
281,3,0:31.0,Offensive rebound by R. O'Neale,,83,75
282,3,0:06.0,J. Jerebko misses 3-pt jump shot from 24 ft,,83,75
283,3,0:03.0,,Defensive rebound by J. Wall,83,75
284,3,0:03.0,,Personal foul by R. O'Neale (drawn by J. Wall),83,75
285,3,0:00.0,,J. Wall makes 2-pt layup from 1 ft,83,77
286,4,11:47.0,,J. Smith misses 2-pt jump shot from 3 ft,83,77
287,4,11:44.0,Defensive rebound by J. Ingles,,83,77
288,4,11:39.0,J. Jerebko makes 2-pt layup from 1 ft (assist by J. Johnson),,85,77
289,4,11:25.0,,J. Wall makes 2-pt layup from 2 ft,85,79
290,4,11:11.0,J. Ingles misses 3-pt jump shot from 22 ft,,85,79
291,4,11:07.0,,Defensive rebound by J. Meeks,85,79
292,4,11:03.0,,J. Wall misses 2-pt layup from 5 ft,85,79
293,4,11:00.0,Defensive rebound by R. O'Neale,,85,79
294,4,10:47.0,J. Ingles misses 3-pt jump shot from 26 ft,,85,79
295,4,10:43.0,,Defensive rebound by M. Scott,85,79
296,4,10:38.0,,J. Meeks misses 3-pt jump shot from 22 ft,85,79
297,4,10:35.0,Defensive rebound by J. Ingles,,85,79
298,4,10:30.0,R. O'Neale makes 3-pt jump shot from 23 ft (assist by J. Ingles),,88,79
299,4,10:28.0,,Washington full timeout,88,79
300,4,10:28.0,,B. Beal enters the game for K. Oubre,88,79
301,4,10:28.0,,O. Porter enters the game for J. Smith,88,79
302,4,10:21.0,,Shooting foul by J. Jerebko (drawn by J. Wall),88,79
303,4,10:21.0,,J. Wall makes free throw 1 of 2,88,80
304,4,10:21.0,,J. Wall makes free throw 2 of 2,88,81
305,4,10:06.0,R. Rubio misses 2-pt layup from 3 ft,,88,81
306,4,10:05.0,Offensive rebound by J. Jerebko,,88,81
307,4,10:01.0,Turnover by J. Ingles (bad pass; steal by O. Porter),,88,81
308,4,9:58.0,,Personal foul by R. Rubio (drawn by J. Wall),88,81
309,4,9:58.0,D. Mitchell enters the game for J. Ingles,,88,81
310,4,9:58.0,,Offensive foul by O. Porter (drawn by J. Johnson),88,81
311,4,9:58.0,,Turnover by O. Porter (offensive foul),88,81
312,4,9:41.0,Shooting foul by B. Beal (drawn by J. Jerebko),,88,81
313,4,9:41.0,J. Jerebko makes free throw 1 of 2,,89,81
314,4,9:41.0,J. Jerebko makes free throw 2 of 2,,90,81
315,4,9:24.0,,B. Beal misses 2-pt jump shot from 15 ft,90,81
316,4,9:22.0,Defensive rebound by J. Jerebko,,90,81
317,4,9:13.0,Shooting foul by M. Scott (drawn by R. O'Neale),,90,81
318,4,9:13.0,R. O'Neale misses free throw 1 of 2,,90,81
319,4,9:13.0,Offensive rebound by Team,,90,81
320,4,9:13.0,T. Sefolosha enters the game for J. Johnson,,90,81
321,4,9:13.0,R. O'Neale makes free throw 2 of 2,,91,81
322,4,9:07.0,,Personal foul by R. Rubio (drawn by J. Wall),91,81
323,4,8:57.0,,B. Beal makes 2-pt jump shot from 17 ft,91,83
324,4,8:31.0,D. Mitchell misses 2-pt layup from 7 ft,,91,83
325,4,8:29.0,,Defensive rebound by M. Scott,91,83
326,4,8:29.0,,Personal foul by R. Rubio (drawn by J. Wall),91,83
327,4,8:16.0,,B. Beal misses 3-pt jump shot from 25 ft,91,83
328,4,8:12.0,Defensive rebound by D. Mitchell,,91,83
329,4,8:10.0,J. Jerebko misses 2-pt layup from 1 ft,,91,83
330,4,8:08.0,Offensive rebound by J. Jerebko,,91,83
331,4,7:52.0,Turnover by R. Rubio (out of bounds lost ball),,91,83
332,4,7:52.0,J. Ingles enters the game for R. Rubio,,91,83
333,4,7:44.0,,J. Wall makes 2-pt layup at rim,91,85
334,4,7:34.0,Utah full timeout,,91,85
335,4,7:34.0,,M. Morris enters the game for M. Scott,91,85
336,4,7:34.0,E. Udoh enters the game for J. Jerebko,,91,85
337,4,7:20.0,J. Ingles misses 2-pt jump shot from 12 ft,,91,85
338,4,7:18.0,,Defensive rebound by M. Morris,91,85
339,4,6:58.0,,O. Porter misses 3-pt jump shot from 28 ft,91,85
340,4,6:54.0,Defensive rebound by D. Mitchell,,91,85
341,4,6:50.0,Turnover by D. Mitchell (bad pass; steal by M. Morris),,91,85
342,4,6:46.0,,Personal foul by T. Sefolosha (drawn by O. Porter),91,85
343,4,6:46.0,,O. Porter makes free throw 1 of 2,91,86
344,4,6:46.0,,K. Oubre enters the game for J. Meeks,91,86
345,4,6:46.0,,O. Porter makes free throw 2 of 2,91,87
346,4,6:31.0,J. Ingles misses 3-pt jump shot from 23 ft,,91,87
347,4,6:28.0,,Defensive rebound by O. Porter,91,87
348,4,6:24.0,,B. Beal misses 3-pt jump shot from 25 ft,91,87
349,4,6:18.0,,Offensive rebound by K. Oubre,91,87
350,4,6:18.0,,K. Oubre makes 2-pt layup at rim,91,89
351,4,6:05.0,J. Ingles makes 2-pt layup from 1 ft (assist by E. Udoh),,93,89
352,4,6:05.0,Shooting foul by K. Oubre (drawn by J. Ingles),,93,89
353,4,6:05.0,J. Johnson enters the game for T. Sefolosha,,93,89
354,4,6:05.0,R. Rubio enters the game for R. O'Neale,,93,89
355,4,6:05.0,J. Ingles makes free throw 1 of 1,,94,89
356,4,5:56.0,,Turnover by J. Wall (bad pass; steal by E. Udoh),94,89
357,4,5:36.0,Turnover by J. Johnson (lost ball; steal by J. Wall),,94,89
358,4,5:32.0,,Shooting foul by E. Udoh (drawn by K. Oubre),94,89
359,4,5:32.0,,K. Oubre makes free throw 1 of 2,94,90
360,4,5:32.0,,K. Oubre makes free throw 2 of 2,94,91
361,4,5:19.0,D. Mitchell makes 2-pt jump shot from 7 ft (assist by J. Ingles),,96,91
362,4,5:03.0,,O. Porter misses 2-pt jump shot from 1 ft,96,91
363,4,4:59.0,Defensive rebound by J. Johnson,,96,91
364,4,4:53.0,D. Mitchell misses 3-pt jump shot from 23 ft,,96,91
365,4,4:49.0,,Defensive rebound by B. Beal,96,91
366,4,4:30.0,,Turnover by J. Wall (bad pass; steal by R. Rubio),96,91
367,4,4:26.0,Utah full timeout,,96,91
368,4,4:21.0,D. Mitchell misses 2-pt jump shot from 10 ft,,96,91
369,4,4:15.0,Offensive rebound by E. Udoh,,96,91
370,4,4:06.0,D. Mitchell misses 3-pt jump shot from 32 ft,,96,91
371,4,4:06.0,,Defensive rebound by K. Oubre,96,91
372,4,3:46.0,,Turnover by B. Beal (bad pass; steal by J. Johnson),96,91
373,4,3:41.0,D. Mitchell makes 2-pt layup from 2 ft,,98,91
374,4,3:34.0,,Shooting block foul by R. Rubio (drawn by J. Wall),98,91
375,4,3:34.0,,J. Wall makes free throw 1 of 2,98,92
376,4,3:34.0,,M. Gortat enters the game for M. Morris,98,92
377,4,3:34.0,,J. Wall makes free throw 2 of 2,98,93
378,4,3:14.0,Turnover by R. Rubio (out of bounds lost ball),,98,93
379,4,3:06.0,,J. Wall misses 2-pt layup from 1 ft (block by E. Udoh),98,93
380,4,3:06.0,,Offensive rebound by Team,98,93
381,4,2:58.0,,J. Wall makes 3-pt jump shot from 27 ft (assist by M. Gortat),98,96
382,4,2:39.0,Turnover by D. Mitchell (lost ball; steal by J. Wall),,98,96
