,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,UTAH_ACTION,SAN ANTONIO_SCORE,UTAH_SCORE
83,1,2:47.0,,R. Neto enters the game for D. Mitchell,16,17
84,1,2:47.0,,R. Gobert makes free throw 1 of 1,16,18
85,1,2:38.0,M. Ginóbili makes 2-pt layup from 4 ft,,18,18
86,1,2:22.0,,Personal foul by J. Lauvergne (drawn by R. Gobert),18,18
87,1,2:22.0,,D. Favors enters the game for R. Gobert,18,18
88,1,2:13.0,,D. Favors makes 2-pt dunk from 3 ft (assist by R. Neto),18,20
89,1,1:58.0,T. Parker misses 2-pt hook shot from 5 ft,,18,20
90,1,1:55.0,,Defensive rebound by D. Favors,18,20
91,1,1:45.0,,R. O'Neale makes 2-pt layup from 5 ft (assist by R. Neto),18,22
92,1,1:32.0,J. Lauvergne makes 2-pt layup from 5 ft (assist by T. Parker),,20,22
93,1,1:11.0,,Shooting foul by D. Green (drawn by D. Favors),20,22
94,1,1:11.0,,D. Favors makes free throw 1 of 2,20,23
95,1,1:11.0,,D. Favors makes free throw 2 of 2,20,24
96,1,1:00.0,M. Ginóbili makes 2-pt jump shot from 6 ft,,22,24
97,1,0:35.0,,R. Neto misses 2-pt jump shot from 12 ft,22,24
98,1,0:32.0,Defensive rebound by M. Ginóbili,,22,24
99,1,0:29.0,D. Green misses 3-pt jump shot from 24 ft,,22,24
100,1,0:26.0,,Defensive rebound by A. Burks,22,24
101,1,0:03.0,,A. Burks misses 2-pt jump shot from 15 ft,22,24
102,1,0:02.0,,Offensive rebound by Team,22,24
103,1,0:02.0,Loose ball foul by P. Mills (drawn by D. Favors),,22,24
104,1,0:02.0,K. Anderson enters the game for D. Green,,22,24
105,1,0:02.0,,D. Favors misses free throw 1 of 2,22,24
106,1,0:02.0,,Offensive rebound by Team,22,24
107,1,0:02.0,,D. Favors makes free throw 2 of 2,22,25
108,1,0:00.0,K. Anderson misses 3-pt jump shot from 49 ft,,22,25
109,1,0:00.0,Offensive rebound by Team,,22,25
110,2,11:39.0,,Shooting foul by D. Bertāns (drawn by D. Favors),22,25
111,2,11:39.0,,D. Favors makes free throw 1 of 2,22,26
112,2,11:39.0,,D. Favors makes free throw 2 of 2,22,27
113,2,11:30.0,D. Murray misses 2-pt hook shot from 5 ft (block by D. Favors),,22,27
114,2,11:30.0,Offensive rebound by Team,,22,27
115,2,11:30.0,,Technical foul by J. Jerebko,22,27
116,2,11:30.0,P. Mills misses free throw 1 of 1,,22,27
117,2,11:30.0,Offensive rebound by Team,,22,27
118,2,11:28.0,P. Mills misses 3-pt jump shot from 24 ft,,22,27
119,2,11:27.0,Offensive rebound by D. Murray,,22,27
120,2,11:26.0,D. Murray misses 2-pt layup from 1 ft,,22,27
121,2,11:26.0,Offensive rebound by J. Lauvergne,,22,27
122,2,11:23.0,J. Lauvergne makes 2-pt layup from 2 ft,,24,27
123,2,11:15.0,,Turnover by R. Neto (bad pass; steal by D. Murray),24,27
124,2,11:12.0,D. Murray makes 2-pt dunk from 1 ft,,26,27
125,2,10:47.0,,J. Crowder misses 2-pt jump shot from 7 ft,26,27
126,2,10:45.0,,Offensive rebound by D. Favors,26,27
127,2,10:45.0,,D. Favors makes 2-pt dunk from 1 ft,26,29
128,2,10:23.0,J. Lauvergne makes 2-pt layup from 3 ft,,28,29
129,2,10:08.0,,R. Neto makes 2-pt layup from 2 ft,28,31
130,2,9:56.0,J. Lauvergne makes 2-pt jump shot from 8 ft (assist by P. Mills),,30,31
131,2,9:37.0,,J. Crowder makes 3-pt jump shot from 24 ft,30,34
132,2,9:14.0,J. Lauvergne misses 2-pt jump shot from 10 ft,,30,34
133,2,9:13.0,Offensive rebound by Team,,30,34
134,2,8:51.0,B. Forbes makes 2-pt jump shot from 8 ft (assist by P. Mills),,32,34
135,2,8:26.0,,J. Crowder misses 2-pt jump shot from 5 ft,32,34
136,2,8:25.0,Defensive rebound by J. Lauvergne,,32,34
137,2,8:20.0,D. Murray makes 2-pt jump shot from 6 ft (assist by P. Mills),,34,34
138,2,8:07.0,,R. Neto misses 2-pt jump shot from 13 ft,34,34
139,2,8:04.0,Defensive rebound by D. Bertāns,,34,34
140,2,7:46.0,B. Forbes makes 2-pt jump shot from 8 ft,,36,34
141,2,7:45.0,,Utah full timeout,36,34
142,2,7:45.0,,J. Ingles enters the game for D. Favors,36,34
143,2,7:45.0,,R. Gobert enters the game for R. Neto,36,34
144,2,7:45.0,,D. Mitchell enters the game for J. Crowder,36,34
145,2,7:45.0,K. Anderson enters the game for P. Mills,,36,34
146,2,7:28.0,,Turnover by R. Gobert (out of bounds lost ball),36,34
147,2,7:18.0,B. Forbes misses 3-pt jump shot from 26 ft,,36,34
148,2,7:13.0,,Defensive rebound by J. Jerebko,36,34
149,2,7:07.0,,D. Mitchell misses 2-pt jump shot from 10 ft,36,34
150,2,7:04.0,,Offensive rebound by R. Gobert,36,34
151,2,7:04.0,,R. Gobert misses 2-pt layup from 1 ft,36,34
152,2,7:03.0,Defensive rebound by D. Bertāns,,36,34
153,2,6:56.0,D. Murray makes 2-pt jump shot from 14 ft,,38,34
154,2,6:30.0,,J. Jerebko makes 3-pt jump shot from 26 ft (assist by J. Ingles),38,37
155,2,6:19.0,Personal foul by R. O'Neale (drawn by B. Forbes),,38,37
156,2,6:19.0,,J. Crowder enters the game for J. Jerebko,38,37
157,2,6:14.0,D. Murray misses 2-pt jump shot from 16 ft,,38,37
158,2,6:11.0,,Defensive rebound by D. Mitchell,38,37
159,2,6:02.0,,J. Crowder makes 2-pt layup at rim (assist by D. Mitchell),38,39
160,2,5:48.0,D. Murray misses 3-pt jump shot from 22 ft,,38,39
161,2,5:46.0,,Defensive rebound by J. Ingles,38,39
162,2,5:25.0,,J. Crowder makes 3-pt jump shot from 25 ft (assist by D. Mitchell),38,42
163,2,5:25.0,San Antonio full timeout,,38,42
164,2,5:25.0,P. Gasol enters the game for D. Murray,,38,42
165,2,5:25.0,T. Parker enters the game for B. Forbes,,38,42
166,2,5:25.0,D. Green enters the game for J. Lauvergne,,38,42
167,2,5:05.0,D. Bertāns misses 3-pt jump shot from 25 ft,,38,42
168,2,5:01.0,,Defensive rebound by D. Mitchell,38,42
169,2,4:58.0,,D. Mitchell misses 2-pt layup from 2 ft (block by D. Bertāns),38,42
170,2,4:56.0,Defensive rebound by D. Green,,38,42
171,2,4:45.0,Turnover by K. Anderson (bad pass; steal by R. Gobert),,38,42
172,2,4:39.0,,J. Ingles makes 3-pt jump shot from 22 ft (assist by R. Gobert),38,45
173,2,4:27.0,D. Green misses 2-pt jump shot from 16 ft,,38,45
174,2,4:24.0,,Defensive rebound by J. Crowder,38,45
175,2,4:09.0,,D. Mitchell makes 2-pt jump shot from 9 ft,38,47
176,2,3:51.0,T. Parker makes 2-pt jump shot from 18 ft (assist by P. Gasol),,40,47
177,2,3:30.0,,D. Mitchell makes 3-pt jump shot from 26 ft (assist by R. Gobert),40,50
178,2,3:10.0,P. Gasol makes 2-pt layup from 2 ft (assist by T. Parker),,42,50
179,2,2:55.0,,J. Ingles makes 2-pt layup from 2 ft,42,52
180,2,2:38.0,P. Gasol misses 2-pt jump shot from 4 ft,,42,52
181,2,2:35.0,,Defensive rebound by D. Mitchell,42,52
182,2,2:31.0,,Personal foul by D. Bertāns (drawn by R. Gobert),42,52
183,2,2:31.0,M. Ginóbili enters the game for D. Bertāns,,42,52
184,2,2:24.0,,D. Mitchell makes 2-pt layup from 4 ft,42,54
185,2,2:13.0,Personal foul by R. Gobert (drawn by M. Ginóbili),,42,54
186,2,2:06.0,M. Ginóbili misses 2-pt jump shot from 14 ft,,42,54
187,2,2:03.0,Offensive rebound by D. Green,,42,54
188,2,1:58.0,P. Gasol misses 2-pt jump shot from 13 ft,,42,54
189,2,1:56.0,,Defensive rebound by R. Gobert,42,54
190,2,1:44.0,,J. Ingles misses 3-pt jump shot from 25 ft,42,54
191,2,1:41.0,Defensive rebound by T. Parker,,42,54
192,2,1:35.0,T. Parker makes 2-pt jump shot from 16 ft,,44,54
193,2,1:12.0,,D. Mitchell misses 2-pt jump shot from 13 ft,44,54
194,2,1:09.0,Defensive rebound by P. Gasol,,44,54
195,2,1:02.0,Offensive foul by P. Gasol (drawn by R. Gobert),,44,54
196,2,1:02.0,Turnover by P. Gasol (offensive foul),,44,54
197,2,0:50.0,,Turnover by R. Gobert (out of bounds lost ball),44,54
198,2,0:50.0,,D. Favors enters the game for R. Gobert,44,54
199,2,0:38.0,M. Ginóbili misses 2-pt layup from 8 ft,,44,54
200,2,0:35.0,Offensive rebound by P. Gasol,,44,54
201,2,0:35.0,P. Gasol misses 2-pt layup at rim,,44,54
202,2,0:35.0,Offensive rebound by P. Gasol,,44,54
203,2,0:35.0,P. Gasol makes 2-pt layup at rim,,46,54
204,2,0:35.0,,Violation by D. Favors (def goaltending),46,54
205,2,0:20.0,,D. Mitchell misses 3-pt jump shot from 26 ft,46,54
206,2,0:16.0,Defensive rebound by T. Parker,,46,54
207,2,0:08.0,Personal foul by D. Mitchell (drawn by T. Parker),,46,54
208,2,0:00.0,K. Anderson makes 2-pt layup from 2 ft,,48,54
209,3,11:42.0,,D. Mitchell misses 2-pt dunk from 1 ft,48,54
210,3,11:40.0,Defensive rebound by D. Bertāns,,48,54
211,3,11:34.0,D. Bertāns makes 2-pt layup from 2 ft (assist by D. Murray),,50,54
212,3,11:18.0,,J. Ingles misses 2-pt jump shot from 12 ft,50,54
213,3,11:15.0,,Offensive rebound by R. Gobert,50,54
214,3,11:05.0,,D. Favors makes 2-pt jump shot from 11 ft (assist by D. Mitchell),50,56
215,3,10:51.0,D. Murray misses 2-pt jump shot from 14 ft,,50,56
216,3,10:48.0,,Defensive rebound by R. Gobert,50,56
217,3,10:37.0,,D. Mitchell misses 2-pt jump shot from 18 ft,50,56
218,3,10:34.0,Defensive rebound by P. Gasol,,50,56
219,3,10:27.0,P. Gasol misses 3-pt jump shot from 26 ft,,50,56
220,3,10:26.0,,Defensive rebound by R. O'Neale,50,56
221,3,10:07.0,,D. Favors misses 2-pt jump shot from 14 ft,50,56
222,3,10:05.0,Defensive rebound by P. Gasol,,50,56
223,3,9:57.0,D. Green makes 3-pt jump shot from 25 ft (assist by P. Gasol),,53,56
224,3,9:28.0,,R. O'Neale misses 2-pt jump shot from 6 ft,53,56
225,3,9:21.0,,Offensive rebound by R. Gobert,53,56
226,3,9:20.0,,R. Gobert makes 2-pt dunk from 2 ft,53,58
227,3,9:12.0,D. Green misses 2-pt jump shot from 15 ft,,53,58
228,3,9:09.0,,Defensive rebound by R. Gobert,53,58
229,3,8:57.0,,Turnover by J. Ingles (bad pass; steal by P. Gasol),53,58
230,3,8:52.0,D. Murray makes 2-pt layup from 2 ft (assist by K. Anderson),,55,58
231,3,8:37.0,,D. Favors misses 3-pt jump shot from 22 ft,55,58
232,3,8:36.0,,Offensive rebound by Team,55,58
233,3,8:28.0,,D. Mitchell makes 2-pt jump shot from 6 ft,55,60
234,3,8:15.0,P. Gasol makes 2-pt layup from 2 ft (assist by D. Murray),,57,60
235,3,7:58.0,,D. Mitchell misses 2-pt jump shot from 10 ft,57,60
236,3,7:55.0,Defensive rebound by D. Murray,,57,60
237,3,7:55.0,Personal foul by J. Ingles (drawn by D. Murray),,57,60
238,3,7:55.0,Turnover by K. Anderson (traveling),,57,60
239,3,7:40.0,,Turnover by R. O'Neale (bad pass; steal by D. Bertāns),57,60
240,3,7:33.0,D. Green misses 2-pt jump shot from 19 ft,,57,60
241,3,7:31.0,,Defensive rebound by D. Mitchell,57,60
242,3,7:20.0,,J. Ingles misses 2-pt jump shot from 11 ft,57,60
243,3,7:15.0,,R. Gobert misses 2-pt layup from 1 ft,57,60
244,3,7:15.0,Defensive rebound by D. Green,,57,60
245,3,7:15.0,,Defensive rebound by R. Gobert,57,60
246,3,7:12.0,D. Green makes 2-pt layup from 2 ft,,59,60
247,3,7:12.0,,Violation by D. Mitchell (def goaltending),59,60
248,3,7:08.0,,Utah full timeout,59,60
249,3,7:08.0,,J. Crowder enters the game for D. Favors,59,60
250,3,7:08.0,,R. Neto enters the game for R. O'Neale,59,60
251,3,6:54.0,,J. Crowder misses 2-pt jump shot from 19 ft,59,60
252,3,6:49.0,Defensive rebound by P. Gasol,,59,60
253,3,6:44.0,K. Anderson makes 2-pt layup from 3 ft (assist by P. Gasol),,61,60
254,3,6:44.0,Shooting foul by R. Neto (drawn by K. Anderson),,61,60
255,3,6:44.0,K. Anderson misses free throw 1 of 1,,61,60
256,3,6:42.0,,Defensive rebound by R. Gobert,61,60
257,3,6:21.0,,R. Gobert misses 2-pt jump shot from 7 ft,61,60
258,3,6:19.0,Defensive rebound by K. Anderson,,61,60
259,3,6:01.0,Personal foul by D. Mitchell (drawn by P. Gasol),,61,60
260,3,6:01.0,P. Mills enters the game for D. Green,,61,60
261,3,5:58.0,Personal foul by J. Crowder (drawn by P. Mills),,61,60
262,3,5:52.0,P. Mills misses 3-pt jump shot from 25 ft,,61,60
263,3,5:47.0,,Defensive rebound by D. Mitchell,61,60
264,3,5:45.0,,Shooting foul by D. Bertāns (drawn by R. Gobert),61,60
265,3,5:45.0,,R. Gobert makes free throw 1 of 2,61,61
266,3,5:45.0,,R. Gobert misses free throw 2 of 2,61,61
267,3,5:43.0,Defensive rebound by P. Gasol,,61,61
268,3,5:30.0,D. Murray makes 2-pt layup from 2 ft (assist by K. Anderson),,63,61
269,3,5:20.0,,Personal foul by D. Bertāns (drawn by J. Crowder),63,61
270,3,5:04.0,,R. Neto misses 2-pt jump shot from 6 ft,63,61
271,3,5:01.0,Defensive rebound by P. Gasol,,63,61
272,3,4:46.0,P. Gasol misses 2-pt jump shot from 9 ft,,63,61
273,3,4:43.0,,Defensive rebound by J. Crowder,63,61
274,3,4:38.0,,J. Crowder misses 2-pt layup from 4 ft (block by P. Gasol),63,61
275,3,4:36.0,Defensive rebound by P. Gasol,,63,61
276,3,4:33.0,D. Bertāns makes 3-pt jump shot from 25 ft (assist by D. Murray),,66,61
277,3,4:13.0,,Shooting foul by P. Gasol (drawn by J. Ingles),66,61
278,3,4:13.0,,J. Ingles makes free throw 1 of 2,66,62
279,3,4:13.0,,A. Burks enters the game for D. Mitchell,66,62
280,3,4:13.0,M. Ginóbili enters the game for D. Bertāns,,66,62
281,3,4:13.0,,J. Ingles makes free throw 2 of 2,66,63
282,3,3:57.0,P. Gasol misses 2-pt hook shot from 6 ft (block by R. Gobert),,66,63
283,3,3:54.0,,Defensive rebound by A. Burks,66,63
284,3,3:49.0,,J. Crowder misses 3-pt jump shot from 24 ft,66,63
285,3,3:45.0,Defensive rebound by M. Ginóbili,,66,63
286,3,3:38.0,Turnover by M. Ginóbili (bad pass; steal by J. Crowder),,66,63
287,3,3:34.0,,Shooting foul by M. Ginóbili (drawn by R. Gobert),66,63
288,3,3:34.0,,R. Gobert misses free throw 1 of 2,66,63
289,3,3:34.0,,Offensive rebound by Team,66,63
290,3,3:34.0,San Antonio full timeout,,66,63
291,3,3:34.0,T. Parker enters the game for K. Anderson,,66,63
292,3,3:34.0,D. Green enters the game for D. Murray,,66,63
293,3,3:34.0,,R. Gobert misses free throw 2 of 2,66,63
294,3,3:32.0,Defensive rebound by T. Parker,,66,63
295,3,3:17.0,Personal foul by R. Neto (drawn by T. Parker),,66,63
296,3,3:17.0,T. Parker misses free throw 1 of 2,,66,63
297,3,3:17.0,Offensive rebound by Team,,66,63
298,3,3:17.0,,E. Udoh enters the game for R. Gobert,66,63
299,3,3:17.0,J. Lauvergne enters the game for P. Gasol,,66,63
300,3,3:17.0,T. Parker makes free throw 2 of 2,,67,63
301,3,2:57.0,,Shooting foul by P. Mills (drawn by J. Crowder),67,63
302,3,2:57.0,,J. Crowder makes free throw 1 of 2,67,64
303,3,2:57.0,,J. Crowder makes free throw 2 of 2,67,65
304,3,2:43.0,Personal foul by E. Udoh (drawn by M. Ginóbili),,67,65
305,3,2:43.0,M. Ginóbili misses free throw 1 of 2,,67,65
306,3,2:43.0,Offensive rebound by Team,,67,65
307,3,2:43.0,M. Ginóbili makes free throw 2 of 2,,68,65
308,3,2:30.0,,J. Crowder makes 3-pt jump shot from 25 ft (assist by J. Ingles),68,68
309,3,2:17.0,San Antonio full timeout,,68,68
310,3,2:08.0,M. Ginóbili makes 3-pt jump shot from 25 ft (assist by J. Lauvergne),,71,68
311,3,2:02.0,,Offensive foul by J. Crowder (drawn by M. Ginóbili),71,68
312,3,2:02.0,,Turnover by J. Crowder (offensive foul),71,68
313,3,1:49.0,Personal foul by R. Neto (drawn by T. Parker),,71,68
314,3,1:49.0,T. Parker makes free throw 1 of 2,,72,68
315,3,1:49.0,,R. O'Neale enters the game for J. Ingles,72,68
316,3,1:49.0,T. Parker misses free throw 2 of 2,,72,68
317,3,1:47.0,,Defensive rebound by J. Crowder,72,68
318,3,1:31.0,,Turnover by J. Crowder (bad pass; steal by M. Ginóbili),72,68
319,3,1:25.0,M. Ginóbili misses 3-pt jump shot from 26 ft,,72,68
320,3,1:20.0,,Defensive rebound by E. Udoh,72,68
321,3,1:16.0,,Personal foul by D. Green (drawn by R. O'Neale),72,68
322,3,1:16.0,,R. O'Neale makes free throw 1 of 2,72,69
323,3,1:16.0,,D. Favors enters the game for E. Udoh,72,69
324,3,1:16.0,,D. Mitchell enters the game for J. Crowder,72,69
325,3,1:16.0,,R. O'Neale misses free throw 2 of 2,72,69
326,3,1:11.0,Defensive rebound by J. Lauvergne,,72,69
327,3,1:05.0,Turnover by T. Parker (traveling),,72,69
328,3,0:45.0,,D. Mitchell misses 2-pt jump shot from 6 ft,72,69
329,3,0:42.0,,Offensive rebound by D. Favors,72,69
330,3,0:33.0,,R. O'Neale misses 3-pt jump shot from 23 ft,72,69
331,3,0:33.0,Defensive rebound by Team,,72,69
332,3,0:15.0,D. Green makes 3-pt jump shot from 22 ft (assist by J. Lauvergne),,75,69
333,3,0:02.0,,D. Mitchell misses 2-pt layup from 6 ft (block by D. Green),75,69
334,3,0:02.0,Defensive rebound by J. Lauvergne,,75,69
335,3,0:02.0,Personal foul by D. Favors (drawn by J. Lauvergne),,75,69
336,3,0:02.0,J. Lauvergne makes free throw 1 of 2,,76,69
337,3,0:02.0,K. Anderson enters the game for P. Mills,,76,69
338,3,0:02.0,J. Lauvergne makes free throw 2 of 2,,77,69
339,3,0:00.0,,R. Neto misses 3-pt jump shot from 59 ft,77,69
340,3,0:00.0,,Offensive rebound by Team,77,69
341,4,11:38.0,T. Parker misses 2-pt jump shot from 11 ft,,77,69
342,4,11:36.0,,Defensive rebound by J. Ingles,77,69
343,4,11:22.0,,Turnover by J. Ingles (bad pass; steal by M. Ginóbili),77,69
344,4,11:11.0,Personal foul by J. Ingles (drawn by P. Mills),,77,69
345,4,11:11.0,,J. Crowder enters the game for R. Neto,77,69
346,4,11:04.0,Shooting foul by D. Mitchell (drawn by D. Green),,77,69
347,4,11:04.0,D. Green makes free throw 1 of 2,,78,69
348,4,11:04.0,K. Anderson enters the game for P. Mills,,78,69
349,4,11:04.0,D. Green makes free throw 2 of 2,,79,69
350,4,10:54.0,,Personal foul by K. Anderson (drawn by J. Ingles),79,69
351,4,10:40.0,,R. O'Neale misses 2-pt jump shot from 11 ft,79,69
352,4,10:36.0,Defensive rebound by J. Lauvergne,,79,69
353,4,10:30.0,T. Parker misses 2-pt jump shot from 20 ft,,79,69
354,4,10:26.0,Offensive rebound by D. Green,,79,69
355,4,10:22.0,Turnover by J. Lauvergne (bad pass),,79,69
356,4,10:13.0,,Shooting foul by J. Lauvergne (drawn by J. Crowder),79,69
357,4,10:13.0,,J. Crowder misses free throw 1 of 2,79,69
358,4,10:13.0,,Offensive rebound by Team,79,69
359,4,10:13.0,,J. Crowder makes free throw 2 of 2,79,70
360,4,10:01.0,K. Anderson makes 2-pt hook shot from 12 ft,,81,70
361,4,10:01.0,Shooting foul by J. Crowder (drawn by K. Anderson),,81,70
362,4,10:01.0,P. Gasol enters the game for T. Parker,,81,70
363,4,10:01.0,D. Murray enters the game for J. Lauvergne,,81,70
364,4,10:01.0,K. Anderson misses free throw 1 of 1,,81,70
365,4,10:00.0,,Defensive rebound by Team,81,70
366,4,9:50.0,,Personal foul by D. Green (drawn by J. Ingles),81,70
367,4,9:50.0,B. Forbes enters the game for D. Green,,81,70
368,4,9:46.0,,D. Mitchell misses 3-pt jump shot from 26 ft,81,70
369,4,9:42.0,Defensive rebound by M. Ginóbili,,81,70
370,4,9:29.0,B. Forbes makes 2-pt jump shot from 18 ft,,83,70
371,4,9:05.0,,R. Gobert misses 2-pt layup from 2 ft (block by P. Gasol),83,70
372,4,9:05.0,,Offensive rebound by R. O'Neale,83,70
373,4,9:05.0,,R. O'Neale makes 2-pt layup from 2 ft,83,72
374,4,9:05.0,,Shooting foul by D. Murray (drawn by R. O'Neale),83,72
375,4,9:05.0,,R. O'Neale makes free throw 1 of 1,83,73
376,4,8:54.0,P. Gasol makes 2-pt jump shot from 17 ft (assist by M. Ginóbili),,85,73
377,4,8:39.0,,D. Mitchell misses 2-pt layup from 4 ft,85,73
378,4,8:36.0,Defensive rebound by D. Murray,,85,73
379,4,8:25.0,K. Anderson misses 2-pt layup from 4 ft,,85,73
380,4,8:25.0,,Defensive rebound by Team,85,73
381,4,8:25.0,D. Bertāns enters the game for M. Ginóbili,,85,73
382,4,8:15.0,,D. Mitchell makes 2-pt jump shot from 16 ft,85,75
383,4,8:13.0,San Antonio full timeout,,85,75
384,4,8:04.0,B. Forbes misses 3-pt jump shot from 25 ft,,85,75
385,4,8:00.0,,Defensive rebound by D. Mitchell,85,75
386,4,7:44.0,,R. Gobert makes 2-pt dunk from 1 ft (assist by D. Mitchell),85,77
