,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,DALLAS_ACTION,SACRAMENTO_SCORE,DALLAS_SCORE
190,2,2:11.0,Defensive rebound by W. Cauley-Stein,,38,44
191,2,1:59.0,W. Cauley-Stein makes 2-pt layup from 2 ft,,40,44
192,2,1:40.0,,Turnover by W. Matthews (bad pass),40,44
193,2,1:33.0,Personal block foul by Y. Ferrell (drawn by G. Hill),,40,44
194,2,1:27.0,Def 3 sec tech foul by D. Nowitzki,,40,44
195,2,1:27.0,B. Hield makes technical free throw,,41,44
196,2,1:14.0,B. Hield misses 3-pt jump shot from 29 ft,,41,44
197,2,1:13.0,Offensive rebound by Z. Randolph,,41,44
198,2,1:13.0,Turnover by Team (shot clock),,41,44
199,2,0:59.0,,Shooting foul by G. Hill (drawn by Y. Ferrell),41,44
200,2,0:59.0,,Y. Ferrell makes free throw 1 of 2,41,45
201,2,0:59.0,,Y. Ferrell makes free throw 2 of 2,41,46
202,2,0:50.0,G. Hill misses 2-pt jump shot from 12 ft,,41,46
203,2,0:47.0,Offensive rebound by W. Cauley-Stein,,41,46
204,2,0:46.0,W. Cauley-Stein misses 2-pt layup from 1 ft,,41,46
205,2,0:46.0,Offensive rebound by W. Cauley-Stein,,41,46
206,2,0:37.0,Z. Randolph makes 2-pt hook shot from 3 ft,,43,46
207,2,0:33.0,,Y. Ferrell misses 3-pt jump shot from 28 ft,43,46
208,2,0:30.0,Defensive rebound by W. Cauley-Stein,,43,46
209,2,0:18.0,Turnover by G. Hill (lost ball; steal by N. Noel),,43,46
210,2,0:11.0,,Turnover by N. Noel (lost ball; steal by G. Hill),43,46
211,2,0:01.0,G. Hill makes 3-pt jump shot from 25 ft,,46,46
212,3,11:41.0,,D. Nowitzki misses 3-pt jump shot from 23 ft,46,46
213,3,11:38.0,Defensive rebound by Z. Randolph,,46,46
214,3,11:18.0,B. Hield misses 2-pt jump shot from 17 ft (block by W. Matthews),,46,46
215,3,11:14.0,,Defensive rebound by N. Noel,46,46
216,3,11:08.0,,J. Barea makes 2-pt layup from 1 ft,46,48
217,3,10:53.0,Personal foul by H. Barnes (drawn by J. Jackson),,46,48
218,3,10:44.0,W. Cauley-Stein makes 2-pt jump shot from 18 ft,,48,48
219,3,10:28.0,,H. Barnes misses 2-pt jump shot from 14 ft,48,48
220,3,10:25.0,Defensive rebound by W. Cauley-Stein,,48,48
221,3,10:15.0,G. Hill makes 2-pt layup from 4 ft,,50,48
222,3,10:02.0,,D. Nowitzki makes 3-pt jump shot from 25 ft (assist by J. Barea),50,51
223,3,9:46.0,Z. Randolph makes 3-pt jump shot from 25 ft (assist by G. Hill),,53,51
224,3,9:38.0,,Personal block foul by W. Cauley-Stein (drawn by D. Nowitzki),53,51
225,3,9:24.0,,H. Barnes misses 2-pt jump shot from 17 ft,53,51
226,3,9:21.0,Defensive rebound by Z. Randolph,,53,51
227,3,9:16.0,G. Hill makes 2-pt jump shot from 18 ft,,55,51
228,3,9:01.0,,J. Barea makes 3-pt jump shot from 25 ft,55,54
229,3,8:40.0,Z. Randolph misses 2-pt layup from 1 ft,,55,54
230,3,8:38.0,Offensive rebound by J. Jackson,,55,54
231,3,8:30.0,Z. Randolph makes 2-pt hook shot from 3 ft (assist by B. Hield),,57,54
232,3,8:14.0,,H. Barnes makes 2-pt jump shot from 13 ft (assist by J. Barea),57,56
233,3,7:48.0,Turnover by J. Jackson (bad pass; steal by W. Matthews),,57,56
234,3,7:39.0,,Shooting foul by B. Hield (drawn by N. Noel),57,56
235,3,7:39.0,,N. Noel misses free throw 1 of 2,57,56
236,3,7:39.0,,Offensive rebound by Team,57,56
237,3,7:39.0,,N. Noel makes free throw 2 of 2,57,57
238,3,7:27.0,G. Hill makes 3-pt jump shot from 24 ft,,60,57
239,3,7:13.0,,J. Barea misses 3-pt jump shot from 24 ft,60,57
240,3,7:10.0,Defensive rebound by Z. Randolph,,60,57
241,3,6:58.0,Def 3 sec tech foul by W. Matthews,,60,57
242,3,6:58.0,,Dallas full timeout,60,57
243,3,6:58.0,,D. Powell enters the game for D. Nowitzki,60,57
244,3,6:58.0,,Y. Ferrell enters the game for J. Barea,60,57
245,3,6:58.0,B. Hield makes technical free throw,,61,57
246,3,6:48.0,Z. Randolph misses 2-pt jump shot from 10 ft,,61,57
247,3,6:45.0,,Defensive rebound by Y. Ferrell,61,57
248,3,6:31.0,,W. Matthews misses 3-pt jump shot from 26 ft,61,57
249,3,6:25.0,,Offensive rebound by D. Powell,61,57
250,3,6:25.0,,D. Powell misses 2-pt layup at rim,61,57
251,3,6:24.0,Defensive rebound by B. Hield,,61,57
252,3,6:20.0,Z. Randolph misses 3-pt jump shot from 25 ft,,61,57
253,3,6:17.0,,Defensive rebound by Team,61,57
254,3,5:58.0,,Y. Ferrell misses 2-pt layup from 2 ft (block by W. Cauley-Stein),61,57
255,3,5:58.0,Defensive rebound by G. Hill,,61,57
256,3,5:45.0,B. Hield makes 3-pt jump shot from 25 ft (assist by Z. Randolph),,64,57
257,3,5:27.0,,W. Matthews misses 3-pt jump shot from 26 ft,64,57
258,3,5:24.0,Defensive rebound by J. Jackson,,64,57
259,3,5:03.0,Z. Randolph misses 2-pt hook shot from 9 ft,,64,57
260,3,5:00.0,,Defensive rebound by D. Powell,64,57
261,3,4:45.0,,Shooting foul by J. Jackson (drawn by H. Barnes),64,57
262,3,4:45.0,,H. Barnes makes free throw 1 of 2,64,58
263,3,4:45.0,,H. Barnes misses free throw 2 of 2,64,58
264,3,4:42.0,Defensive rebound by B. Hield,,64,58
265,3,4:27.0,Shooting foul by N. Noel (drawn by B. Hield),,64,58
266,3,4:27.0,B. Hield makes free throw 1 of 2,,65,58
267,3,4:27.0,B. Hield makes free throw 2 of 2,,66,58
268,3,4:09.0,,W. Matthews misses 3-pt jump shot from 22 ft,66,58
269,3,4:04.0,Defensive rebound by J. Jackson,,66,58
270,3,3:45.0,B. Hield misses 2-pt jump shot from 12 ft,,66,58
271,3,3:44.0,Offensive rebound by Team,,66,58
272,3,3:44.0,Sacramento full timeout,,66,58
273,3,3:44.0,,S. Mejri enters the game for N. Noel,66,58
274,3,3:35.0,Turnover by Z. Randolph (lost ball; steal by Y. Ferrell),,66,58
275,3,3:31.0,,Turnover by Y. Ferrell (bad pass),66,58
276,3,3:08.0,B. Hield misses 3-pt jump shot from 25 ft,,66,58
277,3,3:03.0,,Defensive rebound by H. Barnes,66,58
278,3,2:56.0,,Turnover by S. Mejri (step out of bounds),66,58
279,3,2:35.0,J. Jackson misses 3-pt jump shot from 22 ft,,66,58
280,3,2:31.0,,Defensive rebound by W. Matthews,66,58
281,3,2:25.0,,Turnover by Y. Ferrell (lost ball; steal by Z. Randolph),66,58
282,3,2:15.0,J. Jackson misses 3-pt jump shot from 23 ft,,66,58
283,3,2:12.0,Offensive rebound by Z. Randolph,,66,58
284,3,2:12.0,Shooting foul by D. Powell (drawn by Z. Randolph),,66,58
285,3,2:12.0,Z. Randolph misses free throw 1 of 2,,66,58
286,3,2:12.0,Offensive rebound by Team,,66,58
287,3,2:12.0,,D. Nowitzki enters the game for D. Powell,66,58
288,3,2:12.0,,D. Finney-Smith enters the game for W. Matthews,66,58
289,3,2:12.0,,J. Barea enters the game for H. Barnes,66,58
290,3,2:12.0,D. Fox enters the game for B. Hield,,66,58
291,3,2:12.0,G. Temple enters the game for J. Jackson,,66,58
292,3,2:12.0,Z. Randolph makes free throw 2 of 2,,67,58
293,3,2:03.0,,D. Nowitzki misses 2-pt jump shot from 16 ft,67,58
294,3,2:00.0,Defensive rebound by G. Hill,,67,58
295,3,1:44.0,W. Cauley-Stein misses 2-pt jump shot from 7 ft (block by S. Mejri),,67,58
296,3,1:40.0,,Defensive rebound by S. Mejri,67,58
297,3,1:33.0,,Y. Ferrell makes 2-pt jump shot from 16 ft,67,60
298,3,1:12.0,G. Temple makes 2-pt jump shot from 18 ft (assist by W. Cauley-Stein),,69,60
299,3,0:59.0,,D. Nowitzki misses 2-pt jump shot from 18 ft,69,60
300,3,0:56.0,Defensive rebound by W. Cauley-Stein,,69,60
301,3,0:45.0,Personal block foul by Y. Ferrell (drawn by G. Hill),,69,60
302,3,0:42.0,G. Hill misses 2-pt jump shot from 20 ft,,69,60
303,3,0:39.0,,Defensive rebound by Y. Ferrell,69,60
304,3,0:31.0,,J. Barea misses 2-pt jump shot from 4 ft,69,60
305,3,0:29.0,Defensive rebound by G. Hill,,69,60
306,3,0:10.0,,H. Barnes enters the game for D. Nowitzki,69,60
307,3,0:10.0,V. Carter enters the game for Z. Randolph,,69,60
308,3,0:10.0,B. Hield enters the game for D. Fox,,69,60
309,3,0:08.0,B. Hield makes 2-pt jump shot from 23 ft (assist by G. Temple),,71,60
310,3,0:01.0,,Turnover by H. Barnes (lost ball; steal by G. Temple),71,60
311,3,0:01.0,W. Cauley-Stein misses 3-pt jump shot from 57 ft,,71,60
312,3,0:01.0,Offensive rebound by Team,,71,60
313,4,11:48.0,Turnover by K. Koufos (lost ball; steal by J. Barea),,71,60
314,4,11:36.0,,Shooting foul by V. Carter (drawn by H. Barnes),71,60
315,4,11:36.0,,H. Barnes makes free throw 1 of 2,71,61
316,4,11:36.0,,H. Barnes makes free throw 2 of 2,71,62
317,4,11:28.0,D. Fox misses 2-pt jump shot from 7 ft,,71,62
318,4,11:23.0,,Defensive rebound by G. Clavell,71,62
319,4,11:16.0,,J. Barea makes 2-pt jump shot from 6 ft,71,64
320,4,11:11.0,B. Hield misses 3-pt jump shot from 26 ft,,71,64
321,4,11:08.0,,Defensive rebound by Team,71,64
322,4,10:58.0,,D. Nowitzki makes 2-pt jump shot from 17 ft (assist by J. Barea),71,66
323,4,10:36.0,V. Carter misses 2-pt jump shot from 7 ft,,71,66
324,4,10:31.0,Offensive rebound by K. Koufos,,71,66
325,4,10:31.0,K. Koufos misses 2-pt layup at rim,,71,66
326,4,10:31.0,,Defensive rebound by D. Nowitzki,71,66
327,4,10:26.0,,D. Finney-Smith makes 3-pt jump shot from 22 ft (assist by J. Barea),71,69
328,4,10:25.0,Sacramento full timeout,,71,69
329,4,10:25.0,S. Labissière enters the game for B. Hield,,71,69
330,4,10:10.0,S. Labissière misses 2-pt hook shot from 9 ft,,71,69
331,4,10:07.0,,Defensive rebound by H. Barnes,71,69
332,4,9:53.0,,G. Clavell misses 3-pt jump shot from 26 ft,71,69
333,4,9:49.0,Defensive rebound by D. Fox,,71,69
334,4,9:44.0,D. Fox misses 2-pt layup from 3 ft,,71,69
335,4,9:42.0,,Defensive rebound by D. Nowitzki,71,69
336,4,9:38.0,,H. Barnes makes 3-pt jump shot from 26 ft (assist by J. Barea),71,72
337,4,9:15.0,Turnover by S. Labissière (traveling),,71,72
338,4,8:56.0,,J. Barea misses 2-pt layup from 3 ft,71,72
339,4,8:55.0,Defensive rebound by S. Labissière,,71,72
340,4,8:46.0,S. Labissière makes 2-pt jump shot from 18 ft (assist by D. Fox),,73,72
341,4,8:24.0,,H. Barnes misses 2-pt jump shot from 3 ft,73,72
342,4,8:22.0,Defensive rebound by V. Carter,,73,72
343,4,8:09.0,K. Koufos misses 2-pt jump shot from 6 ft,,73,72
344,4,8:06.0,,Defensive rebound by H. Barnes,73,72
345,4,7:58.0,,Personal foul by K. Koufos (drawn by H. Barnes),73,72
346,4,7:47.0,,J. Barea misses 3-pt jump shot from 25 ft,73,72
347,4,7:42.0,Defensive rebound by S. Labissière,,73,72
348,4,7:35.0,D. Fox makes 2-pt jump shot from 13 ft,,75,72
349,4,7:10.0,,J. Barea misses 2-pt layup from 2 ft,75,72
350,4,7:08.0,Defensive rebound by S. Labissière,,75,72
351,4,6:59.0,Turnover by G. Temple (traveling),,75,72
352,4,6:47.0,,Personal foul by D. Fox (drawn by J. Barea),75,72
353,4,6:47.0,,W. Matthews enters the game for G. Clavell,75,72
354,4,6:47.0,,N. Noel enters the game for D. Nowitzki,75,72
355,4,6:47.0,,Y. Ferrell enters the game for J. Barea,75,72
356,4,6:34.0,,H. Barnes makes 2-pt layup from 2 ft,75,74
357,4,6:20.0,D. Fox misses 2-pt jump shot from 8 ft,,75,74
358,4,6:17.0,,Defensive rebound by N. Noel,75,74
359,4,6:12.0,,H. Barnes misses 3-pt jump shot from 26 ft,75,74
360,4,6:09.0,Defensive rebound by K. Koufos,,75,74
361,4,5:55.0,V. Carter makes 3-pt jump shot from 23 ft (assist by D. Fox),,78,74
362,4,5:33.0,,D. Finney-Smith makes 3-pt jump shot from 23 ft (assist by W. Matthews),78,77
363,4,5:12.0,K. Koufos makes 2-pt layup from 1 ft (assist by D. Fox),,80,77
364,4,4:51.0,,Turnover by W. Matthews (bad pass; steal by K. Koufos),80,77
365,4,4:43.0,Turnover by D. Fox (bad pass; steal by N. Noel),,80,77
366,4,4:37.0,,Dallas full timeout,80,77
367,4,4:37.0,G. Hill enters the game for S. Labissière,,80,77
368,4,4:37.0,Z. Randolph enters the game for V. Carter,,80,77
369,4,4:29.0,,H. Barnes misses 2-pt jump shot from 18 ft,80,77
370,4,4:27.0,Defensive rebound by D. Fox,,80,77
371,4,4:07.0,G. Hill makes 2-pt jump shot from 6 ft,,82,77
372,4,3:46.0,,H. Barnes misses 2-pt jump shot from 15 ft,82,77
373,4,3:43.0,Defensive rebound by G. Hill,,82,77
374,4,3:23.0,Shooting foul by H. Barnes (drawn by K. Koufos),,82,77
375,4,3:23.0,K. Koufos makes free throw 1 of 2,,83,77
376,4,3:23.0,,D. Nowitzki enters the game for N. Noel,83,77
377,4,3:23.0,,J. Barea enters the game for D. Finney-Smith,83,77
378,4,3:23.0,K. Koufos misses free throw 2 of 2,,83,77
379,4,3:20.0,,Defensive rebound by D. Nowitzki,83,77
