,QUARTER,TIME_REMAINING,DALLAS_ACTION,NEW YORK_ACTION,DALLAS_SCORE,NEW YORK_SCORE
40,1,6:51.0,,Defensive rebound by E. Freedom,10,13
41,1,6:45.0,,T. Hardaway misses 2-pt jump shot from 19 ft,10,13
42,1,6:44.0,,Offensive rebound by Team,10,13
43,1,6:44.0,,New York full timeout,10,13
44,1,6:26.0,,Turnover by E. Freedom (lost ball; steal by N. Noel),10,13
45,1,6:21.0,D. Smith misses 2-pt layup from 1 ft,,10,13
46,1,6:16.0,Offensive rebound by D. Smith,,10,13
47,1,6:08.0,D. Smith makes 2-pt layup from 1 ft,,12,13
48,1,5:58.0,,T. Hardaway makes 2-pt jump shot from 18 ft,12,15
49,1,5:38.0,D. Smith misses 3-pt jump shot from 24 ft,,12,15
50,1,5:35.0,,Defensive rebound by E. Freedom,12,15
51,1,5:30.0,,T. Hardaway makes 2-pt dunk from 2 ft,12,17
52,1,5:12.0,Shooting foul by L. Thomas (drawn by H. Barnes),,12,17
53,1,5:12.0,,M. Beasley enters the game for L. Thomas,12,17
54,1,5:12.0,H. Barnes makes free throw 1 of 2,,13,17
55,1,5:12.0,H. Barnes makes free throw 2 of 2,,14,17
56,1,4:53.0,,Turnover by M. Beasley (bad pass; steal by N. Noel),14,17
57,1,4:42.0,N. Noel makes 2-pt jump shot from 9 ft (assist by D. Smith),,16,17
58,1,4:28.0,,Offensive foul by E. Freedom (drawn by N. Noel),16,17
59,1,4:28.0,,Turnover by E. Freedom (offensive foul),16,17
60,1,4:14.0,H. Barnes misses 2-pt jump shot from 12 ft,,16,17
61,1,4:11.0,,Defensive rebound by E. Freedom,16,17
62,1,4:07.0,,M. Beasley makes 2-pt dunk at rim (assist by T. Hardaway),16,19
63,1,3:53.0,Y. Ferrell misses 3-pt jump shot from 25 ft,,16,19
64,1,3:50.0,,Defensive rebound by E. Freedom,16,19
65,1,3:39.0,,M. Beasley makes 2-pt jump shot at rim,16,21
66,1,3:37.0,Dallas full timeout,,16,21
67,1,3:37.0,,K. O'Quinn enters the game for E. Freedom,16,21
68,1,3:37.0,,F. Ntilikina enters the game for C. Lee,16,21
69,1,3:37.0,J. Barea enters the game for Y. Ferrell,,16,21
70,1,3:24.0,Def 3 sec tech foul by K. O'Quinn,,16,21
71,1,3:24.0,H. Barnes makes technical free throw,,17,21
72,1,3:15.0,Shooting foul by K. O'Quinn (drawn by D. Finney-Smith),,17,21
73,1,3:15.0,D. Finney-Smith makes free throw 1 of 2,,18,21
74,1,3:15.0,D. Finney-Smith misses free throw 2 of 2,,18,21
75,1,3:13.0,,Defensive rebound by K. O'Quinn,18,21
76,1,3:00.0,,M. Beasley makes 2-pt jump shot from 9 ft,18,23
77,1,2:43.0,D. Smith misses 2-pt jump shot from 15 ft,,18,23
78,1,2:36.0,Offensive rebound by D. Finney-Smith,,18,23
79,1,2:36.0,D. Finney-Smith makes 2-pt dunk at rim,,20,23
80,1,2:19.0,,M. Beasley makes 2-pt jump shot from 20 ft,20,25
81,1,2:08.0,D. Smith makes 3-pt jump shot from 25 ft (assist by D. Finney-Smith),,23,25
82,1,1:52.0,,F. Ntilikina misses 3-pt jump shot from 24 ft,23,25
83,1,1:50.0,Defensive rebound by Team,,23,25
84,1,1:50.0,Personal foul by K. O'Quinn (drawn by N. Noel),,23,25
85,1,1:50.0,,T. Williams enters the game for E. Mudiay,23,25
86,1,1:50.0,D. Powell enters the game for H. Barnes,,23,25
87,1,1:50.0,K. Collinsworth enters the game for D. Finney-Smith,,23,25
88,1,1:50.0,D. Nowitzki enters the game for D. Smith,,23,25
89,1,1:50.0,D. McDermott enters the game for N. Noel,,23,25
90,1,1:36.0,D. McDermott makes 3-pt jump shot from 25 ft (assist by J. Barea),,26,25
91,1,1:24.0,,T. Hardaway makes 2-pt layup from 1 ft (assist by F. Ntilikina),26,27
92,1,1:05.0,Turnover by J. Barea (bad pass; steal by K. O'Quinn),,26,27
93,1,1:00.0,,Turnover by T. Williams (lost ball; steal by K. Collinsworth),26,27
94,1,0:58.0,D. Nowitzki makes 3-pt jump shot from 25 ft (assist by K. Collinsworth),,29,27
95,1,0:46.0,,F. Ntilikina makes 2-pt jump shot from 22 ft (assist by K. O'Quinn),29,29
96,1,0:31.0,J. Barea misses 2-pt jump shot from 7 ft,,29,29
97,1,0:29.0,,Defensive rebound by F. Ntilikina,29,29
98,1,0:11.0,,K. O'Quinn makes 2-pt jump shot from 19 ft (assist by F. Ntilikina),29,31
99,1,0:02.0,D. Nowitzki misses 3-pt jump shot from 25 ft,,29,31
100,1,0:02.0,,Defensive rebound by K. O'Quinn,29,31
101,2,11:42.0,D. McDermott misses 3-pt jump shot from 23 ft,,29,31
102,2,11:39.0,,Defensive rebound by K. O'Quinn,29,31
103,2,11:29.0,,M. Beasley makes 2-pt layup from 1 ft (assist by F. Ntilikina),29,33
104,2,11:29.0,,Shooting foul by D. McDermott (drawn by M. Beasley),29,33
105,2,11:29.0,,M. Beasley makes free throw 1 of 1,29,34
106,2,11:22.0,Personal foul by F. Ntilikina (drawn by D. Nowitzki),,29,34
107,2,11:10.0,J. Barea misses 3-pt jump shot from 24 ft,,29,34
108,2,11:08.0,,Defensive rebound by D. Dotson,29,34
109,2,10:58.0,,M. Beasley makes 2-pt jump shot from 7 ft,29,36
110,2,10:47.0,Turnover by J. Barea (bad pass; steal by T. Williams),,29,36
111,2,10:42.0,,T. Williams makes 2-pt layup from 1 ft (assist by F. Ntilikina),29,38
112,2,10:22.0,D. Powell makes 3-pt jump shot from 23 ft (assist by K. Collinsworth),,32,38
113,2,10:09.0,,T. Williams misses 2-pt jump shot from 13 ft,32,38
114,2,10:07.0,Defensive rebound by D. Nowitzki,,32,38
115,2,10:02.0,Shooting foul by D. Dotson (drawn by D. Powell),,32,38
116,2,10:02.0,D. Powell makes free throw 1 of 2,,33,38
117,2,10:02.0,D. Powell makes free throw 2 of 2,,34,38
118,2,9:42.0,,M. Beasley makes 2-pt layup from 3 ft,34,40
119,2,9:29.0,Turnover by D. Nowitzki (bad pass; steal by K. O'Quinn),,34,40
120,2,9:24.0,,Turnover by T. Williams (bad pass; steal by K. Collinsworth),34,40
121,2,9:18.0,D. McDermott makes 3-pt jump shot from 23 ft (assist by J. Barea),,37,40
122,2,8:58.0,,F. Ntilikina misses 2-pt jump shot from 18 ft,37,40
123,2,8:56.0,Defensive rebound by D. Powell,,37,40
124,2,8:49.0,J. Barea makes 2-pt jump shot from 17 ft,,39,40
125,2,8:42.0,,New York full timeout,39,40
126,2,8:35.0,,M. Beasley misses 2-pt jump shot from 17 ft,39,40
127,2,8:33.0,Defensive rebound by J. Barea,,39,40
128,2,8:21.0,D. Nowitzki makes 2-pt jump shot from 22 ft (assist by J. Barea),,41,40
129,2,8:02.0,,M. Beasley makes 2-pt jump shot from 13 ft,41,42
130,2,7:41.0,J. Barea makes 2-pt layup from 1 ft (assist by D. Nowitzki),,43,42
131,2,7:21.0,,D. Dotson makes 3-pt jump shot from 22 ft (assist by T. Williams),43,45
132,2,7:03.0,J. Barea misses 2-pt layup from 2 ft,,43,45
133,2,7:01.0,,Defensive rebound by T. Williams,43,45
134,2,6:42.0,,D. Dotson makes 2-pt jump shot from 20 ft (assist by F. Ntilikina),43,47
135,2,6:23.0,D. McDermott makes 2-pt jump shot from 20 ft (assist by J. Barea),,45,47
136,2,6:06.0,,K. O'Quinn makes 2-pt jump shot from 9 ft (assist by F. Ntilikina),45,49
137,2,5:52.0,Turnover by J. Barea (bad pass; steal by T. Williams),,45,49
138,2,5:38.0,,F. Ntilikina makes 2-pt jump shot from 21 ft,45,51
139,2,5:37.0,Dallas full timeout,,45,51
140,2,5:37.0,,E. Freedom enters the game for K. O'Quinn,45,51
141,2,5:37.0,,E. Mudiay enters the game for F. Ntilikina,45,51
142,2,5:37.0,D. Smith enters the game for K. Collinsworth,,45,51
143,2,5:37.0,H. Barnes enters the game for D. Nowitzki,,45,51
144,2,5:13.0,H. Barnes misses 3-pt jump shot from 22 ft,,45,51
145,2,5:12.0,Offensive rebound by D. Powell,,45,51
146,2,5:12.0,Shooting foul by E. Freedom (drawn by D. Powell),,45,51
147,2,5:12.0,D. Powell makes free throw 1 of 2,,46,51
148,2,5:12.0,D. Powell makes free throw 2 of 2,,47,51
149,2,4:57.0,,D. Dotson misses 3-pt jump shot from 25 ft,47,51
150,2,4:56.0,Defensive rebound by Team,,47,51
151,2,4:56.0,J. Warney enters the game for D. Powell,,47,51
152,2,4:38.0,H. Barnes misses 2-pt jump shot from 7 ft,,47,51
153,2,4:33.0,Offensive rebound by J. Warney,,47,51
154,2,4:33.0,J. Warney makes 2-pt layup at rim,,49,51
155,2,4:12.0,,M. Beasley makes 2-pt layup at rim,49,53
156,2,3:55.0,D. Smith misses 2-pt jump shot from 15 ft,,49,53
157,2,3:52.0,,Defensive rebound by T. Williams,49,53
158,2,3:43.0,,E. Mudiay misses 3-pt jump shot from 25 ft,49,53
159,2,3:41.0,,Offensive rebound by T. Williams,49,53
160,2,3:41.0,,T. Williams makes 2-pt dunk at rim,49,55
161,2,3:41.0,Dallas full timeout,,49,55
162,2,3:41.0,,T. Hardaway enters the game for M. Beasley,49,55
163,2,3:41.0,,L. Thomas enters the game for D. Dotson,49,55
164,2,3:41.0,D. Finney-Smith enters the game for J. Barea,,49,55
165,2,3:41.0,Y. Ferrell enters the game for D. McDermott,,49,55
166,2,3:27.0,H. Barnes makes 2-pt layup from 2 ft,,51,55
167,2,3:04.0,,Personal foul by D. Finney-Smith (drawn by E. Freedom),51,55
168,2,3:04.0,N. Noel enters the game for J. Warney,,51,55
169,2,2:56.0,,T. Hardaway misses 3-pt jump shot from 25 ft,51,55
170,2,2:52.0,Defensive rebound by N. Noel,,51,55
171,2,2:36.0,D. Smith misses 3-pt jump shot from 22 ft,,51,55
172,2,2:35.0,,Defensive rebound by Team,51,55
173,2,2:35.0,Loose ball foul by N. Noel (drawn by L. Thomas),,51,55
174,2,2:20.0,,E. Mudiay makes 2-pt layup from 1 ft,51,57
175,2,2:12.0,H. Barnes misses 2-pt hook shot from 6 ft,,51,57
176,2,2:10.0,,Defensive rebound by E. Freedom,51,57
177,2,1:54.0,,E. Mudiay misses 3-pt jump shot from 25 ft,51,57
178,2,1:52.0,Defensive rebound by D. Finney-Smith,,51,57
179,2,1:44.0,Y. Ferrell makes 2-pt jump shot from 21 ft (assist by H. Barnes),,53,57
180,2,1:27.0,,L. Thomas makes 3-pt jump shot from 24 ft (assist by E. Mudiay),53,60
181,2,1:06.0,Shooting foul by L. Thomas (drawn by H. Barnes),,53,60
182,2,1:06.0,H. Barnes makes free throw 1 of 2,,54,60
183,2,1:06.0,,M. Beasley enters the game for L. Thomas,54,60
184,2,1:06.0,H. Barnes makes free throw 2 of 2,,55,60
185,2,0:47.0,,Turnover by T. Hardaway (step out of bounds),55,60
186,2,0:36.0,D. Smith misses 2-pt jump shot from 14 ft,,55,60
187,2,0:34.0,Offensive rebound by N. Noel,,55,60
188,2,0:28.0,H. Barnes makes 2-pt layup from 3 ft,,57,60
189,2,0:07.0,,E. Freedom misses 2-pt hook shot from 8 ft,57,60
190,2,0:06.0,,Offensive rebound by T. Williams,57,60
191,2,0:06.0,,T. Williams misses 2-pt layup at rim,57,60
192,2,0:05.0,Defensive rebound by N. Noel,,57,60
193,2,0:00.0,D. Smith misses 3-pt jump shot from 31 ft,,57,60
194,2,0:00.0,Offensive rebound by Team,,57,60
195,3,11:42.0,H. Barnes misses 2-pt layup from 2 ft,,57,60
196,3,11:37.0,Offensive rebound by H. Barnes,,57,60
197,3,11:37.0,H. Barnes makes 2-pt layup at rim,,59,60
198,3,11:22.0,,L. Thomas misses 2-pt jump shot from 8 ft,59,60
199,3,11:19.0,Defensive rebound by D. Nowitzki,,59,60
200,3,11:14.0,D. Nowitzki misses 3-pt jump shot from 29 ft,,59,60
201,3,11:11.0,,Defensive rebound by L. Thomas,59,60
202,3,11:00.0,,Turnover by C. Lee (bad pass),59,60
203,3,10:50.0,D. Finney-Smith misses 3-pt jump shot from 23 ft,,59,60
204,3,10:46.0,,Defensive rebound by E. Mudiay,59,60
205,3,10:37.0,,T. Hardaway misses 2-pt jump shot from 6 ft,59,60
206,3,10:35.0,Defensive rebound by D. Finney-Smith,,59,60
207,3,10:27.0,D. Finney-Smith misses 2-pt layup at rim,,59,60
208,3,10:27.0,Offensive rebound by D. Finney-Smith,,59,60
209,3,10:14.0,D. Smith misses 2-pt jump shot from 22 ft,,59,60
210,3,10:11.0,,Defensive rebound by E. Freedom,59,60
211,3,10:01.0,,E. Mudiay misses 2-pt jump shot from 16 ft,59,60
212,3,9:57.0,Defensive rebound by D. Nowitzki,,59,60
213,3,9:44.0,D. Nowitzki misses 3-pt jump shot from 26 ft,,59,60
214,3,9:42.0,,Defensive rebound by T. Hardaway,59,60
215,3,9:34.0,,T. Hardaway makes 2-pt layup from 1 ft (assist by E. Freedom),59,62
216,3,9:16.0,D. Nowitzki misses 2-pt jump shot from 17 ft,,59,62
217,3,9:13.0,,Defensive rebound by E. Freedom,59,62
218,3,9:05.0,,C. Lee misses 3-pt jump shot from 24 ft,59,62
219,3,9:01.0,Defensive rebound by D. Nowitzki,,59,62
220,3,8:55.0,Y. Ferrell misses 3-pt jump shot from 24 ft,,59,62
221,3,8:52.0,,Defensive rebound by E. Freedom,59,62
222,3,8:49.0,,T. Hardaway makes 2-pt dunk from 1 ft (assist by C. Lee),59,64
223,3,8:49.0,Dallas full timeout,,59,64
224,3,8:49.0,K. Collinsworth enters the game for Y. Ferrell,,59,64
225,3,8:26.0,D. Nowitzki makes 3-pt jump shot from 25 ft (assist by H. Barnes),,62,64
226,3,8:06.0,,Turnover by T. Hardaway (bad pass),62,64
227,3,7:58.0,D. Smith makes 2-pt layup at rim,,64,64
228,3,7:45.0,Offensive charge foul by E. Mudiay (drawn by D. Smith),,64,64
229,3,7:45.0,,Turnover by E. Mudiay (offensive foul),64,64
230,3,7:30.0,H. Barnes misses 2-pt layup from 1 ft,,64,64
231,3,7:26.0,Offensive rebound by H. Barnes,,64,64
232,3,7:26.0,H. Barnes makes 2-pt layup at rim,,66,64
233,3,7:14.0,,L. Thomas misses 3-pt jump shot from 22 ft,66,64
234,3,7:09.0,Defensive rebound by D. Finney-Smith,,66,64
235,3,6:52.0,D. Smith misses 2-pt layup from 3 ft,,66,64
236,3,6:47.0,Offensive rebound by K. Collinsworth,,66,64
237,3,6:47.0,D. Nowitzki misses 3-pt jump shot from 26 ft,,66,64
238,3,6:43.0,,Defensive rebound by E. Freedom,66,64
239,3,6:40.0,,Turnover by C. Lee (bad pass; steal by D. Finney-Smith),66,64
240,3,6:37.0,,Offensive charge foul by D. Finney-Smith (drawn by T. Hardaway),66,64
241,3,6:37.0,Turnover by D. Finney-Smith (offensive foul),,66,64
242,3,6:37.0,N. Noel enters the game for D. Nowitzki,,66,64
243,3,6:37.0,Y. Ferrell enters the game for K. Collinsworth,,66,64
244,3,6:24.0,,L. Thomas misses 2-pt hook shot from 8 ft,66,64
245,3,6:18.0,Defensive rebound by D. Finney-Smith,,66,64
246,3,6:13.0,H. Barnes misses 3-pt jump shot from 26 ft,,66,64
247,3,6:07.0,,Defensive rebound by E. Freedom,66,64
248,3,6:05.0,,Personal foul by D. Smith (drawn by E. Mudiay),66,64
249,3,6:05.0,,M. Beasley enters the game for L. Thomas,66,64
250,3,5:46.0,,M. Beasley misses 2-pt jump shot from 19 ft,66,64
251,3,5:44.0,Defensive rebound by D. Finney-Smith,,66,64
252,3,5:34.0,N. Noel misses 2-pt layup from 1 ft,,66,64
253,3,5:32.0,Offensive rebound by D. Finney-Smith,,66,64
254,3,5:25.0,Turnover by D. Smith (bad pass; steal by E. Mudiay),,66,64
255,3,5:21.0,,Turnover by E. Mudiay (bad pass; steal by Y. Ferrell),66,64
256,3,5:18.0,Y. Ferrell makes 3-pt jump shot from 26 ft,,69,64
257,3,5:16.0,,New York full timeout,69,64
258,3,5:16.0,,T. Williams enters the game for E. Freedom,69,64
259,3,5:16.0,,F. Ntilikina enters the game for E. Mudiay,69,64
260,3,5:16.0,,K. O'Quinn enters the game for C. Lee,69,64
261,3,5:16.0,D. McDermott enters the game for D. Finney-Smith,,69,64
262,3,5:07.0,Offensive charge foul by T. Hardaway (drawn by Y. Ferrell),,69,64
263,3,5:07.0,,Turnover by T. Hardaway (offensive foul),69,64
264,3,4:52.0,H. Barnes makes 2-pt jump shot from 19 ft (assist by Y. Ferrell),,71,64
265,3,4:35.0,,F. Ntilikina misses 2-pt jump shot from 15 ft,71,64
266,3,4:31.0,Defensive rebound by H. Barnes,,71,64
267,3,4:22.0,Y. Ferrell misses 2-pt jump shot from 9 ft,,71,64
268,3,4:18.0,,Defensive rebound by T. Williams,71,64
269,3,4:13.0,,Turnover by T. Williams (bad pass; steal by D. McDermott),71,64
270,3,4:09.0,Y. Ferrell makes 3-pt jump shot from 25 ft (assist by D. Smith),,74,64
271,3,3:46.0,,K. O'Quinn misses 2-pt layup from 1 ft,74,64
272,3,3:42.0,Defensive rebound by N. Noel,,74,64
273,3,3:33.0,N. Noel misses 2-pt jump shot from 11 ft,,74,64
274,3,3:31.0,,Defensive rebound by T. Hardaway,74,64
275,3,3:15.0,,T. Williams misses 3-pt jump shot from 25 ft,74,64
276,3,3:11.0,Defensive rebound by N. Noel,,74,64
277,3,2:55.0,H. Barnes makes 2-pt layup from 2 ft,,76,64
278,3,2:55.0,,New York full timeout,76,64
279,3,2:55.0,,T. Burke enters the game for T. Williams,76,64
280,3,2:55.0,J. Barea enters the game for D. Smith,,76,64
281,3,2:37.0,,F. Ntilikina misses 3-pt jump shot from 25 ft,76,64
282,3,2:34.0,,Offensive rebound by K. O'Quinn,76,64
283,3,2:32.0,,F. Ntilikina misses 3-pt jump shot from 24 ft,76,64
284,3,2:32.0,Defensive rebound by J. Barea,,76,64
285,3,2:24.0,Y. Ferrell makes 2-pt layup from 1 ft (assist by J. Barea),,78,64
286,3,2:08.0,,T. Hardaway makes 2-pt jump shot from 14 ft,78,66
287,3,1:52.0,N. Noel misses 2-pt dunk from 1 ft,,78,66
288,3,1:50.0,,Defensive rebound by M. Beasley,78,66
289,3,1:45.0,,T. Burke makes 3-pt jump shot from 23 ft (assist by K. O'Quinn),78,69
290,3,1:30.0,J. Barea misses 2-pt jump shot from 19 ft,,78,69
291,3,1:29.0,,Defensive rebound by T. Burke,78,69
292,3,1:19.0,,T. Hardaway misses 2-pt jump shot from 11 ft,78,69
293,3,1:16.0,Defensive rebound by D. McDermott,,78,69
294,3,1:10.0,Turnover by J. Barea (bad pass; steal by T. Burke),,78,69
295,3,1:08.0,,Offensive foul by T. Burke (drawn by J. Barea),78,69
296,3,1:08.0,,Turnover by T. Burke (offensive foul),78,69
297,3,1:08.0,J. Warney enters the game for N. Noel,,78,69
298,3,0:51.0,H. Barnes misses 2-pt jump shot from 20 ft,,78,69
299,3,0:49.0,Offensive rebound by Team,,78,69
300,3,0:49.0,,Loose ball foul by K. O'Quinn (drawn by J. Warney),78,69
301,3,0:46.0,J. Barea makes 3-pt jump shot from 24 ft (assist by H. Barnes),,81,69
302,3,0:33.0,,Personal foul by Y. Ferrell (drawn by T. Burke),81,69
303,3,0:29.0,,T. Hardaway makes 3-pt jump shot from 25 ft (assist by K. O'Quinn),81,72
304,3,0:10.0,J. Warney makes 2-pt jump shot from 14 ft (assist by J. Barea),,83,72
305,3,0:01.0,,T. Burke misses 2-pt jump shot from 12 ft,83,72
306,3,0:01.0,Defensive rebound by Y. Ferrell,,83,72
307,4,11:47.0,,Shooting foul by K. Collinsworth (drawn by T. Hardaway),83,72
308,4,11:47.0,,T. Hardaway makes free throw 1 of 2,83,73
309,4,11:47.0,,T. Hardaway makes free throw 2 of 2,83,74
310,4,11:35.0,J. Warney misses 2-pt jump shot from 6 ft (block by K. O'Quinn),,83,74
311,4,11:32.0,,Defensive rebound by F. Ntilikina,83,74
312,4,11:30.0,,F. Ntilikina misses 2-pt layup from 1 ft,83,74
313,4,11:24.0,,Offensive rebound by M. Beasley,83,74
314,4,11:24.0,,M. Beasley misses 2-pt layup at rim,83,74
315,4,11:24.0,,Offensive rebound by M. Beasley,83,74
316,4,11:21.0,,T. Hardaway misses 3-pt jump shot from 25 ft,83,74
317,4,11:21.0,Defensive rebound by D. Nowitzki,,83,74
318,4,11:05.0,J. Warney makes 2-pt layup at rim (assist by J. Barea),,85,74
319,4,11:05.0,Shooting foul by F. Ntilikina (drawn by J. Warney),,85,74
320,4,11:05.0,,E. Mudiay enters the game for F. Ntilikina,85,74
321,4,11:05.0,J. Warney misses free throw 1 of 1,,85,74
322,4,11:02.0,,Defensive rebound by K. O'Quinn,85,74
323,4,10:49.0,,Shooting foul by K. Collinsworth (drawn by K. O'Quinn),85,74
324,4,10:49.0,,K. O'Quinn makes free throw 1 of 2,85,75
325,4,10:49.0,,K. O'Quinn makes free throw 2 of 2,85,76
326,4,10:28.0,J. Warney misses 2-pt jump shot from 13 ft,,85,76
327,4,10:26.0,,Defensive rebound by K. O'Quinn,85,76
328,4,10:21.0,,E. Mudiay misses 2-pt jump shot from 20 ft,85,76
329,4,10:18.0,Defensive rebound by J. Warney,,85,76
330,4,10:04.0,J. Warney makes 2-pt hook shot from 9 ft,,87,76
331,4,9:46.0,,K. O'Quinn misses 2-pt jump shot from 21 ft,87,76
332,4,9:45.0,Defensive rebound by D. Nowitzki,,87,76
333,4,9:39.0,D. Nowitzki makes 3-pt jump shot from 26 ft (assist by K. Collinsworth),,90,76
334,4,9:38.0,,New York full timeout,90,76
335,4,9:19.0,,E. Mudiay misses 2-pt jump shot from 9 ft,90,76
336,4,9:18.0,Defensive rebound by J. Warney,,90,76
337,4,9:07.0,D. McDermott misses 3-pt jump shot from 25 ft,,90,76
338,4,9:03.0,,Defensive rebound by T. Burke,90,76
339,4,8:46.0,,T. Burke makes 3-pt jump shot from 26 ft (assist by K. O'Quinn),90,79
340,4,8:25.0,J. Barea makes 3-pt jump shot from 25 ft,,93,79
341,4,8:13.0,,T. Burke makes 3-pt jump shot from 24 ft,93,82
342,4,7:53.0,J. Barea makes 2-pt jump shot from 12 ft,,95,82
343,4,7:41.0,,Turnover by K. O'Quinn (bad pass),95,82
344,4,7:41.0,,L. Thomas enters the game for E. Mudiay,95,82
345,4,7:18.0,J. Warney misses 2-pt jump shot from 10 ft,,95,82
346,4,7:16.0,,Defensive rebound by M. Beasley,95,82
347,4,7:07.0,,K. O'Quinn makes 2-pt jump shot from 9 ft,95,84
348,4,6:50.0,D. Nowitzki makes 2-pt jump shot from 17 ft,,97,84
349,4,6:37.0,,T. Burke makes 2-pt jump shot from 13 ft,97,86
350,4,6:17.0,J. Barea misses 3-pt jump shot from 25 ft,,97,86
351,4,6:12.0,Offensive rebound by K. Collinsworth,,97,86
352,4,6:10.0,,T. Williams enters the game for K. O'Quinn,97,86
353,4,6:10.0,D. Smith enters the game for J. Barea,,97,86
354,4,6:10.0,Y. Ferrell enters the game for D. McDermott,,97,86
355,4,6:10.0,H. Barnes enters the game for D. Nowitzki,,97,86
356,4,6:10.0,D. McDermott misses 3-pt jump shot from 25 ft,,97,86
357,4,6:10.0,Offensive rebound by Team,,97,86
358,4,6:03.0,Personal foul by T. Hardaway (drawn by Y. Ferrell),,97,86
359,4,5:48.0,D. Smith misses 2-pt jump shot from 13 ft,,97,86
360,4,5:41.0,,Defensive rebound by T. Williams,97,86
361,4,5:37.0,,T. Burke makes 2-pt layup from 1 ft,97,88
362,4,5:37.0,,Shooting foul by K. Collinsworth (drawn by T. Burke),97,88
363,4,5:37.0,,T. Burke makes free throw 1 of 1,97,89
364,4,5:22.0,H. Barnes misses 2-pt jump shot from 10 ft,,97,89
365,4,5:19.0,,Defensive rebound by T. Burke,97,89
366,4,5:05.0,,T. Williams makes 2-pt jump shot from 16 ft (assist by M. Beasley),97,91
367,4,5:04.0,Dallas full timeout,,97,91
368,4,5:04.0,N. Noel enters the game for J. Warney,,97,91
369,4,4:48.0,Shooting foul by L. Thomas (drawn by H. Barnes),,97,91
370,4,4:48.0,H. Barnes makes free throw 1 of 2,,98,91
371,4,4:48.0,H. Barnes makes free throw 2 of 2,,99,91
372,4,4:33.0,,M. Beasley makes 2-pt jump shot from 6 ft,99,93
373,4,4:18.0,Turnover by D. Smith (lost ball; steal by L. Thomas),,99,93
374,4,4:15.0,,T. Burke makes 2-pt layup from 1 ft,99,95
375,4,3:59.0,D. Smith makes 3-pt jump shot from 25 ft (assist by H. Barnes),,102,95
376,4,3:38.0,,T. Burke misses 3-pt jump shot from 25 ft,102,95
