,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,PHOENIX_ACTION,MEMPHIS_SCORE,PHOENIX_SCORE
100,1,0:40.0,M. Gasol misses 3-pt jump shot from 25 ft,,25,21
101,1,0:37.0,,Defensive rebound by A. Len,25,21
102,1,0:31.0,,T. Daniels makes 3-pt jump shot from 26 ft (assist by T. Warren),25,24
103,1,0:11.0,M. Chalmers misses 2-pt jump shot from 19 ft,,25,24
104,1,0:08.0,,Defensive rebound by A. Len,25,24
105,1,0:05.0,,Shooting block foul by C. Parsons (drawn by T. Warren),25,24
106,1,0:05.0,,T. Warren makes free throw 1 of 2,25,25
107,1,0:05.0,,T. Warren makes free throw 2 of 2,25,26
108,1,0:01.0,C. Parsons misses 3-pt jump shot from 28 ft,,25,26
109,1,0:01.0,Offensive rebound by Team,,25,26
110,2,11:43.0,,Shooting foul by B. McLemore (drawn by T. Daniels),25,26
111,2,11:43.0,,T. Daniels makes free throw 1 of 3,25,27
112,2,11:43.0,,T. Daniels makes free throw 2 of 3,25,28
113,2,11:43.0,,T. Daniels makes free throw 3 of 3,25,29
114,2,11:23.0,Turnover by A. Harrison (bad pass; steal by I. Canaan),,25,29
115,2,11:15.0,,A. Len misses 2-pt layup from 2 ft (block by M. Gasol),25,29
116,2,11:11.0,Defensive rebound by D. Brooks,,25,29
117,2,11:11.0,Shooting foul by T. Daniels (drawn by B. McLemore),,25,29
118,2,11:11.0,B. McLemore makes free throw 1 of 2,,26,29
119,2,11:11.0,B. McLemore misses free throw 2 of 2,,26,29
120,2,11:08.0,Offensive rebound by J. Green,,26,29
121,2,10:54.0,M. Gasol misses 2-pt jump shot from 21 ft,,26,29
122,2,10:53.0,Offensive rebound by B. McLemore,,26,29
123,2,10:52.0,B. McLemore misses 2-pt layup from 1 ft,,26,29
124,2,10:51.0,Offensive rebound by J. Green,,26,29
125,2,10:51.0,Personal foul by D. Bender (drawn by J. Green),,26,29
126,2,10:45.0,J. Green misses 2-pt jump shot from 19 ft,,26,29
127,2,10:42.0,,Defensive rebound by I. Canaan,26,29
128,2,10:19.0,,D. House misses 3-pt jump shot from 28 ft,26,29
129,2,10:14.0,Defensive rebound by J. Green,,26,29
130,2,10:05.0,M. Gasol makes 2-pt jump shot from 19 ft (assist by J. Green),,28,29
131,2,9:46.0,,D. House makes 2-pt layup at rim,28,31
132,2,9:29.0,D. Brooks makes 2-pt layup at rim (assist by M. Gasol),,30,31
133,2,9:14.0,,D. House misses 2-pt layup from 1 ft (block by D. Brooks),30,31
134,2,9:06.0,Defensive rebound by A. Harrison,,30,31
135,2,9:04.0,M. Gasol misses 3-pt jump shot from 25 ft,,30,31
136,2,9:04.0,,Defensive rebound by A. Len,30,31
137,2,8:46.0,,D. Bender makes 3-pt jump shot from 25 ft (assist by A. Len),30,34
138,2,8:23.0,A. Harrison makes 2-pt layup at rim,,32,34
139,2,8:11.0,,A. Len makes 2-pt dunk at rim (assist by I. Canaan),32,36
140,2,7:51.0,D. Brooks makes 2-pt layup at rim,,34,36
141,2,7:41.0,,A. Len misses 2-pt layup from 2 ft (block by M. Gasol),34,36
142,2,7:41.0,,Offensive rebound by Team,34,36
143,2,7:41.0,T. Evans enters the game for B. McLemore,,34,36
144,2,7:41.0,,Phoenix full timeout,34,36
145,2,7:41.0,,J. Jackson enters the game for T. Daniels,34,36
146,2,7:33.0,,D. House misses 3-pt jump shot from 24 ft,34,36
147,2,7:30.0,Defensive rebound by A. Harrison,,34,36
148,2,7:15.0,J. Green misses 3-pt jump shot from 24 ft,,34,36
149,2,7:11.0,,Defensive rebound by A. Len,34,36
150,2,6:55.0,,A. Len makes 2-pt layup at rim (assist by D. Bender),34,38
151,2,6:37.0,T. Evans makes 2-pt layup at rim,,36,38
152,2,6:29.0,,A. Len misses 2-pt layup from 2 ft (block by D. Brooks),36,38
153,2,6:27.0,Defensive rebound by M. Gasol,,36,38
154,2,6:22.0,D. Brooks misses 2-pt layup from 1 ft,,36,38
155,2,6:20.0,Offensive rebound by A. Harrison,,36,38
156,2,6:18.0,Personal foul by J. Jackson (drawn by A. Harrison),,36,38
157,2,6:18.0,,T. Warren enters the game for A. Len,36,38
158,2,6:18.0,,G. Monroe enters the game for D. House,36,38
159,2,6:18.0,J. Martin enters the game for J. Green,,36,38
160,2,6:18.0,C. Parsons enters the game for D. Brooks,,36,38
161,2,6:10.0,T. Evans misses 2-pt layup from 1 ft,,36,38
162,2,6:09.0,,Defensive rebound by D. Bender,36,38
163,2,6:04.0,,J. Jackson misses 2-pt layup from 1 ft,36,38
164,2,5:59.0,,Offensive rebound by J. Jackson,36,38
165,2,5:59.0,,J. Jackson makes 2-pt layup at rim,36,40
166,2,5:40.0,M. Gasol makes 2-pt layup from 2 ft,,38,40
167,2,5:30.0,,Shooting foul by A. Harrison (drawn by I. Canaan),38,40
168,2,5:30.0,,I. Canaan makes free throw 1 of 2,38,41
169,2,5:30.0,M. Chalmers enters the game for A. Harrison,,38,41
170,2,5:30.0,,I. Canaan makes free throw 2 of 2,38,42
171,2,5:12.0,Shooting foul by G. Monroe (drawn by J. Martin),,38,42
172,2,5:12.0,J. Martin makes free throw 1 of 2,,39,42
173,2,5:12.0,,T. Ulis enters the game for I. Canaan,39,42
174,2,5:12.0,D. Davis enters the game for M. Gasol,,39,42
175,2,5:12.0,J. Martin misses free throw 2 of 2,,39,42
176,2,5:09.0,,Defensive rebound by G. Monroe,39,42
177,2,4:59.0,,J. Jackson makes 2-pt layup from 1 ft (assist by G. Monroe),39,44
178,2,4:59.0,,Shooting block foul by T. Evans (drawn by J. Jackson),39,44
179,2,4:59.0,,J. Jackson misses free throw 1 of 1,39,44
180,2,4:59.0,,Offensive rebound by Team,39,44
181,2,4:59.0,Loose ball foul by J. Martin (drawn by T. Warren),,39,44
182,2,4:50.0,,T. Warren makes 2-pt layup from 1 ft (assist by G. Monroe),39,46
183,2,4:50.0,,Shooting foul by C. Parsons (drawn by T. Warren),39,46
184,2,4:50.0,,T. Warren makes free throw 1 of 1,39,47
185,2,4:29.0,C. Parsons makes 2-pt layup from 8 ft,,41,47
186,2,4:10.0,,G. Monroe misses 2-pt hook shot from 2 ft,41,47
187,2,4:09.0,Defensive rebound by J. Martin,,41,47
188,2,4:03.0,M. Chalmers makes 3-pt jump shot from 24 ft (assist by C. Parsons),,44,47
189,2,3:41.0,,Turnover by G. Monroe (bad pass; steal by M. Chalmers),44,47
190,2,3:33.0,C. Parsons misses 3-pt jump shot from 24 ft,,44,47
191,2,3:30.0,,Defensive rebound by D. Bender,44,47
192,2,3:25.0,,J. Jackson makes 3-pt jump shot from 25 ft (assist by T. Ulis),44,50
193,2,3:16.0,Memphis full timeout,,44,50
194,2,3:16.0,,M. Chriss enters the game for D. Bender,44,50
195,2,3:16.0,M. Gasol enters the game for D. Davis,,44,50
196,2,2:59.0,J. Martin misses 2-pt jump shot from 20 ft,,44,50
197,2,2:55.0,,Defensive rebound by Team,44,50
198,2,2:40.0,,T. Warren makes 3-pt jump shot from 23 ft (assist by J. Jackson),44,53
199,2,2:19.0,M. Chalmers makes 2-pt jump shot from 11 ft,,46,53
200,2,2:03.0,,T. Warren makes 2-pt layup at rim (assist by G. Monroe),46,55
201,2,2:03.0,,Shooting foul by C. Parsons (drawn by T. Warren),46,55
202,2,2:03.0,J. Green enters the game for J. Martin,,46,55
203,2,2:03.0,A. Harrison enters the game for M. Chalmers,,46,55
204,2,2:03.0,D. Brooks enters the game for C. Parsons,,46,55
205,2,2:03.0,,T. Warren makes free throw 1 of 1,46,56
206,2,1:51.0,A. Harrison makes 2-pt layup from 1 ft (assist by M. Gasol),,48,56
207,2,1:51.0,Shooting foul by M. Chriss (drawn by A. Harrison),,48,56
208,2,1:51.0,,D. Bender enters the game for M. Chriss,48,56
209,2,1:51.0,A. Harrison makes free throw 1 of 1,,49,56
210,2,1:35.0,,G. Monroe misses 2-pt layup from 2 ft,49,56
211,2,1:33.0,,Offensive rebound by G. Monroe,49,56
212,2,1:32.0,,G. Monroe makes 2-pt layup from 1 ft,49,58
213,2,1:21.0,Turnover by A. Harrison (bad pass),,49,58
214,2,1:08.0,,T. Warren makes 2-pt layup at rim (assist by G. Monroe),49,60
215,2,0:45.0,M. Gasol misses 2-pt jump shot from 4 ft,,49,60
216,2,0:43.0,Offensive rebound by Team,,49,60
217,2,0:29.0,D. Brooks makes 2-pt layup from 1 ft,,51,60
218,2,0:06.0,,Shooting foul by A. Harrison (drawn by T. Warren),51,60
219,2,0:06.0,,T. Warren misses free throw 1 of 2,51,60
220,2,0:06.0,,Offensive rebound by Team,51,60
221,2,0:06.0,,A. Len enters the game for G. Monroe,51,60
222,2,0:06.0,,T. Warren misses free throw 2 of 2,51,60
223,2,0:05.0,Defensive rebound by M. Gasol,,51,60
224,2,0:00.0,T. Evans misses 3-pt jump shot from 25 ft,,51,60
225,2,0:00.0,Offensive rebound by Team,,51,60
226,3,11:41.0,,Shooting foul by T. Evans (drawn by J. Jackson),51,60
227,3,11:41.0,,J. Jackson misses free throw 1 of 3,51,60
228,3,11:41.0,,Offensive rebound by Team,51,60
229,3,11:41.0,,J. Jackson makes free throw 2 of 3,51,61
230,3,11:41.0,,J. Jackson misses free throw 3 of 3,51,61
231,3,11:38.0,Defensive rebound by M. Gasol,,51,61
232,3,11:18.0,D. Brooks misses 2-pt jump shot from 20 ft,,51,61
233,3,11:13.0,Offensive rebound by J. Green,,51,61
234,3,11:13.0,J. Green makes 2-pt layup at rim,,53,61
235,3,11:09.0,,Shooting foul by D. Brooks (drawn by T. Warren),53,61
236,3,11:09.0,,T. Warren makes free throw 1 of 2,53,62
237,3,11:09.0,,T. Warren makes free throw 2 of 2,53,63
238,3,10:49.0,T. Evans misses 2-pt jump shot from 21 ft,,53,63
239,3,10:46.0,,Defensive rebound by G. Monroe,53,63
240,3,10:41.0,,M. Chriss makes 2-pt layup at rim (assist by T. Ulis),53,65
241,3,10:27.0,J. Green misses 3-pt jump shot from 25 ft,,53,65
242,3,10:23.0,Offensive rebound by A. Harrison,,53,65
243,3,10:16.0,T. Evans makes 2-pt layup from 1 ft,,55,65
244,3,10:01.0,,T. Ulis makes 2-pt jump shot from 14 ft,55,67
245,3,9:48.0,M. Gasol makes 2-pt jump shot from 21 ft (assist by T. Evans),,57,67
246,3,9:27.0,,T. Warren makes 2-pt jump shot from 13 ft,57,69
247,3,9:07.0,M. Gasol makes 2-pt layup from 1 ft (assist by T. Evans),,59,69
248,3,8:52.0,,Personal foul by D. Brooks (drawn by G. Monroe),59,69
249,3,8:48.0,,Shooting foul by M. Gasol (drawn by T. Warren),59,69
250,3,8:48.0,,T. Warren makes free throw 1 of 2,59,70
251,3,8:48.0,,T. Warren makes free throw 2 of 2,59,71
252,3,8:41.0,Personal foul by J. Jackson (drawn by T. Evans),,59,71
253,3,8:32.0,M. Gasol makes 3-pt jump shot from 25 ft (assist by T. Evans),,62,71
254,3,8:22.0,,T. Warren misses 2-pt jump shot from 11 ft,62,71
255,3,8:16.0,Defensive rebound by J. Green,,62,71
256,3,8:07.0,D. Brooks makes 2-pt layup from 1 ft,,64,71
257,3,7:53.0,,M. Chriss misses 2-pt layup from 2 ft,64,71
258,3,7:52.0,Defensive rebound by Team,,64,71
259,3,7:37.0,Shooting foul by T. Warren (drawn by J. Green),,64,71
260,3,7:37.0,J. Green makes free throw 1 of 2,,65,71
261,3,7:37.0,J. Green makes free throw 2 of 2,,66,71
262,3,7:37.0,,Phoenix full timeout,66,71
263,3,7:37.0,,T. Daniels enters the game for J. Jackson,66,71
264,3,7:37.0,,D. Bender enters the game for M. Chriss,66,71
265,3,7:22.0,,Personal foul by A. Harrison (drawn by T. Daniels),66,71
266,3,7:22.0,,T. Daniels makes free throw 1 of 2,66,72
267,3,7:22.0,,T. Daniels makes free throw 2 of 2,66,73
268,3,7:13.0,M. Gasol misses 3-pt jump shot from 26 ft,,66,73
269,3,7:09.0,,Defensive rebound by T. Daniels,66,73
270,3,6:55.0,,D. Bender misses 3-pt jump shot from 25 ft,66,73
271,3,6:51.0,Defensive rebound by M. Gasol,,66,73
272,3,6:38.0,A. Harrison misses 2-pt jump shot from 8 ft,,66,73
273,3,6:36.0,Offensive rebound by M. Gasol,,66,73
274,3,6:33.0,T. Evans misses 3-pt jump shot from 26 ft,,66,73
275,3,6:28.0,,Defensive rebound by G. Monroe,66,73
276,3,6:22.0,,Turnover by G. Monroe (bad pass),66,73
277,3,6:05.0,M. Gasol makes 2-pt jump shot from 15 ft,,68,73
278,3,5:44.0,,G. Monroe misses 2-pt hook shot from 7 ft,68,73
279,3,5:42.0,Defensive rebound by M. Gasol,,68,73
280,3,5:38.0,Shooting block foul by T. Ulis (drawn by A. Harrison),,68,73
281,3,5:38.0,A. Harrison makes free throw 1 of 2,,69,73
282,3,5:38.0,,A. Len enters the game for T. Ulis,69,73
283,3,5:38.0,,I. Canaan enters the game for G. Monroe,69,73
284,3,5:38.0,A. Harrison makes free throw 2 of 2,,70,73
285,3,5:38.0,J. Ennis enters the game for D. Brooks,,70,73
286,3,5:24.0,,D. Bender misses 3-pt jump shot from 22 ft,70,73
287,3,5:19.0,Defensive rebound by T. Evans,,70,73
288,3,5:07.0,Turnover by M. Gasol (bad pass; steal by T. Warren),,70,73
289,3,4:51.0,,I. Canaan misses 3-pt jump shot from 25 ft,70,73
290,3,4:47.0,Defensive rebound by J. Green,,70,73
291,3,4:44.0,Memphis full timeout,,70,73
292,3,4:44.0,K. Simmons enters the game for J. Green,,70,73
293,3,4:44.0,B. Wright enters the game for A. Harrison,,70,73
294,3,4:36.0,Offensive foul by K. Simmons (drawn by A. Len),,70,73
295,3,4:36.0,Turnover by K. Simmons (offensive foul),,70,73
296,3,4:22.0,,T. Warren makes 2-pt jump shot from 10 ft,70,75
297,3,4:01.0,M. Gasol misses 3-pt jump shot from 26 ft,,70,75
298,3,3:56.0,Offensive rebound by J. Ennis,,70,75
299,3,3:49.0,T. Evans makes 2-pt layup at rim,,72,75
300,3,3:31.0,,T. Daniels misses 3-pt jump shot from 24 ft,72,75
301,3,3:30.0,Defensive rebound by T. Evans,,72,75
302,3,3:22.0,Turnover by T. Evans (bad pass),,72,75
303,3,3:08.0,,T. Daniels misses 3-pt jump shot from 25 ft,72,75
304,3,3:05.0,Defensive rebound by J. Ennis,,72,75
305,3,2:57.0,Shooting foul by D. Bender (drawn by T. Evans),,72,75
306,3,2:57.0,T. Evans makes free throw 1 of 2,,73,75
307,3,2:57.0,C. Parsons enters the game for M. Gasol,,73,75
308,3,2:57.0,T. Evans makes free throw 2 of 2,,74,75
309,3,2:37.0,,I. Canaan misses 2-pt layup from 2 ft,74,75
310,3,2:33.0,Defensive rebound by J. Ennis,,74,75
311,3,2:31.0,T. Evans makes 2-pt layup from 1 ft,,76,75
312,3,2:26.0,,Turnover by T. Daniels (bad pass; steal by K. Simmons),76,75
313,3,2:25.0,K. Simmons makes 2-pt dunk at rim,,78,75
314,3,2:25.0,,Phoenix full timeout,78,75
315,3,2:25.0,M. Gasol enters the game for T. Evans,,78,75
316,3,2:04.0,,A. Len misses 2-pt jump shot from 19 ft,78,75
317,3,2:01.0,Defensive rebound by J. Ennis,,78,75
318,3,1:49.0,C. Parsons misses 2-pt jump shot from 13 ft,,78,75
319,3,1:47.0,Offensive rebound by Team,,78,75
320,3,1:47.0,,D. House enters the game for T. Warren,78,75
321,3,1:43.0,Turnover by J. Ennis (bad pass; steal by T. Daniels),,78,75
322,3,1:31.0,,D. House makes 2-pt jump shot from 20 ft,78,77
323,3,1:09.0,J. Ennis misses 2-pt layup from 1 ft,,78,77
324,3,1:08.0,,Defensive rebound by D. House,78,77
325,3,1:06.0,,Turnover by D. House (bad pass; steal by K. Simmons),78,77
326,3,1:02.0,J. Ennis makes 3-pt jump shot from 22 ft (assist by K. Simmons),,81,77
327,3,0:48.0,,Offensive foul by T. Daniels (drawn by K. Simmons),81,77
328,3,0:48.0,,Turnover by T. Daniels (offensive foul),81,77
329,3,0:31.0,K. Simmons misses 2-pt jump shot from 8 ft,,81,77
330,3,0:29.0,,Defensive rebound by D. Bender,81,77
331,3,0:09.0,,I. Canaan makes 2-pt layup at rim,81,79
332,3,0:03.0,M. Gasol misses 3-pt jump shot from 25 ft,,81,79
333,3,0:02.0,,Defensive rebound by D. Bender,81,79
334,4,11:36.0,J. Green misses 3-pt jump shot from 25 ft,,81,79
335,4,11:35.0,Offensive rebound by Team,,81,79
336,4,11:35.0,Turnover by Team (shot clock),,81,79
337,4,11:12.0,,D. House misses 2-pt layup from 7 ft,81,79
338,4,11:07.0,,Offensive rebound by A. Len,81,79
339,4,11:03.0,,A. Len misses 2-pt layup from 3 ft (block by C. Parsons),81,79
340,4,11:02.0,Defensive rebound by C. Parsons,,81,79
341,4,10:58.0,J. Ennis misses 2-pt layup from 1 ft,,81,79
342,4,10:56.0,,Defensive rebound by T. Daniels,81,79
343,4,10:50.0,,I. Canaan makes 3-pt jump shot from 25 ft,81,82
344,4,10:20.0,J. Green makes 2-pt hook shot from 12 ft,,83,82
345,4,10:02.0,,I. Canaan makes 3-pt jump shot from 22 ft (assist by A. Len),83,85
346,4,9:51.0,A. Harrison makes 2-pt layup at rim,,85,85
347,4,9:33.0,,D. Bender misses 3-pt jump shot from 24 ft,85,85
348,4,9:28.0,Defensive rebound by B. Wright,,85,85
349,4,9:17.0,Turnover by J. Green (bad pass),,85,85
350,4,9:17.0,T. Evans enters the game for J. Ennis,,85,85
351,4,9:03.0,,Personal foul by A. Harrison (drawn by T. Daniels),85,85
352,4,8:57.0,,D. House misses 3-pt jump shot from 22 ft,85,85
353,4,8:55.0,Defensive rebound by T. Evans,,85,85
354,4,8:53.0,Turnover by C. Parsons (offensive goaltending),,85,85
355,4,8:33.0,,T. Daniels misses 3-pt jump shot from 25 ft,85,85
356,4,8:30.0,Defensive rebound by T. Evans,,85,85
357,4,8:22.0,T. Evans misses 3-pt jump shot from 25 ft,,85,85
358,4,8:19.0,,Defensive rebound by D. Bender,85,85
359,4,8:13.0,,Shooting foul by B. Wright (drawn by A. Len),85,85
360,4,8:13.0,,A. Len makes free throw 1 of 2,85,86
361,4,8:13.0,,J. Jackson enters the game for T. Daniels,85,86
362,4,8:13.0,D. Brooks enters the game for C. Parsons,,85,86
363,4,8:13.0,,A. Len makes free throw 2 of 2,85,87
364,4,7:54.0,B. Wright makes 2-pt jump shot from 6 ft (assist by T. Evans),,87,87
365,4,7:41.0,,Turnover by I. Canaan (traveling),87,87
366,4,7:27.0,B. Wright makes 2-pt dunk at rim (assist by J. Green),,89,87
367,4,7:08.0,,J. Jackson makes 3-pt jump shot from 25 ft (assist by I. Canaan),89,90
368,4,6:53.0,D. Brooks misses 3-pt jump shot from 24 ft,,89,90
369,4,6:52.0,,Defensive rebound by Team,89,90
370,4,6:52.0,,Phoenix full timeout,89,90
371,4,6:52.0,,T. Ulis enters the game for I. Canaan,89,90
372,4,6:52.0,M. Gasol enters the game for J. Green,,89,90
373,4,6:52.0,K. Simmons enters the game for T. Evans,,89,90
374,4,6:37.0,,D. Bender misses 2-pt hook shot from 8 ft,89,90
375,4,6:35.0,Defensive rebound by B. Wright,,89,90
376,4,6:12.0,D. Brooks makes 3-pt jump shot from 31 ft (assist by M. Gasol),,92,90
377,4,5:53.0,,D. House makes 2-pt jump shot from 13 ft,92,92
378,4,5:35.0,M. Gasol misses 3-pt jump shot from 25 ft,,92,92
379,4,5:32.0,,Defensive rebound by D. House,92,92
380,4,5:08.0,,J. Jackson misses 3-pt jump shot from 23 ft,92,92
381,4,5:06.0,Defensive rebound by M. Gasol,,92,92
382,4,5:05.0,Shooting foul by D. Bender (drawn by A. Harrison),,92,92
383,4,5:05.0,A. Harrison makes free throw 1 of 2,,93,92
384,4,5:05.0,,T. Warren enters the game for A. Len,93,92
385,4,5:05.0,,G. Monroe enters the game for D. House,93,92
386,4,5:05.0,,M. Chriss enters the game for D. Bender,93,92
387,4,5:05.0,A. Harrison misses free throw 2 of 2,,93,92
388,4,4:59.0,,Defensive rebound by G. Monroe,93,92
389,4,4:51.0,,T. Warren misses 2-pt jump shot from 12 ft,93,92
390,4,4:49.0,Defensive rebound by K. Simmons,,93,92
391,4,4:36.0,K. Simmons misses 2-pt layup from 1 ft,,93,92
392,4,4:34.0,,Defensive rebound by J. Jackson,93,92
393,4,4:31.0,,J. Jackson misses 2-pt layup from 1 ft,93,92
394,4,4:31.0,,Offensive rebound by T. Warren,93,92
395,4,4:31.0,,Personal foul by D. Brooks (drawn by T. Warren),93,92
396,4,4:31.0,T. Evans enters the game for A. Harrison,,93,92
