,QUARTER,TIME_REMAINING,DALLAS_ACTION,BROOKLYN_ACTION,DALLAS_SCORE,BROOKLYN_SCORE
171,2,4:44.0,,D. Russell makes 2-pt layup from 1 ft (assist by C. LeVert),45,53
172,2,4:30.0,D. Nowitzki misses 2-pt jump shot from 18 ft,,45,53
173,2,4:27.0,,Defensive rebound by D. Carroll,45,53
174,2,4:18.0,,C. LeVert makes 2-pt layup at rim (assist by D. Carroll),45,55
175,2,4:03.0,D. Smith misses 3-pt jump shot from 25 ft,,45,55
176,2,4:00.0,,Defensive rebound by C. LeVert,45,55
177,2,3:54.0,,Personal foul by D. Powell (drawn by C. LeVert),45,55
178,2,3:54.0,J. Motley enters the game for D. Smith,,45,55
179,2,3:54.0,Y. Ferrell enters the game for D. Powell,,45,55
180,2,3:54.0,J. Jones enters the game for K. Collinsworth,,45,55
181,2,3:54.0,M. Kleber enters the game for D. Nowitzki,,45,55
182,2,3:46.0,,R. Hollis-Jefferson misses 2-pt layup from 2 ft,45,55
183,2,3:46.0,Defensive rebound by Team,,45,55
184,2,3:36.0,J. Jones misses 2-pt jump shot from 14 ft,,45,55
185,2,3:33.0,,Defensive rebound by D. Carroll,45,55
186,2,3:21.0,,R. Hollis-Jefferson misses 2-pt jump shot from 6 ft (block by M. Kleber),45,55
187,2,3:18.0,Defensive rebound by D. McDermott,,45,55
188,2,3:10.0,Y. Ferrell makes 2-pt jump shot from 15 ft,,47,55
189,2,2:51.0,,R. Hollis-Jefferson misses 2-pt layup from 2 ft,47,55
190,2,2:49.0,Defensive rebound by J. Motley,,47,55
191,2,2:43.0,Turnover by J. Motley (traveling),,47,55
192,2,2:43.0,,Brooklyn full timeout,47,55
193,2,2:43.0,,S. Dinwiddie enters the game for R. Hollis-Jefferson,47,55
194,2,2:30.0,,J. Allen makes 2-pt layup from 4 ft (assist by D. Russell),47,57
195,2,2:10.0,J. Motley makes 2-pt layup from 2 ft,,49,57
196,2,2:10.0,Shooting foul by J. Allen (drawn by J. Motley),,49,57
197,2,2:10.0,J. Motley misses free throw 1 of 1,,49,57
198,2,2:06.0,Offensive rebound by J. Jones,,49,57
199,2,2:05.0,J. Jones makes 2-pt dunk at rim,,51,57
200,2,1:52.0,,Turnover by D. Carroll (traveling),51,57
201,2,1:41.0,Y. Ferrell misses 3-pt jump shot from 24 ft,,51,57
202,2,1:36.0,Offensive rebound by J. Jones,,51,57
203,2,1:35.0,J. Jones makes 3-pt jump shot from 22 ft,,54,57
204,2,1:20.0,,Personal foul by D. McDermott (drawn by C. LeVert),54,57
205,2,1:12.0,,D. Russell misses 2-pt layup from 2 ft,54,57
206,2,1:09.0,,Offensive rebound by J. Allen,54,57
207,2,1:09.0,,J. Allen makes 2-pt layup at rim,54,59
208,2,0:54.0,D. McDermott misses 2-pt jump shot from 18 ft,,54,59
209,2,0:54.0,,Defensive rebound by Team,54,59
210,2,0:29.0,,S. Dinwiddie misses 3-pt jump shot from 28 ft,54,59
211,2,0:28.0,,Offensive rebound by J. Allen,54,59
212,2,0:06.0,,C. LeVert misses 2-pt layup from 2 ft,54,59
213,2,0:03.0,Defensive rebound by Y. Ferrell,,54,59
214,2,0:00.0,J. Jones makes 2-pt layup from 1 ft (assist by Y. Ferrell),,56,59
215,3,11:45.0,J. Jones misses 2-pt jump shot from 7 ft,,56,59
216,3,11:40.0,,Defensive rebound by D. Russell,56,59
217,3,11:37.0,,Shooting foul by J. Jones (drawn by R. Hollis-Jefferson),56,59
218,3,11:37.0,,R. Hollis-Jefferson makes free throw 1 of 2,56,60
219,3,11:37.0,,R. Hollis-Jefferson misses free throw 2 of 2,56,60
220,3,11:35.0,,Offensive rebound by R. Hollis-Jefferson,56,60
221,3,11:34.0,,R. Hollis-Jefferson makes 2-pt dunk at rim,56,62
222,3,11:19.0,D. Smith makes 2-pt layup at rim,,58,62
223,3,11:01.0,,R. Hollis-Jefferson makes 2-pt jump shot from 16 ft,58,64
224,3,10:43.0,J. Jones misses 2-pt layup from 2 ft (block by J. Allen),,58,64
225,3,10:41.0,Offensive rebound by J. Jones,,58,64
226,3,10:41.0,J. Jones misses 2-pt layup from 1 ft (block by J. Allen),,58,64
227,3,10:41.0,Offensive rebound by J. Jones,,58,64
228,3,10:41.0,J. Jones makes 2-pt layup from 1 ft,,60,64
229,3,10:41.0,Shooting foul by J. Harris (drawn by J. Jones),,60,64
230,3,10:41.0,,Q. Acy enters the game for J. Allen,60,64
231,3,10:41.0,J. Jones makes free throw 1 of 1,,61,64
232,3,10:21.0,,D. Russell makes 2-pt hook shot from 5 ft,61,66
233,3,10:00.0,D. Smith misses 2-pt jump shot from 22 ft,,61,66
234,3,9:58.0,,Defensive rebound by Q. Acy,61,66
235,3,9:39.0,,D. Carroll misses 3-pt jump shot from 22 ft,61,66
236,3,9:35.0,Defensive rebound by D. Powell,,61,66
237,3,9:32.0,Personal foul by D. Russell (drawn by J. Jones),,61,66
238,3,9:23.0,Shooting foul by D. Russell (drawn by D. Powell),,61,66
239,3,9:23.0,D. Powell makes free throw 1 of 2,,62,66
240,3,9:23.0,D. Powell makes free throw 2 of 2,,63,66
241,3,9:14.0,,J. Harris makes 2-pt layup from 1 ft (assist by D. Russell),63,68
242,3,9:03.0,D. Powell makes 3-pt jump shot from 25 ft (assist by D. Nowitzki),,66,68
243,3,8:45.0,,D. Carroll misses 3-pt jump shot from 24 ft,66,68
244,3,8:44.0,Defensive rebound by D. Nowitzki,,66,68
245,3,8:36.0,D. Smith makes 2-pt layup from 1 ft,,68,68
246,3,8:15.0,,Personal foul by J. Jones (drawn by J. Harris),68,68
247,3,8:13.0,,Personal foul by D. Smith (drawn by D. Russell),68,68
248,3,8:13.0,,J. Allen enters the game for Q. Acy,68,68
249,3,8:09.0,,Turnover by D. Russell (lost ball; steal by D. Smith),68,68
250,3,8:06.0,D. Smith makes 2-pt dunk at rim,,70,68
251,3,8:05.0,,Brooklyn full timeout,70,68
252,3,7:44.0,,D. Russell misses 2-pt jump shot from 5 ft,70,68
253,3,7:41.0,Defensive rebound by D. Powell,,70,68
254,3,7:30.0,Turnover by D. Powell (out of bounds lost ball),,70,68
255,3,7:14.0,,Turnover by D. Russell (lost ball; steal by D. Powell),70,68
256,3,7:10.0,D. Powell makes 2-pt dunk at rim,,72,68
257,3,6:54.0,,Turnover by J. Harris (turnover),72,68
258,3,6:54.0,,S. Dinwiddie enters the game for J. Harris,72,68
259,3,6:47.0,D. Powell makes 3-pt jump shot from 24 ft (assist by D. Smith),,75,68
260,3,6:28.0,,R. Hollis-Jefferson makes 2-pt jump shot from 15 ft,75,70
261,3,6:15.0,D. Nowitzki makes 3-pt jump shot from 27 ft (assist by D. Smith),,78,70
262,3,5:59.0,,D. Russell misses 2-pt jump shot from 16 ft,78,70
263,3,5:59.0,Defensive rebound by Team,,78,70
264,3,5:36.0,D. Smith makes 2-pt jump shot from 22 ft,,80,70
265,3,5:30.0,,D. Carroll makes 2-pt jump shot from 5 ft (assist by D. Russell),80,72
266,3,5:30.0,,Shooting foul by D. Powell (drawn by D. Carroll),80,72
267,3,5:30.0,,C. LeVert enters the game for D. Russell,80,72
268,3,5:30.0,Y. Ferrell enters the game for J. Jones,,80,72
269,3,5:30.0,,D. Carroll makes free throw 1 of 1,80,73
270,3,5:09.0,D. Smith misses 2-pt jump shot from 18 ft,,80,73
271,3,5:06.0,,Defensive rebound by D. Carroll,80,73
272,3,5:01.0,,D. Carroll makes 3-pt jump shot from 25 ft (assist by R. Hollis-Jefferson),80,76
273,3,4:57.0,Dallas full timeout,,80,76
274,3,4:57.0,M. Kleber enters the game for D. Powell,,80,76
275,3,4:57.0,J. Motley enters the game for D. Nowitzki,,80,76
276,3,4:42.0,D. Smith misses 2-pt jump shot from 9 ft,,80,76
277,3,4:38.0,,Defensive rebound by S. Dinwiddie,80,76
278,3,4:30.0,,R. Hollis-Jefferson makes 2-pt jump shot from 9 ft,80,78
279,3,4:13.0,D. McDermott misses 2-pt jump shot from 23 ft,,80,78
280,3,4:11.0,,Defensive rebound by J. Allen,80,78
281,3,3:56.0,,R. Hollis-Jefferson makes 2-pt jump shot from 16 ft,80,80
282,3,3:30.0,Personal foul by S. Dinwiddie (drawn by D. Smith),,80,80
283,3,3:30.0,,Q. Acy enters the game for D. Carroll,80,80
284,3,3:30.0,,J. Harris enters the game for J. Allen,80,80
285,3,3:30.0,K. Collinsworth enters the game for D. Smith,,80,80
286,3,3:23.0,J. Motley makes 2-pt layup from 2 ft (assist by Y. Ferrell),,82,80
287,3,3:01.0,,J. Harris misses 3-pt jump shot from 22 ft,82,80
288,3,2:59.0,Defensive rebound by J. Motley,,82,80
289,3,2:50.0,M. Kleber misses 3-pt jump shot from 24 ft,,82,80
290,3,2:46.0,,Defensive rebound by J. Harris,82,80
291,3,2:28.0,,S. Dinwiddie makes 3-pt jump shot from 23 ft (assist by Q. Acy),82,83
292,3,2:15.0,Shooting foul by S. Dinwiddie (drawn by K. Collinsworth),,82,83
293,3,2:15.0,K. Collinsworth makes free throw 1 of 2,,83,83
294,3,2:15.0,,D. Carroll enters the game for R. Hollis-Jefferson,83,83
295,3,2:15.0,K. Collinsworth makes free throw 2 of 2,,84,83
296,3,2:07.0,,S. Dinwiddie misses 2-pt layup from 1 ft,84,83
297,3,2:05.0,,Offensive rebound by S. Dinwiddie,84,83
298,3,2:05.0,,Shooting foul by J. Motley (drawn by S. Dinwiddie),84,83
299,3,2:05.0,,S. Dinwiddie makes free throw 1 of 2,84,84
300,3,2:05.0,,S. Dinwiddie makes free throw 2 of 2,84,85
301,3,1:52.0,D. McDermott misses 2-pt jump shot from 14 ft,,84,85
302,3,1:49.0,,Defensive rebound by S. Dinwiddie,84,85
303,3,1:39.0,,C. LeVert misses 3-pt jump shot from 24 ft,84,85
304,3,1:37.0,Defensive rebound by J. Motley,,84,85
305,3,1:28.0,Y. Ferrell misses 3-pt jump shot from 25 ft,,84,85
306,3,1:25.0,Offensive rebound by J. Motley,,84,85
307,3,1:23.0,J. Motley misses 2-pt layup from 2 ft,,84,85
308,3,1:19.0,Offensive rebound by K. Collinsworth,,84,85
309,3,1:19.0,K. Collinsworth makes 2-pt layup at rim,,86,85
310,3,1:00.0,,D. Carroll makes 3-pt jump shot from 23 ft (assist by J. Harris),86,88
311,3,0:40.0,M. Kleber makes 3-pt jump shot from 24 ft (assist by Y. Ferrell),,89,88
312,3,0:27.0,,C. LeVert misses 2-pt jump shot from 9 ft,89,88
313,3,0:23.0,,Offensive rebound by C. LeVert,89,88
314,3,0:01.0,,J. Harris misses 3-pt jump shot from 24 ft,89,88
315,3,0:01.0,Defensive rebound by D. McDermott,,89,88
316,4,11:38.0,,D. Carroll misses 3-pt jump shot from 24 ft,89,88
317,4,11:34.0,Defensive rebound by J. Jones,,89,88
318,4,11:19.0,Y. Ferrell makes 3-pt jump shot from 24 ft (assist by K. Collinsworth),,92,88
319,4,11:01.0,,J. Harris makes 2-pt jump shot from 15 ft (assist by Q. Acy),92,90
320,4,10:45.0,Turnover by K. Collinsworth (bad pass; steal by D. Carroll),,92,90
321,4,10:42.0,,D. Carroll makes 2-pt layup from 2 ft,92,92
322,4,10:23.0,M. Kleber misses 2-pt layup from 3 ft (block by Q. Acy),,92,92
323,4,10:23.0,Offensive rebound by Team,,92,92
324,4,10:17.0,,Offensive charge foul by K. Collinsworth (drawn by Q. Acy),92,92
325,4,10:17.0,Turnover by K. Collinsworth (offensive foul),,92,92
326,4,10:03.0,,Turnover by S. Dinwiddie (out of bounds lost ball),92,92
327,4,9:54.0,Y. Ferrell misses 2-pt jump shot from 17 ft,,92,92
328,4,9:50.0,,Defensive rebound by Q. Acy,92,92
329,4,9:38.0,,C. LeVert makes 2-pt layup from 1 ft,92,94
330,4,9:38.0,,Shooting foul by M. Kleber (drawn by C. LeVert),92,94
331,4,9:38.0,,D. Russell enters the game for S. Dinwiddie,92,94
332,4,9:38.0,D. McDermott enters the game for J. Motley,,92,94
333,4,9:38.0,D. Powell enters the game for K. Collinsworth,,92,94
334,4,9:38.0,D. Nowitzki enters the game for M. Kleber,,92,94
335,4,9:38.0,,C. LeVert makes free throw 1 of 1,92,95
336,4,9:18.0,Turnover by D. Nowitzki (out of bounds lost ball),,92,95
337,4,9:18.0,,R. Hollis-Jefferson enters the game for D. Carroll,92,95
338,4,9:05.0,,Q. Acy misses 3-pt jump shot from 24 ft,92,95
339,4,9:01.0,Defensive rebound by D. McDermott,,92,95
340,4,8:52.0,D. Nowitzki misses 2-pt jump shot from 17 ft,,92,95
341,4,8:49.0,,Defensive rebound by D. Russell,92,95
342,4,8:40.0,,C. LeVert misses 2-pt layup from 1 ft,92,95
343,4,8:38.0,Defensive rebound by D. Nowitzki,,92,95
344,4,8:33.0,Y. Ferrell misses 2-pt jump shot from 14 ft,,92,95
345,4,8:28.0,,Defensive rebound by J. Harris,92,95
346,4,8:21.0,,Q. Acy misses 3-pt jump shot from 22 ft,92,95
347,4,8:18.0,Defensive rebound by D. McDermott,,92,95
348,4,8:06.0,D. Powell makes 2-pt dunk from 1 ft (assist by Y. Ferrell),,94,95
349,4,7:47.0,,C. LeVert makes 2-pt layup from 1 ft (assist by R. Hollis-Jefferson),94,97
350,4,7:28.0,Personal foul by C. LeVert (drawn by Y. Ferrell),,94,97
351,4,7:28.0,,J. Allen enters the game for Q. Acy,94,97
352,4,7:28.0,,S. Dinwiddie enters the game for C. LeVert,94,97
353,4,7:18.0,D. Nowitzki misses 2-pt jump shot from 21 ft,,94,97
354,4,7:14.0,,Defensive rebound by R. Hollis-Jefferson,94,97
355,4,7:07.0,,D. Russell makes 3-pt jump shot from 23 ft (assist by S. Dinwiddie),94,100
356,4,7:04.0,Dallas full timeout,,94,100
357,4,6:53.0,J. Jones makes 2-pt layup from 1 ft (assist by Y. Ferrell),,96,100
358,4,6:44.0,Violation by J. Jones (kicked ball),,96,100
359,4,6:39.0,,Shooting foul by J. Jones (drawn by J. Allen),96,100
360,4,6:39.0,,J. Allen makes free throw 1 of 2,96,101
361,4,6:39.0,,J. Allen makes free throw 2 of 2,96,102
362,4,6:21.0,D. McDermott misses 2-pt jump shot from 9 ft,,96,102
363,4,6:14.0,,Defensive rebound by D. Russell,96,102
364,4,6:00.0,,D. Russell makes 2-pt layup from 1 ft,96,104
365,4,5:46.0,J. Jones makes 3-pt jump shot from 24 ft (assist by Y. Ferrell),,99,104
366,4,5:28.0,,D. Russell misses 3-pt jump shot from 25 ft,99,104
367,4,5:26.0,Defensive rebound by D. Nowitzki,,99,104
368,4,5:18.0,Y. Ferrell misses 2-pt layup from 1 ft (block by J. Allen),,99,104
369,4,5:16.0,,Defensive rebound by S. Dinwiddie,99,104
370,4,5:12.0,,D. Russell misses 3-pt jump shot from 24 ft,99,104
371,4,5:06.0,Defensive rebound by D. McDermott,,99,104
