,QUARTER,TIME_REMAINING,INDIANA_ACTION,SACRAMENTO_ACTION,INDIANA_SCORE,SACRAMENTO_SCORE
376,4,0:30.0,,B. Hield makes free throw 1 of 2,99,97
377,4,0:30.0,,B. Hield makes free throw 2 of 2,99,98
378,4,0:30.0,Indiana full timeout,,99,98
379,4,0:30.0,M. Turner enters the game for D. Sabonis,,99,98
380,4,0:17.0,V. Oladipo makes 3-pt jump shot from 25 ft,,102,98
381,4,0:17.0,,Sacramento full timeout,102,98
382,4,0:13.0,,B. Hield makes 2-pt jump shot from 19 ft (assist by B. Bogdanović),102,100
383,4,0:10.0,Personal foul by W. Cauley-Stein (drawn by B. Bogdanović),,102,100
384,4,0:10.0,B. Bogdanović makes free throw 1 of 2,,103,100
385,4,0:10.0,B. Bogdanović makes free throw 2 of 2,,104,100
386,4,0:04.0,,B. Bogdanović makes 3-pt jump shot from 30 ft (assist by D. Fox),104,103
387,4,0:02.0,Personal foul by B. Hield (drawn by V. Oladipo),,104,103
388,4,0:02.0,V. Oladipo makes free throw 1 of 2,,105,103
389,4,0:02.0,,V. Carter enters the game for S. Labissière,105,103
390,4,0:02.0,V. Oladipo makes free throw 2 of 2,,106,103
391,4,0:00.0,,B. Bogdanović misses 3-pt jump shot from 66 ft,106,103
392,4,0:00.0,,Offensive rebound by Team,106,103
