,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,INDIANA_ACTION,MEMPHIS_SCORE,INDIANA_SCORE
385,4,1:40.0,,V. Oladipo misses 3-pt jump shot from 26 ft,101,100
386,4,1:36.0,Defensive rebound by M. Gasol,,101,100
387,4,1:14.0,D. Brooks misses 2-pt jump shot from 16 ft,,101,100
388,4,1:11.0,,Defensive rebound by M. Turner,101,100
389,4,0:55.0,Offensive charge foul by V. Oladipo (drawn by D. Brooks),,101,100
390,4,0:55.0,,Turnover by V. Oladipo (offensive foul),101,100
391,4,0:55.0,A. Harrison enters the game for B. Wright,,101,100
392,4,0:36.0,D. Brooks misses 2-pt jump shot from 9 ft,,101,100
393,4,0:34.0,,Defensive rebound by M. Turner,101,100
394,4,0:34.0,,Personal foul by J. Martin (drawn by M. Turner),101,100
395,4,0:34.0,,M. Turner makes free throw 1 of 2,101,101
396,4,0:34.0,,C. Joseph enters the game for D. Collison,101,101
397,4,0:34.0,,M. Turner makes free throw 2 of 2,101,102
398,4,0:22.0,Personal foul by V. Oladipo (drawn by A. Harrison),,101,102
399,4,0:15.0,M. Gasol misses 2-pt jump shot from 10 ft,,101,102
400,4,0:11.0,Offensive rebound by W. Selden,,101,102
401,4,0:02.0,W. Selden misses 2-pt layup from 3 ft (block by C. Joseph),,101,102
402,4,0:01.0,,Defensive rebound by B. Bogdanović,101,102
403,4,0:00.0,,Personal take foul by J. Martin (drawn by B. Bogdanović),101,102
404,4,0:00.0,,B. Bogdanović makes free throw 2 of 2,101,103
405,4,0:00.0,,B. Bogdanović makes free throw 1 of 2,101,104
406,4,0:00.0,Technical foul by W. Selden,,101,104
407,4,0:00.0,,B. Bogdanović makes technical free throw,101,105
408,4,0:00.0,B. Wright enters the game for W. Selden,,101,105
409,4,0:00.0,Memphis full timeout,,101,105
410,4,0:00.0,M. Gasol misses 3-pt jump shot from 27 ft,,101,105
411,4,0:00.0,Offensive rebound by Team,,101,105
