,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,NEW ORLEANS_ACTION,PHILADELPHIA_SCORE,NEW ORLEANS_SCORE
379,4,10:30.0,J. Redick makes 2-pt jump shot from 21 ft (assist by A. Johnson),,100,94
380,4,10:09.0,,A. Davis makes 2-pt dunk from 1 ft (assist by D. Cousins),100,96
381,4,9:58.0,Personal foul by E. Moore (drawn by J. Redick),,100,96
382,4,9:47.0,Shooting foul by E. Moore (drawn by J. Redick),,100,96
383,4,9:47.0,J. Redick makes free throw 1 of 3,,101,96
384,4,9:47.0,J. Redick makes free throw 2 of 3,,102,96
385,4,9:47.0,J. Redick makes free throw 3 of 3,,103,96
386,4,9:41.0,,R. Rondo makes 2-pt layup from 2 ft,103,98
387,4,9:41.0,Violation by F. Korkmaz (def goaltending),,103,98
388,4,9:33.0,Personal foul by D. Cousins (drawn by A. Johnson),,103,98
389,4,9:33.0,,D. Cunningham enters the game for D. Cousins,103,98
390,4,9:33.0,B. Simmons enters the game for J. Bayless,,103,98
391,4,9:29.0,Turnover by J. Redick (bad pass; steal by R. Rondo),,103,98
392,4,9:16.0,,J. Holiday makes 3-pt jump shot from 24 ft,103,101
393,4,8:49.0,D. Šarić misses 2-pt jump shot from 17 ft,,103,101
394,4,8:47.0,,Defensive rebound by A. Davis,103,101
395,4,8:33.0,,J. Holiday makes 2-pt layup from 1 ft (assist by D. Cunningham),103,103
396,4,8:33.0,Philadelphia full timeout,,103,103
397,4,8:33.0,T. Luwawu-Cabarrot enters the game for F. Korkmaz,,103,103
398,4,8:19.0,Shooting foul by A. Davis (drawn by A. Johnson),,103,103
399,4,8:19.0,A. Johnson makes free throw 1 of 2,,104,103
400,4,8:19.0,J. Bayless enters the game for J. Redick,,104,103
401,4,8:19.0,A. Johnson makes free throw 2 of 2,,105,103
402,4,8:06.0,,R. Rondo makes 2-pt jump shot from 8 ft,105,105
403,4,7:58.0,D. Šarić misses 3-pt jump shot from 26 ft,,105,105
404,4,7:54.0,,Defensive rebound by A. Davis,105,105
405,4,7:42.0,,J. Holiday makes 3-pt jump shot from 26 ft (assist by A. Davis),105,108
406,4,7:26.0,B. Simmons makes 2-pt dunk at rim,,107,108
407,4,7:20.0,,J. Holiday makes 3-pt jump shot from 23 ft (assist by R. Rondo),107,111
408,4,7:00.0,D. Šarić misses 2-pt jump shot from 5 ft (block by A. Davis),,107,111
409,4,6:57.0,,Defensive rebound by A. Davis,107,111
410,4,6:53.0,,A. Davis makes 3-pt jump shot from 25 ft (assist by R. Rondo),107,114
411,4,6:51.0,Philadelphia full timeout,,107,114
412,4,6:37.0,Shooting foul by J. Holiday (drawn by B. Simmons),,107,114
413,4,6:37.0,B. Simmons misses free throw 1 of 2,,107,114
414,4,6:37.0,Offensive rebound by Team,,107,114
415,4,6:37.0,T. Booker enters the game for D. Šarić,,107,114
416,4,6:37.0,B. Simmons makes free throw 2 of 2,,108,114
417,4,6:21.0,,J. Holiday misses 3-pt jump shot from 25 ft,108,114
418,4,6:15.0,,Offensive rebound by E. Moore,108,114
419,4,6:01.0,,D. Cunningham makes 3-pt jump shot from 23 ft (assist by A. Davis),108,117
420,4,5:44.0,B. Simmons misses 2-pt jump shot from 12 ft,,108,117
421,4,5:41.0,,Defensive rebound by J. Holiday,108,117
422,4,5:21.0,,R. Rondo misses 3-pt jump shot from 25 ft,108,117
423,4,5:21.0,Defensive rebound by Team,,108,117
424,4,5:21.0,J. Redick enters the game for J. Bayless,,108,117
425,4,5:06.0,Turnover by J. Redick (bad pass; steal by A. Davis),,108,117
426,4,5:04.0,,Personal foul by J. Redick (drawn by J. Holiday),108,117
427,4,5:04.0,R. Holmes enters the game for A. Johnson,,108,117
428,4,4:54.0,,Technical foul by A. Davis,108,117
429,4,4:54.0,,Turnover by A. Davis (turnover),108,117
430,4,4:54.0,B. Simmons makes flagrant free throw 2 of 2,,109,117
431,4,4:54.0,B. Simmons makes flagrant free throw 1 of 2,,110,117
432,4,4:54.0,D. Šarić enters the game for T. Luwawu-Cabarrot,,110,117
433,4,4:32.0,B. Simmons misses 2-pt jump shot from 12 ft,,110,117
434,4,4:32.0,,Defensive rebound by A. Davis,110,117
435,4,4:32.0,,Personal foul by B. Simmons (drawn by A. Davis),110,117
436,4,4:16.0,,E. Moore misses 2-pt jump shot from 18 ft,110,117
437,4,4:12.0,Defensive rebound by T. Booker,,110,117
438,4,4:06.0,J. Redick makes 2-pt jump shot from 22 ft,,112,117
439,4,3:47.0,,J. Holiday makes 3-pt jump shot from 24 ft,112,120
440,4,3:28.0,B. Simmons makes 2-pt dunk at rim,,114,120
441,4,3:13.0,,A. Davis makes 2-pt jump shot from 20 ft (assist by R. Rondo),114,122
442,4,3:11.0,Philadelphia full timeout,,114,122
443,4,3:11.0,,New Orleans full timeout,114,122
444,4,3:11.0,,D. Cousins enters the game for D. Cunningham,114,122
445,4,3:03.0,Turnover by B. Simmons (bad pass; steal by E. Moore),,114,122
446,4,2:54.0,,J. Holiday makes 3-pt jump shot from 25 ft (assist by R. Rondo),114,125
447,4,2:42.0,Personal foul by E. Moore (drawn by J. Redick),,114,125
448,4,2:42.0,J. Redick makes free throw 1 of 2,,115,125
449,4,2:42.0,J. Redick makes free throw 2 of 2,,116,125
450,4,2:36.0,,E. Moore makes 2-pt dunk from 1 ft (assist by R. Rondo),116,127
451,4,2:16.0,D. Šarić makes 2-pt jump shot from 7 ft (assist by B. Simmons),,118,127
452,4,1:54.0,,A. Davis misses 2-pt jump shot from 17 ft,118,127
453,4,1:50.0,Defensive rebound by B. Simmons,,118,127
454,4,1:41.0,D. Šarić misses 3-pt jump shot from 25 ft,,118,127
455,4,1:37.0,,Defensive rebound by J. Holiday,118,127
456,4,1:17.0,,J. Holiday misses 2-pt jump shot from 21 ft,118,127
457,4,1:13.0,Defensive rebound by R. Holmes,,118,127
458,4,1:04.0,T. Booker makes 2-pt dunk at rim (assist by D. Šarić),,120,127
459,4,0:56.0,,Personal foul by T. Booker (drawn by A. Davis),120,127
460,4,0:49.0,,Personal foul by R. Holmes (drawn by J. Holiday),120,127
461,4,0:49.0,,J. Holiday makes free throw 1 of 2,120,128
462,4,0:49.0,,J. Holiday makes free throw 2 of 2,120,129
463,4,0:43.0,B. Simmons makes 2-pt dunk at rim,,122,129
464,4,0:40.0,,Personal foul by B. Simmons (drawn by D. Cousins),122,129
465,4,0:40.0,,D. Cousins makes free throw 1 of 2,122,130
466,4,0:40.0,,D. Cousins makes free throw 2 of 2,122,131
467,4,0:40.0,Philadelphia full timeout,,122,131
468,4,0:40.0,,D. Cunningham enters the game for A. Davis,122,131
469,4,0:40.0,J. Bayless enters the game for T. Booker,,122,131
470,4,0:37.0,B. Simmons makes 2-pt dunk from 1 ft (assist by J. Redick),,124,131
471,4,0:32.0,,Turnover by J. Holiday (bad pass),124,131
472,4,0:26.0,B. Simmons misses 2-pt jump shot from 8 ft,,124,131
473,4,0:23.0,,Defensive rebound by D. Cousins,124,131
474,4,0:01.0,,Turnover by Team (shot clock),124,131
