,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,TORONTO_ACTION,SAN ANTONIO_SCORE,TORONTO_SCORE
386,4,4:34.0,P. Gasol enters the game for D. Bertāns,,69,74
387,4,4:28.0,P. Mills makes 2-pt jump shot from 21 ft,,71,74
388,4,4:13.0,,D. DeRozan misses 2-pt jump shot from 14 ft (block by K. Anderson),71,74
389,4,4:11.0,Defensive rebound by K. Anderson,,71,74
390,4,4:09.0,P. Mills misses 3-pt jump shot from 25 ft,,71,74
391,4,4:09.0,Offensive rebound by K. Anderson,,71,74
392,4,4:05.0,P. Mills misses 3-pt jump shot from 25 ft,,71,74
393,4,4:05.0,,Defensive rebound by J. Valančiūnas,71,74
394,4,3:54.0,,Shooting foul by B. Forbes (drawn by K. Lowry),71,74
395,4,3:54.0,,K. Lowry makes free throw 1 of 2,71,75
396,4,3:54.0,D. Green enters the game for B. Forbes,,71,75
397,4,3:54.0,,K. Lowry makes free throw 2 of 2,71,76
398,4,3:32.0,L. Aldridge misses 2-pt jump shot from 14 ft,,71,76
399,4,3:30.0,,Defensive rebound by S. Ibaka,71,76
400,4,3:23.0,,K. Lowry misses 3-pt jump shot from 25 ft,71,76
401,4,3:20.0,,Offensive rebound by J. Valančiūnas,71,76
402,4,3:19.0,,Toronto full timeout,71,76
403,4,3:19.0,D. Murray enters the game for D. Green,,71,76
404,4,3:08.0,,J. Valančiūnas makes 2-pt hook shot from 6 ft (assist by D. DeRozan),71,78
405,4,2:47.0,P. Mills misses 3-pt jump shot from 24 ft,,71,78
406,4,2:43.0,,Defensive rebound by D. DeRozan,71,78
407,4,2:39.0,,D. DeRozan makes 2-pt layup at rim,71,80
408,4,2:22.0,L. Aldridge misses 2-pt hook shot from 4 ft,,71,80
409,4,2:22.0,Offensive rebound by P. Gasol,,71,80
410,4,2:22.0,Shooting foul by S. Ibaka (drawn by P. Gasol),,71,80
411,4,2:22.0,P. Gasol misses free throw 1 of 2,,71,80
412,4,2:22.0,Offensive rebound by Team,,71,80
413,4,2:22.0,P. Gasol makes free throw 2 of 2,,72,80
414,4,2:07.0,,Turnover by K. Lowry (bad pass),72,80
415,4,1:51.0,L. Aldridge misses 2-pt hook shot from 5 ft,,72,80
416,4,1:48.0,Offensive rebound by L. Aldridge,,72,80
417,4,1:48.0,L. Aldridge misses 2-pt hook shot from 1 ft,,72,80
418,4,1:48.0,Offensive rebound by P. Gasol,,72,80
419,4,1:48.0,P. Gasol makes 2-pt layup at rim,,74,80
420,4,1:33.0,,D. DeRozan makes 2-pt jump shot from 18 ft,74,82
421,4,1:25.0,D. Murray makes 2-pt jump shot from 8 ft,,76,82
422,4,1:06.0,,Turnover by D. Wright (lost ball; steal by L. Aldridge),76,82
423,4,0:55.0,P. Mills misses 3-pt jump shot from 25 ft,,76,82
424,4,0:53.0,,Defensive rebound by D. Wright,76,82
425,4,0:31.0,,K. Lowry makes 2-pt jump shot from 14 ft (assist by D. DeRozan),76,84
426,4,0:30.0,San Antonio full timeout,,76,84
427,4,0:22.0,L. Aldridge misses 3-pt jump shot from 26 ft,,76,84
428,4,0:20.0,Offensive rebound by D. Murray,,76,84
429,4,0:20.0,D. Murray makes 2-pt layup at rim,,78,84
430,4,0:18.0,,Personal take foul by P. Mills (drawn by D. DeRozan),78,84
431,4,0:18.0,,Toronto full timeout,78,84
432,4,0:18.0,,C. Miles enters the game for S. Ibaka,78,84
433,4,0:18.0,,Offensive foul by J. Valančiūnas (drawn by K. Anderson),78,84
434,4,0:18.0,,Turnover by J. Valančiūnas (offensive foul),78,84
435,4,0:18.0,,S. Ibaka enters the game for C. Miles,78,84
436,4,0:11.0,Shooting foul by J. Valančiūnas (drawn by P. Gasol),,78,84
437,4,0:11.0,P. Gasol makes free throw 1 of 2,,79,84
438,4,0:11.0,P. Gasol makes free throw 2 of 2,,80,84
439,4,0:09.0,,Personal foul by D. Murray (drawn by D. DeRozan),80,84
440,4,0:09.0,,D. DeRozan makes free throw 1 of 2,80,85
441,4,0:09.0,D. Bertāns enters the game for P. Gasol,,80,85
442,4,0:09.0,,D. DeRozan makes free throw 2 of 2,80,86
443,4,0:09.0,San Antonio full timeout,,80,86
444,4,0:09.0,B. Forbes enters the game for D. Murray,,80,86
445,4,0:09.0,,P. Siakam enters the game for J. Valančiūnas,80,86
446,4,0:06.0,B. Forbes makes 3-pt jump shot from 29 ft (assist by K. Anderson),,83,86
447,4,0:04.0,,Personal take foul by K. Anderson (drawn by D. DeRozan),83,86
448,4,0:04.0,,D. DeRozan misses free throw 1 of 2,83,86
449,4,0:04.0,,Offensive rebound by Team,83,86
450,4,0:04.0,,D. DeRozan misses free throw 2 of 2,83,86
451,4,0:02.0,Defensive rebound by L. Aldridge,,83,86
