,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,WASHINGTON_ACTION,MINNESOTA_SCORE,WASHINGTON_SCORE
381,4,2:54.0,Defensive rebound by J. Crawford,,109,104
382,4,2:36.0,J. Crawford misses 2-pt layup at rim,,109,104
383,4,2:32.0,,Defensive rebound by M. Morris,109,104
384,4,2:28.0,,B. Beal misses 2-pt layup at rim (block by A. Wiggins),109,104
385,4,2:23.0,,Offensive rebound by O. Porter,109,104
386,4,2:19.0,,O. Porter misses 2-pt jump shot from 14 ft,109,104
387,4,2:18.0,,Offensive rebound by T. Satoranský,109,104
388,4,2:18.0,,B. Beal misses 3-pt jump shot from 27 ft,109,104
389,4,2:18.0,Defensive rebound by Team,,109,104
390,4,1:56.0,Turnover by K. Towns (bad pass; steal by T. Satoranský),,109,104
391,4,1:52.0,,O. Porter makes 2-pt dunk at rim (assist by T. Satoranský),109,106
392,4,1:52.0,Minnesota full timeout,,109,106
393,4,1:52.0,,K. Oubre enters the game for M. Gortat,109,106
394,4,1:52.0,J. Teague enters the game for T. Jones,,109,106
395,4,1:29.0,J. Crawford makes 2-pt layup from 1 ft,,111,106
396,4,1:16.0,,Personal foul by J. Crawford (drawn by T. Satoranský),111,106
397,4,1:16.0,,T. Satoranský makes free throw 1 of 2,111,107
398,4,1:16.0,,T. Satoranský makes free throw 2 of 2,111,108
399,4,1:01.0,K. Towns misses 2-pt jump shot from 16 ft,,111,108
400,4,0:57.0,,Defensive rebound by T. Satoranský,111,108
401,4,0:49.0,,Shooting foul by K. Towns (drawn by B. Beal),111,108
402,4,0:49.0,,B. Beal misses free throw 1 of 2,111,108
403,4,0:49.0,,Offensive rebound by Team,111,108
404,4,0:49.0,,B. Beal makes free throw 2 of 2,111,109
405,4,0:46.0,Minnesota full timeout,,111,109
406,4,0:46.0,,I. Mahinmi enters the game for M. Morris,111,109
407,4,0:29.0,K. Towns makes 3-pt jump shot from 23 ft (assist by J. Teague),,114,109
408,4,0:29.0,,Washington full timeout,114,109
409,4,0:29.0,,M. Morris enters the game for K. Oubre,114,109
410,4,0:29.0,,M. Gortat enters the game for I. Mahinmi,114,109
411,4,0:29.0,T. Gibson enters the game for J. Crawford,,114,109
412,4,0:16.0,,M. Morris makes 2-pt layup at rim,114,111
413,4,0:15.0,Turnover by N. Bjelica (bad pass),,114,111
414,4,0:11.0,,Turnover by B. Beal (bad pass; steal by J. Teague),114,111
415,4,0:08.0,J. Teague makes 2-pt dunk at rim,,116,111
416,4,0:08.0,,Washington full timeout,116,111
417,4,0:04.0,,O. Porter misses 3-pt jump shot from 26 ft,116,111
418,4,0:04.0,Defensive rebound by T. Gibson,,116,111
