,QUARTER,TIME_REMAINING,DALLAS_ACTION,CHARLOTTE_ACTION,DALLAS_SCORE,CHARLOTTE_SCORE
28,1,7:53.0,Y. Ferrell makes 3-pt jump shot from 27 ft (assist by D. Smith),,8,11
29,1,7:35.0,,Turnover by N. Batum (bad pass; steal by M. Kleber),8,11
30,1,7:22.0,H. Barnes makes 3-pt jump shot from 22 ft (assist by W. Matthews),,11,11
31,1,7:05.0,,N. Batum misses 3-pt jump shot from 26 ft,11,11
32,1,7:02.0,Defensive rebound by H. Barnes,,11,11
33,1,6:58.0,H. Barnes misses 2-pt jump shot from 12 ft,,11,11
34,1,6:54.0,,Defensive rebound by M. Kidd-Gilchrist,11,11
35,1,6:48.0,,Shooting foul by H. Barnes (drawn by D. Howard),11,11
36,1,6:48.0,,D. Howard makes free throw 1 of 2,11,12
37,1,6:48.0,,D. Howard misses free throw 2 of 2,11,12
38,1,6:44.0,Defensive rebound by H. Barnes,,11,12
39,1,6:40.0,Y. Ferrell misses 3-pt jump shot from 25 ft,,11,12
40,1,6:40.0,,Defensive rebound by M. Williams,11,12
41,1,6:24.0,,M. Kidd-Gilchrist makes 2-pt layup from 1 ft (assist by M. Williams),11,14
42,1,6:03.0,M. Kleber makes 2-pt layup from 1 ft (assist by D. Smith),,13,14
43,1,5:50.0,,K. Walker makes 2-pt layup from 1 ft,13,16
44,1,5:33.0,M. Kleber misses 2-pt jump shot from 17 ft,,13,16
45,1,5:33.0,,Defensive rebound by D. Howard,13,16
46,1,5:20.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 6 ft (block by D. Smith),13,16
47,1,5:17.0,Defensive rebound by W. Matthews,,13,16
48,1,5:13.0,D. Smith misses 3-pt jump shot from 24 ft,,13,16
49,1,5:09.0,,Defensive rebound by N. Batum,13,16
50,1,5:00.0,,N. Batum misses 2-pt layup from 2 ft (block by W. Matthews),13,16
51,1,5:00.0,Defensive rebound by H. Barnes,,13,16
52,1,4:53.0,D. Smith misses 2-pt layup from 1 ft (block by D. Howard),,13,16
53,1,4:53.0,Offensive rebound by Team,,13,16
54,1,4:53.0,J. Barea enters the game for Y. Ferrell,,13,16
55,1,4:53.0,D. Harris enters the game for W. Matthews,,13,16
56,1,4:49.0,D. Harris misses 2-pt layup from 2 ft,,13,16
57,1,4:47.0,,Defensive rebound by D. Howard,13,16
58,1,4:39.0,,K. Walker makes 2-pt layup from 1 ft,13,18
59,1,4:27.0,Turnover by J. Barea (bad pass),,13,18
60,1,4:12.0,,M. Kidd-Gilchrist makes 2-pt jump shot from 18 ft (assist by K. Walker),13,20
61,1,3:55.0,D. Harris misses 2-pt layup from 3 ft (block by D. Howard),,13,20
62,1,3:52.0,,Defensive rebound by M. Williams,13,20
63,1,3:47.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 19 ft,13,20
64,1,3:44.0,,Offensive rebound by D. Howard,13,20
65,1,3:44.0,,D. Howard makes 2-pt dunk at rim,13,22
66,1,3:44.0,Dallas full timeout,,13,22
67,1,3:44.0,,J. Lamb enters the game for M. Williams,13,22
68,1,3:44.0,,T. Graham enters the game for N. Batum,13,22
69,1,3:44.0,,F. Kaminsky enters the game for M. Kidd-Gilchrist,13,22
70,1,3:44.0,S. Mejri enters the game for D. Smith,,13,22
71,1,3:44.0,D. Nowitzki enters the game for H. Barnes,,13,22
72,1,3:44.0,W. Matthews enters the game for M. Kleber,,13,22
73,1,3:28.0,Turnover by S. Mejri (lost ball; steal by D. Howard),,13,22
74,1,3:23.0,,D. Howard makes 2-pt layup from 1 ft,13,24
75,1,3:07.0,D. Nowitzki misses 2-pt jump shot from 18 ft,,13,24
76,1,3:07.0,,Defensive rebound by F. Kaminsky,13,24
77,1,2:56.0,,K. Walker misses 2-pt layup from 1 ft (block by S. Mejri),13,24
78,1,2:56.0,Defensive rebound by J. Barea,,13,24
79,1,2:42.0,W. Matthews makes 2-pt jump shot from 5 ft,,15,24
80,1,2:20.0,,J. Lamb misses 3-pt jump shot from 22 ft,15,24
81,1,2:17.0,Defensive rebound by S. Mejri,,15,24
82,1,2:07.0,J. Barea misses 2-pt jump shot from 12 ft,,15,24
83,1,2:04.0,,Defensive rebound by D. Howard,15,24
84,1,1:54.0,,F. Kaminsky misses 3-pt jump shot from 28 ft,15,24
85,1,1:51.0,Defensive rebound by W. Matthews,,15,24
86,1,1:38.0,D. Nowitzki makes 2-pt jump shot from 10 ft (assist by J. Barea),,17,24
87,1,1:22.0,,K. Walker makes 2-pt jump shot from 9 ft,17,26
88,1,1:11.0,Turnover by J. Barea (bad pass; steal by J. Lamb),,17,26
89,1,1:04.0,,Turnover by J. Lamb (traveling),17,26
90,1,1:04.0,,M. Carter-Williams enters the game for D. Howard,17,26
91,1,1:04.0,,J. O'Bryant enters the game for K. Walker,17,26
92,1,1:04.0,D. Powell enters the game for S. Mejri,,17,26
93,1,1:04.0,Y. Ferrell enters the game for W. Matthews,,17,26
94,1,0:51.0,Personal foul by J. Lamb (drawn by D. Powell),,17,26
95,1,0:43.0,D. Nowitzki misses 3-pt jump shot from 25 ft,,17,26
96,1,0:40.0,,Defensive rebound by T. Graham,17,26
97,1,0:31.0,,T. Graham misses 2-pt jump shot from 20 ft,17,26
98,1,0:28.0,Defensive rebound by J. Barea,,17,26
99,1,0:21.0,Y. Ferrell makes 3-pt jump shot from 25 ft (assist by J. Barea),,20,26
100,1,0:07.0,,M. Carter-Williams misses 2-pt jump shot from 15 ft,20,26
101,1,0:06.0,,Offensive rebound by Team,20,26
102,1,0:06.0,Loose ball foul by J. Barea (drawn by F. Kaminsky),,20,26
103,1,0:06.0,M. Kleber enters the game for D. Nowitzki,,20,26
104,1,0:00.0,,J. Lamb makes 2-pt jump shot from 5 ft,20,28
105,2,11:49.0,D. Harris makes 2-pt layup from 4 ft,,22,28
106,2,11:49.0,Shooting foul by J. O'Bryant (drawn by D. Harris),,22,28
107,2,11:49.0,D. Harris misses free throw 1 of 1,,22,28
108,2,11:46.0,,Defensive rebound by J. O'Bryant,22,28
109,2,11:35.0,,J. O'Bryant misses 3-pt jump shot from 23 ft,22,28
110,2,11:31.0,Defensive rebound by J. Barea,,22,28
111,2,11:26.0,D. Nowitzki makes 2-pt jump shot from 18 ft (assist by J. Barea),,24,28
112,2,11:03.0,,F. Kaminsky makes 2-pt jump shot from 10 ft (assist by M. Carter-Williams),24,30
113,2,10:57.0,Personal foul by M. Carter-Williams (drawn by D. Powell),,24,30
114,2,10:57.0,,M. Monk enters the game for J. O'Bryant,24,30
115,2,10:40.0,D. Harris makes 2-pt layup at rim (assist by D. Nowitzki),,26,30
116,2,10:23.0,,T. Graham makes 3-pt jump shot from 22 ft (assist by M. Carter-Williams),26,33
117,2,9:56.0,D. Nowitzki makes 2-pt jump shot from 11 ft,,28,33
118,2,9:41.0,,J. Lamb misses 2-pt jump shot from 16 ft,28,33
119,2,9:38.0,Defensive rebound by J. Barea,,28,33
120,2,9:37.0,Shooting foul by M. Carter-Williams (drawn by D. Harris),,28,33
121,2,9:37.0,D. Harris makes free throw 1 of 2,,29,33
122,2,9:37.0,D. Smith enters the game for Y. Ferrell,,29,33
123,2,9:37.0,D. Harris makes free throw 2 of 2,,30,33
124,2,9:24.0,,F. Kaminsky makes 3-pt jump shot from 25 ft (assist by M. Monk),30,36
125,2,9:08.0,D. Nowitzki misses 3-pt jump shot from 25 ft,,30,36
126,2,9:05.0,,Defensive rebound by M. Carter-Williams,30,36
127,2,8:59.0,,F. Kaminsky misses 2-pt jump shot from 14 ft,30,36
128,2,8:56.0,Defensive rebound by D. Powell,,30,36
129,2,8:45.0,D. Nowitzki misses 2-pt jump shot from 18 ft,,30,36
130,2,8:41.0,,Defensive rebound by T. Graham,30,36
131,2,8:35.0,,J. Lamb misses 3-pt jump shot from 25 ft,30,36
132,2,8:32.0,Defensive rebound by D. Smith,,30,36
133,2,8:26.0,Shooting foul by J. Lamb (drawn by D. Harris),,30,36
134,2,8:26.0,D. Harris misses free throw 1 of 2,,30,36
135,2,8:26.0,Offensive rebound by Team,,30,36
136,2,8:26.0,H. Barnes enters the game for D. Nowitzki,,30,36
137,2,8:26.0,D. Harris makes free throw 2 of 2,,31,36
138,2,8:10.0,,Personal foul by D. Harris (drawn by F. Kaminsky),31,36
139,2,7:56.0,,M. Carter-Williams misses 2-pt jump shot from 23 ft,31,36
140,2,7:54.0,Defensive rebound by J. Barea,,31,36
141,2,7:52.0,Personal foul by T. Graham (drawn by D. Powell),,31,36
142,2,7:52.0,D. Powell misses free throw 1 of 2,,31,36
143,2,7:52.0,Offensive rebound by Team,,31,36
144,2,7:52.0,,N. Batum enters the game for M. Monk,31,36
145,2,7:52.0,,K. Walker enters the game for M. Carter-Williams,31,36
146,2,7:52.0,W. Matthews enters the game for D. Harris,,31,36
147,2,7:52.0,D. Powell makes free throw 2 of 2,,32,36
148,2,7:35.0,,F. Kaminsky makes 2-pt layup from 3 ft,32,38
149,2,7:26.0,J. Barea misses 2-pt jump shot from 18 ft,,32,38
150,2,7:24.0,,Defensive rebound by T. Graham,32,38
151,2,7:16.0,,F. Kaminsky misses 2-pt layup from 5 ft (block by D. Powell),32,38
152,2,7:15.0,Defensive rebound by Team,,32,38
153,2,7:15.0,,D. Howard enters the game for T. Graham,32,38
154,2,7:15.0,S. Mejri enters the game for D. Powell,,32,38
155,2,7:00.0,H. Barnes makes 3-pt jump shot from 25 ft (assist by D. Smith),,35,38
156,2,6:51.0,,Offensive foul by D. Howard (drawn by J. Barea),35,38
157,2,6:51.0,,Turnover by D. Howard (offensive foul),35,38
158,2,6:51.0,,Charlotte full timeout,35,38
159,2,6:32.0,S. Mejri makes 2-pt dunk from 1 ft (assist by J. Barea),,37,38
160,2,6:17.0,,F. Kaminsky misses 2-pt layup from 5 ft,37,38
161,2,6:14.0,Defensive rebound by S. Mejri,,37,38
162,2,6:12.0,J. Barea makes 3-pt jump shot from 25 ft,,40,38
163,2,5:57.0,,Shooting foul by S. Mejri (drawn by D. Howard),40,38
164,2,5:57.0,,D. Howard misses free throw 1 of 2,40,38
165,2,5:57.0,,Offensive rebound by Team,40,38
166,2,5:57.0,,M. Williams enters the game for J. Lamb,40,38
167,2,5:57.0,,M. Kidd-Gilchrist enters the game for F. Kaminsky,40,38
168,2,5:57.0,,D. Howard misses free throw 2 of 2,40,38
169,2,5:54.0,Defensive rebound by W. Matthews,,40,38
170,2,5:34.0,D. Smith misses 2-pt jump shot from 12 ft,,40,38
171,2,5:31.0,,Defensive rebound by N. Batum,40,38
172,2,5:28.0,,M. Williams misses 3-pt jump shot from 26 ft,40,38
173,2,5:25.0,Defensive rebound by J. Barea,,40,38
174,2,5:09.0,J. Barea makes 3-pt jump shot from 26 ft,,43,38
175,2,4:57.0,,K. Walker makes 3-pt jump shot from 25 ft,43,41
176,2,4:47.0,Offensive foul by S. Mejri (drawn by K. Walker),,43,41
177,2,4:47.0,Turnover by S. Mejri (offensive foul),,43,41
178,2,4:38.0,,Turnover by K. Walker (bad pass; steal by S. Mejri),43,41
179,2,4:34.0,J. Barea makes 2-pt layup at rim (assist by S. Mejri),,45,41
180,2,4:34.0,,Charlotte full timeout,45,41
181,2,4:34.0,Y. Ferrell enters the game for J. Barea,,45,41
182,2,4:15.0,,Shooting foul by S. Mejri (drawn by D. Howard),45,41
183,2,4:15.0,,D. Howard misses free throw 1 of 2,45,41
184,2,4:15.0,,Offensive rebound by Team,45,41
185,2,4:15.0,,D. Howard makes free throw 2 of 2,45,42
186,2,3:58.0,Shooting foul by M. Williams (drawn by H. Barnes),,45,42
187,2,3:58.0,H. Barnes makes free throw 1 of 2,,46,42
188,2,3:58.0,H. Barnes makes free throw 2 of 2,,47,42
189,2,3:43.0,,K. Walker makes 2-pt layup from 1 ft,47,44
190,2,3:29.0,Y. Ferrell makes 3-pt jump shot from 24 ft (assist by D. Smith),,50,44
191,2,3:21.0,,K. Walker misses 2-pt jump shot from 19 ft,50,44
192,2,3:21.0,Defensive rebound by S. Mejri,,50,44
193,2,3:11.0,D. Smith makes 2-pt layup at rim,,52,44
194,2,2:53.0,,Turnover by M. Kidd-Gilchrist (lost ball; steal by Y. Ferrell),52,44
195,2,2:53.0,Personal foul by M. Kidd-Gilchrist (drawn by Y. Ferrell),,52,44
196,2,2:53.0,Y. Ferrell misses free throw 1 of 2,,52,44
197,2,2:53.0,Offensive rebound by Team,,52,44
198,2,2:53.0,Y. Ferrell makes free throw 2 of 2,,53,44
199,2,2:38.0,,K. Walker makes 3-pt jump shot from 25 ft,53,47
200,2,2:26.0,W. Matthews makes 2-pt jump shot from 20 ft (assist by S. Mejri),,55,47
201,2,2:11.0,,N. Batum misses 2-pt jump shot from 17 ft,55,47
202,2,2:11.0,Defensive rebound by S. Mejri,,55,47
203,2,1:52.0,D. Smith misses 2-pt jump shot from 18 ft,,55,47
204,2,1:52.0,,Defensive rebound by Team,55,47
205,2,1:38.0,,Shooting foul by S. Mejri (drawn by D. Howard),55,47
206,2,1:38.0,,D. Howard misses free throw 1 of 2,55,47
207,2,1:38.0,,Offensive rebound by Team,55,47
208,2,1:38.0,D. Nowitzki enters the game for S. Mejri,,55,47
209,2,1:38.0,,D. Howard misses free throw 2 of 2,55,47
210,2,1:35.0,Defensive rebound by H. Barnes,,55,47
211,2,1:22.0,Shooting foul by M. Kidd-Gilchrist (drawn by D. Smith),,55,47
212,2,1:22.0,D. Smith makes free throw 1 of 2,,56,47
213,2,1:22.0,M. Kleber enters the game for D. Nowitzki,,56,47
214,2,1:22.0,D. Smith makes free throw 2 of 2,,57,47
215,2,1:06.0,,Personal foul by M. Kleber (drawn by D. Howard),57,47
216,2,1:06.0,,D. Howard misses free throw 1 of 2,57,47
217,2,1:06.0,,Offensive rebound by Team,57,47
218,2,1:06.0,D. Nowitzki enters the game for M. Kleber,,57,47
219,2,1:06.0,,D. Howard makes free throw 2 of 2,57,48
220,2,0:48.0,H. Barnes misses 2-pt jump shot from 8 ft,,57,48
221,2,0:46.0,,Defensive rebound by N. Batum,57,48
222,2,0:40.0,M. Kleber enters the game for D. Nowitzki,,57,48
223,2,0:35.0,,N. Batum makes 2-pt jump shot from 12 ft (assist by K. Walker),57,50
224,2,0:23.0,M. Kleber misses 2-pt jump shot from 5 ft (block by D. Howard),,57,50
225,2,0:20.0,,Defensive rebound by M. Kidd-Gilchrist,57,50
226,2,0:18.0,,Turnover by M. Kidd-Gilchrist (lost ball; steal by W. Matthews),57,50
227,2,0:17.0,D. Smith makes 2-pt layup at rim (assist by W. Matthews),,59,50
228,2,0:01.0,,K. Walker makes 2-pt layup from 45 ft,59,52
229,2,0:00.0,Turnover by M. Kleber (bad pass; steal by K. Walker),,59,52
230,2,0:00.0,,K. Walker misses 3-pt jump shot from 45 ft,59,52
231,2,0:00.0,,Offensive rebound by Team,59,52
232,3,11:38.0,W. Matthews misses 2-pt jump shot from 9 ft,,59,52
233,3,11:36.0,,Defensive rebound by M. Williams,59,52
234,3,11:27.0,,M. Williams makes 3-pt jump shot from 24 ft (assist by D. Howard),59,55
235,3,11:12.0,Personal foul by K. Walker (drawn by Y. Ferrell),,59,55
236,3,11:05.0,D. Nowitzki makes 3-pt jump shot from 25 ft (assist by D. Smith),,62,55
237,3,10:46.0,,Shooting foul by D. Nowitzki (drawn by D. Howard),62,55
238,3,10:46.0,,D. Howard makes free throw 1 of 2,62,56
239,3,10:46.0,,D. Howard misses free throw 2 of 2,62,56
240,3,10:41.0,Defensive rebound by H. Barnes,,62,56
241,3,10:32.0,Y. Ferrell makes 3-pt jump shot from 23 ft (assist by D. Nowitzki),,65,56
242,3,10:17.0,,Turnover by D. Howard (bad pass; steal by D. Nowitzki),65,56
243,3,10:11.0,D. Nowitzki misses 3-pt jump shot from 29 ft,,65,56
244,3,10:07.0,,Defensive rebound by K. Walker,65,56
245,3,9:51.0,,K. Walker makes 2-pt jump shot from 11 ft,65,58
246,3,9:37.0,W. Matthews misses 3-pt jump shot from 25 ft,,65,58
247,3,9:34.0,,Defensive rebound by D. Howard,65,58
248,3,9:29.0,,K. Walker makes 3-pt jump shot from 29 ft,65,61
249,3,9:05.0,H. Barnes makes 2-pt jump shot from 12 ft,,67,61
250,3,8:49.0,,N. Batum misses 2-pt jump shot from 21 ft,67,61
251,3,8:46.0,Defensive rebound by H. Barnes,,67,61
252,3,8:39.0,D. Smith makes 2-pt layup from 2 ft,,69,61
253,3,8:23.0,,D. Howard makes 2-pt dunk from 1 ft,69,63
254,3,7:58.0,D. Smith misses 3-pt jump shot from 23 ft,,69,63
255,3,7:55.0,,Defensive rebound by N. Batum,69,63
256,3,7:48.0,,K. Walker misses 2-pt layup from 2 ft,69,63
257,3,7:44.0,Defensive rebound by H. Barnes,,69,63
258,3,7:39.0,D. Smith misses 2-pt jump shot from 18 ft,,69,63
259,3,7:34.0,,Defensive rebound by D. Howard,69,63
260,3,7:27.0,,K. Walker misses 3-pt jump shot from 26 ft,69,63
261,3,7:24.0,Defensive rebound by D. Nowitzki,,69,63
262,3,7:07.0,W. Matthews misses 2-pt jump shot from 20 ft,,69,63
263,3,7:04.0,,Defensive rebound by M. Williams,69,63
264,3,7:01.0,,Personal foul by Y. Ferrell (drawn by K. Walker),69,63
265,3,7:01.0,M. Kleber enters the game for D. Nowitzki,,69,63
266,3,6:49.0,,N. Batum misses 2-pt jump shot from 14 ft,69,63
267,3,6:47.0,Defensive rebound by H. Barnes,,69,63
268,3,6:28.0,Y. Ferrell makes 3-pt jump shot from 26 ft (assist by D. Smith),,72,63
269,3,6:10.0,,Turnover by M. Williams (lost ball; steal by M. Kleber),72,63
270,3,6:03.0,Turnover by D. Smith (lost ball; steal by K. Walker),,72,63
271,3,6:02.0,,Shooting foul by M. Kleber (drawn by K. Walker),72,63
272,3,6:02.0,,Charlotte full timeout,72,63
273,3,6:02.0,,K. Walker makes free throw 1 of 2,72,64
274,3,6:02.0,,K. Walker makes free throw 2 of 2,72,65
275,3,5:53.0,M. Kleber misses 3-pt jump shot from 23 ft,,72,65
276,3,5:50.0,,Defensive rebound by M. Williams,72,65
277,3,5:36.0,,M. Kidd-Gilchrist misses 2-pt layup from 2 ft,72,65
278,3,5:33.0,Defensive rebound by D. Smith,,72,65
279,3,5:28.0,D. Smith misses 3-pt jump shot from 27 ft,,72,65
280,3,5:23.0,,Defensive rebound by D. Howard,72,65
281,3,5:16.0,,M. Kidd-Gilchrist makes 2-pt jump shot from 6 ft,72,67
282,3,5:01.0,Turnover by Y. Ferrell (bad pass; steal by K. Walker),,72,67
283,3,4:57.0,,M. Kidd-Gilchrist makes 2-pt layup from 1 ft (assist by K. Walker),72,69
284,3,4:57.0,Dallas full timeout,,72,69
285,3,4:57.0,D. Harris enters the game for D. Smith,,72,69
286,3,4:38.0,H. Barnes makes 2-pt jump shot from 6 ft (assist by M. Kleber),,74,69
287,3,4:23.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 16 ft,74,69
288,3,4:20.0,Defensive rebound by Y. Ferrell,,74,69
289,3,4:02.0,D. Harris misses 3-pt jump shot from 27 ft,,74,69
290,3,3:58.0,,Defensive rebound by N. Batum,74,69
291,3,3:50.0,,N. Batum misses 2-pt jump shot from 6 ft,74,69
292,3,3:48.0,Defensive rebound by M. Kleber,,74,69
293,3,3:45.0,Y. Ferrell makes 3-pt jump shot from 25 ft (assist by W. Matthews),,77,69
294,3,3:25.0,,D. Howard makes 2-pt layup from 2 ft (assist by M. Kidd-Gilchrist),77,71
295,3,3:04.0,H. Barnes misses 3-pt jump shot from 26 ft,,77,71
296,3,3:01.0,,Defensive rebound by K. Walker,77,71
297,3,2:59.0,,K. Walker misses 2-pt layup from 3 ft (block by H. Barnes),77,71
298,3,2:59.0,,Offensive rebound by Team,77,71
299,3,2:59.0,,J. Lamb enters the game for M. Williams,77,71
300,3,2:59.0,,T. Graham enters the game for M. Kidd-Gilchrist,77,71
301,3,2:59.0,J. Barea enters the game for Y. Ferrell,,77,71
302,3,2:56.0,,K. Walker misses 2-pt jump shot from 17 ft,77,71
303,3,2:53.0,,Offensive rebound by N. Batum,77,71
304,3,2:51.0,,T. Graham misses 3-pt jump shot from 25 ft,77,71
305,3,2:47.0,Defensive rebound by W. Matthews,,77,71
306,3,2:38.0,M. Kleber misses 2-pt layup from 4 ft (block by D. Howard),,77,71
307,3,2:36.0,,Defensive rebound by D. Howard,77,71
308,3,2:36.0,,Turnover by D. Howard (bad pass),77,71
309,3,2:19.0,M. Kleber makes 2-pt jump shot from 19 ft (assist by D. Harris),,79,71
310,3,2:00.0,,T. Graham makes 2-pt jump shot from 6 ft,79,73
311,3,1:47.0,Shooting foul by K. Walker (drawn by J. Barea),,79,73
312,3,1:47.0,,Technical foul by K. Walker,79,73
313,3,1:47.0,J. Barea misses technical free throw,,79,73
314,3,1:47.0,Offensive rebound by Team,,79,73
315,3,1:47.0,J. Barea makes free throw 1 of 2,,80,73
316,3,1:47.0,,F. Kaminsky enters the game for N. Batum,80,73
317,3,1:47.0,,M. Monk enters the game for D. Howard,80,73
318,3,1:47.0,J. Barea makes free throw 2 of 2,,81,73
319,3,1:35.0,,M. Monk misses 3-pt jump shot from 27 ft,81,73
320,3,1:32.0,Defensive rebound by H. Barnes,,81,73
321,3,1:17.0,M. Kleber misses 3-pt jump shot from 25 ft,,81,73
322,3,1:13.0,,Defensive rebound by J. Lamb,81,73
323,3,1:00.0,,J. Lamb makes 2-pt jump shot from 8 ft,81,75
324,3,0:45.0,J. Barea misses 2-pt jump shot from 14 ft (block by K. Walker),,81,75
325,3,0:42.0,,Defensive rebound by K. Walker,81,75
326,3,0:34.0,,Shooting foul by M. Kleber (drawn by J. Lamb),81,75
327,3,0:34.0,,J. Lamb makes free throw 1 of 2,81,76
328,3,0:34.0,,M. Carter-Williams enters the game for K. Walker,81,76
329,3,0:34.0,D. Powell enters the game for M. Kleber,,81,76
330,3,0:34.0,,J. Lamb makes free throw 2 of 2,81,77
331,3,0:23.0,Personal foul by M. Carter-Williams (drawn by D. Harris),,81,77
332,3,0:23.0,D. Harris makes free throw 1 of 2,,82,77
333,3,0:23.0,Y. Ferrell enters the game for J. Barea,,82,77
334,3,0:23.0,D. Harris makes free throw 2 of 2,,83,77
335,3,0:00.0,,J. Lamb misses 2-pt layup from 5 ft,83,77
336,3,0:00.0,,Offensive rebound by Team,83,77
337,4,11:49.0,,F. Kaminsky makes 3-pt jump shot from 26 ft (assist by M. Monk),83,80
338,4,11:30.0,D. Nowitzki misses 2-pt jump shot from 21 ft,,83,80
339,4,11:26.0,,Defensive rebound by M. Carter-Williams,83,80
340,4,11:17.0,,F. Kaminsky misses 2-pt jump shot from 18 ft,83,80
341,4,11:14.0,Defensive rebound by Y. Ferrell,,83,80
342,4,11:06.0,D. Nowitzki makes 3-pt jump shot from 26 ft (assist by J. Barea),,86,80
343,4,10:43.0,,Turnover by T. Graham (lost ball; steal by D. Nowitzki),86,80
344,4,10:35.0,D. Nowitzki misses 3-pt jump shot from 27 ft,,86,80
345,4,10:30.0,,Defensive rebound by J. Lamb,86,80
346,4,10:20.0,,M. Monk makes 3-pt jump shot from 24 ft (assist by J. Lamb),86,83
347,4,10:01.0,J. Barea misses 3-pt jump shot from 26 ft,,86,83
348,4,9:59.0,,Defensive rebound by J. Lamb,86,83
349,4,9:54.0,,Personal foul by D. Powell (drawn by J. Lamb),86,83
350,4,9:43.0,,M. Carter-Williams makes 2-pt dunk from 2 ft,86,85
351,4,9:43.0,Violation by D. Powell (def goaltending),,86,85
352,4,9:29.0,J. Barea makes 2-pt jump shot from 6 ft,,88,85
353,4,9:16.0,,Personal foul by J. Barea (drawn by M. Carter-Williams),88,85
354,4,9:16.0,Technical foul by D. Powell,,88,85
355,4,9:16.0,,J. Lamb misses technical free throw,88,85
356,4,9:16.0,,Offensive rebound by Team,88,85
357,4,9:10.0,,J. Lamb makes 3-pt jump shot from 26 ft,88,88
358,4,9:08.0,Dallas full timeout,,88,88
359,4,8:58.0,Personal foul by J. Lamb (drawn by D. Harris),,88,88
360,4,8:51.0,Shooting foul by J. Lamb (drawn by D. Powell),,88,88
361,4,8:51.0,D. Powell makes free throw 1 of 2,,89,88
362,4,8:51.0,D. Powell makes free throw 2 of 2,,90,88
363,4,8:33.0,,J. Lamb makes 2-pt layup from 1 ft,90,90
364,4,8:33.0,,Shooting foul by Y. Ferrell (drawn by J. Lamb),90,90
365,4,8:33.0,,J. Lamb makes free throw 1 of 1,90,91
366,4,8:16.0,D. Nowitzki makes 2-pt jump shot from 22 ft (assist by Y. Ferrell),,92,91
367,4,8:05.0,,Offensive foul by J. Lamb (drawn by D. Harris),92,91
368,4,8:05.0,,Turnover by J. Lamb (offensive foul),92,91
369,4,7:50.0,,Violation by F. Kaminsky (kicked ball),92,91
370,4,7:44.0,J. Barea misses 2-pt jump shot from 8 ft,,92,91
371,4,7:36.0,Offensive rebound by D. Powell,,92,91
372,4,7:20.0,D. Nowitzki makes 2-pt jump shot from 11 ft,,94,91
373,4,6:58.0,,F. Kaminsky misses 2-pt layup from 9 ft,94,91
374,4,6:55.0,Defensive rebound by D. Nowitzki,,94,91
375,4,6:54.0,Personal foul by M. Carter-Williams (drawn by D. Powell),,94,91
376,4,6:54.0,,K. Walker enters the game for M. Carter-Williams,94,91
377,4,6:54.0,,D. Howard enters the game for T. Graham,94,91
378,4,6:54.0,W. Matthews enters the game for Y. Ferrell,,94,91
379,4,6:43.0,D. Harris misses 2-pt jump shot from 12 ft,,94,91
380,4,6:42.0,,Defensive rebound by Team,94,91
