,QUARTER,TIME_REMAINING,PORTLAND_ACTION,INDIANA_ACTION,PORTLAND_SCORE,INDIANA_SCORE
29,1,6:32.0,J. Nurkić misses 2-pt layup from 11 ft (block by D. Sabonis),,12,14
30,1,6:32.0,Offensive rebound by Team,,12,14
31,1,6:32.0,,Indiana full timeout,12,14
32,1,6:28.0,C. McCollum misses 2-pt jump shot from 10 ft,,12,14
33,1,6:25.0,,Defensive rebound by V. Oladipo,12,14
34,1,6:10.0,,Turnover by B. Bogdanović (lost ball; steal by M. Harkless),12,14
35,1,5:55.0,A. Aminu makes 3-pt jump shot from 22 ft (assist by D. Lillard),,15,14
36,1,5:37.0,,Turnover by D. Collison (lost ball; steal by C. McCollum),15,14
37,1,5:33.0,Shooting foul by V. Oladipo (drawn by C. McCollum),,15,14
38,1,5:33.0,C. McCollum misses free throw 1 of 2,,15,14
39,1,5:33.0,Offensive rebound by Team,,15,14
40,1,5:33.0,,L. Stephenson enters the game for B. Bogdanović,15,14
41,1,5:33.0,E. Turner enters the game for M. Harkless,,15,14
42,1,5:33.0,C. McCollum makes free throw 2 of 2,,16,14
43,1,5:16.0,,T. Young misses 2-pt layup from 1 ft,16,14
44,1,5:14.0,,Offensive rebound by D. Sabonis,16,14
45,1,5:10.0,,L. Stephenson misses 3-pt jump shot from 25 ft,16,14
46,1,5:05.0,,Offensive rebound by D. Sabonis,16,14
47,1,5:05.0,,D. Sabonis misses 2-pt layup at rim,16,14
48,1,5:05.0,Defensive rebound by A. Aminu,,16,14
49,1,4:54.0,A. Aminu misses 3-pt jump shot from 23 ft,,16,14
50,1,4:51.0,,Defensive rebound by T. Young,16,14
51,1,4:51.0,,Personal foul by C. McCollum (drawn by T. Young),16,14
52,1,4:51.0,,A. Jefferson enters the game for D. Sabonis,16,14
53,1,4:51.0,P. Connaughton enters the game for C. McCollum,,16,14
54,1,4:38.0,,Shooting foul by P. Connaughton (drawn by V. Oladipo),16,14
55,1,4:38.0,,V. Oladipo makes free throw 1 of 2,16,15
56,1,4:38.0,,V. Oladipo makes free throw 2 of 2,16,16
57,1,4:23.0,D. Lillard makes 2-pt layup from 2 ft,,18,16
58,1,4:12.0,,D. Collison makes 2-pt jump shot from 15 ft,18,18
59,1,4:01.0,D. Lillard misses 2-pt jump shot from 7 ft,,18,18
60,1,4:00.0,,Defensive rebound by V. Oladipo,18,18
61,1,3:55.0,,V. Oladipo misses 2-pt jump shot from 21 ft,18,18
62,1,3:52.0,Defensive rebound by A. Aminu,,18,18
63,1,3:43.0,E. Turner misses 2-pt jump shot from 8 ft,,18,18
64,1,3:41.0,,Defensive rebound by V. Oladipo,18,18
65,1,3:37.0,,L. Stephenson misses 2-pt layup from 1 ft,18,18
66,1,3:35.0,Defensive rebound by D. Lillard,,18,18
67,1,3:28.0,A. Aminu makes 2-pt layup at rim,,20,18
68,1,3:11.0,,Shooting foul by J. Nurkić (drawn by V. Oladipo),20,18
69,1,3:11.0,Portland full timeout,,20,18
70,1,3:11.0,,C. Joseph enters the game for D. Collison,20,18
71,1,3:11.0,E. Davis enters the game for J. Nurkić,,20,18
72,1,3:11.0,,V. Oladipo makes free throw 1 of 2,20,19
73,1,3:11.0,,V. Oladipo misses free throw 2 of 2,20,19
74,1,3:09.0,Defensive rebound by A. Aminu,,20,19
75,1,2:54.0,P. Connaughton makes 3-pt jump shot from 26 ft (assist by A. Aminu),,23,19
76,1,2:37.0,,T. Young misses 3-pt jump shot from 26 ft,23,19
77,1,2:34.0,Defensive rebound by A. Aminu,,23,19
78,1,2:20.0,D. Lillard misses 3-pt jump shot from 27 ft,,23,19
79,1,2:16.0,,Defensive rebound by A. Jefferson,23,19
80,1,2:12.0,,V. Oladipo makes 2-pt layup from 1 ft,23,21
81,1,1:48.0,A. Aminu misses 2-pt jump shot from 17 ft,,23,21
82,1,1:46.0,,Defensive rebound by L. Stephenson,23,21
83,1,1:41.0,,L. Stephenson makes 2-pt layup at rim,23,23
84,1,1:21.0,D. Lillard makes 2-pt jump shot from 16 ft,,25,23
85,1,1:01.0,,Turnover by C. Joseph (lost ball; steal by A. Aminu),25,23
86,1,0:57.0,E. Davis makes 2-pt dunk at rim (assist by E. Turner),,27,23
87,1,0:43.0,,V. Oladipo misses 2-pt jump shot from 15 ft,27,23
88,1,0:40.0,Defensive rebound by A. Aminu,,27,23
89,1,0:33.0,D. Lillard makes 2-pt layup from 4 ft,,29,23
90,1,0:21.0,,C. Joseph misses 2-pt layup from 1 ft (block by D. Lillard),29,23
91,1,0:21.0,,Offensive rebound by Team,29,23
92,1,0:21.0,,T. Leaf enters the game for V. Oladipo,29,23
93,1,0:21.0,,D. Wilkins enters the game for T. Young,29,23
94,1,0:21.0,C. McCollum enters the game for D. Lillard,,29,23
95,1,0:21.0,C. Swanigan enters the game for A. Aminu,,29,23
96,1,0:15.0,,D. Wilkins makes 2-pt jump shot from 11 ft,29,25
97,1,0:04.0,Personal take foul by C. Joseph (drawn by C. McCollum),,29,25
98,1,0:01.0,C. McCollum makes 2-pt jump shot from 19 ft,,31,25
99,2,11:43.0,,T. Leaf makes 2-pt layup from 1 ft,31,27
100,2,11:24.0,C. McCollum makes 2-pt jump shot from 12 ft,,33,27
101,2,11:01.0,,A. Jefferson makes 2-pt jump shot from 18 ft (assist by T. Leaf),33,29
102,2,10:41.0,E. Davis makes 2-pt layup from 1 ft (assist by C. McCollum),,35,29
103,2,10:41.0,Shooting foul by T. Leaf (drawn by E. Davis),,35,29
104,2,10:41.0,E. Davis makes free throw 1 of 1,,36,29
105,2,10:23.0,,A. Jefferson makes 2-pt jump shot from 9 ft (assist by D. Wilkins),36,31
106,2,10:00.0,Shooting foul by A. Jefferson (drawn by C. Swanigan),,36,31
107,2,10:00.0,C. Swanigan makes free throw 1 of 2,,37,31
108,2,10:00.0,C. Swanigan makes free throw 2 of 2,,38,31
109,2,9:48.0,,Shooting foul by E. Davis (drawn by L. Stephenson),38,31
110,2,9:48.0,,L. Stephenson misses free throw 1 of 2,38,31
111,2,9:48.0,,Offensive rebound by Team,38,31
112,2,9:48.0,,L. Stephenson makes free throw 2 of 2,38,32
113,2,9:37.0,P. Connaughton misses 3-pt jump shot from 26 ft,,38,32
114,2,9:33.0,,Defensive rebound by T. Leaf,38,32
115,2,9:28.0,,T. Leaf makes 2-pt jump shot from 17 ft (assist by C. Joseph),38,34
116,2,9:13.0,,Offensive charge foul by C. Swanigan (drawn by T. Leaf),38,34
117,2,9:13.0,Turnover by C. Swanigan (offensive foul),,38,34
118,2,9:13.0,M. Harkless enters the game for P. Connaughton,,38,34
119,2,9:03.0,,T. Leaf makes 3-pt jump shot from 27 ft (assist by C. Joseph),38,37
120,2,8:44.0,E. Turner makes 2-pt jump shot from 9 ft,,40,37
121,2,8:20.0,,A. Jefferson misses 2-pt hook shot from 8 ft,40,37
122,2,8:18.0,Defensive rebound by E. Davis,,40,37
123,2,8:11.0,Personal foul by C. Joseph (drawn by C. McCollum),,40,37
124,2,8:11.0,,D. Sabonis enters the game for A. Jefferson,40,37
125,2,8:04.0,E. Turner misses 3-pt jump shot from 26 ft,,40,37
126,2,8:01.0,Offensive rebound by E. Turner,,40,37
127,2,7:58.0,M. Harkless makes 3-pt jump shot from 28 ft (assist by E. Turner),,43,37
128,2,7:39.0,,Shooting foul by C. Swanigan (drawn by C. Joseph),43,37
129,2,7:39.0,,C. Joseph makes free throw 1 of 2,43,38
130,2,7:39.0,,B. Bogdanović enters the game for D. Wilkins,43,38
131,2,7:39.0,,C. Joseph makes free throw 2 of 2,43,39
132,2,7:25.0,C. McCollum makes 3-pt jump shot from 26 ft,,46,39
133,2,7:14.0,,C. Joseph misses 2-pt layup from 2 ft,46,39
134,2,7:14.0,Defensive rebound by C. McCollum,,46,39
135,2,7:07.0,C. Swanigan misses 2-pt layup from 1 ft,,46,39
136,2,7:07.0,,Defensive rebound by Team,46,39
137,2,7:05.0,,D. Collison enters the game for C. Joseph,46,39
138,2,6:51.0,Violation by E. Davis (kicked ball),,46,39
139,2,6:51.0,,Indiana full timeout,46,39
140,2,6:51.0,,V. Oladipo enters the game for L. Stephenson,46,39
141,2,6:51.0,,T. Young enters the game for T. Leaf,46,39
142,2,6:51.0,J. Nurkić enters the game for E. Davis,,46,39
143,2,6:41.0,,B. Bogdanović misses 3-pt jump shot from 24 ft,46,39
144,2,6:37.0,Defensive rebound by C. McCollum,,46,39
145,2,6:29.0,Turnover by J. Nurkić (turnover),,46,39
146,2,6:10.0,Offensive charge foul by D. Sabonis (drawn by J. Nurkić),,46,39
147,2,6:10.0,,Turnover by D. Sabonis (offensive foul),46,39
148,2,5:57.0,D. Lillard enters the game for C. McCollum,,46,39
149,2,5:57.0,A. Aminu enters the game for C. Swanigan,,46,39
150,2,5:48.0,Shooting block foul by T. Young (drawn by J. Nurkić),,46,39
151,2,5:48.0,J. Nurkić misses free throw 1 of 2,,46,39
152,2,5:48.0,Offensive rebound by Team,,46,39
153,2,5:48.0,J. Nurkić makes free throw 2 of 2,,47,39
154,2,5:36.0,,V. Oladipo misses 2-pt jump shot from 16 ft,47,39
155,2,5:33.0,Defensive rebound by E. Turner,,47,39
156,2,5:28.0,Personal foul by B. Bogdanović (drawn by E. Turner),,47,39
157,2,5:28.0,E. Turner makes free throw 1 of 2,,48,39
158,2,5:28.0,E. Turner makes free throw 2 of 2,,49,39
159,2,5:18.0,,Shooting foul by D. Lillard (drawn by D. Collison),49,39
160,2,5:18.0,,D. Collison makes free throw 1 of 2,49,40
161,2,5:18.0,,D. Collison misses free throw 2 of 2,49,40
162,2,5:13.0,Defensive rebound by M. Harkless,,49,40
163,2,5:04.0,E. Turner makes 2-pt layup from 1 ft,,51,40
164,2,4:53.0,,V. Oladipo misses 2-pt jump shot from 18 ft,51,40
165,2,4:50.0,Defensive rebound by M. Harkless,,51,40
166,2,4:35.0,E. Turner makes 2-pt jump shot from 11 ft,,53,40
167,2,4:15.0,,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by D. Collison),53,43
168,2,3:55.0,E. Turner makes 2-pt jump shot from 18 ft,,55,43
169,2,3:37.0,,B. Bogdanović misses 2-pt layup from 8 ft (block by M. Harkless),55,43
170,2,3:33.0,Defensive rebound by A. Aminu,,55,43
171,2,3:32.0,J. Nurkić misses 2-pt layup from 1 ft (block by V. Oladipo),,55,43
172,2,3:32.0,Offensive rebound by Team,,55,43
173,2,3:32.0,Portland full timeout,,55,43
174,2,3:28.0,E. Turner misses 2-pt jump shot from 12 ft,,55,43
175,2,3:25.0,,Defensive rebound by B. Bogdanović,55,43
176,2,3:21.0,,V. Oladipo misses 3-pt jump shot from 25 ft,55,43
177,2,3:17.0,,Offensive rebound by D. Collison,55,43
178,2,3:13.0,,B. Bogdanović misses 3-pt jump shot from 26 ft,55,43
179,2,3:06.0,Defensive rebound by D. Lillard,,55,43
180,2,2:58.0,,Offensive charge foul by J. Nurkić (drawn by T. Young),55,43
181,2,2:58.0,Turnover by J. Nurkić (offensive foul),,55,43
182,2,2:58.0,C. McCollum enters the game for E. Turner,,55,43
183,2,2:49.0,,Shooting foul by M. Harkless (drawn by B. Bogdanović),55,43
184,2,2:49.0,,B. Bogdanović makes free throw 1 of 2,55,44
185,2,2:49.0,,B. Bogdanović misses free throw 2 of 2,55,44
186,2,2:46.0,Defensive rebound by M. Harkless,,55,44
187,2,2:34.0,Shooting foul by D. Sabonis (drawn by D. Lillard),,55,44
188,2,2:34.0,D. Lillard makes free throw 1 of 2,,56,44
189,2,2:34.0,D. Lillard makes free throw 2 of 2,,57,44
190,2,2:21.0,,V. Oladipo makes 2-pt layup from 1 ft (assist by T. Young),57,46
191,2,2:06.0,D. Lillard misses 3-pt jump shot from 25 ft,,57,46
192,2,2:03.0,,Defensive rebound by D. Collison,57,46
193,2,1:58.0,Violation by D. Lillard (kicked ball),,57,46
194,2,1:58.0,E. Turner enters the game for M. Harkless,,57,46
195,2,1:53.0,,T. Young misses 3-pt jump shot from 27 ft,57,46
196,2,1:49.0,Defensive rebound by D. Lillard,,57,46
197,2,1:40.0,C. McCollum misses 2-pt layup from 1 ft,,57,46
198,2,1:39.0,,Defensive rebound by B. Bogdanović,57,46
199,2,1:35.0,,B. Bogdanović makes 2-pt layup from 1 ft,57,48
200,2,1:16.0,A. Aminu makes 2-pt dunk at rim,,59,48
201,2,0:58.0,,D. Sabonis misses 2-pt jump shot from 20 ft,59,48
202,2,0:57.0,Defensive rebound by C. McCollum,,59,48
203,2,0:44.0,E. Turner makes 3-pt jump shot from 24 ft (assist by J. Nurkić),,62,48
204,2,0:32.0,,Shooting block foul by J. Nurkić (drawn by V. Oladipo),62,48
205,2,0:32.0,,V. Oladipo makes free throw 1 of 2,62,49
206,2,0:32.0,,T. Leaf enters the game for D. Sabonis,62,49
207,2,0:32.0,E. Davis enters the game for J. Nurkić,,62,49
208,2,0:32.0,,V. Oladipo makes free throw 2 of 2,62,50
209,2,0:16.0,D. Lillard misses 2-pt layup from 1 ft,,62,50
210,2,0:13.0,,Defensive rebound by T. Young,62,50
211,2,0:11.0,,V. Oladipo makes 2-pt dunk from 1 ft (assist by D. Collison),62,52
212,2,0:02.0,E. Turner misses 2-pt jump shot from 18 ft,,62,52
213,2,0:02.0,,Defensive rebound by V. Oladipo,62,52
214,3,11:41.0,,D. Sabonis misses 3-pt jump shot from 30 ft,62,52
215,3,11:37.0,Defensive rebound by D. Lillard,,62,52
216,3,11:27.0,J. Nurkić misses 2-pt hook shot from 5 ft,,62,52
217,3,11:23.0,Offensive rebound by A. Aminu,,62,52
218,3,11:23.0,A. Aminu misses 2-pt layup from 2 ft,,62,52
219,3,11:22.0,,Defensive rebound by T. Young,62,52
220,3,11:15.0,,D. Collison misses 2-pt jump shot from 15 ft,62,52
221,3,11:12.0,Defensive rebound by C. McCollum,,62,52
222,3,10:55.0,D. Lillard misses 2-pt jump shot from 20 ft,,62,52
223,3,10:52.0,,Defensive rebound by D. Sabonis,62,52
224,3,10:39.0,,B. Bogdanović misses 2-pt layup from 1 ft,62,52
225,3,10:36.0,,Offensive rebound by T. Young,62,52
226,3,10:36.0,,T. Young makes 2-pt layup at rim,62,54
227,3,10:21.0,,Offensive charge foul by J. Nurkić (drawn by B. Bogdanović),62,54
228,3,10:21.0,Turnover by J. Nurkić (offensive foul),,62,54
229,3,10:11.0,,V. Oladipo misses 2-pt jump shot from 11 ft (block by J. Nurkić),62,54
230,3,10:08.0,Defensive rebound by J. Nurkić,,62,54
231,3,10:04.0,Turnover by J. Nurkić (lost ball; steal by D. Collison),,62,54
232,3,10:01.0,,D. Collison makes 2-pt layup at rim (assist by V. Oladipo),62,56
233,3,9:44.0,Personal foul by D. Collison (drawn by D. Lillard),,62,56
234,3,9:38.0,Turnover by J. Nurkić (traveling),,62,56
235,3,9:38.0,E. Davis enters the game for J. Nurkić,,62,56
236,3,9:27.0,,V. Oladipo misses 2-pt layup from 1 ft,62,56
237,3,9:25.0,Defensive rebound by E. Davis,,62,56
238,3,9:16.0,M. Harkless misses 2-pt layup from 2 ft,,62,56
239,3,9:15.0,,Defensive rebound by B. Bogdanović,62,56
240,3,9:09.0,,D. Collison misses 3-pt jump shot from 24 ft,62,56
241,3,9:07.0,Defensive rebound by D. Lillard,,62,56
242,3,9:02.0,M. Harkless makes 2-pt dunk at rim (assist by A. Aminu),,64,56
243,3,8:49.0,,V. Oladipo misses 2-pt layup from 8 ft,64,56
244,3,8:45.0,Defensive rebound by E. Davis,,64,56
245,3,8:30.0,D. Lillard misses 2-pt layup at rim,,64,56
246,3,8:29.0,,Defensive rebound by D. Sabonis,64,56
247,3,8:25.0,,V. Oladipo makes 2-pt jump shot from 6 ft (assist by D. Collison),64,58
248,3,8:25.0,,Shooting foul by A. Aminu (drawn by V. Oladipo),64,58
249,3,8:25.0,,V. Oladipo makes free throw 1 of 1,64,59
250,3,8:08.0,E. Davis makes 2-pt layup at rim (assist by D. Lillard),,66,59
251,3,7:57.0,,Shooting foul by E. Davis (drawn by D. Sabonis),66,59
252,3,7:57.0,,D. Sabonis misses free throw 1 of 2,66,59
253,3,7:57.0,,Offensive rebound by Team,66,59
254,3,7:57.0,,D. Sabonis misses free throw 2 of 2,66,59
255,3,7:55.0,Defensive rebound by A. Aminu,,66,59
256,3,7:43.0,C. McCollum makes 2-pt jump shot from 5 ft,,68,59
257,3,7:21.0,,Shooting foul by E. Davis (drawn by D. Sabonis),68,59
258,3,7:21.0,,D. Sabonis makes free throw 1 of 2,68,60
259,3,7:21.0,,D. Sabonis misses free throw 2 of 2,68,60
260,3,7:19.0,Defensive rebound by A. Aminu,,68,60
261,3,7:10.0,C. McCollum misses 2-pt jump shot from 14 ft,,68,60
262,3,7:09.0,Offensive rebound by Team,,68,60
263,3,7:01.0,C. McCollum misses 2-pt jump shot from 19 ft,,68,60
264,3,6:57.0,Offensive rebound by E. Davis,,68,60
265,3,6:57.0,E. Davis misses 2-pt layup at rim,,68,60
266,3,6:55.0,,Defensive rebound by B. Bogdanović,68,60
267,3,6:49.0,,Turnover by B. Bogdanović (traveling),68,60
268,3,6:49.0,,Indiana full timeout,68,60
269,3,6:36.0,Shooting foul by D. Collison (drawn by D. Lillard),,68,60
270,3,6:36.0,D. Lillard makes free throw 1 of 2,,69,60
271,3,6:36.0,D. Lillard makes free throw 2 of 2,,70,60
272,3,6:23.0,,B. Bogdanović misses 3-pt jump shot from 26 ft,70,60
273,3,6:21.0,Defensive rebound by C. McCollum,,70,60
274,3,6:16.0,Offensive foul by M. Harkless (drawn by B. Bogdanović),,70,60
275,3,6:16.0,Turnover by M. Harkless (offensive foul),,70,60
276,3,6:04.0,,T. Young misses 2-pt jump shot from 16 ft,70,60
277,3,6:01.0,Defensive rebound by E. Davis,,70,60
278,3,5:47.0,M. Harkless misses 2-pt jump shot from 7 ft,,70,60
279,3,5:44.0,,Defensive rebound by T. Young,70,60
280,3,5:37.0,,Personal foul by A. Aminu (drawn by T. Young),70,60
281,3,5:37.0,E. Turner enters the game for C. McCollum,,70,60
282,3,5:37.0,P. Connaughton enters the game for M. Harkless,,70,60
283,3,5:25.0,,V. Oladipo makes 2-pt jump shot from 8 ft,70,62
284,3,5:06.0,D. Lillard misses 2-pt layup from 1 ft (block by T. Young),,70,62
285,3,5:04.0,,Defensive rebound by T. Young,70,62
286,3,5:01.0,,Shooting block foul by P. Connaughton (drawn by V. Oladipo),70,62
287,3,5:01.0,,V. Oladipo misses free throw 1 of 2,70,62
288,3,5:01.0,,Offensive rebound by Team,70,62
289,3,5:01.0,,V. Oladipo makes free throw 2 of 2,70,63
290,3,4:49.0,P. Connaughton makes 2-pt layup from 1 ft,,72,63
291,3,4:38.0,,D. Collison misses 2-pt jump shot from 15 ft,72,63
292,3,4:37.0,Defensive rebound by A. Aminu,,72,63
293,3,4:30.0,D. Lillard misses 3-pt jump shot from 25 ft,,72,63
294,3,4:27.0,,Defensive rebound by D. Sabonis,72,63
295,3,4:17.0,,L. Stephenson enters the game for B. Bogdanović,72,63
296,3,4:08.0,,T. Young makes 2-pt layup from 1 ft,72,65
297,3,3:53.0,E. Turner makes 2-pt jump shot from 16 ft,,74,65
298,3,3:45.0,,V. Oladipo misses 2-pt jump shot from 9 ft,74,65
299,3,3:42.0,Defensive rebound by E. Davis,,74,65
300,3,3:39.0,,Violation by D. Collison (kicked ball),74,65
301,3,3:39.0,,C. Joseph enters the game for D. Collison,74,65
302,3,3:30.0,P. Connaughton makes 3-pt jump shot from 25 ft (assist by D. Lillard),,77,65
303,3,3:11.0,,L. Stephenson misses 2-pt jump shot from 18 ft,77,65
304,3,3:09.0,Defensive rebound by D. Lillard,,77,65
305,3,2:57.0,D. Lillard misses 2-pt layup from 2 ft,,77,65
306,3,2:55.0,Offensive rebound by A. Aminu,,77,65
307,3,2:52.0,A. Aminu makes 2-pt jump shot from 6 ft,,79,65
308,3,2:45.0,,Indiana full timeout,79,65
309,3,2:45.0,,A. Jefferson enters the game for D. Sabonis,79,65
310,3,2:45.0,C. McCollum enters the game for D. Lillard,,79,65
311,3,2:31.0,,A. Jefferson makes 2-pt jump shot from 17 ft (assist by L. Stephenson),79,67
312,3,2:14.0,C. McCollum makes 2-pt jump shot from 19 ft,,81,67
313,3,1:50.0,,L. Stephenson misses 3-pt jump shot from 26 ft,81,67
314,3,1:48.0,Defensive rebound by E. Davis,,81,67
315,3,1:37.0,C. McCollum makes 2-pt jump shot from 9 ft,,83,67
316,3,1:24.0,,Turnover by V. Oladipo (out of bounds lost ball),83,67
317,3,1:24.0,,T. Leaf enters the game for V. Oladipo,83,67
318,3,1:24.0,,D. Collison enters the game for T. Young,83,67
319,3,1:24.0,Z. Collins enters the game for A. Aminu,,83,67
320,3,1:05.0,Z. Collins misses 2-pt jump shot from 13 ft,,83,67
321,3,1:02.0,Offensive rebound by E. Davis,,83,67
322,3,0:59.0,C. McCollum makes 3-pt jump shot from 26 ft (assist by E. Davis),,86,67
323,3,0:48.0,,D. Collison makes 3-pt jump shot from 23 ft (assist by A. Jefferson),86,70
324,3,0:35.0,C. McCollum makes 3-pt jump shot from 26 ft,,89,70
325,3,0:27.0,,T. Leaf makes 3-pt jump shot from 29 ft (assist by D. Collison),89,73
326,3,0:09.0,Personal take foul by C. Joseph (drawn by C. McCollum),,89,73
327,3,0:04.0,C. McCollum makes 2-pt jump shot from 11 ft,,91,73
328,3,0:01.0,,D. Collison misses 3-pt jump shot from 31 ft,91,73
329,3,0:01.0,,Offensive rebound by Team,91,73
330,4,11:51.0,Shooting foul by T. Leaf (drawn by E. Davis),,91,73
331,4,11:51.0,E. Davis misses free throw 1 of 2,,91,73
332,4,11:51.0,Offensive rebound by Team,,91,73
333,4,11:51.0,E. Davis misses free throw 2 of 2,,91,73
334,4,11:49.0,,Defensive rebound by T. Leaf,91,73
335,4,11:40.0,,C. Joseph misses 2-pt jump shot from 16 ft (block by E. Turner),91,73
336,4,11:39.0,,Offensive rebound by Team,91,73
337,4,11:29.0,,T. Leaf misses 2-pt jump shot from 7 ft,91,73
338,4,11:28.0,,Offensive rebound by T. Leaf,91,73
339,4,11:27.0,,T. Leaf makes 2-pt jump shot from 7 ft,91,75
340,4,11:06.0,Z. Collins misses 3-pt jump shot from 26 ft,,91,75
341,4,11:03.0,,Defensive rebound by A. Jefferson,91,75
342,4,10:57.0,,A. Jefferson makes 2-pt jump shot from 15 ft (assist by L. Stephenson),91,77
343,4,10:36.0,E. Turner misses 2-pt jump shot from 13 ft,,91,77
344,4,10:33.0,Offensive rebound by E. Davis,,91,77
345,4,10:31.0,C. McCollum misses 3-pt jump shot from 25 ft,,91,77
346,4,10:31.0,,Defensive rebound by Team,91,77
347,4,10:31.0,Loose ball foul by Z. Collins (drawn by L. Stephenson),,91,77
348,4,10:31.0,J. Nurkić enters the game for E. Davis,,91,77
349,4,10:22.0,,Shooting foul by E. Turner (drawn by L. Stephenson),91,77
350,4,10:22.0,,L. Stephenson makes free throw 1 of 2,91,78
351,4,10:22.0,,L. Stephenson misses free throw 2 of 2,91,78
352,4,10:19.0,Defensive rebound by P. Connaughton,,91,78
353,4,10:00.0,J. Nurkić misses 2-pt jump shot from 13 ft (block by A. Jefferson),,91,78
354,4,9:56.0,,Defensive rebound by D. Collison,91,78
355,4,9:52.0,,Turnover by D. Collison (traveling),91,78
356,4,9:33.0,C. McCollum makes 2-pt jump shot from 17 ft,,93,78
357,4,9:16.0,,Def 3 sec tech foul by Z. Collins,93,78
358,4,9:16.0,,C. Joseph makes technical free throw,93,79
359,4,9:16.0,,D. Sabonis enters the game for A. Jefferson,93,79
360,4,9:09.0,,D. Sabonis misses 2-pt jump shot from 16 ft,93,79
361,4,9:04.0,Defensive rebound by C. McCollum,,93,79
362,4,8:55.0,J. Nurkić misses 2-pt jump shot from 10 ft,,93,79
363,4,8:53.0,,Defensive rebound by L. Stephenson,93,79
364,4,8:46.0,,T. Leaf makes 2-pt layup from 1 ft,93,81
365,4,8:46.0,,Shooting foul by Z. Collins (drawn by T. Leaf),93,81
366,4,8:46.0,A. Aminu enters the game for Z. Collins,,93,81
367,4,8:46.0,,T. Leaf makes free throw 1 of 1,93,82
368,4,8:32.0,,Violation by D. Collison (kicked ball),93,82
369,4,8:32.0,D. Lillard enters the game for C. McCollum,,93,82
370,4,8:27.0,E. Turner makes 2-pt jump shot from 10 ft,,95,82
371,4,8:12.0,,T. Leaf misses 3-pt jump shot from 23 ft,95,82
372,4,8:09.0,Defensive rebound by P. Connaughton,,95,82
373,4,8:02.0,D. Lillard makes 2-pt jump shot from 17 ft,,97,82
374,4,7:56.0,,Indiana full timeout,97,82
375,4,7:51.0,,Offensive foul by D. Sabonis (drawn by E. Turner),97,82
376,4,7:51.0,,Turnover by D. Sabonis (offensive foul),97,82
377,4,7:35.0,A. Aminu makes 3-pt jump shot from 23 ft (assist by P. Connaughton),,100,82
378,4,7:18.0,,Shooting foul by J. Nurkić (drawn by D. Collison),100,82
379,4,7:18.0,,D. Collison makes free throw 1 of 2,100,83
380,4,7:18.0,,V. Oladipo enters the game for L. Stephenson,100,83
381,4,7:18.0,,D. Collison makes free throw 2 of 2,100,84
382,4,6:56.0,D. Lillard misses 2-pt jump shot from 20 ft,,100,84
383,4,6:54.0,,Defensive rebound by V. Oladipo,100,84
384,4,6:51.0,,V. Oladipo misses 3-pt jump shot from 27 ft,100,84
385,4,6:48.0,Defensive rebound by P. Connaughton,,100,84
