,QUARTER,TIME_REMAINING,CHICAGO_ACTION,ORLANDO_ACTION,CHICAGO_SCORE,ORLANDO_SCORE
64,1,4:23.0,Defensive rebound by C. Felício,,25,11
65,1,4:14.0,J. Grant enters the game for C. Payne,,25,11
66,1,4:08.0,Turnover by D. Valentine (traveling),,25,11
67,1,4:08.0,B. Portis enters the game for L. Markkanen,,25,11
68,1,3:47.0,,B. Biyombo misses 2-pt layup from 1 ft,25,11
69,1,3:45.0,,Offensive rebound by D. Augustin,25,11
70,1,3:43.0,,D. Augustin makes 2-pt jump shot from 11 ft,25,13
71,1,3:33.0,D. Valentine misses 2-pt jump shot from 14 ft,,25,13
72,1,3:33.0,,Defensive rebound by B. Biyombo,25,13
73,1,3:23.0,,D. Augustin misses 2-pt layup from 2 ft,25,13
74,1,3:23.0,,Offensive rebound by Team,25,13
75,1,3:23.0,,Personal foul by B. Portis (drawn by B. Biyombo),25,13
76,1,3:23.0,N. Vonleh enters the game for C. Felício,,25,13
77,1,3:23.0,S. Kilpatrick enters the game for J. Holiday,,25,13
78,1,3:21.0,,S. Mack makes 2-pt jump shot from 12 ft (assist by M. Hezonja),25,15
79,1,3:03.0,S. Kilpatrick misses 3-pt jump shot from 26 ft,,25,15
80,1,2:59.0,,Defensive rebound by B. Biyombo,25,15
81,1,2:48.0,,M. Hezonja makes 3-pt jump shot from 26 ft (assist by D. Augustin),25,18
82,1,2:34.0,N. Vonleh misses 3-pt jump shot from 26 ft,,25,18
83,1,2:30.0,,Defensive rebound by A. Gordon,25,18
84,1,2:22.0,,A. Gordon makes 2-pt layup at rim,25,20
85,1,2:20.0,Chicago full timeout,,25,20
86,1,2:20.0,,J. Artis enters the game for D. Augustin,25,20
87,1,2:09.0,J. Grant misses 2-pt jump shot from 18 ft,,25,20
88,1,2:05.0,,Defensive rebound by M. Hezonja,25,20
89,1,1:59.0,,S. Mack misses 3-pt jump shot from 24 ft,25,20
90,1,1:56.0,Defensive rebound by J. Grant,,25,20
91,1,1:48.0,N. Vonleh makes 2-pt hook shot from 7 ft,,27,20
92,1,1:29.0,,Turnover by M. Hezonja (bad pass; steal by D. Valentine),27,20
93,1,1:24.0,Personal foul by M. Hezonja (drawn by B. Portis),,27,20
94,1,1:13.0,Turnover by S. Kilpatrick (bad pass; steal by M. Hezonja),,27,20
95,1,1:08.0,,M. Hezonja makes 2-pt layup from 2 ft,27,22
96,1,0:44.0,N. Vonleh makes 2-pt hook shot from 3 ft,,29,22
97,1,0:30.0,,A. Gordon misses 2-pt jump shot from 7 ft (block by J. Grant),29,22
98,1,0:26.0,,Offensive rebound by A. Gordon,29,22
99,1,0:26.0,,A. Gordon misses 2-pt layup at rim (block by B. Portis),29,22
100,1,0:26.0,Defensive rebound by J. Grant,,29,22
101,1,0:26.0,,Loose ball foul by A. Gordon (drawn by J. Grant),29,22
102,1,0:26.0,J. Grant misses free throw 1 of 2,,29,22
103,1,0:26.0,Offensive rebound by Team,,29,22
104,1,0:26.0,,K. Birch enters the game for A. Gordon,29,22
105,1,0:26.0,J. Grant makes free throw 2 of 2,,30,22
106,1,0:11.0,,S. Mack makes 2-pt layup from 1 ft,30,24
107,1,0:00.0,N. Vonleh misses 3-pt jump shot from 22 ft,,30,24
108,1,0:00.0,,Defensive rebound by J. Artis,30,24
109,2,11:43.0,S. Kilpatrick makes 3-pt jump shot from 26 ft (assist by J. Grant),,33,24
110,2,11:24.0,,M. Hezonja misses 3-pt jump shot from 26 ft,33,24
111,2,11:20.0,Defensive rebound by S. Kilpatrick,,33,24
112,2,11:02.0,J. Grant misses 2-pt layup from 4 ft,,33,24
113,2,11:02.0,Offensive rebound by B. Portis,,33,24
114,2,11:02.0,B. Portis makes 2-pt layup from 1 ft,,35,24
115,2,11:02.0,Shooting foul by K. Birch (drawn by B. Portis),,35,24
116,2,11:02.0,B. Portis misses free throw 1 of 1,,35,24
117,2,11:02.0,,Defensive rebound by B. Biyombo,35,24
118,2,10:45.0,,J. Artis makes 3-pt jump shot from 26 ft (assist by S. Mack),35,27
119,2,10:19.0,J. Grant misses 2-pt jump shot from 14 ft,,35,27
120,2,10:15.0,,Defensive rebound by J. Artis,35,27
121,2,10:05.0,,Turnover by K. Birch (lost ball; steal by N. Vonleh),35,27
122,2,10:00.0,D. Valentine makes 3-pt jump shot from 27 ft (assist by J. Grant),,38,27
123,2,9:31.0,,K. Birch makes 2-pt layup at rim (assist by S. Mack),38,29
124,2,9:20.0,Turnover by J. Grant (lost ball; steal by M. Hezonja),,38,29
125,2,9:09.0,,Personal foul by D. Valentine (drawn by B. Biyombo),38,29
126,2,9:04.0,,Personal foul by N. Vonleh (drawn by B. Biyombo),38,29
127,2,8:54.0,,S. Mack makes 3-pt jump shot from 26 ft,38,32
128,2,8:45.0,Shooting foul by B. Biyombo (drawn by N. Vonleh),,38,32
129,2,8:45.0,N. Vonleh makes free throw 1 of 2,,39,32
130,2,8:45.0,,N. Vučević enters the game for B. Biyombo,39,32
131,2,8:45.0,N. Vonleh misses free throw 2 of 2,,39,32
132,2,8:43.0,,Defensive rebound by M. Hezonja,39,32
133,2,8:30.0,,N. Vučević misses 2-pt jump shot from 16 ft,39,32
134,2,8:29.0,Defensive rebound by Team,,39,32
135,2,8:29.0,,Loose ball foul by K. Birch (drawn by N. Vonleh),39,32
136,2,8:11.0,B. Portis makes 3-pt jump shot from 25 ft (assist by N. Vonleh),,42,32
137,2,7:49.0,,J. Artis misses 2-pt layup from 1 ft,42,32
138,2,7:45.0,Defensive rebound by N. Vonleh,,42,32
139,2,7:41.0,L. Markkanen enters the game for B. Portis,,42,32
140,2,7:34.0,S. Kilpatrick misses 3-pt jump shot from 24 ft,,42,32
141,2,7:31.0,Offensive rebound by N. Vonleh,,42,32
142,2,7:27.0,L. Markkanen misses 3-pt jump shot from 27 ft,,42,32
143,2,7:24.0,,Defensive rebound by S. Mack,42,32
144,2,7:21.0,,Turnover by S. Mack (bad pass),42,32
145,2,7:00.0,J. Grant misses 3-pt jump shot from 26 ft,,42,32
146,2,6:56.0,,Defensive rebound by S. Mack,42,32
147,2,6:51.0,,S. Mack misses 3-pt jump shot from 24 ft,42,32
148,2,6:47.0,,Offensive rebound by K. Birch,42,32
149,2,6:42.0,,M. Hezonja misses 3-pt jump shot from 27 ft,42,32
150,2,6:41.0,,Offensive rebound by N. Vučević,42,32
151,2,6:38.0,,Shooting foul by D. Valentine (drawn by N. Vučević),42,32
152,2,6:38.0,,Orlando full timeout,42,32
153,2,6:38.0,C. Payne enters the game for J. Grant,,42,32
154,2,6:38.0,J. Holiday enters the game for N. Vonleh,,42,32
155,2,6:38.0,C. Felício enters the game for D. Valentine,,42,32
156,2,6:38.0,,N. Vučević makes free throw 1 of 2,42,33
157,2,6:38.0,,N. Vučević makes free throw 2 of 2,42,34
158,2,6:25.0,Shooting foul by K. Birch (drawn by L. Markkanen),,42,34
159,2,6:25.0,L. Markkanen makes free throw 1 of 2,,43,34
160,2,6:25.0,,A. Gordon enters the game for K. Birch,43,34
161,2,6:25.0,L. Markkanen makes free throw 2 of 2,,44,34
162,2,6:04.0,,A. Gordon misses 2-pt jump shot from 8 ft,44,34
163,2,6:01.0,Defensive rebound by S. Kilpatrick,,44,34
164,2,5:58.0,Turnover by S. Kilpatrick (bad pass; steal by S. Mack),,44,34
165,2,5:55.0,,Shooting foul by J. Holiday (drawn by J. Artis),44,34
166,2,5:55.0,,J. Artis makes free throw 1 of 2,44,35
167,2,5:55.0,,D. Augustin enters the game for S. Mack,44,35
168,2,5:55.0,,J. Isaac enters the game for M. Hezonja,44,35
169,2,5:55.0,,J. Artis makes free throw 2 of 2,44,36
170,2,5:55.0,D. Nwaba enters the game for S. Kilpatrick,,44,36
171,2,5:37.0,Turnover by C. Felício (bad pass; steal by J. Isaac),,44,36
172,2,5:26.0,,Personal foul by J. Holiday (drawn by A. Gordon),44,36
173,2,5:26.0,,A. Gordon makes free throw 1 of 2,44,37
174,2,5:26.0,,R. Purvis enters the game for J. Artis,44,37
175,2,5:26.0,,A. Gordon makes free throw 2 of 2,44,38
176,2,5:15.0,C. Payne makes 3-pt jump shot from 26 ft,,47,38
177,2,5:01.0,,N. Vučević makes 2-pt jump shot from 18 ft (assist by D. Augustin),47,40
178,2,4:44.0,L. Markkanen makes 2-pt layup from 1 ft,,49,40
179,2,4:30.0,,N. Vučević misses 2-pt jump shot from 15 ft,49,40
180,2,4:26.0,Defensive rebound by L. Markkanen,,49,40
181,2,4:20.0,J. Holiday misses 3-pt jump shot from 23 ft,,49,40
182,2,4:16.0,,Defensive rebound by N. Vučević,49,40
183,2,4:12.0,,Turnover by D. Augustin (lost ball; steal by J. Holiday),49,40
184,2,4:09.0,Personal block foul by J. Isaac (drawn by D. Nwaba),,49,40
185,2,4:09.0,D. Nwaba misses free throw 1 of 2,,49,40
186,2,4:09.0,Offensive rebound by Team,,49,40
187,2,4:09.0,D. Nwaba makes free throw 2 of 2,,50,40
188,2,3:56.0,,N. Vučević misses 2-pt hook shot from 8 ft,50,40
189,2,3:52.0,Defensive rebound by C. Payne,,50,40
190,2,3:46.0,C. Payne misses 2-pt layup from 2 ft,,50,40
191,2,3:44.0,,Defensive rebound by N. Vučević,50,40
192,2,3:39.0,,D. Augustin misses 2-pt layup from 1 ft,50,40
193,2,3:36.0,Defensive rebound by L. Markkanen,,50,40
194,2,3:33.0,J. Holiday makes 3-pt jump shot from 22 ft (assist by L. Markkanen),,53,40
195,2,3:15.0,,N. Vučević makes 2-pt dunk at rim (assist by R. Purvis),53,42
196,2,2:57.0,L. Markkanen misses 3-pt jump shot from 29 ft,,53,42
197,2,2:52.0,,Defensive rebound by J. Isaac,53,42
198,2,2:44.0,,J. Isaac misses 2-pt jump shot from 17 ft,53,42
199,2,2:42.0,Defensive rebound by C. Felício,,53,42
200,2,2:34.0,C. Payne makes 2-pt jump shot from 17 ft,,55,42
201,2,2:07.0,,A. Gordon misses 3-pt jump shot from 26 ft,55,42
202,2,2:04.0,Defensive rebound by Team,,55,42
203,2,2:04.0,Chicago full timeout,,55,42
204,2,1:54.0,D. Nwaba misses 3-pt jump shot from 22 ft,,55,42
205,2,1:52.0,Offensive rebound by C. Felício,,55,42
206,2,1:51.0,C. Felício misses 2-pt layup from 1 ft (block by J. Isaac),,55,42
207,2,1:51.0,,Defensive rebound by R. Purvis,55,42
208,2,1:42.0,,Personal foul by J. Holiday (drawn by J. Isaac),55,42
209,2,1:42.0,,J. Isaac makes free throw 1 of 2,55,43
210,2,1:42.0,,J. Isaac makes free throw 2 of 2,55,44
211,2,1:21.0,,Offensive charge foul by C. Payne (drawn by D. Augustin),55,44
212,2,1:21.0,Turnover by C. Payne (offensive foul),,55,44
213,2,1:09.0,,J. Isaac misses 2-pt layup from 11 ft (block by J. Holiday),55,44
214,2,1:05.0,,Offensive rebound by Team,55,44
215,2,1:02.0,,R. Purvis misses 3-pt jump shot from 28 ft,55,44
216,2,0:58.0,Defensive rebound by L. Markkanen,,55,44
217,2,0:45.0,L. Markkanen misses 2-pt jump shot from 16 ft,,55,44
218,2,0:42.0,Offensive rebound by C. Felício,,55,44
219,2,0:38.0,L. Markkanen misses 2-pt layup from 2 ft (block by A. Gordon),,55,44
220,2,0:28.0,,Defensive rebound by N. Vučević,55,44
221,2,0:26.0,,Turnover by N. Vučević (bad pass; steal by D. Nwaba),55,44
222,2,0:20.0,D. Nwaba makes 2-pt dunk from 1 ft,,57,44
223,2,0:10.0,,A. Gordon misses 3-pt jump shot from 27 ft,57,44
224,2,0:06.0,Defensive rebound by C. Felício,,57,44
225,3,11:49.0,D. Valentine makes 3-pt jump shot from 23 ft (assist by C. Payne),,60,44
226,3,11:31.0,,A. Gordon makes 2-pt layup from 1 ft,60,46
227,3,11:31.0,,Shooting foul by L. Markkanen (drawn by A. Gordon),60,46
228,3,11:31.0,,A. Gordon misses free throw 1 of 1,60,46
229,3,11:31.0,,Offensive rebound by Team,60,46
230,3,11:27.0,,R. Purvis makes 2-pt jump shot from 16 ft (assist by J. Isaac),60,48
231,3,11:06.0,C. Felício misses 2-pt layup from 1 ft,,60,48
232,3,11:03.0,,Defensive rebound by N. Vučević,60,48
233,3,10:46.0,,Shooting foul by C. Felício (drawn by D. Augustin),60,48
234,3,10:46.0,,D. Augustin makes free throw 1 of 2,60,49
235,3,10:46.0,,D. Augustin makes free throw 2 of 2,60,50
236,3,10:32.0,Turnover by D. Nwaba (lost ball; steal by J. Isaac),,60,50
237,3,10:27.0,,A. Gordon misses 2-pt layup from 2 ft (block by L. Markkanen),60,50
238,3,10:23.0,Defensive rebound by C. Felício,,60,50
239,3,10:22.0,Turnover by C. Felício (lost ball; steal by D. Augustin),,60,50
240,3,10:15.0,,D. Augustin misses 3-pt jump shot from 29 ft,60,50
241,3,10:13.0,,Offensive rebound by J. Isaac,60,50
242,3,10:10.0,,N. Vučević misses 3-pt jump shot from 26 ft,60,50
243,3,10:04.0,Defensive rebound by L. Markkanen,,60,50
244,3,9:58.0,D. Nwaba misses 2-pt layup from 2 ft,,60,50
245,3,9:56.0,Offensive rebound by Team,,60,50
246,3,9:47.0,Turnover by C. Payne (bad pass; steal by R. Purvis),,60,50
247,3,9:38.0,,A. Gordon makes 3-pt jump shot from 22 ft (assist by D. Augustin),60,53
248,3,9:36.0,Chicago full timeout,,60,53
249,3,9:21.0,Turnover by D. Nwaba (bad pass; steal by N. Vučević),,60,53
250,3,9:08.0,,N. Vučević makes 2-pt dunk at rim,60,55
251,3,8:43.0,C. Felício misses 2-pt jump shot from 18 ft,,60,55
252,3,8:40.0,,Defensive rebound by R. Purvis,60,55
253,3,8:31.0,,A. Gordon makes 2-pt dunk at rim (assist by N. Vučević),60,57
254,3,8:18.0,Turnover by C. Payne (bad pass; steal by A. Gordon),,60,57
255,3,8:18.0,,Personal foul by C. Payne (drawn by A. Gordon),60,57
256,3,8:18.0,B. Portis enters the game for C. Felício,,60,57
257,3,8:05.0,,Turnover by J. Isaac (lost ball; steal by L. Markkanen),60,57
258,3,8:02.0,Shooting foul by J. Isaac (drawn by L. Markkanen),,60,57
259,3,8:02.0,L. Markkanen makes free throw 1 of 2,,61,57
260,3,8:02.0,L. Markkanen misses free throw 2 of 2,,61,57
261,3,7:59.0,,Defensive rebound by D. Augustin,61,57
262,3,7:45.0,,R. Purvis misses 3-pt jump shot from 25 ft,61,57
263,3,7:42.0,Defensive rebound by Team,,61,57
264,3,7:31.0,C. Payne misses 2-pt jump shot from 9 ft,,61,57
265,3,7:28.0,,Defensive rebound by N. Vučević,61,57
266,3,7:07.0,,Turnover by Team (shot clock),61,57
267,3,6:58.0,D. Valentine misses 3-pt jump shot from 26 ft,,61,57
268,3,6:55.0,,Defensive rebound by J. Isaac,61,57
269,3,6:48.0,,D. Augustin misses 2-pt layup from 5 ft (block by C. Payne),61,57
270,3,6:48.0,Defensive rebound by Team,,61,57
271,3,6:38.0,C. Payne misses 2-pt jump shot from 18 ft,,61,57
272,3,6:38.0,,Defensive rebound by J. Isaac,61,57
273,3,6:36.0,,Personal foul by D. Nwaba (drawn by D. Augustin),61,57
274,3,6:23.0,,J. Isaac misses 3-pt jump shot from 23 ft,61,57
275,3,6:20.0,Defensive rebound by L. Markkanen,,61,57
276,3,6:04.0,D. Nwaba misses 2-pt jump shot from 10 ft,,61,57
277,3,6:03.0,,Defensive rebound by N. Vučević,61,57
278,3,5:58.0,,D. Augustin makes 2-pt layup at rim,61,59
279,3,5:40.0,L. Markkanen misses 3-pt jump shot from 27 ft,,61,59
280,3,5:37.0,,Defensive rebound by D. Augustin,61,59
281,3,5:28.0,,D. Augustin misses 2-pt layup from 2 ft,61,59
282,3,5:25.0,,Offensive rebound by A. Gordon,61,59
283,3,5:17.0,,R. Purvis misses 3-pt jump shot from 22 ft,61,59
284,3,5:13.0,Defensive rebound by L. Markkanen,,61,59
285,3,5:11.0,Turnover by L. Markkanen (lost ball; steal by J. Isaac),,61,59
286,3,5:05.0,,A. Gordon misses 3-pt jump shot from 25 ft,61,59
287,3,5:01.0,Defensive rebound by L. Markkanen,,61,59
288,3,4:47.0,C. Payne misses 3-pt jump shot from 25 ft,,61,59
289,3,4:45.0,,Defensive rebound by N. Vučević,61,59
290,3,4:36.0,,Shooting foul by D. Nwaba (drawn by A. Gordon),61,59
291,3,4:36.0,,A. Gordon makes free throw 1 of 2,61,60
292,3,4:36.0,,M. Hezonja enters the game for J. Isaac,61,60
293,3,4:36.0,,S. Mack enters the game for R. Purvis,61,60
294,3,4:36.0,J. Grant enters the game for D. Nwaba,,61,60
295,3,4:36.0,S. Kilpatrick enters the game for C. Payne,,61,60
296,3,4:36.0,N. Vonleh enters the game for L. Markkanen,,61,60
297,3,4:36.0,,A. Gordon makes free throw 2 of 2,61,61
298,3,4:22.0,Shooting foul by M. Hezonja (drawn by S. Kilpatrick),,61,61
299,3,4:22.0,S. Kilpatrick misses free throw 1 of 2,,61,61
300,3,4:22.0,Offensive rebound by Team,,61,61
301,3,4:22.0,S. Kilpatrick makes free throw 2 of 2,,62,61
302,3,4:07.0,,D. Augustin makes 3-pt jump shot from 25 ft (assist by N. Vučević),62,64
303,3,3:46.0,B. Portis misses 2-pt layup from 2 ft (block by N. Vučević),,62,64
304,3,3:46.0,Offensive rebound by Team,,62,64
305,3,3:42.0,N. Vonleh misses 2-pt jump shot from 13 ft,,62,64
306,3,3:39.0,,Defensive rebound by D. Augustin,62,64
307,3,3:37.0,,D. Augustin misses 2-pt layup from 1 ft (block by B. Portis),62,64
308,3,3:36.0,Defensive rebound by Team,,62,64
309,3,3:31.0,J. Grant misses 3-pt jump shot from 26 ft,,62,64
310,3,3:31.0,,Defensive rebound by A. Gordon,62,64
311,3,3:25.0,,S. Mack misses 3-pt jump shot from 25 ft,62,64
312,3,3:19.0,Defensive rebound by B. Portis,,62,64
313,3,3:12.0,D. Valentine misses 3-pt jump shot from 24 ft,,62,64
314,3,3:12.0,Offensive rebound by Team,,62,64
315,3,3:12.0,Personal foul by S. Mack (drawn by J. Grant),,62,64
316,3,3:12.0,R. Arcidiacono enters the game for D. Valentine,,62,64
317,3,3:06.0,B. Portis misses 3-pt jump shot from 25 ft,,62,64
318,3,3:03.0,,Defensive rebound by D. Augustin,62,64
319,3,2:49.0,,N. Vučević misses 2-pt hook shot from 6 ft,62,64
320,3,2:46.0,Defensive rebound by N. Vonleh,,62,64
321,3,2:39.0,B. Portis makes 2-pt layup at rim,,64,64
322,3,2:39.0,,Orlando full timeout,64,64
323,3,2:16.0,,M. Hezonja misses 3-pt jump shot from 26 ft,64,64
324,3,2:14.0,Defensive rebound by N. Vonleh,,64,64
325,3,1:58.0,B. Portis misses 2-pt layup from 3 ft (block by N. Vučević),,64,64
326,3,1:54.0,,Defensive rebound by D. Augustin,64,64
327,3,1:51.0,,D. Augustin misses 2-pt layup from 1 ft,64,64
328,3,1:50.0,,Offensive rebound by N. Vučević,64,64
329,3,1:45.0,,N. Vučević misses 2-pt layup at rim,64,64
330,3,1:45.0,,Offensive rebound by N. Vučević,64,64
331,3,1:42.0,,N. Vučević makes 2-pt layup at rim,64,66
332,3,1:35.0,N. Vonleh misses 3-pt jump shot from 26 ft,,64,66
333,3,1:31.0,,Defensive rebound by A. Gordon,64,66
334,3,1:25.0,,A. Gordon makes 2-pt dunk from 1 ft (assist by S. Mack),64,68
335,3,1:25.0,,Shooting foul by B. Portis (drawn by A. Gordon),64,68
336,3,1:25.0,,J. Artis enters the game for D. Augustin,64,68
337,3,1:25.0,L. Markkanen enters the game for N. Vonleh,,64,68
338,3,1:25.0,,A. Gordon makes free throw 1 of 1,64,69
339,3,1:14.0,J. Grant misses 2-pt layup from 1 ft,,64,69
340,3,1:14.0,,Defensive rebound by J. Artis,64,69
341,3,1:04.0,,Turnover by S. Mack (bad pass; steal by L. Markkanen),64,69
342,3,0:55.0,S. Kilpatrick misses 2-pt jump shot from 6 ft,,64,69
343,3,0:51.0,Offensive rebound by B. Portis,,64,69
344,3,0:51.0,B. Portis misses 2-pt layup at rim,,64,69
345,3,0:49.0,,Defensive rebound by A. Gordon,64,69
346,3,0:46.0,,Turnover by A. Gordon (lost ball; steal by R. Arcidiacono),64,69
347,3,0:43.0,Shooting foul by N. Vučević (drawn by S. Kilpatrick),,64,69
348,3,0:43.0,S. Kilpatrick makes free throw 1 of 2,,65,69
349,3,0:43.0,,K. Birch enters the game for A. Gordon,65,69
350,3,0:43.0,S. Kilpatrick makes free throw 2 of 2,,66,69
351,3,0:20.0,,K. Birch misses 2-pt hook shot from 5 ft,66,69
352,3,0:17.0,Defensive rebound by B. Portis,,66,69
353,3,0:02.0,B. Portis misses 2-pt layup from 7 ft (block by M. Hezonja),,66,69
354,3,0:02.0,,Defensive rebound by J. Artis,66,69
355,4,11:41.0,,K. Birch makes 2-pt layup at rim (assist by B. Biyombo),66,71
356,4,11:17.0,R. Arcidiacono makes 3-pt jump shot from 23 ft (assist by J. Grant),,69,71
357,4,10:58.0,,Turnover by M. Hezonja (bad pass; steal by R. Arcidiacono),69,71
358,4,10:55.0,Turnover by R. Arcidiacono (bad pass),,69,71
359,4,10:38.0,,S. Mack misses 3-pt jump shot from 26 ft,69,71
360,4,10:34.0,,Offensive rebound by K. Birch,69,71
361,4,10:30.0,,Turnover by J. Artis (lost ball; steal by J. Grant),69,71
362,4,10:30.0,Personal foul by S. Mack (drawn by S. Kilpatrick),,69,71
363,4,10:14.0,Shooting foul by B. Biyombo (drawn by S. Kilpatrick),,69,71
364,4,10:14.0,S. Kilpatrick makes free throw 1 of 2,,70,71
365,4,10:14.0,S. Kilpatrick makes free throw 2 of 2,,71,71
366,4,10:01.0,,M. Hezonja misses 3-pt jump shot from 27 ft,71,71
367,4,9:56.0,Defensive rebound by N. Vonleh,,71,71
368,4,9:50.0,N. Vonleh makes 3-pt jump shot from 26 ft (assist by R. Arcidiacono),,74,71
369,4,9:26.0,,S. Mack misses 2-pt layup from 5 ft,74,71
370,4,9:23.0,Defensive rebound by J. Grant,,74,71
371,4,9:11.0,J. Grant makes 2-pt jump shot from 14 ft,,76,71
372,4,9:10.0,,Orlando full timeout,76,71
373,4,9:10.0,,A. Gordon enters the game for K. Birch,76,71
374,4,8:55.0,,J. Artis misses 3-pt jump shot from 22 ft,76,71
375,4,8:49.0,Defensive rebound by B. Portis,,76,71
376,4,8:36.0,J. Grant makes 2-pt jump shot from 18 ft,,78,71
377,4,8:22.0,,A. Gordon misses 2-pt layup from 3 ft (block by N. Vonleh),78,71
378,4,8:22.0,,Offensive rebound by Team,78,71
379,4,8:22.0,C. Felício enters the game for B. Portis,,78,71
380,4,8:12.0,,B. Biyombo misses 2-pt hook shot from 6 ft,78,71
381,4,8:10.0,Defensive rebound by N. Vonleh,,78,71
382,4,8:07.0,,Violation by M. Hezonja (kicked ball),78,71
383,4,8:00.0,S. Kilpatrick misses 3-pt jump shot from 27 ft,,78,71
384,4,7:56.0,,Defensive rebound by M. Hezonja,78,71
