,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,PORTLAND_ACTION,SACRAMENTO_SCORE,PORTLAND_SCORE
46,1,5:13.0,Turnover by W. Cauley-Stein (bad pass; steal by M. Harkless),,15,23
47,1,5:11.0,,M. Harkless makes 2-pt dunk from 1 ft,15,25
48,1,5:03.0,Sacramento full timeout,,15,25
49,1,4:49.0,W. Cauley-Stein misses 2-pt layup at rim (block by J. Nurkić),,15,25
50,1,4:46.0,,Defensive rebound by A. Aminu,15,25
51,1,4:37.0,,M. Harkless misses 3-pt jump shot from 23 ft,15,25
52,1,4:36.0,Defensive rebound by Z. Randolph,,15,25
53,1,4:24.0,W. Cauley-Stein misses 2-pt hook shot from 3 ft,,15,25
54,1,4:22.0,,Defensive rebound by J. Nurkić,15,25
55,1,4:13.0,,A. Aminu makes 3-pt jump shot from 25 ft (assist by D. Lillard),15,28
56,1,3:56.0,B. Bogdanović misses 2-pt jump shot from 17 ft,,15,28
57,1,3:52.0,Offensive rebound by Z. Randolph,,15,28
58,1,3:52.0,Z. Randolph makes 2-pt layup at rim,,17,28
59,1,3:29.0,,C. McCollum misses 2-pt jump shot from 17 ft,17,28
60,1,3:27.0,Defensive rebound by W. Cauley-Stein,,17,28
61,1,3:16.0,,Violation by J. Nurkić (kicked ball),17,28
62,1,3:16.0,,Z. Collins enters the game for M. Harkless,17,28
63,1,3:16.0,,E. Turner enters the game for A. Aminu,17,28
64,1,3:16.0,,E. Davis enters the game for J. Nurkić,17,28
65,1,3:16.0,,P. Connaughton enters the game for C. McCollum,17,28
66,1,3:16.0,V. Carter enters the game for Z. Randolph,,17,28
67,1,3:16.0,B. Hield enters the game for B. Bogdanović,,17,28
68,1,3:01.0,W. Cauley-Stein makes 2-pt dunk at rim (assist by B. Hield),,19,28
69,1,2:44.0,,D. Lillard misses 3-pt jump shot from 28 ft,19,28
70,1,2:41.0,Defensive rebound by D. Fox,,19,28
71,1,2:35.0,D. Fox misses 2-pt jump shot from 4 ft,,19,28
72,1,2:34.0,Offensive rebound by W. Cauley-Stein,,19,28
73,1,2:32.0,W. Cauley-Stein makes 2-pt hook shot from 5 ft,,21,28
74,1,2:05.0,,P. Connaughton misses 2-pt layup from 2 ft (block by W. Cauley-Stein),21,28
75,1,2:03.0,,Offensive rebound by Z. Collins,21,28
76,1,2:02.0,,Z. Collins makes 3-pt jump shot from 23 ft,21,31
77,1,1:46.0,V. Carter makes 3-pt jump shot from 24 ft (assist by D. Fox),,24,31
78,1,1:25.0,,E. Turner misses 3-pt jump shot from 24 ft,24,31
79,1,1:23.0,Defensive rebound by J. Jackson,,24,31
80,1,1:15.0,Shooting foul by E. Turner (drawn by J. Jackson),,24,31
81,1,1:15.0,J. Jackson makes free throw 1 of 2,,25,31
82,1,1:15.0,S. Labissière enters the game for W. Cauley-Stein,,25,31
83,1,1:15.0,F. Mason enters the game for D. Fox,,25,31
84,1,1:15.0,J. Jackson makes free throw 2 of 2,,26,31
85,1,0:59.0,,P. Connaughton misses 2-pt jump shot from 16 ft,26,31
86,1,0:56.0,Defensive rebound by J. Jackson,,26,31
87,1,0:45.0,S. Labissière misses 2-pt jump shot from 16 ft,,26,31
88,1,0:42.0,,Defensive rebound by E. Davis,26,31
89,1,0:33.0,,D. Lillard makes 2-pt layup from 1 ft,26,33
90,1,0:15.0,F. Mason misses 2-pt jump shot from 16 ft,,26,33
91,1,0:12.0,,Defensive rebound by Z. Collins,26,33
92,1,0:02.0,,D. Lillard makes 3-pt jump shot from 27 ft,26,36
93,2,11:39.0,Turnover by B. Bogdanović (bad pass; steal by Z. Collins),,26,36
94,2,11:26.0,,Turnover by Z. Collins (lost ball; steal by B. Bogdanović),26,36
95,2,11:22.0,B. Hield makes 2-pt layup at rim,,28,36
96,2,11:04.0,,Z. Collins misses 2-pt jump shot from 15 ft,28,36
97,2,11:02.0,Defensive rebound by S. Labissière,,28,36
98,2,10:48.0,B. Bogdanović makes 2-pt layup at rim,,30,36
99,2,10:24.0,,Turnover by E. Turner (bad pass; steal by B. Bogdanović),30,36
100,2,10:18.0,B. Hield misses 2-pt jump shot from 10 ft,,30,36
101,2,10:14.0,Offensive rebound by V. Carter,,30,36
102,2,10:14.0,Shooting foul by Z. Collins (drawn by S. Labissière),,30,36
103,2,10:14.0,S. Labissière makes free throw 1 of 2,,31,36
104,2,10:14.0,,C. McCollum enters the game for P. Connaughton,31,36
105,2,10:14.0,S. Labissière makes free throw 2 of 2,,32,36
106,2,10:01.0,,S. Napier makes 3-pt jump shot from 26 ft (assist by E. Turner),32,39
107,2,9:46.0,Shooting foul by Z. Collins (drawn by S. Labissière),,32,39
108,2,9:46.0,S. Labissière makes free throw 1 of 2,,33,39
109,2,9:46.0,S. Labissière makes free throw 2 of 2,,34,39
110,2,9:28.0,,C. McCollum misses 2-pt jump shot from 19 ft,34,39
111,2,9:24.0,Defensive rebound by B. Hield,,34,39
112,2,9:13.0,Personal foul by S. Napier (drawn by F. Mason),,34,39
113,2,9:07.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,34,39
114,2,9:05.0,,Defensive rebound by Z. Collins,34,39
115,2,8:52.0,,E. Turner makes 2-pt jump shot from 9 ft,34,41
116,2,8:34.0,Turnover by F. Mason (bad pass; steal by S. Napier),,34,41
117,2,8:24.0,,Turnover by C. McCollum (bad pass; steal by V. Carter),34,41
118,2,8:09.0,S. Labissière makes 2-pt jump shot from 6 ft,,36,41
119,2,8:01.0,,Shooting foul by V. Carter (drawn by S. Napier),36,41
120,2,8:01.0,,S. Napier makes free throw 1 of 2,36,42
121,2,8:01.0,,S. Napier makes free throw 2 of 2,36,43
122,2,7:51.0,B. Bogdanović makes 3-pt jump shot from 24 ft (assist by F. Mason),,39,43
123,2,7:34.0,,Z. Collins makes 2-pt jump shot from 9 ft,39,45
124,2,7:24.0,B. Hield misses 3-pt jump shot from 24 ft,,39,45
125,2,7:24.0,,Defensive rebound by Z. Collins,39,45
126,2,7:16.0,,C. McCollum misses 2-pt layup from 4 ft (block by B. Hield),39,45
127,2,7:14.0,,Offensive rebound by E. Davis,39,45
128,2,7:11.0,,E. Davis makes 2-pt layup from 2 ft (assist by E. Turner),39,47
129,2,7:11.0,,Shooting foul by S. Labissière (drawn by E. Davis),39,47
130,2,7:11.0,,E. Davis misses free throw 1 of 1,39,47
131,2,7:09.0,Defensive rebound by V. Carter,,39,47
132,2,6:57.0,V. Carter makes 2-pt jump shot from 4 ft,,41,47
133,2,6:44.0,,E. Davis makes 2-pt jump shot from 3 ft (assist by E. Turner),41,49
134,2,6:25.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,41,49
135,2,6:23.0,,Defensive rebound by C. McCollum,41,49
136,2,6:17.0,,Turnover by C. McCollum (lost ball; steal by V. Carter),41,49
137,2,6:13.0,F. Mason misses 2-pt layup from 2 ft,,41,49
138,2,6:11.0,,Defensive rebound by E. Davis,41,49
139,2,6:05.0,,S. Napier makes 2-pt jump shot from 13 ft,41,51
140,2,5:43.0,S. Labissière misses 2-pt jump shot from 17 ft,,41,51
141,2,5:42.0,,Defensive rebound by Z. Collins,41,51
142,2,5:35.0,,E. Turner misses 2-pt jump shot from 11 ft,41,51
143,2,5:32.0,Defensive rebound by V. Carter,,41,51
144,2,5:28.0,F. Mason makes 2-pt layup from 1 ft,,43,51
145,2,5:28.0,,Portland full timeout,43,51
146,2,5:28.0,,A. Aminu enters the game for E. Turner,43,51
147,2,5:28.0,,J. Nurkić enters the game for E. Davis,43,51
148,2,5:28.0,,M. Harkless enters the game for Z. Collins,43,51
149,2,5:28.0,D. Fox enters the game for B. Bogdanović,,43,51
150,2,5:04.0,,A. Aminu misses 2-pt jump shot from 16 ft,43,51
151,2,5:03.0,,Offensive rebound by Team,43,51
152,2,5:03.0,Loose ball foul by S. Labissière (drawn by J. Nurkić),,43,51
153,2,5:03.0,,D. Lillard enters the game for C. McCollum,43,51
154,2,4:55.0,,S. Napier makes 3-pt jump shot from 26 ft (assist by D. Lillard),43,54
155,2,4:29.0,B. Hield misses 2-pt layup from 2 ft,,43,54
156,2,4:27.0,,Defensive rebound by J. Nurkić,43,54
157,2,4:24.0,,Turnover by D. Lillard (bad pass),43,54
158,2,4:24.0,Z. Randolph enters the game for V. Carter,,43,54
159,2,4:15.0,S. Labissière misses 2-pt jump shot from 20 ft,,43,54
160,2,4:10.0,,Defensive rebound by M. Harkless,43,54
161,2,3:49.0,,D. Lillard makes 2-pt layup at rim,43,56
162,2,3:35.0,Turnover by D. Fox (bad pass; steal by S. Napier),,43,56
163,2,3:31.0,Violation by D. Fox (kicked ball),,43,56
164,2,3:31.0,W. Cauley-Stein enters the game for S. Labissière,,43,56
165,2,3:31.0,J. Jackson enters the game for F. Mason,,43,56
166,2,3:23.0,,A. Aminu makes 3-pt jump shot from 23 ft (assist by D. Lillard),43,59
167,2,3:04.0,W. Cauley-Stein makes 2-pt jump shot from 16 ft (assist by B. Hield),,45,59
168,2,2:48.0,,Shooting foul by W. Cauley-Stein (drawn by A. Aminu),45,59
169,2,2:48.0,Sacramento full timeout,,45,59
170,2,2:48.0,,A. Aminu makes free throw 1 of 2,45,60
171,2,2:48.0,,A. Aminu makes free throw 2 of 2,45,61
172,2,2:31.0,Z. Randolph makes 2-pt hook shot from 3 ft (assist by D. Fox),,47,61
173,2,2:17.0,,Shooting foul by B. Hield (drawn by J. Nurkić),47,61
174,2,2:17.0,,J. Nurkić makes free throw 1 of 2,47,62
175,2,2:17.0,,C. McCollum enters the game for S. Napier,47,62
176,2,2:17.0,,J. Nurkić misses free throw 2 of 2,47,62
177,2,2:15.0,Defensive rebound by W. Cauley-Stein,,47,62
178,2,2:07.0,Turnover by Z. Randolph (bad pass),,47,62
179,2,1:58.0,,D. Lillard makes 2-pt layup from 1 ft (assist by J. Nurkić),47,64
180,2,1:58.0,Violation by D. Fox (def goaltending),,47,64
181,2,1:48.0,J. Jackson misses 3-pt jump shot from 25 ft,,47,64
182,2,1:44.0,Offensive rebound by Z. Randolph,,47,64
183,2,1:44.0,Z. Randolph misses 2-pt layup at rim,,47,64
184,2,1:44.0,,Defensive rebound by Team,47,64
185,2,1:30.0,,C. McCollum misses 2-pt layup from 1 ft,47,64
186,2,1:28.0,,Offensive rebound by A. Aminu,47,64
187,2,1:27.0,,Turnover by A. Aminu (bad pass; steal by D. Fox),47,64
188,2,1:21.0,Z. Randolph makes 2-pt layup from 1 ft (assist by D. Fox),,49,64
189,2,1:05.0,,Shooting foul by W. Cauley-Stein (drawn by J. Nurkić),49,64
190,2,1:05.0,,J. Nurkić makes free throw 1 of 2,49,65
191,2,1:05.0,,J. Nurkić makes free throw 2 of 2,49,66
192,2,0:51.0,J. Jackson makes 2-pt layup from 1 ft (assist by Z. Randolph),,51,66
193,2,0:33.0,,Turnover by D. Lillard (bad pass; steal by D. Fox),51,66
194,2,0:31.0,Personal foul by M. Harkless (drawn by J. Jackson),,51,66
195,2,0:26.0,D. Fox makes 2-pt jump shot from 18 ft,,53,66
196,2,0:05.0,,A. Aminu misses 3-pt jump shot from 24 ft,53,66
197,2,0:02.0,Defensive rebound by W. Cauley-Stein,,53,66
198,2,0:00.0,Z. Randolph misses 3-pt jump shot from 23 ft,,53,66
199,2,0:00.0,Offensive rebound by Team,,53,66
200,3,11:50.0,Personal foul by J. Nurkić (drawn by W. Cauley-Stein),,53,66
201,3,11:39.0,Z. Randolph makes 2-pt hook shot from 3 ft (assist by B. Bogdanović),,55,66
202,3,11:26.0,,D. Lillard misses 2-pt jump shot from 20 ft,55,66
203,3,11:22.0,,Offensive rebound by J. Nurkić,55,66
204,3,11:20.0,,J. Nurkić makes 2-pt layup from 2 ft,55,68
205,3,11:12.0,Offensive foul by Z. Randolph (drawn by D. Lillard),,55,68
206,3,11:12.0,Turnover by Z. Randolph (offensive foul),,55,68
207,3,10:58.0,,Turnover by D. Lillard (bad pass; steal by W. Cauley-Stein),55,68
208,3,10:45.0,Z. Randolph makes 2-pt layup from 1 ft (assist by W. Cauley-Stein),,57,68
209,3,10:25.0,,C. McCollum misses 3-pt jump shot from 24 ft,57,68
210,3,10:22.0,,Offensive rebound by A. Aminu,57,68
211,3,10:20.0,,J. Nurkić makes 2-pt dunk from 1 ft (assist by C. McCollum),57,70
212,3,10:03.0,W. Cauley-Stein makes 2-pt hook shot from 3 ft,,59,70
213,3,10:03.0,Shooting foul by A. Aminu (drawn by W. Cauley-Stein),,59,70
214,3,10:03.0,W. Cauley-Stein makes free throw 1 of 1,,60,70
215,3,9:50.0,,Turnover by J. Nurkić (bad pass; steal by J. Jackson),60,70
216,3,9:46.0,D. Fox misses 2-pt layup at rim,,60,70
217,3,9:43.0,Offensive rebound by W. Cauley-Stein,,60,70
218,3,9:43.0,W. Cauley-Stein makes 2-pt dunk at rim,,62,70
219,3,9:30.0,,D. Lillard misses 3-pt jump shot from 25 ft,62,70
220,3,9:27.0,,Offensive rebound by A. Aminu,62,70
221,3,9:24.0,,C. McCollum misses 3-pt jump shot from 27 ft,62,70
222,3,9:22.0,Defensive rebound by W. Cauley-Stein,,62,70
223,3,9:13.0,Z. Randolph misses 2-pt jump shot from 1 ft,,62,70
224,3,9:12.0,,Defensive rebound by J. Nurkić,62,70
225,3,9:09.0,,Shooting foul by W. Cauley-Stein (drawn by A. Aminu),62,70
226,3,9:09.0,,A. Aminu misses free throw 1 of 2,62,70
227,3,9:09.0,,Offensive rebound by Team,62,70
228,3,9:09.0,,A. Aminu makes free throw 2 of 2,62,71
229,3,8:55.0,D. Fox misses 3-pt jump shot from 22 ft,,62,71
230,3,8:52.0,,Defensive rebound by D. Lillard,62,71
231,3,8:45.0,,Turnover by C. McCollum (bad pass; steal by J. Jackson),62,71
232,3,8:35.0,Z. Randolph makes 2-pt hook shot from 3 ft (assist by D. Fox),,64,71
233,3,8:08.0,,Turnover by C. McCollum (lost ball; steal by D. Fox),64,71
234,3,8:04.0,J. Jackson misses 2-pt layup from 1 ft,,64,71
235,3,8:02.0,,Defensive rebound by A. Aminu,64,71
236,3,7:59.0,,J. Nurkić makes 2-pt dunk at rim (assist by D. Lillard),64,73
237,3,7:36.0,B. Bogdanović misses 2-pt jump shot from 4 ft,,64,73
238,3,7:34.0,,Defensive rebound by J. Nurkić,64,73
239,3,7:21.0,,C. McCollum misses 3-pt jump shot from 24 ft,64,73
240,3,7:21.0,Defensive rebound by W. Cauley-Stein,,64,73
241,3,7:14.0,D. Fox misses 2-pt layup from 1 ft,,64,73
242,3,7:14.0,Offensive rebound by Z. Randolph,,64,73
243,3,7:14.0,Z. Randolph makes 2-pt layup at rim,,66,73
244,3,7:14.0,,Portland full timeout,66,73
245,3,6:55.0,,J. Nurkić makes 2-pt hook shot from 6 ft (assist by C. McCollum),66,75
246,3,6:40.0,D. Fox misses 2-pt jump shot from 10 ft,,66,75
247,3,6:36.0,,Defensive rebound by M. Harkless,66,75
248,3,6:27.0,,J. Nurkić misses 2-pt jump shot from 21 ft,66,75
249,3,6:25.0,Defensive rebound by J. Jackson,,66,75
250,3,6:16.0,D. Fox makes 2-pt jump shot from 19 ft,,68,75
251,3,5:59.0,,C. McCollum makes 2-pt jump shot from 4 ft (assist by D. Lillard),68,77
252,3,5:48.0,Turnover by D. Fox (lost ball; steal by J. Nurkić),,68,77
253,3,5:41.0,,Turnover by D. Lillard (bad pass; steal by J. Jackson),68,77
254,3,5:35.0,B. Bogdanović makes 2-pt layup from 1 ft (assist by J. Jackson),,70,77
255,3,5:11.0,,C. McCollum makes 2-pt jump shot from 17 ft (assist by D. Lillard),70,79
256,3,4:47.0,W. Cauley-Stein misses 2-pt layup from 1 ft,,70,79
257,3,4:45.0,,Defensive rebound by J. Nurkić,70,79
258,3,4:38.0,,D. Lillard makes 2-pt layup at rim,70,81
259,3,4:18.0,J. Jackson makes 3-pt jump shot from 25 ft (assist by Z. Randolph),,73,81
260,3,4:08.0,,Portland full timeout,73,81
261,3,4:08.0,,S. Napier enters the game for C. McCollum,73,81
262,3,4:08.0,,E. Davis enters the game for M. Harkless,73,81
263,3,4:08.0,,E. Turner enters the game for J. Nurkić,73,81
264,3,4:08.0,S. Labissière enters the game for Z. Randolph,,73,81
265,3,4:08.0,B. Hield enters the game for B. Bogdanović,,73,81
266,3,3:56.0,,Turnover by S. Napier (lost ball; steal by J. Jackson),73,81
267,3,3:36.0,D. Fox misses 2-pt layup from 1 ft,,73,81
268,3,3:35.0,,Defensive rebound by E. Davis,73,81
269,3,3:28.0,,A. Aminu makes 3-pt jump shot from 24 ft (assist by D. Lillard),73,84
270,3,3:10.0,W. Cauley-Stein misses 2-pt jump shot from 18 ft,,73,84
271,3,3:07.0,,Defensive rebound by A. Aminu,73,84
272,3,2:51.0,,Shooting foul by S. Labissière (drawn by A. Aminu),73,84
273,3,2:51.0,,A. Aminu makes free throw 1 of 2,73,85
274,3,2:51.0,V. Carter enters the game for J. Jackson,,73,85
275,3,2:51.0,,A. Aminu misses free throw 2 of 2,73,85
276,3,2:48.0,Defensive rebound by W. Cauley-Stein,,73,85
277,3,2:27.0,W. Cauley-Stein makes 2-pt hook shot from 5 ft,,75,85
278,3,2:15.0,,D. Lillard misses 2-pt layup from 1 ft,75,85
279,3,2:14.0,Defensive rebound by B. Hield,,75,85
280,3,2:04.0,S. Labissière misses 2-pt hook shot from 4 ft,,75,85
281,3,2:02.0,,Defensive rebound by E. Davis,75,85
282,3,1:55.0,,A. Aminu misses 3-pt jump shot from 24 ft,75,85
283,3,1:52.0,Defensive rebound by Team,,75,85
284,3,1:52.0,,Loose ball foul by D. Lillard (drawn by V. Carter),75,85
285,3,1:52.0,Z. Randolph enters the game for W. Cauley-Stein,,75,85
286,3,1:52.0,F. Mason enters the game for D. Fox,,75,85
287,3,1:52.0,,Z. Collins enters the game for A. Aminu,75,85
288,3,1:32.0,Shooting foul by E. Davis (drawn by Z. Randolph),,75,85
289,3,1:32.0,Z. Randolph makes free throw 1 of 2,,76,85
290,3,1:32.0,Z. Randolph misses free throw 2 of 2,,76,85
291,3,1:30.0,,Defensive rebound by E. Davis,76,85
292,3,1:17.0,,D. Lillard makes 3-pt jump shot from 24 ft (assist by S. Napier),76,88
293,3,0:55.0,V. Carter makes 2-pt jump shot from 22 ft (assist by F. Mason),,78,88
294,3,0:32.0,,Turnover by Team (shot clock),78,88
295,3,0:13.0,F. Mason makes 2-pt jump shot from 3 ft,,80,88
296,3,0:01.0,,D. Lillard misses 2-pt jump shot from 18 ft,80,88
297,3,0:01.0,,Offensive rebound by Team,80,88
298,4,11:44.0,,E. Davis misses 2-pt dunk from 1 ft (block by S. Labissière),80,88
299,4,11:41.0,Defensive rebound by V. Carter,,80,88
300,4,11:29.0,Z. Randolph misses 3-pt jump shot from 24 ft,,80,88
301,4,11:26.0,,Defensive rebound by E. Davis,80,88
302,4,11:16.0,,Z. Collins misses 3-pt jump shot from 25 ft,80,88
303,4,11:13.0,Defensive rebound by B. Hield,,80,88
304,4,11:03.0,B. Hield misses 2-pt jump shot from 20 ft,,80,88
305,4,11:02.0,Offensive rebound by Team,,80,88
306,4,11:02.0,,Loose ball foul by E. Davis (drawn by Z. Randolph),80,88
307,4,10:56.0,B. Hield makes 2-pt jump shot from 20 ft,,82,88
308,4,10:31.0,,Turnover by Z. Collins (lost ball; steal by F. Mason),82,88
309,4,10:22.0,Turnover by F. Mason (lost ball; steal by S. Napier),,82,88
310,4,10:18.0,,S. Napier misses 3-pt jump shot from 23 ft,82,88
311,4,10:14.0,,Offensive rebound by S. Napier,82,88
312,4,10:13.0,,E. Davis makes 2-pt layup from 5 ft (assist by S. Napier),82,90
313,4,10:13.0,,Shooting foul by S. Labissière (drawn by E. Davis),82,90
314,4,10:13.0,,E. Davis makes free throw 1 of 1,82,91
315,4,9:54.0,B. Hield misses 3-pt jump shot from 23 ft,,82,91
316,4,9:52.0,,Defensive rebound by E. Turner,82,91
317,4,9:47.0,,Shooting foul by F. Mason (drawn by S. Napier),82,91
318,4,9:47.0,,S. Napier makes free throw 1 of 2,82,92
319,4,9:47.0,,S. Napier makes free throw 2 of 2,82,93
320,4,9:26.0,B. Hield misses 2-pt jump shot from 22 ft,,82,93
321,4,9:24.0,,Defensive rebound by Z. Collins,82,93
322,4,9:16.0,,Z. Collins makes 3-pt jump shot from 24 ft (assist by S. Napier),82,96
323,4,9:15.0,Sacramento full timeout,,82,96
324,4,9:15.0,B. Bogdanović enters the game for B. Hield,,82,96
325,4,8:54.0,Personal foul by E. Turner (drawn by F. Mason),,82,96
326,4,8:46.0,V. Carter makes 3-pt jump shot from 24 ft (assist by B. Bogdanović),,85,96
327,4,8:30.0,,C. McCollum misses 2-pt jump shot from 11 ft,85,96
328,4,8:26.0,,Offensive rebound by E. Davis,85,96
329,4,8:26.0,,E. Davis makes 2-pt layup at rim,85,98
330,4,8:09.0,Z. Randolph makes 3-pt jump shot from 23 ft (assist by B. Bogdanović),,88,98
331,4,7:50.0,,C. McCollum misses 2-pt jump shot from 5 ft,88,98
332,4,7:46.0,,Offensive rebound by E. Davis,88,98
333,4,7:46.0,,E. Davis misses 2-pt layup at rim,88,98
334,4,7:46.0,Defensive rebound by Z. Randolph,,88,98
335,4,7:37.0,Turnover by Z. Randolph (lost ball; steal by E. Davis),,88,98
336,4,7:32.0,,S. Napier makes 2-pt layup at rim (assist by E. Davis),88,100
337,4,7:19.0,F. Mason misses 2-pt jump shot from 1 ft,,88,100
338,4,7:17.0,,Defensive rebound by Team,88,100
339,4,7:17.0,,D. Lillard enters the game for S. Napier,88,100
340,4,7:04.0,,C. McCollum makes 2-pt layup from 2 ft (assist by D. Lillard),88,102
341,4,7:04.0,,Shooting foul by Z. Randolph (drawn by C. McCollum),88,102
342,4,7:04.0,D. Fox enters the game for F. Mason,,88,102
343,4,7:04.0,,C. McCollum makes free throw 1 of 1,88,103
344,4,6:54.0,B. Bogdanović misses 2-pt jump shot from 10 ft (block by C. McCollum),,88,103
345,4,6:52.0,,Defensive rebound by E. Davis,88,103
346,4,6:40.0,,C. McCollum makes 2-pt jump shot from 12 ft (assist by E. Turner),88,105
347,4,6:37.0,Sacramento full timeout,,88,105
348,4,6:37.0,W. Cauley-Stein enters the game for V. Carter,,88,105
349,4,6:37.0,B. Hield enters the game for Z. Randolph,,88,105
350,4,6:37.0,,M. Harkless enters the game for E. Turner,88,105
351,4,6:23.0,D. Fox misses 2-pt jump shot from 21 ft,,88,105
352,4,6:21.0,,Defensive rebound by E. Davis,88,105
353,4,6:05.0,,D. Lillard misses 3-pt jump shot from 28 ft,88,105
354,4,6:03.0,Defensive rebound by B. Hield,,88,105
355,4,5:53.0,B. Hield misses 3-pt jump shot from 24 ft,,88,105
356,4,5:49.0,,Defensive rebound by E. Davis,88,105
357,4,5:40.0,,C. McCollum misses 3-pt jump shot from 25 ft,88,105
358,4,5:39.0,Defensive rebound by W. Cauley-Stein,,88,105
359,4,5:35.0,Shooting foul by C. McCollum (drawn by D. Fox),,88,105
360,4,5:35.0,D. Fox makes free throw 1 of 2,,89,105
361,4,5:35.0,,J. Nurkić enters the game for E. Davis,89,105
362,4,5:35.0,,A. Aminu enters the game for Z. Collins,89,105
363,4,5:35.0,D. Fox makes free throw 2 of 2,,90,105
364,4,5:17.0,,A. Aminu misses 3-pt jump shot from 25 ft,90,105
365,4,5:14.0,Defensive rebound by B. Hield,,90,105
366,4,5:01.0,Turnover by B. Bogdanović (lost ball; steal by D. Lillard),,90,105
367,4,4:57.0,,D. Lillard misses 2-pt layup from 2 ft (block by B. Hield),90,105
368,4,4:55.0,Defensive rebound by D. Fox,,90,105
369,4,4:53.0,B. Hield misses 3-pt jump shot from 25 ft,,90,105
370,4,4:50.0,,Defensive rebound by Team,90,105
371,4,4:26.0,,M. Harkless makes 3-pt jump shot from 25 ft (assist by A. Aminu),90,108
372,4,4:12.0,W. Cauley-Stein misses 2-pt layup from 2 ft,,90,108
373,4,4:09.0,,Defensive rebound by A. Aminu,90,108
374,4,3:49.0,,D. Lillard misses 3-pt jump shot from 24 ft,90,108
375,4,3:44.0,Defensive rebound by S. Labissière,,90,108
376,4,3:36.0,Personal foul by C. McCollum (drawn by D. Fox),,90,108
