,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,MEMPHIS_ACTION,CLEVELAND_SCORE,MEMPHIS_SCORE
65,1,3:50.0,,A. Harrison enters the game for D. Brooks,16,23
66,1,3:27.0,,M. Chalmers makes 2-pt layup at rim,16,25
67,1,3:06.0,J. Clarkson misses 3-pt jump shot from 24 ft,,16,25
68,1,3:04.0,Offensive rebound by L. Nance,,16,25
69,1,3:02.0,L. Nance misses 2-pt layup from 1 ft,,16,25
70,1,2:59.0,,Defensive rebound by M. Gasol,16,25
71,1,2:57.0,,Personal foul by L. Nance (drawn by M. Gasol),16,25
72,1,2:49.0,,Personal foul by R. Hood (drawn by M. Chalmers),16,25
73,1,2:49.0,,D. Davis enters the game for M. Gasol,16,25
74,1,2:42.0,,M. Chalmers misses 3-pt jump shot from 25 ft,16,25
75,1,2:38.0,Defensive rebound by L. James,,16,25
76,1,2:31.0,J. Clarkson makes 2-pt jump shot from 17 ft,,18,25
77,1,2:13.0,,Turnover by J. Martin (lost ball; steal by L. James),18,25
78,1,2:03.0,Turnover by J. Clarkson (lost ball; steal by M. Chalmers),,18,25
79,1,1:59.0,,M. Chalmers makes 2-pt layup from 1 ft,18,27
80,1,1:49.0,R. Hood makes 2-pt jump shot from 12 ft,,20,27
81,1,1:35.0,,A. Harrison misses 2-pt layup at rim (block by G. Hill),20,27
82,1,1:35.0,,Offensive rebound by Team,20,27
83,1,1:35.0,J. Green enters the game for L. James,,20,27
84,1,1:35.0,,Offensive foul by M. Chalmers (drawn by J. Clarkson),20,27
85,1,1:35.0,,Turnover by M. Chalmers (offensive foul),20,27
86,1,1:20.0,J. Clarkson misses 2-pt jump shot from 6 ft,,20,27
87,1,1:16.0,Offensive rebound by L. Nance,,20,27
88,1,1:16.0,L. Nance misses 2-pt dunk at rim,,20,27
89,1,1:16.0,,Defensive rebound by J. Martin,20,27
90,1,1:07.0,,A. Harrison misses 2-pt jump shot from 15 ft,20,27
91,1,1:04.0,Defensive rebound by J. Green,,20,27
92,1,0:58.0,G. Hill misses 3-pt jump shot from 22 ft,,20,27
93,1,0:58.0,Offensive rebound by L. Nance,,20,27
94,1,0:43.0,R. Hood misses 3-pt jump shot from 26 ft,,20,27
95,1,0:43.0,,Defensive rebound by D. Davis,20,27
96,1,0:33.0,,Turnover by M. Chalmers (bad pass; steal by L. Nance),20,27
97,1,0:27.0,Turnover by G. Hill (lost ball; steal by M. Chalmers),,20,27
98,1,0:04.0,,A. Harrison misses 2-pt layup from 2 ft (block by J. Clarkson),20,27
99,1,0:04.0,,Offensive rebound by Team,20,27
100,1,0:04.0,,Turnover by Team (shot clock),20,27
101,1,0:04.0,K. Korver enters the game for G. Hill,,20,27
102,1,0:03.0,Personal take foul by J. Martin (drawn by J. Green),,20,27
103,2,11:48.0,R. Hood misses 2-pt jump shot from 14 ft,,20,27
104,2,11:45.0,,Defensive rebound by D. Davis,20,27
105,2,11:25.0,,J. Martin misses 2-pt jump shot from 15 ft,20,27
106,2,11:22.0,Defensive rebound by R. Hood,,20,27
107,2,11:02.0,R. Hood makes 2-pt jump shot from 6 ft,,22,27
108,2,10:51.0,,Def 3 sec tech foul by J. Green,22,27
109,2,10:51.0,,M. Chalmers misses technical free throw,22,27
110,2,10:51.0,,Offensive rebound by Team,22,27
111,2,10:51.0,,J. Green enters the game for J. Martin,22,27
112,2,10:36.0,,D. Davis makes 2-pt layup from 1 ft (assist by T. Evans),22,29
113,2,10:17.0,J. Clarkson misses 3-pt jump shot from 26 ft,,22,29
114,2,10:14.0,Offensive rebound by J. Green,,22,29
115,2,10:14.0,J. Green makes 2-pt layup at rim,,24,29
116,2,9:57.0,,T. Evans makes 3-pt jump shot from 25 ft,24,32
117,2,9:44.0,J. Clarkson misses 2-pt jump shot from 5 ft,,24,32
118,2,9:41.0,,Defensive rebound by J. Green,24,32
119,2,9:33.0,,Personal foul by J. Clarkson (drawn by A. Harrison),24,32
120,2,9:33.0,,D. Brooks enters the game for M. Chalmers,24,32
121,2,9:33.0,L. James enters the game for J. Clarkson,,24,32
122,2,9:21.0,,T. Evans misses 3-pt jump shot from 26 ft,24,32
123,2,9:19.0,Defensive rebound by L. James,,24,32
124,2,9:14.0,K. Korver makes 3-pt jump shot from 26 ft (assist by L. James),,27,32
125,2,8:50.0,,T. Evans misses 2-pt jump shot from 8 ft,27,32
126,2,8:47.0,Defensive rebound by J. Green,,27,32
127,2,8:40.0,K. Korver misses 3-pt jump shot from 24 ft,,27,32
128,2,8:36.0,,Defensive rebound by J. Green,27,32
129,2,8:30.0,,A. Harrison makes 2-pt jump shot from 22 ft,27,34
130,2,8:11.0,J. Green makes 2-pt jump shot from 20 ft (assist by L. James),,29,34
131,2,8:04.0,,Personal foul by R. Hood (drawn by A. Harrison),29,34
132,2,7:55.0,,D. Brooks misses 3-pt jump shot from 25 ft,29,34
133,2,7:51.0,,Offensive rebound by T. Evans,29,34
134,2,7:42.0,,A. Harrison makes 2-pt jump shot from 19 ft (assist by T. Evans),29,36
135,2,7:30.0,L. Nance makes 2-pt dunk at rim (assist by L. James),,31,36
136,2,7:08.0,,Offensive foul by D. Brooks (drawn by K. Korver),31,36
137,2,7:08.0,,Turnover by D. Brooks (offensive foul),31,36
138,2,7:01.0,L. Nance makes 2-pt dunk from 1 ft (assist by L. James),,33,36
139,2,6:45.0,,T. Evans misses 2-pt jump shot from 3 ft,33,36
140,2,6:42.0,Defensive rebound by L. James,,33,36
141,2,6:39.0,L. Nance misses 2-pt dunk from 4 ft (block by J. Green),,33,36
142,2,6:35.0,,Defensive rebound by D. Brooks,33,36
143,2,6:33.0,,J. Green makes 2-pt layup at rim (assist by D. Davis),33,38
144,2,6:22.0,L. James makes 2-pt dunk at rim (assist by J. Green),,35,38
145,2,6:02.0,,Turnover by T. Evans (bad pass; steal by L. Nance),35,38
146,2,5:59.0,Turnover by L. Nance (bad pass; steal by D. Brooks),,35,38
147,2,5:59.0,,Shooting foul by L. Nance (drawn by D. Brooks),35,38
148,2,5:59.0,,Memphis full timeout,35,38
149,2,5:59.0,,M. Gasol enters the game for A. Harrison,35,38
150,2,5:59.0,,M. Chalmers enters the game for D. Davis,35,38
151,2,5:59.0,G. Hill enters the game for L. Nance,,35,38
152,2,5:59.0,,D. Brooks makes free throw 1 of 2,35,39
153,2,5:59.0,,D. Brooks makes free throw 2 of 2,35,40
154,2,5:46.0,J. Green misses 2-pt layup from 1 ft,,35,40
155,2,5:43.0,,Defensive rebound by M. Chalmers,35,40
156,2,5:36.0,,D. Brooks misses 3-pt jump shot from 26 ft,35,40
157,2,5:33.0,Defensive rebound by L. James,,35,40
158,2,5:29.0,R. Hood makes 3-pt jump shot from 23 ft (assist by L. James),,38,40
159,2,5:11.0,,J. Green makes 3-pt jump shot from 26 ft (assist by D. Brooks),38,43
160,2,4:55.0,J. Green misses 3-pt jump shot from 26 ft,,38,43
161,2,4:52.0,,Defensive rebound by J. Green,38,43
162,2,4:50.0,,Offensive foul by M. Gasol (drawn by J. Green),38,43
163,2,4:50.0,,Turnover by M. Gasol (offensive foul),38,43
164,2,4:50.0,,B. McLemore enters the game for D. Brooks,38,43
165,2,4:50.0,J. Smith enters the game for L. James,,38,43
166,2,4:42.0,Shooting foul by M. Chalmers (drawn by K. Korver),,38,43
167,2,4:42.0,K. Korver makes free throw 1 of 3,,39,43
168,2,4:42.0,K. Korver makes free throw 2 of 3,,40,43
169,2,4:42.0,,J. Martin enters the game for M. Chalmers,40,43
170,2,4:42.0,K. Korver makes free throw 3 of 3,,41,43
171,2,4:22.0,,M. Gasol misses 2-pt jump shot from 9 ft,41,43
172,2,4:22.0,,Offensive rebound by Team,41,43
173,2,4:22.0,Loose ball foul by J. Smith (drawn by J. Green),,41,43
174,2,4:09.0,,B. McLemore misses 2-pt layup from 1 ft,41,43
175,2,4:05.0,,Offensive rebound by J. Green,41,43
176,2,4:03.0,,M. Gasol misses 3-pt jump shot from 25 ft,41,43
177,2,4:02.0,Defensive rebound by Team,,41,43
178,2,4:02.0,,Loose ball foul by J. Green (drawn by J. Smith),41,43
179,2,3:55.0,Offensive foul by K. Korver (drawn by B. McLemore),,41,43
180,2,3:55.0,Turnover by K. Korver (offensive foul),,41,43
181,2,3:38.0,,J. Martin makes 3-pt jump shot from 22 ft (assist by B. McLemore),41,46
182,2,3:22.0,R. Hood makes 3-pt jump shot from 25 ft (assist by J. Smith),,44,46
183,2,3:11.0,,B. McLemore makes 2-pt layup at rim (assist by T. Evans),44,48
184,2,3:03.0,J. Smith misses 3-pt jump shot from 24 ft,,44,48
185,2,2:59.0,,Defensive rebound by M. Gasol,44,48
186,2,2:51.0,,Shooting foul by J. Smith (drawn by M. Gasol),44,48
187,2,2:51.0,Cleveland full timeout,,44,48
188,2,2:51.0,,A. Harrison enters the game for J. Green,44,48
189,2,2:51.0,T. Thompson enters the game for R. Hood,,44,48
190,2,2:51.0,C. Osman enters the game for K. Korver,,44,48
191,2,2:51.0,L. James enters the game for J. Green,,44,48
192,2,2:51.0,,M. Gasol misses free throw 1 of 2,44,48
193,2,2:51.0,,Offensive rebound by Team,44,48
194,2,2:51.0,,M. Gasol makes free throw 2 of 2,44,49
195,2,2:38.0,G. Hill makes 2-pt jump shot from 11 ft,,46,49
196,2,2:18.0,,M. Gasol misses 2-pt layup from 2 ft (block by T. Thompson),46,49
197,2,2:18.0,Defensive rebound by T. Thompson,,46,49
198,2,2:18.0,Personal foul by M. Gasol (drawn by T. Thompson),,46,49
199,2,2:08.0,L. James misses 2-pt jump shot from 7 ft,,46,49
200,2,2:05.0,,Defensive rebound by J. Martin,46,49
201,2,1:51.0,,T. Evans misses 3-pt jump shot from 25 ft,46,49
202,2,1:46.0,Defensive rebound by T. Thompson,,46,49
203,2,1:40.0,G. Hill misses 2-pt layup at rim,,46,49
204,2,1:38.0,,Defensive rebound by M. Gasol,46,49
205,2,1:37.0,,Turnover by M. Gasol (bad pass; steal by J. Smith),46,49
206,2,1:31.0,G. Hill makes 3-pt jump shot from 22 ft (assist by L. James),,49,49
207,2,1:07.0,,Turnover by Team (shot clock),49,49
208,2,1:07.0,,D. Brooks enters the game for T. Evans,49,49
209,2,0:47.0,Personal foul by J. Martin (drawn by L. James),,49,49
210,2,0:34.0,J. Smith makes 3-pt jump shot from 25 ft,,52,49
211,2,0:25.0,,A. Harrison misses 2-pt layup from 2 ft (block by G. Hill),52,49
212,2,0:22.0,Defensive rebound by L. James,,52,49
213,2,0:20.0,L. James misses 2-pt layup from 1 ft (block by B. McLemore),,52,49
214,2,0:20.0,Offensive rebound by Team,,52,49
215,2,0:04.0,Shooting foul by J. Martin (drawn by L. James),,52,49
216,2,0:04.0,L. James makes free throw 1 of 2,,53,49
217,2,0:04.0,J. Green enters the game for J. Smith,,53,49
218,2,0:04.0,L. James makes free throw 2 of 2,,54,49
219,2,0:00.0,,A. Harrison misses 3-pt jump shot from 31 ft,54,49
220,2,0:00.0,,Offensive rebound by Team,54,49
221,3,11:47.0,Personal foul by A. Harrison (drawn by G. Hill),,54,49
222,3,11:42.0,Personal foul by A. Harrison (drawn by G. Hill),,54,49
223,3,11:28.0,G. Hill misses 3-pt jump shot from 23 ft,,54,49
224,3,11:26.0,,Defensive rebound by J. Green,54,49
225,3,11:11.0,,Turnover by T. Evans (bad pass; steal by C. Osman),54,49
226,3,11:06.0,L. James makes 2-pt dunk at rim (assist by J. Smith),,56,49
227,3,10:49.0,,M. Gasol makes 3-pt jump shot from 26 ft (assist by A. Harrison),56,52
228,3,10:35.0,Turnover by J. Smith (lost ball; steal by T. Evans),,56,52
229,3,10:16.0,,D. Brooks misses 2-pt jump shot from 19 ft,56,52
230,3,10:13.0,Defensive rebound by C. Osman,,56,52
231,3,10:09.0,T. Thompson misses 2-pt layup from 1 ft (block by M. Gasol),,56,52
232,3,10:09.0,,Defensive rebound by Team,56,52
233,3,9:48.0,,T. Evans makes 3-pt jump shot from 25 ft (assist by M. Gasol),56,55
234,3,9:31.0,L. James misses 2-pt jump shot from 17 ft,,56,55
235,3,9:28.0,,Defensive rebound by M. Gasol,56,55
236,3,9:19.0,,T. Evans makes 2-pt layup at rim,56,57
237,3,9:19.0,,Shooting foul by T. Thompson (drawn by T. Evans),56,57
238,3,9:19.0,,T. Evans makes free throw 1 of 1,56,58
239,3,9:14.0,Personal foul by J. Green (drawn by C. Osman),,56,58
240,3,9:14.0,,Technical foul by T. Evans,56,58
241,3,9:14.0,G. Hill makes technical free throw,,57,58
242,3,9:03.0,C. Osman misses 3-pt jump shot from 25 ft,,57,58
243,3,9:01.0,Offensive rebound by G. Hill,,57,58
244,3,9:01.0,Turnover by G. Hill (bad pass),,57,58
245,3,8:57.0,,Personal foul by J. Smith (drawn by A. Harrison),57,58
246,3,8:51.0,,Personal foul by C. Osman (drawn by T. Evans),57,58
247,3,8:42.0,,M. Gasol makes 2-pt dunk from 1 ft (assist by T. Evans),57,60
248,3,8:24.0,J. Smith misses 2-pt jump shot from 16 ft,,57,60
249,3,8:22.0,,Defensive rebound by M. Gasol,57,60
250,3,8:21.0,,Turnover by M. Gasol (bad pass; steal by J. Smith),57,60
251,3,8:19.0,J. Smith misses 3-pt jump shot from 25 ft,,57,60
252,3,8:19.0,Offensive rebound by Team,,57,60
253,3,8:19.0,,Loose ball foul by M. Gasol (drawn by T. Thompson),57,60
254,3,8:11.0,Personal foul by J. Green (drawn by J. Smith),,57,60
255,3,8:11.0,J. Smith makes free throw 1 of 2,,58,60
256,3,8:11.0,,J. Martin enters the game for J. Green,58,60
257,3,8:11.0,J. Smith makes free throw 2 of 2,,59,60
258,3,8:07.0,,Personal foul by J. Smith (drawn by D. Brooks),59,60
259,3,8:07.0,R. Hood enters the game for J. Smith,,59,60
260,3,7:53.0,,Turnover by D. Brooks (bad pass),59,60
261,3,7:53.0,,Loose ball foul by J. Martin (drawn by G. Hill),59,60
262,3,7:53.0,G. Hill makes free throw 1 of 2,,60,60
263,3,7:53.0,,M. Chalmers enters the game for J. Martin,60,60
264,3,7:53.0,G. Hill makes free throw 2 of 2,,61,60
265,3,7:36.0,,M. Chalmers misses 3-pt jump shot from 22 ft,61,60
266,3,7:32.0,Defensive rebound by L. James,,61,60
267,3,7:28.0,C. Osman makes 2-pt layup at rim (assist by L. James),,63,60
268,3,7:07.0,,M. Chalmers misses 2-pt jump shot from 10 ft,63,60
269,3,7:03.0,Defensive rebound by L. James,,63,60
270,3,6:59.0,T. Thompson makes 2-pt jump shot from 1 ft (assist by C. Osman),,65,60
271,3,6:58.0,,Memphis full timeout,65,60
272,3,6:58.0,,J. Green enters the game for A. Harrison,65,60
273,3,6:41.0,,D. Brooks misses 3-pt jump shot from 25 ft,65,60
274,3,6:38.0,Defensive rebound by T. Thompson,,65,60
275,3,6:34.0,L. James misses 2-pt layup from 1 ft,,65,60
276,3,6:30.0,,Defensive rebound by J. Green,65,60
277,3,6:24.0,,Turnover by M. Gasol (turnover),65,60
278,3,6:12.0,R. Hood misses 2-pt jump shot from 14 ft,,65,60
279,3,6:09.0,,Defensive rebound by J. Green,65,60
280,3,6:02.0,,T. Evans makes 3-pt jump shot from 25 ft,65,63
281,3,5:45.0,Offensive foul by T. Thompson (drawn by M. Chalmers),,65,63
282,3,5:45.0,Turnover by T. Thompson (offensive foul),,65,63
283,3,5:45.0,,B. McLemore enters the game for J. Green,65,63
284,3,5:32.0,,M. Gasol misses 2-pt layup from 3 ft (block by C. Osman),65,63
285,3,5:28.0,Defensive rebound by C. Osman,,65,63
286,3,5:28.0,Offensive foul by T. Thompson (drawn by M. Chalmers),,65,63
287,3,5:28.0,Turnover by T. Thompson (offensive foul),,65,63
288,3,5:28.0,,Technical foul by M. Gasol,65,63
289,3,5:28.0,G. Hill makes technical free throw,,66,63
290,3,5:17.0,,Shooting foul by T. Thompson (drawn by M. Gasol),66,63
291,3,5:17.0,,M. Gasol makes free throw 1 of 2,66,64
292,3,5:17.0,L. Nance enters the game for T. Thompson,,66,64
293,3,5:17.0,,M. Gasol makes free throw 2 of 2,66,65
294,3,5:05.0,L. James makes 2-pt layup from 1 ft,,68,65
295,3,4:55.0,,Turnover by M. Gasol (lost ball; steal by R. Hood),68,65
296,3,4:37.0,C. Osman makes 3-pt jump shot from 25 ft (assist by L. James),,71,65
297,3,4:18.0,,T. Evans makes 2-pt layup from 1 ft,71,67
298,3,3:56.0,C. Osman makes 3-pt jump shot from 25 ft (assist by L. James),,74,67
299,3,3:31.0,,T. Evans misses 3-pt jump shot from 25 ft,74,67
300,3,3:29.0,Defensive rebound by L. Nance,,74,67
301,3,3:13.0,R. Hood misses 3-pt jump shot from 25 ft,,74,67
302,3,3:11.0,Offensive rebound by Team,,74,67
303,3,3:11.0,,Loose ball foul by M. Chalmers (drawn by L. Nance),74,67
304,3,3:11.0,L. Nance makes free throw 1 of 2,,75,67
305,3,3:11.0,,A. Harrison enters the game for T. Evans,75,67
306,3,3:11.0,,J. Martin enters the game for D. Brooks,75,67
307,3,3:11.0,L. Nance makes free throw 2 of 2,,76,67
308,3,3:06.0,,Personal foul by G. Hill (drawn by A. Harrison),76,67
309,3,3:06.0,,A. Harrison makes free throw 1 of 2,76,68
310,3,3:06.0,,A. Harrison makes free throw 2 of 2,76,69
311,3,2:53.0,Shooting foul by A. Harrison (drawn by G. Hill),,76,69
312,3,2:53.0,Cleveland full timeout,,76,69
313,3,2:53.0,J. Clarkson enters the game for C. Osman,,76,69
314,3,2:53.0,G. Hill makes free throw 1 of 2,,77,69
315,3,2:53.0,G. Hill misses free throw 2 of 2,,77,69
316,3,2:51.0,,Defensive rebound by J. Martin,77,69
317,3,2:36.0,,M. Chalmers misses 2-pt jump shot from 12 ft,77,69
318,3,2:33.0,Defensive rebound by L. James,,77,69
319,3,2:31.0,J. Clarkson misses 3-pt jump shot from 25 ft,,77,69
320,3,2:28.0,Offensive rebound by G. Hill,,77,69
321,3,2:28.0,G. Hill misses 2-pt layup at rim,,77,69
322,3,2:28.0,,Defensive rebound by Team,77,69
323,3,2:16.0,,A. Harrison misses 3-pt jump shot from 27 ft,77,69
324,3,2:12.0,,Offensive rebound by J. Martin,77,69
325,3,1:59.0,,M. Gasol makes 2-pt jump shot from 13 ft,77,71
326,3,1:39.0,L. Nance misses 2-pt jump shot from 17 ft,,77,71
327,3,1:36.0,,Defensive rebound by B. McLemore,77,71
328,3,1:15.0,,B. McLemore misses 2-pt jump shot from 21 ft,77,71
329,3,1:12.0,Defensive rebound by R. Hood,,77,71
330,3,1:07.0,J. Clarkson makes 3-pt jump shot from 23 ft (assist by L. James),,80,71
331,3,0:45.0,,A. Harrison misses 2-pt layup at rim,80,71
332,3,0:43.0,Defensive rebound by L. James,,80,71
333,3,0:37.0,J. Clarkson makes 3-pt jump shot from 23 ft (assist by R. Hood),,83,71
334,3,0:23.0,,M. Chalmers misses 2-pt jump shot from 22 ft,83,71
335,3,0:18.0,Defensive rebound by R. Hood,,83,71
336,3,0:16.0,L. James makes 2-pt dunk from 1 ft (assist by R. Hood),,85,71
337,3,0:03.0,,M. Chalmers misses 2-pt layup from 2 ft,85,71
338,3,0:00.0,Defensive rebound by L. James,,85,71
339,3,0:00.0,L. James misses 3-pt jump shot from 38 ft,,85,71
340,3,0:00.0,Offensive rebound by Team,,85,71
341,4,11:48.0,,Turnover by M. Chalmers (step out of bounds),85,71
342,4,11:34.0,R. Hood misses 2-pt jump shot from 7 ft,,85,71
343,4,11:32.0,,Defensive rebound by T. Evans,85,71
344,4,11:30.0,,Turnover by T. Evans (bad pass),85,71
345,4,11:16.0,L. Nance makes 2-pt jump shot from 12 ft (assist by J. Clarkson),,87,71
346,4,11:01.0,,J. Martin misses 2-pt layup at rim,87,71
347,4,10:59.0,Defensive rebound by J. Green,,87,71
348,4,10:53.0,R. Hood misses 3-pt jump shot from 22 ft,,87,71
349,4,10:50.0,,Defensive rebound by T. Evans,87,71
350,4,10:44.0,,D. Davis makes 2-pt dunk at rim (assist by T. Evans),87,73
351,4,10:39.0,Turnover by J. Clarkson (lost ball; steal by B. McLemore),,87,73
352,4,10:34.0,,B. McLemore misses 2-pt layup from 1 ft,87,73
353,4,10:30.0,Defensive rebound by K. Korver,,87,73
354,4,10:30.0,J. Clarkson misses 2-pt layup from 1 ft (block by D. Davis),,87,73
355,4,10:30.0,Offensive rebound by Team,,87,73
356,4,10:30.0,Technical foul by J. Clarkson,,87,73
357,4,10:30.0,,T. Evans makes technical free throw,87,74
358,4,10:23.0,Personal foul by J. Martin (drawn by J. Green),,87,74
359,4,10:23.0,,J. Green enters the game for J. Martin,87,74
360,4,10:23.0,,D. Brooks enters the game for M. Chalmers,87,74
361,4,10:16.0,R. Hood misses 2-pt layup at rim,,87,74
362,4,10:16.0,,Defensive rebound by Team,87,74
363,4,10:16.0,Loose ball foul by L. Nance (drawn by D. Davis),,87,74
364,4,10:06.0,,J. Green misses 3-pt jump shot from 22 ft,87,74
365,4,10:02.0,Defensive rebound by L. Nance,,87,74
366,4,9:59.0,Shooting foul by D. Brooks (drawn by J. Green),,87,74
367,4,9:59.0,J. Green makes free throw 1 of 2,,88,74
368,4,9:59.0,J. Green makes free throw 2 of 2,,89,74
369,4,9:59.0,L. James enters the game for R. Hood,,89,74
370,4,9:53.0,,Personal foul by K. Korver (drawn by D. Brooks),89,74
371,4,9:43.0,,T. Evans misses 2-pt jump shot from 20 ft,89,74
372,4,9:43.0,Defensive rebound by Team,,89,74
373,4,9:43.0,,Loose ball foul by B. McLemore (drawn by J. Clarkson),89,74
374,4,9:34.0,Turnover by J. Clarkson (turnover),,89,74
375,4,9:34.0,Loose ball foul by J. Green (drawn by J. Green),,89,74
376,4,9:27.0,,B. McLemore misses 2-pt jump shot from 18 ft,89,74
377,4,9:23.0,,Offensive rebound by J. Green,89,74
378,4,9:23.0,,J. Green misses 2-pt layup at rim,89,74
379,4,9:23.0,,Offensive rebound by J. Green,89,74
380,4,9:23.0,,Shooting foul by J. Green (drawn by J. Green),89,74
381,4,9:23.0,,J. Green makes free throw 1 of 2,89,75
382,4,9:23.0,,J. Green makes free throw 2 of 2,89,76
383,4,9:06.0,Turnover by L. James (lost ball; steal by T. Evans),,89,76
384,4,8:59.0,,J. Green misses 3-pt jump shot from 22 ft,89,76
385,4,8:56.0,Defensive rebound by J. Clarkson,,89,76
386,4,8:52.0,J. Clarkson makes 2-pt layup from 2 ft,,91,76
387,4,8:33.0,,D. Brooks misses 2-pt layup at rim (block by L. Nance),91,76
388,4,8:29.0,Defensive rebound by K. Korver,,91,76
389,4,8:25.0,J. Green misses 2-pt jump shot from 19 ft,,91,76
390,4,8:22.0,,Defensive rebound by D. Davis,91,76
391,4,8:17.0,,D. Davis makes 2-pt dunk at rim (assist by T. Evans),91,78
392,4,8:16.0,Cleveland full timeout,,91,78
393,4,8:02.0,J. Green misses 2-pt jump shot from 11 ft,,91,78
394,4,7:58.0,,Defensive rebound by T. Evans,91,78
395,4,7:48.0,,Turnover by B. McLemore (bad pass; steal by L. Nance),91,78
