,QUARTER,TIME_REMAINING,ORLANDO_ACTION,NEW ORLEANS_ACTION,ORLANDO_SCORE,NEW ORLEANS_SCORE
381,4,4:25.0,,D. Cousins misses 3-pt jump shot from 25 ft,111,94
382,4,4:21.0,Defensive rebound by N. Vučević,,111,94
383,4,4:06.0,Turnover by E. Fournier (lost ball; steal by D. Cousins),,111,94
384,4,4:03.0,,Personal foul by N. Vučević (drawn by D. Cousins),111,94
385,4,3:55.0,,E. Moore misses 2-pt jump shot from 11 ft,111,94
386,4,3:51.0,Defensive rebound by T. Ross,,111,94
387,4,3:35.0,J. Simmons misses 2-pt layup from 4 ft,,111,94
388,4,3:32.0,,Defensive rebound by D. Cousins,111,94
389,4,3:29.0,,J. Nelson misses 3-pt jump shot from 24 ft,111,94
390,4,3:20.0,Defensive rebound by N. Vučević,,111,94
391,4,3:10.0,E. Fournier misses 3-pt jump shot from 26 ft,,111,94
392,4,3:05.0,Offensive rebound by T. Ross,,111,94
393,4,2:52.0,J. Simmons misses 3-pt jump shot from 25 ft,,111,94
394,4,2:49.0,,Defensive rebound by J. Holiday,111,94
395,4,2:40.0,,Personal foul by T. Ross (drawn by J. Holiday),111,94
396,4,2:40.0,,J. Holiday makes free throw 1 of 2,111,95
397,4,2:40.0,,C. Diallo enters the game for D. Cousins,111,95
398,4,2:40.0,,D. Cunningham enters the game for J. Nelson,111,95
399,4,2:40.0,,I. Clark enters the game for A. Davis,111,95
400,4,2:40.0,,J. Smith enters the game for E. Moore,111,95
401,4,2:40.0,,J. Holiday misses free throw 2 of 2,111,95
402,4,2:36.0,Defensive rebound by M. Speights,,111,95
403,4,2:23.0,J. Simmons misses 3-pt jump shot from 22 ft,,111,95
404,4,2:17.0,,Defensive rebound by I. Clark,111,95
405,4,2:04.0,,C. Diallo misses 2-pt jump shot from 12 ft,111,95
406,4,1:53.0,,Offensive rebound by D. Cunningham,111,95
407,4,1:53.0,,D. Cunningham makes 2-pt layup at rim,111,97
408,4,1:42.0,J. Simmons makes 2-pt layup from 1 ft (assist by M. Speights),,113,97
409,4,1:30.0,,I. Clark misses 2-pt jump shot from 11 ft,113,97
410,4,1:24.0,,Offensive rebound by C. Diallo,113,97
411,4,1:21.0,,C. Diallo makes 2-pt dunk at rim (assist by I. Clark),113,99
412,4,1:05.0,A. Afflalo enters the game for M. Speights,,113,99
413,4,1:05.0,K. Birch enters the game for N. Vučević,,113,99
414,4,1:05.0,M. Hezonja enters the game for J. Simmons,,113,99
415,4,1:05.0,Personal foul by J. Smith (drawn by E. Fournier),,113,99
416,4,1:05.0,E. Fournier makes free throw 2 of 2,,114,99
417,4,1:05.0,E. Fournier makes free throw 1 of 2,,115,99
418,4,1:05.0,,D. Miller enters the game for J. Holiday,115,99
419,4,1:05.0,S. Mack enters the game for T. Ross,,115,99
420,4,0:59.0,,D. Cunningham misses 3-pt jump shot,115,99
421,4,0:57.0,Defensive rebound by S. Mack,,115,99
422,4,0:45.0,Orlando full timeout,,115,99
423,4,0:45.0,J. Isaac enters the game for E. Fournier,,115,99
424,4,0:33.0,Turnover by Team (shot clock),,115,99
425,4,0:32.0,J. Isaac misses 2-pt jump shot from 20 ft,,115,99
426,4,0:32.0,Offensive rebound by Team,,115,99
427,4,0:25.0,,D. Miller misses 3-pt jump shot from 25 ft,115,99
428,4,0:21.0,,Offensive rebound by C. Diallo,115,99
429,4,0:18.0,,C. Diallo misses 2-pt jump shot from 12 ft,115,99
430,4,0:18.0,Defensive rebound by J. Isaac,,115,99
