,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,NEW ORLEANS_ACTION,WASHINGTON_SCORE,NEW ORLEANS_SCORE
383,4,4:22.0,,W. Lemon makes 2-pt layup from 5 ft,104,83
384,4,4:03.0,J. Meeks misses 2-pt jump shot from 12 ft,,104,83
385,4,4:00.0,,Defensive rebound by C. Diallo,104,83
386,4,3:55.0,,W. Lemon makes 2-pt dunk at rim,104,85
387,4,3:39.0,K. Oubre misses 3-pt jump shot from 26 ft,,104,85
388,4,3:35.0,,Defensive rebound by C. Diallo,104,85
389,4,3:24.0,,W. Lemon misses 2-pt jump shot from 8 ft,104,85
390,4,3:20.0,Defensive rebound by T. Frazier,,104,85
391,4,3:15.0,Shooting foul by W. Lemon (drawn by R. Sessions),,104,85
392,4,3:15.0,R. Sessions makes free throw 1 of 2,,105,85
393,4,3:15.0,R. Sessions makes free throw 2 of 2,,106,85
394,4,3:01.0,,D. Miller makes 3-pt jump shot from 25 ft (assist by D. Liggins),106,88
395,4,2:43.0,K. Oubre makes 2-pt jump shot from 1 ft,,108,88
396,4,2:36.0,,Personal foul by K. Oubre (drawn by D. Miller),108,88
397,4,2:27.0,,C. Diallo makes 2-pt layup from 1 ft (assist by D. Liggins),108,90
398,4,2:12.0,J. Meeks misses 3-pt jump shot from 23 ft,,108,90
399,4,2:10.0,,Defensive rebound by I. Clark,108,90
400,4,1:56.0,,D. Liggins makes 2-pt layup from 5 ft,108,92
401,4,1:43.0,K. Oubre misses 2-pt layup from 4 ft (block by C. Diallo),,108,92
402,4,1:43.0,Offensive rebound by Team,,108,92
403,4,1:43.0,Technical foul by K. Oubre,,108,92
404,4,1:43.0,,C. Diallo misses technical free throw,108,92
405,4,1:43.0,Defensive rebound by Team,,108,92
406,4,1:37.0,K. Oubre misses 3-pt jump shot from 26 ft,,108,92
407,4,1:32.0,Offensive rebound by J. Meeks,,108,92
408,4,1:30.0,K. Oubre misses 2-pt layup from 1 ft,,108,92
409,4,1:30.0,Offensive rebound by J. Smith,,108,92
410,4,1:28.0,J. Smith makes 2-pt layup at rim,,110,92
411,4,1:19.0,,D. Miller makes 3-pt jump shot from 25 ft (assist by W. Lemon),110,95
412,4,1:09.0,Turnover by R. Sessions (turnover),,110,95
413,4,0:59.0,,C. Diallo makes 2-pt dunk at rim (assist by D. Liggins),110,97
414,4,0:59.0,J. Smith makes 3-pt jump shot from 25 ft (assist by R. Sessions),,113,97
415,4,0:32.0,,I. Clark misses 3-pt jump shot from 23 ft,113,97
416,4,0:32.0,Defensive rebound by J. Meeks,,113,97
417,4,0:17.0,J. Smith makes 3-pt jump shot from 26 ft (assist by R. Sessions),,116,97
418,4,0:02.0,,W. Lemon misses 2-pt jump shot from 19 ft,116,97
419,4,0:00.0,Defensive rebound by K. Oubre,,116,97
