,QUARTER,TIME_REMAINING,MIAMI_ACTION,CHICAGO_ACTION,MIAMI_SCORE,CHICAGO_SCORE
130,2,8:47.0,Defensive rebound by W. Ellington,,33,35
131,2,8:45.0,,Violation by Z. LaVine (kicked ball),33,35
132,2,8:34.0,Personal foul by Z. LaVine (drawn by J. Winslow),,33,35
133,2,8:26.0,J. Winslow misses 2-pt jump shot from 8 ft,,33,35
134,2,8:23.0,,Defensive rebound by J. Grant,33,35
135,2,8:18.0,,J. Grant makes 2-pt layup from 2 ft,33,37
136,2,8:04.0,J. Richardson makes 2-pt layup from 4 ft,,35,37
137,2,7:52.0,,N. Mirotić misses 3-pt jump shot from 25 ft,35,37
138,2,7:49.0,Defensive rebound by B. Adebayo,,35,37
139,2,7:40.0,W. Ellington makes 3-pt jump shot from 25 ft (assist by J. Richardson),,38,37
140,2,7:33.0,,Chicago full timeout,38,37
141,2,7:26.0,,Z. LaVine misses 3-pt jump shot from 24 ft,38,37
142,2,7:22.0,Defensive rebound by J. Richardson,,38,37
143,2,7:09.0,W. Ellington misses 3-pt jump shot from 26 ft,,38,37
144,2,7:07.0,Offensive rebound by Team,,38,37
145,2,7:07.0,G. Dragić enters the game for J. Richardson,,38,37
146,2,6:45.0,K. Olynyk makes 2-pt jump shot from 17 ft (assist by J. Winslow),,40,37
147,2,6:28.0,,J. Grant misses 2-pt hook shot from 7 ft,40,37
148,2,6:26.0,,Offensive rebound by J. Grant,40,37
149,2,6:25.0,,J. Grant misses 2-pt layup from 4 ft,40,37
150,2,6:25.0,,Offensive rebound by B. Portis,40,37
151,2,6:20.0,,B. Portis makes 2-pt layup at rim,40,39
152,2,6:16.0,Turnover by B. Adebayo (bad pass),,40,39
153,2,6:16.0,,K. Dunn enters the game for J. Grant,40,39
154,2,6:16.0,,L. Markkanen enters the game for Z. LaVine,40,39
155,2,6:16.0,,D. Valentine enters the game for D. Nwaba,40,39
156,2,6:16.0,,J. Holiday enters the game for N. Mirotić,40,39
157,2,5:51.0,,Turnover by Team (shot clock),40,39
158,2,5:51.0,J. Johnson enters the game for K. Olynyk,,40,39
159,2,5:51.0,H. Whiteside enters the game for B. Adebayo,,40,39
160,2,5:51.0,,R. Lopez enters the game for B. Portis,40,39
161,2,5:42.0,,Violation by J. Holiday (kicked ball),40,39
162,2,5:31.0,Turnover by J. Winslow (bad pass; steal by K. Dunn),,40,39
163,2,5:27.0,,D. Valentine misses 3-pt jump shot from 24 ft,40,39
164,2,5:25.0,Defensive rebound by H. Whiteside,,40,39
165,2,5:15.0,H. Whiteside makes 2-pt jump shot from 13 ft (assist by G. Dragić),,42,39
166,2,4:47.0,,D. Valentine misses 3-pt jump shot from 24 ft,42,39
167,2,4:43.0,,Offensive rebound by L. Markkanen,42,39
168,2,4:42.0,,L. Markkanen misses 2-pt layup from 2 ft,42,39
169,2,4:40.0,Defensive rebound by H. Whiteside,,42,39
170,2,4:31.0,W. Ellington misses 3-pt jump shot from 25 ft,,42,39
171,2,4:28.0,,Defensive rebound by D. Valentine,42,39
172,2,4:21.0,,J. Holiday misses 3-pt jump shot from 22 ft,42,39
173,2,4:17.0,Defensive rebound by H. Whiteside,,42,39
174,2,4:06.0,G. Dragić misses 2-pt jump shot from 12 ft,,42,39
175,2,4:02.0,,Defensive rebound by D. Valentine,42,39
176,2,3:52.0,,K. Dunn makes 2-pt jump shot from 6 ft,42,41
177,2,3:44.0,Miami full timeout,,42,41
178,2,3:44.0,T. Johnson enters the game for W. Ellington,,42,41
179,2,3:30.0,J. Winslow makes 2-pt layup from 3 ft (assist by T. Johnson),,44,41
180,2,3:13.0,,R. Lopez misses 2-pt hook shot from 3 ft,44,41
181,2,3:11.0,Defensive rebound by J. Winslow,,44,41
182,2,3:04.0,T. Johnson makes 2-pt jump shot from 7 ft,,46,41
183,2,2:43.0,,K. Dunn misses 2-pt jump shot from 21 ft,46,41
184,2,2:40.0,Defensive rebound by J. Winslow,,46,41
185,2,2:31.0,G. Dragić misses 3-pt jump shot from 25 ft,,46,41
186,2,2:28.0,,Defensive rebound by R. Lopez,46,41
187,2,2:22.0,,K. Dunn misses 3-pt jump shot from 24 ft,46,41
188,2,2:19.0,Defensive rebound by J. Winslow,,46,41
189,2,2:05.0,Turnover by T. Johnson (bad pass; steal by L. Markkanen),,46,41
190,2,2:02.0,,L. Markkanen makes 2-pt layup from 1 ft (assist by K. Dunn),46,43
191,2,2:02.0,,Shooting foul by J. Johnson (drawn by L. Markkanen),46,43
192,2,2:02.0,,Z. LaVine enters the game for D. Valentine,46,43
193,2,2:02.0,J. Richardson enters the game for J. Winslow,,46,43
194,2,2:02.0,,L. Markkanen makes free throw 1 of 1,46,44
195,2,1:53.0,Shooting foul by Z. LaVine (drawn by H. Whiteside),,46,44
196,2,1:53.0,H. Whiteside makes free throw 1 of 2,,47,44
197,2,1:53.0,H. Whiteside makes free throw 2 of 2,,48,44
198,2,1:31.0,,R. Lopez makes 2-pt layup from 3 ft (assist by Z. LaVine),48,46
199,2,1:13.0,T. Johnson misses 3-pt jump shot from 23 ft,,48,46
200,2,1:10.0,,Defensive rebound by R. Lopez,48,46
201,2,1:01.0,,R. Lopez makes 2-pt hook shot from 5 ft (assist by Z. LaVine),48,48
202,2,0:43.0,Turnover by H. Whiteside (bad pass; steal by J. Holiday),,48,48
203,2,0:38.0,,J. Holiday makes 3-pt jump shot from 25 ft (assist by K. Dunn),48,51
204,2,0:23.0,H. Whiteside misses 2-pt jump shot from 13 ft (block by J. Holiday),,48,51
205,2,0:19.0,,Defensive rebound by J. Holiday,48,51
206,2,0:00.0,,Z. LaVine makes 3-pt jump shot from 24 ft,48,54
207,2,0:00.0,,Shooting foul by J. Richardson (drawn by Z. LaVine),48,54
208,2,0:00.0,,Z. LaVine makes free throw 1 of 1,48,55
209,3,11:43.0,Shooting foul by K. Dunn (drawn by G. Dragić),,48,55
210,3,11:43.0,G. Dragić makes free throw 1 of 2,,49,55
211,3,11:43.0,G. Dragić misses free throw 2 of 2,,49,55
212,3,11:40.0,,Defensive rebound by Z. LaVine,49,55
213,3,11:26.0,,Personal foul by G. Dragić (drawn by J. Holiday),49,55
214,3,11:20.0,,L. Markkanen makes 3-pt jump shot from 25 ft (assist by K. Dunn),49,58
215,3,11:00.0,Turnover by T. Johnson (bad pass; steal by Z. LaVine),,49,58
216,3,10:54.0,,L. Markkanen misses 2-pt jump shot from 4 ft,49,58
217,3,10:52.0,Defensive rebound by H. Whiteside,,49,58
218,3,10:45.0,J. Richardson misses 3-pt jump shot from 24 ft,,49,58
219,3,10:41.0,,Defensive rebound by J. Holiday,49,58
220,3,10:34.0,,R. Lopez makes 2-pt jump shot from 19 ft (assist by K. Dunn),49,60
221,3,10:15.0,H. Whiteside misses 2-pt jump shot from 19 ft,,49,60
222,3,10:12.0,,Defensive rebound by R. Lopez,49,60
223,3,10:05.0,,K. Dunn misses 2-pt layup from 1 ft,49,60
224,3,10:03.0,Defensive rebound by J. Richardson,,49,60
225,3,9:59.0,Turnover by H. Whiteside (traveling),,49,60
226,3,9:40.0,,L. Markkanen misses 3-pt jump shot from 26 ft,49,60
227,3,9:36.0,Defensive rebound by G. Dragić,,49,60
228,3,9:27.0,J. Johnson makes 3-pt jump shot from 24 ft (assist by T. Johnson),,52,60
229,3,9:08.0,,L. Markkanen misses 2-pt layup from 2 ft (block by H. Whiteside),52,60
230,3,9:06.0,Defensive rebound by G. Dragić,,52,60
231,3,9:03.0,J. Johnson makes 2-pt dunk at rim (assist by G. Dragić),,54,60
232,3,8:45.0,,L. Markkanen makes 3-pt jump shot from 25 ft (assist by Z. LaVine),54,63
233,3,8:28.0,Shooting foul by K. Dunn (drawn by G. Dragić),,54,63
234,3,8:28.0,G. Dragić makes free throw 1 of 2,,55,63
235,3,8:28.0,G. Dragić makes free throw 2 of 2,,56,63
236,3,8:18.0,,Z. LaVine misses 2-pt jump shot from 8 ft (block by J. Richardson),56,63
237,3,8:13.0,,Offensive rebound by Z. LaVine,56,63
238,3,8:10.0,,Z. LaVine makes 2-pt jump shot from 12 ft,56,65
239,3,7:56.0,Turnover by J. Johnson (bad pass; steal by Z. LaVine),,56,65
240,3,7:53.0,,Turnover by K. Dunn (out of bounds lost ball),56,65
241,3,7:35.0,T. Johnson makes 2-pt layup from 1 ft (assist by H. Whiteside),,58,65
242,3,7:31.0,,Personal take foul by J. Johnson (drawn by K. Dunn),58,65
243,3,7:31.0,Miami full timeout,,58,65
244,3,7:31.0,W. Ellington enters the game for T. Johnson,,58,65
245,3,7:18.0,,J. Holiday makes 3-pt jump shot from 24 ft (assist by L. Markkanen),58,68
246,3,6:55.0,G. Dragić misses 2-pt jump shot from 12 ft,,58,68
247,3,6:53.0,,Defensive rebound by L. Markkanen,58,68
248,3,6:35.0,,K. Dunn misses 2-pt jump shot from 19 ft,58,68
249,3,6:32.0,Defensive rebound by W. Ellington,,58,68
250,3,6:27.0,J. Richardson misses 2-pt jump shot from 18 ft,,58,68
251,3,6:24.0,,Defensive rebound by L. Markkanen,58,68
252,3,6:20.0,,Z. LaVine makes 2-pt layup from 1 ft (assist by K. Dunn),58,70
253,3,5:59.0,H. Whiteside misses 2-pt jump shot from 13 ft,,58,70
254,3,5:57.0,,Defensive rebound by Z. LaVine,58,70
255,3,5:52.0,,Shooting foul by J. Richardson (drawn by Z. LaVine),58,70
256,3,5:52.0,,Z. LaVine misses free throw 1 of 2,58,70
257,3,5:52.0,,Offensive rebound by Team,58,70
258,3,5:52.0,K. Olynyk enters the game for G. Dragić,,58,70
259,3,5:52.0,J. Winslow enters the game for H. Whiteside,,58,70
260,3,5:52.0,,Z. LaVine makes free throw 2 of 2,58,71
261,3,5:50.0,Personal take foul by L. Markkanen (drawn by J. Richardson),,58,71
262,3,5:50.0,,D. Valentine enters the game for Z. LaVine,58,71
263,3,5:34.0,Offensive foul by J. Richardson (drawn by K. Dunn),,58,71
264,3,5:34.0,Turnover by J. Richardson (offensive foul),,58,71
265,3,5:16.0,,Turnover by R. Lopez (bad pass; steal by J. Johnson),58,71
266,3,5:10.0,J. Johnson misses 2-pt layup from 4 ft,,58,71
267,3,5:06.0,,Defensive rebound by L. Markkanen,58,71
268,3,4:58.0,,J. Holiday makes 3-pt jump shot from 25 ft (assist by L. Markkanen),58,74
269,3,4:58.0,Miami full timeout,,58,74
270,3,4:58.0,B. Adebayo enters the game for J. Richardson,,58,74
271,3,4:58.0,G. Dragić enters the game for J. Johnson,,58,74
272,3,4:46.0,Offensive foul by G. Dragić (drawn by K. Dunn),,58,74
273,3,4:46.0,Turnover by G. Dragić (offensive foul),,58,74
274,3,4:36.0,,J. Holiday makes 3-pt jump shot from 24 ft (assist by K. Dunn),58,77
275,3,4:21.0,W. Ellington makes 3-pt jump shot from 25 ft (assist by G. Dragić),,61,77
276,3,4:10.0,,Personal foul by W. Ellington (drawn by J. Holiday),61,77
277,3,3:52.0,,D. Valentine makes 2-pt hook shot from 9 ft (assist by R. Lopez),61,79
278,3,3:34.0,G. Dragić misses 3-pt jump shot from 25 ft,,61,79
279,3,3:34.0,,Defensive rebound by D. Valentine,61,79
280,3,3:20.0,,J. Holiday misses 3-pt jump shot from 22 ft,61,79
281,3,3:17.0,Defensive rebound by G. Dragić,,61,79
282,3,3:11.0,W. Ellington misses 3-pt jump shot from 25 ft,,61,79
283,3,3:09.0,,Defensive rebound by L. Markkanen,61,79
284,3,3:02.0,,L. Markkanen misses 3-pt jump shot from 25 ft,61,79
285,3,2:59.0,Defensive rebound by W. Ellington,,61,79
286,3,2:48.0,Personal foul by K. Dunn (drawn by G. Dragić),,61,79
287,3,2:48.0,,N. Mirotić enters the game for L. Markkanen,61,79
288,3,2:48.0,,B. Portis enters the game for K. Dunn,61,79
289,3,2:48.0,,J. Grant enters the game for R. Lopez,61,79
290,3,2:38.0,G. Dragić makes 2-pt jump shot from 10 ft (assist by W. Ellington),,63,79
291,3,2:25.0,,J. Holiday makes 3-pt jump shot from 25 ft (assist by N. Mirotić),63,82
292,3,2:04.0,J. Winslow makes 2-pt dunk at rim (assist by K. Olynyk),,65,82
293,3,1:51.0,,J. Grant makes 2-pt jump shot from 18 ft,65,84
294,3,1:37.0,K. Olynyk makes 3-pt jump shot from 25 ft (assist by G. Dragić),,68,84
295,3,1:36.0,,Chicago full timeout,68,84
296,3,1:36.0,,Z. LaVine enters the game for J. Holiday,68,84
297,3,1:24.0,,Z. LaVine misses 3-pt jump shot from 24 ft,68,84
298,3,1:24.0,Defensive rebound by Team,,68,84
299,3,1:02.0,G. Dragić makes 2-pt layup from 1 ft,,70,84
300,3,0:43.0,,Turnover by Z. LaVine (step out of bounds),70,84
301,3,0:27.0,B. Adebayo makes 2-pt layup from 2 ft (assist by K. Olynyk),,72,84
302,3,0:06.0,,B. Portis misses 3-pt jump shot from 25 ft,72,84
303,3,0:03.0,Defensive rebound by B. Adebayo,,72,84
304,3,0:00.0,B. Adebayo misses 3-pt jump shot from 26 ft,,72,84
305,3,0:00.0,Offensive rebound by Team,,72,84
306,4,11:45.0,,N. Mirotić makes 2-pt jump shot from 20 ft (assist by D. Valentine),72,86
307,4,11:27.0,Turnover by K. Olynyk (bad pass; steal by B. Portis),,72,86
308,4,11:18.0,,Turnover by B. Portis (lost ball; steal by B. Adebayo),72,86
309,4,11:08.0,K. Olynyk misses 3-pt jump shot from 25 ft,,72,86
310,4,11:05.0,,Defensive rebound by N. Mirotić,72,86
311,4,10:47.0,,N. Mirotić misses 3-pt jump shot from 25 ft,72,86
312,4,10:45.0,Defensive rebound by Team,,72,86
313,4,10:45.0,,Loose ball foul by B. Portis (drawn by J. Winslow),72,86
314,4,10:33.0,K. Olynyk makes 2-pt layup from 1 ft (assist by G. Dragić),,74,86
315,4,10:17.0,,N. Mirotić misses 3-pt jump shot from 26 ft,74,86
316,4,10:13.0,Defensive rebound by J. Winslow,,74,86
317,4,9:57.0,G. Dragić misses 3-pt jump shot from 25 ft,,74,86
318,4,9:49.0,,Defensive rebound by D. Nwaba,74,86
319,4,9:47.0,,D. Nwaba misses 2-pt layup from 3 ft,74,86
320,4,9:43.0,,Offensive rebound by D. Nwaba,74,86
321,4,9:42.0,,D. Nwaba misses 2-pt layup from 1 ft,74,86
322,4,9:42.0,Defensive rebound by B. Adebayo,,74,86
323,4,9:29.0,W. Ellington misses 2-pt jump shot from 21 ft,,74,86
324,4,9:24.0,Offensive rebound by B. Adebayo,,74,86
325,4,9:21.0,Personal foul by D. Valentine (drawn by G. Dragić),,74,86
326,4,9:17.0,Personal foul by D. Valentine (drawn by G. Dragić),,74,86
327,4,9:13.0,K. Olynyk makes 2-pt layup from 1 ft (assist by J. Winslow),,76,86
328,4,9:04.0,,Shooting foul by B. Adebayo (drawn by N. Mirotić),76,86
329,4,9:04.0,Technical foul by B. Adebayo,,76,86
330,4,9:04.0,,N. Mirotić makes technical free throw,76,87
331,4,9:04.0,,N. Mirotić makes free throw 1 of 2,76,88
332,4,9:04.0,,N. Mirotić makes free throw 2 of 2,76,89
333,4,8:46.0,Shooting foul by N. Mirotić (drawn by B. Adebayo),,76,89
334,4,8:46.0,B. Adebayo makes free throw 1 of 2,,77,89
335,4,8:46.0,B. Adebayo makes free throw 2 of 2,,78,89
336,4,8:31.0,,Shooting foul by K. Olynyk (drawn by D. Valentine),78,89
337,4,8:31.0,,D. Valentine makes free throw 1 of 2,78,90
338,4,8:31.0,J. Johnson enters the game for B. Adebayo,,78,90
339,4,8:31.0,,D. Valentine makes free throw 2 of 2,78,91
340,4,8:18.0,G. Dragić makes 2-pt layup from 2 ft (assist by K. Olynyk),,80,91
341,4,8:18.0,Shooting foul by J. Grant (drawn by G. Dragić),,80,91
342,4,8:18.0,G. Dragić makes free throw 1 of 1,,81,91
343,4,8:06.0,,N. Mirotić makes 3-pt jump shot from 26 ft,81,94
344,4,7:49.0,G. Dragić makes 2-pt layup from 2 ft (assist by K. Olynyk),,83,94
345,4,7:39.0,,N. Mirotić makes 3-pt jump shot from 27 ft (assist by J. Grant),83,97
346,4,7:26.0,G. Dragić misses 2-pt jump shot from 14 ft,,83,97
347,4,7:23.0,,Defensive rebound by B. Portis,83,97
348,4,7:16.0,,N. Mirotić misses 3-pt jump shot from 27 ft,83,97
349,4,7:16.0,,Offensive rebound by D. Nwaba,83,97
350,4,7:14.0,,Shooting foul by G. Dragić (drawn by D. Nwaba),83,97
351,4,7:14.0,,D. Nwaba misses free throw 1 of 2,83,97
352,4,7:14.0,,Offensive rebound by Team,83,97
353,4,7:14.0,J. Richardson enters the game for J. Winslow,,83,97
354,4,7:14.0,,D. Nwaba makes free throw 2 of 2,83,98
355,4,7:03.0,K. Olynyk misses 2-pt jump shot from 15 ft,,83,98
356,4,7:03.0,Offensive rebound by Team,,83,98
357,4,7:03.0,,Loose ball foul by D. Valentine (drawn by J. Johnson),83,98
358,4,7:03.0,J. Johnson misses free throw 1 of 2,,83,98
359,4,7:03.0,Offensive rebound by Team,,83,98
360,4,7:03.0,J. Johnson misses free throw 2 of 2,,83,98
361,4,6:59.0,,Defensive rebound by N. Mirotić,83,98
362,4,6:39.0,,J. Grant misses 3-pt jump shot from 25 ft,83,98
363,4,6:37.0,Defensive rebound by G. Dragić,,83,98
364,4,6:37.0,K. Olynyk makes 2-pt dunk at rim (assist by G. Dragić),,85,98
365,4,6:37.0,Shooting foul by J. Grant (drawn by K. Olynyk),,85,98
366,4,6:37.0,,Chicago full timeout,85,98
367,4,6:37.0,,L. Markkanen enters the game for J. Grant,85,98
368,4,6:37.0,,K. Dunn enters the game for B. Portis,85,98
369,4,6:37.0,,J. Holiday enters the game for D. Valentine,85,98
370,4,6:37.0,K. Olynyk makes free throw 1 of 1,,86,98
371,4,6:24.0,,N. Mirotić makes 3-pt jump shot from 25 ft (assist by K. Dunn),86,101
372,4,6:05.0,W. Ellington makes 3-pt jump shot from 26 ft (assist by G. Dragić),,89,101
373,4,5:46.0,,J. Holiday misses 3-pt jump shot from 24 ft (block by J. Richardson),89,101
374,4,5:42.0,Defensive rebound by J. Johnson,,89,101
