,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,ATLANTA_ACTION,SAN ANTONIO_SCORE,ATLANTA_SCORE
378,4,4:39.0,Personal foul by D. Schröder (drawn by L. Aldridge),,86,89
379,4,4:39.0,L. Aldridge makes free throw 1 of 2,,87,89
380,4,4:39.0,D. Green enters the game for D. Murray,,87,89
381,4,4:39.0,L. Aldridge misses free throw 2 of 2,,87,89
382,4,4:36.0,,Defensive rebound by D. Dedmon,87,89
383,4,4:15.0,,K. Bazemore misses 3-pt jump shot from 25 ft,87,89
384,4,4:11.0,Defensive rebound by P. Mills,,87,89
385,4,3:56.0,B. Forbes misses 3-pt jump shot from 25 ft,,87,89
386,4,3:52.0,,Defensive rebound by M. Delaney,87,89
387,4,3:33.0,,E. İlyasova misses 3-pt jump shot from 24 ft,87,89
388,4,3:30.0,Defensive rebound by P. Mills,,87,89
389,4,3:28.0,P. Gasol makes 2-pt layup from 1 ft (assist by P. Mills),,89,89
390,4,3:28.0,,Violation by K. Bazemore (def goaltending),89,89
391,4,3:28.0,,Atlanta full timeout,89,89
392,4,3:28.0,D. Murray enters the game for B. Forbes,,89,89
393,4,3:17.0,,Turnover by D. Schröder (bad pass; steal by L. Aldridge),89,89
394,4,2:58.0,Turnover by P. Gasol (bad pass; steal by D. Dedmon),,89,89
395,4,2:45.0,,D. Schröder makes 2-pt jump shot from 19 ft,89,91
396,4,2:23.0,P. Mills misses 3-pt jump shot from 24 ft,,89,91
397,4,2:20.0,,Defensive rebound by D. Dedmon,89,91
398,4,2:04.0,,Personal foul by D. Green (drawn by D. Schröder),89,91
399,4,1:56.0,,D. Dedmon misses 2-pt jump shot from 12 ft,89,91
400,4,1:54.0,Defensive rebound by Team,,89,91
401,4,1:34.0,P. Gasol misses 2-pt jump shot from 12 ft,,89,91
402,4,1:29.0,,Defensive rebound by M. Delaney,89,91
403,4,1:14.0,,D. Schröder misses 2-pt layup from 2 ft (block by D. Green),89,91
404,4,1:13.0,,Offensive rebound by D. Dedmon,89,91
405,4,1:12.0,,D. Dedmon makes 2-pt layup from 5 ft,89,93
406,4,1:12.0,,Shooting foul by D. Green (drawn by D. Dedmon),89,93
407,4,1:12.0,D. Bertāns enters the game for P. Gasol,,89,93
408,4,1:12.0,,D. Dedmon makes free throw 1 of 1,89,94
409,4,0:56.0,L. Aldridge makes 2-pt jump shot from 10 ft,,91,94
410,4,0:56.0,Shooting foul by D. Dedmon (drawn by L. Aldridge),,91,94
411,4,0:56.0,B. Forbes enters the game for D. Murray,,91,94
412,4,0:56.0,L. Aldridge makes free throw 1 of 1,,92,94
413,4,0:38.0,,D. Schröder makes 2-pt jump shot from 18 ft,92,96
414,4,0:38.0,San Antonio full timeout,,92,96
415,4,0:31.0,D. Green makes 3-pt jump shot from 24 ft (assist by L. Aldridge),,95,96
416,4,0:10.0,,D. Schröder makes 2-pt layup at rim,95,98
417,4,0:10.0,San Antonio full timeout,,95,98
418,4,0:10.0,K. Anderson enters the game for D. Bertāns,,95,98
419,4,0:09.0,Personal take foul by M. Delaney (drawn by P. Mills),,95,98
420,4,0:09.0,P. Mills makes free throw 1 of 2,,96,98
421,4,0:09.0,P. Mills makes free throw 2 of 2,,97,98
422,4,0:09.0,,Atlanta full timeout,97,98
423,4,0:08.0,,Personal take foul by L. Aldridge (drawn by D. Dedmon),97,98
424,4,0:08.0,,D. Dedmon makes free throw 1 of 2,97,99
425,4,0:08.0,,D. Dedmon makes free throw 2 of 2,97,100
426,4,0:08.0,Personal foul by E. İlyasova (drawn by K. Anderson),,97,100
427,4,0:08.0,K. Anderson makes free throw 1 of 2,,98,100
428,4,0:08.0,P. Gasol enters the game for D. Green,,98,100
429,4,0:08.0,K. Anderson makes free throw 2 of 2,,99,100
430,4,0:07.0,,Personal take foul by B. Forbes (drawn by D. Schröder),99,100
431,4,0:07.0,,D. Schröder makes free throw 1 of 2,99,101
432,4,0:07.0,D. Green enters the game for P. Gasol,,99,101
433,4,0:07.0,,D. Schröder makes free throw 2 of 2,99,102
434,4,0:02.0,D. Green misses 3-pt jump shot from 25 ft,,99,102
435,4,0:02.0,,Defensive rebound by Team,99,102
