,QUARTER,TIME_REMAINING,ORLANDO_ACTION,PHOENIX_ACTION,ORLANDO_SCORE,PHOENIX_SCORE
394,4,8:41.0,,Def 3 sec tech foul by J. Isaac,109,87
395,4,8:41.0,,D. Booker makes technical free throw,109,88
396,4,8:35.0,,Shooting foul by S. Mack (drawn by M. James),109,88
397,4,8:35.0,,M. James misses free throw 1 of 2,109,88
398,4,8:35.0,,Offensive rebound by Team,109,88
399,4,8:35.0,,M. James misses free throw 2 of 2,109,88
400,4,8:33.0,Defensive rebound by J. Isaac,,109,88
401,4,8:20.0,T. Ross makes 3-pt jump shot from 25 ft (assist by J. Isaac),,112,88
402,4,8:01.0,,M. Chriss misses 2-pt layup from 1 ft (block by J. Isaac),112,88
403,4,7:57.0,Defensive rebound by J. Isaac,,112,88
404,4,7:40.0,Shooting foul by M. Chriss (drawn by B. Biyombo),,112,88
405,4,7:40.0,B. Biyombo misses free throw 1 of 2,,112,88
406,4,7:40.0,Offensive rebound by Team,,112,88
407,4,7:40.0,A. Afflalo enters the game for J. Simmons,,112,88
408,4,7:40.0,M. Hezonja enters the game for T. Ross,,112,88
409,4,7:40.0,B. Biyombo makes free throw 2 of 2,,113,88
410,4,7:24.0,,D. Booker makes 2-pt jump shot from 14 ft,113,90
411,4,7:04.0,J. Isaac misses 2-pt jump shot from 11 ft,,113,90
412,4,7:01.0,,Defensive rebound by A. Len,113,90
413,4,6:56.0,,Shooting foul by B. Biyombo (drawn by A. Len),113,90
414,4,6:56.0,,A. Len makes free throw 1 of 2,113,91
415,4,6:56.0,,A. Len makes free throw 2 of 2,113,92
416,4,6:45.0,S. Mack misses 2-pt layup at rim,,113,92
417,4,6:42.0,,Defensive rebound by A. Len,113,92
418,4,6:41.0,,T. Warren makes 2-pt layup from 1 ft,113,94
419,4,6:41.0,,Shooting foul by M. Hezonja (drawn by T. Warren),113,94
420,4,6:41.0,,T. Warren misses free throw 1 of 1,113,94
421,4,6:39.0,Defensive rebound by M. Hezonja,,113,94
422,4,6:23.0,Turnover by M. Hezonja (out of bounds lost ball),,113,94
423,4,6:16.0,Orlando full timeout,,113,94
424,4,6:16.0,M. Speights enters the game for B. Biyombo,,113,94
425,4,6:15.0,,M. James makes 2-pt layup from 3 ft,113,96
426,4,6:05.0,Personal foul by A. Len (drawn by M. Speights),,113,96
427,4,6:05.0,M. Speights misses free throw 1 of 2,,113,96
428,4,6:05.0,Offensive rebound by Team,,113,96
429,4,6:05.0,M. Speights makes free throw 2 of 2,,114,96
430,4,5:51.0,,T. Warren misses 3-pt jump shot from 22 ft,114,96
431,4,5:49.0,Defensive rebound by M. Hezonja,,114,96
432,4,5:39.0,J. Isaac misses 2-pt jump shot from 16 ft,,114,96
433,4,5:37.0,,Defensive rebound by M. James,114,96
434,4,5:33.0,,M. James misses 2-pt jump shot from 19 ft,114,96
435,4,5:27.0,Defensive rebound by M. Speights,,114,96
436,4,5:14.0,M. Speights misses 3-pt jump shot from 25 ft,,114,96
437,4,5:11.0,,Defensive rebound by M. James,114,96
438,4,5:03.0,,T. Warren makes 2-pt jump shot from 1 ft,114,98
439,4,4:44.0,M. Speights misses 2-pt jump shot from 20 ft,,114,98
440,4,4:42.0,,Defensive rebound by D. Booker,114,98
441,4,4:38.0,,D. Booker misses 3-pt jump shot from 26 ft,114,98
442,4,4:36.0,Defensive rebound by Team,,114,98
443,4,4:27.0,Turnover by A. Afflalo (traveling),,114,98
444,4,4:16.0,,T. Warren makes 2-pt jump shot from 18 ft,114,100
445,4,4:01.0,Personal foul by M. Chriss (drawn by J. Isaac),,114,100
446,4,4:01.0,,D. Bender enters the game for M. Chriss,114,100
447,4,4:01.0,J. Isaac makes free throw 1 of 2,,115,100
448,4,4:01.0,J. Isaac makes free throw 2 of 2,,116,100
449,4,3:46.0,,T. Warren makes 2-pt jump shot from 10 ft,116,102
450,4,3:29.0,J. Isaac makes 2-pt dunk from 1 ft (assist by A. Afflalo),,118,102
451,4,3:22.0,,Shooting block foul by M. Speights (drawn by A. Len),118,102
452,4,3:22.0,,A. Len makes free throw 1 of 2,118,103
453,4,3:22.0,,A. Len makes free throw 2 of 2,118,104
454,4,2:59.0,J. Isaac makes 3-pt jump shot from 22 ft (assist by M. Speights),,121,104
455,4,2:45.0,,D. Bender misses 2-pt jump shot from 7 ft,121,104
456,4,2:44.0,,Offensive rebound by M. James,121,104
457,4,2:44.0,,A. Len misses 2-pt layup from 1 ft,121,104
458,4,2:44.0,,Offensive rebound by A. Len,121,104
459,4,2:44.0,,A. Len misses 2-pt layup from 1 ft,121,104
460,4,2:44.0,Defensive rebound by M. Hezonja,,121,104
461,4,2:44.0,Personal foul by T. Warren (drawn by M. Hezonja),,121,104
462,4,2:44.0,M. Hezonja makes free throw 1 of 2,,122,104
463,4,2:44.0,M. Hezonja makes free throw 2 of 2,,123,104
464,4,2:29.0,,Shooting foul by J. Isaac (drawn by A. Len),123,104
465,4,2:29.0,,A. Len makes free throw 1 of 2,123,105
466,4,2:29.0,,A. Len makes free throw 2 of 2,123,106
467,4,2:13.0,J. Isaac misses 2-pt jump shot from 20 ft,,123,106
468,4,2:10.0,,Defensive rebound by A. Len,123,106
469,4,2:08.0,,Shooting foul by S. Mack (drawn by M. James),123,106
470,4,2:08.0,,M. James makes free throw 1 of 2,123,107
471,4,2:08.0,,D. Jones enters the game for D. Booker,123,107
472,4,2:08.0,,T. Daniels enters the game for T. Warren,123,107
473,4,2:08.0,,M. James makes free throw 2 of 2,123,108
474,4,1:53.0,M. Speights misses 3-pt jump shot from 26 ft,,123,108
475,4,1:49.0,,Defensive rebound by M. James,123,108
476,4,1:44.0,,M. James misses 2-pt layup from 4 ft,123,108
477,4,1:42.0,,Offensive rebound by A. Len,123,108
478,4,1:42.0,,Shooting foul by M. Speights (drawn by A. Len),123,108
479,4,1:42.0,,A. Len makes free throw 1 of 2,123,109
480,4,1:42.0,,A. Len makes free throw 2 of 2,123,110
481,4,1:21.0,M. Hezonja misses 2-pt jump shot from 2 ft,,123,110
482,4,1:19.0,,Defensive rebound by Team,123,110
483,4,1:12.0,,M. James misses 2-pt jump shot from 10 ft,123,110
484,4,1:08.0,Defensive rebound by M. Speights,,123,110
485,4,0:49.0,M. Hezonja makes 3-pt jump shot from 25 ft (assist by S. Mack),,126,110
486,4,0:39.0,,T. Daniels misses 2-pt layup from 2 ft,126,110
487,4,0:37.0,,Offensive rebound by A. Len,126,110
488,4,0:37.0,,A. Len makes 2-pt layup at rim,126,112
489,4,0:18.0,S. Mack makes 2-pt jump shot from 18 ft,,128,112
