,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,SAN ANTONIO_ACTION,CLEVELAND_SCORE,SAN ANTONIO_SCORE
57,1,4:50.0,Defensive rebound by K. Love,,16,10
58,1,4:43.0,K. Love misses 2-pt layup from 1 ft (block by K. Anderson),,16,10
59,1,4:39.0,,Defensive rebound by D. Bertāns,16,10
60,1,4:36.0,,B. Forbes makes 3-pt jump shot from 25 ft (assist by K. Anderson),16,13
61,1,4:28.0,K. Love misses 3-pt jump shot from 23 ft,,16,13
62,1,4:24.0,,Defensive rebound by L. Aldridge,16,13
63,1,4:16.0,,T. Parker makes 2-pt jump shot from 14 ft,16,15
64,1,4:15.0,Cleveland full timeout,,16,15
65,1,4:15.0,,J. Lauvergne enters the game for K. Anderson,16,15
66,1,4:15.0,,D. Green enters the game for D. Bertāns,16,15
67,1,4:03.0,L. James makes 2-pt layup from 1 ft,,18,15
68,1,3:46.0,,L. Aldridge misses 2-pt jump shot from 19 ft,18,15
69,1,3:46.0,,Offensive rebound by Team,18,15
70,1,3:46.0,Loose ball foul by K. Love (drawn by J. Lauvergne),,18,15
71,1,3:46.0,T. Thompson enters the game for K. Love,,18,15
72,1,3:42.0,,T. Parker makes 2-pt jump shot from 17 ft,18,17
73,1,3:30.0,I. Thomas misses 2-pt jump shot from 10 ft,,18,17
74,1,3:27.0,Offensive rebound by I. Thomas,,18,17
75,1,3:24.0,J. Crowder makes 3-pt jump shot from 24 ft (assist by I. Thomas),,21,17
76,1,3:16.0,,Personal foul by I. Shumpert (drawn by T. Parker),21,17
77,1,3:16.0,D. Wade enters the game for I. Thomas,,21,17
78,1,3:10.0,,L. Aldridge makes 2-pt jump shot from 18 ft (assist by T. Parker),21,19
79,1,2:51.0,L. James misses 2-pt layup from 3 ft,,21,19
80,1,2:49.0,,Defensive rebound by J. Lauvergne,21,19
81,1,2:40.0,,T. Parker makes 2-pt jump shot from 18 ft,21,21
82,1,2:27.0,D. Wade makes 2-pt layup from 1 ft (assist by L. James),,23,21
83,1,2:11.0,,Shooting foul by I. Shumpert (drawn by J. Lauvergne),23,21
84,1,2:11.0,,J. Lauvergne misses free throw 1 of 2,23,21
85,1,2:11.0,,Offensive rebound by Team,23,21
86,1,2:11.0,,P. Mills enters the game for B. Forbes,23,21
87,1,2:11.0,,B. Paul enters the game for L. Aldridge,23,21
88,1,2:11.0,,J. Lauvergne misses free throw 2 of 2,23,21
89,1,2:09.0,Defensive rebound by T. Thompson,,23,21
90,1,1:58.0,Shooting foul by P. Mills (drawn by T. Thompson),,23,21
91,1,1:58.0,T. Thompson makes free throw 1 of 2,,24,21
92,1,1:58.0,,L. Aldridge enters the game for J. Lauvergne,24,21
93,1,1:58.0,T. Thompson makes free throw 2 of 2,,25,21
94,1,1:34.0,,D. Green misses 3-pt jump shot from 22 ft,25,21
95,1,1:30.0,Defensive rebound by D. Wade,,25,21
96,1,1:30.0,Personal foul by T. Parker (drawn by L. James),,25,21
97,1,1:30.0,L. James misses free throw 1 of 2,,25,21
98,1,1:30.0,Offensive rebound by Team,,25,21
99,1,1:30.0,J. Green enters the game for J. Crowder,,25,21
100,1,1:30.0,L. James misses free throw 2 of 2,,25,21
101,1,1:28.0,,Defensive rebound by D. Green,25,21
102,1,1:11.0,,L. Aldridge makes 2-pt jump shot from 15 ft,25,23
103,1,1:04.0,L. James makes 2-pt jump shot from 19 ft,,27,23
104,1,0:41.0,,L. Aldridge makes 2-pt jump shot from 12 ft,27,25
105,1,0:33.0,L. James misses 3-pt jump shot from 25 ft,,27,25
106,1,0:31.0,,Defensive rebound by B. Paul,27,25
107,1,0:24.0,,T. Parker misses 2-pt layup from 7 ft,27,25
108,1,0:18.0,,Offensive rebound by L. Aldridge,27,25
109,1,0:18.0,,L. Aldridge misses 2-pt jump shot from 5 ft,27,25
110,1,0:18.0,Defensive rebound by I. Shumpert,,27,25
111,1,0:01.0,L. James makes 2-pt jump shot from 19 ft,,29,25
112,1,0:00.0,,B. Paul misses 3-pt jump shot from 70 ft,29,25
113,1,0:00.0,,Offensive rebound by Team,29,25
114,2,11:44.0,,Personal block foul by J. Green (drawn by P. Mills),29,25
115,2,11:38.0,,D. Murray makes 2-pt jump shot from 6 ft,29,27
116,2,11:23.0,D. Wade misses 2-pt layup from 6 ft (block by D. Green),,29,27
117,2,11:19.0,,Defensive rebound by D. Bertāns,29,27
118,2,11:15.0,,D. Green misses 3-pt jump shot from 25 ft,29,27
119,2,11:15.0,,Offensive rebound by D. Murray,29,27
120,2,11:11.0,,D. Murray makes 2-pt layup at rim,29,29
121,2,11:04.0,Turnover by D. Rose (lost ball; steal by D. Murray),,29,29
122,2,10:58.0,,P. Mills makes 3-pt jump shot from 25 ft (assist by D. Green),29,32
123,2,10:37.0,T. Thompson misses 2-pt layup from 6 ft,,29,32
124,2,10:32.0,Offensive rebound by D. Wade,,29,32
125,2,10:32.0,D. Wade makes 2-pt layup at rim,,31,32
126,2,10:13.0,,Turnover by L. Aldridge (lost ball; steal by J. Green),31,32
127,2,10:09.0,Shooting foul by D. Green (drawn by D. Rose),,31,32
128,2,10:09.0,D. Rose makes free throw 1 of 2,,32,32
129,2,10:09.0,D. Rose makes free throw 2 of 2,,33,32
130,2,9:58.0,,D. Murray makes 2-pt jump shot from 10 ft,33,34
131,2,9:39.0,J. Green makes 2-pt layup from 1 ft (assist by K. Korver),,35,34
132,2,9:16.0,,Turnover by D. Murray (lost ball; steal by D. Wade),35,34
133,2,9:12.0,Turnover by D. Rose (lost ball; steal by D. Murray),,35,34
134,2,9:09.0,,P. Mills misses 3-pt jump shot from 25 ft,35,34
135,2,9:02.0,,Offensive rebound by D. Green,35,34
136,2,9:02.0,,D. Green makes 2-pt dunk at rim,35,36
137,2,8:57.0,Turnover by D. Rose (turnover),,35,36
138,2,8:44.0,,D. Murray misses 2-pt layup at rim,35,36
139,2,8:41.0,Defensive rebound by D. Wade,,35,36
140,2,8:35.0,Turnover by D. Wade (out of bounds lost ball),,35,36
141,2,8:15.0,,Shooting foul by J. Green (drawn by D. Bertāns),35,36
142,2,8:15.0,,D. Bertāns makes free throw 1 of 3,35,37
143,2,8:15.0,,D. Bertāns makes free throw 2 of 3,35,38
144,2,8:15.0,,J. Lauvergne enters the game for L. Aldridge,35,38
145,2,8:15.0,J. Smith enters the game for D. Wade,,35,38
146,2,8:15.0,,D. Bertāns makes free throw 3 of 3,35,39
147,2,8:03.0,K. Korver misses 3-pt jump shot from 24 ft,,35,39
148,2,7:59.0,Offensive rebound by J. Green,,35,39
149,2,7:58.0,J. Green makes 2-pt dunk at rim,,37,39
150,2,7:40.0,,J. Lauvergne makes 2-pt layup from 1 ft (assist by D. Bertāns),37,41
151,2,7:35.0,Shooting foul by D. Murray (drawn by D. Rose),,37,41
152,2,7:35.0,D. Rose makes free throw 1 of 2,,38,41
153,2,7:35.0,,K. Anderson enters the game for D. Green,38,41
154,2,7:35.0,L. James enters the game for T. Thompson,,38,41
155,2,7:35.0,D. Rose makes free throw 2 of 2,,39,41
156,2,7:22.0,,P. Mills misses 2-pt layup from 2 ft (block by D. Rose),39,41
157,2,7:18.0,Defensive rebound by J. Green,,39,41
158,2,7:16.0,K. Korver makes 3-pt jump shot from 25 ft (assist by J. Smith),,42,41
159,2,7:12.0,,San Antonio full timeout,42,41
160,2,7:12.0,,B. Forbes enters the game for J. Lauvergne,42,41
161,2,6:58.0,,K. Anderson makes 2-pt jump shot from 17 ft,42,43
162,2,6:46.0,Turnover by L. James (bad pass),,42,43
163,2,6:32.0,,K. Anderson misses 2-pt jump shot from 4 ft,42,43
164,2,6:29.0,Defensive rebound by L. James,,42,43
165,2,6:22.0,L. James misses 2-pt layup from 1 ft,,42,43
166,2,6:18.0,Offensive rebound by J. Green,,42,43
167,2,6:18.0,J. Green makes 2-pt layup at rim,,44,43
168,2,6:09.0,,D. Murray misses 2-pt jump shot from 14 ft,44,43
169,2,6:07.0,Defensive rebound by L. James,,44,43
170,2,6:01.0,L. James misses 2-pt layup from 3 ft,,44,43
171,2,5:57.0,Offensive rebound by L. James,,44,43
172,2,5:57.0,L. James makes 2-pt layup at rim,,46,43
173,2,5:40.0,,D. Bertāns misses 3-pt jump shot from 24 ft,46,43
174,2,5:35.0,,Offensive rebound by D. Murray,46,43
175,2,5:35.0,,D. Murray makes 2-pt layup at rim,46,45
176,2,5:26.0,Shooting foul by P. Mills (drawn by J. Green),,46,45
177,2,5:26.0,J. Green makes free throw 1 of 2,,47,45
178,2,5:26.0,,L. Aldridge enters the game for P. Mills,47,45
179,2,5:26.0,I. Thomas enters the game for D. Rose,,47,45
180,2,5:26.0,K. Love enters the game for K. Korver,,47,45
181,2,5:26.0,J. Green makes free throw 2 of 2,,48,45
182,2,5:05.0,,Turnover by L. Aldridge (out of bounds lost ball),48,45
183,2,5:05.0,,T. Parker enters the game for D. Murray,48,45
184,2,5:05.0,J. Crowder enters the game for J. Green,,48,45
185,2,4:51.0,Shooting foul by B. Forbes (drawn by I. Thomas),,48,45
186,2,4:51.0,I. Thomas makes free throw 1 of 3,,49,45
187,2,4:51.0,I. Thomas misses free throw 2 of 3,,49,45
188,2,4:51.0,Offensive rebound by Team,,49,45
189,2,4:51.0,I. Thomas makes free throw 3 of 3,,50,45
190,2,4:40.0,,L. Aldridge makes 2-pt layup at rim (assist by T. Parker),50,47
191,2,4:40.0,,Shooting foul by J. Crowder (drawn by L. Aldridge),50,47
192,2,4:40.0,,L. Aldridge misses free throw 1 of 1,50,47
193,2,4:38.0,,Offensive rebound by K. Anderson,50,47
194,2,4:25.0,,B. Forbes misses 3-pt jump shot from 25 ft,50,47
195,2,4:20.0,,Offensive rebound by L. Aldridge,50,47
196,2,4:05.0,,B. Forbes misses 3-pt jump shot from 25 ft,50,47
197,2,4:01.0,Defensive rebound by K. Love,,50,47
198,2,3:46.0,Turnover by L. James (lost ball; steal by D. Bertāns),,50,47
199,2,3:31.0,,D. Bertāns makes 3-pt jump shot from 25 ft (assist by T. Parker),50,50
200,2,3:05.0,K. Love makes 2-pt jump shot from 1 ft,,52,50
201,2,2:47.0,,Shooting foul by J. Smith (drawn by L. Aldridge),52,50
202,2,2:47.0,Cleveland full timeout,,52,50
203,2,2:47.0,,D. Green enters the game for D. Bertāns,52,50
204,2,2:47.0,,L. Aldridge makes free throw 1 of 2,52,51
205,2,2:47.0,,L. Aldridge makes free throw 2 of 2,52,52
206,2,2:26.0,L. James misses 2-pt jump shot from 18 ft,,52,52
207,2,2:22.0,,Defensive rebound by D. Green,52,52
208,2,2:17.0,,T. Parker misses 2-pt layup at rim,52,52
209,2,2:17.0,Defensive rebound by K. Love,,52,52
210,2,2:04.0,Personal foul by K. Anderson (drawn by L. James),,52,52
211,2,2:04.0,L. James makes free throw 1 of 2,,53,52
212,2,2:04.0,L. James misses free throw 2 of 2,,53,52
213,2,2:01.0,,Defensive rebound by L. Aldridge,53,52
214,2,1:44.0,,T. Parker makes 2-pt layup from 1 ft (assist by L. Aldridge),53,54
215,2,1:27.0,Turnover by J. Smith (out of bounds lost ball),,53,54
216,2,1:12.0,,D. Green makes 2-pt jump shot from 10 ft (assist by T. Parker),53,56
217,2,0:58.0,L. James misses 3-pt jump shot from 25 ft,,53,56
218,2,0:56.0,,Defensive rebound by B. Forbes,53,56
219,2,0:48.0,,B. Forbes makes 3-pt jump shot from 24 ft (assist by K. Anderson),53,59
220,2,0:38.0,I. Thomas misses 2-pt layup from 1 ft (block by D. Green),,53,59
221,2,0:36.0,,Defensive rebound by Team,53,59
222,2,0:36.0,T. Thompson enters the game for K. Love,,53,59
223,2,0:31.0,,T. Parker makes 2-pt jump shot from 18 ft,53,61
224,2,0:09.0,L. James makes 2-pt jump shot from 9 ft,,55,61
225,2,0:01.0,,T. Parker makes 2-pt layup from 1 ft,55,63
226,2,0:01.0,Violation by T. Thompson (def goaltending),,55,63
227,3,11:40.0,,D. Bertāns makes 3-pt jump shot from 26 ft (assist by K. Anderson),55,66
228,3,11:20.0,Turnover by L. James (bad pass; steal by D. Murray),,55,66
229,3,11:11.0,,K. Anderson misses 2-pt jump shot from 17 ft,55,66
230,3,11:07.0,Defensive rebound by K. Love,,55,66
231,3,10:58.0,Turnover by J. Smith (traveling),,55,66
232,3,10:43.0,,D. Green misses 2-pt hook shot from 8 ft,55,66
233,3,10:40.0,Defensive rebound by K. Love,,55,66
234,3,10:36.0,I. Thomas misses 3-pt jump shot from 24 ft,,55,66
235,3,10:32.0,,Defensive rebound by K. Anderson,55,66
236,3,10:26.0,,K. Anderson makes 2-pt layup at rim,55,68
237,3,10:02.0,Turnover by I. Thomas (bad pass; steal by L. Aldridge),,55,68
238,3,9:56.0,,D. Green misses 3-pt jump shot from 25 ft,55,68
239,3,9:50.0,Defensive rebound by J. Smith,,55,68
240,3,9:31.0,L. James makes 2-pt jump shot from 2 ft,,57,68
241,3,9:11.0,,L. Aldridge misses 3-pt jump shot from 24 ft,57,68
242,3,9:08.0,Defensive rebound by K. Love,,57,68
243,3,8:47.0,L. James misses 3-pt jump shot from 25 ft,,57,68
244,3,8:44.0,,Defensive rebound by D. Green,57,68
245,3,8:31.0,,D. Murray misses 2-pt jump shot from 6 ft,57,68
246,3,8:26.0,,Offensive rebound by L. Aldridge,57,68
247,3,8:26.0,,L. Aldridge makes 2-pt layup at rim,57,70
248,3,8:10.0,Shooting foul by D. Green (drawn by I. Thomas),,57,70
249,3,8:10.0,I. Thomas makes free throw 1 of 3,,58,70
250,3,8:10.0,I. Thomas makes free throw 2 of 3,,59,70
251,3,8:10.0,I. Thomas makes free throw 3 of 3,,60,70
252,3,7:51.0,,L. Aldridge makes 2-pt jump shot from 11 ft (assist by D. Bertāns),60,72
253,3,7:38.0,J. Smith misses 2-pt jump shot from 16 ft,,60,72
254,3,7:34.0,,Defensive rebound by D. Bertāns,60,72
255,3,7:34.0,,Shooting foul by J. Crowder (drawn by D. Murray),60,72
256,3,7:34.0,,D. Murray makes free throw 1 of 2,60,73
257,3,7:34.0,,D. Murray makes free throw 2 of 2,60,74
258,3,7:20.0,K. Love makes 2-pt jump shot from 19 ft (assist by L. James),,62,74
259,3,7:02.0,,L. Aldridge misses 2-pt jump shot from 10 ft,62,74
260,3,6:58.0,Defensive rebound by L. James,,62,74
261,3,6:54.0,J. Smith misses 3-pt jump shot from 25 ft,,62,74
262,3,6:54.0,,Defensive rebound by D. Murray,62,74
263,3,6:44.0,,D. Murray makes 2-pt layup at rim,62,76
264,3,6:19.0,L. James misses 2-pt layup from 1 ft,,62,76
265,3,6:15.0,,Defensive rebound by K. Anderson,62,76
266,3,6:13.0,,D. Green misses 3-pt jump shot from 26 ft,62,76
267,3,6:13.0,Defensive rebound by J. Crowder,,62,76
268,3,6:02.0,I. Thomas makes 2-pt jump shot from 1 ft,,64,76
269,3,6:02.0,Shooting foul by D. Murray (drawn by I. Thomas),,64,76
270,3,6:02.0,,San Antonio full timeout,64,76
271,3,6:02.0,,P. Mills enters the game for D. Green,64,76
272,3,6:02.0,I. Thomas makes free throw 1 of 1,,65,76
273,3,5:45.0,,L. Aldridge makes 2-pt layup from 1 ft,65,78
274,3,5:32.0,K. Love makes 2-pt layup from 1 ft (assist by L. James),,67,78
275,3,5:13.0,,P. Mills misses 2-pt layup from 2 ft,67,78
276,3,5:10.0,Defensive rebound by L. James,,67,78
277,3,5:06.0,J. Crowder misses 2-pt jump shot from 20 ft,,67,78
278,3,5:02.0,,Defensive rebound by L. Aldridge,67,78
279,3,4:57.0,,D. Murray misses 2-pt jump shot from 4 ft,67,78
280,3,4:57.0,,Offensive rebound by K. Anderson,67,78
281,3,4:50.0,,D. Murray misses 2-pt layup from 4 ft,67,78
282,3,4:50.0,Defensive rebound by J. Crowder,,67,78
283,3,4:47.0,I. Thomas misses 2-pt layup from 2 ft,,67,78
284,3,4:47.0,,Defensive rebound by K. Anderson,67,78
285,3,4:26.0,,D. Bertāns misses 3-pt jump shot from 25 ft,67,78
286,3,4:26.0,Defensive rebound by L. James,,67,78
287,3,4:21.0,Shooting foul by K. Anderson (drawn by L. James),,67,78
288,3,4:21.0,L. James misses free throw 1 of 2,,67,78
289,3,4:21.0,Offensive rebound by Team,,67,78
290,3,4:21.0,,T. Parker enters the game for D. Murray,67,78
291,3,4:21.0,,J. Lauvergne enters the game for D. Bertāns,67,78
292,3,4:21.0,T. Thompson enters the game for K. Love,,67,78
293,3,4:21.0,L. James makes free throw 2 of 2,,68,78
294,3,4:04.0,,Personal foul by T. Thompson (drawn by L. Aldridge),68,78
295,3,3:54.0,,Turnover by J. Lauvergne (bad pass; steal by I. Thomas),68,78
296,3,3:49.0,I. Thomas misses 2-pt layup from 1 ft,,68,78
297,3,3:49.0,,Defensive rebound by L. Aldridge,68,78
298,3,3:49.0,,Personal foul by T. Thompson (drawn by L. Aldridge),68,78
299,3,3:49.0,D. Wade enters the game for I. Thomas,,68,78
300,3,3:31.0,,P. Mills misses 3-pt jump shot from 24 ft,68,78
301,3,3:31.0,Defensive rebound by D. Wade,,68,78
302,3,3:23.0,K. Korver enters the game for J. Smith,,68,78
303,3,3:19.0,L. James makes 3-pt jump shot from 26 ft (assist by K. Korver),,71,78
304,3,3:01.0,,L. Aldridge makes 2-pt layup from 1 ft (assist by T. Parker),71,80
305,3,2:45.0,L. James misses 2-pt layup from 2 ft,,71,80
306,3,2:45.0,Offensive rebound by L. James,,71,80
307,3,2:44.0,Shooting foul by J. Lauvergne (drawn by L. James),,71,80
308,3,2:44.0,Cleveland full timeout,,71,80
309,3,2:44.0,L. James makes free throw 1 of 2,,72,80
310,3,2:44.0,L. James makes free throw 2 of 2,,73,80
311,3,2:29.0,,T. Parker misses 3-pt jump shot from 24 ft,73,80
312,3,2:26.0,Defensive rebound by D. Wade,,73,80
313,3,2:18.0,T. Thompson makes 2-pt layup from 1 ft (assist by D. Wade),,75,80
314,3,1:55.0,,L. Aldridge makes 2-pt jump shot from 12 ft (assist by P. Mills),75,82
315,3,1:38.0,D. Wade makes 2-pt layup from 1 ft (assist by L. James),,77,82
316,3,1:20.0,,Turnover by T. Parker (lost ball; steal by T. Thompson),77,82
317,3,1:15.0,L. James makes 2-pt dunk from 1 ft (assist by T. Thompson),,79,82
318,3,1:10.0,,K. Anderson makes 2-pt dunk at rim,79,84
319,3,0:56.0,K. Korver misses 3-pt jump shot from 25 ft,,79,84
320,3,0:56.0,,Defensive rebound by K. Anderson,79,84
321,3,0:44.0,,K. Anderson makes 2-pt jump shot from 18 ft,79,86
322,3,0:35.0,D. Wade makes 2-pt jump shot from 21 ft,,81,86
323,3,0:18.0,,Personal foul by D. Wade (drawn by T. Parker),81,86
324,3,0:18.0,,B. Forbes enters the game for J. Lauvergne,81,86
325,3,0:18.0,J. Green enters the game for J. Crowder,,81,86
326,3,0:07.0,,P. Mills makes 3-pt jump shot from 24 ft (assist by T. Parker),81,89
327,3,0:01.0,Turnover by D. Wade (lost ball; steal by L. Aldridge),,81,89
328,4,11:43.0,T. Thompson makes 2-pt jump shot from 3 ft (assist by K. Korver),,83,89
329,4,11:18.0,,T. Parker misses 2-pt jump shot from 10 ft,83,89
330,4,11:15.0,,Offensive rebound by J. Lauvergne,83,89
331,4,10:59.0,,Turnover by D. Green (bad pass; steal by D. Wade),83,89
332,4,10:45.0,T. Thompson makes 2-pt layup at rim (assist by D. Wade),,85,89
333,4,10:28.0,,D. Bertāns makes 2-pt jump shot from 5 ft (assist by D. Green),85,91
334,4,10:14.0,K. Korver misses 3-pt jump shot from 26 ft,,85,91
335,4,10:11.0,,Defensive rebound by D. Green,85,91
336,4,10:01.0,,D. Green misses 3-pt jump shot from 24 ft,85,91
337,4,10:00.0,Defensive rebound by J. Green,,85,91
338,4,10:00.0,Personal foul by D. Bertāns (drawn by J. Green),,85,91
339,4,10:00.0,,B. Forbes enters the game for D. Green,85,91
340,4,9:47.0,D. Wade makes 2-pt jump shot from 9 ft (assist by K. Korver),,87,91
341,4,9:25.0,,T. Parker misses 2-pt hook shot from 3 ft,87,91
342,4,9:19.0,,Offensive rebound by J. Lauvergne,87,91
343,4,9:19.0,,J. Lauvergne makes 2-pt layup at rim,87,93
344,4,9:15.0,D. Wade makes 2-pt dunk from 1 ft (assist by D. Rose),,89,93
345,4,8:52.0,,T. Parker makes 2-pt layup from 1 ft,89,95
346,4,8:44.0,Turnover by J. Green (traveling),,89,95
347,4,8:44.0,,D. Murray enters the game for T. Parker,89,95
348,4,8:44.0,,L. Aldridge enters the game for J. Lauvergne,89,95
349,4,8:35.0,,B. Forbes misses 2-pt jump shot from 5 ft,89,95
350,4,8:31.0,Defensive rebound by D. Wade,,89,95
351,4,8:28.0,Personal foul by D. Bertāns (drawn by T. Thompson),,89,95
352,4,8:21.0,,D. Green enters the game for P. Mills,89,95
353,4,8:16.0,D. Wade misses 2-pt jump shot from 17 ft,,89,95
354,4,8:13.0,,Defensive rebound by D. Murray,89,95
355,4,7:57.0,,L. Aldridge misses 2-pt jump shot from 11 ft,89,95
356,4,7:54.0,Defensive rebound by K. Korver,,89,95
357,4,7:48.0,J. Green misses 2-pt layup from 4 ft (block by L. Aldridge),,89,95
358,4,7:44.0,,Defensive rebound by D. Murray,89,95
359,4,7:38.0,,K. Anderson enters the game for D. Green,89,95
360,4,7:38.0,L. James enters the game for K. Korver,,89,95
361,4,7:25.0,,K. Anderson misses 2-pt jump shot from 6 ft (block by L. James),89,95
362,4,7:22.0,Defensive rebound by L. James,,89,95
363,4,7:22.0,Personal foul by K. Anderson (drawn by L. James),,89,95
364,4,7:11.0,Turnover by L. James (bad pass; steal by K. Anderson),,89,95
365,4,7:05.0,,D. Murray makes 2-pt dunk from 1 ft (assist by D. Bertāns),89,97
366,4,7:05.0,Cleveland full timeout,,89,97
367,4,7:05.0,,D. Green enters the game for D. Bertāns,89,97
368,4,7:05.0,K. Love enters the game for T. Thompson,,89,97
369,4,6:52.0,I. Thomas enters the game for D. Rose,,89,97
370,4,6:47.0,I. Thomas makes 2-pt layup from 1 ft (assist by L. James),,91,97
371,4,6:33.0,,Turnover by D. Murray (bad pass),91,97
372,4,6:11.0,Turnover by J. Green (lost ball; steal by D. Murray),,91,97
373,4,5:54.0,,B. Forbes makes 2-pt jump shot from 6 ft (assist by L. Aldridge),91,99
374,4,5:24.0,K. Love misses 2-pt hook shot from 7 ft,,91,99
375,4,5:23.0,,Defensive rebound by D. Murray,91,99
376,4,5:19.0,,Shooting foul by I. Thomas (drawn by D. Murray),91,99
377,4,5:19.0,,D. Murray makes free throw 1 of 2,91,100
378,4,5:19.0,J. Smith enters the game for D. Wade,,91,100
379,4,5:19.0,,D. Murray misses free throw 2 of 2,91,100
380,4,5:17.0,Defensive rebound by L. James,,91,100
381,4,5:08.0,L. James makes 3-pt jump shot from 26 ft,,94,100
382,4,4:41.0,,D. Green misses 3-pt jump shot from 26 ft,94,100
383,4,4:41.0,,Offensive rebound by D. Murray,94,100
384,4,4:33.0,,D. Murray makes 2-pt layup at rim,94,102
385,4,4:25.0,L. James misses 2-pt layup from 1 ft,,94,102
386,4,4:25.0,,Defensive rebound by K. Anderson,94,102
387,4,4:20.0,,D. Green makes 3-pt jump shot from 26 ft (assist by K. Anderson),94,105
388,4,4:20.0,Cleveland full timeout,,94,105
389,4,4:20.0,J. Crowder enters the game for J. Green,,94,105
390,4,4:01.0,J. Smith misses 3-pt jump shot from 23 ft,,94,105
391,4,3:57.0,,Defensive rebound by D. Murray,94,105
392,4,3:33.0,,D. Green misses 2-pt jump shot from 4 ft,94,105
393,4,3:30.0,Defensive rebound by K. Love,,94,105
