,QUARTER,TIME_REMAINING,UTAH_ACTION,DALLAS_ACTION,UTAH_SCORE,DALLAS_SCORE
160,2,5:02.0,J. Ingles enters the game for D. Favors,,52,48
161,2,4:55.0,Shooting foul by D. Finney-Smith (drawn by R. Gobert),,52,48
162,2,4:55.0,R. Gobert makes free throw 1 of 2,,53,48
163,2,4:55.0,R. Gobert makes free throw 2 of 2,,54,48
164,2,4:39.0,,Y. Ferrell makes 3-pt jump shot from 25 ft (assist by J. Barea),54,51
165,2,4:14.0,D. Mitchell misses 3-pt jump shot from 23 ft,,54,51
166,2,4:12.0,,Defensive rebound by D. Finney-Smith,54,51
167,2,3:59.0,,D. Finney-Smith misses 2-pt jump shot from 10 ft (block by R. Gobert),54,51
168,2,3:57.0,Defensive rebound by R. Rubio,,54,51
169,2,3:51.0,,Offensive charge foul by J. Crowder (drawn by D. Finney-Smith),54,51
170,2,3:51.0,Turnover by J. Crowder (offensive foul),,54,51
171,2,3:35.0,,S. Mejri misses 2-pt hook shot from 7 ft,54,51
172,2,3:32.0,Defensive rebound by D. Mitchell,,54,51
173,2,3:27.0,R. Rubio makes 3-pt jump shot from 25 ft (assist by D. Mitchell),,57,51
174,2,3:03.0,,S. Mejri makes 2-pt dunk from 1 ft (assist by J. Barea),57,53
175,2,2:45.0,R. Rubio misses 2-pt jump shot from 14 ft,,57,53
176,2,2:43.0,,Defensive rebound by S. Mejri,57,53
177,2,2:31.0,,J. Barea misses 2-pt jump shot from 7 ft,57,53
178,2,2:29.0,Defensive rebound by J. Ingles,,57,53
179,2,2:25.0,J. Crowder makes 2-pt layup at rim (assist by J. Ingles),,59,53
180,2,2:05.0,,H. Barnes misses 2-pt layup from 2 ft (block by R. Gobert),59,53
181,2,2:03.0,,Offensive rebound by S. Mejri,59,53
182,2,2:02.0,,S. Mejri makes 2-pt hook shot at rim,59,55
183,2,1:48.0,J. Ingles makes 2-pt jump shot from 9 ft (assist by J. Crowder),,61,55
184,2,1:21.0,,H. Barnes misses 2-pt layup from 2 ft,61,55
185,2,1:20.0,,Offensive rebound by S. Mejri,61,55
186,2,1:19.0,,Turnover by Team (shot clock),61,55
187,2,1:03.0,Shooting foul by J. Barea (drawn by R. Rubio),,61,55
188,2,1:03.0,R. Rubio makes free throw 1 of 2,,62,55
189,2,1:03.0,,D. Nowitzki enters the game for S. Mejri,62,55
190,2,1:03.0,R. Rubio makes free throw 2 of 2,,63,55
191,2,0:38.0,,J. Barea makes 3-pt jump shot from 27 ft (assist by Y. Ferrell),63,58
192,2,0:33.0,Offensive foul by R. Rubio (drawn by J. Barea),,63,58
193,2,0:33.0,Turnover by R. Rubio (offensive foul),,63,58
194,2,0:14.0,,Y. Ferrell misses 3-pt jump shot from 25 ft,63,58
195,2,0:11.0,Defensive rebound by D. Mitchell,,63,58
196,2,0:03.0,D. Mitchell misses 2-pt layup from 1 ft,,63,58
197,2,0:02.0,Offensive rebound by R. Gobert,,63,58
198,2,0:00.0,J. Crowder makes 2-pt jump shot from 18 ft (assist by R. Gobert),,65,58
199,3,11:49.0,,D. Nowitzki misses 2-pt jump shot from 19 ft,65,58
200,3,11:46.0,Defensive rebound by R. Gobert,,65,58
201,3,11:26.0,D. Favors makes 2-pt dunk from 1 ft (assist by R. Rubio),,67,58
202,3,11:09.0,,H. Barnes misses 3-pt jump shot from 25 ft,67,58
203,3,11:08.0,Defensive rebound by Team,,67,58
204,3,10:56.0,R. Gobert makes 2-pt jump shot from 3 ft (assist by D. Favors),,69,58
205,3,10:56.0,Shooting foul by H. Barnes (drawn by R. Gobert),,69,58
206,3,10:56.0,R. Gobert makes free throw 1 of 1,,70,58
207,3,10:43.0,,D. Nowitzki makes 2-pt jump shot from 15 ft (assist by J. Barea),70,60
208,3,10:31.0,Turnover by R. Rubio (bad pass; steal by H. Barnes),,70,60
209,3,10:17.0,,Turnover by H. Barnes (bad pass; steal by R. Gobert),70,60
210,3,10:12.0,R. Rubio makes 3-pt jump shot from 25 ft (assist by D. Mitchell),,73,60
211,3,9:49.0,,J. Barea misses 2-pt jump shot from 14 ft,73,60
212,3,9:47.0,Defensive rebound by J. Ingles,,73,60
213,3,9:33.0,J. Ingles misses 2-pt jump shot from 22 ft,,73,60
214,3,9:30.0,,Defensive rebound by D. Finney-Smith,73,60
215,3,9:24.0,,D. Nowitzki misses 3-pt jump shot from 25 ft,73,60
216,3,9:22.0,Defensive rebound by R. Rubio,,73,60
217,3,9:15.0,R. Rubio makes 3-pt jump shot from 25 ft,,76,60
218,3,9:14.0,,Dallas full timeout,76,60
219,3,8:58.0,,D. Powell misses 2-pt dunk from 1 ft (block by R. Gobert),76,60
220,3,8:56.0,Defensive rebound by R. Rubio,,76,60
221,3,8:53.0,J. Ingles misses 3-pt jump shot from 24 ft,,76,60
222,3,8:51.0,,Defensive rebound by D. Finney-Smith,76,60
223,3,8:34.0,,Turnover by D. Nowitzki (lost ball; steal by D. Mitchell),76,60
224,3,8:22.0,R. Rubio misses 3-pt jump shot from 24 ft,,76,60
225,3,8:21.0,,Defensive rebound by Team,76,60
226,3,8:05.0,,D. Finney-Smith makes 3-pt jump shot from 24 ft (assist by J. Barea),76,63
227,3,7:46.0,D. Favors misses 2-pt jump shot from 19 ft,,76,63
228,3,7:43.0,,Defensive rebound by D. Powell,76,63
229,3,7:32.0,,H. Barnes misses 2-pt jump shot from 21 ft,76,63
230,3,7:30.0,Defensive rebound by J. Ingles,,76,63
231,3,7:25.0,Turnover by D. Favors (traveling),,76,63
232,3,7:09.0,,H. Barnes makes 2-pt dunk from 1 ft,76,65
233,3,6:52.0,D. Mitchell makes 2-pt jump shot from 3 ft,,78,65
234,3,6:38.0,,D. Finney-Smith misses 3-pt jump shot from 22 ft,78,65
235,3,6:36.0,Defensive rebound by J. Ingles,,78,65
236,3,6:36.0,Personal foul by D. Finney-Smith (drawn by J. Ingles),,78,65
237,3,6:23.0,D. Mitchell misses 3-pt jump shot from 25 ft,,78,65
238,3,6:20.0,,Defensive rebound by D. Finney-Smith,78,65
239,3,6:13.0,,J. Barea misses 2-pt layup from 2 ft (block by R. Gobert),78,65
240,3,6:13.0,,Offensive rebound by Team,78,65
241,3,6:13.0,,S. Mejri enters the game for J. Barea,78,65
242,3,6:13.0,,Y. Ferrell enters the game for D. Nowitzki,78,65
243,3,6:13.0,,D. McDermott enters the game for D. Powell,78,65
244,3,6:13.0,J. Crowder enters the game for D. Favors,,78,65
245,3,6:11.0,,H. Barnes misses 2-pt jump shot from 18 ft,78,65
246,3,6:08.0,Defensive rebound by J. Ingles,,78,65
247,3,5:58.0,R. Gobert misses 2-pt layup from 4 ft (block by D. Finney-Smith),,78,65
248,3,5:55.0,,Defensive rebound by S. Mejri,78,65
249,3,5:45.0,,Turnover by D. Finney-Smith (bad pass; steal by R. Rubio),78,65
250,3,5:39.0,D. Mitchell makes 2-pt layup at rim (assist by R. Rubio),,80,65
251,3,5:13.0,,Turnover by S. Mejri (lost ball; steal by R. Rubio),80,65
252,3,5:01.0,Personal foul by H. Barnes (drawn by R. Gobert),,80,65
253,3,5:01.0,,A. Harrison enters the game for D. Finney-Smith,80,65
254,3,4:54.0,J. Ingles makes 3-pt jump shot from 24 ft (assist by R. Rubio),,83,65
255,3,4:53.0,,Dallas full timeout,83,65
256,3,4:38.0,,Personal foul by J. Ingles (drawn by D. McDermott),83,65
257,3,4:28.0,,Y. Ferrell misses 3-pt jump shot from 23 ft,83,65
258,3,4:25.0,Defensive rebound by J. Crowder,,83,65
259,3,4:06.0,J. Ingles makes 2-pt layup from 1 ft,,85,65
260,3,4:06.0,Shooting foul by D. McDermott (drawn by J. Ingles),,85,65
261,3,4:06.0,J. Ingles makes free throw 1 of 1,,86,65
262,3,3:45.0,,H. Barnes makes 3-pt jump shot from 24 ft,86,68
263,3,3:28.0,J. Ingles misses 3-pt jump shot from 25 ft,,86,68
264,3,3:27.0,Offensive rebound by J. Crowder,,86,68
265,3,3:26.0,,Loose ball foul by A. Harrison (drawn by J. Crowder),86,68
266,3,3:26.0,J. Crowder makes free throw 1 of 2,,87,68
267,3,3:26.0,,J. Jones enters the game for D. McDermott,87,68
268,3,3:26.0,R. O'Neale enters the game for J. Ingles,,87,68
269,3,3:26.0,J. Jerebko enters the game for R. Rubio,,87,68
270,3,3:26.0,J. Crowder makes free throw 2 of 2,,88,68
271,3,3:20.0,,Y. Ferrell makes 2-pt layup at rim,88,70
272,3,3:20.0,,Shooting foul by J. Crowder (drawn by Y. Ferrell),88,70
273,3,3:20.0,,Y. Ferrell makes free throw 1 of 1,88,71
274,3,3:03.0,R. O'Neale misses 2-pt layup from 2 ft (block by S. Mejri),,88,71
275,3,3:03.0,,Defensive rebound by Team,88,71
276,3,2:44.0,,H. Barnes misses 2-pt jump shot from 16 ft,88,71
277,3,2:42.0,Defensive rebound by R. Gobert,,88,71
278,3,2:37.0,D. Mitchell misses 3-pt jump shot from 25 ft,,88,71
279,3,2:37.0,Offensive rebound by Team,,88,71
280,3,2:37.0,,Loose ball foul by A. Harrison (drawn by R. Gobert),88,71
281,3,2:37.0,R. Gobert makes free throw 1 of 2,,89,71
282,3,2:37.0,R. Gobert makes free throw 2 of 2,,90,71
283,3,2:23.0,,J. Jones misses 3-pt jump shot from 25 ft,90,71
284,3,2:19.0,,Offensive rebound by S. Mejri,90,71
285,3,2:16.0,,A. Harrison misses 3-pt jump shot from 26 ft,90,71
286,3,2:12.0,,Offensive rebound by H. Barnes,90,71
287,3,2:12.0,,H. Barnes misses 2-pt layup from 1 ft (block by R. Gobert),90,71
288,3,2:12.0,Defensive rebound by Team,,90,71
289,3,2:12.0,D. Favors enters the game for R. Gobert,,90,71
290,3,2:12.0,D. Exum enters the game for D. Mitchell,,90,71
291,3,2:01.0,J. Crowder misses 2-pt jump shot from 17 ft,,90,71
292,3,1:58.0,,Defensive rebound by J. Jones,90,71
293,3,1:52.0,,Y. Ferrell makes 3-pt jump shot from 25 ft,90,74
294,3,1:34.0,D. Exum misses 3-pt jump shot from 23 ft,,90,74
295,3,1:33.0,Offensive rebound by D. Favors,,90,74
296,3,1:23.0,R. O'Neale makes 2-pt layup from 1 ft,,92,74
297,3,1:23.0,,Violation by S. Mejri (def goaltending),92,74
298,3,1:01.0,,Y. Ferrell misses 2-pt jump shot from 7 ft,92,74
299,3,1:00.0,,Offensive rebound by J. Jones,92,74
300,3,0:59.0,,J. Jones makes 2-pt layup from 1 ft,92,76
301,3,0:49.0,D. Exum misses 2-pt layup from 1 ft,,92,76
302,3,0:49.0,Offensive rebound by D. Favors,,92,76
303,3,0:48.0,D. Favors makes 2-pt layup at rim,,94,76
304,3,0:32.0,,H. Barnes makes 3-pt jump shot from 24 ft,94,79
305,3,0:16.0,D. Favors makes 2-pt dunk at rim (assist by D. Exum),,96,79
306,3,0:04.0,,Y. Ferrell makes 2-pt layup at rim,96,81
307,4,11:41.0,D. Favors makes 2-pt jump shot from 10 ft (assist by J. Jerebko),,98,81
308,4,11:22.0,,Y. Ferrell makes 3-pt jump shot from 26 ft (assist by M. Kleber),98,84
309,4,11:05.0,D. Favors misses 2-pt layup from 4 ft (block by D. Nowitzki),,98,84
310,4,11:05.0,,Defensive rebound by Team,98,84
311,4,11:05.0,D. Exum enters the game for R. O'Neale,,98,84
312,4,10:54.0,,Y. Ferrell misses 2-pt layup at rim,98,84
313,4,10:51.0,Defensive rebound by J. Jerebko,,98,84
314,4,10:41.0,J. Crowder makes 2-pt jump shot from 16 ft (assist by J. Jerebko),,100,84
315,4,10:27.0,,J. Jones makes 2-pt layup from 2 ft (assist by Y. Ferrell),100,86
316,4,10:13.0,J. Ingles makes 2-pt jump shot from 10 ft,,102,86
317,4,10:00.0,,D. Nowitzki makes 2-pt jump shot from 18 ft,102,88
318,4,9:50.0,D. Exum makes 2-pt layup from 1 ft (assist by J. Ingles),,104,88
319,4,9:37.0,,M. Kleber makes 2-pt dunk at rim (assist by J. Barea),104,90
320,4,9:36.0,Utah full timeout,,104,90
321,4,9:36.0,R. Gobert enters the game for J. Jerebko,,104,90
322,4,9:36.0,R. Rubio enters the game for D. Exum,,104,90
323,4,9:26.0,R. Rubio makes 2-pt layup at rim (assist by J. Ingles),,106,90
324,4,9:09.0,,J. Barea makes 3-pt jump shot from 25 ft,106,93
325,4,8:52.0,J. Crowder misses 2-pt layup from 5 ft (block by M. Kleber),,106,93
326,4,8:52.0,,Defensive rebound by Team,106,93
327,4,8:34.0,,M. Kleber makes 3-pt jump shot from 25 ft (assist by J. Barea),106,96
328,4,8:11.0,R. Rubio misses 2-pt jump shot from 18 ft,,106,96
329,4,8:07.0,,Defensive rebound by Y. Ferrell,106,96
330,4,7:53.0,,J. Barea misses 3-pt jump shot from 25 ft,106,96
331,4,7:48.0,Defensive rebound by R. Gobert,,106,96
332,4,7:42.0,J. Crowder makes 3-pt jump shot from 25 ft (assist by D. Favors),,109,96
333,4,7:41.0,,Dallas full timeout,109,96
334,4,7:41.0,D. Mitchell enters the game for J. Ingles,,109,96
335,4,7:27.0,,Turnover by M. Kleber (bad pass; steal by R. Gobert),109,96
336,4,7:16.0,,S. Mejri enters the game for J. Barea,109,96
337,4,7:16.0,,A. Harrison enters the game for D. Nowitzki,109,96
338,4,7:16.0,,H. Barnes enters the game for M. Kleber,109,96
339,4,7:12.0,Personal foul by A. Harrison (drawn by D. Mitchell),,109,96
340,4,7:03.0,R. Rubio misses 3-pt jump shot from 24 ft,,109,96
341,4,7:01.0,,Defensive rebound by J. Jones,109,96
342,4,6:49.0,,Y. Ferrell makes 2-pt jump shot from 16 ft,109,98
343,4,6:34.0,D. Mitchell makes 2-pt jump shot from 17 ft (assist by R. Gobert),,111,98
344,4,6:17.0,,H. Barnes misses 2-pt jump shot from 21 ft,111,98
345,4,6:15.0,Defensive rebound by D. Mitchell,,111,98
346,4,6:04.0,D. Favors makes 2-pt layup from 1 ft (assist by D. Mitchell),,113,98
347,4,5:51.0,,Turnover by J. Jones (out of bounds lost ball),113,98
348,4,5:35.0,D. Mitchell misses 2-pt jump shot from 7 ft,,113,98
349,4,5:33.0,,Defensive rebound by H. Barnes,113,98
350,4,5:24.0,,Y. Ferrell misses 2-pt jump shot from 14 ft,113,98
351,4,5:20.0,Defensive rebound by R. Rubio,,113,98
352,4,5:07.0,J. Crowder misses 3-pt jump shot from 24 ft,,113,98
353,4,5:06.0,,Defensive rebound by Y. Ferrell,113,98
354,4,5:06.0,Loose ball foul by R. Gobert (drawn by S. Mejri),,113,98
355,4,5:06.0,,K. Collinsworth enters the game for Y. Ferrell,113,98
356,4,5:06.0,,M. Kleber enters the game for S. Mejri,113,98
357,4,4:52.0,,A. Harrison misses 3-pt jump shot from 25 ft,113,98
358,4,4:47.0,Defensive rebound by D. Mitchell,,113,98
359,4,4:46.0,Turnover by D. Mitchell (bad pass),,113,98
360,4,4:27.0,,A. Harrison misses 2-pt jump shot from 13 ft,113,98
361,4,4:25.0,,Offensive rebound by M. Kleber,113,98
362,4,4:24.0,,J. Jones misses 3-pt jump shot from 23 ft,113,98
363,4,4:22.0,Defensive rebound by J. Crowder,,113,98
364,4,4:08.0,D. Mitchell misses 2-pt layup from 5 ft (block by A. Harrison),,113,98
365,4,4:08.0,Offensive rebound by Team,,113,98
366,4,4:08.0,J. Ingles enters the game for D. Favors,,113,98
367,4,4:01.0,D. Mitchell misses 3-pt jump shot from 24 ft,,113,98
368,4,3:59.0,,Defensive rebound by H. Barnes,113,98
369,4,3:47.0,,H. Barnes makes 3-pt jump shot from 25 ft (assist by M. Kleber),113,101
370,4,3:25.0,Shooting foul by J. Jones (drawn by D. Mitchell),,113,101
371,4,3:25.0,D. Mitchell makes free throw 1 of 2,,114,101
372,4,3:25.0,,Dallas full timeout,114,101
373,4,3:25.0,D. Mitchell makes free throw 2 of 2,,115,101
