,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,WASHINGTON_ACTION,LA LAKERS_SCORE,WASHINGTON_SCORE
155,2,6:52.0,,J. Meeks makes 2-pt jump shot from 18 ft (assist by T. Frazier),41,54
156,2,6:51.0,LA Lakers full timeout,,41,54
157,2,6:51.0,Technical foul by Team,,41,54
158,2,6:51.0,,J. Wall enters the game for T. Frazier,41,54
159,2,6:51.0,B. Lopez enters the game for J. Clarkson,,41,54
160,2,6:51.0,K. Caldwell-Pope enters the game for J. Randle,,41,54
161,2,6:51.0,,B. Beal makes technical free throw,41,55
162,2,6:42.0,Personal foul by I. Mahinmi (drawn by B. Ingram),,41,55
163,2,6:42.0,,M. Gortat enters the game for I. Mahinmi,41,55
164,2,6:42.0,,M. Morris enters the game for M. Scott,41,55
165,2,6:35.0,B. Lopez misses 2-pt layup from 1 ft,,41,55
166,2,6:30.0,,Defensive rebound by J. Meeks,41,55
167,2,6:19.0,,B. Beal makes 2-pt layup from 1 ft,41,57
168,2,6:02.0,B. Lopez misses 2-pt jump shot from 7 ft,,41,57
169,2,5:59.0,,Defensive rebound by J. Wall,41,57
170,2,5:53.0,,J. Wall misses 2-pt jump shot from 15 ft,41,57
171,2,5:50.0,Defensive rebound by K. Kuzma,,41,57
172,2,5:43.0,L. Ball misses 3-pt jump shot from 22 ft,,41,57
173,2,5:39.0,Offensive rebound by B. Lopez,,41,57
174,2,5:37.0,B. Lopez misses 2-pt layup from 3 ft,,41,57
175,2,5:37.0,Offensive rebound by Team,,41,57
176,2,5:23.0,Shooting foul by J. Meeks (drawn by B. Ingram),,41,57
177,2,5:23.0,B. Ingram makes free throw 1 of 2,,42,57
178,2,5:23.0,B. Ingram misses free throw 2 of 2,,42,57
179,2,5:20.0,,Defensive rebound by M. Gortat,42,57
180,2,5:00.0,,J. Wall misses 2-pt jump shot from 8 ft (block by B. Lopez),42,57
181,2,5:00.0,,Turnover by Team (shot clock),42,57
182,2,4:55.0,,Offensive rebound by J. Wall,42,57
183,2,4:46.0,K. Kuzma misses 2-pt jump shot from 13 ft,,42,57
184,2,4:46.0,,Defensive rebound by M. Morris,42,57
185,2,4:33.0,,B. Beal misses 2-pt jump shot from 18 ft,42,57
186,2,4:30.0,Defensive rebound by L. Ball,,42,57
187,2,4:27.0,B. Ingram makes 2-pt dunk at rim (assist by K. Caldwell-Pope),,44,57
188,2,4:11.0,,M. Morris makes 2-pt layup at rim (assist by J. Wall),44,59
189,2,4:02.0,Turnover by L. Ball (bad pass; steal by J. Meeks),,44,59
190,2,3:47.0,,Turnover by J. Wall (bad pass; steal by K. Caldwell-Pope),44,59
191,2,3:42.0,B. Ingram makes 2-pt layup from 1 ft,,46,59
192,2,3:18.0,,J. Wall makes 2-pt jump shot from 13 ft,46,61
193,2,3:07.0,Shooting foul by J. Meeks (drawn by L. Ball),,46,61
194,2,3:07.0,L. Ball misses free throw 1 of 2,,46,61
195,2,3:07.0,Offensive rebound by Team,,46,61
196,2,3:07.0,,O. Porter enters the game for J. Meeks,46,61
197,2,3:07.0,L. Ball misses free throw 2 of 2,,46,61
198,2,3:03.0,,Defensive rebound by B. Beal,46,61
199,2,2:46.0,,Turnover by J. Wall (bad pass; steal by L. Ball),46,61
200,2,2:41.0,K. Caldwell-Pope makes 2-pt layup from 1 ft (assist by L. Ball),,48,61
201,2,2:34.0,,B. Beal misses 2-pt jump shot from 11 ft,48,61
202,2,2:34.0,,Offensive rebound by O. Porter,48,61
203,2,2:29.0,,O. Porter makes 2-pt layup at rim,48,63
204,2,2:20.0,B. Lopez makes 2-pt dunk at rim (assist by L. Ball),,50,63
205,2,2:07.0,,Offensive foul by M. Gortat (drawn by K. Caldwell-Pope),50,63
206,2,2:07.0,,Turnover by M. Gortat (offensive foul),50,63
207,2,1:47.0,Turnover by K. Kuzma (traveling),,50,63
208,2,1:39.0,,Shooting foul by B. Lopez (drawn by J. Wall),50,63
209,2,1:39.0,,J. Wall makes free throw 1 of 2,50,64
210,2,1:39.0,,J. Wall makes free throw 2 of 2,50,65
211,2,1:31.0,Shooting foul by M. Gortat (drawn by B. Ingram),,50,65
212,2,1:31.0,B. Ingram makes free throw 1 of 2,,51,65
213,2,1:31.0,,J. Smith enters the game for M. Gortat,51,65
214,2,1:31.0,B. Ingram makes free throw 2 of 2,,52,65
215,2,1:16.0,,M. Morris makes 2-pt hook shot from 9 ft,52,67
216,2,1:16.0,Violation by B. Lopez (def goaltending),,52,67
217,2,1:05.0,Personal foul by J. Smith (drawn by B. Lopez),,52,67
218,2,1:05.0,B. Lopez makes free throw 1 of 2,,53,67
219,2,1:05.0,B. Lopez makes free throw 2 of 2,,54,67
220,2,0:55.0,,O. Porter misses 2-pt layup from 1 ft (block by B. Lopez),54,67
221,2,0:49.0,Defensive rebound by B. Ingram,,54,67
222,2,0:48.0,B. Ingram misses 2-pt layup from 1 ft (block by J. Wall),,54,67
223,2,0:48.0,,Defensive rebound by B. Beal,54,67
224,2,0:41.0,,Shooting foul by K. Kuzma (drawn by M. Morris),54,67
225,2,0:41.0,,M. Morris makes free throw 1 of 2,54,68
226,2,0:41.0,J. Clarkson enters the game for K. Kuzma,,54,68
227,2,0:41.0,,M. Morris makes free throw 2 of 2,54,69
228,2,0:29.0,L. Ball misses 3-pt jump shot from 26 ft,,54,69
229,2,0:23.0,Offensive rebound by K. Caldwell-Pope,,54,69
230,2,0:03.0,B. Ingram misses 2-pt layup from 2 ft,,54,69
231,2,0:02.0,Offensive rebound by B. Lopez,,54,69
232,2,0:01.0,B. Lopez makes 2-pt layup from 1 ft,,56,69
233,2,0:01.0,,J. Wall misses 3-pt jump shot from 43 ft,56,69
234,2,0:01.0,,Offensive rebound by Team,56,69
235,3,11:42.0,B. Lopez misses 3-pt jump shot from 24 ft,,56,69
236,3,11:38.0,,Defensive rebound by M. Morris,56,69
237,3,11:24.0,,M. Morris makes 3-pt jump shot from 23 ft (assist by B. Beal),56,72
238,3,11:14.0,L. Ball makes 3-pt jump shot from 26 ft,,59,72
239,3,10:57.0,,M. Morris makes 3-pt jump shot from 25 ft (assist by B. Beal),59,75
240,3,10:47.0,Shooting foul by M. Morris (drawn by B. Lopez),,59,75
241,3,10:47.0,B. Lopez makes free throw 1 of 2,,60,75
242,3,10:47.0,B. Lopez makes free throw 2 of 2,,61,75
243,3,10:31.0,,Turnover by M. Morris (bad pass),61,75
244,3,10:20.0,Personal foul by O. Porter (drawn by B. Ingram),,61,75
245,3,10:12.0,B. Lopez misses 2-pt jump shot from 5 ft,,61,75
246,3,10:07.0,Offensive rebound by K. Kuzma,,61,75
247,3,10:06.0,K. Kuzma misses 2-pt layup from 2 ft,,61,75
248,3,10:06.0,Offensive rebound by K. Kuzma,,61,75
249,3,10:02.0,Shooting foul by B. Beal (drawn by K. Kuzma),,61,75
250,3,10:02.0,K. Kuzma makes free throw 1 of 2,,62,75
251,3,10:02.0,K. Kuzma makes free throw 2 of 2,,63,75
252,3,9:43.0,,M. Morris misses 2-pt jump shot from 12 ft,63,75
253,3,9:41.0,Defensive rebound by K. Caldwell-Pope,,63,75
254,3,9:37.0,Turnover by K. Caldwell-Pope (turnover),,63,75
255,3,9:36.0,,Turnover by M. Gortat (turnover; steal by B. Lopez),63,75
256,3,9:24.0,,O. Porter makes 2-pt jump shot from 20 ft,63,77
257,3,9:02.0,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,,63,77
258,3,8:58.0,,Defensive rebound by B. Beal,63,77
259,3,8:49.0,,J. Wall misses 3-pt jump shot from 26 ft,63,77
260,3,8:45.0,Defensive rebound by L. Ball,,63,77
261,3,8:42.0,B. Ingram makes 2-pt dunk at rim (assist by L. Ball),,65,77
262,3,8:20.0,,Turnover by B. Beal (bad pass; steal by K. Caldwell-Pope),65,77
263,3,8:10.0,B. Ingram misses 3-pt jump shot from 26 ft,,65,77
264,3,8:07.0,,Defensive rebound by M. Gortat,65,77
265,3,7:49.0,,M. Gortat misses 2-pt jump shot from 13 ft,65,77
266,3,7:45.0,Defensive rebound by L. Ball,,65,77
267,3,7:38.0,L. Ball misses 3-pt jump shot from 23 ft,,65,77
268,3,7:35.0,,Defensive rebound by J. Wall,65,77
269,3,7:14.0,,B. Beal makes 2-pt layup from 1 ft,65,79
270,3,7:03.0,Turnover by L. Ball (bad pass; steal by J. Wall),,65,79
271,3,7:00.0,,J. Wall makes 2-pt layup from 1 ft,65,81
272,3,7:00.0,,Shooting foul by B. Lopez (drawn by J. Wall),65,81
273,3,7:00.0,,J. Wall makes free throw 1 of 1,65,82
274,3,6:48.0,Shooting foul by M. Gortat (drawn by B. Ingram),,65,82
275,3,6:48.0,,Washington full timeout,65,82
276,3,6:48.0,,I. Mahinmi enters the game for M. Gortat,65,82
277,3,6:48.0,J. Randle enters the game for B. Lopez,,65,82
278,3,6:48.0,B. Ingram misses free throw 1 of 2,,65,82
279,3,6:48.0,Offensive rebound by Team,,65,82
280,3,6:48.0,B. Ingram makes free throw 2 of 2,,66,82
281,3,6:33.0,,Shooting foul by B. Ingram (drawn by I. Mahinmi),66,82
282,3,6:33.0,,I. Mahinmi misses free throw 1 of 2,66,82
283,3,6:33.0,,Offensive rebound by Team,66,82
284,3,6:33.0,,I. Mahinmi makes free throw 2 of 2,66,83
285,3,6:24.0,K. Caldwell-Pope makes 2-pt jump shot from 21 ft (assist by L. Ball),,68,83
286,3,6:06.0,,Personal foul by B. Ingram (drawn by O. Porter),68,83
287,3,6:04.0,,Personal foul by K. Caldwell-Pope (drawn by O. Porter),68,83
288,3,5:59.0,,O. Porter misses 3-pt jump shot from 25 ft,68,83
289,3,5:54.0,Defensive rebound by K. Kuzma,,68,83
290,3,5:45.0,J. Randle misses 2-pt jump shot from 18 ft,,68,83
291,3,5:41.0,Offensive rebound by K. Caldwell-Pope,,68,83
292,3,5:30.0,Shooting foul by J. Wall (drawn by L. Ball),,68,83
293,3,5:30.0,L. Ball misses free throw 1 of 2,,68,83
294,3,5:30.0,Offensive rebound by Team,,68,83
295,3,5:30.0,L. Ball makes free throw 2 of 2,,69,83
296,3,5:13.0,,M. Morris makes 2-pt jump shot from 14 ft (assist by B. Beal),69,85
297,3,5:02.0,L. Ball misses 2-pt jump shot from 3 ft,,69,85
298,3,4:59.0,,Defensive rebound by M. Morris,69,85
299,3,4:45.0,Offensive charge foul by M. Morris (drawn by K. Caldwell-Pope),,69,85
300,3,4:45.0,,Turnover by M. Morris (offensive foul),69,85
301,3,4:37.0,Turnover by K. Kuzma (traveling),,69,85
302,3,4:37.0,,K. Oubre enters the game for M. Morris,69,85
303,3,4:26.0,,J. Wall misses 2-pt jump shot from 19 ft,69,85
304,3,4:23.0,Defensive rebound by B. Ingram,,69,85
305,3,4:20.0,K. Kuzma misses 2-pt layup at rim (block by J. Wall),,69,85
306,3,4:20.0,,Defensive rebound by K. Oubre,69,85
307,3,4:18.0,,Turnover by K. Oubre (out of bounds lost ball),69,85
308,3,4:18.0,J. Clarkson enters the game for L. Ball,,69,85
309,3,4:08.0,K. Caldwell-Pope misses 2-pt jump shot from 11 ft,,69,85
310,3,4:05.0,,Defensive rebound by K. Oubre,69,85
311,3,4:01.0,,J. Wall makes 2-pt jump shot from 3 ft,69,87
312,3,3:46.0,B. Ingram misses 2-pt jump shot from 19 ft,,69,87
313,3,3:46.0,Offensive rebound by J. Randle,,69,87
314,3,3:40.0,J. Randle misses 2-pt jump shot from 1 ft,,69,87
315,3,3:40.0,,Defensive rebound by K. Oubre,69,87
316,3,3:33.0,,B. Beal misses 3-pt jump shot from 25 ft,69,87
317,3,3:32.0,Defensive rebound by Team,,69,87
318,3,3:17.0,Turnover by B. Ingram (lost ball; steal by J. Wall),,69,87
319,3,3:09.0,,O. Porter misses 2-pt jump shot from 11 ft,69,87
320,3,3:04.0,Defensive rebound by J. Randle,,69,87
321,3,2:58.0,K. Kuzma misses 2-pt jump shot from 4 ft,,69,87
322,3,2:52.0,,Defensive rebound by J. Wall,69,87
323,3,2:39.0,,J. Wall makes 2-pt jump shot from 16 ft,69,89
324,3,2:37.0,LA Lakers full timeout,,69,89
325,3,2:37.0,,T. Frazier enters the game for J. Wall,69,89
326,3,2:37.0,T. Ennis enters the game for B. Ingram,,69,89
327,3,2:23.0,J. Clarkson misses 3-pt jump shot from 27 ft,,69,89
328,3,2:21.0,Offensive rebound by J. Randle,,69,89
329,3,2:21.0,Shooting foul by I. Mahinmi (drawn by J. Randle),,69,89
330,3,2:21.0,J. Randle misses free throw 1 of 2,,69,89
331,3,2:21.0,Offensive rebound by Team,,69,89
332,3,2:21.0,J. Randle makes free throw 2 of 2,,70,89
333,3,2:08.0,,Offensive foul by I. Mahinmi (drawn by T. Ennis),70,89
334,3,2:08.0,,Turnover by I. Mahinmi (offensive foul),70,89
335,3,2:00.0,Turnover by T. Ennis (bad pass),,70,89
336,3,1:42.0,,K. Oubre misses 3-pt jump shot from 26 ft,70,89
337,3,1:39.0,Defensive rebound by K. Kuzma,,70,89
338,3,1:29.0,Turnover by J. Randle (bad pass; steal by B. Beal),,70,89
339,3,1:14.0,,O. Porter makes 2-pt jump shot from 8 ft,70,91
340,3,0:59.0,K. Kuzma misses 3-pt jump shot from 24 ft,,70,91
341,3,0:57.0,Offensive rebound by Team,,70,91
342,3,0:53.0,J. Randle makes 2-pt layup at rim (assist by K. Caldwell-Pope),,72,91
343,3,0:53.0,Shooting foul by T. Frazier (drawn by J. Randle),,72,91
344,3,0:53.0,J. Randle makes free throw 1 of 1,,73,91
345,3,0:36.0,,Turnover by B. Beal (lost ball; steal by K. Caldwell-Pope),73,91
346,3,0:36.0,Personal foul by B. Beal (drawn by J. Randle),,73,91
347,3,0:36.0,J. Randle makes free throw 1 of 2,,74,91
348,3,0:36.0,J. Randle makes free throw 2 of 2,,75,91
349,3,0:31.0,,B. Beal misses 3-pt jump shot from 26 ft,75,91
350,3,0:26.0,Defensive rebound by J. Randle,,75,91
351,3,0:24.0,Shooting foul by T. Frazier (drawn by K. Kuzma),,75,91
352,3,0:24.0,K. Kuzma makes free throw 1 of 2,,76,91
353,3,0:24.0,K. Kuzma makes free throw 2 of 2,,77,91
354,3,0:00.0,,Turnover by Team (shot clock),77,91
355,4,11:43.0,,I. Mahinmi misses 2-pt layup from 4 ft (block by T. Ennis),77,91
356,4,11:43.0,,Offensive rebound by Team,77,91
357,4,11:41.0,,J. Meeks misses 2-pt jump shot from 17 ft,77,91
358,4,11:41.0,Defensive rebound by J. Randle,,77,91
359,4,11:27.0,J. Clarkson makes 2-pt jump shot from 3 ft,,79,91
360,4,10:57.0,,T. Frazier makes 2-pt jump shot from 21 ft,79,93
361,4,10:42.0,J. Clarkson misses 2-pt jump shot from 20 ft,,79,93
362,4,10:36.0,,Defensive rebound by O. Porter,79,93
363,4,10:28.0,,Turnover by T. Frazier (bad pass; steal by J. Randle),79,93
364,4,10:24.0,Shooting foul by I. Mahinmi (drawn by J. Randle),,79,93
365,4,10:24.0,,M. Gortat enters the game for I. Mahinmi,79,93
366,4,10:24.0,J. Randle makes free throw 1 of 2,,80,93
367,4,10:24.0,J. Randle misses free throw 2 of 2,,80,93
368,4,10:21.0,,Defensive rebound by M. Gortat,80,93
369,4,10:06.0,,J. Meeks misses 2-pt jump shot at rim,80,93
370,4,10:03.0,Defensive rebound by J. Randle,,80,93
371,4,9:49.0,J. Randle misses 2-pt jump shot from 16 ft,,80,93
372,4,9:45.0,,Defensive rebound by O. Porter,80,93
373,4,9:25.0,,J. Meeks misses 3-pt jump shot from 25 ft,80,93
374,4,9:21.0,Defensive rebound by J. Randle,,80,93
375,4,9:17.0,J. Clarkson misses 2-pt layup from 4 ft (block by T. Frazier),,80,93
376,4,9:17.0,,Defensive rebound by O. Porter,80,93
377,4,9:09.0,,K. Oubre misses 3-pt jump shot from 25 ft,80,93
378,4,9:09.0,Defensive rebound by J. Clarkson,,80,93
379,4,9:01.0,J. Clarkson misses 2-pt jump shot from 1 ft,,80,93
380,4,9:01.0,,Defensive rebound by M. Gortat,80,93
381,4,8:39.0,,J. Meeks misses 3-pt jump shot from 24 ft,80,93
382,4,8:35.0,Defensive rebound by J. Hart,,80,93
383,4,8:28.0,T. Ennis makes 2-pt jump shot from 17 ft,,82,93
384,4,8:27.0,,Washington full timeout,82,93
385,4,8:27.0,,J. Wall enters the game for T. Frazier,82,93
386,4,8:10.0,,Turnover by O. Porter (lost ball; steal by T. Ennis),82,93
