,QUARTER,TIME_REMAINING,HOUSTON_ACTION,CLEVELAND_ACTION,HOUSTON_SCORE,CLEVELAND_SCORE
201,2,0:49.0,N. Hilário misses free throw 1 of 1,,65,39
202,2,0:46.0,Offensive rebound by P. Tucker,,65,39
203,2,0:34.0,J. Harden misses 3-pt jump shot from 30 ft,,65,39
204,2,0:31.0,,Defensive rebound by L. James,65,39
205,2,0:10.0,,J. Green misses 3-pt jump shot from 28 ft,65,39
206,2,0:07.0,Defensive rebound by N. Hilário,,65,39
207,2,0:01.0,C. Paul misses 3-pt jump shot from 28 ft,,65,39
208,2,0:00.0,,Defensive rebound by L. James,65,39
209,3,11:45.0,,L. James makes 3-pt jump shot from 26 ft (assist by I. Thomas),65,42
210,3,11:30.0,R. Anderson makes 3-pt jump shot from 30 ft (assist by C. Paul),,68,42
211,3,11:10.0,,I. Thomas makes 2-pt layup at rim (assist by L. James),68,44
212,3,10:54.0,J. Harden makes 3-pt jump shot from 23 ft,,71,44
213,3,10:38.0,,J. Smith makes 3-pt jump shot from 24 ft (assist by L. James),71,47
214,3,10:23.0,R. Anderson misses 3-pt jump shot from 30 ft,,71,47
215,3,10:21.0,,Defensive rebound by J. Smith,71,47
216,3,10:12.0,,J. Smith misses 3-pt jump shot from 26 ft,71,47
217,3,10:10.0,Defensive rebound by C. Paul,,71,47
218,3,10:05.0,C. Paul makes 3-pt jump shot from 26 ft,,74,47
219,3,9:54.0,,J. Crowder makes 2-pt jump shot from 22 ft (assist by I. Thomas),74,49
220,3,9:35.0,J. Harden misses 3-pt jump shot from 25 ft,,74,49
221,3,9:33.0,,Defensive rebound by J. Smith,74,49
222,3,9:29.0,,Personal foul by C. Paul (drawn by T. Thompson),74,49
223,3,9:25.0,,Turnover by I. Thomas (bad pass; steal by C. Paul),74,49
224,3,9:19.0,L. Mbah a Moute makes 2-pt layup from 1 ft (assist by J. Harden),,76,49
225,3,9:05.0,,L. James misses 3-pt jump shot from 27 ft,76,49
226,3,9:02.0,Defensive rebound by J. Harden,,76,49
227,3,8:51.0,C. Paul makes 3-pt jump shot from 33 ft (assist by J. Harden),,79,49
228,3,8:21.0,,I. Thomas misses 3-pt jump shot from 25 ft,79,49
229,3,8:17.0,Defensive rebound by J. Harden,,79,49
230,3,8:10.0,C. Capela misses 2-pt layup at rim,,79,49
231,3,8:07.0,,Defensive rebound by T. Thompson,79,49
232,3,8:03.0,,L. James misses 2-pt jump shot from 9 ft,79,49
233,3,8:01.0,Defensive rebound by L. Mbah a Moute,,79,49
234,3,7:37.0,J. Harden makes 2-pt jump shot from 18 ft,,81,49
235,3,7:24.0,,Turnover by I. Thomas (bad pass; steal by R. Anderson),81,49
236,3,7:23.0,Personal foul by J. Crowder (drawn by C. Paul),,81,49
237,3,7:15.0,C. Paul misses 3-pt jump shot from 31 ft,,81,49
238,3,7:13.0,,Defensive rebound by I. Thomas,81,49
239,3,7:11.0,,Shooting foul by C. Paul (drawn by J. Smith),81,49
240,3,7:11.0,,J. Smith makes free throw 1 of 2,81,50
241,3,7:11.0,,J. Smith misses free throw 2 of 2,81,50
242,3,7:08.0,Defensive rebound by L. Mbah a Moute,,81,50
243,3,7:05.0,Shooting foul by J. Smith (drawn by J. Harden),,81,50
244,3,7:05.0,J. Harden makes free throw 1 of 2,,82,50
245,3,7:05.0,J. Harden makes free throw 2 of 2,,83,50
246,3,6:43.0,,J. Crowder misses 2-pt jump shot from 20 ft,83,50
247,3,6:40.0,Defensive rebound by C. Paul,,83,50
248,3,6:26.0,C. Paul makes 2-pt jump shot from 8 ft,,85,50
249,3,6:17.0,,Personal foul by C. Paul (drawn by J. Crowder),85,50
250,3,6:17.0,,Cleveland full timeout,85,50
251,3,6:17.0,P. Tucker enters the game for C. Paul,,85,50
252,3,6:17.0,G. Green enters the game for R. Anderson,,85,50
253,3,6:06.0,,L. James misses 2-pt jump shot from 13 ft,85,50
254,3,6:01.0,Defensive rebound by P. Tucker,,85,50
255,3,5:45.0,J. Harden misses 3-pt jump shot from 29 ft,,85,50
256,3,5:42.0,,Defensive rebound by J. Smith,85,50
257,3,5:39.0,,Personal foul by G. Green (drawn by J. Smith),85,50
258,3,5:39.0,Houston full timeout,,85,50
259,3,5:23.0,,J. Crowder makes 3-pt jump shot from 23 ft (assist by I. Thomas),85,53
260,3,4:55.0,J. Harden misses 3-pt jump shot from 35 ft,,85,53
261,3,4:53.0,,Defensive rebound by I. Thomas,85,53
262,3,4:47.0,,I. Thomas makes 2-pt layup from 1 ft,85,55
263,3,4:30.0,G. Green misses 2-pt jump shot from 19 ft,,85,55
264,3,4:30.0,,Defensive rebound by J. Crowder,85,55
265,3,4:21.0,,Shooting foul by G. Green (drawn by L. James),85,55
266,3,4:21.0,,L. James makes free throw 1 of 2,85,56
267,3,4:21.0,N. Hilário enters the game for C. Capela,,85,56
268,3,4:21.0,,L. James makes free throw 2 of 2,85,57
269,3,4:14.0,Turnover by J. Harden (lost ball; steal by T. Thompson),,85,57
270,3,4:04.0,,Shooting foul by G. Green (drawn by I. Thomas),85,57
271,3,4:04.0,,I. Thomas makes free throw 1 of 2,85,58
272,3,4:04.0,R. Anderson enters the game for G. Green,,85,58
273,3,4:04.0,,I. Thomas makes free throw 2 of 2,85,59
274,3,3:37.0,J. Harden misses 2-pt jump shot from 10 ft,,85,59
275,3,3:33.0,Offensive rebound by N. Hilário,,85,59
276,3,3:28.0,L. Mbah a Moute misses 3-pt jump shot from 23 ft,,85,59
277,3,3:27.0,Offensive rebound by Team,,85,59
278,3,3:27.0,,Loose ball foul by J. Crowder (drawn by N. Hilário),85,59
279,3,3:14.0,Shooting foul by J. Crowder (drawn by L. Mbah a Moute),,85,59
280,3,3:14.0,L. Mbah a Moute makes free throw 1 of 2,,86,59
281,3,3:14.0,L. Mbah a Moute makes free throw 2 of 2,,87,59
282,3,2:55.0,,J. Crowder misses 3-pt jump shot from 23 ft,87,59
283,3,2:52.0,Defensive rebound by N. Hilário,,87,59
284,3,2:46.0,L. Mbah a Moute misses 2-pt layup from 2 ft (block by J. Smith),,87,59
285,3,2:42.0,Offensive rebound by R. Anderson,,87,59
286,3,2:29.0,J. Harden misses 3-pt jump shot from 31 ft,,87,59
287,3,2:27.0,Offensive rebound by P. Tucker,,87,59
288,3,2:23.0,R. Anderson makes 3-pt jump shot from 26 ft (assist by P. Tucker),,90,59
289,3,2:11.0,,T. Thompson makes 2-pt layup from 1 ft (assist by J. Smith),90,61
290,3,2:00.0,P. Tucker makes 3-pt jump shot from 24 ft (assist by R. Anderson),,93,61
291,3,1:59.0,,Cleveland full timeout,93,61
292,3,1:59.0,G. Green enters the game for L. Mbah a Moute,,93,61
293,3,1:43.0,,I. Thomas makes 2-pt jump shot from 8 ft (assist by L. James),93,63
294,3,1:33.0,G. Green misses 3-pt jump shot from 27 ft,,93,63
295,3,1:28.0,,Defensive rebound by T. Thompson,93,63
296,3,1:23.0,,J. Crowder makes 3-pt jump shot from 25 ft (assist by L. James),93,66
297,3,1:10.0,Shooting foul by J. Smith (drawn by N. Hilário),,93,66
298,3,1:10.0,N. Hilário makes free throw 1 of 2,,94,66
299,3,1:10.0,N. Hilário misses free throw 2 of 2,,94,66
300,3,1:08.0,,Defensive rebound by L. James,94,66
301,3,1:00.0,,Shooting foul by N. Hilário (drawn by T. Thompson),94,66
302,3,1:00.0,,T. Thompson misses free throw 1 of 2,94,66
303,3,1:00.0,,Offensive rebound by Team,94,66
304,3,1:00.0,,T. Thompson makes free throw 2 of 2,94,67
305,3,0:50.0,Turnover by J. Harden (bad pass; steal by L. James),,94,67
306,3,0:45.0,,Turnover by L. James (bad pass; steal by J. Harden),94,67
307,3,0:40.0,Turnover by J. Harden (bad pass; steal by L. James),,94,67
308,3,0:29.0,,I. Thomas misses 2-pt jump shot from 16 ft,94,67
309,3,0:27.0,Defensive rebound by J. Harden,,94,67
310,3,0:06.0,G. Green makes 3-pt jump shot from 26 ft (assist by N. Hilário),,97,67
311,3,0:00.0,,T. Thompson makes 2-pt jump shot from 17 ft (assist by L. James),97,69
312,4,11:42.0,Shooting foul by J. Green (drawn by R. Anderson),,97,69
313,4,11:42.0,R. Anderson misses free throw 1 of 3,,97,69
314,4,11:42.0,Offensive rebound by Team,,97,69
315,4,11:42.0,R. Anderson makes free throw 2 of 3,,98,69
316,4,11:42.0,R. Anderson makes free throw 3 of 3,,99,69
317,4,11:30.0,,K. Korver makes 3-pt jump shot from 28 ft (assist by J. Green),99,72
318,4,11:15.0,Offensive foul by N. Hilário (drawn by C. Frye),,99,72
319,4,11:15.0,Turnover by N. Hilário (offensive foul),,99,72
320,4,11:07.0,,D. Rose misses 3-pt jump shot from 23 ft,99,72
321,4,11:05.0,Defensive rebound by N. Hilário,,99,72
322,4,10:51.0,G. Green makes 3-pt jump shot from 30 ft,,102,72
323,4,10:37.0,,D. Wade misses 2-pt jump shot from 12 ft,102,72
324,4,10:34.0,Defensive rebound by R. Anderson,,102,72
325,4,10:28.0,C. Paul misses 2-pt jump shot from 8 ft,,102,72
326,4,10:27.0,Offensive rebound by Team,,102,72
327,4,10:27.0,,Loose ball foul by D. Wade (drawn by N. Hilário),102,72
328,4,10:21.0,P. Tucker misses 3-pt jump shot from 24 ft,,102,72
329,4,10:21.0,,Defensive rebound by C. Frye,102,72
330,4,10:17.0,,Personal foul by P. Tucker (drawn by D. Rose),102,72
331,4,10:06.0,,J. Green makes 2-pt jump shot from 6 ft (assist by D. Rose),102,74
332,4,9:54.0,R. Anderson misses 3-pt jump shot from 28 ft,,102,74
333,4,9:50.0,,Defensive rebound by C. Frye,102,74
334,4,9:36.0,,Turnover by D. Rose (lost ball; steal by G. Green),102,74
335,4,9:36.0,Personal foul by D. Rose (drawn by G. Green),,102,74
336,4,9:21.0,R. Anderson makes 2-pt dunk from 1 ft (assist by N. Hilário),,104,74
337,4,9:00.0,,J. Green misses 2-pt jump shot from 22 ft,104,74
338,4,9:00.0,Defensive rebound by C. Paul,,104,74
339,4,8:50.0,R. Anderson makes 3-pt jump shot from 23 ft (assist by C. Paul),,107,74
340,4,8:32.0,,D. Rose misses 2-pt jump shot from 9 ft,107,74
341,4,8:29.0,Defensive rebound by C. Paul,,107,74
342,4,8:22.0,G. Green misses 3-pt jump shot from 27 ft,,107,74
343,4,8:19.0,Offensive rebound by C. Paul,,107,74
344,4,8:12.0,N. Hilário makes 2-pt dunk at rim (assist by C. Paul),,109,74
345,4,8:12.0,,Cleveland full timeout,109,74
346,4,8:12.0,J. Harden enters the game for N. Hilário,,109,74
347,4,8:12.0,C. Capela enters the game for C. Paul,,109,74
348,4,8:01.0,,D. Wade misses 2-pt jump shot from 17 ft,109,74
349,4,7:59.0,Defensive rebound by C. Capela,,109,74
350,4,7:39.0,P. Tucker misses 3-pt jump shot from 23 ft,,109,74
351,4,7:37.0,,Defensive rebound by Team,109,74
352,4,7:28.0,,C. Frye misses 3-pt jump shot from 25 ft,109,74
353,4,7:24.0,Defensive rebound by C. Capela,,109,74
354,4,7:16.0,G. Green misses 3-pt jump shot from 22 ft,,109,74
355,4,7:10.0,,Defensive rebound by J. Green,109,74
356,4,7:07.0,,D. Rose makes 2-pt layup at rim (assist by J. Green),109,76
357,4,6:56.0,,Violation by D. Rose (kicked ball),109,76
358,4,6:44.0,Shooting foul by J. Green (drawn by C. Capela),,109,76
359,4,6:44.0,C. Capela makes free throw 1 of 2,,110,76
360,4,6:44.0,C. Capela makes free throw 2 of 2,,111,76
361,4,6:38.0,,Offensive foul by J. Green (drawn by J. Harden),111,76
362,4,6:38.0,,Turnover by J. Green (offensive foul),111,76
363,4,6:38.0,,C. Osman enters the game for K. Korver,111,76
364,4,6:26.0,J. Harden misses 3-pt jump shot from 28 ft,,111,76
365,4,6:22.0,,Defensive rebound by C. Frye,111,76
366,4,6:16.0,,D. Rose misses 2-pt jump shot from 21 ft,111,76
367,4,6:11.0,Defensive rebound by C. Capela,,111,76
368,4,5:54.0,J. Harden misses 3-pt jump shot from 27 ft,,111,76
369,4,5:50.0,,Defensive rebound by C. Osman,111,76
370,4,5:42.0,,D. Wade makes 2-pt layup at rim (assist by C. Osman),111,78
371,4,5:26.0,C. Capela misses 2-pt jump shot from 6 ft,,111,78
372,4,5:25.0,,Defensive rebound by C. Frye,111,78
373,4,5:24.0,,Turnover by C. Frye (bad pass),111,78
374,4,5:24.0,M. Brown enters the game for J. Harden,,111,78
375,4,5:24.0,T. Black enters the game for C. Capela,,111,78
376,4,5:12.0,M. Brown misses 3-pt jump shot from 24 ft,,111,78
377,4,5:08.0,,Defensive rebound by C. Frye,111,78
378,4,5:00.0,,D. Wade misses 2-pt jump shot from 11 ft,111,78
379,4,4:58.0,Defensive rebound by R. Anderson,,111,78
380,4,4:41.0,G. Green makes 2-pt dunk from 1 ft,,113,78
381,4,4:23.0,,J. Green makes 2-pt dunk from 1 ft,113,80
382,4,4:01.0,R. Anderson misses 2-pt jump shot from 18 ft,,113,80
383,4,3:58.0,,Defensive rebound by C. Frye,113,80
384,4,3:53.0,,C. Osman makes 2-pt jump shot from 14 ft (assist by D. Wade),113,82
385,4,3:36.0,M. Brown makes 2-pt jump shot from 14 ft,,115,82
386,4,3:26.0,,Shooting foul by G. Green (drawn by C. Frye),115,82
387,4,3:26.0,,C. Frye makes free throw 1 of 2,115,83
388,4,3:26.0,,J. Calderón enters the game for D. Wade,115,83
389,4,3:26.0,L. Mbah a Moute enters the game for R. Anderson,,115,83
390,4,3:26.0,,C. Frye misses free throw 2 of 2,115,83
391,4,3:24.0,Defensive rebound by P. Tucker,,115,83
