,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,BROOKLYN_ACTION,MINNESOTA_SCORE,BROOKLYN_SCORE
96,2,11:44.0,Defensive rebound by K. Towns,,22,24
97,2,11:33.0,Offensive foul by G. Dieng (drawn by J. Okafor),,22,24
98,2,11:33.0,Turnover by G. Dieng (offensive foul),,22,24
99,2,11:11.0,Offensive charge foul by A. Crabbe (drawn by G. Dieng),,22,24
100,2,11:11.0,,Turnover by A. Crabbe (offensive foul),22,24
101,2,10:55.0,G. Dieng misses 2-pt jump shot from 19 ft,,22,24
102,2,10:53.0,,Defensive rebound by N. Stauskas,22,24
103,2,10:40.0,,J. Okafor misses 2-pt layup from 2 ft (block by G. Dieng),22,24
104,2,10:40.0,Defensive rebound by Team,,22,24
105,2,10:27.0,A. Brooks misses 2-pt jump shot from 7 ft,,22,24
106,2,10:25.0,,Defensive rebound by J. Okafor,22,24
107,2,10:19.0,,Shooting foul by G. Dieng (drawn by J. Harris),22,24
108,2,10:19.0,,J. Harris misses free throw 1 of 2,22,24
109,2,10:19.0,,Offensive rebound by Team,22,24
110,2,10:19.0,,J. Harris makes free throw 2 of 2,22,25
111,2,10:07.0,K. Towns misses 3-pt jump shot from 25 ft,,22,25
112,2,10:04.0,,Defensive rebound by A. Crabbe,22,25
113,2,9:47.0,,A. Crabbe misses 2-pt jump shot from 19 ft,22,25
114,2,9:43.0,Defensive rebound by G. Dieng,,22,25
115,2,9:38.0,J. Crawford makes 2-pt jump shot from 14 ft (assist by A. Brooks),,24,25
116,2,9:25.0,,N. Stauskas misses 2-pt jump shot from 22 ft,24,25
117,2,9:25.0,Defensive rebound by G. Dieng,,24,25
118,2,9:15.0,J. Crawford makes 2-pt jump shot from 20 ft,,26,25
119,2,8:59.0,,J. Okafor makes 2-pt layup from 4 ft,26,27
120,2,8:46.0,J. Crawford misses 2-pt jump shot from 21 ft,,26,27
121,2,8:43.0,,Defensive rebound by J. Okafor,26,27
122,2,8:30.0,,Turnover by J. Okafor (traveling),26,27
123,2,8:20.0,K. Towns misses 3-pt jump shot from 24 ft,,26,27
124,2,8:16.0,,Defensive rebound by N. Stauskas,26,27
125,2,8:09.0,,J. Harris makes 3-pt jump shot from 24 ft (assist by Q. Acy),26,30
126,2,7:52.0,Turnover by J. Crawford (bad pass; steal by A. Crabbe),,26,30
127,2,7:52.0,Loose ball foul by J. Crawford (drawn by A. Crabbe),,26,30
128,2,7:37.0,,Q. Acy makes 2-pt dunk at rim (assist by A. Crabbe),26,32
129,2,7:31.0,Minnesota full timeout,,26,32
130,2,7:31.0,,D. Carroll enters the game for J. Harris,26,32
131,2,7:31.0,T. Gibson enters the game for N. Bjelica,,26,32
132,2,7:31.0,J. Butler enters the game for G. Dieng,,26,32
133,2,7:31.0,T. Jones enters the game for A. Brooks,,26,32
134,2,7:24.0,J. Butler misses 2-pt layup at rim,,26,32
135,2,7:23.0,Offensive rebound by T. Gibson,,26,32
136,2,7:23.0,Shooting foul by A. Crabbe (drawn by T. Gibson),,26,32
137,2,7:23.0,T. Gibson misses free throw 1 of 2,,26,32
138,2,7:23.0,Offensive rebound by Team,,26,32
139,2,7:23.0,T. Gibson makes free throw 2 of 2,,27,32
140,2,7:10.0,,A. Crabbe misses 3-pt jump shot from 25 ft,27,32
141,2,7:08.0,,Offensive rebound by Q. Acy,27,32
142,2,7:04.0,,A. Crabbe misses 2-pt jump shot from 13 ft,27,32
143,2,7:03.0,Defensive rebound by Team,,27,32
144,2,6:48.0,J. Butler misses 2-pt jump shot from 14 ft,,27,32
145,2,6:47.0,Offensive rebound by J. Butler,,27,32
146,2,6:47.0,Shooting foul by D. Carroll (drawn by J. Butler),,27,32
147,2,6:47.0,J. Butler makes free throw 1 of 2,,28,32
148,2,6:47.0,J. Butler misses free throw 2 of 2,,28,32
149,2,6:44.0,,Defensive rebound by N. Stauskas,28,32
150,2,6:37.0,,Turnover by N. Stauskas (step out of bounds),28,32
151,2,6:23.0,J. Butler makes 2-pt jump shot from 15 ft,,30,32
152,2,5:58.0,,D. Carroll makes 2-pt dunk at rim,30,34
153,2,5:43.0,Shooting foul by J. Okafor (drawn by J. Butler),,30,34
154,2,5:43.0,J. Butler makes free throw 1 of 2,,31,34
155,2,5:43.0,,J. Allen enters the game for J. Okafor,31,34
156,2,5:43.0,,S. Dinwiddie enters the game for Q. Acy,31,34
157,2,5:43.0,J. Butler makes free throw 2 of 2,,32,34
158,2,5:43.0,,R. Hollis-Jefferson enters the game for A. Crabbe,32,34
159,2,5:25.0,,R. Hollis-Jefferson makes 2-pt layup from 1 ft (assist by S. Dinwiddie),32,36
160,2,5:07.0,K. Towns misses 2-pt layup from 1 ft,,32,36
161,2,5:05.0,Offensive rebound by K. Towns,,32,36
162,2,5:05.0,K. Towns makes 2-pt dunk from 1 ft,,34,36
163,2,4:48.0,,R. Hollis-Jefferson misses 2-pt layup from 1 ft (block by T. Gibson),34,36
164,2,4:48.0,,Offensive rebound by Team,34,36
165,2,4:38.0,,D. Carroll misses 3-pt jump shot from 24 ft,34,36
166,2,4:36.0,Defensive rebound by J. Crawford,,34,36
167,2,4:32.0,J. Crawford misses 3-pt jump shot from 25 ft,,34,36
168,2,4:29.0,,Defensive rebound by J. Allen,34,36
169,2,4:22.0,,N. Stauskas makes 2-pt layup from 1 ft (assist by S. Dinwiddie),34,38
170,2,4:01.0,Turnover by J. Butler (bad pass; steal by S. Dinwiddie),,34,38
171,2,3:43.0,,R. Hollis-Jefferson misses 2-pt jump shot from 10 ft,34,38
172,2,3:41.0,Defensive rebound by K. Towns,,34,38
173,2,3:39.0,,J. Harris enters the game for N. Stauskas,34,38
174,2,3:39.0,A. Wiggins enters the game for J. Crawford,,34,38
175,2,3:29.0,K. Towns misses 2-pt jump shot from 13 ft,,34,38
176,2,3:26.0,,Defensive rebound by D. Carroll,34,38
177,2,3:22.0,,S. Dinwiddie makes 3-pt jump shot from 25 ft (assist by D. Carroll),34,41
178,2,2:54.0,T. Gibson misses 2-pt hook shot from 1 ft,,34,41
179,2,2:52.0,,Defensive rebound by J. Harris,34,41
180,2,2:45.0,,D. Carroll misses 2-pt jump shot from 10 ft,34,41
181,2,2:45.0,,Offensive rebound by R. Hollis-Jefferson,34,41
182,2,2:32.0,,J. Allen makes 2-pt dunk from 1 ft (assist by J. Harris),34,43
183,2,2:05.0,K. Towns makes 2-pt hook shot from 7 ft,,36,43
184,2,1:44.0,,Turnover by S. Dinwiddie (bad pass),36,43
185,2,1:44.0,,Brooklyn full timeout,36,43
186,2,1:30.0,A. Wiggins makes 3-pt jump shot from 25 ft (assist by T. Gibson),,39,43
187,2,1:16.0,,Turnover by J. Harris (bad pass; steal by T. Jones),39,43
188,2,1:11.0,T. Jones misses 2-pt layup from 1 ft,,39,43
189,2,1:10.0,Offensive rebound by J. Butler,,39,43
190,2,1:10.0,J. Butler makes 2-pt layup from 2 ft,,41,43
191,2,0:56.0,,S. Dinwiddie makes 2-pt layup from 1 ft,41,45
192,2,0:41.0,T. Gibson makes 2-pt jump shot from 15 ft (assist by J. Butler),,43,45
193,2,0:21.0,,Turnover by D. Carroll (bad pass; steal by J. Butler),43,45
194,2,0:15.0,J. Butler misses 2-pt layup from 3 ft,,43,45
195,2,0:13.0,,Defensive rebound by R. Hollis-Jefferson,43,45
196,2,0:02.0,,Personal take foul by T. Gibson (drawn by S. Dinwiddie),43,45
197,2,0:00.0,,S. Dinwiddie makes 3-pt jump shot from 33 ft,43,48
198,3,11:44.0,,A. Crabbe makes 3-pt jump shot from 24 ft (assist by S. Dinwiddie),43,51
199,3,11:31.0,Offensive foul by T. Jones (drawn by R. Hollis-Jefferson),,43,51
200,3,11:31.0,Turnover by T. Jones (offensive foul),,43,51
201,3,11:08.0,,Personal foul by A. Wiggins (drawn by S. Dinwiddie),43,51
202,3,10:57.0,,D. Carroll misses 2-pt jump shot from 11 ft,43,51
203,3,10:52.0,,Offensive rebound by T. Zeller,43,51
204,3,10:52.0,,T. Zeller makes 2-pt layup at rim,43,53
205,3,10:39.0,J. Butler misses 3-pt jump shot from 24 ft,,43,53
206,3,10:37.0,,Defensive rebound by A. Crabbe,43,53
207,3,10:30.0,,T. Zeller makes 2-pt hook shot from 5 ft (assist by S. Dinwiddie),43,55
208,3,10:29.0,Minnesota full timeout,,43,55
209,3,10:08.0,K. Towns misses 2-pt jump shot from 8 ft,,43,55
210,3,10:07.0,,Defensive rebound by Team,43,55
211,3,9:46.0,,S. Dinwiddie misses 2-pt jump shot from 19 ft,43,55
212,3,9:43.0,Defensive rebound by T. Gibson,,43,55
213,3,9:28.0,J. Butler makes 2-pt jump shot from 18 ft,,45,55
214,3,9:03.0,,R. Hollis-Jefferson misses 2-pt jump shot from 14 ft,45,55
215,3,9:00.0,Defensive rebound by T. Gibson,,45,55
216,3,8:50.0,A. Wiggins misses 3-pt jump shot from 25 ft,,45,55
217,3,8:46.0,Offensive rebound by K. Towns,,45,55
218,3,8:44.0,K. Towns makes 2-pt layup from 1 ft,,47,55
219,3,8:31.0,,A. Crabbe misses 3-pt jump shot from 25 ft,47,55
220,3,8:28.0,Defensive rebound by T. Gibson,,47,55
221,3,8:22.0,A. Wiggins misses 2-pt jump shot from 8 ft,,47,55
222,3,8:20.0,,Defensive rebound by A. Crabbe,47,55
223,3,8:15.0,Offensive charge foul by R. Hollis-Jefferson (drawn by J. Butler),,47,55
224,3,8:15.0,,Turnover by R. Hollis-Jefferson (offensive foul),47,55
225,3,7:55.0,Shooting foul by T. Zeller (drawn by J. Butler),,47,55
226,3,7:55.0,J. Butler misses free throw 1 of 2,,47,55
227,3,7:55.0,Offensive rebound by Team,,47,55
228,3,7:55.0,J. Butler makes free throw 2 of 2,,48,55
229,3,7:42.0,,Turnover by S. Dinwiddie (bad pass; steal by T. Jones),48,55
230,3,7:40.0,T. Jones makes 2-pt dunk from 1 ft,,50,55
231,3,7:40.0,,Brooklyn full timeout,50,55
232,3,7:24.0,,S. Dinwiddie makes 3-pt jump shot from 27 ft (assist by R. Hollis-Jefferson),50,58
233,3,7:03.0,A. Wiggins misses 2-pt jump shot from 9 ft,,50,58
234,3,7:00.0,,Defensive rebound by R. Hollis-Jefferson,50,58
235,3,6:59.0,Offensive charge foul by R. Hollis-Jefferson (drawn by K. Towns),,50,58
236,3,6:59.0,,Turnover by R. Hollis-Jefferson (offensive foul),50,58
237,3,6:40.0,Shooting block foul by T. Zeller (drawn by T. Gibson),,50,58
238,3,6:40.0,T. Gibson misses free throw 1 of 2,,50,58
239,3,6:40.0,Offensive rebound by Team,,50,58
240,3,6:40.0,T. Gibson makes free throw 2 of 2,,51,58
241,3,6:22.0,,A. Crabbe misses 3-pt jump shot from 25 ft,51,58
242,3,6:19.0,Defensive rebound by Team,,51,58
243,3,6:07.0,T. Jones makes 2-pt jump shot from 12 ft,,53,58
244,3,5:47.0,,D. Carroll makes 2-pt layup from 4 ft,53,60
245,3,5:32.0,K. Towns makes 2-pt dunk at rim (assist by T. Jones),,55,60
246,3,5:16.0,,Offensive foul by R. Hollis-Jefferson,55,60
247,3,5:16.0,,Turnover by R. Hollis-Jefferson (offensive foul),55,60
248,3,5:16.0,,Technical foul by R. Hollis-Jefferson,55,60
249,3,5:16.0,J. Butler makes technical free throw,,56,60
250,3,5:16.0,,J. Allen enters the game for R. Hollis-Jefferson,56,60
251,3,5:16.0,,J. Harris enters the game for T. Zeller,56,60
252,3,5:16.0,,Q. Acy enters the game for A. Crabbe,56,60
253,3,5:00.0,A. Wiggins misses 2-pt layup from 1 ft,,56,60
254,3,4:57.0,Offensive rebound by A. Wiggins,,56,60
255,3,4:57.0,A. Wiggins makes 2-pt layup at rim,,58,60
256,3,4:36.0,,D. Carroll misses 2-pt jump shot from 13 ft,58,60
257,3,4:33.0,Defensive rebound by K. Towns,,58,60
258,3,4:28.0,T. Gibson misses 2-pt layup from 2 ft (block by D. Carroll),,58,60
259,3,4:28.0,Offensive rebound by Team,,58,60
260,3,4:28.0,,N. Stauskas enters the game for D. Carroll,58,60
261,3,4:22.0,T. Jones misses 2-pt jump shot from 10 ft,,58,60
262,3,4:18.0,,Defensive rebound by J. Harris,58,60
263,3,4:07.0,,Shooting foul by J. Butler (drawn by S. Dinwiddie),58,60
264,3,4:07.0,,S. Dinwiddie makes free throw 1 of 2,58,61
265,3,4:07.0,,S. Dinwiddie makes free throw 2 of 2,58,62
266,3,3:52.0,J. Butler makes 2-pt jump shot from 7 ft,,60,62
267,3,3:43.0,,N. Stauskas misses 3-pt jump shot from 25 ft,60,62
268,3,3:41.0,Defensive rebound by A. Wiggins,,60,62
269,3,3:35.0,A. Wiggins makes 2-pt layup at rim,,62,62
270,3,3:20.0,,Turnover by J. Harris (lost ball; steal by A. Wiggins),62,62
271,3,3:14.0,Shooting foul by Q. Acy (drawn by J. Butler),,62,62
272,3,3:14.0,J. Butler makes free throw 1 of 2,,63,62
273,3,3:14.0,N. Bjelica enters the game for K. Towns,,63,62
274,3,3:14.0,G. Dieng enters the game for T. Gibson,,63,62
275,3,3:14.0,J. Butler makes free throw 2 of 2,,64,62
276,3,2:59.0,J. Crawford enters the game for J. Butler,,64,62
277,3,2:54.0,,S. Dinwiddie misses 3-pt jump shot from 25 ft,64,62
278,3,2:51.0,Defensive rebound by J. Crawford,,64,62
279,3,2:41.0,J. Crawford makes 2-pt jump shot from 21 ft,,66,62
280,3,2:39.0,,Brooklyn full timeout,66,62
281,3,2:39.0,,A. Crabbe enters the game for S. Dinwiddie,66,62
282,3,2:21.0,,J. Allen misses 2-pt dunk at rim,66,62
283,3,2:19.0,Defensive rebound by J. Crawford,,66,62
284,3,2:13.0,J. Crawford misses 2-pt jump shot from 20 ft,,66,62
285,3,2:10.0,,Defensive rebound by J. Allen,66,62
286,3,2:01.0,,J. Allen makes 2-pt dunk at rim (assist by N. Stauskas),66,64
287,3,1:45.0,T. Jones makes 2-pt jump shot from 8 ft,,68,64
288,3,1:45.0,Shooting foul by N. Stauskas (drawn by T. Jones),,68,64
289,3,1:45.0,T. Jones makes free throw 1 of 1,,69,64
290,3,1:32.0,,A. Crabbe makes 2-pt jump shot from 10 ft,69,66
291,3,1:08.0,T. Jones misses 3-pt jump shot from 25 ft,,69,66
292,3,1:06.0,,Defensive rebound by J. Allen,69,66
293,3,0:47.0,,J. Harris makes 3-pt jump shot from 24 ft (assist by Q. Acy),69,69
294,3,0:26.0,Shooting foul by J. Allen (drawn by G. Dieng),,69,69
295,3,0:26.0,G. Dieng makes free throw 1 of 2,,70,69
296,3,0:26.0,,S. Dinwiddie enters the game for J. Allen,70,69
297,3,0:26.0,M. Georges-Hunt enters the game for J. Crawford,,70,69
298,3,0:26.0,G. Dieng makes free throw 2 of 2,,71,69
299,3,0:05.0,,S. Dinwiddie makes 2-pt layup from 1 ft,71,71
300,3,0:00.0,A. Wiggins makes 2-pt jump shot from 19 ft,,73,71
301,4,11:46.0,Shooting foul by A. Crabbe (drawn by J. Butler),,73,71
302,4,11:46.0,J. Butler makes free throw 1 of 2,,74,71
303,4,11:46.0,J. Butler makes free throw 2 of 2,,75,71
304,4,11:32.0,,Q. Acy makes 3-pt jump shot from 22 ft (assist by N. Stauskas),75,74
305,4,11:19.0,Personal foul by A. Crabbe (drawn by J. Butler),,75,74
306,4,11:12.0,J. Crawford misses 2-pt jump shot from 17 ft,,75,74
307,4,11:08.0,Offensive rebound by G. Dieng,,75,74
308,4,11:00.0,J. Crawford makes 2-pt jump shot from 18 ft,,77,74
309,4,10:41.0,,Brooklyn full timeout,77,74
310,4,10:37.0,,J. Harris misses 3-pt jump shot from 24 ft,77,74
311,4,10:36.0,Defensive rebound by Team,,77,74
312,4,10:36.0,,Loose ball foul by J. Okafor (drawn by G. Dieng),77,74
313,4,10:24.0,K. Towns misses 3-pt jump shot from 22 ft,,77,74
314,4,10:23.0,,Defensive rebound by Team,77,74
315,4,10:23.0,Loose ball foul by N. Bjelica (drawn by J. Harris),,77,74
316,4,10:23.0,,S. Dinwiddie enters the game for N. Stauskas,77,74
317,4,10:04.0,,J. Okafor misses 2-pt layup from 1 ft,77,74
318,4,10:01.0,Defensive rebound by G. Dieng,,77,74
319,4,9:51.0,Turnover by J. Butler (lost ball; steal by A. Crabbe),,77,74
320,4,9:47.0,,S. Dinwiddie makes 3-pt jump shot from 24 ft (assist by A. Crabbe),77,77
321,4,9:17.0,J. Butler makes 2-pt jump shot from 14 ft,,79,77
322,4,8:56.0,,J. Harris makes 2-pt layup from 1 ft (assist by Q. Acy),79,79
323,4,8:56.0,Minnesota full timeout,,79,79
324,4,8:56.0,A. Wiggins enters the game for N. Bjelica,,79,79
325,4,8:43.0,Shooting foul by A. Crabbe (drawn by J. Butler),,79,79
326,4,8:43.0,J. Butler makes free throw 1 of 2,,80,79
327,4,8:43.0,,D. Carroll enters the game for A. Crabbe,80,79
328,4,8:43.0,J. Butler makes free throw 2 of 2,,81,79
329,4,8:27.0,,Turnover by S. Dinwiddie (bad pass; steal by J. Crawford),81,79
330,4,8:10.0,G. Dieng makes 2-pt jump shot from 21 ft (assist by J. Crawford),,83,79
331,4,7:56.0,,Personal foul by G. Dieng (drawn by J. Okafor),83,79
332,4,7:43.0,,Q. Acy makes 3-pt jump shot from 25 ft (assist by S. Dinwiddie),83,82
333,4,7:25.0,J. Crawford makes 2-pt jump shot from 18 ft,,85,82
334,4,7:07.0,,R. Hollis-Jefferson enters the game for J. Okafor,85,82
335,4,7:07.0,T. Gibson enters the game for G. Dieng,,85,82
336,4,6:55.0,,Turnover by D. Carroll (turnover; steal by T. Gibson),85,82
337,4,6:41.0,J. Crawford misses 2-pt jump shot from 19 ft,,85,82
338,4,6:37.0,,Defensive rebound by R. Hollis-Jefferson,85,82
339,4,6:30.0,,D. Carroll misses 2-pt jump shot from 4 ft,85,82
340,4,6:27.0,,Offensive rebound by J. Harris,85,82
341,4,6:27.0,,J. Harris makes 2-pt layup at rim,85,84
342,4,6:10.0,J. Butler misses 2-pt jump shot from 16 ft,,85,84
343,4,6:06.0,,Defensive rebound by S. Dinwiddie,85,84
344,4,6:01.0,,J. Harris makes 3-pt jump shot from 22 ft (assist by S. Dinwiddie),85,87
345,4,6:00.0,Minnesota full timeout,,85,87
346,4,6:00.0,T. Jones enters the game for J. Crawford,,85,87
347,4,5:43.0,Turnover by T. Jones (step out of bounds),,85,87
348,4,5:25.0,,D. Carroll misses 2-pt jump shot from 22 ft,85,87
349,4,5:19.0,Defensive rebound by K. Towns,,85,87
350,4,5:09.0,K. Towns misses 3-pt jump shot from 24 ft,,85,87
351,4,5:07.0,,Defensive rebound by R. Hollis-Jefferson,85,87
352,4,4:47.0,,D. Carroll makes 3-pt jump shot from 25 ft,85,90
353,4,4:29.0,K. Towns makes 2-pt hook shot from 2 ft (assist by J. Butler),,87,90
354,4,4:07.0,,D. Carroll misses 3-pt jump shot from 23 ft,87,90
355,4,4:05.0,Defensive rebound by K. Towns,,87,90
356,4,3:53.0,A. Wiggins misses 2-pt jump shot from 19 ft,,87,90
357,4,3:50.0,,Defensive rebound by D. Carroll,87,90
358,4,3:46.0,,Shooting foul by T. Gibson (drawn by D. Carroll),87,90
359,4,3:46.0,,D. Carroll makes free throw 1 of 2,87,91
360,4,3:46.0,,A. Crabbe enters the game for J. Harris,87,91
361,4,3:46.0,,D. Carroll makes free throw 2 of 2,87,92
362,4,3:30.0,J. Butler makes 2-pt jump shot from 9 ft,,89,92
363,4,3:13.0,,Q. Acy misses 3-pt jump shot from 24 ft,89,92
364,4,3:11.0,Defensive rebound by K. Towns,,89,92
365,4,3:01.0,J. Butler misses 3-pt jump shot from 24 ft,,89,92
366,4,2:58.0,,Defensive rebound by A. Crabbe,89,92
367,4,2:37.0,,S. Dinwiddie makes 2-pt layup at rim,89,94
368,4,2:20.0,Shooting foul by R. Hollis-Jefferson (drawn by T. Gibson),,89,94
369,4,2:20.0,T. Gibson misses free throw 1 of 2,,89,94
370,4,2:20.0,Offensive rebound by Team,,89,94
371,4,2:20.0,T. Gibson makes free throw 2 of 2,,90,94
372,4,2:03.0,,Q. Acy misses 3-pt jump shot from 24 ft,90,94
373,4,1:56.0,Defensive rebound by J. Butler,,90,94
374,4,1:52.0,A. Wiggins makes 2-pt layup from 1 ft,,92,94
375,4,1:28.0,,R. Hollis-Jefferson misses 2-pt jump shot from 5 ft (block by J. Butler),92,94
376,4,1:25.0,Defensive rebound by T. Gibson,,92,94
377,4,1:22.0,T. Jones makes 2-pt layup from 2 ft,,94,94
378,4,1:21.0,,Brooklyn full timeout,94,94
