,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,OKLAHOMA CITY_ACTION,BROOKLYN_SCORE,OKLAHOMA CITY_SCORE
147,2,6:33.0,,A. Roberson enters the game for P. Patterson,42,37
148,2,6:33.0,J. Okafor makes free throw 2 of 2,,43,37
149,2,6:19.0,,Shooting foul by J. Harris (drawn by P. George),43,37
150,2,6:19.0,,P. George makes free throw 1 of 2,43,38
151,2,6:19.0,A. Crabbe enters the game for D. Russell,,43,38
152,2,6:19.0,R. Hollis-Jefferson enters the game for Q. Acy,,43,38
153,2,6:19.0,,P. George misses free throw 2 of 2,43,38
154,2,6:16.0,,Offensive rebound by S. Adams,43,38
155,2,6:16.0,,S. Adams misses 2-pt layup at rim,43,38
156,2,6:15.0,,Offensive rebound by S. Adams,43,38
157,2,6:14.0,,S. Adams misses 2-pt hook shot from 5 ft,43,38
158,2,6:14.0,,Offensive rebound by S. Adams,43,38
159,2,6:06.0,,R. Westbrook misses 2-pt jump shot from 10 ft,43,38
160,2,6:03.0,Defensive rebound by C. LeVert,,43,38
161,2,5:50.0,S. Dinwiddie enters the game for J. Harris,,43,38
162,2,5:50.0,D. Carroll enters the game for C. LeVert,,43,38
163,2,5:44.0,S. Dinwiddie makes 3-pt jump shot from 24 ft (assist by J. Okafor),,46,38
164,2,5:29.0,,R. Westbrook makes 2-pt layup at rim,46,40
165,2,5:04.0,Shooting foul by A. Roberson (drawn by R. Hollis-Jefferson),,46,40
166,2,5:04.0,R. Hollis-Jefferson misses free throw 1 of 2,,46,40
167,2,5:04.0,Offensive rebound by Team,,46,40
168,2,5:04.0,R. Hollis-Jefferson makes free throw 2 of 2,,47,40
169,2,4:52.0,,Shooting foul by A. Crabbe (drawn by P. George),47,40
170,2,4:52.0,,P. George misses free throw 1 of 2,47,40
171,2,4:52.0,,Offensive rebound by Team,47,40
172,2,4:52.0,,P. George makes free throw 2 of 2,47,41
173,2,4:44.0,Shooting foul by P. George (drawn by S. Dinwiddie),,47,41
174,2,4:44.0,S. Dinwiddie makes free throw 1 of 2,,48,41
175,2,4:44.0,S. Dinwiddie makes free throw 2 of 2,,49,41
176,2,4:33.0,,R. Westbrook misses 2-pt layup from 2 ft (block by J. Okafor),49,41
177,2,4:31.0,Defensive rebound by S. Dinwiddie,,49,41
178,2,4:25.0,J. Okafor misses 2-pt jump shot from 7 ft,,49,41
179,2,4:22.0,,Defensive rebound by C. Anthony,49,41
180,2,4:20.0,,Personal foul by J. Okafor (drawn by S. Adams),49,41
181,2,4:14.0,,C. Anthony misses 3-pt jump shot from 25 ft,49,41
182,2,4:11.0,Defensive rebound by S. Dinwiddie,,49,41
183,2,3:49.0,Shooting foul by C. Anthony (drawn by D. Carroll),,49,41
184,2,3:49.0,D. Carroll makes free throw 1 of 2,,50,41
185,2,3:49.0,J. Allen enters the game for J. Okafor,,50,41
186,2,3:49.0,,Oklahoma City full timeout,50,41
187,2,3:49.0,D. Carroll misses free throw 2 of 2,,50,41
188,2,3:48.0,,Defensive rebound by R. Westbrook,50,41
189,2,3:29.0,,R. Westbrook misses 2-pt jump shot from 19 ft,50,41
190,2,3:26.0,Defensive rebound by J. Allen,,50,41
191,2,3:19.0,Turnover by S. Dinwiddie (bad pass; steal by R. Westbrook),,50,41
192,2,3:16.0,,P. George misses 2-pt layup at rim,50,41
193,2,3:12.0,,Offensive rebound by R. Westbrook,50,41
194,2,3:12.0,,R. Westbrook misses 2-pt layup at rim,50,41
195,2,3:12.0,Defensive rebound by J. Allen,,50,41
196,2,3:06.0,A. Crabbe misses 3-pt jump shot from 24 ft,,50,41
197,2,3:01.0,,Defensive rebound by S. Adams,50,41
198,2,2:53.0,,C. Anthony misses 2-pt jump shot from 13 ft,50,41
199,2,2:49.0,,Offensive rebound by A. Roberson,50,41
200,2,2:40.0,,R. Westbrook makes 2-pt jump shot from 18 ft,50,43
201,2,2:17.0,R. Hollis-Jefferson misses 2-pt jump shot from 6 ft,,50,43
202,2,2:14.0,Offensive rebound by J. Allen,,50,43
203,2,2:11.0,Personal foul by P. George (drawn by D. Carroll),,50,43
204,2,2:11.0,D. Carroll makes free throw 1 of 2,,51,43
205,2,2:11.0,D. Carroll makes free throw 2 of 2,,52,43
206,2,1:58.0,,P. George misses 2-pt jump shot from 20 ft,52,43
207,2,1:53.0,Defensive rebound by D. Carroll,,52,43
208,2,1:40.0,D. Carroll misses 3-pt jump shot from 24 ft,,52,43
209,2,1:38.0,,Defensive rebound by C. Anthony,52,43
210,2,1:33.0,,R. Westbrook misses 3-pt jump shot from 25 ft,52,43
211,2,1:30.0,Defensive rebound by J. Allen,,52,43
212,2,1:14.0,D. Carroll makes 3-pt jump shot from 22 ft (assist by S. Dinwiddie),,55,43
213,2,1:02.0,,R. Westbrook makes 2-pt jump shot from 16 ft,55,45
214,2,0:47.0,A. Crabbe makes 2-pt jump shot from 9 ft (assist by R. Hollis-Jefferson),,57,45
215,2,0:40.0,,C. Anthony misses 3-pt jump shot from 25 ft,57,45
216,2,0:37.0,Defensive rebound by A. Crabbe,,57,45
217,2,0:26.0,R. Hollis-Jefferson makes 2-pt jump shot from 9 ft,,59,45
218,2,0:04.0,,R. Westbrook misses 3-pt jump shot from 24 ft,59,45
219,2,0:00.0,,Offensive rebound by S. Adams,59,45
220,2,0:00.0,,S. Adams makes 2-pt jump shot from 6 ft,59,47
221,3,11:39.0,Turnover by S. Dinwiddie (lost ball; steal by R. Westbrook),,59,47
222,3,11:39.0,Loose ball foul by R. Hollis-Jefferson (drawn by R. Westbrook),,59,47
223,3,11:28.0,,C. Anthony makes 2-pt jump shot from 14 ft,59,49
224,3,11:04.0,R. Hollis-Jefferson makes 2-pt layup at rim,,61,49
225,3,10:48.0,,Offensive foul by S. Adams (drawn by R. Hollis-Jefferson),61,49
226,3,10:48.0,,Turnover by S. Adams (offensive foul),61,49
227,3,10:30.0,A. Crabbe makes 2-pt layup from 1 ft (assist by D. Carroll),,63,49
228,3,10:15.0,,S. Adams misses 2-pt layup at rim (block by T. Zeller),63,49
229,3,10:12.0,,Offensive rebound by A. Roberson,63,49
230,3,10:12.0,,A. Roberson misses 2-pt layup at rim,63,49
231,3,10:12.0,,Offensive rebound by P. George,63,49
232,3,10:06.0,,P. George makes 2-pt jump shot from 10 ft,63,51
233,3,9:38.0,Turnover by Team (shot clock),,63,51
234,3,9:30.0,,P. George misses 3-pt jump shot from 23 ft,63,51
235,3,9:24.0,Defensive rebound by D. Carroll,,63,51
236,3,9:18.0,D. Carroll makes 3-pt jump shot from 25 ft (assist by R. Hollis-Jefferson),,66,51
237,3,8:57.0,,R. Westbrook makes 2-pt layup at rim,66,53
238,3,8:30.0,D. Carroll misses 3-pt jump shot from 25 ft,,66,53
239,3,8:28.0,Offensive rebound by T. Zeller,,66,53
240,3,8:23.0,D. Carroll misses 3-pt jump shot from 25 ft,,66,53
241,3,8:20.0,Offensive rebound by R. Hollis-Jefferson,,66,53
242,3,8:20.0,Shooting foul by C. Anthony (drawn by R. Hollis-Jefferson),,66,53
243,3,8:20.0,R. Hollis-Jefferson makes free throw 1 of 2,,67,53
244,3,8:20.0,R. Hollis-Jefferson makes free throw 2 of 2,,68,53
245,3,8:10.0,,Shooting foul by T. Zeller (drawn by R. Westbrook),68,53
246,3,8:10.0,,R. Westbrook makes free throw 1 of 2,68,54
247,3,8:10.0,,R. Westbrook misses free throw 2 of 2,68,54
248,3,8:05.0,Defensive rebound by A. Crabbe,,68,54
249,3,7:55.0,A. Crabbe misses 3-pt jump shot from 26 ft,,68,54
250,3,7:52.0,,Defensive rebound by C. Anthony,68,54
251,3,7:45.0,,C. Anthony misses 2-pt jump shot from 6 ft,68,54
252,3,7:43.0,,Offensive rebound by C. Anthony,68,54
253,3,7:43.0,,C. Anthony makes 2-pt layup at rim,68,56
254,3,7:27.0,R. Hollis-Jefferson misses 3-pt jump shot from 24 ft,,68,56
255,3,7:25.0,,Defensive rebound by R. Westbrook,68,56
256,3,7:22.0,,R. Westbrook makes 2-pt layup at rim,68,58
257,3,7:22.0,,Shooting foul by A. Crabbe (drawn by R. Westbrook),68,58
258,3,7:22.0,Brooklyn full timeout,,68,58
259,3,7:22.0,,R. Westbrook makes free throw 1 of 1,68,59
260,3,7:07.0,D. Carroll misses 3-pt jump shot from 25 ft,,68,59
261,3,7:05.0,,Defensive rebound by R. Westbrook,68,59
262,3,7:01.0,,Personal foul by T. Zeller (drawn by S. Adams),68,59
263,3,6:52.0,,P. George makes 2-pt jump shot from 10 ft (assist by R. Westbrook),68,61
264,3,6:32.0,Turnover by R. Hollis-Jefferson (step out of bounds),,68,61
265,3,6:17.0,,R. Westbrook misses 3-pt jump shot from 24 ft,68,61
266,3,6:13.0,Defensive rebound by Team,,68,61
267,3,6:13.0,C. LeVert enters the game for S. Dinwiddie,,68,61
268,3,6:13.0,J. Harris enters the game for A. Crabbe,,68,61
269,3,6:13.0,J. Allen enters the game for T. Zeller,,68,61
270,3,5:52.0,Personal foul by R. Westbrook (drawn by J. Allen),,68,61
271,3,5:48.0,R. Hollis-Jefferson misses 2-pt jump shot from 6 ft,,68,61
272,3,5:45.0,,Defensive rebound by A. Roberson,68,61
273,3,5:41.0,,R. Westbrook makes 2-pt jump shot from 17 ft,68,63
274,3,5:19.0,C. LeVert misses 3-pt jump shot from 22 ft,,68,63
275,3,5:17.0,,Defensive rebound by P. George,68,63
276,3,5:14.0,,P. George misses 3-pt jump shot from 25 ft,68,63
277,3,5:08.0,Defensive rebound by D. Carroll,,68,63
278,3,5:05.0,Turnover by D. Carroll (step out of bounds),,68,63
279,3,4:54.0,,Personal foul by C. LeVert (drawn by R. Westbrook),68,63
280,3,4:54.0,,R. Westbrook makes free throw 1 of 2,68,64
281,3,4:54.0,Q. Acy enters the game for D. Carroll,,68,64
282,3,4:54.0,D. Russell enters the game for R. Hollis-Jefferson,,68,64
283,3,4:54.0,,R. Westbrook makes free throw 2 of 2,68,65
284,3,4:41.0,Q. Acy misses 3-pt jump shot from 25 ft,,68,65
285,3,4:38.0,Offensive rebound by D. Russell,,68,65
286,3,4:38.0,Shooting foul by A. Roberson (drawn by D. Russell),,68,65
287,3,4:38.0,D. Russell makes free throw 1 of 2,,69,65
288,3,4:38.0,D. Russell makes free throw 2 of 2,,70,65
289,3,4:35.0,,Personal take foul by D. Russell (drawn by A. Roberson),70,65
290,3,4:35.0,,A. Roberson makes free throw 1 of 2,70,66
291,3,4:35.0,,A. Roberson misses free throw 2 of 2,70,66
292,3,4:33.0,,Offensive rebound by C. Anthony,70,66
293,3,4:33.0,,Oklahoma City full timeout,70,66
294,3,4:33.0,,P. Patterson enters the game for S. Adams,70,66
295,3,4:31.0,,Personal take foul by D. Russell (drawn by A. Roberson),70,66
296,3,4:31.0,,A. Roberson misses free throw 1 of 2,70,66
297,3,4:31.0,,Offensive rebound by Team,70,66
298,3,4:31.0,,A. Roberson misses free throw 2 of 2,70,66
299,3,4:29.0,Defensive rebound by D. Russell,,70,66
300,3,4:16.0,Q. Acy misses 3-pt jump shot from 23 ft,,70,66
301,3,4:15.0,Offensive rebound by Team,,70,66
302,3,4:15.0,,T. Ferguson enters the game for A. Roberson,70,66
303,3,4:03.0,J. Allen makes 2-pt dunk from 1 ft (assist by C. LeVert),,72,66
304,3,3:49.0,,Shooting foul by J. Allen (drawn by R. Westbrook),72,66
305,3,3:49.0,,R. Westbrook misses free throw 1 of 2,72,66
306,3,3:49.0,,Offensive rebound by Team,72,66
307,3,3:49.0,,R. Westbrook misses free throw 2 of 2,72,66
308,3,3:47.0,Defensive rebound by J. Allen,,72,66
309,3,3:29.0,D. Russell misses 3-pt jump shot from 24 ft,,72,66
310,3,3:27.0,,Defensive rebound by P. George,72,66
311,3,3:23.0,,R. Westbrook misses 2-pt jump shot from 13 ft,72,66
312,3,3:19.0,Defensive rebound by Q. Acy,,72,66
313,3,3:14.0,Shooting foul by P. Patterson (drawn by J. Allen),,72,66
314,3,3:14.0,J. Allen misses free throw 1 of 2,,72,66
315,3,3:14.0,Offensive rebound by Team,,72,66
316,3,3:14.0,J. Allen makes free throw 2 of 2,,73,66
317,3,2:57.0,,Personal foul by Q. Acy (drawn by P. George),73,66
318,3,2:57.0,,P. George makes free throw 1 of 2,73,67
319,3,2:57.0,,P. George makes free throw 2 of 2,73,68
320,3,2:37.0,C. LeVert makes 2-pt jump shot from 12 ft,,75,68
321,3,2:37.0,Shooting foul by P. Patterson (drawn by C. LeVert),,75,68
322,3,2:37.0,,J. Grant enters the game for C. Anthony,75,68
323,3,2:37.0,C. LeVert makes free throw 1 of 1,,76,68
324,3,2:29.0,,R. Westbrook misses 2-pt layup from 1 ft,76,68
325,3,2:27.0,Defensive rebound by C. LeVert,,76,68
326,3,2:25.0,J. Harris makes 3-pt jump shot from 24 ft (assist by C. LeVert),,79,68
327,3,2:08.0,,T. Ferguson misses 3-pt jump shot from 24 ft,79,68
328,3,2:05.0,Defensive rebound by J. Allen,,79,68
329,3,1:57.0,D. Russell makes 3-pt jump shot from 24 ft (assist by C. LeVert),,82,68
330,3,1:44.0,,J. Grant misses 3-pt jump shot from 24 ft,82,68
331,3,1:41.0,Defensive rebound by J. Allen,,82,68
332,3,1:36.0,,R. Felton enters the game for R. Westbrook,82,68
333,3,1:28.0,J. Harris misses 2-pt layup from 2 ft,,82,68
334,3,1:28.0,Offensive rebound by J. Allen,,82,68
335,3,1:28.0,Shooting foul by P. George (drawn by J. Allen),,82,68
336,3,1:28.0,J. Allen misses free throw 1 of 2,,82,68
337,3,1:28.0,Offensive rebound by Team,,82,68
338,3,1:28.0,J. Allen makes free throw 2 of 2,,83,68
339,3,1:20.0,,Shooting foul by C. LeVert (drawn by P. George),83,68
340,3,1:20.0,,P. George makes free throw 1 of 2,83,69
341,3,1:20.0,,P. George makes free throw 2 of 2,83,70
342,3,1:10.0,D. Russell misses 3-pt jump shot from 25 ft,,83,70
343,3,1:08.0,,Defensive rebound by R. Felton,83,70
344,3,1:06.0,,Shooting foul by J. Harris (drawn by T. Ferguson),83,70
345,3,1:06.0,,T. Ferguson makes free throw 1 of 2,83,71
346,3,1:06.0,,T. Ferguson makes free throw 2 of 2,83,72
347,3,0:56.0,Q. Acy misses 3-pt jump shot from 25 ft,,83,72
348,3,0:53.0,,Defensive rebound by P. George,83,72
349,3,0:42.0,,P. Patterson misses 2-pt layup from 1 ft,83,72
350,3,0:39.0,Defensive rebound by Q. Acy,,83,72
351,3,0:36.0,D. Russell makes 2-pt layup from 1 ft,,85,72
352,3,0:27.0,,P. George makes 2-pt layup at rim,85,74
353,3,0:02.0,J. Harris misses 2-pt layup from 1 ft (block by T. Ferguson),,85,74
354,3,0:00.0,,Defensive rebound by J. Grant,85,74
355,3,0:00.0,,P. George misses 3-pt jump shot from 43 ft,85,74
356,3,0:00.0,,Offensive rebound by Team,85,74
357,4,11:53.0,,R. Felton makes 3-pt jump shot from 25 ft,85,77
358,4,11:35.0,Turnover by C. LeVert (bad pass),,85,77
359,4,11:26.0,,T. Ferguson misses 3-pt jump shot from 25 ft,85,77
360,4,11:22.0,Defensive rebound by J. Okafor,,85,77
361,4,11:13.0,J. Harris makes 2-pt layup at rim,,87,77
362,4,10:56.0,,R. Felton makes 3-pt jump shot from 24 ft,87,80
363,4,10:32.0,Q. Acy makes 2-pt jump shot from 16 ft (assist by D. Russell),,89,80
364,4,10:18.0,,Personal foul by C. LeVert (drawn by R. Felton),89,80
365,4,10:18.0,,S. Adams enters the game for J. Grant,89,80
366,4,10:18.0,A. Crabbe enters the game for D. Russell,,89,80
367,4,10:11.0,,R. Felton makes 2-pt jump shot from 22 ft,89,82
368,4,9:58.0,A. Crabbe misses 3-pt jump shot from 25 ft,,89,82
369,4,9:58.0,,Defensive rebound by S. Adams,89,82
370,4,9:47.0,,R. Felton makes 2-pt jump shot from 13 ft,89,84
371,4,9:47.0,Brooklyn full timeout,,89,84
372,4,9:34.0,Shooting foul by R. Felton (drawn by C. LeVert),,89,84
373,4,9:34.0,C. LeVert makes free throw 1 of 2,,90,84
374,4,9:34.0,C. LeVert misses free throw 2 of 2,,90,84
375,4,9:32.0,,Defensive rebound by J. Huestis,90,84
376,4,9:21.0,,T. Ferguson misses 3-pt jump shot from 25 ft,90,84
377,4,9:16.0,Defensive rebound by C. LeVert,,90,84
378,4,9:08.0,Q. Acy makes 2-pt layup at rim (assist by J. Harris),,92,84
379,4,8:49.0,,P. Patterson makes 3-pt jump shot from 22 ft (assist by T. Ferguson),92,87
380,4,8:28.0,Personal foul by T. Ferguson (drawn by Q. Acy),,92,87
381,4,8:28.0,,R. Westbrook enters the game for T. Ferguson,92,87
382,4,8:21.0,A. Crabbe misses 2-pt jump shot from 9 ft,,92,87
383,4,8:18.0,,Defensive rebound by R. Felton,92,87
384,4,8:08.0,,P. Patterson makes 3-pt jump shot from 22 ft (assist by R. Westbrook),92,90
385,4,7:51.0,Turnover by C. LeVert (bad pass; steal by P. Patterson),,92,90
