,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,MIAMI_ACTION,LA LAKERS_SCORE,MIAMI_SCORE
373,4,5:11.0,Defensive rebound by K. Kuzma,,124,108
374,4,4:56.0,Personal foul by D. Wade (drawn by B. Ingram),,124,108
375,4,4:56.0,K. Caldwell-Pope enters the game for I. Thomas,,124,108
376,4,4:43.0,J. Randle misses 2-pt jump shot from 13 ft,,124,108
377,4,4:40.0,,Defensive rebound by B. Adebayo,124,108
378,4,4:32.0,,Personal foul by B. Ingram (drawn by B. Adebayo),124,108
379,4,4:26.0,,J. Richardson makes 3-pt jump shot from 26 ft (assist by D. Wade),124,111
380,4,4:13.0,K. Kuzma misses 3-pt jump shot from 23 ft,,124,111
381,4,4:11.0,,Defensive rebound by D. Wade,124,111
382,4,4:05.0,,Turnover by D. Wade (lost ball; steal by L. Ball),124,111
383,4,4:02.0,Personal foul by J. Richardson (drawn by B. Ingram),,124,111
384,4,4:02.0,,Technical foul by J. Winslow,124,111
385,4,4:02.0,K. Caldwell-Pope misses technical free throw,,124,111
386,4,4:02.0,Offensive rebound by Team,,124,111
387,4,4:02.0,B. Ingram makes free throw 1 of 2,,125,111
388,4,4:02.0,B. Ingram makes free throw 2 of 2,,126,111
389,4,3:42.0,,J. Winslow misses 3-pt jump shot from 24 ft,126,111
390,4,3:41.0,Defensive rebound by J. Randle,,126,111
391,4,3:41.0,LA Lakers full timeout,,126,111
392,4,3:41.0,I. Thomas enters the game for B. Ingram,,126,111
393,4,3:27.0,L. Ball makes 2-pt jump shot from 10 ft,,128,111
394,4,3:27.0,Shooting foul by D. Wade (drawn by L. Ball),,128,111
395,4,3:27.0,L. Ball misses free throw 1 of 1,,128,111
396,4,3:23.0,,Defensive rebound by J. Winslow,128,111
397,4,3:05.0,,J. Richardson misses 3-pt jump shot from 25 ft,128,111
398,4,3:03.0,Defensive rebound by K. Kuzma,,128,111
399,4,2:48.0,LA Lakers full timeout,,128,111
400,4,2:48.0,,R. McGruder enters the game for D. Wade,128,111
401,4,2:42.0,Turnover by I. Thomas (traveling),,128,111
402,4,2:24.0,,G. Dragić misses 3-pt jump shot from 23 ft,128,111
403,4,2:19.0,,Offensive rebound by G. Dragić,128,111
404,4,2:17.0,,G. Dragić misses 2-pt layup from 3 ft (block by K. Kuzma),128,111
405,4,2:15.0,Defensive rebound by J. Randle,,128,111
406,4,1:57.0,Turnover by I. Thomas (bad pass; steal by J. Winslow),,128,111
407,4,1:41.0,,J. Richardson misses 3-pt jump shot from 26 ft,128,111
408,4,1:40.0,Defensive rebound by I. Thomas,,128,111
409,4,1:16.0,Turnover by Team (shot clock),,128,111
410,4,1:16.0,,J. Mickey enters the game for J. Richardson,128,111
411,4,1:16.0,,L. Babbitt enters the game for G. Dragić,128,111
412,4,1:16.0,G. Payton enters the game for L. Ball,,128,111
413,4,1:16.0,T. Bryant enters the game for I. Thomas,,128,111
414,4,1:16.0,T. Ennis enters the game for J. Randle,,128,111
415,4,1:06.0,,Shooting foul by T. Bryant (drawn by J. Winslow),128,111
416,4,1:06.0,,J. Winslow misses free throw 1 of 2,128,111
417,4,1:06.0,,Offensive rebound by Team,128,111
418,4,1:06.0,,J. Winslow misses free throw 2 of 2,128,111
419,4,1:03.0,,Offensive rebound by J. Mickey,128,111
420,4,0:51.0,,L. Babbitt misses 3-pt jump shot from 24 ft,128,111
421,4,0:51.0,,Offensive rebound by Team,128,111
422,4,0:42.0,,R. McGruder misses 2-pt jump shot from 7 ft,128,111
423,4,0:41.0,Defensive rebound by Team,,128,111
424,4,0:35.0,Offensive foul by T. Bryant (drawn by B. Adebayo),,128,111
425,4,0:35.0,Turnover by T. Bryant (offensive foul),,128,111
426,4,0:25.0,,J. Winslow makes 2-pt jump shot from 1 ft,128,113
427,4,0:04.0,K. Kuzma makes 3-pt jump shot from 25 ft,,131,113
