,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,SAN ANTONIO_ACTION,CHARLOTTE_SCORE,SAN ANTONIO_SCORE
30,1,7:20.0,J. Lamb misses 2-pt layup at rim,,8,11
31,1,7:20.0,Offensive rebound by J. Lamb,,8,11
32,1,7:19.0,J. Lamb misses 2-pt layup at rim,,8,11
33,1,7:19.0,,Defensive rebound by D. Green,8,11
34,1,7:13.0,,Turnover by D. Green (bad pass),8,11
35,1,6:59.0,D. Howard misses 2-pt dunk from 1 ft (block by K. Anderson),,8,11
36,1,6:55.0,,Defensive rebound by P. Mills,8,11
37,1,6:52.0,,D. Green misses 3-pt jump shot from 24 ft,8,11
38,1,6:45.0,,Offensive rebound by L. Aldridge,8,11
39,1,6:45.0,,L. Aldridge misses 2-pt dunk at rim,8,11
40,1,6:44.0,,Offensive rebound by L. Aldridge,8,11
41,1,6:41.0,,L. Aldridge misses 2-pt jump shot from 13 ft,8,11
42,1,6:39.0,Defensive rebound by J. Lamb,,8,11
43,1,6:27.0,Shooting foul by P. Gasol (drawn by D. Howard),,8,11
44,1,6:27.0,,San Antonio full timeout,8,11
45,1,6:27.0,,M. Ginóbili enters the game for K. Anderson,8,11
46,1,6:27.0,,R. Gay enters the game for P. Gasol,8,11
47,1,6:27.0,D. Howard misses free throw 1 of 2,,8,11
48,1,6:27.0,Offensive rebound by Team,,8,11
49,1,6:27.0,D. Howard misses free throw 2 of 2,,8,11
50,1,6:25.0,,Defensive rebound by L. Aldridge,8,11
51,1,6:03.0,,Turnover by Team (shot clock),8,11
52,1,6:03.0,,D. Murray enters the game for P. Mills,8,11
53,1,5:47.0,K. Walker makes 3-pt jump shot from 23 ft (assist by J. Lamb),,11,11
54,1,5:32.0,,R. Gay misses 3-pt jump shot from 25 ft,11,11
55,1,5:28.0,Defensive rebound by J. Lamb,,11,11
56,1,5:20.0,J. Lamb makes 2-pt jump shot from 9 ft,,13,11
57,1,5:00.0,,M. Ginóbili makes 2-pt layup at rim (assist by R. Gay),13,13
58,1,4:41.0,Shooting foul by L. Aldridge (drawn by D. Howard),,13,13
59,1,4:41.0,D. Howard makes free throw 1 of 2,,14,13
60,1,4:41.0,,P. Gasol enters the game for L. Aldridge,14,13
61,1,4:41.0,,B. Paul enters the game for D. Green,14,13
62,1,4:41.0,T. Graham enters the game for M. Williams,,14,13
63,1,4:41.0,F. Kaminsky enters the game for J. Lamb,,14,13
64,1,4:41.0,D. Howard misses free throw 2 of 2,,14,13
65,1,4:39.0,,Defensive rebound by R. Gay,14,13
66,1,4:25.0,,D. Murray makes 2-pt layup from 1 ft (assist by B. Paul),14,15
67,1,4:10.0,Shooting foul by R. Gay (drawn by D. Howard),,14,15
68,1,4:10.0,D. Howard misses free throw 1 of 2,,14,15
69,1,4:10.0,Offensive rebound by Team,,14,15
70,1,4:10.0,D. Howard makes free throw 2 of 2,,15,15
71,1,3:52.0,,Shooting foul by F. Kaminsky (drawn by M. Ginóbili),15,15
72,1,3:52.0,,M. Ginóbili makes free throw 1 of 2,15,16
73,1,3:52.0,C. Zeller enters the game for D. Howard,,15,16
74,1,3:52.0,,M. Ginóbili misses free throw 2 of 2,15,16
75,1,3:50.0,,Offensive rebound by Team,15,16
76,1,3:50.0,M. Monk enters the game for K. Walker,,15,16
77,1,3:39.0,,R. Gay misses 2-pt jump shot from 2 ft (block by C. Zeller),15,16
78,1,3:39.0,,Offensive rebound by Team,15,16
79,1,3:25.0,,M. Ginóbili misses 3-pt jump shot from 25 ft,15,16
80,1,3:22.0,Defensive rebound by F. Kaminsky,,15,16
81,1,3:13.0,C. Zeller misses 2-pt jump shot from 19 ft,,15,16
82,1,3:09.0,,Defensive rebound by M. Ginóbili,15,16
83,1,3:02.0,,M. Ginóbili misses 2-pt layup from 2 ft,15,16
84,1,2:58.0,Defensive rebound by D. Bacon,,15,16
85,1,2:52.0,M. Monk misses 2-pt jump shot from 21 ft,,15,16
86,1,2:50.0,,Defensive rebound by P. Gasol,15,16
87,1,2:42.0,,B. Paul makes 2-pt layup from 1 ft (assist by P. Gasol),15,18
88,1,2:31.0,Charlotte full timeout,,15,18
89,1,2:25.0,M. Monk misses 2-pt jump shot from 15 ft,,15,18
90,1,2:23.0,,Defensive rebound by P. Gasol,15,18
91,1,2:11.0,,Turnover by M. Ginóbili (bad pass; steal by F. Kaminsky),15,18
92,1,2:04.0,D. Bacon makes 2-pt jump shot from 18 ft,,17,18
93,1,1:42.0,,R. Gay makes 2-pt layup from 1 ft (assist by D. Murray),17,20
94,1,1:42.0,,Shooting foul by M. Monk (drawn by R. Gay),17,20
95,1,1:42.0,J. Lamb enters the game for D. Bacon,,17,20
96,1,1:42.0,,R. Gay makes free throw 1 of 1,17,21
97,1,1:24.0,F. Kaminsky misses 2-pt jump shot from 7 ft,,17,21
98,1,1:22.0,,Defensive rebound by P. Gasol,17,21
99,1,1:11.0,,Turnover by R. Gay (traveling),17,21
100,1,0:55.0,F. Kaminsky misses 2-pt jump shot from 14 ft,,17,21
101,1,0:53.0,,Defensive rebound by M. Ginóbili,17,21
102,1,0:46.0,,D. Murray makes 2-pt jump shot from 8 ft (assist by P. Gasol),17,23
103,1,0:37.0,Personal foul by B. Paul (drawn by J. Lamb),,17,23
104,1,0:33.0,M. Monk makes 2-pt layup from 5 ft (assist by J. Lamb),,19,23
105,1,0:24.0,,M. Ginóbili makes 2-pt layup at rim (assist by P. Gasol),19,25
106,1,0:00.0,F. Kaminsky misses 3-pt jump shot from 24 ft,,19,25
107,1,0:00.0,Offensive rebound by Team,,19,25
108,2,11:46.0,,R. Gay misses 2-pt jump shot from 20 ft,19,25
109,2,11:42.0,Defensive rebound by J. Lamb,,19,25
110,2,11:30.0,Turnover by T. Graham (step out of bounds),,19,25
111,2,11:30.0,,D. Green enters the game for R. Gay,19,25
112,2,11:07.0,,B. Paul misses 2-pt jump shot from 21 ft,19,25
113,2,11:03.0,Defensive rebound by J. Lamb,,19,25
114,2,10:58.0,J. Lamb makes 2-pt jump shot from 19 ft,,21,25
115,2,10:46.0,,Turnover by B. Paul (traveling),21,25
116,2,10:46.0,,P. Mills enters the game for D. Murray,21,25
117,2,10:32.0,F. Kaminsky makes 2-pt hook shot from 6 ft,,23,25
118,2,10:15.0,,Turnover by D. Green (bad pass; steal by T. Graham),23,25
119,2,10:13.0,Shooting foul by D. Green (drawn by C. Zeller),,23,25
120,2,10:13.0,C. Zeller misses free throw 1 of 2,,23,25
121,2,10:13.0,Offensive rebound by Team,,23,25
122,2,10:13.0,,B. Forbes enters the game for B. Paul,23,25
123,2,10:13.0,C. Zeller makes free throw 2 of 2,,24,25
124,2,9:57.0,,L. Aldridge makes 2-pt hook shot from 8 ft,24,27
125,2,9:57.0,,Shooting foul by C. Zeller (drawn by L. Aldridge),24,27
126,2,9:57.0,,L. Aldridge makes free throw 1 of 1,24,28
127,2,9:47.0,C. Zeller misses 2-pt layup from 1 ft,,24,28
128,2,9:44.0,,Defensive rebound by K. Anderson,24,28
129,2,9:30.0,,D. Green misses 3-pt jump shot from 22 ft,24,28
130,2,9:26.0,Defensive rebound by C. Zeller,,24,28
131,2,9:19.0,Shooting foul by K. Anderson (drawn by J. Lamb),,24,28
132,2,9:19.0,J. Lamb makes free throw 1 of 2,,25,28
133,2,9:19.0,J. Lamb makes free throw 2 of 2,,26,28
134,2,9:04.0,,L. Aldridge misses 2-pt jump shot from 15 ft,26,28
135,2,9:02.0,Defensive rebound by J. Lamb,,26,28
136,2,8:57.0,J. Lamb misses 2-pt jump shot from 19 ft,,26,28
137,2,8:53.0,,Defensive rebound by D. Green,26,28
138,2,8:36.0,,Shooting foul by J. Lamb (drawn by B. Forbes),26,28
139,2,8:36.0,,B. Forbes makes free throw 1 of 3,26,29
140,2,8:36.0,,B. Forbes makes free throw 2 of 3,26,30
141,2,8:36.0,,B. Forbes misses free throw 3 of 3,26,30
142,2,8:33.0,Defensive rebound by F. Kaminsky,,26,30
143,2,8:20.0,Turnover by T. Graham (traveling),,26,30
144,2,8:12.0,,Personal foul by M. Monk (drawn by P. Mills),26,30
145,2,8:10.0,,P. Mills misses 3-pt jump shot from 26 ft,26,30
146,2,8:05.0,Defensive rebound by C. Zeller,,26,30
147,2,7:57.0,J. Lamb makes 2-pt jump shot from 10 ft,,28,30
148,2,7:43.0,,Personal foul by C. Zeller (drawn by L. Aldridge),28,30
149,2,7:43.0,K. Walker enters the game for T. Graham,,28,30
150,2,7:43.0,D. Howard enters the game for C. Zeller,,28,30
151,2,7:32.0,,B. Forbes makes 2-pt jump shot from 15 ft (assist by P. Mills),28,32
152,2,7:16.0,J. Lamb makes 2-pt jump shot from 8 ft,,30,32
153,2,7:03.0,,L. Aldridge misses 2-pt jump shot from 18 ft,30,32
154,2,7:00.0,Defensive rebound by J. Lamb,,30,32
155,2,6:47.0,K. Walker misses 2-pt layup from 5 ft (block by L. Aldridge),,30,32
156,2,6:43.0,,Defensive rebound by K. Anderson,30,32
157,2,6:38.0,,Shooting foul by D. Howard (drawn by L. Aldridge),30,32
158,2,6:38.0,,San Antonio full timeout,30,32
159,2,6:38.0,,L. Aldridge makes free throw 1 of 2,30,33
160,2,6:38.0,,L. Aldridge makes free throw 2 of 2,30,34
161,2,6:28.0,Turnover by F. Kaminsky (lost ball; steal by B. Forbes),,30,34
162,2,6:25.0,,B. Forbes makes 2-pt dunk at rim,30,36
163,2,6:07.0,Shooting foul by B. Forbes (drawn by D. Howard),,30,36
164,2,6:07.0,D. Howard makes free throw 1 of 2,,31,36
165,2,6:07.0,,M. Ginóbili enters the game for K. Anderson,31,36
166,2,6:07.0,,R. Gay enters the game for D. Green,31,36
167,2,6:07.0,M. Williams enters the game for J. Lamb,,31,36
168,2,6:07.0,D. Howard misses free throw 2 of 2,,31,36
169,2,6:04.0,,Defensive rebound by R. Gay,31,36
170,2,5:42.0,,Turnover by M. Ginóbili (bad pass; steal by M. Monk),31,36
171,2,5:37.0,F. Kaminsky makes 2-pt layup from 1 ft (assist by M. Monk),,33,36
172,2,5:20.0,,L. Aldridge makes 2-pt jump shot from 19 ft (assist by P. Mills),33,38
173,2,5:07.0,K. Walker makes 2-pt jump shot from 11 ft,,35,38
174,2,4:53.0,,B. Forbes makes 3-pt jump shot from 23 ft (assist by L. Aldridge),35,41
175,2,4:44.0,Charlotte full timeout,,35,41
176,2,4:44.0,,P. Gasol enters the game for L. Aldridge,35,41
177,2,4:44.0,J. Lamb enters the game for M. Monk,,35,41
178,2,4:28.0,Turnover by F. Kaminsky (bad pass),,35,41
179,2,4:28.0,,D. Murray enters the game for P. Mills,35,41
180,2,4:18.0,,Personal foul by J. Lamb (drawn by M. Ginóbili),35,41
181,2,4:18.0,,M. Ginóbili makes free throw 1 of 2,35,42
182,2,4:18.0,D. Bacon enters the game for F. Kaminsky,,35,42
183,2,4:18.0,,M. Ginóbili misses free throw 2 of 2,35,42
184,2,4:16.0,Defensive rebound by D. Bacon,,35,42
185,2,4:00.0,D. Bacon misses 2-pt jump shot from 20 ft,,35,42
186,2,3:58.0,,Defensive rebound by R. Gay,35,42
187,2,3:46.0,,B. Forbes misses 3-pt jump shot from 25 ft,35,42
188,2,3:42.0,Defensive rebound by D. Bacon,,35,42
189,2,3:30.0,D. Bacon makes 2-pt hook shot from 9 ft (assist by K. Walker),,37,42
190,2,3:12.0,,R. Gay makes 2-pt jump shot from 9 ft (assist by M. Ginóbili),37,44
191,2,3:00.0,K. Walker makes 2-pt jump shot from 12 ft,,39,44
192,2,3:00.0,Shooting foul by D. Murray (drawn by K. Walker),,39,44
193,2,3:00.0,T. Graham enters the game for J. Lamb,,39,44
194,2,3:00.0,K. Walker makes free throw 1 of 1,,40,44
195,2,2:55.0,,San Antonio full timeout,40,44
196,2,2:55.0,,D. Green enters the game for B. Forbes,40,44
197,2,2:46.0,,Turnover by M. Ginóbili (lost ball; steal by T. Graham),40,44
198,2,2:40.0,Turnover by K. Walker (bad pass; steal by M. Ginóbili),,40,44
199,2,2:35.0,,D. Green misses 3-pt jump shot from 24 ft,40,44
200,2,2:32.0,Defensive rebound by M. Williams,,40,44
201,2,2:19.0,M. Williams misses 2-pt jump shot from 7 ft,,40,44
202,2,2:17.0,,Defensive rebound by P. Gasol,40,44
203,2,2:12.0,,Shooting foul by K. Walker (drawn by D. Murray),40,44
204,2,2:12.0,,D. Murray makes free throw 1 of 2,40,45
205,2,2:12.0,,D. Murray makes free throw 2 of 2,40,46
206,2,1:57.0,Personal foul by M. Ginóbili (drawn by D. Howard),,40,46
207,2,1:57.0,D. Howard makes free throw 1 of 2,,41,46
208,2,1:57.0,D. Howard misses free throw 2 of 2,,41,46
209,2,1:55.0,,Defensive rebound by P. Gasol,41,46
210,2,1:39.0,,M. Ginóbili misses 3-pt jump shot from 25 ft,41,46
211,2,1:35.0,,Offensive rebound by P. Gasol,41,46
212,2,1:20.0,,D. Murray misses 2-pt jump shot from 13 ft,41,46
213,2,1:17.0,Defensive rebound by M. Williams,,41,46
214,2,1:10.0,Offensive foul by D. Howard (drawn by P. Gasol),,41,46
215,2,1:10.0,Turnover by D. Howard (offensive foul),,41,46
216,2,1:10.0,,P. Mills enters the game for D. Murray,41,46
217,2,1:10.0,,B. Forbes enters the game for M. Ginóbili,41,46
218,2,1:10.0,C. Zeller enters the game for D. Howard,,41,46
219,2,1:01.0,,P. Mills misses 2-pt layup from 1 ft,41,46
220,2,1:01.0,Defensive rebound by Team,,41,46
221,2,1:01.0,,Loose ball foul by P. Gasol (drawn by C. Zeller),41,46
222,2,1:01.0,C. Zeller makes free throw 1 of 2,,42,46
223,2,1:01.0,C. Zeller makes free throw 2 of 2,,43,46
224,2,0:46.0,,Turnover by P. Gasol (bad pass; steal by C. Zeller),43,46
225,2,0:41.0,D. Bacon misses 2-pt layup from 1 ft,,43,46
226,2,0:41.0,,Defensive rebound by Team,43,46
227,2,0:41.0,Loose ball foul by C. Zeller (drawn by P. Gasol),,43,46
228,2,0:41.0,,P. Gasol misses free throw 1 of 2,43,46
229,2,0:41.0,,Offensive rebound by Team,43,46
230,2,0:41.0,F. Kaminsky enters the game for C. Zeller,,43,46
231,2,0:41.0,,P. Gasol makes free throw 2 of 2,43,47
232,2,0:32.0,K. Walker misses 3-pt jump shot from 24 ft,,43,47
233,2,0:30.0,Offensive rebound by M. Williams,,43,47
234,2,0:28.0,Personal foul by B. Forbes (drawn by D. Bacon),,43,47
235,2,0:28.0,D. Bacon makes free throw 1 of 2,,44,47
236,2,0:28.0,D. Bacon makes free throw 2 of 2,,45,47
237,2,0:05.0,,B. Forbes misses 2-pt jump shot from 19 ft,45,47
238,2,0:03.0,,Offensive rebound by P. Gasol,45,47
239,2,0:03.0,,P. Gasol makes 2-pt layup at rim,45,49
240,2,0:00.0,F. Kaminsky misses 3-pt jump shot from 26 ft,,45,49
241,2,0:00.0,Offensive rebound by Team,,45,49
242,3,11:42.0,,P. Gasol makes 2-pt layup from 1 ft (assist by D. Green),45,51
243,3,11:29.0,M. Williams misses 3-pt jump shot from 25 ft,,45,51
244,3,11:26.0,,Defensive rebound by K. Anderson,45,51
245,3,11:15.0,,K. Anderson misses 3-pt jump shot from 22 ft,45,51
246,3,11:10.0,Defensive rebound by M. Williams,,45,51
247,3,10:58.0,Shooting foul by K. Anderson (drawn by D. Howard),,45,51
248,3,10:58.0,D. Howard makes free throw 1 of 2,,46,51
249,3,10:58.0,D. Howard makes free throw 2 of 2,,47,51
250,3,10:45.0,,Personal foul by K. Walker (drawn by P. Mills),47,51
251,3,10:34.0,,K. Anderson makes 2-pt dunk at rim (assist by L. Aldridge),47,53
252,3,10:17.0,M. Williams misses 2-pt layup from 1 ft (block by P. Gasol),,47,53
253,3,10:17.0,Offensive rebound by D. Howard,,47,53
254,3,10:11.0,D. Howard makes 2-pt layup at rim,,49,53
255,3,10:06.0,,Shooting foul by K. Walker (drawn by P. Mills),49,53
256,3,10:06.0,,P. Mills makes free throw 1 of 3,49,54
257,3,10:06.0,,P. Mills makes free throw 2 of 3,49,55
258,3,10:06.0,,P. Mills makes free throw 3 of 3,49,56
259,3,9:53.0,D. Bacon misses 2-pt layup from 1 ft,,49,56
260,3,9:45.0,Offensive rebound by D. Howard,,49,56
261,3,9:45.0,D. Howard makes 2-pt dunk at rim,,51,56
262,3,9:36.0,,P. Mills misses 2-pt layup from 2 ft,51,56
263,3,9:33.0,Defensive rebound by M. Williams,,51,56
264,3,9:19.0,D. Howard makes 2-pt hook shot at rim,,53,56
265,3,9:19.0,Shooting foul by P. Gasol (drawn by D. Howard),,53,56
266,3,9:19.0,D. Howard makes free throw 1 of 1,,54,56
267,3,8:58.0,,Turnover by L. Aldridge (lost ball; steal by M. Williams),54,56
268,3,8:53.0,D. Bacon makes 2-pt layup from 1 ft,,56,56
269,3,8:53.0,,San Antonio full timeout,56,56
270,3,8:30.0,,D. Green misses 3-pt jump shot from 35 ft,56,56
271,3,8:26.0,Defensive rebound by D. Howard,,56,56
272,3,8:07.0,D. Howard misses 2-pt layup from 2 ft (block by K. Anderson),,56,56
273,3,8:03.0,Offensive rebound by D. Howard,,56,56
274,3,8:01.0,D. Bacon makes 3-pt jump shot from 26 ft (assist by D. Howard),,59,56
275,3,7:46.0,,D. Green makes 2-pt dunk at rim (assist by L. Aldridge),59,58
276,3,7:28.0,M. Williams makes 2-pt jump shot from 6 ft (assist by K. Walker),,61,58
277,3,7:13.0,,L. Aldridge misses 2-pt jump shot from 18 ft,61,58
278,3,7:11.0,Defensive rebound by D. Howard,,61,58
279,3,7:03.0,D. Howard makes 2-pt dunk from 1 ft (assist by J. Lamb),,63,58
280,3,6:46.0,,P. Gasol misses 3-pt jump shot from 24 ft,63,58
281,3,6:43.0,Defensive rebound by D. Bacon,,63,58
282,3,6:29.0,D. Howard misses 2-pt hook shot from 4 ft,,63,58
283,3,6:26.0,,Defensive rebound by K. Anderson,63,58
284,3,6:15.0,,Personal foul by M. Williams (drawn by L. Aldridge),63,58
285,3,6:15.0,,R. Gay enters the game for P. Gasol,63,58
286,3,6:05.0,,Turnover by L. Aldridge (lost ball; steal by J. Lamb),63,58
287,3,6:02.0,Shooting foul by P. Mills (drawn by J. Lamb),,63,58
288,3,6:02.0,J. Lamb misses free throw 1 of 2,,63,58
289,3,6:02.0,Offensive rebound by Team,,63,58
290,3,6:02.0,,M. Ginóbili enters the game for K. Anderson,63,58
291,3,6:02.0,,D. Murray enters the game for P. Mills,63,58
292,3,6:02.0,J. Lamb makes free throw 2 of 2,,64,58
293,3,5:42.0,,D. Green misses 2-pt layup from 1 ft,64,58
294,3,5:39.0,,Offensive rebound by D. Green,64,58
295,3,5:34.0,,R. Gay misses 3-pt jump shot from 25 ft,64,58
296,3,5:33.0,Defensive rebound by Team,,64,58
297,3,5:33.0,Technical foul by Team,,64,58
298,3,5:33.0,,L. Aldridge misses technical free throw,64,58
299,3,5:33.0,Defensive rebound by Team,,64,58
300,3,5:33.0,,B. Forbes enters the game for D. Green,64,58
301,3,5:33.0,T. Graham enters the game for J. Lamb,,64,58
302,3,5:20.0,D. Bacon misses 2-pt jump shot from 18 ft,,64,58
303,3,5:17.0,,Defensive rebound by R. Gay,64,58
304,3,5:09.0,,B. Forbes makes 3-pt jump shot from 26 ft (assist by R. Gay),64,61
305,3,4:55.0,F. Kaminsky enters the game for M. Williams,,64,61
306,3,4:54.0,K. Walker misses 2-pt jump shot from 15 ft,,64,61
307,3,4:42.0,,Offensive rebound by Team,64,61
308,3,4:40.0,,R. Gay misses 2-pt jump shot from 17 ft,64,61
309,3,4:36.0,Defensive rebound by T. Graham,,64,61
310,3,4:31.0,Shooting foul by L. Aldridge (drawn by D. Bacon),,64,61
311,3,4:31.0,D. Bacon makes free throw 1 of 2,,65,61
312,3,4:31.0,D. Bacon makes free throw 2 of 2,,66,61
313,3,4:15.0,,L. Aldridge misses 2-pt jump shot from 13 ft,66,61
314,3,4:12.0,Defensive rebound by T. Graham,,66,61
315,3,4:03.0,K. Walker misses 3-pt jump shot from 25 ft,,66,61
316,3,4:03.0,,Defensive rebound by B. Forbes,66,61
317,3,3:55.0,,R. Gay makes 2-pt jump shot from 6 ft (assist by B. Forbes),66,63
318,3,3:55.0,,Shooting foul by F. Kaminsky (drawn by R. Gay),66,63
319,3,3:55.0,C. Zeller enters the game for D. Howard,,66,63
320,3,3:55.0,M. Monk enters the game for K. Walker,,66,63
321,3,3:55.0,,R. Gay makes free throw 1 of 1,66,64
322,3,3:41.0,Turnover by C. Zeller (bad pass; steal by R. Gay),,66,64
323,3,3:37.0,,R. Gay makes 2-pt dunk at rim,66,66
324,3,3:37.0,Charlotte full timeout,,66,66
325,3,3:37.0,,P. Gasol enters the game for L. Aldridge,66,66
326,3,3:24.0,D. Bacon misses 2-pt jump shot from 11 ft,,66,66
327,3,3:21.0,Offensive rebound by C. Zeller,,66,66
328,3,3:18.0,F. Kaminsky misses 3-pt jump shot from 25 ft,,66,66
329,3,3:16.0,Offensive rebound by Team,,66,66
330,3,3:04.0,T. Graham misses 2-pt layup from 6 ft,,66,66
331,3,3:00.0,,Defensive rebound by P. Gasol,66,66
332,3,2:51.0,,Turnover by P. Gasol (bad pass; steal by C. Zeller),66,66
333,3,2:45.0,D. Bacon misses 3-pt jump shot from 25 ft,,66,66
334,3,2:45.0,,Defensive rebound by D. Murray,66,66
335,3,2:34.0,,R. Gay makes 2-pt jump shot from 7 ft (assist by D. Murray),66,68
336,3,2:10.0,T. Graham misses 3-pt jump shot from 25 ft,,66,68
337,3,2:06.0,,Defensive rebound by P. Gasol,66,68
338,3,1:54.0,,B. Forbes makes 2-pt jump shot from 14 ft (assist by P. Gasol),66,70
339,3,1:53.0,Violation by T. Graham (def goaltending),,66,70
340,3,1:53.0,Technical foul by F. Kaminsky,,66,70
341,3,1:53.0,,R. Gay makes technical free throw,66,71
342,3,1:37.0,M. Monk misses 3-pt jump shot from 25 ft,,66,71
343,3,1:37.0,,Defensive rebound by R. Gay,66,71
344,3,1:27.0,,D. Murray makes 2-pt jump shot from 6 ft (assist by P. Gasol),66,73
345,3,1:14.0,Turnover by M. Monk (bad pass; steal by D. Murray),,66,73
346,3,1:10.0,,R. Gay makes 2-pt dunk from 1 ft (assist by M. Ginóbili),66,75
347,3,0:53.0,Personal foul by R. Gay (drawn by F. Kaminsky),,66,75
348,3,0:53.0,F. Kaminsky makes free throw 1 of 2,,67,75
349,3,0:53.0,,P. Mills enters the game for D. Murray,67,75
350,3,0:53.0,F. Kaminsky makes free throw 2 of 2,,68,75
351,3,0:32.0,,R. Gay makes 3-pt jump shot from 22 ft (assist by M. Ginóbili),68,78
352,3,0:09.0,T. Graham makes 3-pt jump shot from 25 ft (assist by M. Monk),,71,78
353,3,0:00.0,,B. Forbes makes 2-pt jump shot from 9 ft (assist by M. Ginóbili),71,80
354,4,11:48.0,J. Lamb makes 2-pt dunk from 1 ft (assist by F. Kaminsky),,73,80
355,4,11:32.0,,R. Gay misses 2-pt jump shot from 7 ft,73,80
356,4,11:30.0,Defensive rebound by C. Zeller,,73,80
357,4,11:21.0,J. Lamb misses 2-pt jump shot from 12 ft,,73,80
358,4,11:17.0,,Defensive rebound by R. Gay,73,80
359,4,11:04.0,,R. Gay makes 2-pt layup from 1 ft (assist by P. Gasol),73,82
360,4,10:43.0,Turnover by C. Zeller (lost ball; steal by R. Gay),,73,82
361,4,10:43.0,,D. Murray makes 2-pt dunk from 1 ft (assist by D. Green),73,84
362,4,10:43.0,Charlotte full timeout,,73,84
363,4,10:29.0,F. Kaminsky misses 3-pt jump shot from 25 ft,,73,84
364,4,10:24.0,,Defensive rebound by B. Forbes,73,84
365,4,10:13.0,,B. Forbes makes 2-pt jump shot from 13 ft (assist by D. Murray),73,86
366,4,9:57.0,M. Monk misses 3-pt jump shot from 25 ft,,73,86
367,4,9:54.0,,Defensive rebound by P. Gasol,73,86
368,4,9:44.0,,B. Forbes misses 3-pt jump shot from 22 ft,73,86
369,4,9:41.0,Defensive rebound by J. Lamb,,73,86
370,4,9:37.0,C. Zeller makes 2-pt layup from 2 ft (assist by J. Lamb),,75,86
371,4,9:19.0,,P. Gasol misses 2-pt jump shot from 14 ft,75,86
372,4,9:16.0,Defensive rebound by T. Graham,,75,86
373,4,9:08.0,Shooting foul by P. Gasol (drawn by C. Zeller),,75,86
374,4,9:08.0,C. Zeller misses free throw 1 of 2,,75,86
375,4,9:08.0,Offensive rebound by Team,,75,86
376,4,9:08.0,,K. Anderson enters the game for B. Forbes,75,86
377,4,9:08.0,,L. Aldridge enters the game for P. Gasol,75,86
378,4,9:08.0,,M. Ginóbili enters the game for R. Gay,75,86
379,4,9:08.0,K. Walker enters the game for M. Monk,,75,86
380,4,9:08.0,C. Zeller misses free throw 2 of 2,,75,86
381,4,9:06.0,,Defensive rebound by K. Anderson,75,86
382,4,8:48.0,,D. Murray misses 2-pt jump shot from 15 ft,75,86
383,4,8:46.0,Defensive rebound by F. Kaminsky,,75,86
384,4,8:39.0,J. Lamb makes 3-pt jump shot from 22 ft (assist by K. Walker),,78,86
385,4,8:21.0,,Turnover by D. Green (traveling),78,86
386,4,8:21.0,D. Howard enters the game for C. Zeller,,78,86
387,4,8:13.0,Personal foul by K. Anderson (drawn by K. Walker),,78,86
388,4,8:13.0,,P. Mills enters the game for D. Murray,78,86
389,4,8:04.0,J. Lamb makes 3-pt jump shot from 23 ft (assist by T. Graham),,81,86
