,QUARTER,TIME_REMAINING,DETROIT_ACTION,DENVER_ACTION,DETROIT_SCORE,DENVER_SCORE
383,4,5:45.0,,Defensive rebound by Team,97,107
384,4,5:45.0,Loose ball foul by A. Drummond (drawn by N. Jokić),,97,107
385,4,5:45.0,R. Bullock enters the game for L. Kennard,,97,107
386,4,5:23.0,,Turnover by P. Millsap (bad pass),97,107
387,4,5:01.0,D. Buycks misses 2-pt jump shot from 19 ft,,97,107
388,4,4:56.0,Offensive rebound by A. Drummond,,97,107
389,4,4:56.0,A. Drummond makes 2-pt layup at rim,,99,107
390,4,4:45.0,,J. Murray misses 2-pt layup from 3 ft (block by A. Drummond),99,107
391,4,4:43.0,Defensive rebound by B. Griffin,,99,107
392,4,4:40.0,Turnover by R. Bullock (bad pass; steal by N. Jokić),,99,107
393,4,4:30.0,,N. Jokić makes 2-pt layup from 1 ft,99,109
394,4,4:10.0,J. Ennis enters the game for S. Johnson,,99,109
395,4,3:59.0,Shooting foul by N. Jokić (drawn by A. Drummond),,99,109
396,4,3:59.0,A. Drummond misses free throw 1 of 2,,99,109
397,4,3:59.0,Offensive rebound by Team,,99,109
398,4,3:59.0,A. Drummond misses free throw 2 of 2,,99,109
399,4,3:57.0,,Defensive rebound by N. Jokić,99,109
400,4,3:50.0,,Turnover by Team (turnover),99,109
401,4,3:33.0,J. Ennis misses 2-pt jump shot from 9 ft,,99,109
402,4,3:30.0,,Defensive rebound by P. Millsap,99,109
403,4,3:17.0,,N. Jokić misses 3-pt jump shot from 24 ft,99,109
404,4,3:14.0,Defensive rebound by B. Griffin,,99,109
405,4,2:56.0,A. Drummond makes 2-pt layup from 1 ft (assist by R. Bullock),,101,109
406,4,2:41.0,,Turnover by J. Murray (lost ball; steal by D. Buycks),101,109
407,4,2:37.0,R. Bullock makes 2-pt layup from 2 ft (assist by J. Ennis),,103,109
408,4,2:37.0,,Denver full timeout,103,109
409,4,2:37.0,,W. Chandler enters the game for M. Beasley,103,109
410,4,2:21.0,,W. Barton makes 2-pt layup from 1 ft,103,111
411,4,1:54.0,D. Buycks misses 2-pt layup from 3 ft (block by W. Barton),,103,111
412,4,1:53.0,Offensive rebound by Team,,103,111
413,4,1:51.0,A. Drummond makes 2-pt layup from 1 ft (assist by D. Buycks),,105,111
414,4,1:30.0,,J. Murray makes 2-pt layup from 2 ft,105,113
415,4,1:20.0,D. Buycks makes 2-pt jump shot from 20 ft (assist by R. Bullock),,107,113
416,4,1:01.0,,W. Barton makes 2-pt layup from 1 ft,107,115
417,4,1:01.0,Detroit full timeout,,107,115
418,4,1:01.0,L. Kennard enters the game for J. Ennis,,107,115
419,4,0:56.0,L. Kennard misses 3-pt jump shot from 24 ft,,107,115
420,4,0:55.0,,Defensive rebound by N. Jokić,107,115
421,4,0:42.0,,Personal take foul by D. Buycks (drawn by P. Millsap),107,115
422,4,0:34.0,,Personal take foul by A. Drummond (drawn by J. Murray),107,115
423,4,0:34.0,,J. Murray misses free throw 1 of 2,107,115
424,4,0:34.0,,Offensive rebound by Team,107,115
425,4,0:34.0,,J. Murray makes free throw 2 of 2,107,116
426,4,0:27.0,D. Buycks makes 2-pt layup from 2 ft,,109,116
427,4,0:24.0,,Personal take foul by D. Buycks (drawn by W. Barton),109,116
428,4,0:24.0,,W. Barton makes free throw 1 of 2,109,117
429,4,0:24.0,,M. Beasley enters the game for N. Jokić,109,117
430,4,0:24.0,,W. Barton makes free throw 2 of 2,109,118
431,4,0:18.0,B. Griffin makes 3-pt jump shot from 22 ft (assist by R. Bullock),,112,118
432,4,0:17.0,,Personal take foul by B. Griffin (drawn by J. Murray),112,118
433,4,0:17.0,,J. Murray makes free throw 1 of 2,112,119
434,4,0:17.0,,J. Murray makes free throw 2 of 2,112,120
435,4,0:08.0,Shooting foul by W. Barton (drawn by A. Drummond),,112,120
436,4,0:08.0,A. Drummond makes free throw 1 of 2,,113,120
437,4,0:08.0,,T. Lyles enters the game for M. Beasley,113,120
438,4,0:08.0,A. Drummond misses free throw 2 of 2,,113,120
439,4,0:08.0,,Defensive rebound by Team,113,120
