,QUARTER,TIME_REMAINING,DENVER_ACTION,INDIANA_ACTION,DENVER_SCORE,INDIANA_SCORE
384,4,4:18.0,,Defensive rebound by M. Turner,109,103
385,4,4:05.0,,C. Joseph misses 2-pt jump shot from 19 ft,109,103
386,4,4:02.0,Defensive rebound by K. Faried,,109,103
387,4,3:53.0,W. Barton misses 2-pt jump shot from 17 ft,,109,103
388,4,3:51.0,Offensive rebound by T. Lyles,,109,103
389,4,3:51.0,T. Lyles makes 2-pt layup at rim,,111,103
390,4,3:51.0,,Indiana full timeout,111,103
391,4,3:51.0,,B. Bogdanović enters the game for C. Joseph,111,103
392,4,3:36.0,,Shooting foul by G. Harris (drawn by M. Turner),111,103
393,4,3:36.0,,M. Turner makes free throw 1 of 2,111,104
394,4,3:36.0,,M. Turner misses free throw 2 of 2,111,104
395,4,3:34.0,Defensive rebound by T. Lyles,,111,104
396,4,3:22.0,Offensive foul by K. Faried (drawn by B. Bogdanović),,111,104
397,4,3:22.0,Turnover by K. Faried (offensive foul),,111,104
398,4,3:06.0,,Shooting foul by G. Harris (drawn by V. Oladipo),111,104
399,4,3:06.0,,V. Oladipo makes free throw 1 of 2,111,105
400,4,3:06.0,,V. Oladipo makes free throw 2 of 2,111,106
401,4,2:54.0,G. Harris makes 3-pt jump shot from 27 ft (assist by K. Faried),,114,106
402,4,2:39.0,,V. Oladipo makes 2-pt jump shot from 11 ft,114,108
403,4,2:06.0,K. Faried misses 2-pt jump shot from 18 ft,,114,108
404,4,2:03.0,Offensive rebound by G. Harris,,114,108
405,4,1:42.0,Turnover by W. Chandler (bad pass),,114,108
406,4,1:32.0,,V. Oladipo makes 2-pt layup from 1 ft,114,110
407,4,1:08.0,Turnover by Team (shot clock),,114,110
408,4,0:55.0,,V. Oladipo makes 2-pt layup from 2 ft,114,112
409,4,0:36.0,W. Barton misses 3-pt jump shot from 27 ft,,114,112
410,4,0:30.0,,Defensive rebound by V. Oladipo,114,112
411,4,0:26.0,,V. Oladipo misses 3-pt jump shot from 25 ft,114,112
412,4,0:24.0,,Offensive rebound by Team,114,112
413,4,0:24.0,,Indiana full timeout,114,112
414,4,0:05.0,,V. Oladipo misses 2-pt layup from 1 ft,114,112
415,4,0:05.0,,Offensive rebound by T. Young,114,112
416,4,0:05.0,,T. Young makes 2-pt layup at rim,114,114
417,4,0:05.0,Denver full timeout,,114,114
418,4,0:01.0,W. Barton misses 2-pt jump shot from 18 ft,,114,114
419,4,0:00.0,Offensive rebound by Team,,114,114
420,1OT,4:44.0,,M. Turner makes 2-pt layup from 4 ft,114,116
421,1OT,4:19.0,Turnover by W. Barton (bad pass),,114,116
422,1OT,4:10.0,,Turnover by V. Oladipo (bad pass; steal by W. Chandler),114,116
423,1OT,4:03.0,Turnover by K. Faried (traveling),,114,116
424,1OT,3:52.0,,V. Oladipo makes 2-pt layup from 2 ft,114,118
425,1OT,3:52.0,Denver full timeout,,114,118
426,1OT,3:38.0,Personal foul by B. Bogdanović (drawn by W. Barton),,114,118
427,1OT,3:26.0,G. Harris misses 3-pt jump shot from 29 ft,,114,118
428,1OT,3:22.0,,Defensive rebound by L. Stephenson,114,118
429,1OT,3:10.0,,V. Oladipo makes 3-pt jump shot from 27 ft,114,121
430,1OT,3:02.0,,Offensive charge foul by G. Harris (drawn by L. Stephenson),114,121
431,1OT,3:02.0,Turnover by G. Harris (offensive foul),,114,121
432,1OT,2:45.0,,B. Bogdanović misses 3-pt jump shot from 31 ft,114,121
433,1OT,2:42.0,Defensive rebound by Team,,114,121
434,1OT,2:37.0,W. Barton misses 3-pt jump shot from 28 ft,,114,121
435,1OT,2:32.0,,Defensive rebound by L. Stephenson,114,121
436,1OT,2:31.0,,Personal foul by W. Chandler (drawn by M. Turner),114,121
437,1OT,2:10.0,,T. Young makes 2-pt hook shot from 5 ft,114,123
438,1OT,1:43.0,W. Chandler misses 3-pt jump shot from 25 ft,,114,123
439,1OT,1:40.0,,Defensive rebound by Team,114,123
440,1OT,1:25.0,,Turnover by V. Oladipo (bad pass; steal by T. Lyles),114,123
441,1OT,1:19.0,G. Harris misses 2-pt layup at rim,,114,123
442,1OT,1:17.0,,Defensive rebound by V. Oladipo,114,123
443,1OT,1:04.0,,M. Turner makes 2-pt jump shot from 14 ft,114,125
444,1OT,0:49.0,W. Chandler misses 3-pt jump shot from 31 ft,,114,125
445,1OT,0:46.0,Offensive rebound by G. Harris,,114,125
446,1OT,0:42.0,G. Harris misses 3-pt jump shot from 25 ft,,114,125
447,1OT,0:39.0,Offensive rebound by K. Faried,,114,125
448,1OT,0:39.0,K. Faried misses 2-pt layup at rim (block by M. Turner),,114,125
449,1OT,0:36.0,Offensive rebound by K. Faried,,114,125
450,1OT,0:25.0,Personal foul by L. Stephenson (drawn by G. Harris),,114,125
451,1OT,0:25.0,Technical foul by G. Harris,,114,125
452,1OT,0:25.0,,V. Oladipo makes technical free throw,114,126
453,1OT,0:13.0,K. Faried makes 2-pt layup from 1 ft (assist by W. Barton),,116,126
