,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,CHICAGO_ACTION,MINNESOTA_SCORE,CHICAGO_SCORE
28,1,8:16.0,,Z. LaVine makes 2-pt dunk at rim,6,7
29,1,7:59.0,T. Gibson makes 2-pt layup from 3 ft (assist by J. Butler),,8,7
30,1,7:53.0,,R. Lopez misses 2-pt jump shot from 4 ft,8,7
31,1,7:53.0,Defensive rebound by J. Butler,,8,7
32,1,7:42.0,J. Butler makes 2-pt layup from 1 ft,,10,7
33,1,7:36.0,,J. Grant makes 2-pt layup from 2 ft,10,9
34,1,7:27.0,J. Teague misses 2-pt layup from 2 ft,,10,9
35,1,7:27.0,,Defensive rebound by J. Grant,10,9
36,1,7:14.0,,R. Lopez makes 2-pt hook shot from 4 ft (assist by Z. LaVine),10,11
37,1,6:59.0,J. Butler makes 2-pt layup at rim,,12,11
38,1,6:47.0,,Turnover by R. Lopez (traveling),12,11
39,1,6:47.0,,Chicago full timeout,12,11
40,1,6:32.0,J. Butler misses 2-pt jump shot from 8 ft,,12,11
41,1,6:29.0,,Defensive rebound by J. Holiday,12,11
42,1,6:26.0,,Z. LaVine misses 2-pt layup from 2 ft (block by A. Wiggins),12,11
43,1,6:22.0,Defensive rebound by J. Butler,,12,11
44,1,6:14.0,A. Wiggins makes 2-pt jump shot from 7 ft (assist by J. Butler),,14,11
45,1,5:47.0,,Z. LaVine makes 2-pt layup from 2 ft,14,13
46,1,5:42.0,Personal foul by J. Grant (drawn by J. Teague),,14,13
47,1,5:37.0,J. Butler misses 3-pt jump shot from 24 ft,,14,13
48,1,5:34.0,,Defensive rebound by L. Markkanen,14,13
49,1,5:22.0,,J. Grant makes 2-pt jump shot from 16 ft,14,15
50,1,5:07.0,A. Wiggins makes 2-pt jump shot from 22 ft (assist by J. Teague),,16,15
51,1,4:52.0,,Z. LaVine misses 2-pt layup from 1 ft (block by G. Dieng),16,15
52,1,4:50.0,Defensive rebound by J. Teague,,16,15
53,1,4:45.0,A. Wiggins makes 2-pt dunk from 1 ft (assist by J. Teague),,18,15
54,1,4:32.0,,R. Lopez makes 2-pt hook shot from 6 ft (assist by J. Holiday),18,17
55,1,4:22.0,A. Wiggins makes 2-pt dunk at rim (assist by T. Gibson),,20,17
56,1,4:00.0,,L. Markkanen makes 3-pt jump shot from 24 ft (assist by J. Grant),20,20
57,1,3:38.0,J. Teague misses 2-pt layup from 2 ft (block by R. Lopez),,20,20
58,1,3:35.0,Offensive rebound by T. Gibson,,20,20
59,1,3:34.0,T. Gibson makes 2-pt dunk at rim,,22,20
60,1,3:19.0,,Turnover by Z. LaVine (bad pass; steal by T. Gibson),22,20
61,1,3:09.0,G. Dieng misses 2-pt jump shot from 20 ft,,22,20
62,1,3:06.0,,Defensive rebound by Z. LaVine,22,20
63,1,3:03.0,,Z. LaVine misses 2-pt layup from 2 ft (block by G. Dieng),22,20
64,1,3:01.0,,Offensive rebound by L. Markkanen,22,20
65,1,3:00.0,,L. Markkanen makes 2-pt dunk from 3 ft,22,22
66,1,2:46.0,J. Teague makes 2-pt jump shot from 3 ft,,24,22
67,1,2:35.0,,J. Grant misses 3-pt jump shot from 24 ft,24,22
68,1,2:35.0,Defensive rebound by G. Dieng,,24,22
69,1,2:24.0,Turnover by J. Teague (bad pass),,24,22
70,1,2:24.0,Minnesota full timeout,,24,22
71,1,2:24.0,,D. Valentine enters the game for J. Grant,24,22
72,1,2:24.0,,B. Portis enters the game for Z. LaVine,24,22
73,1,2:24.0,,R. Arcidiacono enters the game for L. Markkanen,24,22
74,1,2:24.0,T. Jones enters the game for J. Teague,,24,22
75,1,2:24.0,J. Crawford enters the game for J. Butler,,24,22
76,1,2:14.0,,J. Holiday misses 3-pt jump shot from 25 ft,24,22
77,1,2:11.0,Defensive rebound by G. Dieng,,24,22
78,1,2:01.0,A. Wiggins misses 3-pt jump shot from 26 ft,,24,22
79,1,2:01.0,,Defensive rebound by R. Arcidiacono,24,22
80,1,1:54.0,,D. Valentine misses 2-pt jump shot from 21 ft,24,22
81,1,1:54.0,Defensive rebound by G. Dieng,,24,22
82,1,1:43.0,Personal foul by D. Valentine (drawn by J. Crawford),,24,22
83,1,1:32.0,T. Jones makes 3-pt jump shot from 25 ft (assist by J. Crawford),,27,22
84,1,1:11.0,,R. Lopez makes 2-pt jump shot from 16 ft (assist by J. Holiday),27,24
85,1,0:58.0,Turnover by A. Wiggins (traveling),,27,24
86,1,0:48.0,,R. Arcidiacono makes 3-pt jump shot from 23 ft (assist by J. Holiday),27,27
87,1,0:39.0,G. Dieng misses 2-pt jump shot from 20 ft,,27,27
88,1,0:36.0,,Defensive rebound by D. Valentine,27,27
89,1,0:31.0,,R. Lopez makes 2-pt hook shot from 3 ft (assist by D. Valentine),27,29
90,1,0:31.0,,Shooting foul by G. Dieng (drawn by R. Lopez),27,29
91,1,0:31.0,,R. Lopez makes free throw 1 of 1,27,30
92,1,0:16.0,J. Crawford misses 3-pt jump shot from 25 ft,,27,30
93,1,0:11.0,,Defensive rebound by B. Portis,27,30
94,1,0:00.0,,R. Lopez misses 3-pt jump shot from 25 ft,27,30
95,1,0:00.0,,Offensive rebound by Team,27,30
96,2,11:43.0,Turnover by A. Wiggins (bad pass; steal by B. Portis),,27,30
97,2,11:37.0,,B. Portis makes 2-pt dunk from 2 ft (assist by D. Nwaba),27,32
98,2,11:21.0,T. Jones misses 3-pt jump shot from 26 ft,,27,32
99,2,11:19.0,Offensive rebound by G. Dieng,,27,32
100,2,11:11.0,J. Crawford misses 2-pt jump shot from 12 ft (block by D. Nwaba),,27,32
101,2,11:08.0,,Defensive rebound by D. Nwaba,27,32
102,2,11:00.0,,P. Zipser misses 3-pt jump shot from 22 ft,27,32
103,2,11:00.0,Defensive rebound by A. Wiggins,,27,32
104,2,10:50.0,A. Wiggins makes 2-pt jump shot from 12 ft,,29,32
105,2,10:43.0,,Turnover by R. Arcidiacono (bad pass; steal by J. Crawford),29,32
106,2,10:35.0,N. Bjelica makes 3-pt jump shot from 23 ft (assist by T. Jones),,32,32
107,2,10:14.0,,Turnover by B. Portis (lost ball; steal by J. Crawford),32,32
108,2,10:11.0,,Offensive charge foul by T. Jones (drawn by R. Arcidiacono),32,32
109,2,10:11.0,Turnover by T. Jones (offensive foul),,32,32
110,2,10:11.0,K. Towns enters the game for G. Dieng,,32,32
111,2,10:11.0,J. Butler enters the game for A. Wiggins,,32,32
112,2,10:01.0,,P. Zipser makes 3-pt jump shot from 24 ft (assist by D. Valentine),32,35
113,2,9:44.0,J. Crawford makes 2-pt jump shot from 21 ft,,34,35
114,2,9:30.0,Violation by K. Towns (kicked ball),,34,35
115,2,9:19.0,,Turnover by D. Valentine (bad pass; steal by J. Butler),34,35
116,2,9:17.0,Turnover by T. Jones (bad pass; steal by R. Arcidiacono),,34,35
117,2,9:09.0,,D. Valentine makes 2-pt jump shot from 13 ft,34,37
118,2,8:57.0,J. Butler misses 2-pt jump shot from 14 ft,,34,37
119,2,8:57.0,Offensive rebound by N. Bjelica,,34,37
120,2,8:55.0,Shooting foul by P. Zipser (drawn by N. Bjelica),,34,37
121,2,8:55.0,N. Bjelica makes free throw 1 of 2,,35,37
122,2,8:55.0,N. Bjelica makes free throw 2 of 2,,36,37
123,2,8:44.0,,D. Valentine misses 2-pt jump shot from 13 ft,36,37
124,2,8:40.0,Defensive rebound by K. Towns,,36,37
125,2,8:31.0,K. Towns misses 2-pt layup from 1 ft,,36,37
126,2,8:23.0,Offensive rebound by N. Bjelica,,36,37
127,2,8:23.0,N. Bjelica makes 2-pt layup at rim,,38,37
128,2,8:21.0,,P. Zipser misses 2-pt jump shot from 4 ft,38,37
129,2,8:17.0,Defensive rebound by J. Butler,,38,37
130,2,8:10.0,J. Crawford misses 2-pt jump shot from 19 ft,,38,37
131,2,8:09.0,Offensive rebound by Team,,38,37
132,2,8:09.0,,Loose ball foul by P. Zipser (drawn by N. Bjelica),38,37
133,2,8:01.0,J. Crawford makes 3-pt jump shot from 24 ft (assist by J. Butler),,41,37
134,2,8:00.0,,Chicago full timeout,41,37
135,2,8:00.0,,L. Markkanen enters the game for P. Zipser,41,37
136,2,7:45.0,,D. Nwaba misses 2-pt jump shot from 9 ft,41,37
137,2,7:42.0,Defensive rebound by K. Towns,,41,37
138,2,7:27.0,J. Butler makes 2-pt jump shot from 16 ft,,43,37
139,2,7:15.0,,Personal foul by N. Bjelica (drawn by L. Markkanen),43,37
140,2,7:15.0,,J. Grant enters the game for R. Arcidiacono,43,37
141,2,7:03.0,,B. Portis makes 3-pt jump shot from 25 ft (assist by D. Nwaba),43,40
142,2,6:42.0,J. Crawford misses 3-pt jump shot from 25 ft,,43,40
143,2,6:40.0,Offensive rebound by Team,,43,40
144,2,6:40.0,,Z. LaVine enters the game for D. Nwaba,43,40
145,2,6:30.0,J. Butler makes 2-pt jump shot from 4 ft,,45,40
146,2,6:15.0,,L. Markkanen misses 2-pt hook shot from 5 ft,45,40
147,2,6:12.0,Defensive rebound by N. Bjelica,,45,40
148,2,6:03.0,N. Bjelica misses 3-pt jump shot from 27 ft,,45,40
149,2,6:00.0,,Defensive rebound by J. Grant,45,40
150,2,5:54.0,,J. Grant misses 2-pt jump shot from 12 ft,45,40
151,2,5:51.0,Defensive rebound by K. Towns,,45,40
152,2,5:41.0,Turnover by J. Butler (turnover),,45,40
153,2,5:41.0,,J. Holiday enters the game for D. Valentine,45,40
154,2,5:27.0,,B. Portis misses 2-pt jump shot from 18 ft,45,40
155,2,5:24.0,Defensive rebound by T. Jones,,45,40
156,2,5:19.0,T. Jones makes 2-pt layup from 2 ft,,47,40
157,2,5:09.0,,J. Holiday misses 2-pt jump shot from 22 ft,47,40
158,2,5:09.0,Defensive rebound by Team,,47,40
159,2,5:08.0,J. Teague enters the game for T. Jones,,47,40
160,2,4:52.0,J. Butler makes 3-pt jump shot from 23 ft (assist by J. Crawford),,50,40
161,2,4:51.0,,Chicago full timeout,50,40
162,2,4:51.0,,R. Lopez enters the game for B. Portis,50,40
163,2,4:51.0,A. Wiggins enters the game for J. Crawford,,50,40
164,2,4:37.0,,J. Holiday misses 3-pt jump shot from 23 ft,50,40
165,2,4:35.0,,Offensive rebound by Team,50,40
166,2,4:27.0,,Shooting foul by J. Teague (drawn by J. Grant),50,40
167,2,4:27.0,,J. Grant makes free throw 1 of 2,50,41
168,2,4:27.0,,J. Grant makes free throw 2 of 2,50,42
169,2,4:17.0,Def 3 sec tech foul by Z. LaVine,,50,42
170,2,4:17.0,J. Butler misses technical free throw,,50,42
171,2,4:17.0,Offensive rebound by Team,,50,42
172,2,4:05.0,J. Teague misses 2-pt jump shot from 11 ft,,50,42
173,2,4:02.0,,Defensive rebound by L. Markkanen,50,42
174,2,3:56.0,,Z. LaVine makes 2-pt jump shot from 20 ft,50,44
175,2,3:43.0,Shooting foul by R. Lopez (drawn by K. Towns),,50,44
176,2,3:43.0,K. Towns makes free throw 1 of 2,,51,44
177,2,3:43.0,T. Gibson enters the game for N. Bjelica,,51,44
178,2,3:43.0,K. Towns makes free throw 2 of 2,,52,44
179,2,3:22.0,,Personal foul by A. Wiggins (drawn by L. Markkanen),52,44
180,2,3:07.0,,Z. LaVine makes 2-pt jump shot from 15 ft,52,46
181,2,2:54.0,K. Towns makes 2-pt jump shot from 9 ft (assist by J. Teague),,54,46
182,2,2:39.0,,R. Lopez makes 2-pt layup from 1 ft (assist by J. Grant),54,48
183,2,2:12.0,J. Teague makes 2-pt jump shot from 7 ft,,56,48
184,2,1:56.0,,Z. LaVine misses 2-pt layup from 2 ft,56,48
185,2,1:56.0,,Offensive rebound by Z. LaVine,56,48
186,2,1:56.0,,Shooting foul by A. Wiggins (drawn by Z. LaVine),56,48
187,2,1:56.0,,Z. LaVine makes free throw 1 of 2,56,49
188,2,1:56.0,,Z. LaVine makes free throw 2 of 2,56,50
189,2,1:33.0,T. Gibson makes 2-pt layup from 1 ft (assist by K. Towns),,58,50
190,2,1:27.0,,Z. LaVine misses 3-pt jump shot from 25 ft,58,50
191,2,1:27.0,Defensive rebound by J. Butler,,58,50
192,2,1:19.0,A. Wiggins makes 2-pt dunk at rim (assist by J. Butler),,60,50
193,2,0:55.0,,R. Lopez makes 2-pt hook shot from 2 ft,60,52
194,2,0:47.0,Shooting foul by J. Holiday (drawn by J. Butler),,60,52
195,2,0:47.0,J. Butler makes free throw 1 of 2,,61,52
196,2,0:47.0,G. Dieng enters the game for K. Towns,,61,52
197,2,0:47.0,J. Butler makes free throw 2 of 2,,62,52
198,2,0:33.0,,J. Holiday makes 3-pt jump shot from 24 ft (assist by J. Grant),62,55
199,2,0:12.0,J. Butler makes 2-pt layup from 1 ft,,64,55
200,2,0:05.0,,Personal foul by G. Dieng (drawn by R. Lopez),64,55
201,2,0:05.0,,R. Lopez misses free throw 1 of 2,64,55
202,2,0:05.0,,Offensive rebound by Team,64,55
203,2,0:05.0,,D. Nwaba enters the game for L. Markkanen,64,55
204,2,0:05.0,K. Towns enters the game for G. Dieng,,64,55
205,2,0:05.0,,R. Lopez makes free throw 2 of 2,64,56
206,2,0:01.0,J. Butler makes 3-pt jump shot from 26 ft (assist by K. Towns),,67,56
207,3,11:40.0,J. Butler makes 3-pt jump shot from 24 ft (assist by J. Teague),,70,56
208,3,11:28.0,,Turnover by L. Markkanen (bad pass; steal by J. Butler),70,56
209,3,11:17.0,J. Teague makes 3-pt jump shot from 25 ft,,73,56
210,3,10:57.0,,Turnover by R. Lopez (lost ball; steal by J. Teague),73,56
211,3,10:51.0,Turnover by J. Teague (bad pass; steal by Z. LaVine),,73,56
212,3,10:43.0,,Shooting foul by T. Gibson (drawn by Z. LaVine),73,56
213,3,10:43.0,,Z. LaVine makes free throw 1 of 2,73,57
214,3,10:43.0,,Z. LaVine makes free throw 2 of 2,73,58
215,3,10:30.0,Turnover by A. Wiggins (out of bounds lost ball),,73,58
216,3,10:15.0,,Shooting foul by T. Gibson (drawn by J. Holiday),73,58
217,3,10:15.0,,J. Holiday makes free throw 1 of 2,73,59
218,3,10:15.0,,J. Holiday makes free throw 2 of 2,73,60
219,3,10:01.0,Shooting foul by J. Grant (drawn by K. Towns),,73,60
220,3,10:01.0,K. Towns misses free throw 1 of 2,,73,60
221,3,10:01.0,Offensive rebound by Team,,73,60
222,3,10:01.0,K. Towns makes free throw 2 of 2,,74,60
223,3,9:47.0,,Shooting foul by A. Wiggins (drawn by J. Holiday),74,60
224,3,9:47.0,,J. Holiday misses free throw 1 of 3,74,60
225,3,9:47.0,,Offensive rebound by Team,74,60
226,3,9:47.0,,J. Holiday makes free throw 2 of 3,74,61
227,3,9:47.0,,J. Holiday makes free throw 3 of 3,74,62
228,3,9:37.0,J. Butler makes 2-pt jump shot from 17 ft,,76,62
229,3,9:37.0,Shooting foul by Z. LaVine (drawn by J. Butler),,76,62
230,3,9:37.0,J. Butler misses free throw 1 of 1,,76,62
231,3,9:33.0,,Defensive rebound by L. Markkanen,76,62
232,3,9:16.0,,Z. LaVine makes 2-pt layup from 2 ft,76,64
233,3,9:04.0,A. Wiggins makes 2-pt jump shot from 6 ft (assist by J. Teague),,78,64
234,3,8:39.0,,J. Holiday misses 3-pt jump shot from 25 ft,78,64
235,3,8:36.0,Defensive rebound by A. Wiggins,,78,64
236,3,8:25.0,T. Gibson misses 2-pt layup from 2 ft,,78,64
237,3,8:23.0,,Defensive rebound by L. Markkanen,78,64
238,3,8:17.0,,J. Grant makes 2-pt layup from 1 ft (assist by L. Markkanen),78,66
239,3,8:11.0,Minnesota full timeout,,78,66
240,3,7:51.0,Turnover by Team (shot clock),,78,66
241,3,7:39.0,,Z. LaVine misses 3-pt jump shot from 26 ft,78,66
242,3,7:36.0,Defensive rebound by T. Gibson,,78,66
243,3,7:25.0,T. Gibson misses 2-pt hook shot from 3 ft,,78,66
244,3,7:23.0,,Defensive rebound by J. Holiday,78,66
245,3,7:19.0,,L. Markkanen makes 3-pt jump shot from 24 ft (assist by J. Holiday),78,69
246,3,7:03.0,K. Towns misses 2-pt jump shot from 18 ft,,78,69
247,3,7:01.0,,Defensive rebound by J. Grant,78,69
248,3,6:58.0,,Personal foul by J. Teague (drawn by J. Grant),78,69
249,3,6:52.0,,Z. LaVine makes 2-pt layup from 2 ft (assist by J. Grant),78,71
250,3,6:43.0,Turnover by A. Wiggins (traveling),,78,71
251,3,6:31.0,,J. Grant makes 2-pt jump shot from 20 ft,78,73
252,3,6:19.0,J. Teague misses 2-pt layup from 1 ft,,78,73
253,3,6:17.0,,Defensive rebound by R. Lopez,78,73
254,3,6:07.0,,L. Markkanen makes 2-pt layup from 1 ft (assist by J. Grant),78,75
255,3,6:07.0,Minnesota full timeout,,78,75
256,3,5:51.0,T. Gibson misses 2-pt jump shot from 12 ft,,78,75
257,3,5:49.0,,Defensive rebound by J. Holiday,78,75
258,3,5:26.0,,Z. LaVine makes 2-pt jump shot from 21 ft,78,77
259,3,5:06.0,A. Wiggins misses 2-pt jump shot from 14 ft,,78,77
260,3,5:04.0,,Defensive rebound by J. Holiday,78,77
261,3,4:49.0,,Z. LaVine misses 2-pt jump shot from 18 ft,78,77
262,3,4:46.0,Defensive rebound by K. Towns,,78,77
263,3,4:42.0,J. Butler misses 2-pt jump shot from 12 ft,,78,77
264,3,4:42.0,Offensive rebound by T. Gibson,,78,77
265,3,4:38.0,T. Gibson makes 2-pt layup from 3 ft,,80,77
266,3,4:21.0,,R. Lopez makes 2-pt jump shot from 18 ft (assist by J. Grant),80,79
267,3,4:06.0,Turnover by J. Teague (bad pass; steal by J. Holiday),,80,79
268,3,3:59.0,,Personal foul by J. Teague (drawn by R. Lopez),80,79
269,3,3:59.0,,R. Lopez makes free throw 1 of 2,80,80
270,3,3:59.0,,D. Valentine enters the game for Z. LaVine,80,80
271,3,3:59.0,G. Dieng enters the game for J. Teague,,80,80
272,3,3:59.0,N. Bjelica enters the game for K. Towns,,80,80
273,3,3:59.0,T. Jones enters the game for T. Gibson,,80,80
274,3,3:59.0,,R. Lopez misses free throw 2 of 2,80,80
275,3,3:55.0,Defensive rebound by N. Bjelica,,80,80
276,3,3:42.0,G. Dieng misses 2-pt jump shot from 19 ft,,80,80
277,3,3:37.0,,Defensive rebound by R. Lopez,80,80
278,3,3:27.0,,Shooting foul by G. Dieng (drawn by R. Lopez),80,80
279,3,3:27.0,,R. Lopez misses free throw 1 of 2,80,80
280,3,3:27.0,,Offensive rebound by Team,80,80
281,3,3:27.0,,R. Lopez misses free throw 2 of 2,80,80
282,3,3:21.0,Defensive rebound by A. Wiggins,,80,80
283,3,3:06.0,J. Butler misses 2-pt layup from 2 ft,,80,80
284,3,2:59.0,Offensive rebound by G. Dieng,,80,80
285,3,2:59.0,G. Dieng makes 2-pt layup at rim,,82,80
286,3,2:57.0,,Turnover by R. Lopez (traveling),82,80
287,3,2:57.0,J. Crawford enters the game for J. Butler,,82,80
288,3,2:45.0,A. Wiggins misses 2-pt jump shot from 12 ft,,82,80
289,3,2:43.0,,Defensive rebound by J. Grant,82,80
290,3,2:34.0,,J. Holiday makes 3-pt jump shot from 25 ft (assist by J. Grant),82,83
291,3,2:18.0,J. Crawford misses 2-pt layup from 2 ft,,82,83
292,3,2:16.0,,Defensive rebound by J. Holiday,82,83
293,3,2:07.0,,D. Valentine misses 3-pt jump shot from 23 ft,82,83
294,3,2:01.0,,Offensive rebound by J. Grant,82,83
295,3,1:54.0,,D. Valentine misses 3-pt jump shot from 28 ft,82,83
296,3,1:50.0,Defensive rebound by T. Jones,,82,83
297,3,1:40.0,A. Wiggins misses 2-pt jump shot from 11 ft,,82,83
298,3,1:38.0,,Defensive rebound by D. Valentine,82,83
299,3,1:30.0,,L. Markkanen makes 2-pt jump shot from 5 ft,82,85
300,3,1:14.0,Shooting foul by R. Lopez (drawn by G. Dieng),,82,85
301,3,1:14.0,G. Dieng misses free throw 1 of 2,,82,85
302,3,1:14.0,Offensive rebound by Team,,82,85
303,3,1:14.0,,B. Portis enters the game for J. Grant,82,85
304,3,1:14.0,,P. Zipser enters the game for L. Markkanen,82,85
305,3,1:14.0,,Z. LaVine enters the game for R. Lopez,82,85
306,3,1:14.0,G. Dieng misses free throw 2 of 2,,82,85
307,3,1:11.0,,Defensive rebound by B. Portis,82,85
308,3,1:01.0,,Z. LaVine makes 2-pt layup from 1 ft,82,87
309,3,1:01.0,Violation by G. Dieng (def goaltending),,82,87
310,3,0:38.0,T. Jones makes 2-pt jump shot from 5 ft,,84,87
311,3,0:30.0,,Z. LaVine misses 3-pt jump shot from 24 ft,84,87
312,3,0:27.0,Defensive rebound by G. Dieng,,84,87
313,3,0:06.0,A. Wiggins makes 2-pt jump shot from 15 ft (assist by N. Bjelica),,86,87
314,3,0:00.0,,Z. LaVine misses 2-pt layup from 2 ft,86,87
315,3,0:00.0,,Offensive rebound by D. Valentine,86,87
316,3,0:00.0,,D. Valentine makes 2-pt layup at rim,86,89
317,4,11:48.0,,D. Valentine misses 3-pt jump shot from 25 ft,86,89
318,4,11:45.0,Defensive rebound by N. Bjelica,,86,89
319,4,11:32.0,K. Towns makes 2-pt layup from 2 ft,,88,89
320,4,11:32.0,Shooting foul by B. Portis (drawn by K. Towns),,88,89
321,4,11:32.0,K. Towns makes free throw 1 of 1,,89,89
322,4,11:23.0,,Turnover by D. Valentine (bad pass),89,89
323,4,11:12.0,Shooting foul by D. Valentine (drawn by J. Butler),,89,89
324,4,11:12.0,J. Butler makes free throw 1 of 2,,90,89
325,4,11:12.0,J. Butler makes free throw 2 of 2,,91,89
326,4,10:47.0,,D. Valentine misses 2-pt jump shot from 7 ft,91,89
327,4,10:45.0,Defensive rebound by J. Butler,,91,89
328,4,10:34.0,J. Butler makes 2-pt jump shot from 16 ft,,93,89
329,4,10:34.0,Shooting foul by R. Arcidiacono (drawn by J. Butler),,93,89
330,4,10:34.0,,J. Grant enters the game for R. Arcidiacono,93,89
331,4,10:34.0,J. Butler makes free throw 1 of 1,,94,89
332,4,10:17.0,,D. Valentine misses 2-pt jump shot from 9 ft,94,89
333,4,10:14.0,Defensive rebound by K. Towns,,94,89
334,4,10:08.0,J. Butler misses 3-pt jump shot from 26 ft,,94,89
335,4,10:05.0,,Defensive rebound by D. Nwaba,94,89
336,4,9:49.0,,J. Grant misses 2-pt jump shot from 17 ft,94,89
337,4,9:47.0,Defensive rebound by T. Jones,,94,89
338,4,9:39.0,Personal foul by P. Zipser (drawn by J. Crawford),,94,89
339,4,9:25.0,J. Butler misses 3-pt jump shot from 26 ft,,94,89
340,4,9:22.0,Offensive rebound by K. Towns,,94,89
341,4,9:16.0,T. Jones misses 2-pt layup from 3 ft (block by P. Zipser),,94,89
342,4,9:13.0,,Defensive rebound by J. Grant,94,89
343,4,9:13.0,,Shooting foul by K. Towns (drawn by J. Grant),94,89
344,4,9:13.0,,J. Grant makes free throw 1 of 2,94,90
345,4,9:13.0,,J. Grant misses free throw 2 of 2,94,90
346,4,9:11.0,Defensive rebound by K. Towns,,94,90
347,4,8:53.0,Turnover by N. Bjelica (bad pass),,94,90
348,4,8:43.0,,D. Valentine misses 2-pt jump shot from 20 ft,94,90
349,4,8:41.0,,Offensive rebound by B. Portis,94,90
350,4,8:40.0,,B. Portis makes 2-pt layup from 2 ft,94,92
351,4,8:36.0,,D. Valentine makes technical free throw,94,93
352,4,8:22.0,Personal foul by D. Nwaba (drawn by J. Butler),,94,93
353,4,8:22.0,J. Butler makes free throw 1 of 2,,95,93
354,4,8:22.0,J. Butler makes free throw 2 of 2,,96,93
355,4,8:09.0,,B. Portis misses 2-pt hook shot from 5 ft,96,93
356,4,8:07.0,Defensive rebound by N. Bjelica,,96,93
357,4,7:56.0,J. Butler misses 2-pt jump shot from 18 ft,,96,93
358,4,7:53.0,,Defensive rebound by D. Valentine,96,93
359,4,7:47.0,,B. Portis misses 3-pt jump shot from 25 ft,96,93
360,4,7:44.0,Defensive rebound by T. Jones,,96,93
361,4,7:35.0,Shooting foul by B. Portis (drawn by K. Towns),,96,93
362,4,7:35.0,K. Towns makes free throw 1 of 2,,97,93
363,4,7:35.0,,Z. LaVine enters the game for P. Zipser,97,93
364,4,7:35.0,,L. Markkanen enters the game for D. Valentine,97,93
365,4,7:35.0,K. Towns makes free throw 2 of 2,,98,93
366,4,7:21.0,,Shooting foul by K. Towns (drawn by B. Portis),98,93
367,4,7:21.0,,B. Portis makes free throw 1 of 2,98,94
368,4,7:21.0,,B. Portis makes free throw 2 of 2,98,95
369,4,7:01.0,J. Crawford makes 3-pt jump shot from 23 ft (assist by T. Jones),,101,95
370,4,7:00.0,,Chicago full timeout,101,95
371,4,6:49.0,,Personal foul by N. Bjelica (drawn by L. Markkanen),101,95
372,4,6:35.0,,B. Portis makes 2-pt jump shot from 13 ft (assist by D. Nwaba),101,97
373,4,6:21.0,K. Towns makes 2-pt dunk at rim (assist by T. Jones),,103,97
374,4,6:07.0,,Z. LaVine makes 2-pt layup from 1 ft,103,99
375,4,5:54.0,Personal foul by B. Portis (drawn by K. Towns),,103,99
376,4,5:54.0,K. Towns makes free throw 1 of 2,,104,99
377,4,5:54.0,,J. Holiday enters the game for D. Nwaba,104,99
378,4,5:54.0,A. Wiggins enters the game for J. Crawford,,104,99
379,4,5:54.0,K. Towns makes free throw 2 of 2,,105,99
380,4,5:40.0,,Z. LaVine makes 2-pt jump shot from 4 ft,105,101
381,4,5:26.0,N. Bjelica misses 3-pt jump shot from 25 ft,,105,101
382,4,5:26.0,Offensive rebound by K. Towns,,105,101
383,4,5:20.0,K. Towns misses 2-pt layup from 1 ft (block by B. Portis),,105,101
384,4,5:20.0,,Defensive rebound by J. Grant,105,101
