,QUARTER,TIME_REMAINING,MIAMI_ACTION,OKLAHOMA CITY_ACTION,MIAMI_SCORE,OKLAHOMA CITY_SCORE
67,1,4:48.0,J. Winslow makes 3-pt jump shot from 23 ft (assist by J. Johnson),,10,15
68,1,4:28.0,,S. Adams makes 2-pt layup at rim,10,17
69,1,4:06.0,G. Dragić misses 2-pt jump shot from 7 ft,,10,17
70,1,4:04.0,,Defensive rebound by R. Westbrook,10,17
71,1,4:02.0,,Shooting foul by J. Johnson (drawn by S. Adams),10,17
72,1,4:02.0,,S. Adams makes free throw 1 of 2,10,18
73,1,4:02.0,D. Wade enters the game for G. Dragić,,10,18
74,1,4:02.0,,S. Adams makes free throw 2 of 2,10,19
75,1,3:48.0,J. Johnson makes 3-pt jump shot from 25 ft (assist by K. Olynyk),,13,19
76,1,3:28.0,,P. George misses 2-pt jump shot from 6 ft,13,19
77,1,3:24.0,Defensive rebound by K. Olynyk,,13,19
78,1,3:08.0,Turnover by J. Johnson (bad pass; steal by C. Brewer),,13,19
79,1,2:59.0,,Turnover by R. Westbrook (lost ball; steal by D. Wade),13,19
80,1,2:50.0,D. Wade makes 2-pt jump shot from 21 ft,,15,19
81,1,2:38.0,,Oklahoma City full timeout,15,19
82,1,2:38.0,,J. Grant enters the game for C. Brewer,15,19
83,1,2:38.0,,T. Ferguson enters the game for S. Adams,15,19
84,1,2:38.0,W. Ellington enters the game for J. Johnson,,15,19
85,1,2:25.0,,R. Westbrook makes 2-pt layup at rim,15,21
86,1,2:03.0,R. McGruder misses 2-pt jump shot from 7 ft,,15,21
87,1,2:00.0,,Defensive rebound by J. Grant,15,21
88,1,1:53.0,,R. Westbrook misses 2-pt jump shot from 6 ft,15,21
89,1,1:51.0,Defensive rebound by J. Winslow,,15,21
90,1,1:37.0,D. Wade misses 2-pt jump shot from 16 ft,,15,21
91,1,1:32.0,Offensive rebound by R. McGruder,,15,21
92,1,1:31.0,J. Winslow makes 3-pt jump shot from 25 ft (assist by R. McGruder),,18,21
93,1,1:14.0,Violation by R. McGruder (kicked ball),,18,21
94,1,1:14.0,,R. Felton enters the game for R. Westbrook,18,21
95,1,1:14.0,,P. Patterson enters the game for C. Anthony,18,21
96,1,1:05.0,,T. Ferguson makes 3-pt jump shot from 22 ft (assist by P. George),18,24
97,1,0:37.0,W. Ellington misses 2-pt jump shot from 21 ft,,18,24
98,1,0:37.0,Offensive rebound by Team,,18,24
99,1,0:37.0,Turnover by Team (shot clock),,18,24
100,1,0:31.0,,R. Felton misses 3-pt jump shot from 25 ft,18,24
101,1,0:29.0,,Offensive rebound by T. Ferguson,18,24
102,1,0:07.0,,J. Grant misses 2-pt layup from 1 ft,18,24
103,1,0:05.0,Defensive rebound by R. McGruder,,18,24
104,1,0:01.0,D. Wade misses 2-pt layup from 3 ft,,18,24
105,1,0:01.0,,Defensive rebound by P. George,18,24
106,2,11:41.0,K. Olynyk misses 2-pt jump shot from 14 ft,,18,24
107,2,11:38.0,,Defensive rebound by J. Grant,18,24
108,2,11:24.0,,P. George misses 3-pt jump shot from 24 ft,18,24
109,2,11:23.0,,Offensive rebound by Team,18,24
110,2,11:23.0,Loose ball foul by W. Ellington (drawn by J. Grant),,18,24
111,2,11:12.0,,P. George makes 2-pt dunk at rim,18,26
112,2,10:55.0,J. Winslow misses 2-pt layup at rim,,18,26
113,2,10:53.0,,Defensive rebound by P. Patterson,18,26
114,2,10:46.0,,R. Felton makes 2-pt layup from 1 ft,18,28
115,2,10:29.0,W. Ellington misses 3-pt jump shot from 26 ft,,18,28
116,2,10:27.0,,Defensive rebound by R. Felton,18,28
117,2,10:09.0,,J. Grant misses 2-pt layup from 1 ft,18,28
118,2,10:06.0,Defensive rebound by J. Winslow,,18,28
119,2,10:02.0,T. Johnson misses 3-pt jump shot from 23 ft,,18,28
120,2,9:58.0,Offensive rebound by K. Olynyk,,18,28
121,2,9:56.0,T. Johnson makes 3-pt jump shot from 24 ft (assist by K. Olynyk),,21,28
122,2,9:55.0,,Oklahoma City full timeout,21,28
123,2,9:55.0,,Á. Abrines enters the game for P. George,21,28
124,2,9:48.0,,R. Felton misses 2-pt layup from 1 ft,21,28
125,2,9:44.0,Defensive rebound by W. Ellington,,21,28
126,2,9:40.0,Personal foul by Á. Abrines (drawn by D. Wade),,21,28
127,2,9:29.0,Personal foul by P. Patterson (drawn by J. Winslow),,21,28
128,2,9:23.0,Shooting foul by R. Felton (drawn by D. Wade),,21,28
129,2,9:23.0,D. Wade misses free throw 1 of 2,,21,28
130,2,9:23.0,Offensive rebound by Team,,21,28
131,2,9:23.0,D. Wade makes free throw 2 of 2,,22,28
132,2,9:14.0,,T. Ferguson misses 3-pt jump shot from 24 ft,22,28
133,2,9:09.0,Defensive rebound by K. Olynyk,,22,28
134,2,9:03.0,K. Olynyk misses 3-pt jump shot from 25 ft,,22,28
135,2,9:01.0,,Defensive rebound by J. Grant,22,28
136,2,8:49.0,,J. Grant makes 2-pt layup at rim (assist by T. Ferguson),22,30
137,2,8:29.0,T. Johnson makes 2-pt layup at rim (assist by D. Wade),,24,30
138,2,8:12.0,,J. Grant misses 3-pt jump shot from 25 ft,24,30
139,2,8:08.0,Defensive rebound by T. Johnson,,24,30
140,2,8:03.0,Turnover by D. Wade (bad pass; steal by R. Felton),,24,30
141,2,7:58.0,,P. Patterson misses 2-pt jump shot from 22 ft,24,30
142,2,7:54.0,Defensive rebound by W. Ellington,,24,30
143,2,7:34.0,K. Olynyk makes 2-pt jump shot from 14 ft,,26,30
144,2,7:14.0,,P. Patterson makes 3-pt jump shot from 22 ft (assist by Á. Abrines),26,33
145,2,6:52.0,W. Ellington misses 2-pt layup from 1 ft,,26,33
146,2,6:50.0,,Defensive rebound by J. Grant,26,33
147,2,6:33.0,,J. Grant makes 2-pt layup at rim (assist by R. Felton),26,35
148,2,6:28.0,Miami full timeout,,26,35
149,2,6:28.0,,C. Brewer enters the game for R. Felton,26,35
150,2,6:28.0,,S. Adams enters the game for T. Ferguson,26,35
151,2,6:28.0,,R. Westbrook enters the game for P. Patterson,26,35
152,2,6:28.0,J. Richardson enters the game for D. Wade,,26,35
153,2,6:11.0,K. Olynyk misses 2-pt jump shot from 9 ft,,26,35
154,2,6:08.0,,Defensive rebound by R. Westbrook,26,35
155,2,5:58.0,,Á. Abrines makes 3-pt jump shot from 25 ft (assist by R. Westbrook),26,38
156,2,5:33.0,K. Olynyk makes 3-pt jump shot from 22 ft (assist by W. Ellington),,29,38
157,2,5:22.0,,S. Adams misses 2-pt layup at rim,29,38
158,2,5:19.0,Defensive rebound by J. Winslow,,29,38
159,2,5:14.0,J. Winslow misses 2-pt layup from 1 ft,,29,38
160,2,5:12.0,,Defensive rebound by S. Adams,29,38
161,2,5:03.0,,Á. Abrines misses 3-pt jump shot from 24 ft,29,38
162,2,5:01.0,Defensive rebound by W. Ellington,,29,38
163,2,4:45.0,J. Richardson makes 2-pt layup from 1 ft,,31,38
164,2,4:30.0,,J. Grant misses 3-pt jump shot from 22 ft,31,38
165,2,4:27.0,,Offensive rebound by S. Adams,31,38
166,2,4:26.0,,Personal foul by K. Olynyk (drawn by S. Adams),31,38
167,2,4:26.0,G. Dragić enters the game for W. Ellington,,31,38
168,2,4:26.0,J. Johnson enters the game for K. Olynyk,,31,38
169,2,4:26.0,B. Adebayo enters the game for J. Winslow,,31,38
170,2,4:26.0,,P. George enters the game for Á. Abrines,31,38
171,2,4:26.0,,C. Anthony enters the game for J. Grant,31,38
172,2,4:26.0,K. Olynyk enters the game for B. Adebayo,,31,38
173,2,4:19.0,,R. Westbrook misses 2-pt layup from 1 ft,31,38
174,2,4:16.0,Defensive rebound by G. Dragić,,31,38
175,2,4:15.0,J. Richardson misses 2-pt layup from 1 ft,,31,38
176,2,4:15.0,,Defensive rebound by S. Adams,31,38
177,2,3:54.0,,S. Adams makes 2-pt dunk from 1 ft (assist by R. Westbrook),31,40
178,2,3:34.0,Personal foul by P. George (drawn by J. Johnson),,31,40
179,2,3:24.0,K. Olynyk makes 2-pt jump shot from 21 ft (assist by G. Dragić),,33,40
180,2,3:02.0,,P. George misses 2-pt jump shot from 14 ft,33,40
181,2,2:58.0,Defensive rebound by T. Johnson,,33,40
182,2,2:56.0,J. Richardson makes 2-pt layup at rim (assist by T. Johnson),,35,40
183,2,2:43.0,,Turnover by P. George (bad pass),35,40
184,2,2:23.0,J. Johnson misses 2-pt layup from 4 ft,,35,40
185,2,2:20.0,,Defensive rebound by R. Westbrook,35,40
186,2,2:14.0,,Shooting foul by K. Olynyk (drawn by S. Adams),35,40
187,2,2:14.0,,S. Adams makes free throw 1 of 2,35,41
188,2,2:14.0,J. Winslow enters the game for J. Johnson,,35,41
189,2,2:14.0,B. Adebayo enters the game for K. Olynyk,,35,41
190,2,2:14.0,,S. Adams makes free throw 2 of 2,35,42
191,2,1:57.0,J. Richardson misses 3-pt jump shot from 25 ft,,35,42
192,2,1:54.0,,Defensive rebound by C. Brewer,35,42
193,2,1:37.0,,C. Anthony misses 2-pt jump shot from 7 ft,35,42
194,2,1:35.0,Defensive rebound by T. Johnson,,35,42
195,2,1:19.0,B. Adebayo misses 2-pt layup from 1 ft,,35,42
196,2,1:18.0,,Defensive rebound by S. Adams,35,42
197,2,1:18.0,,Personal foul by J. Winslow (drawn by S. Adams),35,42
198,2,1:18.0,W. Ellington enters the game for T. Johnson,,35,42
199,2,1:11.0,,Personal foul by J. Richardson (drawn by P. George),35,42
200,2,1:11.0,,P. George makes free throw 1 of 2,35,43
201,2,1:11.0,,P. George makes free throw 2 of 2,35,44
202,2,0:54.0,W. Ellington makes 3-pt jump shot from 24 ft,,38,44
203,2,0:47.0,Violation by W. Ellington (kicked ball),,38,44
204,2,0:37.0,,S. Adams misses 2-pt jump shot from 9 ft,38,44
205,2,0:35.0,Defensive rebound by J. Winslow,,38,44
206,2,0:13.0,G. Dragić makes 2-pt layup from 1 ft (assist by B. Adebayo),,40,44
207,2,0:01.0,,Turnover by R. Westbrook (bad pass; steal by J. Winslow),40,44
208,2,0:00.0,J. Winslow misses 3-pt jump shot from 44 ft,,40,44
209,2,0:00.0,Offensive rebound by Team,,40,44
210,3,11:37.0,J. Richardson misses 3-pt jump shot from 23 ft,,40,44
211,3,11:34.0,,Defensive rebound by C. Anthony,40,44
212,3,11:18.0,,P. George misses 2-pt jump shot from 17 ft,40,44
213,3,11:14.0,Defensive rebound by J. Johnson,,40,44
214,3,11:04.0,G. Dragić makes 2-pt jump shot from 4 ft,,42,44
215,3,10:46.0,,C. Anthony misses 2-pt jump shot from 20 ft,42,44
216,3,10:45.0,Defensive rebound by Team,,42,44
217,3,10:36.0,T. Johnson misses 2-pt jump shot from 4 ft,,42,44
218,3,10:33.0,,Defensive rebound by C. Brewer,42,44
219,3,10:27.0,,Shooting foul by T. Johnson (drawn by R. Westbrook),42,44
220,3,10:27.0,,R. Westbrook makes free throw 1 of 2,42,45
221,3,10:27.0,,R. Westbrook makes free throw 2 of 2,42,46
222,3,10:12.0,Turnover by J. Johnson (lost ball; steal by R. Westbrook),,42,46
223,3,10:08.0,,Turnover by C. Anthony (bad pass),42,46
224,3,9:53.0,J. Johnson misses 3-pt jump shot from 25 ft,,42,46
225,3,9:48.0,,Defensive rebound by C. Brewer,42,46
226,3,9:33.0,,S. Adams misses 2-pt jump shot from 8 ft,42,46
227,3,9:32.0,Defensive rebound by Team,,42,46
228,3,9:32.0,,Loose ball foul by S. Adams (drawn by J. Richardson),42,46
229,3,9:23.0,G. Dragić misses 3-pt jump shot from 24 ft,,42,46
230,3,9:20.0,,Defensive rebound by C. Anthony,42,46
231,3,9:14.0,,Shooting foul by J. Johnson (drawn by C. Anthony),42,46
232,3,9:14.0,,C. Anthony makes free throw 1 of 2,42,47
233,3,9:14.0,,C. Anthony makes free throw 2 of 2,42,48
234,3,9:09.0,Shooting foul by S. Adams (drawn by J. Johnson),,42,48
235,3,9:09.0,J. Johnson makes free throw 1 of 2,,43,48
236,3,9:09.0,,Oklahoma City full timeout,43,48
237,3,9:09.0,J. Johnson makes free throw 2 of 2,,44,48
238,3,8:50.0,,Turnover by R. Westbrook (lost ball; steal by G. Dragić),44,48
239,3,8:45.0,T. Johnson misses 2-pt layup at rim,,44,48
240,3,8:42.0,,Defensive rebound by S. Adams,44,48
241,3,8:39.0,,C. Brewer misses 2-pt layup at rim,44,48
242,3,8:35.0,,Offensive rebound by S. Adams,44,48
243,3,8:35.0,,S. Adams misses 2-pt dunk at rim,44,48
244,3,8:34.0,,Offensive rebound by S. Adams,44,48
245,3,8:34.0,,S. Adams makes 2-pt layup at rim,44,50
246,3,8:17.0,Turnover by J. Johnson (lost ball; steal by P. George),,44,50
247,3,8:13.0,,C. Brewer misses 3-pt jump shot from 22 ft,44,50
248,3,8:09.0,Defensive rebound by T. Johnson,,44,50
249,3,8:01.0,G. Dragić misses 2-pt jump shot from 13 ft,,44,50
250,3,8:00.0,Offensive rebound by G. Dragić,,44,50
251,3,7:59.0,G. Dragić makes 2-pt jump shot from 3 ft,,46,50
252,3,7:46.0,,R. Westbrook misses 2-pt jump shot from 12 ft,46,50
253,3,7:46.0,Defensive rebound by B. Adebayo,,46,50
254,3,7:39.0,Personal foul by R. Westbrook (drawn by G. Dragić),,46,50
255,3,7:35.0,Personal foul by P. George (drawn by J. Richardson),,46,50
256,3,7:24.0,Shooting foul by R. Westbrook (drawn by G. Dragić),,46,50
257,3,7:24.0,G. Dragić makes free throw 1 of 2,,47,50
258,3,7:24.0,G. Dragić makes free throw 2 of 2,,48,50
259,3,7:08.0,,C. Brewer misses 2-pt dunk from 1 ft,48,50
260,3,7:06.0,Defensive rebound by T. Johnson,,48,50
261,3,7:03.0,G. Dragić makes 2-pt layup at rim,,50,50
262,3,6:44.0,,P. George misses 3-pt jump shot from 25 ft,50,50
263,3,6:42.0,Defensive rebound by B. Adebayo,,50,50
264,3,6:25.0,B. Adebayo misses 2-pt hook shot from 5 ft,,50,50
265,3,6:23.0,,Defensive rebound by R. Westbrook,50,50
266,3,6:19.0,,Shooting block foul by G. Dragić (drawn by R. Westbrook),50,50
267,3,6:19.0,,R. Westbrook makes free throw 1 of 2,50,51
268,3,6:19.0,,R. Westbrook makes free throw 2 of 2,50,52
269,3,6:05.0,G. Dragić makes 3-pt jump shot from 24 ft,,53,52
270,3,5:52.0,,S. Adams makes 2-pt dunk at rim (assist by R. Westbrook),53,54
271,3,5:37.0,T. Johnson makes 3-pt jump shot from 22 ft (assist by G. Dragić),,56,54
272,3,5:30.0,,Shooting foul by B. Adebayo (drawn by S. Adams),56,54
273,3,5:30.0,,S. Adams misses free throw 1 of 2,56,54
274,3,5:30.0,,Offensive rebound by Team,56,54
275,3,5:30.0,,T. Ferguson enters the game for C. Brewer,56,54
276,3,5:30.0,,S. Adams misses free throw 2 of 2,56,54
277,3,5:28.0,Defensive rebound by B. Adebayo,,56,54
278,3,5:13.0,G. Dragić misses 2-pt jump shot from 7 ft,,56,54
279,3,5:09.0,,Defensive rebound by P. George,56,54
280,3,5:05.0,,R. Westbrook misses 2-pt jump shot from 20 ft,56,54
281,3,5:03.0,Defensive rebound by T. Johnson,,56,54
282,3,4:43.0,J. Richardson misses 2-pt jump shot from 21 ft,,56,54
283,3,4:41.0,,Defensive rebound by R. Westbrook,56,54
284,3,4:32.0,,S. Adams makes 2-pt hook shot from 5 ft,56,56
285,3,4:30.0,Miami full timeout,,56,56
286,3,4:30.0,J. Winslow enters the game for J. Richardson,,56,56
287,3,4:30.0,K. Olynyk enters the game for B. Adebayo,,56,56
288,3,4:12.0,J. Winslow misses 3-pt jump shot from 23 ft,,56,56
289,3,4:09.0,,Defensive rebound by R. Westbrook,56,56
290,3,3:55.0,,S. Adams makes 2-pt dunk from 1 ft (assist by R. Westbrook),56,58
291,3,3:41.0,K. Olynyk misses 3-pt jump shot from 24 ft,,56,58
292,3,3:40.0,,Defensive rebound by C. Anthony,56,58
293,3,3:25.0,,P. George misses 3-pt jump shot from 25 ft,56,58
294,3,3:23.0,,Offensive rebound by Team,56,58
295,3,3:23.0,Loose ball foul by K. Olynyk (drawn by S. Adams),,56,58
296,3,3:23.0,,S. Adams makes free throw 1 of 2,56,59
297,3,3:23.0,D. Wade enters the game for T. Johnson,,56,59
298,3,3:23.0,,S. Adams misses free throw 2 of 2,56,59
299,3,3:21.0,Defensive rebound by J. Johnson,,56,59
300,3,3:13.0,J. Johnson misses 2-pt layup at rim,,56,59
301,3,3:09.0,Offensive rebound by G. Dragić,,56,59
302,3,3:09.0,G. Dragić misses 2-pt layup at rim,,56,59
303,3,3:09.0,,Defensive rebound by S. Adams,56,59
304,3,3:06.0,,R. Westbrook makes 2-pt layup at rim,56,61
305,3,2:56.0,Personal foul by P. George (drawn by K. Olynyk),,56,61
306,3,2:56.0,K. Olynyk makes free throw 1 of 2,,57,61
307,3,2:56.0,W. Ellington enters the game for J. Johnson,,57,61
308,3,2:56.0,K. Olynyk makes free throw 2 of 2,,58,61
309,3,2:56.0,,J. Grant enters the game for S. Adams,58,61
310,3,2:43.0,,C. Anthony misses 3-pt jump shot from 24 ft,58,61
311,3,2:40.0,Defensive rebound by K. Olynyk,,58,61
312,3,2:35.0,D. Wade misses 2-pt jump shot from 16 ft,,58,61
313,3,2:31.0,,Defensive rebound by Team,58,61
314,3,2:22.0,,R. Westbrook misses 2-pt jump shot from 13 ft,58,61
315,3,2:19.0,Defensive rebound by K. Olynyk,,58,61
316,3,2:02.0,J. Winslow makes 2-pt layup from 1 ft (assist by K. Olynyk),,60,61
317,3,2:02.0,Shooting foul by R. Westbrook (drawn by J. Winslow),,60,61
318,3,2:02.0,,P. Patterson enters the game for R. Westbrook,60,61
319,3,2:02.0,J. Winslow makes free throw 1 of 1,,61,61
320,3,2:02.0,,R. Felton enters the game for C. Anthony,61,61
321,3,1:50.0,,P. George misses 2-pt layup from 1 ft (block by J. Winslow),61,61
322,3,1:48.0,Defensive rebound by D. Wade,,61,61
323,3,1:45.0,W. Ellington makes 3-pt jump shot from 23 ft (assist by D. Wade),,64,61
324,3,1:24.0,,Shooting block foul by K. Olynyk (drawn by P. George),64,61
325,3,1:24.0,,P. George misses free throw 1 of 2,64,61
326,3,1:24.0,,Offensive rebound by Team,64,61
327,3,1:24.0,B. Adebayo enters the game for K. Olynyk,,64,61
328,3,1:24.0,,P. George makes free throw 2 of 2,64,62
329,3,1:07.0,Shooting foul by P. Patterson (drawn by G. Dragić),,64,62
330,3,1:07.0,G. Dragić makes free throw 1 of 2,,65,62
331,3,1:07.0,G. Dragić makes free throw 2 of 2,,66,62
332,3,0:55.0,,R. Felton misses 3-pt jump shot from 27 ft,66,62
333,3,0:52.0,Defensive rebound by W. Ellington,,66,62
334,3,0:39.0,G. Dragić misses 2-pt layup from 2 ft,,66,62
335,3,0:37.0,,Defensive rebound by P. George,66,62
336,3,0:24.0,,J. Grant misses 2-pt layup from 1 ft,66,62
337,3,0:22.0,,Offensive rebound by P. Patterson,66,62
338,3,0:22.0,,P. Patterson misses 2-pt layup from 1 ft,66,62
339,3,0:22.0,,Offensive rebound by P. Patterson,66,62
340,3,0:22.0,,P. Patterson makes 2-pt layup from 1 ft,66,64
341,3,0:00.0,G. Dragić misses 3-pt jump shot from 23 ft,,66,64
342,3,0:00.0,Offensive rebound by Team,,66,64
343,4,11:54.0,,P. George misses 3-pt jump shot from 25 ft,66,64
344,4,11:50.0,Defensive rebound by B. Adebayo,,66,64
345,4,11:28.0,B. Adebayo misses 2-pt jump shot from 20 ft,,66,64
346,4,11:26.0,Offensive rebound by Team,,66,64
347,4,11:26.0,Turnover by Team (shot clock),,66,64
348,4,11:13.0,,J. Grant makes 2-pt dunk at rim,66,66
349,4,10:46.0,D. Wade makes 2-pt layup from 1 ft,,68,66
350,4,10:32.0,,P. George misses 3-pt jump shot from 25 ft,68,66
351,4,10:30.0,Defensive rebound by B. Adebayo,,68,66
352,4,10:18.0,D. Wade misses 2-pt layup from 1 ft (block by J. Grant),,68,66
353,4,10:16.0,Offensive rebound by B. Adebayo,,68,66
354,4,10:16.0,Personal foul by P. George (drawn by B. Adebayo),,68,66
355,4,10:16.0,,Á. Abrines enters the game for P. George,68,66
356,4,10:06.0,W. Ellington makes 3-pt jump shot from 24 ft,,71,66
357,4,9:51.0,,R. Felton makes 3-pt jump shot from 24 ft,71,69
358,4,9:30.0,J. Winslow misses 3-pt jump shot from 22 ft,,71,69
359,4,9:29.0,Offensive rebound by Team,,71,69
360,4,9:29.0,,Loose ball foul by T. Ferguson (drawn by J. Richardson),71,69
361,4,9:26.0,Turnover by J. Richardson (traveling),,71,69
362,4,9:13.0,,R. Felton makes 2-pt jump shot from 4 ft,71,71
363,4,8:51.0,D. Wade misses 2-pt jump shot from 12 ft,,71,71
364,4,8:46.0,Offensive rebound by B. Adebayo,,71,71
365,4,8:46.0,B. Adebayo misses 2-pt layup at rim,,71,71
366,4,8:45.0,,Defensive rebound by P. Patterson,71,71
367,4,8:43.0,,R. Felton makes 2-pt layup from 1 ft,71,73
368,4,8:43.0,,Shooting foul by D. Wade (drawn by R. Felton),71,73
369,4,8:43.0,,R. Westbrook enters the game for T. Ferguson,71,73
370,4,8:43.0,K. Olynyk enters the game for B. Adebayo,,71,73
371,4,8:43.0,,R. Felton makes free throw 1 of 1,71,74
372,4,8:43.0,Miami full timeout,,71,74
373,4,8:23.0,J. Richardson misses 2-pt jump shot from 10 ft,,71,74
374,4,8:20.0,,Defensive rebound by R. Westbrook,71,74
375,4,8:08.0,,R. Felton misses 2-pt jump shot from 20 ft,71,74
376,4,8:08.0,,Offensive rebound by Team,71,74
377,4,8:08.0,Loose ball foul by K. Olynyk (drawn by P. Patterson),,71,74
378,4,8:08.0,J. Johnson enters the game for K. Olynyk,,71,74
379,4,7:59.0,,R. Westbrook makes 2-pt jump shot from 18 ft,71,76
380,4,7:36.0,J. Winslow makes 2-pt layup from 1 ft (assist by J. Richardson),,73,76
381,4,7:09.0,,R. Felton misses 2-pt jump shot from 12 ft,73,76
382,4,7:09.0,Defensive rebound by Team,,73,76
383,4,7:09.0,,Loose ball foul by P. Patterson (drawn by J. Richardson),73,76
384,4,7:09.0,,S. Adams enters the game for P. Patterson,73,76
385,4,6:58.0,D. Wade makes 2-pt layup at rim,,75,76
386,4,6:50.0,,Á. Abrines makes 3-pt jump shot from 23 ft (assist by R. Westbrook),75,79
387,4,6:33.0,J. Johnson misses 2-pt jump shot from 2 ft,,75,79
388,4,6:32.0,,Defensive rebound by R. Westbrook,75,79
389,4,6:32.0,,Personal take foul by J. Winslow (drawn by R. Westbrook),75,79
390,4,6:32.0,,C. Brewer enters the game for R. Felton,75,79
391,4,6:32.0,G. Dragić enters the game for D. Wade,,75,79
392,4,6:22.0,,J. Grant misses 3-pt jump shot from 23 ft,75,79
393,4,6:18.0,Defensive rebound by J. Johnson,,75,79
