,QUARTER,TIME_REMAINING,CHICAGO_ACTION,MINNESOTA_ACTION,CHICAGO_SCORE,MINNESOTA_SCORE
384,4,6:45.0,,Shooting foul by K. Dunn (drawn by K. Towns),87,104
385,4,6:45.0,,K. Towns makes free throw 1 of 2,87,105
386,4,6:45.0,,K. Towns makes free throw 2 of 2,87,106
387,4,6:31.0,C. Felício makes 2-pt layup from 1 ft (assist by Z. LaVine),,89,106
388,4,6:15.0,,T. Gibson misses 2-pt layup from 1 ft (block by Z. LaVine),89,106
389,4,6:15.0,,Offensive rebound by T. Gibson,89,106
390,4,6:10.0,,T. Gibson makes 2-pt layup from 1 ft,89,108
391,4,5:53.0,Z. LaVine misses 3-pt jump shot from 25 ft,,89,108
392,4,5:51.0,,Defensive rebound by K. Towns,89,108
393,4,5:46.0,,Personal foul by L. Markkanen (drawn by T. Gibson),89,108
394,4,5:46.0,,T. Gibson makes free throw 1 of 2,89,109
395,4,5:46.0,,T. Gibson makes free throw 2 of 2,89,110
396,4,5:35.0,Turnover by K. Dunn (lost ball; steal by J. Teague),,89,110
397,4,5:30.0,,Turnover by J. Teague (lost ball; steal by K. Dunn),89,110
398,4,5:26.0,C. Felício makes 2-pt hook shot from 5 ft,,91,110
399,4,5:06.0,,K. Towns makes 2-pt hook shot from 5 ft (assist by J. Teague),91,112
400,4,4:56.0,K. Dunn misses 2-pt jump shot from 8 ft,,91,112
401,4,4:56.0,Offensive rebound by Team,,91,112
402,4,4:54.0,Turnover by C. Felício (bad pass),,91,112
403,4,4:40.0,,K. Towns misses 2-pt layup at rim,91,112
404,4,4:38.0,Defensive rebound by L. Markkanen,,91,112
405,4,4:33.0,L. Markkanen misses 2-pt jump shot from 19 ft,,91,112
406,4,4:33.0,,Defensive rebound by J. Crawford,91,112
407,4,4:16.0,Violation by K. Dunn (kicked ball),,91,112
408,4,4:03.0,,J. Teague misses 3-pt jump shot from 25 ft,91,112
409,4,3:59.0,Defensive rebound by Z. LaVine,,91,112
410,4,3:55.0,Z. LaVine makes 2-pt layup from 1 ft,,93,112
411,4,3:55.0,,Violation by K. Towns (def goaltending),93,112
412,4,3:41.0,,Shooting foul by D. Valentine (drawn by J. Crawford),93,112
413,4,3:41.0,,J. Crawford makes free throw 1 of 2,93,113
414,4,3:41.0,,J. Crawford makes free throw 2 of 2,93,114
415,4,3:28.0,Shooting foul by K. Towns (drawn by Z. LaVine),,93,114
416,4,3:28.0,Z. LaVine misses free throw 1 of 2,,93,114
417,4,3:28.0,Offensive rebound by Team,,93,114
418,4,3:28.0,C. Payne enters the game for K. Dunn,,93,114
419,4,3:28.0,Z. LaVine makes free throw 2 of 2,,94,114
420,4,3:21.0,,A. Wiggins makes 2-pt layup from 2 ft (assist by J. Teague),94,116
421,4,3:05.0,D. Valentine makes 2-pt jump shot from 19 ft (assist by C. Felício),,96,116
422,4,2:48.0,,A. Wiggins misses 3-pt jump shot from 27 ft,96,116
423,4,2:48.0,,Offensive rebound by K. Towns,96,116
424,4,2:39.0,,Offensive foul by K. Towns (drawn by L. Markkanen),96,116
425,4,2:39.0,,Turnover by K. Towns (offensive foul),96,116
426,4,2:39.0,B. Portis enters the game for Z. LaVine,,96,116
427,4,2:39.0,J. Grant enters the game for L. Markkanen,,96,116
428,4,2:30.0,D. Valentine makes 2-pt layup from 1 ft (assist by C. Felício),,98,116
429,4,2:20.0,,Personal foul by C. Felício (drawn by K. Towns),98,116
430,4,2:20.0,,K. Towns misses free throw 1 of 2,98,116
431,4,2:20.0,,Offensive rebound by Team,98,116
432,4,2:20.0,,T. Jones enters the game for J. Teague,98,116
433,4,2:20.0,N. Vonleh enters the game for B. Portis,,98,116
434,4,2:20.0,,K. Towns misses free throw 2 of 2,98,116
435,4,2:17.0,Defensive rebound by N. Vonleh,,98,116
436,4,2:06.0,J. Grant misses 2-pt jump shot from 18 ft,,98,116
437,4,2:04.0,,Defensive rebound by K. Towns,98,116
438,4,1:50.0,,K. Towns makes 2-pt layup from 2 ft (assist by J. Crawford),98,118
439,4,1:33.0,C. Felício misses 2-pt jump shot from 7 ft,,98,118
440,4,1:30.0,,Defensive rebound by T. Gibson,98,118
441,4,1:16.0,,K. Towns makes 2-pt jump shot from 21 ft (assist by T. Jones),98,120
442,4,1:12.0,Personal take foul by T. Gibson (drawn by C. Payne),,98,120
443,4,1:12.0,,M. Georges-Hunt enters the game for A. Wiggins,98,120
444,4,1:12.0,,A. Brooks enters the game for K. Towns,98,120
445,4,1:12.0,,C. Aldrich enters the game for T. Gibson,98,120
446,4,1:00.0,Shooting foul by M. Georges-Hunt (drawn by C. Felício),,98,120
447,4,1:00.0,C. Felício misses free throw 1 of 2,,98,120
448,4,1:00.0,Offensive rebound by Team,,98,120
449,4,1:00.0,C. Felício makes free throw 2 of 2,,99,120
450,4,0:46.0,,C. Aldrich misses 2-pt hook shot from 7 ft,99,120
451,4,0:44.0,Defensive rebound by C. Felício,,99,120
452,4,0:37.0,C. Payne makes 3-pt jump shot from 24 ft,,102,120
453,4,0:18.0,,J. Crawford misses 3-pt jump shot from 32 ft,102,120
454,4,0:14.0,,Offensive rebound by M. Georges-Hunt,102,120
455,4,0:13.0,,M. Georges-Hunt makes 2-pt jump shot from 4 ft,102,122
456,4,0:07.0,C. Payne makes 2-pt layup from 1 ft,,104,122
