,QUARTER,TIME_REMAINING,PHOENIX_ACTION,MILWAUKEE_ACTION,PHOENIX_SCORE,MILWAUKEE_SCORE
98,2,9:52.0,,Shooting foul by A. Len (drawn by T. Maker),32,30
99,2,9:52.0,,T. Maker makes free throw 1 of 2,32,31
100,2,9:52.0,,T. Maker misses free throw 2 of 2,32,31
101,2,9:49.0,Defensive rebound by T. Daniels,,32,31
102,2,9:27.0,Turnover by Team (shot clock),,32,31
103,2,9:13.0,,Offensive foul by T. Maker (drawn by I. Canaan),32,31
104,2,9:13.0,,Turnover by T. Maker (offensive foul),32,31
105,2,8:59.0,Turnover by A. Len (bad pass),,32,31
106,2,8:59.0,,M. Plumlee enters the game for T. Maker,32,31
107,2,8:49.0,,Personal foul by I. Canaan (drawn by M. Dellavedova),32,31
108,2,8:49.0,,M. Brogdon enters the game for J. Terry,32,31
109,2,8:49.0,D. Booker enters the game for T. Daniels,,32,31
110,2,8:42.0,,Shooting foul by J. Jackson (drawn by M. Plumlee),32,31
111,2,8:42.0,,M. Plumlee makes free throw 1 of 2,32,32
112,2,8:42.0,G. Monroe enters the game for A. Len,,32,32
113,2,8:42.0,,M. Plumlee makes free throw 2 of 2,32,33
114,2,8:21.0,G. Monroe makes 2-pt layup at rim (assist by J. Dudley),,34,33
115,2,8:05.0,,Turnover by M. Dellavedova (bad pass; steal by J. Dudley),34,33
116,2,8:01.0,D. Booker makes 2-pt dunk at rim (assist by J. Dudley),,36,33
117,2,7:51.0,,M. Brogdon makes 2-pt layup from 1 ft (assist by M. Dellavedova),36,35
118,2,7:51.0,Violation by J. Jackson (def goaltending),,36,35
119,2,7:37.0,Personal foul by M. Plumlee (drawn by G. Monroe),,36,35
120,2,7:37.0,,E. Bledsoe enters the game for M. Dellavedova,36,35
121,2,7:31.0,Def 3 sec tech foul by E. Bledsoe,,36,35
122,2,7:31.0,D. Booker makes technical free throw,,37,35
123,2,7:21.0,J. Jackson misses 2-pt layup from 1 ft,,37,35
124,2,7:18.0,,Defensive rebound by M. Brogdon,37,35
125,2,7:17.0,,E. Bledsoe makes 2-pt layup at rim,37,37
126,2,7:17.0,,Shooting foul by J. Jackson (drawn by E. Bledsoe),37,37
127,2,7:17.0,T. Warren enters the game for J. Jackson,,37,37
128,2,7:17.0,,E. Bledsoe makes free throw 1 of 1,37,38
129,2,7:02.0,D. Booker misses 3-pt jump shot from 27 ft,,37,38
130,2,6:59.0,,Defensive rebound by M. Plumlee,37,38
131,2,6:47.0,,E. Bledsoe misses 2-pt jump shot from 17 ft,37,38
132,2,6:45.0,Defensive rebound by Team,,37,38
133,2,6:45.0,,Loose ball foul by M. Plumlee (drawn by D. Booker),37,38
134,2,6:45.0,,Milwaukee full timeout,37,38
135,2,6:45.0,,K. Middleton enters the game for T. Snell,37,38
136,2,6:45.0,D. Bender enters the game for J. Dudley,,37,38
137,2,6:23.0,G. Monroe makes 2-pt layup at rim (assist by I. Canaan),,39,38
138,2,6:08.0,,M. Brogdon makes 3-pt jump shot from 22 ft (assist by E. Bledsoe),39,41
139,2,5:52.0,Turnover by D. Booker (bad pass; steal by K. Middleton),,39,41
140,2,5:49.0,,K. Middleton makes 2-pt layup from 1 ft,39,43
141,2,5:46.0,Personal foul by M. Brogdon (drawn by D. Booker),,39,43
142,2,5:46.0,,J. Henson enters the game for M. Plumlee,39,43
143,2,5:39.0,I. Canaan misses 2-pt layup from 2 ft,,39,43
144,2,5:35.0,Offensive rebound by I. Canaan,,39,43
145,2,5:34.0,I. Canaan misses 2-pt layup from 1 ft,,39,43
146,2,5:34.0,,Defensive rebound by K. Middleton,39,43
147,2,5:24.0,,J. Henson misses 2-pt hook shot from 5 ft,39,43
148,2,5:23.0,,Offensive rebound by Team,39,43
149,2,5:23.0,T. Ulis enters the game for I. Canaan,,39,43
150,2,5:10.0,,M. Brogdon makes 2-pt jump shot from 1 ft,39,45
151,2,4:52.0,Turnover by D. Booker (bad pass; steal by K. Middleton),,39,45
152,2,4:48.0,,K. Middleton misses 2-pt layup from 2 ft,39,45
153,2,4:45.0,Defensive rebound by D. Bender,,39,45
154,2,4:31.0,G. Monroe makes 2-pt hook shot from 2 ft,,41,45
155,2,4:15.0,,S. Brown misses 3-pt jump shot from 25 ft,41,45
156,2,4:12.0,Defensive rebound by D. Booker,,41,45
157,2,4:07.0,G. Monroe makes 2-pt layup at rim (assist by D. Bender),,43,45
158,2,4:07.0,,Milwaukee full timeout,43,45
159,2,3:54.0,,Shooting foul by T. Ulis (drawn by E. Bledsoe),43,45
160,2,3:54.0,,E. Bledsoe misses free throw 1 of 2,43,45
161,2,3:54.0,,Offensive rebound by Team,43,45
162,2,3:54.0,,E. Bledsoe makes free throw 2 of 2,43,46
163,2,3:41.0,Shooting foul by M. Brogdon (drawn by D. Booker),,43,46
164,2,3:41.0,D. Booker makes free throw 2 of 2,,44,46
165,2,3:41.0,D. Booker makes free throw 1 of 2,,45,46
166,2,3:41.0,,T. Snell enters the game for M. Brogdon,45,46
167,2,3:28.0,,Def 3 sec tech foul by D. Booker,45,46
168,2,3:28.0,,K. Middleton makes technical free throw,45,47
169,2,3:26.0,,Shooting foul by T. Ulis (drawn by E. Bledsoe),45,47
170,2,3:26.0,,E. Bledsoe makes free throw 1 of 2,45,48
171,2,3:26.0,I. Canaan enters the game for T. Ulis,,45,48
172,2,3:26.0,,E. Bledsoe misses free throw 2 of 2,45,48
173,2,3:23.0,,Offensive rebound by K. Middleton,45,48
174,2,3:04.0,,J. Henson misses 2-pt layup from 2 ft,45,48
175,2,3:01.0,Defensive rebound by G. Monroe,,45,48
176,2,2:59.0,Personal foul by T. Snell (drawn by D. Booker),,45,48
177,2,2:59.0,,Milwaukee full timeout,45,48
178,2,2:59.0,,J. Terry enters the game for T. Snell,45,48
179,2,2:59.0,D. Booker makes free throw 1 of 2,,46,48
180,2,2:59.0,D. Booker makes free throw 2 of 2,,47,48
181,2,2:45.0,,K. Middleton misses 2-pt jump shot from 16 ft,47,48
182,2,2:42.0,Defensive rebound by D. Booker,,47,48
183,2,2:30.0,Turnover by G. Monroe (bad pass; steal by J. Henson),,47,48
184,2,2:24.0,,Turnover by E. Bledsoe (bad pass; steal by G. Monroe),47,48
185,2,2:19.0,Personal foul by J. Terry (drawn by D. Booker),,47,48
186,2,2:19.0,D. Booker makes free throw 1 of 2,,48,48
187,2,2:19.0,D. Booker makes free throw 2 of 2,,49,48
188,2,2:04.0,,E. Bledsoe misses 2-pt jump shot from 4 ft,49,48
189,2,2:04.0,,Offensive rebound by E. Bledsoe,49,48
190,2,1:58.0,,S. Brown makes 2-pt layup at rim (assist by E. Bledsoe),49,50
191,2,1:32.0,D. Bender makes 2-pt layup from 1 ft (assist by I. Canaan),,51,50
192,2,1:09.0,,Shooting foul by G. Monroe (drawn by E. Bledsoe),51,50
193,2,1:09.0,,E. Bledsoe misses free throw 1 of 2,51,50
194,2,1:09.0,,Offensive rebound by Team,51,50
195,2,1:09.0,A. Len enters the game for G. Monroe,,51,50
196,2,1:09.0,,E. Bledsoe makes free throw 2 of 2,51,51
197,2,1:01.0,,Violation by E. Bledsoe (kicked ball),51,51
198,2,0:55.0,T. Warren misses 2-pt layup from 1 ft,,51,51
199,2,0:53.0,,Defensive rebound by J. Henson,51,51
200,2,0:44.0,,Turnover by J. Henson (traveling),51,51
201,2,0:32.0,D. Booker misses 2-pt jump shot from 14 ft,,51,51
202,2,0:30.0,,Defensive rebound by E. Bledsoe,51,51
203,2,0:18.0,,E. Bledsoe makes 2-pt layup from 1 ft,51,53
204,2,0:02.0,I. Canaan misses 2-pt layup from 1 ft,,51,53
205,2,0:01.0,Offensive rebound by A. Len,,51,53
206,2,0:01.0,Personal foul by S. Brown (drawn by A. Len),,51,53
207,2,0:01.0,A. Len makes free throw 1 of 2,,52,53
208,2,0:01.0,A. Len makes free throw 2 of 2,,53,53
209,3,11:47.0,Turnover by G. Monroe (lost ball; steal by E. Bledsoe),,53,53
210,3,11:46.0,,E. Bledsoe makes 2-pt layup at rim,53,55
211,3,11:46.0,,Shooting foul by D. Bender (drawn by E. Bledsoe),53,55
212,3,11:46.0,,E. Bledsoe makes free throw 1 of 1,53,56
213,3,11:25.0,T. Warren misses 3-pt jump shot from 23 ft,,53,56
214,3,11:21.0,,Defensive rebound by J. Henson,53,56
215,3,11:07.0,,K. Middleton makes 2-pt jump shot from 4 ft (assist by E. Bledsoe),53,58
216,3,10:48.0,T. Warren makes 2-pt layup from 1 ft (assist by G. Monroe),,55,58
217,3,10:48.0,Shooting foul by S. Brown (drawn by T. Warren),,55,58
218,3,10:48.0,T. Warren makes free throw 1 of 1,,56,58
219,3,10:32.0,,J. Henson makes 2-pt dunk from 1 ft (assist by E. Bledsoe),56,60
220,3,10:12.0,Turnover by G. Monroe (bad pass; steal by E. Bledsoe),,56,60
221,3,10:05.0,,E. Bledsoe misses 3-pt jump shot from 26 ft,56,60
222,3,10:03.0,Defensive rebound by G. Monroe,,56,60
223,3,9:48.0,Turnover by G. Monroe (lost ball; steal by E. Bledsoe),,56,60
224,3,9:48.0,,Personal foul by T. Ulis (drawn by E. Bledsoe),56,60
225,3,9:34.0,,J. Henson misses 2-pt hook shot from 1 ft,56,60
226,3,9:31.0,Defensive rebound by D. Bender,,56,60
227,3,9:15.0,Turnover by D. Bender (bad pass),,56,60
228,3,8:52.0,,E. Bledsoe misses 3-pt jump shot from 23 ft,56,60
229,3,8:50.0,Defensive rebound by D. Bender,,56,60
230,3,8:39.0,T. Warren misses 2-pt jump shot from 3 ft,,56,60
231,3,8:37.0,,Defensive rebound by S. Brown,56,60
232,3,8:29.0,,Turnover by M. Brogdon (turnover),56,60
233,3,8:29.0,J. Jackson enters the game for T. Warren,,56,60
234,3,8:13.0,D. Booker misses 2-pt jump shot from 11 ft,,56,60
235,3,8:11.0,,Defensive rebound by S. Brown,56,60
236,3,8:10.0,,Turnover by S. Brown (bad pass; steal by D. Booker),56,60
237,3,8:06.0,G. Monroe makes 2-pt layup at rim (assist by D. Booker),,58,60
238,3,7:49.0,,Personal foul by J. Jackson (drawn by M. Brogdon),58,60
239,3,7:44.0,,M. Brogdon makes 3-pt jump shot from 25 ft (assist by E. Bledsoe),58,63
240,3,7:30.0,D. Booker misses 2-pt layup from 2 ft (block by M. Brogdon),,58,63
241,3,7:30.0,Offensive rebound by Team,,58,63
242,3,7:27.0,G. Monroe misses 2-pt hook shot from 6 ft,,58,63
243,3,7:24.0,,Defensive rebound by E. Bledsoe,58,63
244,3,7:05.0,,M. Brogdon makes 2-pt layup at rim,58,65
245,3,6:44.0,D. Booker misses 3-pt jump shot from 23 ft,,58,65
246,3,6:40.0,,Defensive rebound by K. Middleton,58,65
247,3,6:38.0,,Turnover by E. Bledsoe (bad pass; steal by T. Ulis),58,65
248,3,6:33.0,J. Jackson makes 2-pt layup at rim (assist by T. Ulis),,60,65
249,3,6:30.0,Technical foul by J. Jackson,,60,65
250,3,6:30.0,,K. Middleton misses technical free throw,60,65
251,3,6:30.0,,Offensive rebound by Team,60,65
252,3,6:30.0,,Milwaukee full timeout,60,65
253,3,6:30.0,,T. Snell enters the game for S. Brown,60,65
254,3,6:13.0,,M. Brogdon makes 2-pt layup at rim,60,67
255,3,5:51.0,Shooting foul by J. Henson (drawn by D. Booker),,60,67
256,3,5:51.0,D. Booker makes free throw 1 of 2,,61,67
257,3,5:51.0,D. Booker makes free throw 2 of 2,,62,67
258,3,5:27.0,,Turnover by M. Brogdon (bad pass),62,67
259,3,5:27.0,I. Canaan enters the game for T. Ulis,,62,67
260,3,5:08.0,Personal foul by J. Henson (drawn by G. Monroe),,62,67
261,3,5:01.0,J. Jackson misses 3-pt jump shot from 26 ft,,62,67
262,3,4:58.0,,Defensive rebound by K. Middleton,62,67
263,3,4:40.0,,K. Middleton misses 3-pt jump shot from 25 ft,62,67
264,3,4:37.0,Defensive rebound by I. Canaan,,62,67
265,3,4:28.0,Shooting foul by T. Snell (drawn by J. Jackson),,62,67
266,3,4:28.0,J. Jackson misses free throw 1 of 2,,62,67
267,3,4:28.0,Offensive rebound by Team,,62,67
268,3,4:28.0,,M. Dellavedova enters the game for E. Bledsoe,62,67
269,3,4:28.0,J. Jackson makes free throw 2 of 2,,63,67
270,3,4:05.0,,Turnover by M. Brogdon (bad pass; steal by D. Booker),63,67
271,3,4:01.0,D. Booker misses 3-pt jump shot from 25 ft,,63,67
272,3,4:01.0,Offensive rebound by Team,,63,67
273,3,4:01.0,,Loose ball foul by K. Middleton (drawn by J. Jackson),63,67
274,3,4:01.0,J. Jackson misses free throw 1 of 2,,63,67
275,3,4:01.0,Offensive rebound by Team,,63,67
276,3,4:01.0,J. Jackson makes free throw 2 of 2,,64,67
277,3,3:54.0,,Shooting foul by J. Jackson (drawn by K. Middleton),64,67
278,3,3:54.0,,K. Middleton makes free throw 1 of 2,64,68
279,3,3:54.0,T. Daniels enters the game for J. Jackson,,64,68
280,3,3:54.0,,K. Middleton makes free throw 2 of 2,64,69
281,3,3:36.0,D. Booker misses 3-pt jump shot from 23 ft,,64,69
282,3,3:33.0,,Defensive rebound by M. Brogdon,64,69
283,3,3:27.0,,Turnover by K. Middleton (bad pass; steal by D. Booker),64,69
284,3,3:23.0,D. Bender makes 2-pt dunk from 1 ft (assist by D. Booker),,66,69
285,3,3:09.0,,K. Middleton makes 3-pt jump shot from 23 ft (assist by M. Dellavedova),66,72
286,3,2:56.0,T. Daniels makes 3-pt jump shot from 29 ft (assist by G. Monroe),,69,72
287,3,2:37.0,,Personal foul by D. Booker (drawn by K. Middleton),69,72
288,3,2:37.0,Phoenix full timeout,,69,72
289,3,2:37.0,,J. Terry enters the game for M. Brogdon,69,72
290,3,2:37.0,,T. Maker enters the game for J. Henson,69,72
291,3,2:37.0,J. Dudley enters the game for G. Monroe,,69,72
292,3,2:37.0,A. Len enters the game for D. Bender,,69,72
293,3,2:37.0,,K. Middleton makes free throw 1 of 2,69,73
294,3,2:37.0,,K. Middleton makes free throw 2 of 2,69,74
295,3,2:18.0,T. Daniels makes 3-pt jump shot from 26 ft (assist by J. Dudley),,72,74
296,3,1:58.0,,T. Snell misses 3-pt jump shot from 22 ft,72,74
297,3,1:55.0,,Offensive rebound by T. Maker,72,74
298,3,1:55.0,,T. Maker makes 2-pt hook shot from 3 ft,72,76
299,3,1:35.0,A. Len makes 2-pt dunk at rim (assist by J. Dudley),,74,76
300,3,1:17.0,,T. Snell misses 3-pt jump shot from 28 ft,74,76
301,3,1:14.0,Defensive rebound by J. Dudley,,74,76
302,3,1:07.0,I. Canaan misses 3-pt jump shot from 28 ft,,74,76
303,3,1:03.0,,Defensive rebound by J. Terry,74,76
304,3,0:55.0,,T. Maker misses 2-pt jump shot from 14 ft,74,76
305,3,0:53.0,Defensive rebound by J. Dudley,,74,76
306,3,0:36.0,D. Booker misses 2-pt layup from 1 ft,,74,76
307,3,0:35.0,Offensive rebound by A. Len,,74,76
308,3,0:35.0,A. Len makes 2-pt layup from 1 ft,,76,76
309,3,0:35.0,Shooting foul by T. Maker (drawn by A. Len),,76,76
310,3,0:35.0,T. Warren enters the game for D. Booker,,76,76
311,3,0:35.0,,S. Brown enters the game for K. Middleton,76,76
312,3,0:35.0,A. Len makes free throw 1 of 1,,77,76
313,3,0:22.0,,M. Dellavedova misses 2-pt layup from 1 ft,77,76
314,3,0:20.0,Defensive rebound by T. Daniels,,77,76
315,3,0:18.0,T. Warren makes 2-pt dunk from 1 ft (assist by T. Daniels),,79,76
316,3,0:01.0,,M. Dellavedova misses 3-pt jump shot from 28 ft,79,76
317,3,0:01.0,Defensive rebound by J. Dudley,,79,76
318,4,11:35.0,,J. Terry misses 3-pt jump shot from 26 ft,79,76
319,4,11:35.0,,Offensive rebound by Team,79,76
320,4,11:35.0,,Turnover by Team (shot clock),79,76
321,4,11:24.0,T. Warren makes 2-pt layup from 1 ft (assist by J. Dudley),,81,76
322,4,11:04.0,,T. Snell makes 2-pt layup at rim (assist by M. Dellavedova),81,78
323,4,10:43.0,T. Warren misses 2-pt jump shot from 6 ft,,81,78
324,4,10:40.0,,Defensive rebound by J. Terry,81,78
325,4,10:34.0,,Turnover by J. Terry (bad pass; steal by J. Dudley),81,78
326,4,10:26.0,T. Warren makes 2-pt layup at rim (assist by J. Dudley),,83,78
327,4,10:12.0,,Personal foul by I. Canaan (drawn by M. Dellavedova),83,78
328,4,10:12.0,,M. Brogdon enters the game for T. Snell,83,78
329,4,10:01.0,,J. Terry misses 2-pt jump shot from 8 ft,83,78
330,4,9:59.0,,Offensive rebound by J. Terry,83,78
331,4,9:56.0,,M. Brogdon misses 3-pt jump shot from 26 ft,83,78
332,4,9:53.0,Defensive rebound by T. Daniels,,83,78
333,4,9:47.0,T. Daniels misses 3-pt jump shot from 26 ft,,83,78
334,4,9:45.0,,Defensive rebound by S. Brown,83,78
335,4,9:38.0,,M. Brogdon makes 2-pt layup from 1 ft,83,80
336,4,9:22.0,Personal foul by M. Dellavedova (drawn by T. Warren),,83,80
337,4,9:22.0,,E. Bledsoe enters the game for J. Terry,83,80
338,4,9:17.0,T. Warren misses 2-pt layup from 10 ft,,83,80
339,4,9:17.0,,Defensive rebound by Team,83,80
340,4,8:55.0,,Turnover by M. Brogdon (bad pass; steal by I. Canaan),83,80
341,4,8:47.0,I. Canaan misses 2-pt layup from 2 ft (block by M. Plumlee),,83,80
342,4,8:43.0,,Defensive rebound by M. Brogdon,83,80
343,4,8:42.0,,Personal foul by J. Dudley (drawn by E. Bledsoe),83,80
344,4,8:35.0,,Personal foul by A. Len (drawn by M. Dellavedova),83,80
345,4,8:35.0,,K. Middleton enters the game for S. Brown,83,80
346,4,8:32.0,,Shooting foul by J. Dudley (drawn by M. Plumlee),83,80
347,4,8:32.0,,M. Plumlee makes free throw 1 of 2,83,81
348,4,8:32.0,,M. Plumlee makes free throw 2 of 2,83,82
349,4,8:22.0,Personal foul by M. Dellavedova (drawn by T. Warren),,83,82
350,4,8:15.0,T. Warren misses 2-pt jump shot from 15 ft,,83,82
351,4,8:12.0,,Defensive rebound by M. Plumlee,83,82
352,4,7:58.0,,E. Bledsoe misses 2-pt jump shot from 8 ft,83,82
353,4,7:55.0,Defensive rebound by I. Canaan,,83,82
354,4,7:49.0,Turnover by J. Dudley (bad pass; steal by M. Brogdon),,83,82
355,4,7:45.0,,Shooting foul by T. Daniels (drawn by M. Plumlee),83,82
356,4,7:45.0,,M. Plumlee misses free throw 1 of 2,83,82
357,4,7:45.0,,Offensive rebound by Team,83,82
358,4,7:45.0,D. Booker enters the game for I. Canaan,,83,82
359,4,7:45.0,,M. Plumlee misses free throw 2 of 2,83,82
360,4,7:45.0,Defensive rebound by A. Len,,83,82
361,4,7:30.0,T. Warren misses 2-pt layup from 1 ft,,83,82
362,4,7:29.0,Offensive rebound by T. Warren,,83,82
363,4,7:28.0,T. Warren misses 2-pt layup from 1 ft,,83,82
364,4,7:27.0,,Defensive rebound by M. Dellavedova,83,82
365,4,7:12.0,,M. Brogdon makes 3-pt jump shot from 26 ft,83,85
366,4,6:53.0,Turnover by T. Warren (bad pass),,83,85
367,4,6:53.0,,Milwaukee full timeout,83,85
368,4,6:53.0,,J. Henson enters the game for M. Plumlee,83,85
369,4,6:53.0,D. Bender enters the game for J. Dudley,,83,85
370,4,6:53.0,G. Monroe enters the game for A. Len,,83,85
371,4,6:39.0,,Personal foul by D. Booker (drawn by E. Bledsoe),83,85
372,4,6:39.0,,E. Bledsoe makes free throw 1 of 2,83,86
373,4,6:39.0,,E. Bledsoe misses free throw 2 of 2,83,86
374,4,6:36.0,Defensive rebound by D. Booker,,83,86
375,4,6:16.0,Turnover by T. Daniels (bad pass; steal by J. Henson),,83,86
376,4,6:11.0,,E. Bledsoe makes 2-pt dunk at rim (assist by K. Middleton),83,88
377,4,5:58.0,Personal foul by M. Brogdon (drawn by D. Booker),,83,88
378,4,5:46.0,T. Daniels misses 3-pt jump shot from 23 ft,,83,88
379,4,5:42.0,Offensive rebound by T. Warren,,83,88
380,4,5:41.0,T. Warren makes 2-pt layup from 1 ft,,85,88
381,4,5:33.0,,Personal foul by T. Daniels (drawn by M. Brogdon),85,88
382,4,5:33.0,,M. Brogdon makes free throw 1 of 2,85,89
383,4,5:33.0,,M. Brogdon makes free throw 2 of 2,85,90
384,4,5:21.0,D. Booker misses 2-pt jump shot from 11 ft,,85,90
