,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,OKLAHOMA CITY_ACTION,CLEVELAND_SCORE,OKLAHOMA CITY_SCORE
180,2,3:09.0,Defensive rebound by J. Smith,,58,48
181,2,3:09.0,Personal take foul by R. Westbrook (drawn by L. James),,58,48
182,2,3:00.0,L. James misses 3-pt jump shot from 26 ft,,58,48
183,2,3:00.0,,Defensive rebound by S. Adams,58,48
184,2,2:52.0,,C. Anthony makes 3-pt jump shot from 25 ft,58,51
185,2,2:35.0,L. James makes 2-pt dunk at rim (assist by G. Hill),,60,51
186,2,2:24.0,,P. George misses 3-pt jump shot from 24 ft,60,51
187,2,2:20.0,Defensive rebound by T. Thompson,,60,51
188,2,2:16.0,L. James misses 2-pt layup at rim,,60,51
189,2,2:14.0,,Defensive rebound by C. Anthony,60,51
190,2,2:10.0,,C. Anthony misses 3-pt jump shot from 25 ft,60,51
191,2,2:08.0,Defensive rebound by L. James,,60,51
192,2,1:53.0,G. Hill makes 2-pt layup at rim,,62,51
193,2,1:41.0,,R. Westbrook misses 3-pt jump shot from 25 ft,62,51
194,2,1:40.0,,Offensive rebound by Team,62,51
195,2,1:40.0,Loose ball foul by T. Thompson (drawn by S. Adams),,62,51
196,2,1:33.0,,Personal foul by J. Green (drawn by P. George),62,51
197,2,1:33.0,,P. George makes free throw 1 of 2,62,52
198,2,1:33.0,R. Hood enters the game for J. Green,,62,52
199,2,1:33.0,,P. George makes free throw 2 of 2,62,53
200,2,1:12.0,G. Hill misses 3-pt jump shot from 25 ft,,62,53
201,2,1:10.0,,Defensive rebound by P. George,62,53
202,2,1:03.0,,P. George makes 2-pt jump shot from 16 ft,62,55
203,2,0:42.0,J. Smith misses 3-pt jump shot from 25 ft,,62,55
204,2,0:40.0,,Defensive rebound by P. George,62,55
205,2,0:36.0,,Turnover by P. George (bad pass; steal by G. Hill),62,55
206,2,0:35.0,Personal take foul by R. Westbrook (drawn by G. Hill),,62,55
207,2,0:19.0,Turnover by L. James (bad pass; steal by P. George),,62,55
208,2,0:01.0,,C. Anthony makes 2-pt jump shot from 13 ft (assist by R. Westbrook),62,57
209,3,11:41.0,C. Osman makes 2-pt jump shot from 14 ft,,64,57
210,3,11:21.0,,R. Westbrook misses 2-pt jump shot from 17 ft,64,57
211,3,11:17.0,Defensive rebound by L. James,,64,57
212,3,11:12.0,J. Smith misses 3-pt jump shot from 24 ft,,64,57
213,3,11:10.0,,Defensive rebound by Á. Abrines,64,57
214,3,10:59.0,,P. George misses 2-pt layup from 3 ft,64,57
215,3,10:56.0,Defensive rebound by T. Thompson,,64,57
216,3,10:50.0,L. James makes 2-pt layup at rim,,66,57
217,3,10:30.0,,P. George makes 3-pt jump shot from 22 ft (assist by R. Westbrook),66,60
218,3,10:08.0,L. James makes 3-pt jump shot from 24 ft (assist by G. Hill),,69,60
219,3,9:52.0,,P. George makes 3-pt jump shot from 24 ft,69,63
220,3,9:39.0,L. James makes 2-pt jump shot from 21 ft (assist by J. Smith),,71,63
221,3,9:20.0,,C. Anthony misses 3-pt jump shot from 25 ft,71,63
222,3,9:18.0,,Offensive rebound by S. Adams,71,63
223,3,9:18.0,,Shooting foul by C. Osman (drawn by S. Adams),71,63
224,3,9:18.0,,S. Adams makes free throw 1 of 2,71,64
225,3,9:18.0,,S. Adams makes free throw 2 of 2,71,65
226,3,8:56.0,C. Osman misses 3-pt jump shot from 23 ft,,71,65
227,3,8:52.0,,Defensive rebound by R. Westbrook,71,65
228,3,8:48.0,,Turnover by C. Anthony (bad pass),71,65
229,3,8:39.0,L. James makes 2-pt jump shot from 16 ft,,73,65
230,3,8:19.0,,R. Westbrook makes 2-pt layup from 2 ft,73,67
231,3,8:19.0,,Shooting foul by G. Hill (drawn by R. Westbrook),73,67
232,3,8:19.0,,R. Westbrook makes free throw 1 of 1,73,68
233,3,8:05.0,C. Osman misses 2-pt jump shot from 4 ft,,73,68
234,3,8:02.0,,Defensive rebound by S. Adams,73,68
235,3,7:55.0,,P. George misses 3-pt jump shot from 24 ft,73,68
236,3,7:51.0,Defensive rebound by T. Thompson,,73,68
237,3,7:34.0,L. James makes 2-pt jump shot from 7 ft (assist by C. Osman),,75,68
238,3,7:23.0,,Personal foul by C. Osman (drawn by P. George),75,68
239,3,7:23.0,,J. Huestis enters the game for Á. Abrines,75,68
240,3,7:13.0,,R. Westbrook misses 2-pt jump shot from 9 ft,75,68
241,3,7:11.0,Defensive rebound by C. Osman,,75,68
242,3,7:06.0,L. James makes 3-pt jump shot from 25 ft,,78,68
243,3,7:05.0,,Oklahoma City full timeout,78,68
244,3,6:48.0,,R. Westbrook makes 2-pt layup from 1 ft (assist by P. George),78,70
245,3,6:48.0,,Shooting foul by G. Hill (drawn by R. Westbrook),78,70
246,3,6:48.0,,R. Westbrook makes free throw 1 of 1,78,71
247,3,6:37.0,Turnover by L. James (lost ball; steal by S. Adams),,78,71
248,3,6:28.0,,C. Anthony makes 2-pt jump shot from 14 ft,78,73
249,3,6:05.0,L. James misses 3-pt jump shot from 27 ft,,78,73
250,3,6:02.0,,Defensive rebound by S. Adams,78,73
251,3,5:56.0,,C. Anthony misses 3-pt jump shot from 26 ft,78,73
252,3,5:52.0,,Offensive rebound by R. Westbrook,78,73
253,3,5:50.0,,C. Anthony makes 3-pt jump shot from 25 ft (assist by R. Westbrook),78,76
254,3,5:48.0,Cleveland full timeout,,78,76
255,3,5:48.0,R. Hood enters the game for C. Osman,,78,76
256,3,5:28.0,G. Hill misses 3-pt jump shot from 23 ft,,78,76
257,3,5:25.0,,Defensive rebound by S. Adams,78,76
258,3,5:09.0,,P. George misses 2-pt jump shot from 14 ft,78,76
259,3,5:05.0,Defensive rebound by J. Smith,,78,76
260,3,4:44.0,G. Hill makes 3-pt jump shot from 22 ft (assist by L. James),,81,76
261,3,4:32.0,,P. George makes 3-pt jump shot from 28 ft (assist by R. Westbrook),81,79
262,3,4:09.0,L. James misses 3-pt jump shot from 25 ft,,81,79
263,3,4:07.0,,Defensive rebound by R. Westbrook,81,79
264,3,3:56.0,,Personal foul by T. Thompson (drawn by S. Adams),81,79
265,3,3:56.0,,S. Adams makes free throw 1 of 2,81,80
266,3,3:56.0,L. Nance enters the game for T. Thompson,,81,80
267,3,3:56.0,,S. Adams misses free throw 2 of 2,81,80
268,3,3:53.0,,Offensive rebound by S. Adams,81,80
269,3,3:42.0,,Personal foul by J. Smith (drawn by S. Adams),81,80
270,3,3:42.0,,S. Adams makes free throw 1 of 2,81,81
271,3,3:42.0,,S. Adams misses free throw 2 of 2,81,81
272,3,3:40.0,,Offensive rebound by C. Anthony,81,81
273,3,3:33.0,,C. Anthony misses 2-pt jump shot from 13 ft,81,81
274,3,3:28.0,,Offensive rebound by S. Adams,81,81
275,3,3:28.0,,Personal foul by J. Smith (drawn by S. Adams),81,81
276,3,3:28.0,,S. Adams makes free throw 1 of 2,81,82
277,3,3:28.0,,S. Adams misses free throw 2 of 2,81,82
278,3,3:28.0,,Offensive rebound by C. Anthony,81,82
279,3,3:28.0,,C. Anthony misses 2-pt layup at rim,81,82
280,3,3:26.0,Defensive rebound by J. Smith,,81,82
281,3,3:10.0,Personal foul by J. Huestis (drawn by L. James),,81,82
282,3,3:10.0,,J. Grant enters the game for S. Adams,81,82
283,3,3:10.0,,P. Patterson enters the game for P. George,81,82
284,3,2:59.0,G. Hill makes 2-pt jump shot from 7 ft (assist by L. James),,83,82
285,3,2:47.0,,R. Westbrook misses 2-pt jump shot from 17 ft,83,82
286,3,2:45.0,Defensive rebound by R. Hood,,83,82
287,3,2:38.0,L. James makes 2-pt layup at rim,,85,82
288,3,2:38.0,,Violation by J. Huestis (def goaltending),85,82
289,3,2:38.0,Shooting foul by C. Anthony (drawn by L. James),,85,82
290,3,2:38.0,L. James makes free throw 1 of 1,,86,82
291,3,2:22.0,,C. Anthony misses 3-pt jump shot from 25 ft,86,82
292,3,2:20.0,Defensive rebound by Team,,86,82
293,3,2:07.0,J. Smith makes 3-pt jump shot from 24 ft (assist by G. Hill),,89,82
294,3,1:50.0,,R. Westbrook makes 2-pt jump shot from 19 ft,89,84
295,3,1:34.0,J. Smith misses 3-pt jump shot from 22 ft,,89,84
296,3,1:32.0,,Defensive rebound by J. Grant,89,84
297,3,1:25.0,,Personal foul by L. Nance (drawn by J. Grant),89,84
298,3,1:25.0,,J. Grant misses free throw 1 of 2,89,84
299,3,1:25.0,,Offensive rebound by Team,89,84
300,3,1:25.0,,R. Felton enters the game for R. Westbrook,89,84
301,3,1:25.0,J. Clarkson enters the game for G. Hill,,89,84
302,3,1:25.0,J. Green enters the game for J. Smith,,89,84
303,3,1:25.0,,J. Grant makes free throw 2 of 2,89,85
304,3,1:09.0,J. Clarkson makes 2-pt jump shot from 11 ft,,91,85
305,3,0:47.0,,C. Anthony makes 2-pt jump shot from 14 ft,91,87
306,3,0:33.0,R. Hood misses 3-pt jump shot from 22 ft,,91,87
307,3,0:31.0,,Defensive rebound by C. Anthony,91,87
308,3,0:09.0,,C. Anthony misses 2-pt jump shot from 15 ft (block by L. James),91,87
309,3,0:08.0,,Offensive rebound by R. Felton,91,87
310,3,0:08.0,,R. Felton misses 3-pt jump shot from 35 ft,91,87
311,3,0:08.0,,Offensive rebound by Team,91,87
312,3,0:08.0,,Turnover by Team (shot clock),91,87
313,3,0:05.0,Personal take foul by J. Grant (drawn by L. James),,91,87
314,3,0:00.0,L. James misses 2-pt jump shot from 22 ft,,91,87
315,3,0:00.0,Offensive rebound by Team,,91,87
316,4,11:50.0,,J. Grant makes 2-pt layup from 1 ft,91,89
317,4,11:36.0,Personal foul by R. Felton (drawn by J. Clarkson),,91,89
318,4,11:24.0,J. Green misses 3-pt jump shot from 24 ft,,91,89
319,4,11:21.0,,Defensive rebound by R. Felton,91,89
320,4,11:12.0,,Offensive foul by P. Patterson (drawn by K. Korver),91,89
321,4,11:12.0,,Turnover by P. Patterson (offensive foul),91,89
322,4,11:12.0,,P. George enters the game for P. Patterson,91,89
323,4,11:00.0,K. Korver misses 2-pt jump shot from 20 ft,,91,89
324,4,10:59.0,Offensive rebound by L. Nance,,91,89
325,4,10:59.0,L. Nance misses 2-pt layup at rim,,91,89
326,4,10:58.0,,Defensive rebound by R. Felton,91,89
327,4,10:45.0,,J. Grant misses 2-pt layup at rim,91,89
328,4,10:44.0,,Offensive rebound by S. Adams,91,89
329,4,10:40.0,,Personal foul by R. Hood (drawn by P. George),91,89
330,4,10:37.0,,Personal foul by R. Hood (drawn by P. George),91,89
331,4,10:31.0,,Turnover by R. Felton (bad pass; steal by R. Hood),91,89
332,4,10:27.0,R. Hood misses 2-pt hook shot from 8 ft,,91,89
333,4,10:26.0,Offensive rebound by L. Nance,,91,89
334,4,10:26.0,L. Nance misses 2-pt layup at rim,,91,89
335,4,10:24.0,Offensive rebound by L. Nance,,91,89
336,4,10:15.0,J. Clarkson makes 2-pt jump shot from 21 ft,,93,89
337,4,9:58.0,,Personal foul by R. Hood (drawn by J. Grant),93,89
338,4,9:52.0,,P. George misses 3-pt jump shot from 25 ft,93,89
339,4,9:50.0,,Offensive rebound by S. Adams,93,89
340,4,9:50.0,,S. Adams misses 2-pt layup at rim,93,89
341,4,9:49.0,Defensive rebound by J. Clarkson,,93,89
342,4,9:32.0,R. Hood makes 3-pt jump shot from 24 ft (assist by J. Green),,96,89
343,4,9:30.0,,Oklahoma City full timeout,96,89
344,4,9:17.0,,P. George misses 2-pt layup from 1 ft,96,89
345,4,9:15.0,Defensive rebound by J. Green,,96,89
346,4,8:59.0,Shooting foul by Á. Abrines (drawn by J. Green),,96,89
347,4,8:59.0,J. Green makes free throw 1 of 2,,97,89
348,4,8:59.0,,R. Westbrook enters the game for Á. Abrines,97,89
349,4,8:59.0,J. Green makes free throw 2 of 2,,98,89
350,4,8:47.0,,Turnover by R. Felton (bad pass; steal by K. Korver),98,89
351,4,8:32.0,K. Korver misses 3-pt jump shot from 22 ft,,98,89
352,4,8:30.0,Offensive rebound by L. Nance,,98,89
353,4,8:30.0,L. Nance makes 2-pt layup at rim,,100,89
354,4,8:12.0,,Shooting foul by R. Hood (drawn by J. Grant),100,89
355,4,8:12.0,,J. Grant makes free throw 1 of 2,100,90
356,4,8:12.0,L. James enters the game for K. Korver,,100,90
357,4,8:12.0,,J. Grant misses free throw 2 of 2,100,90
358,4,8:10.0,,Offensive rebound by S. Adams,100,90
359,4,8:10.0,,S. Adams misses 2-pt layup at rim,100,90
360,4,8:09.0,Defensive rebound by L. James,,100,90
361,4,8:00.0,R. Hood misses 3-pt jump shot from 22 ft,,100,90
362,4,7:58.0,,Defensive rebound by R. Westbrook,100,90
363,4,7:47.0,,R. Felton misses 2-pt layup from 2 ft (block by L. Nance),100,90
364,4,7:47.0,,Offensive rebound by S. Adams,100,90
365,4,7:47.0,,S. Adams makes 2-pt layup at rim,100,92
366,4,7:23.0,J. Green makes 2-pt jump shot from 10 ft,,102,92
367,4,7:07.0,,Turnover by R. Westbrook (bad pass; steal by L. Nance),102,92
368,4,6:54.0,Offensive foul by L. James (drawn by J. Grant),,102,92
369,4,6:54.0,Turnover by L. James (offensive foul),,102,92
370,4,6:54.0,,C. Anthony enters the game for J. Grant,102,92
371,4,6:31.0,,C. Anthony makes 2-pt jump shot from 20 ft,102,94
372,4,6:11.0,J. Clarkson misses 2-pt layup from 3 ft (block by C. Anthony),,102,94
373,4,6:05.0,,Defensive rebound by R. Westbrook,102,94
374,4,6:04.0,,R. Westbrook misses 3-pt jump shot from 27 ft,102,94
375,4,6:00.0,Defensive rebound by L. James,,102,94
376,4,5:59.0,R. Hood makes 2-pt layup from 1 ft (assist by L. James),,104,94
377,4,5:43.0,,R. Westbrook makes 2-pt layup from 2 ft (assist by P. George),104,96
378,4,5:26.0,J. Clarkson makes 2-pt jump shot from 6 ft,,106,96
379,4,5:17.0,,Offensive foul by S. Adams (drawn by J. Clarkson),106,96
380,4,5:17.0,,Turnover by S. Adams (offensive foul),106,96
381,4,5:17.0,,J. Grant enters the game for R. Felton,106,96
382,4,5:17.0,J. Smith enters the game for R. Hood,,106,96
383,4,4:58.0,Shooting foul by C. Anthony (drawn by L. James),,106,96
384,4,4:58.0,L. James makes free throw 1 of 2,,107,96
385,4,4:58.0,,Oklahoma City full timeout,107,96
386,4,4:58.0,L. James misses free throw 2 of 2,,107,96
387,4,4:57.0,,Defensive rebound by C. Anthony,107,96
388,4,4:40.0,,P. George misses 3-pt jump shot from 25 ft,107,96
389,4,4:33.0,Defensive rebound by J. Smith,,107,96
390,4,4:31.0,Shooting foul by C. Anthony (drawn by L. Nance),,107,96
391,4,4:31.0,L. Nance misses free throw 1 of 2,,107,96
392,4,4:31.0,Offensive rebound by Team,,107,96
393,4,4:31.0,L. Nance misses free throw 2 of 2,,107,96
394,4,4:29.0,,Defensive rebound by J. Grant,107,96
395,4,4:21.0,,Personal foul by J. Clarkson (drawn by R. Westbrook),107,96
396,4,4:21.0,,R. Westbrook misses free throw 1 of 2,107,96
397,4,4:21.0,,Offensive rebound by Team,107,96
