,QUARTER,TIME_REMAINING,NEW YORK_ACTION,CHICAGO_ACTION,NEW YORK_SCORE,CHICAGO_SCORE
36,1,6:50.0,,R. Lopez makes 2-pt layup from 1 ft (assist by J. Holiday),10,7
37,1,6:40.0,Turnover by J. Jack (lost ball; steal by K. Dunn),,10,7
38,1,6:37.0,,K. Dunn makes 2-pt dunk at rim,10,9
39,1,6:12.0,E. Freedom misses 2-pt hook shot from 2 ft,,10,9
40,1,6:09.0,,Defensive rebound by J. Holiday,10,9
41,1,6:04.0,,D. Valentine makes 2-pt layup from 1 ft,10,11
42,1,6:04.0,New York full timeout,,10,11
43,1,5:47.0,Shooting foul by K. Dunn (drawn by K. Porziņģis),,10,11
44,1,5:47.0,K. Porziņģis makes free throw 1 of 2,,11,11
45,1,5:47.0,F. Ntilikina enters the game for J. Jack,,11,11
46,1,5:47.0,K. Porziņģis makes free throw 2 of 2,,12,11
47,1,5:35.0,,L. Markkanen makes 2-pt layup at rim,12,13
48,1,5:35.0,,Shooting foul by K. Porziņģis (drawn by L. Markkanen),12,13
49,1,5:35.0,K. O'Quinn enters the game for E. Freedom,,12,13
50,1,5:35.0,,L. Markkanen misses free throw 1 of 1,12,13
51,1,5:33.0,Defensive rebound by K. O'Quinn,,12,13
52,1,5:23.0,C. Lee makes 2-pt jump shot from 18 ft,,14,13
53,1,5:08.0,,L. Markkanen misses 3-pt jump shot from 24 ft,14,13
54,1,5:04.0,Defensive rebound by D. McDermott,,14,13
55,1,4:58.0,K. Porziņģis misses 2-pt jump shot from 9 ft,,14,13
56,1,4:54.0,,Defensive rebound by R. Lopez,14,13
57,1,4:46.0,,D. Valentine makes 2-pt jump shot from 13 ft,14,15
58,1,4:24.0,Turnover by C. Lee (traveling),,14,15
59,1,4:24.0,,N. Mirotić enters the game for L. Markkanen,14,15
60,1,4:14.0,,Turnover by D. Valentine (out of bounds lost ball),14,15
61,1,4:14.0,L. Thomas enters the game for D. McDermott,,14,15
62,1,3:58.0,K. O'Quinn misses 2-pt jump shot from 21 ft,,14,15
63,1,3:54.0,,Defensive rebound by D. Valentine,14,15
64,1,3:40.0,,R. Lopez misses 2-pt jump shot from 22 ft,14,15
65,1,3:37.0,Defensive rebound by K. O'Quinn,,14,15
66,1,3:33.0,K. Porziņģis makes 3-pt jump shot from 25 ft (assist by F. Ntilikina),,17,15
67,1,3:31.0,,Chicago full timeout,17,15
68,1,3:31.0,,D. Nwaba enters the game for D. Valentine,17,15
69,1,3:10.0,,Turnover by R. Lopez (turnover),17,15
70,1,2:56.0,C. Lee makes 3-pt jump shot from 26 ft (assist by K. Porziņģis),,20,15
71,1,2:38.0,,K. Dunn misses 2-pt jump shot from 15 ft,20,15
72,1,2:38.0,Defensive rebound by Team,,20,15
73,1,2:29.0,Personal foul by N. Mirotić (drawn by K. Porziņģis),,20,15
74,1,2:29.0,,J. Grant enters the game for K. Dunn,20,15
75,1,2:18.0,K. O'Quinn makes 2-pt jump shot from 4 ft (assist by C. Lee),,22,15
76,1,2:06.0,,R. Lopez makes 2-pt layup from 2 ft (assist by J. Grant),22,17
77,1,1:59.0,Personal foul by N. Mirotić (drawn by K. Porziņģis),,22,17
78,1,1:50.0,L. Thomas misses 3-pt jump shot from 23 ft,,22,17
79,1,1:41.0,,Defensive rebound by D. Nwaba,22,17
80,1,1:38.0,,D. Nwaba misses 2-pt jump shot from 6 ft,22,17
81,1,1:38.0,Defensive rebound by K. O'Quinn,,22,17
82,1,1:30.0,K. Porziņģis misses 3-pt jump shot from 25 ft,,22,17
83,1,1:30.0,,Defensive rebound by R. Lopez,22,17
84,1,1:20.0,,D. Nwaba misses 3-pt jump shot from 22 ft,22,17
85,1,1:20.0,Defensive rebound by F. Ntilikina,,22,17
86,1,1:01.0,L. Thomas makes 2-pt layup from 1 ft (assist by K. O'Quinn),,24,17
87,1,0:43.0,,R. Lopez misses 2-pt layup from 4 ft (block by K. Porziņģis),24,17
88,1,0:40.0,Defensive rebound by C. Lee,,24,17
89,1,0:37.0,C. Lee makes 3-pt jump shot from 26 ft (assist by F. Ntilikina),,27,17
90,1,0:23.0,,J. Holiday misses 2-pt jump shot from 21 ft,27,17
91,1,0:23.0,Defensive rebound by F. Ntilikina,,27,17
92,1,0:04.0,F. Ntilikina misses 3-pt jump shot from 25 ft,,27,17
93,1,0:04.0,Offensive rebound by Team,,27,17
94,1,0:03.0,,Loose ball foul by J. Grant (drawn by K. O'Quinn),27,17
95,1,0:03.0,K. O'Quinn makes free throw 1 of 2,,28,17
96,1,0:03.0,,B. Portis enters the game for R. Lopez,28,17
97,1,0:03.0,K. O'Quinn misses free throw 2 of 2,,28,17
98,1,0:01.0,,Defensive rebound by N. Mirotić,28,17
99,1,0:00.0,,J. Grant misses 3-pt jump shot from 47 ft,28,17
100,1,0:00.0,,Offensive rebound by Team,28,17
101,2,11:37.0,Turnover by L. Thomas (bad pass; steal by B. Portis),,28,17
102,2,11:31.0,,B. Portis makes 2-pt jump shot from 22 ft (assist by N. Mirotić),28,19
103,2,11:16.0,M. Beasley makes 2-pt jump shot from 4 ft,,30,19
104,2,11:03.0,,Personal foul by F. Ntilikina (drawn by B. Portis),30,19
105,2,10:57.0,,B. Portis misses 3-pt jump shot from 25 ft,30,19
106,2,10:54.0,Defensive rebound by M. Beasley,,30,19
107,2,10:46.0,F. Ntilikina misses 2-pt jump shot from 18 ft,,30,19
108,2,10:43.0,Offensive rebound by D. McDermott,,30,19
109,2,10:40.0,D. McDermott makes 2-pt jump shot from 11 ft,,32,19
110,2,10:29.0,,Turnover by B. Portis (bad pass; steal by L. Thomas),32,19
111,2,10:20.0,Turnover by F. Ntilikina (bad pass; steal by P. Zipser),,32,19
112,2,10:06.0,,P. Zipser makes 3-pt jump shot from 25 ft (assist by D. Nwaba),32,22
113,2,9:44.0,M. Beasley makes 2-pt jump shot from 5 ft (assist by D. McDermott),,34,22
114,2,9:30.0,,B. Portis misses 2-pt jump shot from 17 ft,34,22
115,2,9:30.0,Defensive rebound by K. O'Quinn,,34,22
116,2,9:27.0,F. Ntilikina makes 2-pt layup from 1 ft,,36,22
117,2,9:27.0,Shooting foul by J. Grant (drawn by F. Ntilikina),,36,22
118,2,9:27.0,,K. Dunn enters the game for J. Grant,36,22
119,2,9:27.0,F. Ntilikina misses free throw 1 of 1,,36,22
120,2,9:24.0,,Defensive rebound by P. Zipser,36,22
121,2,9:10.0,,Turnover by P. Zipser (traveling),36,22
122,2,8:51.0,L. Thomas misses 2-pt layup from 2 ft (block by K. Dunn),,36,22
123,2,8:47.0,,Defensive rebound by N. Mirotić,36,22
124,2,8:29.0,,P. Zipser makes 3-pt jump shot from 25 ft (assist by K. Dunn),36,25
125,2,8:08.0,M. Beasley misses 2-pt jump shot from 10 ft,,36,25
126,2,8:05.0,,Defensive rebound by K. Dunn,36,25
127,2,8:04.0,,Personal foul by F. Ntilikina (drawn by K. Dunn),36,25
128,2,8:04.0,K. Porziņģis enters the game for K. O'Quinn,,36,25
129,2,7:56.0,,Shooting foul by F. Ntilikina (drawn by B. Portis),36,25
130,2,7:56.0,,B. Portis makes free throw 1 of 2,36,26
131,2,7:56.0,J. Jack enters the game for F. Ntilikina,,36,26
132,2,7:56.0,,B. Portis makes free throw 2 of 2,36,27
133,2,7:49.0,D. McDermott misses 3-pt jump shot from 26 ft,,36,27
134,2,7:46.0,,Defensive rebound by N. Mirotić,36,27
135,2,7:42.0,,Turnover by N. Mirotić (bad pass; steal by M. Beasley),36,27
136,2,7:36.0,J. Jack misses 2-pt layup from 3 ft,,36,27
137,2,7:33.0,Offensive rebound by K. Porziņģis,,36,27
138,2,7:33.0,K. Porziņģis misses 2-pt layup at rim,,36,27
139,2,7:32.0,,Defensive rebound by N. Mirotić,36,27
140,2,7:24.0,,B. Portis misses 2-pt layup from 1 ft,36,27
141,2,7:24.0,Defensive rebound by D. McDermott,,36,27
142,2,7:05.0,D. McDermott misses 3-pt jump shot from 26 ft,,36,27
143,2,7:05.0,,Defensive rebound by N. Mirotić,36,27
144,2,6:53.0,,B. Portis misses 2-pt jump shot from 7 ft,36,27
145,2,6:53.0,Defensive rebound by M. Beasley,,36,27
146,2,6:35.0,K. Porziņģis misses 3-pt jump shot from 25 ft,,36,27
147,2,6:35.0,,Defensive rebound by K. Dunn,36,27
148,2,6:26.0,,K. Dunn misses 2-pt jump shot from 18 ft,36,27
149,2,6:26.0,Defensive rebound by M. Beasley,,36,27
150,2,6:18.0,K. Porziņģis makes 2-pt dunk from 1 ft (assist by J. Jack),,38,27
151,2,6:18.0,,Chicago full timeout,38,27
152,2,6:18.0,,L. Markkanen enters the game for D. Nwaba,38,27
153,2,6:18.0,,D. Valentine enters the game for P. Zipser,38,27
154,2,6:18.0,,J. Holiday enters the game for N. Mirotić,38,27
155,2,5:59.0,,D. Valentine misses 2-pt jump shot from 6 ft,38,27
156,2,5:53.0,,Offensive rebound by B. Portis,38,27
157,2,5:53.0,,B. Portis makes 2-pt layup at rim,38,29
158,2,5:45.0,M. Beasley makes 2-pt dunk at rim (assist by J. Jack),,40,29
159,2,5:33.0,,K. Dunn makes 2-pt jump shot from 10 ft,40,31
160,2,5:14.0,J. Jack misses 2-pt jump shot from 20 ft,,40,31
161,2,5:08.0,Offensive rebound by L. Thomas,,40,31
162,2,5:08.0,L. Thomas makes 2-pt layup at rim,,42,31
163,2,5:01.0,,B. Portis misses 2-pt layup at rim (block by K. Porziņģis),42,31
164,2,4:57.0,Defensive rebound by K. Porziņģis,,42,31
165,2,4:42.0,J. Jack makes 2-pt jump shot from 20 ft (assist by M. Beasley),,44,31
166,2,4:29.0,,K. Dunn misses 3-pt jump shot from 26 ft,44,31
167,2,4:26.0,Defensive rebound by M. Beasley,,44,31
168,2,4:18.0,M. Beasley misses 2-pt jump shot from 4 ft,,44,31
169,2,4:14.0,,Defensive rebound by L. Markkanen,44,31
170,2,4:09.0,,L. Markkanen misses 3-pt jump shot from 26 ft,44,31
171,2,4:05.0,Defensive rebound by D. McDermott,,44,31
172,2,3:57.0,J. Jack makes 2-pt layup from 1 ft,,46,31
173,2,3:57.0,,Chicago full timeout,46,31
174,2,3:57.0,,N. Mirotić enters the game for B. Portis,46,31
175,2,3:57.0,,J. Grant enters the game for K. Dunn,46,31
176,2,3:57.0,C. Lee enters the game for L. Thomas,,46,31
177,2,3:39.0,,J. Grant misses 3-pt jump shot from 24 ft,46,31
178,2,3:33.0,,Offensive rebound by J. Holiday,46,31
179,2,3:32.0,,L. Markkanen makes 3-pt jump shot from 25 ft (assist by J. Holiday),46,34
180,2,3:12.0,Turnover by M. Beasley (traveling),,46,34
181,2,2:59.0,,L. Markkanen misses 2-pt jump shot from 5 ft (block by K. Porziņģis),46,34
182,2,2:59.0,,Offensive rebound by Team,46,34
183,2,2:59.0,L. Thomas enters the game for M. Beasley,,46,34
184,2,2:57.0,,D. Valentine makes 2-pt jump shot from 17 ft (assist by J. Grant),46,36
185,2,2:55.0,New York full timeout,,46,36
186,2,2:45.0,C. Lee misses 2-pt jump shot from 18 ft,,46,36
187,2,2:42.0,,Defensive rebound by N. Mirotić,46,36
188,2,2:29.0,,N. Mirotić makes 2-pt jump shot from 12 ft (assist by L. Markkanen),46,38
189,2,2:17.0,Shooting foul by J. Grant (drawn by L. Thomas),,46,38
190,2,2:17.0,L. Thomas makes free throw 1 of 2,,47,38
191,2,2:17.0,,R. Lopez enters the game for N. Mirotić,47,38
192,2,2:17.0,E. Freedom enters the game for D. McDermott,,47,38
193,2,2:17.0,L. Thomas makes free throw 2 of 2,,48,38
194,2,2:07.0,,L. Markkanen makes 3-pt jump shot from 24 ft (assist by R. Lopez),48,41
195,2,1:48.0,E. Freedom misses 2-pt jump shot from 13 ft,,48,41
196,2,1:45.0,,Defensive rebound by J. Grant,48,41
197,2,1:42.0,,D. Valentine makes 3-pt jump shot from 24 ft (assist by J. Grant),48,44
198,2,1:27.0,C. Lee misses 3-pt jump shot from 26 ft,,48,44
199,2,1:23.0,,Defensive rebound by J. Grant,48,44
200,2,1:20.0,,Personal foul by C. Lee (drawn by L. Markkanen),48,44
201,2,1:08.0,,J. Grant makes 2-pt jump shot from 22 ft,48,46
202,2,0:49.0,E. Freedom makes 2-pt hook shot from 7 ft,,50,46
203,2,0:33.0,,J. Grant misses 2-pt jump shot from 15 ft,50,46
204,2,0:33.0,Defensive rebound by J. Jack,,50,46
205,2,0:23.0,K. Porziņģis makes 2-pt hook shot from 10 ft (assist by J. Jack),,52,46
206,2,0:03.0,,J. Holiday makes 3-pt jump shot from 24 ft (assist by J. Grant),52,49
207,2,0:00.0,Turnover by E. Freedom (bad pass; steal by R. Lopez),,52,49
208,3,11:47.0,J. Jack makes 2-pt jump shot from 20 ft,,54,49
209,3,11:31.0,,R. Lopez misses 2-pt hook shot from 7 ft,54,49
210,3,11:26.0,Defensive rebound by E. Freedom,,54,49
211,3,11:24.0,K. Porziņģis makes 2-pt jump shot from 13 ft (assist by J. Jack),,56,49
212,3,10:57.0,,R. Lopez misses 2-pt hook shot from 6 ft,56,49
213,3,10:57.0,Defensive rebound by C. Lee,,56,49
214,3,10:52.0,Personal foul by K. Dunn (drawn by J. Jack),,56,49
215,3,10:46.0,D. McDermott misses 2-pt layup from 4 ft,,56,49
216,3,10:44.0,,Defensive rebound by D. Valentine,56,49
217,3,10:38.0,,L. Markkanen misses 3-pt jump shot from 26 ft,56,49
218,3,10:38.0,Defensive rebound by E. Freedom,,56,49
219,3,10:18.0,Turnover by J. Jack (lost ball; steal by J. Holiday),,56,49
220,3,10:09.0,,K. Dunn misses 3-pt jump shot from 23 ft,56,49
221,3,10:06.0,Defensive rebound by E. Freedom,,56,49
222,3,9:45.0,C. Lee makes 3-pt jump shot from 22 ft (assist by J. Jack),,59,49
223,3,9:37.0,,Shooting foul by K. Porziņģis (drawn by R. Lopez),59,49
224,3,9:37.0,,R. Lopez makes free throw 1 of 2,59,50
225,3,9:37.0,,R. Lopez makes free throw 2 of 2,59,51
226,3,9:29.0,Turnover by C. Lee (bad pass),,59,51
227,3,9:18.0,,Turnover by L. Markkanen (traveling),59,51
228,3,9:03.0,K. Porziņģis misses 2-pt jump shot from 16 ft,,59,51
229,3,8:59.0,,Defensive rebound by D. Valentine,59,51
230,3,8:52.0,,K. Dunn misses 2-pt jump shot from 6 ft,59,51
231,3,8:50.0,Defensive rebound by E. Freedom,,59,51
232,3,8:41.0,Personal foul by D. Valentine (drawn by D. McDermott),,59,51
233,3,8:35.0,K. Porziņģis misses 3-pt jump shot from 26 ft,,59,51
234,3,8:32.0,,Defensive rebound by K. Dunn,59,51
235,3,8:26.0,,K. Dunn makes 2-pt jump shot from 23 ft,59,53
236,3,8:07.0,C. Lee makes 2-pt jump shot from 15 ft (assist by J. Jack),,61,53
237,3,7:52.0,,Personal foul by C. Lee (drawn by K. Dunn),61,53
238,3,7:44.0,,J. Holiday misses 3-pt jump shot from 23 ft,61,53
239,3,7:41.0,,Offensive rebound by R. Lopez,61,53
240,3,7:37.0,,K. Dunn makes 3-pt jump shot from 25 ft (assist by R. Lopez),61,56
241,3,7:18.0,K. Porziņģis makes 2-pt jump shot from 14 ft,,63,56
242,3,7:05.0,,K. Dunn makes 2-pt layup from 1 ft,63,58
243,3,6:50.0,Turnover by J. Jack (lost ball; steal by K. Dunn),,63,58
244,3,6:46.0,,Chicago full timeout,63,58
245,3,6:46.0,F. Ntilikina enters the game for J. Jack,,63,58
246,3,6:36.0,,L. Markkanen misses 2-pt jump shot from 19 ft,63,58
247,3,6:33.0,,Offensive rebound by Team,63,58
248,3,6:27.0,,Personal foul by F. Ntilikina (drawn by K. Dunn),63,58
249,3,6:15.0,,L. Markkanen misses 2-pt layup from 2 ft,63,58
250,3,6:13.0,Defensive rebound by E. Freedom,,63,58
251,3,5:51.0,E. Freedom misses 2-pt hook shot from 6 ft,,63,58
252,3,5:48.0,,Defensive rebound by J. Holiday,63,58
253,3,5:42.0,,R. Lopez makes 2-pt dunk at rim (assist by K. Dunn),63,60
254,3,5:23.0,K. Porziņģis misses 2-pt jump shot from 18 ft,,63,60
255,3,5:21.0,,Defensive rebound by J. Holiday,63,60
256,3,5:11.0,,Turnover by J. Holiday (lost ball; steal by C. Lee),63,60
257,3,5:07.0,C. Lee makes 2-pt dunk at rim,,65,60
258,3,4:58.0,,K. Dunn makes 2-pt jump shot from 16 ft,65,62
259,3,4:46.0,Shooting foul by L. Markkanen (drawn by K. Porziņģis),,65,62
260,3,4:46.0,K. Porziņģis makes free throw 1 of 2,,66,62
261,3,4:46.0,,N. Mirotić enters the game for L. Markkanen,66,62
262,3,4:46.0,K. O'Quinn enters the game for E. Freedom,,66,62
263,3,4:46.0,L. Thomas enters the game for D. McDermott,,66,62
264,3,4:46.0,K. Porziņģis makes free throw 2 of 2,,67,62
265,3,4:32.0,,Shooting foul by K. O'Quinn (drawn by K. Dunn),67,62
266,3,4:32.0,,K. Dunn makes free throw 1 of 2,67,63
267,3,4:32.0,,K. Dunn makes free throw 2 of 2,67,64
268,3,4:20.0,C. Lee misses 3-pt jump shot from 24 ft,,67,64
269,3,4:15.0,,Defensive rebound by K. Dunn,67,64
270,3,4:09.0,,Turnover by J. Holiday (traveling),67,64
271,3,4:09.0,,D. Nwaba enters the game for D. Valentine,67,64
272,3,3:55.0,F. Ntilikina makes 2-pt jump shot from 11 ft,,69,64
273,3,3:31.0,,J. Holiday misses 2-pt jump shot from 11 ft,69,64
274,3,3:27.0,Defensive rebound by F. Ntilikina,,69,64
275,3,3:10.0,L. Thomas makes 2-pt layup from 2 ft (assist by C. Lee),,71,64
276,3,2:55.0,,N. Mirotić misses 2-pt layup from 2 ft (block by L. Thomas),71,64
277,3,2:51.0,Defensive rebound by K. Porziņģis,,71,64
278,3,2:49.0,K. Porziņģis misses 3-pt jump shot from 25 ft,,71,64
279,3,2:49.0,,Defensive rebound by N. Mirotić,71,64
280,3,2:34.0,New York full timeout,,71,64
281,3,2:34.0,,B. Portis enters the game for R. Lopez,71,64
282,3,2:34.0,M. Beasley enters the game for K. Porziņģis,,71,64
283,3,2:22.0,,N. Mirotić misses 3-pt jump shot from 23 ft,71,64
284,3,2:19.0,Defensive rebound by K. O'Quinn,,71,64
285,3,2:07.0,M. Beasley misses 2-pt jump shot from 15 ft,,71,64
286,3,2:04.0,,Defensive rebound by J. Holiday,71,64
287,3,1:56.0,,Shooting foul by K. O'Quinn (drawn by D. Nwaba),71,64
288,3,1:56.0,,J. Grant enters the game for K. Dunn,71,64
289,3,1:56.0,,D. Nwaba makes free throw 1 of 2,71,65
290,3,1:56.0,,D. Nwaba misses free throw 2 of 2,71,65
291,3,1:47.0,Defensive rebound by K. O'Quinn,,71,65
292,3,1:39.0,C. Lee misses 2-pt jump shot from 22 ft,,71,65
293,3,1:36.0,,Defensive rebound by B. Portis,71,65
294,3,1:32.0,,D. Nwaba makes 2-pt layup from 1 ft (assist by J. Grant),71,67
295,3,1:16.0,Turnover by M. Beasley (lost ball; steal by D. Nwaba),,71,67
296,3,1:12.0,,D. Nwaba makes 2-pt dunk from 1 ft,71,69
297,3,0:54.0,Personal foul by J. Holiday (drawn by M. Beasley),,71,69
298,3,0:46.0,K. O'Quinn makes 2-pt hook shot from 4 ft (assist by F. Ntilikina),,73,69
299,3,0:37.0,,J. Grant makes 2-pt jump shot from 15 ft,73,71
300,3,0:23.0,M. Beasley misses 3-pt jump shot from 25 ft,,73,71
301,3,0:21.0,,Defensive rebound by J. Holiday,73,71
302,3,0:21.0,,Turnover by J. Holiday (out of bounds lost ball),73,71
303,3,0:05.0,C. Lee misses 3-pt jump shot from 24 ft,,73,71
304,3,0:03.0,,Defensive rebound by D. Nwaba,73,71
305,3,0:01.0,,Turnover by D. Nwaba (lost ball; steal by M. Beasley),73,71
306,3,0:00.0,C. Lee misses 3-pt jump shot from 33 ft,,73,71
307,3,0:00.0,Offensive rebound by Team,,73,71
308,4,11:51.0,,Personal foul by L. Thomas (drawn by N. Mirotić),73,71
309,4,11:44.0,,J. Grant misses 3-pt jump shot from 24 ft,73,71
310,4,11:42.0,Defensive rebound by Team,,73,71
311,4,11:29.0,M. Beasley misses 2-pt layup from 3 ft,,73,71
312,4,11:26.0,Offensive rebound by K. O'Quinn,,73,71
313,4,11:25.0,K. O'Quinn makes 2-pt layup at rim,,75,71
314,4,11:09.0,,P. Zipser makes 2-pt jump shot from 19 ft (assist by B. Portis),75,73
315,4,10:44.0,D. McDermott misses 2-pt jump shot from 19 ft,,75,73
316,4,10:37.0,Offensive rebound by K. O'Quinn,,75,73
317,4,10:37.0,K. O'Quinn makes 2-pt layup at rim,,77,73
318,4,10:24.0,,D. Nwaba misses 3-pt jump shot from 25 ft,77,73
319,4,10:22.0,Defensive rebound by M. Beasley,,77,73
320,4,10:17.0,F. Ntilikina misses 3-pt jump shot from 25 ft,,77,73
321,4,10:12.0,,Defensive rebound by B. Portis,77,73
322,4,10:04.0,,B. Portis makes 2-pt layup from 1 ft (assist by J. Grant),77,75
323,4,9:41.0,M. Beasley misses 2-pt jump shot from 15 ft,,77,75
324,4,9:38.0,,Defensive rebound by B. Portis,77,75
325,4,9:28.0,,Personal foul by L. Thomas (drawn by N. Mirotić),77,75
326,4,9:28.0,,R. Lopez enters the game for B. Portis,77,75
327,4,9:28.0,K. Porziņģis enters the game for K. O'Quinn,,77,75
328,4,9:28.0,E. Freedom enters the game for M. Beasley,,77,75
329,4,9:17.0,,Turnover by R. Lopez (bad pass),77,75
330,4,9:06.0,F. Ntilikina makes 2-pt jump shot from 9 ft,,79,75
331,4,8:49.0,,D. Nwaba misses 2-pt jump shot from 3 ft,79,75
332,4,8:45.0,,Offensive rebound by R. Lopez,79,75
333,4,8:43.0,,J. Grant makes 3-pt jump shot from 25 ft (assist by R. Lopez),79,78
334,4,8:25.0,E. Freedom makes 2-pt layup at rim (assist by F. Ntilikina),,81,78
335,4,8:03.0,,N. Mirotić makes 2-pt jump shot from 12 ft (assist by R. Lopez),81,80
336,4,7:52.0,Personal foul by N. Mirotić (drawn by K. Porziņģis),,81,80
337,4,7:46.0,K. Porziņģis misses 2-pt jump shot from 4 ft,,81,80
338,4,7:43.0,,Defensive rebound by J. Grant,81,80
339,4,7:29.0,,R. Lopez misses 2-pt jump shot from 10 ft,81,80
340,4,7:26.0,Defensive rebound by E. Freedom,,81,80
341,4,7:17.0,F. Ntilikina misses 2-pt jump shot from 20 ft,,81,80
342,4,7:14.0,,Defensive rebound by D. Nwaba,81,80
343,4,7:11.0,,Turnover by D. Nwaba (lost ball; steal by F. Ntilikina),81,80
344,4,6:58.0,K. Porziņģis makes 2-pt jump shot from 20 ft,,83,80
345,4,6:55.0,,Chicago full timeout,83,80
346,4,6:55.0,,K. Dunn enters the game for J. Grant,83,80
347,4,6:55.0,,D. Valentine enters the game for D. Nwaba,83,80
348,4,6:55.0,,J. Holiday enters the game for N. Mirotić,83,80
349,4,6:55.0,,L. Markkanen enters the game for P. Zipser,83,80
350,4,6:55.0,C. Lee enters the game for L. Thomas,,83,80
351,4,6:33.0,,L. Markkanen misses 3-pt jump shot from 23 ft,83,80
352,4,6:30.0,Defensive rebound by F. Ntilikina,,83,80
353,4,6:14.0,K. Porziņģis misses 2-pt jump shot from 19 ft (block by L. Markkanen),,83,80
354,4,6:10.0,,Defensive rebound by D. Valentine,83,80
355,4,6:03.0,,K. Dunn misses 2-pt jump shot from 19 ft,83,80
356,4,6:03.0,Turnover by D. McDermott (lost ball; steal by D. Valentine),,83,80
357,4,6:03.0,Defensive rebound by D. McDermott,,83,80
358,4,5:56.0,,K. Dunn misses 3-pt jump shot from 27 ft,83,80
359,4,5:56.0,Defensive rebound by F. Ntilikina,,83,80
360,4,5:39.0,Shooting foul by D. Valentine (drawn by D. McDermott),,83,80
361,4,5:39.0,D. McDermott misses free throw 1 of 2,,83,80
362,4,5:39.0,Offensive rebound by Team,,83,80
363,4,5:39.0,D. McDermott makes free throw 2 of 2,,84,80
364,4,5:23.0,,J. Holiday misses 3-pt jump shot from 25 ft,84,80
365,4,5:23.0,,Offensive rebound by Team,84,80
366,4,5:23.0,Loose ball foul by F. Ntilikina (drawn by R. Lopez),,84,80
367,4,5:22.0,,J. Holiday makes 3-pt jump shot from 25 ft (assist by K. Dunn),84,83
368,4,4:56.0,K. Porziņģis misses 2-pt jump shot from 8 ft,,84,83
369,4,4:54.0,,Defensive rebound by J. Holiday,84,83
370,4,4:40.0,,R. Lopez misses 2-pt hook shot from 5 ft,84,83
371,4,4:40.0,Defensive rebound by K. Porziņģis,,84,83
372,4,4:31.0,F. Ntilikina misses 3-pt jump shot from 26 ft,,84,83
373,4,4:31.0,Offensive rebound by E. Freedom,,84,83
374,4,4:24.0,C. Lee makes 2-pt layup from 2 ft (assist by E. Freedom),,86,83
375,4,4:11.0,,K. Dunn misses 2-pt jump shot from 21 ft,86,83
376,4,4:11.0,Defensive rebound by K. Porziņģis,,86,83
377,4,4:08.0,New York full timeout,,86,83
