,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,GOLDEN STATE_ACTION,MEMPHIS_SCORE,GOLDEN STATE_SCORE
52,1,4:38.0,,Defensive rebound by Z. Pachulia,24,29
53,1,4:29.0,,Z. Pachulia makes 2-pt jump shot from 1 ft (assist by S. Curry),24,31
54,1,4:12.0,T. Evans makes 2-pt jump shot from 19 ft,,26,31
55,1,4:11.0,,Golden State full timeout,26,31
56,1,4:11.0,,O. Casspi enters the game for D. Green,26,31
57,1,4:11.0,,A. Iguodala enters the game for Z. Pachulia,26,31
58,1,4:11.0,,J. McGee enters the game for S. Curry,26,31
59,1,4:11.0,K. Simmons enters the game for D. Brooks,,26,31
60,1,4:11.0,D. Davis enters the game for M. Gasol,,26,31
61,1,3:57.0,,Turnover by K. Durant (bad pass; steal by K. Simmons),26,31
62,1,3:46.0,K. Simmons makes 2-pt layup from 1 ft,,28,31
63,1,3:28.0,,K. Durant makes 2-pt jump shot from 13 ft (assist by O. Casspi),28,33
64,1,3:14.0,T. Evans misses 2-pt jump shot from 20 ft,,28,33
65,1,3:09.0,,Defensive rebound by J. McGee,28,33
66,1,3:03.0,,K. Thompson misses 2-pt jump shot from 15 ft,28,33
67,1,3:00.0,Defensive rebound by J. Ennis,,28,33
68,1,2:42.0,K. Simmons makes 3-pt jump shot from 26 ft (assist by T. Evans),,31,33
69,1,2:18.0,,A. Iguodala misses 2-pt jump shot from 11 ft,31,33
70,1,2:15.0,Defensive rebound by J. Ennis,,31,33
71,1,2:03.0,J. Martin misses 2-pt jump shot from 20 ft,,31,33
72,1,1:59.0,,Defensive rebound by O. Casspi,31,33
73,1,1:51.0,,K. Durant misses 2-pt jump shot from 17 ft,31,33
74,1,1:48.0,Defensive rebound by T. Evans,,31,33
75,1,1:43.0,Turnover by T. Evans (bad pass; steal by K. Durant),,31,33
76,1,1:38.0,,K. Thompson makes 3-pt jump shot from 26 ft (assist by K. Durant),31,36
77,1,1:09.0,K. Simmons makes 2-pt layup from 1 ft,,33,36
78,1,0:57.0,,K. Durant makes 2-pt jump shot from 18 ft,33,38
79,1,0:40.0,K. Simmons makes 3-pt jump shot from 27 ft (assist by T. Evans),,36,38
80,1,0:29.0,,K. Thompson makes 2-pt jump shot from 19 ft (assist by A. Iguodala),36,40
81,1,0:08.0,T. Evans makes 2-pt layup from 1 ft,,38,40
82,1,0:02.0,,K. Durant misses 2-pt layup from 4 ft,38,40
83,1,0:01.0,Defensive rebound by D. Davis,,38,40
84,2,11:44.0,K. Simmons misses 2-pt jump shot from 15 ft,,38,40
85,2,11:37.0,,Defensive rebound by D. West,38,40
86,2,11:36.0,,N. Young misses 3-pt jump shot from 25 ft,38,40
87,2,11:32.0,Defensive rebound by J. Martin,,38,40
88,2,11:18.0,J. Martin misses 2-pt hook shot from 8 ft,,38,40
89,2,11:14.0,,Defensive rebound by D. West,38,40
90,2,11:01.0,,N. Young makes 2-pt jump shot from 18 ft (assist by D. Green),38,42
91,2,10:44.0,J. Martin makes 2-pt jump shot from 16 ft (assist by D. Davis),,40,42
92,2,10:41.0,,Turnover by D. Green (turnover),40,42
93,2,10:32.0,Shooting foul by D. Green (drawn by D. Davis),,40,42
94,2,10:32.0,,Technical foul by D. Green,40,42
95,2,10:32.0,M. Chalmers makes technical free throw,,41,42
96,2,10:32.0,D. Davis makes free throw 1 of 2,,42,42
97,2,10:32.0,D. Davis makes free throw 2 of 2,,43,42
98,2,10:13.0,,S. Livingston misses 2-pt jump shot from 11 ft,43,42
99,2,10:08.0,Defensive rebound by K. Simmons,,43,42
100,2,9:54.0,Personal foul by N. Young (drawn by M. Chalmers),,43,42
101,2,9:45.0,Shooting foul by D. Green (drawn by D. Davis),,43,42
102,2,9:45.0,,Technical foul by D. Green,43,42
103,2,9:45.0,M. Chalmers makes technical free throw,,44,42
104,2,9:45.0,,O. Casspi enters the game for D. Green,44,42
105,2,9:45.0,D. Davis makes free throw 1 of 2,,45,42
106,2,9:45.0,D. Davis misses free throw 2 of 2,,45,42
107,2,9:39.0,,Defensive rebound by O. Casspi,45,42
108,2,9:36.0,,S. Livingston makes 2-pt jump shot from 8 ft,45,44
109,2,9:36.0,,Shooting foul by M. Chalmers (drawn by S. Livingston),45,44
110,2,9:36.0,,S. Livingston makes free throw 1 of 1,45,45
111,2,9:22.0,K. Simmons makes 3-pt jump shot from 25 ft,,48,45
112,2,9:04.0,,Shooting foul by D. Davis (drawn by D. West),48,45
113,2,9:04.0,,D. West misses free throw 1 of 2,48,45
114,2,9:04.0,,Offensive rebound by Team,48,45
115,2,9:04.0,,D. West makes free throw 2 of 2,48,46
116,2,8:50.0,J. Ennis misses 2-pt jump shot from 15 ft,,48,46
117,2,8:45.0,,Defensive rebound by S. Livingston,48,46
118,2,8:42.0,,D. West makes 2-pt jump shot from 15 ft (assist by S. Livingston),48,48
119,2,8:20.0,J. Martin makes 2-pt jump shot from 16 ft,,50,48
120,2,8:06.0,,S. Livingston makes 2-pt jump shot from 8 ft,50,50
121,2,7:41.0,J. Martin misses 2-pt jump shot from 16 ft,,50,50
122,2,7:38.0,Offensive rebound by J. Ennis,,50,50
123,2,7:38.0,J. Ennis misses 2-pt layup at rim,,50,50
124,2,7:35.0,,Defensive rebound by D. West,50,50
125,2,7:28.0,,N. Young misses 2-pt jump shot from 17 ft,50,50
126,2,7:28.0,,Offensive rebound by D. West,50,50
127,2,7:28.0,,D. West makes 2-pt dunk at rim,50,52
128,2,7:28.0,Memphis full timeout,,50,52
129,2,7:28.0,A. Harrison enters the game for K. Simmons,,50,52
130,2,7:18.0,M. Chalmers misses 2-pt layup from 2 ft,,50,52
131,2,7:16.0,Offensive rebound by D. Davis,,50,52
132,2,7:15.0,D. Davis makes 2-pt layup from 1 ft,,52,52
133,2,6:59.0,,Personal foul by M. Chalmers (drawn by A. Iguodala),52,52
134,2,6:52.0,,S. Livingston misses 2-pt jump shot from 13 ft,52,52
135,2,6:46.0,,Offensive rebound by D. West,52,52
136,2,6:46.0,,D. West makes 2-pt layup at rim,52,54
137,2,6:27.0,Personal foul by S. Livingston (drawn by J. Martin),,52,54
138,2,6:27.0,,K. Thompson enters the game for N. Young,52,54
139,2,6:27.0,,K. Durant enters the game for O. Casspi,52,54
140,2,6:27.0,,N. Young enters the game for A. Iguodala,52,54
141,2,6:27.0,M. Gasol enters the game for M. Chalmers,,52,54
142,2,6:27.0,T. Evans enters the game for D. Davis,,52,54
143,2,6:21.0,Shooting foul by S. Livingston (drawn by A. Harrison),,52,54
144,2,6:21.0,A. Harrison misses free throw 1 of 2,,52,54
145,2,6:21.0,Offensive rebound by Team,,52,54
146,2,6:21.0,,S. Curry enters the game for N. Young,52,54
147,2,6:21.0,A. Harrison makes free throw 2 of 2,,53,54
148,2,6:12.0,,S. Curry makes 3-pt jump shot from 27 ft (assist by S. Livingston),53,57
149,2,5:45.0,M. Gasol makes 2-pt jump shot from 12 ft (assist by T. Evans),,55,57
150,2,5:38.0,D. Brooks enters the game for J. Martin,,55,57
151,2,5:38.0,J. Green enters the game for J. Ennis,,55,57
152,2,5:36.0,,K. Thompson misses 3-pt jump shot from 26 ft,55,57
153,2,5:33.0,Defensive rebound by J. Green,,55,57
154,2,5:14.0,T. Evans misses 3-pt jump shot from 26 ft,,55,57
155,2,5:10.0,,Defensive rebound by K. Durant,55,57
156,2,5:06.0,,Shooting foul by T. Evans (drawn by S. Livingston),55,57
157,2,5:06.0,,S. Livingston makes free throw 2 of 2,55,58
158,2,5:06.0,,S. Livingston makes free throw 1 of 2,55,59
159,2,5:06.0,,Z. Pachulia enters the game for D. West,55,59
160,2,4:46.0,J. Green misses 2-pt jump shot from 18 ft,,55,59
161,2,4:44.0,,Defensive rebound by K. Durant,55,59
162,2,4:42.0,,Z. Pachulia makes 2-pt layup from 1 ft (assist by S. Curry),55,61
163,2,4:39.0,T. Evans misses 2-pt jump shot from 7 ft,,55,61
164,2,4:38.0,Offensive rebound by J. Green,,55,61
165,2,4:38.0,J. Green makes 2-pt layup at rim,,57,61
166,2,4:21.0,,S. Curry makes 3-pt jump shot from 26 ft (assist by Z. Pachulia),57,64
167,2,4:02.0,M. Gasol misses 2-pt jump shot from 19 ft,,57,64
168,2,3:59.0,,Defensive rebound by S. Livingston,57,64
169,2,3:57.0,,Personal foul by D. Brooks (drawn by S. Curry),57,64
170,2,3:57.0,,S. Curry makes free throw 1 of 2,57,65
171,2,3:57.0,,J. Bell enters the game for S. Livingston,57,65
172,2,3:57.0,,S. Curry makes free throw 2 of 2,57,66
173,2,3:46.0,T. Evans misses 2-pt jump shot from 6 ft,,57,66
174,2,3:41.0,Offensive rebound by J. Green,,57,66
175,2,3:40.0,J. Green makes 2-pt layup from 2 ft,,59,66
176,2,3:31.0,,S. Curry misses 3-pt jump shot from 25 ft,59,66
177,2,3:28.0,Defensive rebound by D. Brooks,,59,66
178,2,3:25.0,J. Green misses 2-pt layup from 3 ft (block by K. Durant),,59,66
179,2,3:22.0,,Defensive rebound by J. Bell,59,66
180,2,3:18.0,K. Simmons enters the game for A. Harrison,,59,66
181,2,3:12.0,,Shooting foul by M. Gasol (drawn by J. Bell),59,66
182,2,3:12.0,,J. Bell makes free throw 1 of 2,59,67
183,2,3:12.0,,J. Bell makes free throw 2 of 2,59,68
184,2,2:53.0,J. Green misses 2-pt hook shot from 6 ft,,59,68
185,2,2:49.0,,Defensive rebound by Z. Pachulia,59,68
186,2,2:37.0,,S. Curry makes 3-pt jump shot from 23 ft (assist by Z. Pachulia),59,71
187,2,2:19.0,D. Brooks makes 2-pt layup from 1 ft,,61,71
188,2,2:09.0,,S. Curry makes 3-pt jump shot from 26 ft (assist by J. Bell),61,74
189,2,1:49.0,Personal foul by K. Durant (drawn by D. Brooks),,61,74
190,2,1:49.0,,Golden State full timeout,61,74
191,2,1:49.0,D. Brooks makes free throw 1 of 2,,62,74
192,2,1:49.0,D. Brooks makes free throw 2 of 2,,63,74
193,2,1:40.0,,J. Bell makes 2-pt dunk at rim (assist by K. Thompson),63,76
194,2,1:14.0,M. Gasol makes 2-pt jump shot from 12 ft (assist by D. Brooks),,65,76
195,2,1:01.0,,Z. Pachulia makes 2-pt layup from 1 ft (assist by J. Bell),65,78
196,2,0:45.0,D. Brooks misses 2-pt layup from 3 ft (block by J. Bell),,65,78
197,2,0:42.0,,Defensive rebound by Z. Pachulia,65,78
198,2,0:35.0,,K. Thompson misses 2-pt jump shot from 19 ft,65,78
199,2,0:33.0,Defensive rebound by T. Evans,,65,78
200,2,0:29.0,T. Evans makes 2-pt layup from 1 ft,,67,78
201,2,0:23.0,,Turnover by K. Thompson (out of bounds lost ball),67,78
202,2,0:03.0,D. Brooks misses 2-pt jump shot from 11 ft,,67,78
203,2,0:01.0,Offensive rebound by J. Green,,67,78
204,2,0:00.0,J. Green misses 2-pt layup from 3 ft (block by J. Bell),,67,78
205,2,0:00.0,Offensive rebound by Team,,67,78
206,3,11:40.0,J. Green misses 2-pt layup from 3 ft,,67,78
207,3,11:38.0,Offensive rebound by J. Green,,67,78
208,3,11:38.0,J. Green misses 2-pt layup at rim (block by J. Bell),,67,78
209,3,11:36.0,,Defensive rebound by S. Curry,67,78
210,3,11:24.0,,S. Curry makes 2-pt jump shot from 18 ft,67,80
211,3,11:05.0,M. Gasol makes 2-pt jump shot from 19 ft (assist by T. Evans),,69,80
212,3,10:58.0,,Personal foul by A. Harrison (drawn by S. Curry),69,80
213,3,10:55.0,,K. Thompson makes 2-pt jump shot from 17 ft (assist by K. Durant),69,82
214,3,10:43.0,M. Gasol makes 3-pt jump shot from 27 ft (assist by A. Harrison),,72,82
215,3,10:28.0,,S. Curry makes 3-pt jump shot from 26 ft (assist by K. Durant),72,85
216,3,10:27.0,Memphis full timeout,,72,85
217,3,10:27.0,J. Ennis enters the game for A. Harrison,,72,85
218,3,10:27.0,K. Simmons enters the game for D. Brooks,,72,85
219,3,10:16.0,M. Gasol makes 3-pt jump shot from 26 ft (assist by J. Green),,75,85
220,3,9:45.0,,Turnover by J. Bell (lost ball; steal by M. Gasol),75,85
221,3,9:24.0,J. Green misses 2-pt layup at rim (block by J. Bell),,75,85
222,3,9:20.0,Offensive rebound by J. Green,,75,85
223,3,9:18.0,J. Green makes 2-pt layup from 1 ft,,77,85
224,3,9:06.0,,S. Curry makes 3-pt jump shot from 26 ft (assist by Z. Pachulia),77,88
225,3,8:54.0,Personal foul by S. Curry (drawn by K. Simmons),,77,88
226,3,8:39.0,J. Green makes 2-pt hook shot from 3 ft (assist by T. Evans),,79,88
227,3,8:21.0,,Turnover by K. Thompson (lost ball; steal by T. Evans),79,88
228,3,8:16.0,K. Simmons misses 2-pt layup from 3 ft,,79,88
229,3,8:13.0,,Defensive rebound by S. Curry,79,88
230,3,8:08.0,,J. Bell makes 2-pt dunk from 1 ft (assist by K. Durant),79,90
231,3,7:40.0,J. Green misses 2-pt jump shot from 20 ft,,79,90
232,3,7:37.0,,Defensive rebound by Z. Pachulia,79,90
233,3,7:30.0,,Shooting foul by J. Green (drawn by Z. Pachulia),79,90
234,3,7:30.0,,Z. Pachulia makes free throw 1 of 2,79,91
235,3,7:30.0,B. Wright enters the game for J. Green,,79,91
236,3,7:30.0,,Z. Pachulia makes free throw 2 of 2,79,92
237,3,7:09.0,K. Simmons makes 2-pt jump shot from 10 ft (assist by M. Gasol),,81,92
238,3,6:58.0,,K. Thompson misses 3-pt jump shot from 23 ft,81,92
239,3,6:52.0,Defensive rebound by J. Ennis,,81,92
240,3,6:44.0,J. Ennis makes 3-pt jump shot from 25 ft (assist by B. Wright),,84,92
241,3,6:24.0,,S. Curry misses 2-pt layup from 1 ft,84,92
242,3,6:24.0,,Offensive rebound by Team,84,92
243,3,6:24.0,Loose ball foul by B. Wright (drawn by S. Curry),,84,92
244,3,6:21.0,,K. Thompson misses 2-pt jump shot from 18 ft,84,92
245,3,6:15.0,Defensive rebound by M. Gasol,,84,92
246,3,6:10.0,Turnover by M. Gasol (bad pass),,84,92
247,3,5:50.0,,J. Bell makes 2-pt dunk from 1 ft (assist by Z. Pachulia),84,94
248,3,5:31.0,T. Evans makes 3-pt jump shot from 26 ft,,87,94
249,3,5:15.0,,S. Curry makes 3-pt jump shot from 23 ft (assist by K. Thompson),87,97
250,3,4:57.0,K. Simmons misses 3-pt jump shot from 23 ft,,87,97
251,3,4:54.0,,Defensive rebound by K. Durant,87,97
252,3,4:51.0,,K. Thompson misses 3-pt jump shot from 24 ft,87,97
253,3,4:47.0,Defensive rebound by B. Wright,,87,97
254,3,4:42.0,T. Evans misses 2-pt hook shot from 3 ft,,87,97
255,3,4:38.0,,Defensive rebound by Z. Pachulia,87,97
256,3,4:36.0,,K. Thompson makes 3-pt jump shot from 26 ft (assist by K. Durant),87,100
257,3,4:36.0,Memphis full timeout,,87,100
258,3,4:36.0,,A. Iguodala enters the game for J. Bell,87,100
259,3,4:36.0,,O. Casspi enters the game for K. Thompson,87,100
260,3,4:36.0,A. Harrison enters the game for K. Simmons,,87,100
261,3,4:36.0,M. Chalmers enters the game for T. Evans,,87,100
262,3,4:25.0,Turnover by M. Gasol (turnover),,87,100
263,3,4:08.0,,S. Curry makes 3-pt jump shot from 22 ft,87,103
264,3,3:52.0,Turnover by B. Wright (turnover),,87,103
265,3,3:52.0,,J. McGee enters the game for Z. Pachulia,87,103
266,3,3:46.0,,S. Curry misses 3-pt jump shot from 28 ft,87,103
267,3,3:41.0,Defensive rebound by A. Harrison,,87,103
268,3,3:31.0,A. Harrison misses 3-pt jump shot from 26 ft,,87,103
269,3,3:25.0,,Defensive rebound by S. Curry,87,103
270,3,3:17.0,,O. Casspi misses 3-pt jump shot from 25 ft,87,103
271,3,3:11.0,Defensive rebound by M. Gasol,,87,103
272,3,3:03.0,M. Gasol misses 2-pt jump shot from 15 ft,,87,103
273,3,2:59.0,,Defensive rebound by O. Casspi,87,103
274,3,2:55.0,,K. Durant misses 3-pt jump shot from 26 ft,87,103
275,3,2:55.0,,Offensive rebound by Team,87,103
276,3,2:55.0,Loose ball foul by M. Chalmers (drawn by A. Iguodala),,87,103
277,3,2:55.0,,N. Young enters the game for S. Curry,87,103
278,3,2:55.0,J. Martin enters the game for M. Gasol,,87,103
279,3,2:48.0,,K. Durant makes 2-pt jump shot from 19 ft,87,105
280,3,2:27.0,M. Chalmers makes 2-pt layup from 2 ft,,89,105
281,3,2:21.0,,K. Durant misses 2-pt jump shot from 10 ft,89,105
282,3,2:16.0,Defensive rebound by Team,,89,105
283,3,2:08.0,A. Harrison misses 2-pt layup from 2 ft,,89,105
284,3,2:04.0,Offensive rebound by B. Wright,,89,105
285,3,2:01.0,J. Ennis makes 3-pt jump shot from 26 ft (assist by M. Chalmers),,92,105
286,3,1:51.0,,Shooting foul by B. Wright (drawn by K. Durant),92,105
287,3,1:51.0,,K. Durant makes free throw 1 of 2,92,106
288,3,1:51.0,,K. Durant makes free throw 2 of 2,92,107
289,3,1:42.0,J. Ennis makes 3-pt jump shot from 27 ft (assist by M. Chalmers),,95,107
290,3,1:30.0,,Shooting foul by A. Harrison (drawn by J. McGee),95,107
291,3,1:30.0,,J. McGee makes free throw 1 of 2,95,108
292,3,1:30.0,,J. McGee makes free throw 2 of 2,95,109
293,3,1:08.0,A. Harrison misses 2-pt jump shot from 18 ft,,95,109
294,3,1:06.0,,Defensive rebound by N. Young,95,109
295,3,1:06.0,,Personal foul by J. Martin (drawn by N. Young),95,109
296,3,1:06.0,,N. Young makes free throw 1 of 2,95,110
297,3,1:06.0,,N. Young makes free throw 2 of 2,95,111
298,3,0:51.0,Shooting foul by J. McGee (drawn by A. Harrison),,95,111
299,3,0:51.0,A. Harrison misses free throw 1 of 2,,95,111
300,3,0:51.0,Offensive rebound by Team,,95,111
301,3,0:51.0,A. Harrison makes free throw 2 of 2,,96,111
302,3,0:40.0,,Shooting foul by J. Ennis (drawn by K. Durant),96,111
303,3,0:40.0,,K. Durant makes free throw 1 of 2,96,112
304,3,0:40.0,K. Simmons enters the game for A. Harrison,,96,112
305,3,0:40.0,,K. Durant makes free throw 2 of 2,96,113
306,3,0:24.0,B. Wright makes 2-pt layup from 2 ft,,98,113
307,3,0:07.0,,K. Durant makes 3-pt jump shot from 29 ft,98,116
308,3,0:00.0,M. Chalmers misses 2-pt jump shot from 18 ft,,98,116
309,3,0:00.0,Offensive rebound by Team,,98,116
310,4,11:42.0,,K. Thompson misses 3-pt jump shot from 25 ft,98,116
311,4,11:37.0,Defensive rebound by J. Martin,,98,116
312,4,11:26.0,M. Chalmers misses 2-pt layup from 5 ft,,98,116
313,4,11:17.0,Offensive rebound by D. Davis,,98,116
314,4,11:17.0,D. Davis misses 2-pt layup at rim,,98,116
315,4,11:17.0,,Defensive rebound by D. West,98,116
316,4,11:14.0,,O. Casspi makes 2-pt layup from 2 ft (assist by S. Livingston),98,118
317,4,10:52.0,M. Chalmers misses 2-pt jump shot from 7 ft (block by O. Casspi),,98,118
318,4,10:49.0,Offensive rebound by M. Chalmers,,98,118
319,4,10:49.0,Shooting foul by O. Casspi (drawn by D. Davis),,98,118
320,4,10:49.0,D. Davis makes free throw 1 of 2,,99,118
321,4,10:49.0,D. Davis misses free throw 2 of 2,,99,118
322,4,10:47.0,,Defensive rebound by D. West,99,118
323,4,10:35.0,,O. Casspi misses 2-pt jump shot from 10 ft,99,118
324,4,10:33.0,Defensive rebound by J. Martin,,99,118
325,4,10:29.0,K. Simmons makes 2-pt layup from 1 ft (assist by M. Chalmers),,101,118
326,4,10:11.0,,A. Iguodala misses 3-pt jump shot from 22 ft,101,118
327,4,10:07.0,,Offensive rebound by D. West,101,118
328,4,10:04.0,,K. Thompson makes 2-pt jump shot from 16 ft (assist by A. Iguodala),101,120
329,4,9:44.0,D. Brooks misses 2-pt jump shot from 10 ft,,101,120
330,4,9:39.0,Offensive rebound by D. Davis,,101,120
331,4,9:39.0,D. Davis makes 2-pt layup at rim,,103,120
332,4,9:32.0,,Personal foul by K. Simmons (drawn by K. Thompson),103,120
333,4,9:25.0,,K. Thompson misses 2-pt layup from 2 ft,103,120
334,4,9:22.0,,Offensive rebound by D. West,103,120
335,4,9:21.0,,D. West misses 2-pt dunk at rim,103,120
336,4,9:20.0,Defensive rebound by D. Davis,,103,120
337,4,9:19.0,Personal foul by D. West (drawn by M. Chalmers),,103,120
338,4,9:04.0,Shooting foul by A. Iguodala (drawn by D. Brooks),,103,120
339,4,9:04.0,D. Brooks misses free throw 1 of 2,,103,120
340,4,9:04.0,Offensive rebound by Team,,103,120
341,4,9:04.0,D. Brooks makes free throw 2 of 2,,104,120
342,4,8:43.0,,O. Casspi makes 2-pt layup from 1 ft (assist by K. Thompson),104,122
343,4,8:21.0,J. Martin makes 2-pt hook shot from 4 ft (assist by D. Davis),,106,122
344,4,8:12.0,,S. Livingston misses 2-pt jump shot from 14 ft,106,122
345,4,8:07.0,,Offensive rebound by D. West,106,122
346,4,8:00.0,,S. Livingston makes 2-pt jump shot from 10 ft,106,124
347,4,7:36.0,Turnover by J. Martin (lost ball; steal by A. Iguodala),,106,124
348,4,7:29.0,,A. Iguodala makes 2-pt layup at rim (assist by K. Thompson),106,126
349,4,7:18.0,D. Davis makes 2-pt dunk from 1 ft (assist by M. Chalmers),,108,126
350,4,7:17.0,,Golden State full timeout,108,126
351,4,7:17.0,M. Gasol enters the game for J. Martin,,108,126
352,4,7:17.0,T. Evans enters the game for M. Chalmers,,108,126
353,4,7:17.0,,K. Durant enters the game for A. Iguodala,108,126
354,4,7:17.0,,J. Bell enters the game for O. Casspi,108,126
355,4,7:17.0,J. Green enters the game for D. Davis,,108,126
356,4,6:56.0,,K. Thompson misses 3-pt jump shot from 25 ft,108,126
357,4,6:53.0,,Offensive rebound by D. West,108,126
358,4,6:50.0,,K. Durant misses 3-pt jump shot from 26 ft,108,126
359,4,6:46.0,,Offensive rebound by K. Durant,108,126
360,4,6:46.0,,J. Bell makes 2-pt dunk from 1 ft (assist by K. Durant),108,128
361,4,6:23.0,Turnover by J. Green (lost ball; steal by J. Bell),,108,128
362,4,6:07.0,,S. Livingston misses 2-pt jump shot from 16 ft,108,128
363,4,5:59.0,Defensive rebound by J. Green,,108,128
364,4,5:53.0,J. Green misses 2-pt layup from 2 ft,,108,128
365,4,5:51.0,Offensive rebound by J. Green,,108,128
366,4,5:49.0,J. Green makes 2-pt layup from 1 ft,,110,128
367,4,5:35.0,,D. West misses 2-pt jump shot from 19 ft,110,128
368,4,5:31.0,Defensive rebound by M. Gasol,,110,128
369,4,5:27.0,Shooting foul by D. West (drawn by T. Evans),,110,128
370,4,5:27.0,T. Evans misses free throw 1 of 2,,110,128
371,4,5:27.0,Offensive rebound by Team,,110,128
372,4,5:27.0,,Z. Pachulia enters the game for D. West,110,128
373,4,5:27.0,T. Evans makes free throw 2 of 2,,111,128
374,4,5:17.0,,Personal foul by K. Simmons (drawn by K. Thompson),111,128
375,4,5:05.0,,K. Thompson misses 2-pt jump shot from 17 ft,111,128
376,4,5:00.0,Defensive rebound by T. Evans,,111,128
377,4,4:53.0,T. Evans makes 3-pt jump shot from 26 ft (assist by K. Simmons),,114,128
378,4,4:53.0,,S. Curry enters the game for S. Livingston,114,128
379,4,4:53.0,Shooting foul by S. Livingston (drawn by T. Evans),,114,128
380,4,4:53.0,T. Evans misses free throw 1 of 1,,114,128
381,4,4:53.0,,Defensive rebound by K. Durant,114,128
382,4,4:37.0,,K. Durant makes 2-pt jump shot from 17 ft,114,130
383,4,4:25.0,T. Evans misses 2-pt jump shot from 20 ft,,114,130
384,4,4:25.0,,Defensive rebound by Team,114,130
