,QUARTER,TIME_REMAINING,UTAH_ACTION,INDIANA_ACTION,UTAH_SCORE,INDIANA_SCORE
383,4,4:47.0,D. Mitchell makes free throw 2 of 2,,99,79
384,4,4:29.0,,M. Turner makes 2-pt jump shot from 14 ft,99,81
385,4,4:04.0,R. Rubio misses 2-pt jump shot from 18 ft,,99,81
386,4,4:01.0,,Defensive rebound by B. Bogdanović,99,81
387,4,3:55.0,,M. Turner misses 3-pt jump shot from 26 ft,99,81
388,4,3:51.0,Defensive rebound by R. Rubio,,99,81
389,4,3:33.0,R. Rubio makes 2-pt jump shot from 16 ft (assist by J. Ingles),,101,81
390,4,3:27.0,,Indiana full timeout,101,81
391,4,3:27.0,,J. Young enters the game for V. Oladipo,101,81
392,4,3:27.0,,T. Booker enters the game for C. Joseph,101,81
393,4,3:27.0,,T. Leaf enters the game for T. Young,101,81
394,4,3:27.0,,G. Robinson enters the game for M. Turner,101,81
395,4,3:27.0,,A. Poythress enters the game for B. Bogdanović,101,81
396,4,3:16.0,,G. Robinson misses 2-pt jump shot from 8 ft,101,81
397,4,3:14.0,,Offensive rebound by A. Poythress,101,81
398,4,3:11.0,,J. Young misses 2-pt jump shot from 19 ft,101,81
399,4,3:08.0,Defensive rebound by J. Ingles,,101,81
400,4,2:48.0,D. Mitchell misses 3-pt jump shot from 27 ft,,101,81
401,4,2:45.0,,Defensive rebound by A. Poythress,101,81
402,4,2:33.0,,A. Poythress misses 3-pt jump shot from 27 ft,101,81
403,4,2:29.0,Defensive rebound by R. Gobert,,101,81
404,4,2:10.0,J. Crowder misses 3-pt jump shot from 26 ft,,101,81
405,4,2:07.0,,Defensive rebound by T. Leaf,101,81
406,4,1:51.0,,T. Leaf misses 3-pt jump shot from 27 ft,101,81
407,4,1:47.0,Defensive rebound by D. Mitchell,,101,81
408,4,1:28.0,R. Rubio misses 3-pt jump shot from 26 ft,,101,81
409,4,1:25.0,,Defensive rebound by J. Young,101,81
410,4,1:24.0,,Personal take foul by D. Mitchell (drawn by J. Young),101,81
411,4,1:24.0,R. Neto enters the game for J. Ingles,,101,81
412,4,1:24.0,J. Jerebko enters the game for R. Rubio,,101,81
413,4,1:24.0,R. O'Neale enters the game for R. Gobert,,101,81
414,4,1:24.0,E. Udoh enters the game for D. Mitchell,,101,81
415,4,1:24.0,T. Bradley enters the game for J. Crowder,,101,81
416,4,1:15.0,,T. Booker misses 2-pt layup from 5 ft (block by E. Udoh),101,81
417,4,1:13.0,Defensive rebound by R. O'Neale,,101,81
418,4,1:10.0,R. O'Neale misses 2-pt jump shot from 1 ft,,101,81
419,4,1:10.0,,Defensive rebound by T. Leaf,101,81
420,4,0:59.0,,A. Poythress makes 3-pt jump shot from 23 ft (assist by J. Young),101,84
421,4,0:45.0,J. Jerebko misses 3-pt jump shot from 26 ft,,101,84
422,4,0:41.0,,Defensive rebound by A. Poythress,101,84
423,4,0:35.0,,Turnover by J. Young (bad pass),101,84
424,4,0:20.0,J. Jerebko makes 3-pt jump shot from 23 ft (assist by R. Neto),,104,84
425,4,0:08.0,,Turnover by J. Young (lost ball; steal by R. Neto),104,84
