,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,ATLANTA_ACTION,PHILADELPHIA_SCORE,ATLANTA_SCORE
82,1,2:24.0,,I. Taylor makes 2-pt layup from 1 ft,23,26
83,1,2:08.0,E. İlyasova misses 3-pt jump shot from 25 ft,,23,26
84,1,2:05.0,,Defensive rebound by T. Dorsey,23,26
85,1,2:00.0,,Personal foul by M. Fultz (drawn by T. Dorsey),23,26
86,1,2:00.0,R. Covington enters the game for T. McConnell,,23,26
87,1,2:00.0,J. Redick enters the game for E. İlyasova,,23,26
88,1,2:00.0,,A. Cleveland enters the game for T. Prince,23,26
89,1,1:44.0,,I. Taylor makes 2-pt jump shot from 15 ft,23,28
90,1,1:28.0,Shooting foul by I. Taylor (drawn by M. Fultz),,23,28
91,1,1:28.0,M. Fultz misses free throw 1 of 2,,23,28
92,1,1:28.0,Offensive rebound by Team,,23,28
93,1,1:28.0,M. Fultz misses free throw 2 of 2,,23,28
94,1,1:25.0,Offensive rebound by M. Fultz,,23,28
95,1,1:23.0,M. Fultz makes 2-pt jump shot from 1 ft,,25,28
96,1,1:11.0,,Personal foul by M. Belinelli (drawn by M. Plumlee),25,28
97,1,1:11.0,,M. Plumlee makes free throw 1 of 2,25,29
98,1,1:11.0,,M. Plumlee makes free throw 2 of 2,25,30
99,1,1:01.0,J. Redick misses 3-pt jump shot from 24 ft,,25,30
100,1,0:58.0,,Defensive rebound by I. Taylor,25,30
101,1,0:54.0,,M. Plumlee makes 2-pt dunk from 1 ft (assist by I. Taylor),25,32
102,1,0:45.0,R. Holmes makes 2-pt jump shot from 12 ft (assist by M. Fultz),,27,32
103,1,0:30.0,,M. Muscala misses 3-pt jump shot from 22 ft,27,32
104,1,0:27.0,Defensive rebound by M. Fultz,,27,32
105,1,0:24.0,M. Belinelli misses 3-pt jump shot from 27 ft,,27,32
106,1,0:20.0,,Defensive rebound by T. Dorsey,27,32
107,1,0:00.0,,M. Muscala misses 2-pt jump shot from 8 ft,27,32
108,1,0:00.0,Defensive rebound by R. Holmes,,27,32
109,2,11:50.0,R. Covington makes 3-pt jump shot from 25 ft (assist by R. Holmes),,30,32
110,2,11:38.0,,T. Dorsey misses 2-pt jump shot from 15 ft,30,32
111,2,11:33.0,Defensive rebound by R. Covington,,30,32
112,2,11:30.0,M. Fultz misses 2-pt layup from 4 ft,,30,32
113,2,11:25.0,Offensive rebound by M. Fultz,,30,32
114,2,11:25.0,M. Fultz makes 2-pt layup at rim,,32,32
115,2,11:19.0,,I. Taylor misses 2-pt layup from 4 ft,32,32
116,2,11:14.0,,Offensive rebound by M. Muscala,32,32
117,2,11:14.0,,M. Muscala makes 2-pt dunk at rim,32,34
118,2,10:58.0,Shooting foul by M. Muscala (drawn by J. Redick),,32,34
119,2,10:58.0,J. Redick misses free throw 1 of 3,,32,34
120,2,10:58.0,Offensive rebound by Team,,32,34
121,2,10:58.0,J. Redick makes free throw 2 of 3,,33,34
122,2,10:58.0,,J. Collins enters the game for M. Plumlee,33,34
123,2,10:58.0,A. Johnson enters the game for R. Holmes,,33,34
124,2,10:58.0,J. Redick makes free throw 3 of 3,,34,34
125,2,10:45.0,,T. Dorsey misses 2-pt jump shot from 3 ft,34,34
126,2,10:42.0,Defensive rebound by A. Johnson,,34,34
127,2,10:35.0,M. Belinelli misses 2-pt jump shot from 2 ft,,34,34
128,2,10:31.0,Offensive rebound by A. Johnson,,34,34
129,2,10:29.0,A. Johnson makes 2-pt layup from 4 ft,,36,34
130,2,10:12.0,,I. Taylor makes 2-pt layup from 3 ft,36,36
131,2,9:53.0,J. Redick makes 2-pt jump shot from 19 ft,,38,36
132,2,9:42.0,,Turnover by I. Taylor (bad pass; steal by A. Johnson),38,36
133,2,9:36.0,M. Belinelli makes 3-pt jump shot from 22 ft (assist by J. Redick),,41,36
134,2,9:35.0,,Atlanta full timeout,41,36
135,2,9:35.0,,D. Dedmon enters the game for A. Cleveland,41,36
136,2,9:35.0,,D. Bembry enters the game for T. Dorsey,41,36
137,2,9:35.0,,D. Lee enters the game for M. Muscala,41,36
138,2,9:10.0,,J. Collins misses 2-pt jump shot from 11 ft,41,36
139,2,9:07.0,Defensive rebound by R. Covington,,41,36
140,2,8:53.0,Turnover by J. Redick (lost ball; steal by J. Collins),,41,36
141,2,8:40.0,,I. Taylor misses 2-pt layup from 4 ft,41,36
142,2,8:37.0,Defensive rebound by A. Johnson,,41,36
143,2,8:36.0,B. Simmons enters the game for M. Belinelli,,41,36
144,2,8:36.0,E. İlyasova enters the game for M. Fultz,,41,36
145,2,8:24.0,Turnover by E. İlyasova (bad pass; steal by I. Taylor),,41,36
146,2,8:21.0,,Personal foul by B. Simmons (drawn by D. Bembry),41,36
147,2,8:09.0,,D. Dedmon makes 2-pt layup from 3 ft (assist by D. Bembry),41,38
148,2,8:09.0,,Shooting foul by B. Simmons (drawn by D. Dedmon),41,38
149,2,8:09.0,T. McConnell enters the game for J. Redick,,41,38
150,2,8:09.0,,D. Dedmon makes free throw 1 of 1,41,39
151,2,7:58.0,Personal foul by D. Bembry (drawn by B. Simmons),,41,39
152,2,7:52.0,B. Simmons makes 2-pt dunk from 1 ft,,43,39
153,2,7:30.0,,D. Bembry misses 2-pt layup from 1 ft,43,39
154,2,7:27.0,Defensive rebound by R. Covington,,43,39
155,2,7:25.0,Turnover by B. Simmons (bad pass),,43,39
156,2,7:25.0,,T. Prince enters the game for D. Bembry,43,39
157,2,7:12.0,,I. Taylor misses 2-pt jump shot from 14 ft,43,39
158,2,7:10.0,Defensive rebound by E. İlyasova,,43,39
159,2,7:00.0,Shooting foul by D. Dedmon (drawn by E. İlyasova),,43,39
160,2,7:00.0,E. İlyasova makes free throw 1 of 2,,44,39
161,2,7:00.0,,T. Dorsey enters the game for I. Taylor,44,39
162,2,7:00.0,E. İlyasova misses free throw 2 of 2,,44,39
163,2,6:55.0,Offensive rebound by T. McConnell,,44,39
164,2,6:51.0,R. Covington misses 3-pt jump shot from 22 ft,,44,39
165,2,6:49.0,Offensive rebound by E. İlyasova,,44,39
166,2,6:47.0,E. İlyasova makes 2-pt layup from 1 ft,,46,39
167,2,6:39.0,,Shooting foul by A. Johnson (drawn by T. Prince),46,39
168,2,6:39.0,,T. Prince misses free throw 1 of 2,46,39
169,2,6:39.0,,Offensive rebound by Team,46,39
170,2,6:39.0,M. Belinelli enters the game for R. Covington,,46,39
171,2,6:39.0,,T. Prince makes free throw 2 of 2,46,40
172,2,6:32.0,B. Simmons makes 2-pt layup at rim (assist by A. Johnson),,48,40
173,2,6:21.0,,T. Prince misses 3-pt jump shot from 25 ft,48,40
174,2,6:18.0,Defensive rebound by M. Belinelli,,48,40
175,2,6:13.0,E. İlyasova makes 3-pt jump shot from 24 ft (assist by T. McConnell),,51,40
176,2,6:05.0,,Atlanta full timeout,51,40
177,2,6:05.0,,M. Muscala enters the game for D. Dedmon,51,40
178,2,5:46.0,,Personal foul by A. Johnson (drawn by J. Collins),51,40
179,2,5:46.0,R. Holmes enters the game for A. Johnson,,51,40
180,2,5:41.0,,T. Prince misses 2-pt layup from 2 ft,51,40
181,2,5:38.0,,Offensive rebound by J. Collins,51,40
182,2,5:36.0,,M. Muscala makes 3-pt jump shot from 22 ft (assist by J. Collins),51,43
183,2,5:24.0,E. İlyasova misses 3-pt jump shot from 25 ft,,51,43
184,2,5:20.0,,Defensive rebound by T. Prince,51,43
185,2,5:15.0,R. Covington enters the game for E. İlyasova,,51,43
186,2,5:09.0,,D. Lee makes 2-pt jump shot from 10 ft,51,45
187,2,5:02.0,B. Simmons misses 2-pt layup from 1 ft,,51,45
188,2,4:59.0,,Defensive rebound by D. Lee,51,45
189,2,4:51.0,,T. Dorsey misses 3-pt jump shot from 22 ft,51,45
190,2,4:47.0,Defensive rebound by T. McConnell,,51,45
191,2,4:43.0,Personal foul by T. Dorsey (drawn by R. Holmes),,51,45
192,2,4:34.0,Turnover by R. Covington (bad pass; steal by T. Dorsey),,51,45
193,2,4:23.0,,Personal foul by M. Belinelli (drawn by T. Dorsey),51,45
194,2,4:23.0,,T. Dorsey misses free throw 1 of 2,51,45
195,2,4:23.0,,Offensive rebound by Team,51,45
196,2,4:23.0,,I. Taylor enters the game for D. Lee,51,45
197,2,4:23.0,J. Redick enters the game for T. McConnell,,51,45
198,2,4:23.0,,T. Dorsey makes free throw 2 of 2,51,46
199,2,4:11.0,R. Covington misses 3-pt jump shot from 25 ft,,51,46
200,2,4:10.0,,Defensive rebound by Team,51,46
201,2,4:10.0,Loose ball foul by R. Holmes (drawn by J. Collins),,51,46
202,2,4:10.0,,J. Collins makes free throw 1 of 2,51,47
203,2,4:10.0,,M. Plumlee enters the game for M. Muscala,51,47
204,2,4:10.0,,J. Collins makes free throw 2 of 2,51,48
205,2,4:01.0,Offensive foul by R. Holmes (drawn by I. Taylor),,51,48
206,2,4:01.0,Turnover by R. Holmes (offensive foul),,51,48
207,2,4:01.0,,D. Bembry enters the game for T. Prince,51,48
208,2,4:01.0,,M. Muscala enters the game for J. Collins,51,48
209,2,3:49.0,,I. Taylor misses 3-pt jump shot from 25 ft,51,48
210,2,3:44.0,Defensive rebound by R. Holmes,,51,48
211,2,3:43.0,Personal foul by T. Dorsey (drawn by B. Simmons),,51,48
212,2,3:43.0,B. Simmons misses free throw 1 of 2,,51,48
213,2,3:43.0,Offensive rebound by Team,,51,48
214,2,3:43.0,B. Simmons misses free throw 2 of 2,,51,48
215,2,3:39.0,,Defensive rebound by M. Muscala,51,48
216,2,3:25.0,,I. Taylor misses 2-pt jump shot from 17 ft,51,48
217,2,3:21.0,Defensive rebound by B. Simmons,,51,48
218,2,3:15.0,Turnover by R. Holmes (bad pass; steal by D. Bembry),,51,48
219,2,3:03.0,,T. Dorsey makes 3-pt jump shot from 25 ft (assist by I. Taylor),51,51
220,2,2:41.0,Personal foul by I. Taylor (drawn by M. Belinelli),,51,51
221,2,2:41.0,M. Belinelli misses free throw 1 of 2,,51,51
222,2,2:41.0,Offensive rebound by Team,,51,51
223,2,2:41.0,,T. Prince enters the game for I. Taylor,51,51
224,2,2:41.0,M. Belinelli makes free throw 2 of 2,,52,51
225,2,2:32.0,,Personal foul by J. Redick (drawn by D. Bembry),52,51
226,2,2:32.0,Technical foul by J. Redick,,52,51
227,2,2:32.0,,T. Prince makes technical free throw,52,52
228,2,2:32.0,,D. Bembry misses free throw 1 of 2,52,52
229,2,2:32.0,,Offensive rebound by Team,52,52
230,2,2:32.0,,A. Cleveland enters the game for T. Dorsey,52,52
231,2,2:32.0,E. İlyasova enters the game for R. Holmes,,52,52
232,2,2:32.0,,D. Bembry makes free throw 2 of 2,52,53
233,2,2:22.0,J. Redick makes 2-pt jump shot from 14 ft (assist by B. Simmons),,54,53
234,2,1:59.0,,T. Prince misses 3-pt jump shot from 24 ft,54,53
235,2,1:54.0,Defensive rebound by B. Simmons,,54,53
236,2,1:50.0,J. Redick makes 3-pt jump shot from 24 ft (assist by B. Simmons),,57,53
237,2,1:27.0,,M. Muscala misses 3-pt jump shot from 23 ft,57,53
238,2,1:24.0,Defensive rebound by E. İlyasova,,57,53
239,2,1:19.0,Philadelphia full timeout,,57,53
240,2,1:17.0,Shooting foul by A. Cleveland (drawn by B. Simmons),,57,53
241,2,1:17.0,B. Simmons misses free throw 1 of 2,,57,53
242,2,1:17.0,Offensive rebound by Team,,57,53
243,2,1:17.0,B. Simmons makes free throw 2 of 2,,58,53
244,2,1:03.0,,M. Muscala makes 2-pt jump shot from 11 ft (assist by D. Bembry),58,55
245,2,0:39.0,M. Belinelli misses 3-pt jump shot from 22 ft,,58,55
246,2,0:37.0,,Defensive rebound by D. Bembry,58,55
247,2,0:34.0,,D. Bembry misses 2-pt layup at rim,58,55
248,2,0:31.0,Defensive rebound by J. Redick,,58,55
249,2,0:28.0,M. Belinelli misses 3-pt jump shot from 23 ft,,58,55
250,2,0:26.0,Offensive rebound by Team,,58,55
251,2,0:26.0,,Loose ball foul by M. Plumlee (drawn by E. İlyasova),58,55
252,2,0:26.0,E. İlyasova misses free throw 1 of 2,,58,55
253,2,0:26.0,Offensive rebound by Team,,58,55
254,2,0:26.0,M. Fultz enters the game for M. Belinelli,,58,55
255,2,0:26.0,T. McConnell enters the game for B. Simmons,,58,55
256,2,0:26.0,E. İlyasova makes free throw 2 of 2,,59,55
257,2,0:15.0,,T. Prince misses 3-pt jump shot from 26 ft,59,55
258,2,0:12.0,Defensive rebound by Team,,59,55
259,2,0:12.0,,Loose ball foul by A. Cleveland (drawn by E. İlyasova),59,55
260,2,0:12.0,E. İlyasova makes free throw 1 of 2,,60,55
261,2,0:12.0,E. İlyasova makes free throw 2 of 2,,61,55
262,2,0:00.0,,T. Prince misses 2-pt layup from 8 ft (block by T. McConnell),61,55
263,2,0:00.0,Defensive rebound by R. Covington,,61,55
264,3,11:51.0,J. Redick makes 3-pt jump shot from 25 ft (assist by A. Johnson),,64,55
265,3,11:36.0,,D. Bembry makes 2-pt jump shot from 12 ft,64,57
266,3,11:23.0,J. Redick makes 2-pt layup at rim (assist by A. Johnson),,66,57
267,3,11:10.0,,D. Dedmon misses 2-pt jump shot from 11 ft,66,57
268,3,11:05.0,Defensive rebound by J. Redick,,66,57
269,3,11:01.0,J. Redick misses 3-pt jump shot from 25 ft,,66,57
270,3,10:59.0,,Defensive rebound by Team,66,57
271,3,10:45.0,,T. Prince makes 3-pt jump shot from 25 ft (assist by J. Collins),66,60
272,3,10:28.0,B. Simmons misses 2-pt layup from 1 ft,,66,60
273,3,10:22.0,,Defensive rebound by J. Collins,66,60
274,3,10:18.0,,D. Lee misses 3-pt jump shot from 25 ft,66,60
275,3,10:15.0,Defensive rebound by B. Simmons,,66,60
276,3,10:10.0,E. İlyasova misses 2-pt layup from 1 ft,,66,60
277,3,10:06.0,,Defensive rebound by D. Dedmon,66,60
278,3,9:58.0,,Shooting foul by B. Simmons (drawn by D. Dedmon),66,60
279,3,9:58.0,,D. Dedmon makes free throw 1 of 3,66,61
280,3,9:58.0,,D. Dedmon misses free throw 2 of 3,66,61
281,3,9:58.0,,Offensive rebound by Team,66,61
282,3,9:58.0,,D. Dedmon makes free throw 3 of 3,66,62
283,3,9:51.0,J. Redick misses 2-pt jump shot from 12 ft,,66,62
284,3,9:47.0,Offensive rebound by A. Johnson,,66,62
285,3,9:45.0,E. İlyasova misses 2-pt jump shot from 16 ft,,66,62
286,3,9:43.0,Offensive rebound by Team,,66,62
287,3,9:38.0,A. Johnson makes 3-pt jump shot from 25 ft (assist by J. Redick),,69,62
288,3,9:26.0,,T. Prince misses 3-pt jump shot from 23 ft,69,62
289,3,9:22.0,Defensive rebound by J. Redick,,69,62
290,3,9:19.0,R. Covington misses 3-pt jump shot from 24 ft,,69,62
291,3,9:16.0,,Defensive rebound by D. Bembry,69,62
292,3,9:13.0,,T. Prince makes 2-pt layup from 1 ft (assist by D. Bembry),69,64
293,3,8:55.0,E. İlyasova misses 3-pt jump shot from 25 ft,,69,64
294,3,8:52.0,,Defensive rebound by T. Prince,69,64
295,3,8:46.0,,J. Collins misses 2-pt dunk from 1 ft,69,64
296,3,8:38.0,,Offensive rebound by T. Prince,69,64
297,3,8:35.0,,D. Lee misses 3-pt jump shot from 24 ft,69,64
298,3,8:31.0,Defensive rebound by A. Johnson,,69,64
299,3,8:17.0,A. Johnson misses 3-pt jump shot from 25 ft,,69,64
300,3,8:14.0,,Defensive rebound by J. Collins,69,64
301,3,7:53.0,,Turnover by D. Bembry (lost ball; steal by E. İlyasova),69,64
302,3,7:51.0,Offensive foul by B. Simmons,,69,64
303,3,7:51.0,Turnover by B. Simmons (offensive foul),,69,64
304,3,7:51.0,T. McConnell enters the game for J. Redick,,69,64
305,3,7:51.0,M. Belinelli enters the game for R. Covington,,69,64
306,3,7:51.0,Technical foul by B. Simmons,,69,64
307,3,7:51.0,,T. Prince makes technical free throw,69,65
308,3,7:51.0,M. Fultz enters the game for B. Simmons,,69,65
309,3,7:36.0,,Shooting foul by E. İlyasova (drawn by D. Dedmon),69,65
310,3,7:36.0,,D. Dedmon makes free throw 1 of 2,69,66
311,3,7:36.0,,D. Dedmon makes free throw 2 of 2,69,67
312,3,7:22.0,M. Fultz misses 2-pt layup at rim (block by D. Dedmon),,69,67
313,3,7:18.0,,Defensive rebound by D. Dedmon,69,67
314,3,7:18.0,,I. Taylor enters the game for D. Bembry,69,67
315,3,7:15.0,,Offensive foul by J. Collins (drawn by E. İlyasova),69,67
316,3,7:15.0,,Turnover by J. Collins (offensive foul),69,67
317,3,6:53.0,A. Johnson makes 2-pt hook shot from 3 ft,,71,67
318,3,6:53.0,,Violation by T. Prince (def goaltending),71,67
319,3,6:32.0,,J. Collins misses 3-pt jump shot from 24 ft,71,67
320,3,6:28.0,Defensive rebound by M. Belinelli,,71,67
321,3,6:26.0,Philadelphia full timeout,,71,67
322,3,6:26.0,J. Redick enters the game for A. Johnson,,71,67
323,3,6:26.0,R. Holmes enters the game for T. McConnell,,71,67
324,3,6:14.0,E. İlyasova misses 2-pt jump shot from 15 ft,,71,67
325,3,6:11.0,,Defensive rebound by J. Collins,71,67
326,3,5:57.0,,T. Prince makes 2-pt jump shot from 13 ft,71,69
327,3,5:44.0,E. İlyasova makes 3-pt jump shot from 25 ft (assist by J. Redick),,74,69
328,3,5:26.0,,I. Taylor makes 2-pt layup from 1 ft (assist by J. Collins),74,71
329,3,5:06.0,M. Belinelli misses 3-pt jump shot from 23 ft,,74,71
330,3,5:02.0,Offensive rebound by R. Holmes,,74,71
331,3,5:01.0,R. Holmes misses 2-pt layup from 2 ft (block by D. Dedmon),,74,71
332,3,4:58.0,,Defensive rebound by D. Dedmon,74,71
333,3,4:51.0,,D. Lee misses 2-pt jump shot from 11 ft,74,71
334,3,4:49.0,Defensive rebound by E. İlyasova,,74,71
335,3,4:49.0,Personal foul by D. Lee (drawn by E. İlyasova),,74,71
336,3,4:49.0,,M. Muscala enters the game for J. Collins,74,71
337,3,4:49.0,R. Covington enters the game for E. İlyasova,,74,71
338,3,4:31.0,R. Covington makes 2-pt layup at rim,,76,71
339,3,4:17.0,,T. Prince misses 3-pt jump shot from 26 ft,76,71
340,3,4:13.0,,Offensive rebound by T. Prince,76,71
341,3,4:07.0,,D. Dedmon makes 2-pt layup from 3 ft (assist by M. Muscala),76,73
342,3,4:07.0,,Shooting foul by R. Holmes (drawn by D. Dedmon),76,73
343,3,4:07.0,,M. Plumlee enters the game for D. Lee,76,73
344,3,4:07.0,,T. Dorsey enters the game for M. Muscala,76,73
345,3,4:07.0,,D. Dedmon makes free throw 1 of 1,76,74
346,3,3:57.0,R. Holmes makes 2-pt dunk at rim,,78,74
347,3,3:49.0,,T. Prince misses 2-pt layup at rim,78,74
348,3,3:46.0,Defensive rebound by R. Holmes,,78,74
349,3,3:45.0,Turnover by M. Belinelli (step out of bounds),,78,74
350,3,3:45.0,,A. Cleveland enters the game for T. Prince,78,74
351,3,3:45.0,,M. Muscala enters the game for D. Dedmon,78,74
352,3,3:26.0,,I. Taylor misses 2-pt jump shot from 13 ft,78,74
353,3,3:21.0,Defensive rebound by R. Covington,,78,74
354,3,3:16.0,M. Fultz misses 2-pt layup from 3 ft,,78,74
355,3,3:14.0,,Defensive rebound by Team,78,74
356,3,3:14.0,Loose ball foul by R. Holmes (drawn by M. Muscala),,78,74
357,3,3:14.0,T. McConnell enters the game for J. Redick,,78,74
358,3,2:58.0,,T. Dorsey misses 2-pt jump shot from 11 ft,78,74
359,3,2:55.0,Defensive rebound by R. Covington,,78,74
360,3,2:49.0,M. Belinelli makes 3-pt jump shot from 23 ft (assist by R. Covington),,81,74
361,3,2:44.0,,Atlanta full timeout,81,74
362,3,2:44.0,A. Johnson enters the game for R. Holmes,,81,74
363,3,2:22.0,,Turnover by I. Taylor (out of bounds lost ball),81,74
364,3,2:14.0,Personal foul by A. Cleveland (drawn by M. Belinelli),,81,74
365,3,2:08.0,M. Belinelli makes 3-pt jump shot from 23 ft (assist by M. Fultz),,84,74
366,3,1:54.0,,T. Dorsey misses 3-pt jump shot from 25 ft,84,74
367,3,1:52.0,Defensive rebound by Team,,84,74
368,3,1:39.0,T. McConnell misses 2-pt jump shot from 11 ft,,84,74
369,3,1:35.0,,Defensive rebound by M. Plumlee,84,74
370,3,1:18.0,,T. Dorsey makes 2-pt layup from 3 ft,84,76
371,3,1:05.0,M. Belinelli makes 3-pt jump shot from 24 ft (assist by A. Johnson),,87,76
372,3,0:50.0,,T. Dorsey makes 3-pt jump shot from 25 ft (assist by M. Muscala),87,79
373,3,0:33.0,M. Belinelli misses 3-pt jump shot from 24 ft,,87,79
374,3,0:31.0,,Defensive rebound by I. Taylor,87,79
375,3,0:27.0,,I. Taylor misses 2-pt layup from 1 ft (block by R. Covington),87,79
376,3,0:27.0,,Offensive rebound by Team,87,79
377,3,0:19.0,,I. Taylor misses 2-pt layup from 10 ft (block by M. Belinelli),87,79
378,3,0:17.0,Defensive rebound by R. Covington,,87,79
379,3,0:02.0,A. Johnson makes 2-pt hook shot from 8 ft (assist by R. Covington),,89,79
380,4,11:42.0,,A. Cleveland makes 2-pt jump shot from 15 ft,89,81
381,4,11:30.0,Personal foul by A. Cleveland (drawn by J. Redick),,89,81
382,4,11:22.0,Turnover by M. Fultz (out of bounds lost ball),,89,81
383,4,11:04.0,,T. Dorsey misses 2-pt jump shot from 18 ft,89,81
384,4,11:01.0,Defensive rebound by M. Fultz,,89,81
385,4,10:54.0,A. Johnson makes 2-pt layup from 1 ft (assist by J. Redick),,91,81
