,QUARTER,TIME_REMAINING,HOUSTON_ACTION,CHICAGO_ACTION,HOUSTON_SCORE,CHICAGO_SCORE
26,1,8:40.0,T. Ariza makes 3-pt jump shot from 27 ft (assist by C. Paul),,12,6
27,1,8:20.0,,Turnover by L. Markkanen (out of bounds lost ball),12,6
28,1,8:11.0,C. Capela misses 2-pt layup from 3 ft,,12,6
29,1,8:08.0,,Defensive rebound by R. Lopez,12,6
30,1,8:05.0,,Turnover by J. Holiday (step out of bounds),12,6
31,1,7:59.0,C. Paul misses 2-pt jump shot from 17 ft,,12,6
32,1,7:58.0,Offensive rebound by C. Paul,,12,6
33,1,7:56.0,Shooting foul by R. Lopez (drawn by C. Capela),,12,6
34,1,7:56.0,C. Capela misses free throw 1 of 2,,12,6
35,1,7:56.0,Offensive rebound by Team,,12,6
36,1,7:56.0,C. Capela makes free throw 2 of 2,,13,6
37,1,7:44.0,,Turnover by R. Lopez (turnover),13,6
38,1,7:23.0,E. Gordon makes 2-pt layup from 1 ft (assist by C. Paul),,15,6
39,1,7:19.0,,Chicago full timeout,15,6
40,1,7:12.0,,J. Holiday makes 3-pt jump shot from 25 ft (assist by K. Dunn),15,9
41,1,6:54.0,Def 3 sec tech foul by R. Lopez,,15,9
42,1,6:54.0,C. Paul makes technical free throw,,16,9
43,1,6:49.0,Turnover by C. Paul (bad pass),,16,9
44,1,6:29.0,,D. Valentine misses 2-pt jump shot from 17 ft,16,9
45,1,6:25.0,Defensive rebound by C. Capela,,16,9
46,1,6:19.0,E. Gordon makes 3-pt jump shot from 23 ft (assist by C. Paul),,19,9
47,1,6:02.0,,K. Dunn misses 2-pt jump shot from 7 ft,19,9
48,1,6:00.0,Defensive rebound by C. Capela,,19,9
49,1,5:42.0,Turnover by C. Capela (step out of bounds),,19,9
50,1,5:42.0,P. Tucker enters the game for C. Paul,,19,9
51,1,5:42.0,G. Green enters the game for R. Anderson,,19,9
52,1,5:30.0,,L. Markkanen makes 2-pt jump shot from 13 ft (assist by D. Valentine),19,11
53,1,5:23.0,T. Ariza misses 3-pt jump shot from 26 ft,,19,11
54,1,5:23.0,,Defensive rebound by L. Markkanen,19,11
55,1,5:11.0,,K. Dunn misses 2-pt layup from 2 ft,19,11
56,1,5:09.0,Defensive rebound by C. Capela,,19,11
57,1,5:06.0,G. Green makes 3-pt jump shot from 22 ft (assist by T. Ariza),,22,11
58,1,4:52.0,,Turnover by K. Dunn (bad pass; steal by T. Ariza),22,11
59,1,4:47.0,E. Gordon makes 3-pt jump shot from 25 ft (assist by T. Ariza),,25,11
60,1,4:46.0,,Chicago full timeout,25,11
61,1,4:46.0,,B. Portis enters the game for K. Dunn,25,11
62,1,4:46.0,,J. Grant enters the game for R. Lopez,25,11
63,1,4:46.0,,D. Nwaba enters the game for D. Valentine,25,11
64,1,4:46.0,T. Black enters the game for C. Capela,,25,11
65,1,4:25.0,,B. Portis makes 2-pt jump shot from 11 ft,25,13
66,1,4:09.0,G. Green makes 2-pt dunk at rim,,27,13
67,1,3:54.0,,B. Portis misses 2-pt jump shot from 10 ft,27,13
68,1,3:52.0,Defensive rebound by E. Gordon,,27,13
69,1,3:44.0,E. Gordon makes 3-pt jump shot from 26 ft (assist by T. Ariza),,30,13
70,1,3:15.0,,J. Holiday misses 3-pt jump shot from 24 ft,30,13
71,1,3:15.0,,Offensive rebound by Team,30,13
72,1,3:15.0,,Turnover by Team (shot clock),30,13
73,1,3:04.0,Turnover by E. Gordon (bad pass),,30,13
74,1,2:51.0,,J. Grant misses 3-pt jump shot from 26 ft,30,13
75,1,2:49.0,Defensive rebound by P. Tucker,,30,13
76,1,2:33.0,T. Black misses 2-pt jump shot from 5 ft (block by L. Markkanen),,30,13
77,1,2:31.0,,Defensive rebound by L. Markkanen,30,13
78,1,2:31.0,Violation by E. Gordon (kicked ball),,30,13
79,1,2:31.0,C. Paul enters the game for E. Gordon,,30,13
80,1,2:24.0,,B. Portis misses 2-pt jump shot from 21 ft,30,13
81,1,2:24.0,Defensive rebound by C. Paul,,30,13
82,1,2:13.0,T. Ariza misses 2-pt layup from 2 ft (block by J. Holiday),,30,13
83,1,2:13.0,,C. Felício enters the game for L. Markkanen,30,13
84,1,2:13.0,Defensive rebound by Team,,30,13
85,1,2:02.0,C. Paul makes 3-pt jump shot from 24 ft,,33,13
86,1,2:02.0,Shooting foul by C. Felício (drawn by C. Paul),,33,13
87,1,2:02.0,C. Paul makes free throw 1 of 1,,34,13
88,1,1:54.0,,B. Portis makes 3-pt jump shot from 25 ft (assist by C. Felício),34,16
89,1,1:27.0,G. Green misses 3-pt jump shot from 26 ft,,34,16
90,1,1:25.0,,Defensive rebound by B. Portis,34,16
91,1,1:19.0,,B. Portis misses 3-pt jump shot from 24 ft,34,16
92,1,1:16.0,Defensive rebound by T. Ariza,,34,16
93,1,1:07.0,G. Green misses 2-pt layup from 2 ft,,34,16
94,1,1:05.0,,Defensive rebound by C. Felício,34,16
95,1,0:57.0,,C. Felício makes 2-pt layup from 2 ft (assist by D. Nwaba),34,18
96,1,0:46.0,T. Black misses 2-pt layup from 2 ft,,34,18
97,1,0:44.0,,Defensive rebound by D. Nwaba,34,18
98,1,0:42.0,,Shooting foul by G. Green (drawn by D. Nwaba),34,18
99,1,0:42.0,,D. Nwaba makes free throw 1 of 2,34,19
100,1,0:42.0,,D. Nwaba makes free throw 2 of 2,34,20
101,1,0:32.0,T. Ariza misses 3-pt jump shot from 25 ft,,34,20
102,1,0:30.0,Offensive rebound by T. Black,,34,20
103,1,0:30.0,Shooting foul by C. Felício (drawn by T. Black),,34,20
104,1,0:30.0,T. Black makes free throw 1 of 2,,35,20
105,1,0:30.0,T. Black misses free throw 2 of 2,,35,20
106,1,0:28.0,,Defensive rebound by C. Felício,35,20
107,1,0:19.0,,Shooting foul by T. Black (drawn by C. Felício),35,20
108,1,0:19.0,,C. Felício makes free throw 1 of 2,35,21
109,1,0:19.0,,P. Zipser enters the game for J. Holiday,35,21
110,1,0:19.0,,C. Felício makes free throw 2 of 2,35,22
111,1,0:00.0,C. Paul misses 3-pt jump shot from 27 ft,,35,22
112,1,0:00.0,Offensive rebound by Team,,35,22
113,2,11:50.0,G. Green makes 3-pt jump shot from 27 ft (assist by P. Tucker),,38,22
114,2,11:31.0,,C. Felício misses 2-pt layup from 1 ft,38,22
115,2,11:31.0,,Offensive rebound by Team,38,22
116,2,11:28.0,,D. Nwaba misses 2-pt layup from 2 ft,38,22
117,2,11:28.0,,Offensive rebound by D. Nwaba,38,22
118,2,11:24.0,,D. Nwaba makes 2-pt layup from 1 ft,38,24
119,2,11:10.0,E. Gordon misses 3-pt jump shot from 23 ft,,38,24
120,2,11:10.0,,Defensive rebound by C. Felício,38,24
121,2,10:56.0,,P. Zipser misses 2-pt jump shot from 20 ft,38,24
122,2,10:56.0,Defensive rebound by P. Tucker,,38,24
123,2,10:35.0,C. Paul makes 2-pt layup from 1 ft,,40,24
124,2,10:35.0,Shooting foul by C. Felício (drawn by C. Paul),,40,24
125,2,10:35.0,,D. Valentine enters the game for C. Felício,40,24
126,2,10:35.0,C. Paul makes free throw 1 of 1,,41,24
127,2,10:25.0,,J. Grant makes 2-pt dunk at rim,41,26
128,2,10:12.0,C. Paul misses 3-pt jump shot from 24 ft,,41,26
129,2,10:11.0,Offensive rebound by P. Tucker,,41,26
130,2,10:11.0,Turnover by P. Tucker (out of bounds lost ball),,41,26
131,2,9:58.0,,D. Nwaba misses 2-pt jump shot from 10 ft,41,26
132,2,9:52.0,Defensive rebound by E. Gordon,,41,26
133,2,9:49.0,Personal foul by J. Grant (drawn by C. Paul),,41,26
134,2,9:46.0,Turnover by C. Paul (traveling),,41,26
135,2,9:33.0,,D. Valentine misses 3-pt jump shot from 24 ft,41,26
136,2,9:30.0,Defensive rebound by P. Tucker,,41,26
137,2,9:17.0,E. Gordon misses 2-pt layup from 3 ft (block by D. Nwaba),,41,26
138,2,9:16.0,Offensive rebound by G. Green,,41,26
139,2,9:16.0,Turnover by G. Green (step out of bounds),,41,26
140,2,9:07.0,,D. Valentine makes 3-pt jump shot from 24 ft,41,29
141,2,8:51.0,R. Anderson makes 2-pt jump shot from 15 ft (assist by E. Gordon),,43,29
142,2,8:36.0,,D. Valentine makes 2-pt layup from 2 ft (assist by J. Grant),43,31
143,2,8:23.0,Shooting foul by D. Valentine (drawn by G. Green),,43,31
144,2,8:23.0,G. Green misses free throw 1 of 3,,43,31
145,2,8:23.0,Offensive rebound by Team,,43,31
146,2,8:23.0,G. Green makes free throw 2 of 3,,44,31
147,2,8:23.0,C. Capela enters the game for C. Paul,,44,31
148,2,8:23.0,B. Weber enters the game for P. Tucker,,44,31
149,2,8:23.0,G. Green makes free throw 3 of 3,,45,31
150,2,8:06.0,,Shooting foul by E. Gordon (drawn by P. Zipser),45,31
151,2,8:06.0,,P. Zipser makes free throw 1 of 2,45,32
152,2,8:06.0,,P. Zipser makes free throw 2 of 2,45,33
153,2,7:52.0,G. Green misses 3-pt jump shot from 22 ft,,45,33
154,2,7:48.0,,Defensive rebound by D. Valentine,45,33
155,2,7:39.0,,B. Portis makes 2-pt jump shot from 15 ft (assist by D. Valentine),45,35
156,2,7:17.0,C. Capela makes 2-pt layup from 1 ft (assist by E. Gordon),,47,35
157,2,7:17.0,Shooting foul by D. Valentine (drawn by C. Capela),,47,35
158,2,7:17.0,,L. Markkanen enters the game for P. Zipser,47,35
159,2,7:17.0,T. Ariza enters the game for G. Green,,47,35
160,2,7:17.0,C. Capela misses free throw 1 of 1,,47,35
161,2,7:12.0,Offensive rebound by R. Anderson,,47,35
162,2,7:00.0,R. Anderson misses 2-pt jump shot from 8 ft,,47,35
163,2,6:58.0,,Defensive rebound by B. Portis,47,35
164,2,6:47.0,,D. Valentine misses 3-pt jump shot from 25 ft,47,35
165,2,6:45.0,,Offensive rebound by Team,47,35
166,2,6:45.0,,Chicago full timeout,47,35
167,2,6:45.0,,L. Markkanen makes technical free throw,47,36
168,2,6:45.0,,J. Holiday enters the game for D. Nwaba,47,36
169,2,6:37.0,,Personal foul by B. Weber (drawn by J. Grant),47,36
170,2,6:29.0,,B. Portis makes 2-pt jump shot from 17 ft (assist by J. Grant),47,38
171,2,6:08.0,E. Gordon misses 3-pt jump shot from 25 ft,,47,38
172,2,6:03.0,Offensive rebound by E. Gordon,,47,38
173,2,5:50.0,T. Ariza misses 2-pt hook shot from 7 ft,,47,38
174,2,5:50.0,,Defensive rebound by L. Markkanen,47,38
175,2,5:38.0,,B. Portis makes 2-pt hook shot from 4 ft,47,40
176,2,5:36.0,Houston full timeout,,47,40
177,2,5:36.0,,K. Dunn enters the game for J. Grant,47,40
178,2,5:36.0,C. Paul enters the game for B. Weber,,47,40
179,2,5:29.0,Personal foul by K. Dunn (drawn by C. Paul),,47,40
180,2,5:29.0,C. Paul makes free throw 1 of 2,,48,40
181,2,5:29.0,C. Paul makes free throw 2 of 2,,49,40
182,2,5:09.0,,D. Valentine misses 2-pt jump shot from 6 ft,49,40
183,2,5:07.0,Defensive rebound by C. Capela,,49,40
184,2,5:00.0,Turnover by E. Gordon (bad pass; steal by K. Dunn),,49,40
185,2,4:55.0,,Turnover by L. Markkanen (bad pass; steal by C. Paul),49,40
186,2,4:50.0,C. Capela makes 2-pt dunk from 1 ft (assist by T. Ariza),,51,40
187,2,4:38.0,,B. Portis makes 2-pt jump shot from 17 ft (assist by K. Dunn),51,42
188,2,4:19.0,C. Capela makes 2-pt layup from 2 ft (assist by C. Paul),,53,42
189,2,4:04.0,,J. Holiday makes 2-pt layup from 2 ft (assist by K. Dunn),53,44
190,2,3:41.0,R. Anderson misses 3-pt jump shot from 22 ft,,53,44
191,2,3:37.0,,Defensive rebound by B. Portis,53,44
192,2,3:27.0,,L. Markkanen makes 3-pt jump shot from 22 ft (assist by K. Dunn),53,47
193,2,3:04.0,E. Gordon misses 3-pt jump shot from 26 ft,,53,47
194,2,3:00.0,Offensive rebound by C. Capela,,53,47
195,2,2:58.0,E. Gordon misses 3-pt jump shot from 26 ft,,53,47
196,2,2:58.0,,Defensive rebound by K. Dunn,53,47
197,2,2:47.0,,K. Dunn makes 2-pt jump shot from 4 ft,53,49
198,2,2:31.0,C. Paul misses 3-pt jump shot from 22 ft,,53,49
199,2,2:29.0,,Defensive rebound by D. Valentine,53,49
200,2,2:16.0,,B. Portis misses 2-pt layup from 1 ft (block by T. Ariza),53,49
201,2,2:13.0,,Offensive rebound by B. Portis,53,49
202,2,2:13.0,,Shooting foul by C. Capela (drawn by B. Portis),53,49
203,2,2:13.0,,B. Portis makes free throw 1 of 2,53,50
204,2,2:13.0,P. Tucker enters the game for E. Gordon,,53,50
205,2,2:13.0,G. Green enters the game for R. Anderson,,53,50
206,2,2:13.0,,B. Portis misses free throw 2 of 2,53,50
207,2,2:10.0,Defensive rebound by P. Tucker,,53,50
208,2,1:52.0,G. Green makes 2-pt layup from 1 ft (assist by C. Paul),,55,50
209,2,1:36.0,,K. Dunn misses 2-pt layup from 1 ft,55,50
210,2,1:34.0,Defensive rebound by C. Capela,,55,50
211,2,1:28.0,Turnover by C. Paul (lost ball; steal by K. Dunn),,55,50
212,2,1:24.0,,B. Portis makes 2-pt dunk at rim (assist by K. Dunn),55,52
213,2,1:11.0,Houston full timeout,,55,52
214,2,1:00.0,P. Tucker misses 3-pt jump shot from 24 ft,,55,52
215,2,0:57.0,Offensive rebound by G. Green,,55,52
216,2,0:56.0,G. Green makes 2-pt jump shot from 16 ft,,57,52
217,2,0:44.0,,L. Markkanen misses 3-pt jump shot from 24 ft,57,52
218,2,0:44.0,,Offensive rebound by D. Valentine,57,52
219,2,0:39.0,,K. Dunn makes 3-pt jump shot from 25 ft (assist by D. Valentine),57,55
220,2,0:22.0,G. Green makes 3-pt jump shot from 26 ft (assist by P. Tucker),,60,55
221,2,0:01.0,,K. Dunn misses 2-pt jump shot from 22 ft,60,55
222,2,0:01.0,Defensive rebound by C. Paul,,60,55
223,3,11:49.0,T. Ariza misses 3-pt jump shot from 26 ft,,60,55
224,3,11:45.0,,Defensive rebound by K. Dunn,60,55
225,3,11:30.0,,D. Valentine makes 3-pt jump shot from 25 ft,60,58
226,3,11:07.0,C. Paul misses 3-pt jump shot from 25 ft,,60,58
227,3,11:02.0,,Defensive rebound by D. Valentine,60,58
228,3,10:56.0,,Shooting foul by C. Paul (drawn by R. Lopez),60,58
229,3,10:56.0,,R. Lopez makes free throw 1 of 2,60,59
230,3,10:56.0,,R. Lopez makes free throw 2 of 2,60,60
231,3,10:40.0,T. Ariza misses 2-pt layup from 3 ft,,60,60
232,3,10:38.0,,Defensive rebound by D. Valentine,60,60
233,3,10:35.0,,J. Holiday misses 3-pt jump shot from 22 ft,60,60
234,3,10:32.0,Defensive rebound by R. Anderson,,60,60
235,3,10:25.0,E. Gordon makes 2-pt layup from 1 ft,,62,60
236,3,10:06.0,,K. Dunn makes 2-pt layup from 1 ft,62,62
237,3,9:57.0,R. Anderson misses 3-pt jump shot from 24 ft,,62,62
238,3,9:54.0,,Defensive rebound by J. Holiday,62,62
239,3,9:35.0,,Turnover by D. Valentine (out of bounds lost ball),62,62
240,3,9:23.0,Turnover by C. Paul (bad pass; steal by D. Valentine),,62,62
241,3,9:16.0,,K. Dunn makes 2-pt jump shot from 13 ft (assist by L. Markkanen),62,64
242,3,9:04.0,Shooting foul by R. Lopez (drawn by E. Gordon),,62,64
243,3,9:04.0,E. Gordon misses free throw 1 of 2,,62,64
244,3,9:04.0,Offensive rebound by Team,,62,64
245,3,9:04.0,E. Gordon makes free throw 2 of 2,,63,64
246,3,8:49.0,,K. Dunn makes 2-pt jump shot from 10 ft,63,66
247,3,8:39.0,E. Gordon misses 3-pt jump shot from 25 ft,,63,66
248,3,8:35.0,,Defensive rebound by L. Markkanen,63,66
249,3,8:27.0,,D. Valentine misses 3-pt jump shot from 25 ft,63,66
250,3,8:24.0,Defensive rebound by E. Gordon,,63,66
251,3,8:16.0,E. Gordon misses 2-pt layup from 2 ft (block by K. Dunn),,63,66
252,3,8:16.0,Offensive rebound by Team,,63,66
253,3,8:14.0,Personal foul by K. Dunn (drawn by E. Gordon),,63,66
254,3,8:05.0,C. Capela makes 2-pt layup from 2 ft (assist by E. Gordon),,65,66
255,3,7:48.0,,R. Lopez misses 2-pt hook shot from 3 ft,65,66
256,3,7:46.0,Defensive rebound by C. Paul,,65,66
257,3,7:41.0,C. Paul makes 2-pt jump shot from 16 ft,,67,66
258,3,7:23.0,,K. Dunn misses 2-pt jump shot from 16 ft,67,66
259,3,7:19.0,Defensive rebound by C. Capela,,67,66
260,3,7:13.0,R. Anderson misses 3-pt jump shot from 25 ft,,67,66
261,3,7:13.0,,Defensive rebound by J. Holiday,67,66
262,3,7:00.0,,D. Valentine makes 2-pt jump shot from 12 ft,67,68
263,3,6:47.0,C. Paul makes 2-pt jump shot from 8 ft,,69,68
264,3,6:20.0,,Turnover by Team (shot clock),69,68
265,3,6:20.0,,Chicago full timeout,69,68
266,3,6:20.0,P. Tucker enters the game for C. Paul,,69,68
267,3,6:20.0,G. Green enters the game for R. Anderson,,69,68
268,3,6:05.0,C. Capela makes 2-pt hook shot from 3 ft (assist by E. Gordon),,71,68
269,3,5:48.0,,L. Markkanen misses 2-pt jump shot from 15 ft,71,68
270,3,5:46.0,Defensive rebound by P. Tucker,,71,68
271,3,5:40.0,G. Green misses 3-pt jump shot from 25 ft,,71,68
272,3,5:38.0,,Defensive rebound by K. Dunn,71,68
273,3,5:26.0,,J. Holiday misses 3-pt jump shot from 23 ft,71,68
274,3,5:22.0,Defensive rebound by C. Capela,,71,68
275,3,5:12.0,E. Gordon makes 2-pt jump shot from 13 ft,,73,68
276,3,4:54.0,,D. Valentine makes 3-pt jump shot from 22 ft (assist by R. Lopez),73,71
277,3,4:35.0,Shooting foul by K. Dunn (drawn by E. Gordon),,73,71
278,3,4:35.0,E. Gordon makes free throw 1 of 3,,74,71
279,3,4:35.0,E. Gordon makes free throw 2 of 3,,75,71
280,3,4:35.0,,B. Portis enters the game for R. Lopez,75,71
281,3,4:35.0,E. Gordon makes free throw 3 of 3,,76,71
282,3,4:17.0,,K. Dunn misses 3-pt jump shot from 25 ft,76,71
283,3,4:14.0,Defensive rebound by C. Capela,,76,71
284,3,4:07.0,G. Green misses 3-pt jump shot from 24 ft,,76,71
285,3,4:01.0,Offensive rebound by E. Gordon,,76,71
286,3,3:58.0,G. Green makes 2-pt dunk from 1 ft (assist by E. Gordon),,78,71
287,3,3:46.0,,Turnover by B. Portis (lost ball; steal by E. Gordon),78,71
288,3,3:42.0,E. Gordon misses 3-pt jump shot from 27 ft,,78,71
289,3,3:39.0,,Defensive rebound by L. Markkanen,78,71
290,3,3:31.0,,K. Dunn misses 2-pt jump shot from 20 ft,78,71
291,3,3:29.0,Defensive rebound by T. Ariza,,78,71
292,3,3:17.0,P. Tucker makes 3-pt jump shot from 24 ft (assist by C. Capela),,81,71
293,3,3:15.0,,Chicago full timeout,81,71
294,3,3:15.0,,J. Grant enters the game for K. Dunn,81,71
295,3,3:15.0,C. Paul enters the game for E. Gordon,,81,71
296,3,3:15.0,T. Black enters the game for C. Capela,,81,71
297,3,2:57.0,,Shooting foul by T. Black (drawn by B. Portis),81,71
298,3,2:57.0,,B. Portis misses free throw 1 of 2,81,71
299,3,2:57.0,,Offensive rebound by Team,81,71
300,3,2:57.0,,B. Portis makes free throw 2 of 2,81,72
301,3,2:32.0,C. Paul misses 3-pt jump shot from 29 ft,,81,72
302,3,2:29.0,,Defensive rebound by J. Grant,81,72
303,3,2:21.0,,Turnover by D. Valentine (bad pass),81,72
304,3,2:21.0,,C. Felício enters the game for L. Markkanen,81,72
305,3,2:06.0,T. Ariza misses 3-pt jump shot from 22 ft,,81,72
306,3,2:02.0,,Defensive rebound by J. Grant,81,72
307,3,1:53.0,,D. Valentine makes 3-pt jump shot from 26 ft (assist by B. Portis),81,75
308,3,1:31.0,P. Tucker misses 3-pt jump shot from 23 ft,,81,75
309,3,1:31.0,,Defensive rebound by D. Valentine,81,75
310,3,1:22.0,,Turnover by D. Valentine (lost ball; steal by T. Black),81,75
311,3,1:22.0,Personal foul by D. Valentine (drawn by T. Black),,81,75
312,3,1:22.0,,D. Nwaba enters the game for J. Holiday,81,75
313,3,1:09.0,Turnover by C. Paul (traveling),,81,75
314,3,0:52.0,,Shooting foul by C. Paul (drawn by D. Nwaba),81,75
315,3,0:52.0,,D. Nwaba makes free throw 1 of 2,81,76
316,3,0:52.0,,D. Nwaba misses free throw 2 of 2,81,76
317,3,0:49.0,Defensive rebound by T. Ariza,,81,76
318,3,0:33.0,G. Green makes 3-pt jump shot from 25 ft (assist by C. Paul),,84,76
319,3,0:24.0,,B. Portis misses 3-pt jump shot from 26 ft,84,76
320,3,0:24.0,Defensive rebound by T. Ariza,,84,76
321,3,0:00.0,C. Paul makes 3-pt jump shot from 25 ft,,87,76
322,4,11:49.0,,D. Nwaba misses 2-pt layup from 3 ft (block by T. Black),87,76
323,4,11:47.0,Defensive rebound by T. Ariza,,87,76
324,4,11:31.0,C. Paul makes 2-pt jump shot from 21 ft,,89,76
325,4,11:13.0,,J. Grant misses 3-pt jump shot from 24 ft,89,76
326,4,11:07.0,Defensive rebound by T. Ariza,,89,76
327,4,10:55.0,Houston full timeout,,89,76
328,4,10:55.0,,J. Holiday enters the game for C. Felício,89,76
329,4,10:47.0,C. Paul misses 3-pt jump shot from 26 ft,,89,76
330,4,10:47.0,Offensive rebound by Team,,89,76
331,4,10:47.0,Turnover by Team (shot clock),,89,76
332,4,10:33.0,,D. Nwaba makes 2-pt jump shot from 3 ft (assist by J. Holiday),89,78
333,4,10:33.0,,Shooting foul by C. Paul (drawn by D. Nwaba),89,78
334,4,10:33.0,,D. Nwaba makes free throw 1 of 1,89,79
335,4,10:11.0,G. Green misses 3-pt jump shot from 24 ft,,89,79
336,4,10:09.0,,Defensive rebound by P. Zipser,89,79
337,4,9:55.0,,J. Grant misses 3-pt jump shot from 25 ft,89,79
338,4,9:52.0,Defensive rebound by T. Ariza,,89,79
339,4,9:43.0,Turnover by C. Paul (bad pass),,89,79
340,4,9:43.0,E. Gordon enters the game for T. Ariza,,89,79
341,4,9:25.0,,J. Holiday misses 3-pt jump shot from 24 ft,89,79
342,4,9:22.0,Defensive rebound by C. Paul,,89,79
343,4,9:16.0,Turnover by E. Gordon (lost ball; steal by J. Holiday),,89,79
344,4,9:14.0,,B. Portis misses 2-pt layup from 3 ft (block by C. Paul),89,79
345,4,9:14.0,,Offensive rebound by Team,89,79
346,4,9:14.0,C. Capela enters the game for T. Black,,89,79
347,4,9:13.0,,Personal foul by C. Capela (drawn by B. Portis),89,79
348,4,9:13.0,R. Anderson enters the game for P. Tucker,,89,79
349,4,9:02.0,,Turnover by J. Grant (bad pass; steal by R. Anderson),89,79
350,4,8:52.0,C. Paul misses 3-pt jump shot from 26 ft,,89,79
351,4,8:49.0,Offensive rebound by G. Green,,89,79
352,4,8:40.0,G. Green misses 2-pt jump shot from 16 ft,,89,79
353,4,8:40.0,,Defensive rebound by Team,89,79
354,4,8:39.0,Loose ball foul by C. Capela (drawn by B. Portis),,89,79
355,4,8:39.0,,K. Dunn enters the game for J. Grant,89,79
356,4,8:27.0,,J. Holiday misses 3-pt jump shot from 25 ft,89,79
357,4,8:27.0,Defensive rebound by E. Gordon,,89,79
358,4,8:18.0,Turnover by E. Gordon (bad pass; steal by P. Zipser),,89,79
359,4,8:13.0,,Turnover by D. Nwaba (lost ball; steal by C. Paul),89,79
360,4,8:09.0,C. Paul makes 2-pt layup from 1 ft (assist by E. Gordon),,91,79
361,4,7:54.0,,B. Portis misses 2-pt jump shot from 4 ft,91,79
362,4,7:50.0,Defensive rebound by C. Paul,,91,79
363,4,7:45.0,R. Anderson makes 3-pt jump shot from 26 ft (assist by C. Paul),,94,79
364,4,7:45.0,,Chicago full timeout,94,79
365,4,7:45.0,,L. Markkanen enters the game for P. Zipser,94,79
366,4,7:45.0,T. Ariza enters the game for C. Paul,,94,79
367,4,7:36.0,,B. Portis makes 2-pt layup from 2 ft (assist by J. Holiday),94,81
368,4,7:36.0,,Shooting foul by G. Green (drawn by B. Portis),94,81
369,4,7:36.0,,B. Portis makes free throw 1 of 1,94,82
370,4,7:11.0,Turnover by T. Ariza (bad pass; steal by K. Dunn),,94,82
371,4,7:06.0,,D. Nwaba makes 2-pt layup from 1 ft (assist by K. Dunn),94,84
372,4,6:54.0,T. Ariza misses 3-pt jump shot from 23 ft,,94,84
373,4,6:54.0,Offensive rebound by C. Capela,,94,84
374,4,6:49.0,E. Gordon makes 3-pt jump shot from 25 ft (assist by C. Capela),,97,84
375,4,6:33.0,,L. Markkanen misses 3-pt jump shot from 25 ft,97,84
376,4,6:33.0,Defensive rebound by C. Capela,,97,84
377,4,6:20.0,Turnover by R. Anderson (turnover),,97,84
378,4,6:20.0,,D. Valentine enters the game for D. Nwaba,97,84
379,4,6:09.0,,K. Dunn misses 2-pt layup from 1 ft,97,84
380,4,6:06.0,Defensive rebound by C. Capela,,97,84
381,4,5:57.0,T. Ariza makes 3-pt jump shot from 25 ft (assist by E. Gordon),,100,84
382,4,5:41.0,,B. Portis makes 2-pt jump shot from 21 ft (assist by K. Dunn),100,86
383,4,5:32.0,T. Ariza makes 3-pt jump shot from 23 ft (assist by R. Anderson),,103,86
384,4,5:15.0,,K. Dunn makes 2-pt jump shot from 6 ft,103,88
385,4,4:50.0,T. Ariza makes 3-pt jump shot from 24 ft (assist by E. Gordon),,106,88
386,4,4:34.0,,J. Holiday makes 2-pt jump shot from 19 ft (assist by B. Portis),106,90
