,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,CHICAGO_ACTION,MEMPHIS_SCORE,CHICAGO_SCORE
383,4,7:29.0,D. Brooks makes 3-pt jump shot from 24 ft (assist by X. Rathan-Mayes),,93,94
384,4,7:00.0,,B. Portis makes 2-pt layup from 2 ft (assist by D. Valentine),93,96
385,4,6:46.0,D. Brooks makes 2-pt jump shot from 13 ft,,95,96
386,4,6:28.0,,K. Dunn misses 3-pt jump shot from 25 ft,95,96
387,4,6:28.0,,Offensive rebound by D. Nwaba,95,96
388,4,6:21.0,,B. Portis makes 2-pt layup from 1 ft (assist by D. Nwaba),95,98
389,4,6:09.0,X. Rathan-Mayes misses 2-pt jump shot from 7 ft (block by K. Dunn),,95,98
390,4,6:09.0,Offensive rebound by K. Simmons,,95,98
391,4,6:05.0,,Z. LaVine enters the game for D. Valentine,95,98
392,4,5:58.0,Turnover by B. McLemore (lost ball; steal by Z. LaVine),,95,98
393,4,5:49.0,,L. Markkanen misses 3-pt jump shot from 22 ft,95,98
394,4,5:45.0,,Offensive rebound by Team,95,98
395,4,5:36.0,,Shooting foul by D. Davis (drawn by K. Dunn),95,98
396,4,5:36.0,,K. Dunn misses free throw 1 of 2,95,98
397,4,5:36.0,,Offensive rebound by Team,95,98
398,4,5:36.0,,K. Dunn makes free throw 2 of 2,95,99
399,4,5:32.0,Memphis full timeout,,95,99
400,4,5:10.0,Turnover by B. McLemore (bad pass; steal by K. Dunn),,95,99
401,4,5:07.0,,K. Dunn makes 2-pt dunk at rim,95,101
402,4,4:57.0,X. Rathan-Mayes makes 2-pt layup from 1 ft,,97,101
403,4,4:42.0,,B. Portis makes 2-pt jump shot from 19 ft (assist by Z. LaVine),97,103
404,4,4:23.0,K. Simmons misses 3-pt jump shot from 26 ft,,97,103
405,4,4:19.0,,Defensive rebound by L. Markkanen,97,103
406,4,4:09.0,,Z. LaVine makes 3-pt jump shot from 25 ft,97,106
407,4,4:07.0,Memphis full timeout,,97,106
408,4,3:49.0,D. Brooks makes 2-pt jump shot from 11 ft (assist by X. Rathan-Mayes),,99,106
409,4,3:29.0,,Offensive foul by B. Portis (drawn by X. Rathan-Mayes),99,106
410,4,3:29.0,,Turnover by B. Portis (offensive foul),99,106
411,4,3:21.0,D. Brooks makes 3-pt jump shot from 25 ft (assist by X. Rathan-Mayes),,102,106
412,4,3:00.0,,Turnover by Z. LaVine (lost ball; steal by D. Brooks),102,106
413,4,2:55.0,D. Brooks makes 3-pt jump shot from 26 ft (assist by X. Rathan-Mayes),,105,106
414,4,2:37.0,,D. Nwaba makes 2-pt dunk at rim (assist by K. Dunn),105,108
415,4,2:37.0,,Shooting foul by B. McLemore (drawn by D. Nwaba),105,108
416,4,2:37.0,,D. Nwaba makes free throw 1 of 1,105,109
417,4,2:30.0,Personal foul by D. Nwaba (drawn by D. Brooks),,105,109
418,4,2:13.0,K. Simmons makes 2-pt jump shot from 2 ft (assist by D. Davis),,107,109
419,4,2:13.0,Shooting foul by K. Dunn (drawn by K. Simmons),,107,109
420,4,2:13.0,K. Simmons makes free throw 1 of 1,,108,109
421,4,2:03.0,,Shooting foul by K. Simmons (drawn by K. Dunn),108,109
422,4,2:03.0,,K. Dunn makes free throw 1 of 2,108,110
423,4,2:03.0,,K. Dunn makes free throw 2 of 2,108,111
424,4,1:51.0,X. Rathan-Mayes misses 3-pt jump shot from 25 ft,,108,111
425,4,1:46.0,,Defensive rebound by D. Nwaba,108,111
426,4,1:31.0,,K. Dunn makes 2-pt layup at rim,108,113
427,4,1:20.0,D. Brooks misses 2-pt layup from 2 ft,,108,113
428,4,1:20.0,,Defensive rebound by Team,108,113
429,4,0:59.0,,Turnover by K. Dunn (lost ball; steal by D. Brooks),108,113
430,4,0:57.0,K. Simmons makes 2-pt layup from 2 ft (assist by B. McLemore),,110,113
431,4,0:38.0,,B. Portis misses 2-pt layup from 1 ft,110,113
432,4,0:34.0,,Offensive rebound by K. Dunn,110,113
433,4,0:33.0,,Personal block foul by K. Simmons (drawn by K. Dunn),110,113
434,4,0:33.0,M. Henry enters the game for K. Simmons,,110,113
435,4,0:33.0,,K. Dunn makes free throw 1 of 2,110,114
436,4,0:33.0,,K. Dunn makes free throw 2 of 2,110,115
437,4,0:25.0,D. Brooks misses 3-pt jump shot from 29 ft,,110,115
438,4,0:21.0,,Defensive rebound by D. Nwaba,110,115
439,4,0:17.0,,Personal take foul by M. Henry (drawn by Z. LaVine),110,115
440,4,0:17.0,,Z. LaVine makes free throw 1 of 2,110,116
441,4,0:17.0,,Z. LaVine makes free throw 2 of 2,110,117
442,4,0:17.0,Memphis full timeout,,110,117
443,4,0:12.0,B. McLemore misses 3-pt jump shot from 26 ft,,110,117
444,4,0:10.0,,Defensive rebound by K. Dunn,110,117
445,4,0:10.0,,Personal take foul by X. Rathan-Mayes (drawn by K. Dunn),110,117
446,4,0:10.0,,K. Dunn makes free throw 1 of 2,110,118
447,4,0:10.0,,D. Valentine enters the game for Z. LaVine,110,118
448,4,0:10.0,,K. Dunn makes free throw 2 of 2,110,119
449,4,0:05.0,X. Rathan-Mayes misses 3-pt jump shot from 25 ft,,110,119
450,4,0:02.0,,Defensive rebound by L. Markkanen,110,119
