,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,DENVER_ACTION,WASHINGTON_SCORE,DENVER_SCORE
385,4,6:54.0,,Offensive rebound by P. Millsap,95,87
386,4,6:54.0,,P. Millsap makes 2-pt layup at rim,95,89
387,4,6:44.0,O. Porter misses 3-pt jump shot from 24 ft,,95,89
388,4,6:43.0,Offensive rebound by Team,,95,89
389,4,6:38.0,Turnover by B. Beal (bad pass),,95,89
390,4,6:19.0,,P. Millsap misses 2-pt layup from 8 ft,95,89
391,4,6:15.0,Defensive rebound by B. Beal,,95,89
392,4,6:10.0,Turnover by J. Wall (bad pass; steal by E. Mudiay),,95,89
393,4,6:05.0,,E. Mudiay makes 3-pt jump shot from 26 ft (assist by G. Harris),95,92
394,4,6:03.0,Washington full timeout,,95,92
395,4,5:48.0,B. Beal makes 2-pt jump shot from 15 ft (assist by J. Wall),,97,92
396,4,5:30.0,,P. Millsap misses 2-pt hook shot from 6 ft,97,92
397,4,5:27.0,Defensive rebound by O. Porter,,97,92
398,4,5:19.0,O. Porter misses 2-pt jump shot from 20 ft,,97,92
399,4,5:15.0,,Defensive rebound by G. Harris,97,92
400,4,5:06.0,,Turnover by E. Mudiay (lost ball; steal by B. Beal),97,92
401,4,4:54.0,B. Beal misses 2-pt jump shot from 17 ft,,97,92
402,4,4:51.0,,Defensive rebound by P. Millsap,97,92
403,4,4:37.0,,N. Jokić misses 2-pt hook shot from 7 ft,97,92
404,4,4:36.0,Defensive rebound by Team,,97,92
405,4,4:36.0,,W. Barton enters the game for E. Mudiay,97,92
406,4,4:36.0,,J. Murray enters the game for W. Chandler,97,92
407,4,4:24.0,Shooting block foul by P. Millsap (drawn by J. Wall),,97,92
408,4,4:24.0,J. Wall makes free throw 1 of 2,,98,92
409,4,4:24.0,J. Wall makes free throw 2 of 2,,99,92
410,4,4:07.0,,N. Jokić misses 2-pt jump shot from 16 ft,99,92
411,4,4:04.0,Defensive rebound by B. Beal,,99,92
412,4,3:55.0,Personal block foul by J. Murray (drawn by J. Wall),,99,92
413,4,3:55.0,J. Wall makes free throw 1 of 2,,100,92
414,4,3:55.0,J. Wall misses free throw 2 of 2,,100,92
415,4,3:52.0,,Defensive rebound by P. Millsap,100,92
416,4,3:40.0,,N. Jokić makes 2-pt dunk from 2 ft,100,94
417,4,3:40.0,,Shooting foul by M. Gortat (drawn by N. Jokić),100,94
418,4,3:40.0,,N. Jokić makes free throw 1 of 1,100,95
419,4,3:18.0,Turnover by B. Beal (turnover; steal by G. Harris),,100,95
420,4,2:54.0,,J. Murray misses 3-pt jump shot from 25 ft,100,95
421,4,2:52.0,Defensive rebound by M. Gortat,,100,95
422,4,2:31.0,J. Wall misses 2-pt jump shot from 17 ft,,100,95
423,4,2:29.0,,Defensive rebound by G. Harris,100,95
424,4,2:13.0,,P. Millsap misses 2-pt jump shot from 19 ft,100,95
425,4,2:12.0,Defensive rebound by B. Beal,,100,95
426,4,1:52.0,B. Beal misses 2-pt layup from 4 ft,,100,95
427,4,1:50.0,,Defensive rebound by N. Jokić,100,95
428,4,1:48.0,,Turnover by N. Jokić (bad pass; steal by M. Gortat),100,95
429,4,1:29.0,K. Oubre misses 3-pt jump shot from 23 ft,,100,95
430,4,1:29.0,,Defensive rebound by Team,100,95
431,4,1:29.0,,Personal foul by M. Gortat (drawn by N. Jokić),100,95
432,4,1:29.0,I. Mahinmi enters the game for M. Gortat,,100,95
433,4,1:29.0,,N. Jokić makes free throw 1 of 2,100,96
434,4,1:29.0,,N. Jokić makes free throw 2 of 2,100,97
435,4,1:14.0,Shooting foul by N. Jokić (drawn by O. Porter),,100,97
436,4,1:14.0,O. Porter makes free throw 1 of 2,,101,97
437,4,1:14.0,O. Porter makes free throw 2 of 2,,102,97
438,4,1:05.0,,N. Jokić makes 3-pt jump shot from 25 ft (assist by J. Murray),102,100
439,4,0:44.0,J. Wall makes 2-pt jump shot from 16 ft,,104,100
440,4,0:32.0,,J. Murray makes 2-pt jump shot from 18 ft,104,102
441,4,0:32.0,Washington full timeout,,104,102
442,4,0:32.0,,Technical foul by N. Jokić,104,102
443,4,0:32.0,,K. Faried enters the game for N. Jokić,104,102
444,4,0:32.0,M. Scott enters the game for I. Mahinmi,,104,102
445,4,0:32.0,B. Beal makes technical free throw,,105,102
446,4,0:12.0,B. Beal makes 2-pt layup from 4 ft (assist by J. Wall),,107,102
447,4,0:12.0,,Denver full timeout,107,102
448,4,0:12.0,,N. Jokić enters the game for K. Faried,107,102
449,4,0:08.0,,P. Millsap makes 2-pt layup from 1 ft (assist by J. Murray),107,104
450,4,0:07.0,Personal take foul by J. Murray (drawn by J. Wall),,107,104
451,4,0:07.0,J. Wall makes free throw 1 of 2,,108,104
452,4,0:07.0,J. Wall makes free throw 2 of 2,,109,104
453,4,0:00.0,,J. Murray misses 3-pt jump shot from 27 ft,109,104
454,4,0:00.0,,Offensive rebound by Team,109,104
