,QUARTER,TIME_REMAINING,DALLAS_ACTION,ATLANTA_ACTION,DALLAS_SCORE,ATLANTA_SCORE
151,2,5:53.0,Defensive rebound by J. Barea,,38,39
152,2,5:44.0,J. Barea misses 2-pt layup at rim (block by E. İlyasova),,38,39
153,2,5:44.0,Offensive rebound by Team,,38,39
154,2,5:44.0,H. Barnes enters the game for D. Nowitzki,,38,39
155,2,5:44.0,Turnover by D. Powell (step out of bounds),,38,39
156,2,5:34.0,,Turnover by M. Plumlee (turnover),38,39
157,2,5:17.0,Personal foul by E. İlyasova (drawn by H. Barnes),,38,39
158,2,5:02.0,Turnover by W. Matthews (bad pass; steal by K. Bazemore),,38,39
159,2,4:57.0,,Turnover by E. İlyasova (bad pass; steal by D. Powell),38,39
160,2,4:51.0,D. Powell makes 2-pt dunk at rim (assist by J. Barea),,40,39
161,2,4:33.0,,Turnover by E. İlyasova (bad pass; steal by J. Barea),40,39
162,2,4:18.0,D. Powell makes 2-pt layup from 1 ft (assist by D. Smith),,42,39
163,2,4:17.0,,Atlanta full timeout,42,39
164,2,4:17.0,,M. Belinelli enters the game for M. Plumlee,42,39
165,2,4:17.0,,J. Collins enters the game for K. Bazemore,42,39
166,2,4:03.0,,D. Schröder makes 2-pt layup from 1 ft,42,41
167,2,3:50.0,D. Powell makes 2-pt dunk from 1 ft (assist by J. Barea),,44,41
168,2,3:31.0,,J. Collins misses 2-pt dunk from 1 ft,44,41
169,2,3:28.0,Defensive rebound by D. Powell,,44,41
170,2,3:10.0,Shooting foul by T. Prince (drawn by D. Powell),,44,41
171,2,3:10.0,D. Powell makes free throw 1 of 2,,45,41
172,2,3:10.0,,T. Cavanaugh enters the game for E. İlyasova,45,41
173,2,3:10.0,,M. Delaney enters the game for T. Prince,45,41
174,2,3:10.0,Y. Ferrell enters the game for J. Barea,,45,41
175,2,3:10.0,D. Powell makes free throw 2 of 2,,46,41
176,2,2:52.0,,Shooting foul by D. Smith (drawn by M. Delaney),46,41
177,2,2:52.0,,M. Delaney makes free throw 1 of 2,46,42
178,2,2:52.0,,M. Delaney makes free throw 2 of 2,46,43
179,2,2:39.0,D. Smith makes 2-pt dunk at rim (assist by D. Powell),,48,43
180,2,2:24.0,,J. Collins misses 2-pt layup from 2 ft,48,43
181,2,2:22.0,,Offensive rebound by J. Collins,48,43
182,2,2:21.0,,J. Collins misses 2-pt layup from 2 ft (block by D. Powell),48,43
183,2,2:21.0,Defensive rebound by Team,,48,43
184,2,2:10.0,H. Barnes misses 3-pt jump shot from 24 ft,,48,43
185,2,2:07.0,Offensive rebound by D. Powell,,48,43
186,2,1:59.0,D. Smith misses 3-pt jump shot from 25 ft,,48,43
187,2,1:53.0,,Defensive rebound by M. Delaney,48,43
188,2,1:49.0,,T. Cavanaugh makes 3-pt jump shot from 22 ft (assist by M. Delaney),48,46
189,2,1:47.0,Dallas full timeout,,48,46
190,2,1:28.0,H. Barnes makes 2-pt jump shot from 14 ft,,50,46
191,2,1:06.0,,D. Schröder misses 3-pt jump shot from 25 ft,50,46
192,2,1:06.0,,Offensive rebound by Team,50,46
193,2,1:06.0,Loose ball foul by H. Barnes (drawn by J. Collins),,50,46
194,2,1:06.0,M. Kleber enters the game for D. Powell,,50,46
195,2,0:49.0,,M. Belinelli misses 3-pt jump shot from 28 ft,50,46
196,2,0:46.0,Defensive rebound by D. Smith,,50,46
197,2,0:31.0,H. Barnes misses 2-pt jump shot from 10 ft,,50,46
198,2,0:27.0,,Defensive rebound by T. Cavanaugh,50,46
199,2,0:13.0,,J. Collins makes 2-pt dunk from 1 ft (assist by D. Schröder),50,48
200,2,0:00.0,H. Barnes makes 2-pt jump shot from 5 ft,,52,48
201,2,0:00.0,Shooting foul by T. Cavanaugh (drawn by H. Barnes),,52,48
202,2,0:00.0,H. Barnes makes free throw 1 of 1,,53,48
203,3,11:48.0,D. Smith misses 2-pt layup from 1 ft,,53,48
204,3,11:40.0,,Defensive rebound by E. İlyasova,53,48
205,3,11:38.0,,D. Schröder makes 2-pt jump shot from 1 ft,53,50
206,3,11:21.0,H. Barnes misses 3-pt jump shot from 24 ft,,53,50
207,3,11:21.0,,Defensive rebound by D. Schröder,53,50
208,3,11:06.0,,D. Schröder makes 2-pt jump shot from 19 ft (assist by M. Plumlee),53,52
209,3,10:48.0,H. Barnes makes 2-pt layup from 1 ft (assist by W. Matthews),,55,52
210,3,10:34.0,,D. Schröder makes 3-pt jump shot from 25 ft,55,55
211,3,10:08.0,H. Barnes misses 2-pt layup from 2 ft,,55,55
212,3,10:06.0,,Defensive rebound by E. İlyasova,55,55
213,3,9:57.0,,M. Plumlee makes 2-pt dunk from 1 ft (assist by D. Schröder),55,57
214,3,9:57.0,Dallas full timeout,,55,57
215,3,9:38.0,H. Barnes makes 2-pt jump shot from 7 ft,,57,57
216,3,9:22.0,,K. Bazemore makes 2-pt layup from 1 ft,57,59
217,3,9:09.0,D. Smith misses 3-pt jump shot from 24 ft,,57,59
218,3,9:07.0,,Defensive rebound by E. İlyasova,57,59
219,3,9:01.0,,D. Schröder misses 2-pt jump shot from 13 ft,57,59
220,3,8:58.0,Defensive rebound by H. Barnes,,57,59
221,3,8:52.0,D. Nowitzki misses 3-pt jump shot from 25 ft,,57,59
222,3,8:49.0,,Defensive rebound by K. Bazemore,57,59
223,3,8:40.0,,K. Bazemore makes 3-pt jump shot from 24 ft (assist by T. Prince),57,62
224,3,8:19.0,H. Barnes misses 2-pt jump shot from 11 ft,,57,62
225,3,8:15.0,,Defensive rebound by T. Prince,57,62
226,3,8:13.0,,Turnover by T. Prince (out of bounds lost ball),57,62
227,3,8:13.0,Y. Ferrell enters the game for D. Smith,,57,62
228,3,7:55.0,W. Matthews makes 2-pt jump shot from 9 ft,,59,62
229,3,7:55.0,,Violation by M. Plumlee (def goaltending),59,62
230,3,7:43.0,,Shooting foul by W. Matthews (drawn by K. Bazemore),59,62
231,3,7:43.0,,K. Bazemore makes free throw 1 of 2,59,63
232,3,7:43.0,S. Mejri enters the game for D. Nowitzki,,59,63
233,3,7:43.0,,K. Bazemore makes free throw 2 of 2,59,64
234,3,7:28.0,W. Matthews makes 3-pt jump shot from 25 ft (assist by H. Barnes),,62,64
235,3,7:08.0,,D. Schröder makes 2-pt jump shot from 21 ft,62,66
236,3,6:54.0,,Violation by D. Schröder (kicked ball),62,66
237,3,6:44.0,M. Kleber misses 2-pt jump shot from 22 ft,,62,66
238,3,6:41.0,,Defensive rebound by T. Prince,62,66
239,3,6:39.0,,Shooting foul by Y. Ferrell (drawn by D. Schröder),62,66
240,3,6:39.0,,D. Schröder makes free throw 1 of 2,62,67
241,3,6:39.0,,M. Delaney enters the game for T. Prince,62,67
242,3,6:39.0,,D. Schröder makes free throw 2 of 2,62,68
243,3,6:30.0,W. Matthews misses 3-pt jump shot from 25 ft,,62,68
244,3,6:26.0,,Defensive rebound by K. Bazemore,62,68
245,3,6:19.0,,K. Bazemore misses 2-pt jump shot from 7 ft,62,68
246,3,6:15.0,,Offensive rebound by M. Plumlee,62,68
247,3,6:06.0,,E. İlyasova misses 3-pt jump shot from 24 ft,62,68
248,3,6:03.0,Defensive rebound by W. Matthews,,62,68
249,3,5:51.0,Turnover by W. Matthews (bad pass),,62,68
250,3,5:51.0,,T. Prince enters the game for K. Bazemore,62,68
251,3,5:43.0,,Personal foul by S. Mejri (drawn by M. Plumlee),62,68
252,3,5:43.0,,J. Collins enters the game for M. Plumlee,62,68
253,3,5:43.0,D. Harris enters the game for Y. Ferrell,,62,68
254,3,5:43.0,J. Barea enters the game for M. Kleber,,62,68
255,3,5:34.0,,J. Collins makes 2-pt dunk from 2 ft (assist by D. Schröder),62,70
256,3,5:12.0,S. Mejri makes 2-pt layup from 1 ft (assist by J. Barea),,64,70
257,3,4:53.0,,Shooting foul by S. Mejri (drawn by J. Collins),64,70
258,3,4:53.0,Technical foul by S. Mejri,,64,70
259,3,4:53.0,,D. Schröder makes technical free throw,64,71
260,3,4:53.0,,J. Collins makes free throw 1 of 2,64,72
261,3,4:53.0,,J. Collins misses free throw 2 of 2,64,72
262,3,4:50.0,Defensive rebound by S. Mejri,,64,72
263,3,4:40.0,Def 3 sec tech foul by J. Collins,,64,72
264,3,4:40.0,H. Barnes makes technical free throw,,65,72
265,3,4:25.0,Turnover by Team (shot clock),,65,72
266,3,4:15.0,,T. Prince makes 3-pt jump shot from 22 ft (assist by E. İlyasova),65,75
267,3,4:00.0,H. Barnes makes 2-pt jump shot from 4 ft,,67,75
268,3,3:43.0,,M. Delaney misses 3-pt jump shot from 24 ft,67,75
269,3,3:40.0,Defensive rebound by W. Matthews,,67,75
270,3,3:36.0,J. Barea makes 3-pt jump shot from 24 ft (assist by W. Matthews),,70,75
271,3,3:15.0,,Turnover by D. Schröder (lost ball; steal by W. Matthews),70,75
272,3,3:12.0,Turnover by W. Matthews (bad pass; steal by T. Prince),,70,75
273,3,3:08.0,,T. Prince makes 2-pt jump shot from 5 ft,70,77
274,3,2:59.0,Personal foul by E. İlyasova (drawn by D. Harris),,70,77
275,3,2:59.0,,Atlanta full timeout,70,77
276,3,2:59.0,,I. Taylor enters the game for E. İlyasova,70,77
277,3,2:59.0,,T. Cavanaugh enters the game for D. Schröder,70,77
278,3,2:59.0,D. Powell enters the game for W. Matthews,,70,77
279,3,2:59.0,Y. Ferrell enters the game for H. Barnes,,70,77
280,3,2:59.0,D. Nowitzki enters the game for S. Mejri,,70,77
281,3,2:52.0,D. Harris makes 2-pt jump shot from 3 ft (assist by D. Powell),,72,77
282,3,2:37.0,,Turnover by T. Prince (out of bounds lost ball),72,77
283,3,2:37.0,,M. Belinelli enters the game for T. Prince,72,77
284,3,2:23.0,D. Nowitzki makes 2-pt jump shot from 17 ft (assist by J. Barea),,74,77
285,3,2:08.0,,Shooting foul by Y. Ferrell (drawn by I. Taylor),74,77
286,3,2:08.0,,I. Taylor misses free throw 1 of 2,74,77
287,3,2:08.0,,Offensive rebound by Team,74,77
288,3,2:08.0,D. Smith enters the game for Y. Ferrell,,74,77
289,3,2:08.0,,I. Taylor misses free throw 2 of 2,74,77
290,3,2:06.0,,Offensive rebound by T. Cavanaugh,74,77
291,3,2:00.0,,M. Belinelli makes 2-pt jump shot from 20 ft (assist by J. Collins),74,79
292,3,1:45.0,D. Nowitzki makes 3-pt jump shot from 25 ft (assist by J. Barea),,77,79
293,3,1:28.0,,Turnover by I. Taylor (bad pass; steal by J. Barea),77,79
294,3,1:24.0,D. Harris misses 2-pt layup from 2 ft,,77,79
295,3,1:21.0,,Defensive rebound by J. Collins,77,79
296,3,1:11.0,,Turnover by M. Delaney (bad pass; steal by J. Barea),77,79
297,3,1:05.0,Personal foul by M. Belinelli (drawn by J. Barea),,77,79
298,3,1:01.0,J. Barea misses 3-pt jump shot from 25 ft,,77,79
299,3,0:57.0,,Defensive rebound by T. Cavanaugh,77,79
300,3,0:38.0,,M. Belinelli misses 2-pt layup from 5 ft,77,79
301,3,0:34.0,Defensive rebound by J. Barea,,77,79
302,3,0:30.0,D. Harris misses 3-pt jump shot from 22 ft,,77,79
303,3,0:27.0,,Defensive rebound by T. Cavanaugh,77,79
304,3,0:10.0,,Turnover by M. Belinelli (lost ball; steal by D. Harris),77,79
305,3,0:06.0,D. Smith makes 2-pt layup from 1 ft (assist by D. Harris),,79,79
306,3,0:06.0,Shooting foul by M. Delaney (drawn by D. Smith),,79,79
307,3,0:06.0,M. Kleber enters the game for D. Nowitzki,,79,79
308,3,0:06.0,D. Smith makes free throw 1 of 1,,80,79
309,3,0:00.0,,I. Taylor misses 2-pt jump shot from 14 ft,80,79
310,3,0:00.0,,Offensive rebound by Team,80,79
311,4,11:46.0,,E. İlyasova makes 3-pt jump shot from 23 ft (assist by M. Delaney),80,82
312,4,11:27.0,D. Nowitzki makes 2-pt jump shot from 21 ft (assist by D. Harris),,82,82
313,4,11:11.0,,E. İlyasova misses 2-pt jump shot from 7 ft,82,82
314,4,11:08.0,Defensive rebound by D. Powell,,82,82
315,4,10:59.0,D. Nowitzki makes 3-pt jump shot from 26 ft (assist by J. Barea),,85,82
316,4,10:32.0,,M. Delaney makes 3-pt jump shot from 25 ft,85,85
317,4,10:19.0,J. Barea makes 2-pt layup from 1 ft,,87,85
318,4,10:19.0,Shooting foul by T. Cavanaugh (drawn by J. Barea),,87,85
319,4,10:19.0,,D. Schröder enters the game for M. Belinelli,87,85
320,4,10:19.0,,K. Bazemore enters the game for I. Taylor,87,85
321,4,10:19.0,J. Barea makes free throw 1 of 1,,88,85
322,4,10:09.0,,K. Bazemore misses 3-pt jump shot from 24 ft,88,85
323,4,10:05.0,,Offensive rebound by E. İlyasova,88,85
324,4,9:58.0,,Turnover by D. Schröder (lost ball; steal by D. Smith),88,85
325,4,9:39.0,J. Barea makes 2-pt layup from 2 ft,,90,85
326,4,9:25.0,,D. Schröder makes 3-pt jump shot from 24 ft,90,88
327,4,9:11.0,Offensive foul by D. Nowitzki (drawn by D. Schröder),,90,88
328,4,9:11.0,Turnover by D. Nowitzki (offensive foul),,90,88
329,4,9:11.0,,M. Plumlee enters the game for T. Cavanaugh,90,88
330,4,8:58.0,,D. Schröder makes 2-pt jump shot from 20 ft (assist by K. Bazemore),90,90
331,4,8:43.0,D. Powell makes 2-pt dunk from 1 ft (assist by J. Barea),,92,90
332,4,8:24.0,,K. Bazemore misses 3-pt jump shot from 25 ft,92,90
333,4,8:22.0,,Offensive rebound by Team,92,90
334,4,8:22.0,H. Barnes enters the game for D. Smith,,92,90
335,4,8:22.0,Y. Ferrell enters the game for D. Nowitzki,,92,90
336,4,8:21.0,,Shooting foul by D. Harris (drawn by K. Bazemore),92,90
337,4,8:21.0,,K. Bazemore makes free throw 1 of 2,92,91
338,4,8:21.0,W. Matthews enters the game for D. Harris,,92,91
339,4,8:21.0,,K. Bazemore makes free throw 2 of 2,92,92
340,4,7:57.0,H. Barnes misses 3-pt jump shot from 22 ft,,92,92
341,4,7:45.0,Offensive rebound by D. Powell,,92,92
342,4,7:45.0,D. Powell makes 2-pt layup at rim,,94,92
343,4,7:38.0,,Shooting foul by D. Powell (drawn by K. Bazemore),94,92
344,4,7:38.0,,K. Bazemore makes free throw 1 of 2,94,93
345,4,7:38.0,,T. Prince enters the game for M. Delaney,94,93
346,4,7:38.0,,K. Bazemore makes free throw 2 of 2,94,94
347,4,7:19.0,W. Matthews misses 3-pt jump shot from 25 ft,,94,94
348,4,7:16.0,,Defensive rebound by E. İlyasova,94,94
349,4,7:05.0,,D. Schröder misses 2-pt jump shot from 4 ft,94,94
350,4,7:02.0,,Offensive rebound by M. Plumlee,94,94
351,4,6:43.0,,T. Prince misses 3-pt jump shot from 25 ft,94,94
352,4,6:40.0,Defensive rebound by Y. Ferrell,,94,94
353,4,6:32.0,J. Barea makes 2-pt jump shot from 17 ft,,96,94
354,4,6:30.0,,Atlanta full timeout,96,94
355,4,6:16.0,,M. Plumlee makes 2-pt dunk at rim (assist by E. İlyasova),96,96
356,4,5:50.0,H. Barnes makes 2-pt jump shot from 12 ft (assist by W. Matthews),,98,96
357,4,5:30.0,,D. Schröder makes 2-pt jump shot from 10 ft,98,98
358,4,5:07.0,H. Barnes misses 2-pt layup from 1 ft (block by K. Bazemore),,98,98
359,4,5:07.0,Offensive rebound by Team,,98,98
360,4,5:07.0,,M. Delaney enters the game for K. Bazemore,98,98
361,4,5:05.0,H. Barnes makes 2-pt layup from 2 ft (assist by J. Barea),,100,98
362,4,4:51.0,,D. Schröder misses 2-pt jump shot from 8 ft,100,98
363,4,4:49.0,Defensive rebound by Y. Ferrell,,100,98
364,4,4:43.0,Personal foul by E. İlyasova (drawn by Y. Ferrell),,100,98
365,4,4:43.0,,K. Bazemore enters the game for E. İlyasova,100,98
366,4,4:41.0,,Offensive charge foul by D. Powell (drawn by D. Schröder),100,98
367,4,4:41.0,Turnover by D. Powell (offensive foul),,100,98
368,4,4:41.0,D. Smith enters the game for J. Barea,,100,98
369,4,4:27.0,,D. Schröder makes 3-pt jump shot from 25 ft (assist by M. Delaney),100,101
370,4,4:25.0,Dallas full timeout,,100,101
371,4,4:25.0,D. Nowitzki enters the game for D. Powell,,100,101
372,4,4:25.0,J. Barea enters the game for D. Smith,,100,101
373,4,4:25.0,,E. İlyasova enters the game for M. Plumlee,100,101
374,4,4:09.0,H. Barnes makes 2-pt jump shot from 4 ft (assist by D. Nowitzki),,102,101
375,4,3:51.0,,D. Schröder makes 2-pt layup from 1 ft,102,103
