,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,DALLAS_ACTION,PHILADELPHIA_SCORE,DALLAS_SCORE
29,1,7:04.0,J. Embiid makes 2-pt hook shot from 3 ft,,15,12
30,1,6:56.0,,Dallas full timeout,15,12
31,1,6:56.0,,Y. Ferrell enters the game for D. Nowitzki,15,12
32,1,6:56.0,T. McConnell enters the game for D. Šarić,,15,12
33,1,6:56.0,T. Luwawu-Cabarrot enters the game for J. Bayless,,15,12
34,1,6:45.0,,Turnover by N. Noel (out of bounds lost ball),15,12
35,1,6:27.0,T. Luwawu-Cabarrot makes 3-pt jump shot from 25 ft (assist by R. Covington),,18,12
36,1,6:05.0,,W. Matthews misses 3-pt jump shot from 25 ft,18,12
37,1,6:02.0,Defensive rebound by B. Simmons,,18,12
38,1,5:56.0,,Offensive charge foul by J. Embiid (drawn by N. Noel),18,12
39,1,5:56.0,Turnover by J. Embiid (offensive foul),,18,12
40,1,5:56.0,A. Johnson enters the game for J. Embiid,,18,12
41,1,5:49.0,,Personal foul by T. Luwawu-Cabarrot (drawn by N. Noel),18,12
42,1,5:42.0,,N. Noel makes 2-pt layup from 1 ft (assist by D. Smith),18,14
43,1,5:23.0,T. McConnell makes 3-pt jump shot from 23 ft (assist by B. Simmons),,21,14
44,1,5:04.0,,Turnover by N. Noel (bad pass; steal by T. Luwawu-Cabarrot),21,14
45,1,4:57.0,A. Johnson makes 2-pt hook shot from 1 ft (assist by T. McConnell),,23,14
46,1,4:47.0,,Personal foul by T. Luwawu-Cabarrot (drawn by D. Smith),23,14
47,1,4:47.0,,D. Powell enters the game for N. Noel,23,14
48,1,4:43.0,,H. Barnes misses 3-pt jump shot from 25 ft,23,14
49,1,4:39.0,Defensive rebound by A. Johnson,,23,14
50,1,4:34.0,T. McConnell makes 2-pt layup from 2 ft,,25,14
51,1,4:29.0,,Dallas full timeout,25,14
52,1,4:29.0,,J. Barea enters the game for D. Smith,25,14
53,1,4:29.0,,Turnover by Team (turnover),25,14
54,1,4:15.0,B. Simmons makes 2-pt dunk at rim,,27,14
55,1,4:04.0,,Personal foul by R. Covington (drawn by W. Matthews),27,14
56,1,3:52.0,,Turnover by W. Matthews (bad pass; steal by B. Simmons),27,14
57,1,3:47.0,Turnover by T. McConnell (bad pass),,27,14
58,1,3:30.0,,D. Powell makes 2-pt layup from 1 ft (assist by Y. Ferrell),27,16
59,1,3:15.0,Shooting foul by W. Matthews (drawn by B. Simmons),,27,16
60,1,3:15.0,B. Simmons makes free throw 1 of 2,,28,16
61,1,3:15.0,,D. Harris enters the game for W. Matthews,28,16
62,1,3:15.0,J. Anderson enters the game for R. Covington,,28,16
63,1,3:15.0,B. Simmons makes free throw 2 of 2,,29,16
64,1,3:00.0,,Y. Ferrell makes 2-pt jump shot from 19 ft,29,18
65,1,2:45.0,T. Luwawu-Cabarrot misses 3-pt jump shot from 24 ft,,29,18
66,1,2:44.0,,Defensive rebound by J. Barea,29,18
67,1,2:38.0,,J. Barea misses 2-pt jump shot from 18 ft,29,18
68,1,2:35.0,Defensive rebound by T. Luwawu-Cabarrot,,29,18
69,1,2:30.0,B. Simmons makes 2-pt jump shot from 13 ft,,31,18
70,1,2:15.0,,Personal foul by T. Luwawu-Cabarrot (drawn by Y. Ferrell),31,18
71,1,2:15.0,J. Bayless enters the game for T. Luwawu-Cabarrot,,31,18
72,1,2:15.0,D. Šarić enters the game for B. Simmons,,31,18
73,1,2:07.0,,D. Powell misses 3-pt jump shot from 25 ft,31,18
74,1,2:07.0,Defensive rebound by J. Anderson,,31,18
75,1,1:56.0,A. Johnson misses 3-pt jump shot from 25 ft,,31,18
76,1,1:56.0,,Defensive rebound by D. Harris,31,18
77,1,1:44.0,,D. Harris misses 3-pt jump shot from 24 ft,31,18
78,1,1:41.0,Defensive rebound by J. Bayless,,31,18
79,1,1:20.0,Turnover by Team (shot clock),,31,18
80,1,1:20.0,J. Embiid enters the game for A. Johnson,,31,18
81,1,1:20.0,,D. Nowitzki enters the game for H. Barnes,31,18
82,1,0:56.0,,J. Barea makes 3-pt jump shot from 26 ft (assist by D. Nowitzki),31,21
83,1,0:43.0,Personal foul by D. Harris (drawn by J. Embiid),,31,21
84,1,0:33.0,Shooting foul by D. Powell (drawn by J. Embiid),,31,21
85,1,0:33.0,J. Embiid makes free throw 1 of 2,,32,21
86,1,0:33.0,J. Embiid misses free throw 2 of 2,,32,21
87,1,0:31.0,,Defensive rebound by D. Powell,32,21
88,1,0:15.0,,D. Powell makes 2-pt layup at rim (assist by J. Barea),32,23
89,1,0:03.0,T. McConnell misses 2-pt jump shot from 15 ft,,32,23
90,1,0:00.0,,Defensive rebound by D. Harris,32,23
91,1,0:00.0,,D. Harris misses 3-pt jump shot from 54 ft,32,23
92,1,0:00.0,,Offensive rebound by Team,32,23
93,2,11:44.0,,D. Harris misses 2-pt layup from 4 ft,32,23
94,2,11:41.0,Defensive rebound by J. Anderson,,32,23
95,2,11:35.0,J. Bayless misses 3-pt jump shot from 22 ft,,32,23
96,2,11:35.0,Offensive rebound by J. Anderson,,32,23
97,2,11:33.0,J. Anderson misses 2-pt layup at rim,,32,23
98,2,11:29.0,Offensive foul by J. Embiid (drawn by D. Harris),,32,23
99,2,11:29.0,Turnover by J. Embiid (offensive foul),,32,23
100,2,11:20.0,Offensive rebound by J. Embiid,,32,23
101,2,11:20.0,,D. Nowitzki misses 2-pt jump shot from 19 ft,32,23
102,2,11:16.0,Defensive rebound by J. Embiid,,32,23
103,2,11:10.0,B. Simmons misses 2-pt layup from 5 ft,,32,23
104,2,11:10.0,,Defensive rebound by J. Barea,32,23
105,2,11:07.0,,Personal foul by B. Simmons (drawn by D. Powell),32,23
106,2,11:00.0,,J. Barea makes 2-pt jump shot from 7 ft,32,25
107,2,10:46.0,B. Simmons misses 2-pt jump shot from 10 ft,,32,25
108,2,10:44.0,,Defensive rebound by D. Harris,32,25
109,2,10:26.0,,J. Barea makes 2-pt layup at rim,32,27
110,2,10:06.0,D. Šarić makes 3-pt jump shot from 24 ft (assist by J. Anderson),,35,27
111,2,9:57.0,,Personal block foul by B. Simmons (drawn by D. Harris),35,27
112,2,9:48.0,,D. Nowitzki makes 2-pt jump shot from 17 ft (assist by J. Barea),35,29
113,2,9:36.0,Shooting foul by D. Harris (drawn by B. Simmons),,35,29
114,2,9:36.0,B. Simmons misses free throw 1 of 2,,35,29
115,2,9:36.0,Offensive rebound by Team,,35,29
116,2,9:36.0,R. Covington enters the game for J. Anderson,,35,29
117,2,9:36.0,B. Simmons makes free throw 2 of 2,,36,29
118,2,9:24.0,,J. Barea misses 2-pt jump shot from 10 ft,36,29
119,2,9:24.0,Defensive rebound by J. Embiid,,36,29
120,2,9:13.0,A. Johnson enters the game for J. Embiid,,36,29
121,2,9:03.0,B. Simmons misses 2-pt layup from 1 ft,,36,29
122,2,9:00.0,B. Simmons makes 2-pt layup at rim,,38,29
123,2,8:57.0,Offensive rebound by B. Simmons,,38,29
124,2,8:47.0,,Personal foul by A. Johnson (drawn by J. Barea),38,29
125,2,8:44.0,,Personal foul by R. Covington (drawn by D. Nowitzki),38,29
126,2,8:38.0,,Y. Ferrell makes 3-pt jump shot from 24 ft,38,32
127,2,8:26.0,Turnover by D. Šarić (bad pass),,38,32
128,2,8:14.0,,Shooting foul by B. Simmons (drawn by D. Harris),38,32
129,2,8:14.0,,D. Harris makes free throw 1 of 2,38,33
130,2,8:14.0,,D. Smith enters the game for J. Barea,38,33
131,2,8:14.0,,H. Barnes enters the game for D. Nowitzki,38,33
132,2,8:14.0,T. McConnell enters the game for B. Simmons,,38,33
133,2,8:14.0,,D. Harris makes free throw 2 of 2,38,34
134,2,7:57.0,R. Covington misses 2-pt layup from 3 ft,,38,34
135,2,7:55.0,A. Johnson makes 2-pt layup at rim,,40,34
136,2,7:52.0,Offensive rebound by A. Johnson,,40,34
137,2,7:33.0,,H. Barnes makes 3-pt jump shot from 25 ft (assist by D. Smith),40,37
138,2,7:15.0,D. Šarić misses 2-pt layup from 1 ft,,40,37
139,2,7:14.0,,Defensive rebound by D. Powell,40,37
140,2,7:05.0,,Y. Ferrell makes 2-pt layup from 2 ft (assist by D. Powell),40,39
141,2,6:51.0,R. Covington makes 3-pt jump shot from 25 ft (assist by T. McConnell),,43,39
142,2,6:36.0,,H. Barnes misses 3-pt jump shot from 24 ft,43,39
143,2,6:34.0,Defensive rebound by A. Johnson,,43,39
144,2,6:19.0,T. McConnell misses 2-pt layup at rim,,43,39
145,2,6:16.0,,Defensive rebound by D. Powell,43,39
146,2,6:12.0,,H. Barnes makes 2-pt layup from 2 ft (assist by D. Smith),43,41
147,2,5:56.0,J. Bayless makes 3-pt jump shot from 22 ft (assist by D. Šarić),,46,41
148,2,5:55.0,,Dallas full timeout,46,41
149,2,5:55.0,,W. Matthews enters the game for D. Powell,46,41
150,2,5:55.0,,N. Noel enters the game for D. Harris,46,41
151,2,5:55.0,N. Stauskas enters the game for D. Šarić,,46,41
152,2,5:32.0,,H. Barnes makes 3-pt jump shot from 23 ft (assist by Y. Ferrell),46,44
153,2,5:08.0,J. Bayless misses 3-pt jump shot from 25 ft,,46,44
154,2,5:08.0,,Defensive rebound by D. Smith,46,44
155,2,5:01.0,,D. Smith misses 2-pt jump shot from 19 ft,46,44
156,2,5:01.0,Defensive rebound by A. Johnson,,46,44
157,2,4:48.0,T. McConnell makes 2-pt jump shot from 12 ft,,48,44
158,2,4:28.0,,Turnover by D. Smith (bad pass; steal by A. Johnson),48,44
159,2,4:26.0,T. McConnell makes 2-pt layup from 1 ft,,50,44
160,2,4:16.0,,W. Matthews makes 3-pt jump shot from 23 ft (assist by D. Smith),50,47
161,2,4:06.0,Philadelphia full timeout,,50,47
162,2,4:06.0,J. Anderson enters the game for A. Johnson,,50,47
163,2,4:06.0,J. Embiid enters the game for R. Covington,,50,47
164,2,4:01.0,J. Embiid misses 3-pt jump shot from 24 ft,,50,47
165,2,3:57.0,,Defensive rebound by N. Noel,50,47
166,2,3:42.0,,Turnover by D. Smith (bad pass; steal by J. Anderson),50,47
167,2,3:27.0,J. Embiid makes 2-pt jump shot from 11 ft,,52,47
168,2,3:14.0,,W. Matthews makes 2-pt jump shot from 5 ft,52,49
169,2,3:14.0,,Shooting foul by N. Stauskas (drawn by W. Matthews),52,49
170,2,3:14.0,,W. Matthews makes free throw 1 of 1,52,50
171,2,2:57.0,Turnover by J. Embiid (lost ball; steal by H. Barnes),,52,50
172,2,2:45.0,,H. Barnes misses 3-pt jump shot from 26 ft,52,50
173,2,2:42.0,Defensive rebound by T. McConnell,,52,50
174,2,2:40.0,Shooting block foul by W. Matthews (drawn by J. Embiid),,52,50
175,2,2:40.0,J. Embiid misses free throw 1 of 2,,52,50
176,2,2:40.0,Offensive rebound by Team,,52,50
177,2,2:40.0,,J. Barea enters the game for N. Noel,52,50
178,2,2:40.0,,D. Nowitzki enters the game for Y. Ferrell,52,50
179,2,2:40.0,J. Embiid makes free throw 2 of 2,,53,50
180,2,2:26.0,,H. Barnes makes 2-pt jump shot from 2 ft,53,52
181,2,2:16.0,J. Embiid misses 2-pt jump shot from 11 ft,,53,52
182,2,2:16.0,,Defensive rebound by W. Matthews,53,52
183,2,2:07.0,,W. Matthews makes 2-pt layup from 1 ft,53,54
184,2,1:52.0,N. Stauskas makes 2-pt jump shot from 19 ft (assist by J. Embiid),,55,54
185,2,1:35.0,,Personal foul by J. Bayless (drawn by W. Matthews),55,54
186,2,1:35.0,,W. Matthews makes free throw 1 of 2,55,55
187,2,1:35.0,R. Covington enters the game for J. Bayless,,55,55
188,2,1:35.0,,W. Matthews makes free throw 2 of 2,55,56
189,2,1:22.0,J. Embiid misses 2-pt jump shot from 6 ft (block by D. Nowitzki),,55,56
190,2,1:19.0,,Defensive rebound by H. Barnes,55,56
191,2,1:17.0,,Turnover by W. Matthews (bad pass; steal by N. Stauskas),55,56
192,2,1:12.0,J. Anderson misses 2-pt jump shot from 13 ft,,55,56
193,2,1:08.0,,Defensive rebound by W. Matthews,55,56
194,2,0:49.0,,Turnover by D. Nowitzki (out of bounds lost ball),55,56
195,2,0:49.0,Philadelphia full timeout,,55,56
196,2,0:49.0,J. Bayless enters the game for J. Anderson,,55,56
197,2,0:33.0,Shooting foul by D. Nowitzki (drawn by N. Stauskas),,55,56
198,2,0:33.0,N. Stauskas makes free throw 1 of 2,,56,56
199,2,0:33.0,N. Stauskas makes free throw 2 of 2,,57,56
200,2,0:15.0,,J. Barea misses 3-pt jump shot from 26 ft,57,56
201,2,0:12.0,Defensive rebound by T. McConnell,,57,56
202,2,0:06.0,J. Bayless misses 3-pt jump shot from 25 ft,,57,56
203,2,0:04.0,,Defensive rebound by Team,57,56
204,2,0:04.0,A. Johnson enters the game for J. Embiid,,57,56
205,2,0:00.0,,D. Smith misses 3-pt jump shot from 31 ft,57,56
206,2,0:00.0,,Offensive rebound by Team,57,56
207,3,11:40.0,,Turnover by D. Smith (bad pass; steal by B. Simmons),57,56
208,3,11:36.0,R. Covington misses 3-pt jump shot from 25 ft,,57,56
209,3,11:32.0,Offensive rebound by D. Šarić,,57,56
210,3,11:30.0,J. Embiid misses 3-pt jump shot from 25 ft,,57,56
211,3,11:30.0,,Defensive rebound by D. Smith,57,56
212,3,11:22.0,,D. Nowitzki makes 3-pt jump shot from 24 ft (assist by W. Matthews),57,59
213,3,11:05.0,Turnover by B. Simmons (bad pass; steal by D. Smith),,57,59
214,3,10:58.0,,Turnover by D. Smith (lost ball; steal by D. Šarić),57,59
215,3,10:54.0,B. Simmons makes 2-pt dunk from 1 ft,,59,59
216,3,10:41.0,,Personal foul by J. Bayless (drawn by D. Smith),59,59
217,3,10:41.0,,Y. Ferrell enters the game for N. Noel,59,59
218,3,10:29.0,,D. Nowitzki makes 3-pt jump shot from 24 ft (assist by D. Smith),59,62
219,3,10:12.0,D. Šarić makes 3-pt jump shot from 25 ft (assist by B. Simmons),,62,62
220,3,10:00.0,,D. Nowitzki misses 3-pt jump shot from 24 ft,62,62
221,3,9:57.0,Defensive rebound by B. Simmons,,62,62
222,3,9:50.0,R. Covington makes 3-pt jump shot from 22 ft (assist by J. Embiid),,65,62
223,3,9:22.0,,Y. Ferrell makes 3-pt jump shot from 22 ft,65,65
224,3,9:05.0,J. Embiid makes 2-pt dunk at rim (assist by B. Simmons),,67,65
225,3,8:40.0,,H. Barnes makes 3-pt jump shot from 24 ft,67,68
226,3,8:28.0,J. Embiid makes 3-pt jump shot from 25 ft (assist by B. Simmons),,70,68
227,3,8:09.0,,Turnover by Y. Ferrell (bad pass),70,68
228,3,8:09.0,,N. Noel enters the game for Y. Ferrell,70,68
229,3,8:09.0,T. McConnell enters the game for D. Šarić,,70,68
230,3,8:01.0,Turnover by J. Embiid (step out of bounds),,70,68
231,3,7:51.0,,D. Smith misses 3-pt jump shot from 24 ft,70,68
232,3,7:48.0,Defensive rebound by R. Covington,,70,68
233,3,7:41.0,J. Embiid misses 3-pt jump shot from 25 ft,,70,68
234,3,7:38.0,,Defensive rebound by H. Barnes,70,68
235,3,7:29.0,,Shooting foul by J. Embiid (drawn by N. Noel),70,68
236,3,7:29.0,,N. Noel makes free throw 1 of 2,70,69
237,3,7:29.0,A. Johnson enters the game for J. Embiid,,70,69
238,3,7:29.0,,N. Noel makes free throw 2 of 2,70,70
239,3,7:19.0,B. Simmons misses 2-pt jump shot from 16 ft,,70,70
240,3,7:16.0,,Defensive rebound by W. Matthews,70,70
241,3,7:02.0,,D. Smith makes 2-pt layup from 1 ft (assist by D. Nowitzki),70,72
242,3,7:02.0,,Shooting foul by A. Johnson (drawn by D. Smith),70,72
243,3,7:02.0,,Y. Ferrell enters the game for D. Nowitzki,70,72
244,3,7:02.0,T. Luwawu-Cabarrot enters the game for J. Bayless,,70,72
245,3,7:02.0,,D. Smith makes free throw 1 of 1,70,73
246,3,6:54.0,T. McConnell makes 2-pt jump shot from 14 ft,,72,73
247,3,6:35.0,,Shooting block foul by R. Covington (drawn by W. Matthews),72,73
248,3,6:35.0,,Dallas full timeout,72,73
249,3,6:35.0,,W. Matthews makes free throw 1 of 2,72,74
250,3,6:35.0,,W. Matthews misses free throw 2 of 2,72,74
251,3,6:32.0,Defensive rebound by B. Simmons,,72,74
252,3,6:13.0,T. McConnell makes 2-pt jump shot from 17 ft,,74,74
253,3,5:52.0,,H. Barnes misses 2-pt jump shot from 14 ft,74,74
254,3,5:52.0,Defensive rebound by A. Johnson,,74,74
255,3,5:43.0,R. Covington misses 3-pt jump shot from 28 ft,,74,74
256,3,5:43.0,,Defensive rebound by W. Matthews,74,74
257,3,5:29.0,,H. Barnes misses 2-pt jump shot from 18 ft,74,74
258,3,5:26.0,Defensive rebound by R. Covington,,74,74
259,3,5:17.0,R. Covington misses 2-pt jump shot from 10 ft,,74,74
260,3,5:15.0,,Defensive rebound by N. Noel,74,74
261,3,5:06.0,,Y. Ferrell makes 2-pt layup from 2 ft,74,76
262,3,4:47.0,B. Simmons makes 2-pt jump shot from 3 ft,,76,76
263,3,4:33.0,,H. Barnes misses 3-pt jump shot from 22 ft,76,76
264,3,4:33.0,Defensive rebound by T. Luwawu-Cabarrot,,76,76
265,3,4:12.0,A. Johnson misses 3-pt jump shot from 25 ft,,76,76
266,3,4:10.0,,Turnover by W. Matthews (bad pass; steal by T. McConnell),76,76
267,3,4:09.0,,Defensive rebound by W. Matthews,76,76
268,3,4:07.0,T. McConnell makes 2-pt layup from 3 ft,,78,76
269,3,3:38.0,,H. Barnes misses 3-pt jump shot from 25 ft,78,76
270,3,3:38.0,Defensive rebound by T. McConnell,,78,76
271,3,3:28.0,R. Covington makes 2-pt layup from 1 ft (assist by T. McConnell),,80,76
272,3,3:10.0,Offensive charge foul by D. Smith (drawn by T. McConnell),,80,76
273,3,3:10.0,,Turnover by D. Smith (offensive foul),80,76
274,3,3:10.0,,J. Barea enters the game for D. Smith,80,76
275,3,3:10.0,,D. Harris enters the game for N. Noel,80,76
276,3,3:10.0,,D. Powell enters the game for Y. Ferrell,80,76
277,3,3:00.0,Turnover by T. McConnell (bad pass; steal by W. Matthews),,80,76
278,3,2:48.0,,D. Powell misses 2-pt jump shot from 18 ft,80,76
279,3,2:44.0,Defensive rebound by Team,,80,76
280,3,2:44.0,Philadelphia full timeout,,80,76
281,3,2:44.0,J. Bayless enters the game for A. Johnson,,80,76
282,3,2:44.0,J. Anderson enters the game for B. Simmons,,80,76
283,3,2:44.0,J. Embiid enters the game for R. Covington,,80,76
284,3,2:44.0,D. Šarić enters the game for T. Luwawu-Cabarrot,,80,76
285,3,2:36.0,Personal foul by D. Powell (drawn by J. Embiid),,80,76
286,3,2:29.0,D. Šarić makes 3-pt jump shot from 25 ft (assist by T. McConnell),,83,76
287,3,2:10.0,,J. Barea misses 3-pt jump shot from 24 ft,83,76
288,3,2:07.0,Defensive rebound by J. Embiid,,83,76
289,3,2:03.0,J. Anderson makes 3-pt jump shot from 25 ft (assist by T. McConnell),,86,76
290,3,1:50.0,,Personal foul by J. Anderson (drawn by W. Matthews),86,76
291,3,1:50.0,,W. Matthews makes free throw 1 of 2,86,77
292,3,1:50.0,,W. Matthews makes free throw 2 of 2,86,78
293,3,1:33.0,J. Bayless makes 3-pt jump shot from 24 ft (assist by J. Embiid),,89,78
294,3,1:14.0,,Turnover by D. Powell (step out of bounds),89,78
295,3,1:14.0,,D. Nowitzki enters the game for W. Matthews,89,78
296,3,1:14.0,,Y. Ferrell enters the game for H. Barnes,89,78
297,3,1:00.0,D. Šarić misses 2-pt jump shot from 17 ft,,89,78
298,3,0:57.0,,Defensive rebound by D. Powell,89,78
299,3,0:36.0,,J. Barea misses 2-pt jump shot from 12 ft,89,78
300,3,0:33.0,Defensive rebound by J. Anderson,,89,78
301,3,0:26.0,J. Embiid misses 2-pt jump shot from 14 ft,,89,78
302,3,0:23.0,,Defensive rebound by D. Harris,89,78
303,3,0:11.0,,D. Powell misses 2-pt layup from 2 ft,89,78
304,3,0:10.0,,Offensive rebound by D. Powell,89,78
305,3,0:08.0,,Y. Ferrell misses 3-pt jump shot from 24 ft,89,78
306,3,0:08.0,Defensive rebound by J. Embiid,,89,78
307,3,0:01.0,D. Šarić misses 3-pt jump shot from 25 ft,,89,78
308,3,0:01.0,Offensive rebound by J. Bayless,,89,78
309,4,11:46.0,Turnover by J. Embiid (lost ball; steal by Y. Ferrell),,89,78
310,4,11:39.0,,J. Barea makes 3-pt jump shot from 24 ft (assist by D. Nowitzki),89,81
311,4,11:16.0,D. Šarić misses 2-pt jump shot from 11 ft,,89,81
312,4,11:13.0,,Defensive rebound by D. Harris,89,81
313,4,11:06.0,,D. Nowitzki makes 3-pt jump shot from 25 ft (assist by D. Harris),89,84
314,4,11:06.0,Philadelphia full timeout,,89,84
315,4,10:55.0,Personal foul by D. Nowitzki (drawn by B. Simmons),,89,84
316,4,10:46.0,J. Anderson misses 3-pt jump shot from 25 ft,,89,84
317,4,10:46.0,Offensive rebound by Team,,89,84
318,4,10:46.0,,Loose ball foul by Y. Ferrell (drawn by D. Šarić),89,84
319,4,10:36.0,D. Šarić misses 2-pt jump shot from 7 ft,,89,84
320,4,10:31.0,Offensive rebound by J. Embiid,,89,84
321,4,10:31.0,J. Embiid misses 2-pt layup at rim,,89,84
322,4,10:30.0,,Defensive rebound by D. Powell,89,84
323,4,10:28.0,,D. Nowitzki misses 3-pt jump shot from 25 ft,89,84
324,4,10:28.0,,Offensive rebound by D. Harris,89,84
325,4,10:12.0,,Shooting foul by D. Šarić (drawn by D. Powell),89,84
326,4,10:12.0,,D. Powell makes free throw 1 of 2,89,85
327,4,10:12.0,,D. Powell misses free throw 2 of 2,89,85
328,4,10:10.0,Defensive rebound by J. Embiid,,89,85
329,4,9:55.0,J. Anderson misses 2-pt layup from 4 ft,,89,85
330,4,9:52.0,Offensive rebound by J. Anderson,,89,85
331,4,9:50.0,Turnover by J. Embiid (bad pass; steal by Y. Ferrell),,89,85
332,4,9:39.0,,J. Barea makes 2-pt jump shot from 12 ft,89,87
333,4,9:28.0,Personal foul by D. Harris (drawn by B. Simmons),,89,87
334,4,9:28.0,A. Johnson enters the game for J. Anderson,,89,87
335,4,9:28.0,R. Covington enters the game for J. Embiid,,89,87
336,4,9:21.0,B. Simmons makes 2-pt dunk at rim (assist by D. Šarić),,91,87
337,4,8:54.0,,Y. Ferrell makes 2-pt layup at rim (assist by D. Powell),91,89
338,4,8:38.0,R. Covington misses 3-pt jump shot from 25 ft,,91,89
339,4,8:35.0,,Defensive rebound by J. Barea,91,89
340,4,8:15.0,,J. Barea misses 3-pt jump shot from 23 ft,91,89
341,4,8:12.0,Defensive rebound by A. Johnson,,91,89
342,4,8:07.0,J. Bayless misses 3-pt jump shot from 24 ft,,91,89
343,4,8:05.0,Offensive rebound by Team,,91,89
344,4,8:05.0,T. McConnell enters the game for D. Šarić,,91,89
345,4,8:03.0,J. Bayless makes 2-pt layup from 1 ft (assist by B. Simmons),,93,89
346,4,7:59.0,,Dallas full timeout,93,89
347,4,7:59.0,,D. Smith enters the game for D. Powell,93,89
348,4,7:59.0,,W. Matthews enters the game for Y. Ferrell,93,89
349,4,7:59.0,,N. Noel enters the game for D. Harris,93,89
350,4,7:59.0,,H. Barnes enters the game for D. Nowitzki,93,89
351,4,7:43.0,,J. Barea makes 3-pt jump shot from 24 ft (assist by D. Smith),93,92
352,4,7:13.0,B. Simmons makes 2-pt jump shot from 11 ft,,95,92
353,4,6:46.0,,D. Smith misses 3-pt jump shot from 25 ft,95,92
354,4,6:45.0,Defensive rebound by T. McConnell,,95,92
355,4,6:39.0,A. Johnson makes 2-pt dunk from 1 ft (assist by T. McConnell),,97,92
356,4,6:22.0,,D. Smith makes 2-pt jump shot from 2 ft,97,94
357,4,5:59.0,B. Simmons misses 2-pt jump shot from 18 ft,,97,94
358,4,5:58.0,,Defensive rebound by Team,97,94
359,4,5:58.0,D. Šarić enters the game for J. Bayless,,97,94
360,4,5:58.0,T. Luwawu-Cabarrot enters the game for B. Simmons,,97,94
361,4,5:38.0,,D. Smith makes 2-pt jump shot from 2 ft,97,96
362,4,5:28.0,Personal foul by W. Matthews (drawn by R. Covington),,97,96
363,4,5:28.0,J. Embiid enters the game for A. Johnson,,97,96
364,4,5:15.0,R. Covington misses 2-pt layup from 2 ft,,97,96
365,4,5:14.0,Offensive rebound by R. Covington,,97,96
366,4,5:12.0,T. Luwawu-Cabarrot makes 3-pt jump shot from 25 ft (assist by T. McConnell),,100,96
367,4,4:53.0,,Turnover by J. Barea (bad pass; steal by R. Covington),100,96
368,4,4:49.0,Shooting foul by N. Noel (drawn by J. Embiid),,100,96
369,4,4:49.0,J. Embiid makes free throw 1 of 2,,101,96
370,4,4:49.0,,D. Nowitzki enters the game for N. Noel,101,96
371,4,4:49.0,B. Simmons enters the game for T. Luwawu-Cabarrot,,101,96
372,4,4:49.0,J. Embiid makes free throw 2 of 2,,102,96
373,4,4:31.0,,D. Smith misses 2-pt layup from 1 ft,102,96
374,4,4:28.0,Defensive rebound by R. Covington,,102,96
375,4,4:21.0,J. Embiid makes 3-pt jump shot from 25 ft (assist by B. Simmons),,105,96
376,4,4:19.0,,Dallas full timeout,105,96
377,4,4:19.0,,Y. Ferrell enters the game for D. Smith,105,96
378,4,4:03.0,,Shooting foul by J. Embiid (drawn by Y. Ferrell),105,96
379,4,4:03.0,,Y. Ferrell makes free throw 1 of 3,105,97
