,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,WASHINGTON_ACTION,NEW ORLEANS_SCORE,WASHINGTON_SCORE
388,4,5:45.0,Shooting foul by I. Mahinmi (drawn by D. Cousins),,86,104
389,4,5:45.0,D. Cousins makes free throw 1 of 2,,87,104
390,4,5:45.0,D. Cousins misses free throw 2 of 2,,87,104
391,4,5:41.0,Offensive rebound by J. Holiday,,87,104
392,4,5:38.0,A. Davis misses 3-pt jump shot from 22 ft,,87,104
393,4,5:33.0,,Defensive rebound by B. Beal,87,104
394,4,5:29.0,,B. Beal misses 3-pt jump shot from 25 ft,87,104
395,4,5:29.0,,Offensive rebound by Team,87,104
396,4,5:26.0,,B. Beal makes 3-pt jump shot from 26 ft (assist by K. Oubre),87,107
397,4,5:06.0,A. Davis makes 2-pt jump shot from 16 ft,,89,107
398,4,4:54.0,,M. Scott makes 2-pt jump shot from 18 ft (assist by J. Wall),89,109
399,4,4:37.0,,J. Smith enters the game for M. Scott,89,109
400,4,4:32.0,A. Davis misses 2-pt jump shot from 16 ft,,89,109
401,4,4:25.0,Offensive rebound by D. Cousins,,89,109
402,4,4:25.0,D. Cousins makes 2-pt layup at rim,,91,109
403,4,4:10.0,,B. Beal makes 2-pt jump shot from 19 ft,91,111
404,4,3:54.0,A. Davis makes 3-pt jump shot from 24 ft (assist by D. Cousins),,94,111
405,4,3:54.0,Away from play foul by J. Smith (drawn by D. Cousins),,94,111
406,4,3:54.0,,Turnover by J. Smith (turnover),94,111
407,4,3:54.0,,M. Morris enters the game for I. Mahinmi,94,111
408,4,3:54.0,,M. Gortat enters the game for J. Smith,94,111
409,4,3:54.0,I. Clark enters the game for J. Holiday,,94,111
410,4,3:54.0,C. Cooke enters the game for A. Davis,,94,111
411,4,3:54.0,C. Diallo enters the game for E. Moore,,94,111
412,4,3:54.0,D. Cousins makes free throw 1 of 1,,95,111
413,4,3:43.0,,B. Beal misses 3-pt jump shot from 26 ft,95,111
414,4,3:42.0,Defensive rebound by Team,,95,111
415,4,3:42.0,Ö. Aşık enters the game for D. Cousins,,95,111
416,4,3:28.0,D. Miller misses 2-pt jump shot from 17 ft,,95,111
417,4,3:24.0,,Defensive rebound by B. Beal,95,111
418,4,3:13.0,,J. Wall misses 2-pt layup from 1 ft,95,111
419,4,3:13.0,Defensive rebound by Ö. Aşık,,95,111
420,4,3:10.0,C. Diallo makes 2-pt layup from 1 ft,,97,111
421,4,3:10.0,Shooting foul by M. Morris (drawn by C. Diallo),,97,111
422,4,3:10.0,C. Diallo misses free throw 1 of 1,,97,111
423,4,3:09.0,,Defensive rebound by M. Morris,97,111
424,4,2:45.0,,M. Morris makes 2-pt layup from 2 ft,97,113
425,4,2:32.0,C. Diallo misses 2-pt jump shot from 4 ft,,97,113
426,4,2:31.0,Offensive rebound by Ö. Aşık,,97,113
427,4,2:30.0,Ö. Aşık misses 2-pt layup from 2 ft (block by M. Gortat),,97,113
428,4,2:30.0,,Defensive rebound by B. Beal,97,113
429,4,2:14.0,,B. Beal makes 3-pt jump shot from 26 ft (assist by M. Morris),97,116
430,4,1:54.0,C. Cooke makes 3-pt jump shot from 23 ft (assist by D. Miller),,100,116
431,4,1:49.0,,J. Wall misses 3-pt jump shot from 28 ft,100,116
432,4,1:46.0,Defensive rebound by C. Diallo,,100,116
433,4,1:43.0,Personal take foul by B. Beal (drawn by C. Cooke),,100,116
434,4,1:43.0,C. Cooke misses free throw 1 of 2,,100,116
435,4,1:43.0,Offensive rebound by Team,,100,116
436,4,1:43.0,,C. McCullough enters the game for J. Wall,100,116
437,4,1:43.0,,T. Satoranský enters the game for B. Beal,100,116
438,4,1:43.0,,J. Smith enters the game for M. Morris,100,116
439,4,1:43.0,,T. Frazier enters the game for M. Gortat,100,116
440,4,1:43.0,C. Cooke makes free throw 2 of 2,,101,116
441,4,1:30.0,,K. Oubre misses 2-pt layup at rim,101,116
442,4,1:27.0,Defensive rebound by Ö. Aşık,,101,116
443,4,1:22.0,I. Clark misses 3-pt jump shot from 29 ft,,101,116
444,4,1:21.0,Offensive rebound by Team,,101,116
445,4,1:21.0,,Technical foul by K. Oubre,101,116
446,4,1:21.0,I. Clark makes technical free throw,,102,116
447,4,1:21.0,,J. Meeks enters the game for K. Oubre,102,116
448,4,1:12.0,Personal foul by T. Frazier (drawn by Ö. Aşık),,102,116
449,4,1:12.0,Ö. Aşık makes free throw 1 of 2,,103,116
450,4,1:12.0,Ö. Aşık makes free throw 2 of 2,,104,116
451,4,0:58.0,,J. Smith misses 2-pt jump shot from 15 ft,104,116
452,4,0:53.0,Defensive rebound by C. Diallo,,104,116
453,4,0:48.0,I. Clark misses 2-pt jump shot from 18 ft,,104,116
454,4,0:48.0,,Defensive rebound by T. Satoranský,104,116
455,4,0:42.0,,C. McCullough misses 2-pt layup from 1 ft,104,116
456,4,0:42.0,,Offensive rebound by Team,104,116
457,4,0:34.0,,J. Smith misses 3-pt jump shot from 23 ft,104,116
458,4,0:26.0,,Offensive rebound by C. McCullough,104,116
459,4,0:26.0,,C. McCullough misses 2-pt layup at rim,104,116
460,4,0:25.0,,Offensive rebound by T. Satoranský,104,116
461,4,0:24.0,,C. McCullough misses 2-pt layup from 2 ft,104,116
462,4,0:22.0,Defensive rebound by C. Diallo,,104,116
463,4,0:17.0,D. Miller makes 2-pt jump shot from 17 ft,,106,116
