,QUARTER,TIME_REMAINING,DETROIT_ACTION,MILWAUKEE_ACTION,DETROIT_SCORE,MILWAUKEE_SCORE
165,2,5:02.0,R. Jackson enters the game for A. Tolliver,,33,30
166,2,4:52.0,,Turnover by J. Henson (bad pass),33,30
167,2,4:44.0,A. Bradley makes 2-pt layup at rim (assist by R. Jackson),,35,30
168,2,4:44.0,,Milwaukee full timeout,35,30
169,2,4:33.0,,K. Middleton makes 3-pt jump shot from 26 ft (assist by E. Bledsoe),35,33
170,2,4:18.0,S. Johnson misses 3-pt jump shot from 23 ft,,35,33
171,2,4:14.0,,Defensive rebound by J. Henson,35,33
172,2,3:54.0,,K. Middleton misses 3-pt jump shot from 27 ft,35,33
173,2,3:54.0,,Offensive rebound by Team,35,33
174,2,3:54.0,Loose ball foul by A. Drummond (drawn by J. Henson),,35,33
175,2,3:50.0,,Personal foul by S. Johnson (drawn by K. Middleton),35,33
176,2,3:48.0,,J. Henson makes 2-pt dunk at rim (assist by K. Middleton),35,35
177,2,3:30.0,Shooting foul by J. Henson (drawn by A. Drummond),,35,35
178,2,3:30.0,A. Drummond makes free throw 1 of 2,,36,35
179,2,3:30.0,L. Kennard enters the game for S. Johnson,,36,35
180,2,3:30.0,A. Drummond misses free throw 2 of 2,,36,35
181,2,3:27.0,,Defensive rebound by M. Brogdon,36,35
182,2,3:17.0,Violation by A. Drummond (kicked ball),,36,35
183,2,3:17.0,,G. Antetokounmpo enters the game for M. Brogdon,36,35
184,2,3:17.0,A. Tolliver enters the game for L. Kennard,,36,35
185,2,3:05.0,,Turnover by K. Middleton (lost ball; steal by A. Bradley),36,35
186,2,3:02.0,A. Bradley misses 2-pt layup from 1 ft (block by E. Bledsoe),,36,35
187,2,3:02.0,Offensive rebound by Team,,36,35
188,2,3:00.0,A. Bradley misses 2-pt jump shot from 15 ft (block by T. Snell),,36,35
189,2,2:55.0,,Defensive rebound by E. Bledsoe,36,35
190,2,2:55.0,Offensive charge foul by G. Antetokounmpo (drawn by A. Tolliver),,36,35
191,2,2:55.0,,Turnover by G. Antetokounmpo (offensive foul),36,35
192,2,2:34.0,T. Harris makes 2-pt dunk from 2 ft,,38,35
193,2,2:06.0,,K. Middleton makes 2-pt jump shot from 14 ft (assist by E. Bledsoe),38,37
194,2,1:50.0,Turnover by A. Drummond (bad pass; steal by E. Bledsoe),,38,37
195,2,1:43.0,,G. Antetokounmpo makes 2-pt layup from 1 ft,38,39
196,2,1:27.0,T. Harris makes 3-pt jump shot from 27 ft (assist by R. Jackson),,41,39
197,2,1:09.0,,Personal foul by A. Tolliver (drawn by J. Henson),41,39
198,2,1:09.0,,J. Henson misses free throw 1 of 2,41,39
199,2,1:09.0,,Offensive rebound by Team,41,39
200,2,1:09.0,E. Moreland enters the game for A. Drummond,,41,39
201,2,1:09.0,,J. Henson misses free throw 2 of 2,41,39
202,2,1:05.0,Defensive rebound by T. Harris,,41,39
203,2,0:55.0,A. Tolliver misses 3-pt jump shot from 28 ft,,41,39
204,2,0:51.0,,Defensive rebound by J. Henson,41,39
205,2,0:42.0,,J. Henson makes 2-pt hook shot from 3 ft (assist by T. Snell),41,41
206,2,0:28.0,Turnover by A. Bradley (bad pass; steal by E. Bledsoe),,41,41
207,2,0:10.0,,E. Bledsoe misses 2-pt jump shot from 13 ft,41,41
208,2,0:09.0,,Offensive rebound by J. Henson,41,41
209,2,0:09.0,,Shooting foul by E. Moreland (drawn by J. Henson),41,41
210,2,0:09.0,,J. Henson misses free throw 1 of 2,41,41
211,2,0:09.0,,Offensive rebound by Team,41,41
212,2,0:09.0,,J. Henson misses free throw 2 of 2,41,41
213,2,0:03.0,,Offensive rebound by G. Antetokounmpo,41,41
214,2,0:03.0,,G. Antetokounmpo misses 2-pt layup at rim,41,41
215,2,0:02.0,Defensive rebound by T. Harris,,41,41
216,2,0:00.0,R. Jackson misses 3-pt jump shot from 27 ft,,41,41
217,2,0:00.0,Offensive rebound by Team,,41,41
218,3,11:38.0,,E. Bledsoe makes 2-pt jump shot from 8 ft,41,43
219,3,11:18.0,Shooting foul by J. Henson (drawn by A. Drummond),,41,43
220,3,11:18.0,A. Drummond makes free throw 1 of 2,,42,43
221,3,11:18.0,A. Drummond misses free throw 2 of 2,,42,43
222,3,11:14.0,,Defensive rebound by G. Antetokounmpo,42,43
223,3,11:11.0,,Turnover by G. Antetokounmpo (traveling),42,43
224,3,10:53.0,R. Jackson misses 2-pt layup from 1 ft,,42,43
225,3,10:49.0,,Defensive rebound by J. Henson,42,43
226,3,10:44.0,,T. Snell makes 3-pt jump shot from 23 ft (assist by K. Middleton),42,46
227,3,10:28.0,Turnover by R. Jackson (lost ball; steal by K. Middleton),,42,46
228,3,10:23.0,,E. Bledsoe makes 2-pt jump shot from 15 ft,42,48
229,3,10:21.0,Detroit full timeout,,42,48
230,3,10:02.0,S. Johnson makes 2-pt layup from 1 ft (assist by A. Drummond),,44,48
231,3,9:42.0,,K. Middleton makes 3-pt jump shot from 26 ft (assist by T. Snell),44,51
232,3,9:13.0,R. Jackson makes 2-pt jump shot from 14 ft (assist by A. Bradley),,46,51
233,3,9:03.0,,K. Middleton makes 2-pt jump shot from 16 ft (assist by E. Bledsoe),46,53
234,3,8:41.0,T. Harris misses 2-pt layup from 1 ft (block by G. Antetokounmpo),,46,53
235,3,8:36.0,Offensive rebound by A. Drummond,,46,53
236,3,8:35.0,Turnover by A. Drummond (bad pass; steal by E. Bledsoe),,46,53
237,3,8:27.0,,T. Snell misses 2-pt jump shot from 15 ft,46,53
238,3,8:24.0,Defensive rebound by A. Drummond,,46,53
239,3,8:21.0,Personal foul by E. Bledsoe (drawn by R. Jackson),,46,53
240,3,8:12.0,Shooting foul by G. Antetokounmpo (drawn by A. Bradley),,46,53
241,3,8:12.0,A. Bradley makes free throw 1 of 2,,47,53
242,3,8:12.0,A. Bradley makes free throw 2 of 2,,48,53
243,3,8:01.0,,Shooting foul by A. Drummond (drawn by E. Bledsoe),48,53
244,3,8:01.0,,E. Bledsoe makes free throw 1 of 2,48,54
245,3,8:01.0,,E. Bledsoe makes free throw 2 of 2,48,55
246,3,7:48.0,A. Bradley misses 3-pt jump shot from 23 ft,,48,55
247,3,7:45.0,,Defensive rebound by K. Middleton,48,55
248,3,7:39.0,,T. Snell makes 3-pt jump shot from 23 ft (assist by E. Bledsoe),48,58
249,3,7:25.0,Personal foul by G. Antetokounmpo (drawn by T. Harris),,48,58
250,3,7:12.0,R. Jackson misses 3-pt jump shot from 25 ft,,48,58
251,3,7:10.0,Offensive rebound by A. Drummond,,48,58
252,3,7:09.0,A. Drummond misses 2-pt layup from 3 ft,,48,58
253,3,7:09.0,,Defensive rebound by K. Middleton,48,58
254,3,7:05.0,,Turnover by G. Antetokounmpo (bad pass),48,58
255,3,6:47.0,A. Bradley misses 3-pt jump shot from 25 ft,,48,58
256,3,6:43.0,,Defensive rebound by T. Snell,48,58
257,3,6:37.0,,J. Henson misses 2-pt hook shot from 9 ft,48,58
258,3,6:34.0,Defensive rebound by A. Drummond,,48,58
259,3,6:27.0,Personal foul by K. Middleton (drawn by A. Bradley),,48,58
260,3,6:27.0,A. Bradley makes free throw 1 of 2,,49,58
261,3,6:27.0,,M. Brogdon enters the game for E. Bledsoe,49,58
262,3,6:27.0,A. Bradley makes free throw 2 of 2,,50,58
263,3,6:09.0,,J. Henson makes 2-pt hook shot from 2 ft (assist by K. Middleton),50,60
264,3,6:00.0,Turnover by R. Jackson (bad pass; steal by G. Antetokounmpo),,50,60
265,3,5:56.0,,G. Antetokounmpo makes 2-pt layup at rim,50,62
266,3,5:30.0,A. Bradley misses 2-pt dunk from 1 ft,,50,62
267,3,5:27.0,,Defensive rebound by J. Henson,50,62
268,3,5:21.0,,M. Brogdon makes 3-pt jump shot from 24 ft (assist by K. Middleton),50,65
269,3,5:04.0,A. Bradley makes 3-pt jump shot from 23 ft (assist by A. Drummond),,53,65
270,3,4:51.0,,Turnover by M. Brogdon (bad pass; steal by S. Johnson),53,65
271,3,4:47.0,R. Jackson misses 2-pt layup from 1 ft (block by M. Brogdon),,53,65
272,3,4:43.0,,Defensive rebound by M. Brogdon,53,65
273,3,4:43.0,,Turnover by K. Middleton (bad pass),53,65
274,3,4:43.0,,T. Maker enters the game for J. Henson,53,65
275,3,4:43.0,I. Smith enters the game for R. Jackson,,53,65
276,3,4:25.0,T. Harris misses 2-pt jump shot from 7 ft,,53,65
277,3,4:23.0,,Defensive rebound by G. Antetokounmpo,53,65
278,3,4:02.0,,Shooting foul by S. Johnson (drawn by G. Antetokounmpo),53,65
279,3,4:02.0,,G. Antetokounmpo makes free throw 1 of 2,53,66
280,3,4:02.0,,D. Liggins enters the game for K. Middleton,53,66
281,3,4:02.0,,G. Antetokounmpo makes free throw 2 of 2,53,67
282,3,3:42.0,A. Bradley misses 2-pt layup from 2 ft (block by T. Maker),,53,67
283,3,3:42.0,Offensive rebound by A. Drummond,,53,67
284,3,3:42.0,Shooting foul by D. Liggins (drawn by A. Drummond),,53,67
285,3,3:42.0,A. Drummond makes free throw 1 of 2,,54,67
286,3,3:42.0,A. Tolliver enters the game for S. Johnson,,54,67
287,3,3:42.0,A. Drummond makes free throw 2 of 2,,55,67
288,3,3:30.0,,Turnover by T. Maker (bad pass; steal by A. Drummond),55,67
289,3,3:24.0,A. Tolliver misses 3-pt jump shot from 27 ft,,55,67
290,3,3:22.0,,Defensive rebound by Team,55,67
291,3,3:04.0,,G. Antetokounmpo misses 2-pt jump shot from 17 ft,55,67
292,3,3:02.0,Defensive rebound by A. Drummond,,55,67
293,3,2:54.0,T. Harris misses 3-pt jump shot from 28 ft,,55,67
294,3,2:51.0,,Defensive rebound by G. Antetokounmpo,55,67
295,3,2:41.0,,M. Brogdon misses 2-pt jump shot from 11 ft,55,67
296,3,2:33.0,,Offensive rebound by G. Antetokounmpo,55,67
297,3,2:33.0,,G. Antetokounmpo makes 2-pt layup at rim,55,69
298,3,2:15.0,T. Harris misses 2-pt layup from 2 ft (block by T. Snell),,55,69
299,3,2:15.0,Offensive rebound by Team,,55,69
300,3,2:15.0,,Milwaukee full timeout,55,69
301,3,2:15.0,L. Galloway enters the game for A. Bradley,,55,69
302,3,2:15.0,Personal foul by G. Antetokounmpo (drawn by A. Tolliver),,55,69
303,3,2:15.0,,K. Middleton enters the game for G. Antetokounmpo,55,69
304,3,2:15.0,T. Harris makes free throw 1 of 1,,56,69
305,3,2:02.0,I. Smith misses 2-pt jump shot from 20 ft,,56,69
306,3,2:00.0,Offensive rebound by A. Drummond,,56,69
307,3,1:59.0,A. Drummond makes 2-pt layup from 2 ft,,58,69
308,3,1:39.0,,K. Middleton misses 2-pt jump shot from 12 ft,58,69
309,3,1:36.0,Defensive rebound by A. Drummond,,58,69
310,3,1:30.0,I. Smith makes 2-pt layup from 1 ft,,60,69
311,3,1:17.0,,Personal foul by I. Smith (drawn by M. Brogdon),60,69
312,3,1:03.0,,K. Middleton makes 2-pt layup from 1 ft,60,71
313,3,0:44.0,Shooting foul by K. Middleton (drawn by T. Harris),,60,71
314,3,0:44.0,T. Harris makes free throw 1 of 2,,61,71
315,3,0:44.0,E. Moreland enters the game for A. Drummond,,61,71
316,3,0:44.0,T. Harris makes free throw 2 of 2,,62,71
317,3,0:32.0,,M. Brogdon makes 2-pt jump shot from 20 ft,62,73
318,3,0:24.0,Turnover by I. Smith (bad pass; steal by T. Maker),,62,73
319,3,0:20.0,,T. Snell makes 2-pt dunk at rim (assist by M. Brogdon),62,75
320,3,0:00.0,I. Smith misses 2-pt layup from 3 ft (block by T. Maker),,62,75
321,3,0:00.0,,Defensive rebound by M. Brogdon,62,75
322,4,11:43.0,T. Harris makes 2-pt jump shot from 19 ft (assist by L. Galloway),,64,75
323,4,11:28.0,,Turnover by T. Maker (bad pass; steal by A. Tolliver),64,75
324,4,11:21.0,L. Galloway makes 3-pt jump shot from 27 ft (assist by I. Smith),,67,75
325,4,10:59.0,,T. Snell misses 3-pt jump shot from 27 ft,67,75
326,4,10:56.0,Defensive rebound by I. Smith,,67,75
327,4,10:48.0,L. Galloway makes 3-pt jump shot from 26 ft,,70,75
328,4,10:23.0,,K. Middleton makes 2-pt jump shot from 15 ft,70,77
329,4,10:06.0,Shooting foul by D. Liggins (drawn by L. Galloway),,70,77
330,4,10:06.0,L. Galloway makes free throw 1 of 3,,71,77
331,4,10:06.0,L. Galloway makes free throw 2 of 3,,72,77
332,4,10:06.0,,E. Bledsoe enters the game for D. Liggins,72,77
333,4,10:06.0,L. Kennard enters the game for T. Harris,,72,77
334,4,10:06.0,L. Galloway makes free throw 3 of 3,,73,77
335,4,9:50.0,,M. Brogdon misses 2-pt jump shot from 5 ft (block by E. Moreland),73,77
336,4,9:50.0,,Offensive rebound by Team,73,77
337,4,9:43.0,,K. Middleton misses 3-pt jump shot from 27 ft,73,77
338,4,9:40.0,Defensive rebound by I. Smith,,73,77
339,4,9:37.0,L. Galloway misses 3-pt jump shot from 26 ft,,73,77
340,4,9:30.0,,Defensive rebound by M. Brogdon,73,77
341,4,9:27.0,,Turnover by M. Brogdon (lost ball; steal by L. Galloway),73,77
342,4,9:26.0,L. Galloway misses 3-pt jump shot from 24 ft,,73,77
343,4,9:26.0,Offensive rebound by Team,,73,77
344,4,9:26.0,Personal foul by T. Snell (drawn by A. Tolliver),,73,77
345,4,9:26.0,,Milwaukee full timeout,73,77
346,4,9:21.0,Personal foul by E. Bledsoe (drawn by L. Galloway),,73,77
347,4,9:03.0,I. Smith misses 3-pt jump shot from 26 ft,,73,77
348,4,8:59.0,,Defensive rebound by T. Snell,73,77
349,4,8:58.0,,Shooting foul by L. Kennard (drawn by E. Bledsoe),73,77
350,4,8:58.0,,E. Bledsoe makes free throw 1 of 2,73,78
351,4,8:58.0,,E. Bledsoe misses free throw 2 of 2,73,78
352,4,8:58.0,,Violation by T. Maker (double lane),73,78
353,4,8:58.0,Violation by E. Moreland (double lane),,73,78
354,4,8:54.0,,Offensive rebound by Team,73,78
355,4,8:43.0,,M. Brogdon misses 3-pt jump shot from 26 ft,73,78
356,4,8:43.0,,Offensive rebound by Team,73,78
357,4,8:43.0,Loose ball foul by E. Moreland (drawn by T. Maker),,73,78
358,4,8:32.0,,K. Middleton misses 3-pt jump shot from 26 ft,73,78
359,4,8:23.0,,Offensive rebound by E. Bledsoe,73,78
360,4,8:23.0,,E. Bledsoe misses 2-pt layup at rim,73,78
361,4,8:22.0,Defensive rebound by A. Tolliver,,73,78
362,4,8:18.0,L. Galloway misses 3-pt jump shot from 25 ft,,73,78
363,4,8:14.0,Offensive rebound by E. Moreland,,73,78
364,4,8:09.0,L. Kennard misses 2-pt jump shot from 14 ft,,73,78
365,4,8:06.0,,Defensive rebound by T. Maker,73,78
366,4,7:56.0,,K. Middleton makes 2-pt jump shot from 17 ft,73,80
367,4,7:31.0,L. Kennard makes 2-pt jump shot from 17 ft (assist by A. Tolliver),,75,80
368,4,7:13.0,,K. Middleton makes 2-pt jump shot from 16 ft (assist by T. Maker),75,82
369,4,6:50.0,L. Kennard makes 3-pt jump shot from 27 ft (assist by I. Smith),,78,82
370,4,6:35.0,,E. Bledsoe misses 2-pt jump shot from 9 ft,78,82
371,4,6:33.0,Defensive rebound by L. Kennard,,78,82
372,4,6:28.0,L. Galloway misses 3-pt jump shot from 22 ft,,78,82
373,4,6:28.0,,Defensive rebound by M. Brogdon,78,82
374,4,6:11.0,,T. Maker misses 3-pt jump shot from 26 ft,78,82
375,4,6:08.0,,Offensive rebound by K. Middleton,78,82
376,4,6:01.0,,M. Brogdon misses 2-pt hook shot at rim,78,82
377,4,5:58.0,Defensive rebound by E. Moreland,,78,82
