,QUARTER,TIME_REMAINING,UTAH_ACTION,NEW YORK_ACTION,UTAH_SCORE,NEW YORK_SCORE
58,1,4:34.0,,Personal foul by T. Sefolosha (drawn by K. Porziņģis),21,20
59,1,4:28.0,,K. Porziņģis misses 3-pt jump shot from 25 ft,21,20
60,1,4:27.0,Defensive rebound by A. Burks,,21,20
61,1,4:17.0,D. Favors makes 2-pt jump shot from 18 ft (assist by A. Burks),,23,20
62,1,4:05.0,,Offensive foul by E. Freedom (drawn by D. Mitchell),23,20
63,1,4:05.0,,Turnover by E. Freedom (offensive foul),23,20
64,1,4:05.0,,K. O'Quinn enters the game for E. Freedom,23,20
65,1,4:05.0,E. Udoh enters the game for D. Favors,,23,20
66,1,3:47.0,A. Burks makes 2-pt jump shot from 19 ft,,25,20
67,1,3:36.0,,D. McDermott misses 2-pt layup from 1 ft (block by E. Udoh),25,20
68,1,3:35.0,,Offensive rebound by D. McDermott,25,20
69,1,3:31.0,,T. Hardaway misses 2-pt layup from 2 ft (block by E. Udoh),25,20
70,1,3:30.0,,Offensive rebound by T. Hardaway,25,20
71,1,3:26.0,,J. Jack makes 3-pt jump shot from 25 ft (assist by T. Hardaway),25,23
72,1,3:14.0,D. Mitchell misses 3-pt jump shot from 25 ft,,25,23
73,1,3:13.0,Offensive rebound by T. Sefolosha,,25,23
74,1,3:13.0,Personal foul by T. Hardaway (drawn by T. Sefolosha),,25,23
75,1,3:13.0,Utah full timeout,,25,23
76,1,3:13.0,,F. Ntilikina enters the game for J. Jack,25,23
77,1,2:56.0,R. Hood misses 3-pt jump shot from 25 ft,,25,23
78,1,2:55.0,Offensive rebound by T. Sefolosha,,25,23
79,1,2:41.0,D. Mitchell misses 2-pt layup from 2 ft (block by K. Porziņģis),,25,23
80,1,2:40.0,,Defensive rebound by K. O'Quinn,25,23
81,1,2:26.0,,Turnover by K. O'Quinn (bad pass; steal by A. Burks),25,23
82,1,2:23.0,Shooting foul by K. O'Quinn (drawn by T. Sefolosha),,25,23
83,1,2:23.0,,L. Thomas enters the game for K. Porziņģis,25,23
84,1,2:23.0,R. Rubio enters the game for D. Mitchell,,25,23
85,1,2:23.0,T. Sefolosha makes free throw 1 of 2,,26,23
86,1,2:23.0,T. Sefolosha makes free throw 2 of 2,,27,23
87,1,2:03.0,,L. Thomas misses 2-pt hook shot from 6 ft,27,23
88,1,2:02.0,Defensive rebound by A. Burks,,27,23
89,1,1:50.0,Turnover by A. Burks (bad pass; steal by K. O'Quinn),,27,23
90,1,1:39.0,,K. O'Quinn misses 2-pt layup from 5 ft (block by E. Udoh),27,23
91,1,1:38.0,,Offensive rebound by K. O'Quinn,27,23
92,1,1:37.0,,K. O'Quinn makes 2-pt layup from 2 ft,27,25
93,1,1:25.0,R. Hood misses 2-pt layup from 1 ft,,27,25
94,1,1:24.0,,Defensive rebound by D. McDermott,27,25
95,1,1:21.0,,Shooting foul by A. Burks (drawn by T. Hardaway),27,25
96,1,1:21.0,,T. Hardaway makes free throw 1 of 2,27,26
97,1,1:21.0,,T. Hardaway makes free throw 2 of 2,27,27
98,1,1:15.0,Personal foul by F. Ntilikina (drawn by R. Rubio),,27,27
99,1,1:02.0,T. Sefolosha misses 2-pt layup from 6 ft (block by K. O'Quinn),,27,27
100,1,1:01.0,,Defensive rebound by T. Hardaway,27,27
101,1,0:53.0,,T. Hardaway misses 3-pt jump shot from 25 ft,27,27
102,1,0:52.0,Defensive rebound by T. Sefolosha,,27,27
103,1,0:38.0,R. Hood makes 3-pt jump shot from 23 ft (assist by T. Sefolosha),,30,27
104,1,0:23.0,,F. Ntilikina misses 2-pt jump shot from 22 ft,30,27
105,1,0:21.0,Defensive rebound by A. Burks,,30,27
106,1,0:02.0,R. Hood misses 3-pt jump shot from 25 ft,,30,27
107,1,0:00.0,,Defensive rebound by D. McDermott,30,27
108,2,11:49.0,Shooting foul by K. O'Quinn (drawn by A. Burks),,30,27
109,2,11:49.0,A. Burks makes free throw 1 of 2,,31,27
110,2,11:49.0,A. Burks makes free throw 2 of 2,,32,27
111,2,11:31.0,,C. Lee misses 2-pt jump shot from 10 ft,32,27
112,2,11:30.0,Defensive rebound by A. Burks,,32,27
113,2,11:16.0,Shooting foul by C. Lee (drawn by R. Rubio),,32,27
114,2,11:16.0,R. Rubio makes free throw 1 of 2,,33,27
115,2,11:16.0,R. Rubio makes free throw 2 of 2,,34,27
116,2,11:05.0,,F. Ntilikina misses 2-pt jump shot from 11 ft,34,27
117,2,11:03.0,Defensive rebound by A. Burks,,34,27
118,2,10:46.0,Personal foul by F. Ntilikina (drawn by T. Sefolosha),,34,27
119,2,10:39.0,R. Hood misses 2-pt jump shot from 19 ft,,34,27
120,2,10:38.0,,Defensive rebound by D. McDermott,34,27
121,2,10:27.0,,Turnover by C. Lee (bad pass; steal by T. Sefolosha),34,27
122,2,10:20.0,Turnover by T. Sefolosha (bad pass; steal by F. Ntilikina),,34,27
123,2,10:11.0,,D. McDermott makes 3-pt jump shot from 22 ft (assist by L. Thomas),34,30
124,2,9:56.0,R. Rubio misses 2-pt jump shot from 18 ft,,34,30
125,2,9:55.0,,Defensive rebound by K. O'Quinn,34,30
126,2,9:43.0,,F. Ntilikina makes 2-pt jump shot from 19 ft,34,32
127,2,9:40.0,Utah full timeout,,34,32
128,2,9:40.0,J. Jerebko enters the game for T. Sefolosha,,34,32
129,2,9:24.0,J. Jerebko makes 3-pt jump shot from 26 ft (assist by R. Hood),,37,32
130,2,9:00.0,,C. Lee misses 2-pt layup from 3 ft (block by R. Hood),37,32
131,2,8:59.0,,Offensive rebound by C. Lee,37,32
132,2,8:58.0,,Turnover by C. Lee (bad pass),37,32
133,2,8:37.0,Turnover by E. Udoh (lost ball; steal by K. O'Quinn),,37,32
134,2,8:36.0,,Personal foul by R. Hood (drawn by F. Ntilikina),37,32
135,2,8:36.0,D. Mitchell enters the game for R. Hood,,37,32
136,2,8:36.0,D. Favors enters the game for E. Udoh,,37,32
137,2,8:20.0,,Turnover by F. Ntilikina (bad pass; steal by D. Favors),37,32
138,2,8:19.0,Personal foul by F. Ntilikina (drawn by A. Burks),,37,32
139,2,8:19.0,,J. Jack enters the game for F. Ntilikina,37,32
140,2,8:19.0,,K. Porziņģis enters the game for L. Thomas,37,32
141,2,8:07.0,D. Favors misses 2-pt hook shot from 5 ft,,37,32
142,2,8:04.0,,Defensive rebound by K. Porziņģis,37,32
143,2,7:45.0,,J. Jack misses 2-pt jump shot from 21 ft,37,32
144,2,7:44.0,Defensive rebound by D. Favors,,37,32
145,2,7:33.0,Offensive foul by D. Favors (drawn by K. Porziņģis),,37,32
146,2,7:33.0,Turnover by D. Favors (offensive foul),,37,32
147,2,7:25.0,,E. Freedom enters the game for K. O'Quinn,37,32
148,2,7:22.0,,Personal foul by J. Jerebko (drawn by K. Porziņģis),37,32
149,2,7:07.0,,C. Lee misses 3-pt jump shot from 22 ft,37,32
150,2,7:06.0,Defensive rebound by D. Favors,,37,32
151,2,6:44.0,A. Burks misses 2-pt layup from 3 ft,,37,32
152,2,6:43.0,Offensive rebound by D. Favors,,37,32
153,2,6:43.0,D. Favors misses 2-pt layup at rim,,37,32
154,2,6:42.0,Offensive rebound by Team,,37,32
155,2,6:42.0,J. Ingles enters the game for A. Burks,,37,32
156,2,6:38.0,D. Favors misses 2-pt layup from 3 ft,,37,32
157,2,6:37.0,,Defensive rebound by D. McDermott,37,32
158,2,6:28.0,,K. Porziņģis makes 2-pt jump shot from 12 ft,37,34
159,2,6:15.0,Turnover by D. Favors (traveling),,37,34
160,2,6:02.0,,K. Porziņģis makes 2-pt jump shot from 15 ft,37,36
161,2,5:53.0,Utah full timeout,,37,36
162,2,5:44.0,J. Ingles makes 2-pt layup from 2 ft (assist by D. Mitchell),,39,36
163,2,5:20.0,,K. Porziņģis misses 2-pt jump shot from 13 ft,39,36
164,2,5:19.0,,Offensive rebound by C. Lee,39,36
165,2,5:15.0,,J. Jack makes 2-pt jump shot from 18 ft (assist by C. Lee),39,38
166,2,4:59.0,J. Jerebko makes 3-pt jump shot from 23 ft (assist by D. Mitchell),,42,38
167,2,4:38.0,,Turnover by K. Porziņģis (lost ball; steal by R. Rubio),42,38
168,2,4:38.0,Personal foul by K. Porziņģis (drawn by R. Rubio),,42,38
169,2,4:38.0,R. Rubio makes free throw 1 of 2,,43,38
170,2,4:38.0,R. Rubio makes free throw 2 of 2,,44,38
171,2,4:19.0,,D. McDermott misses 3-pt jump shot from 26 ft,44,38
172,2,4:18.0,Defensive rebound by J. Jerebko,,44,38
173,2,4:08.0,J. Jerebko makes 3-pt jump shot from 25 ft (assist by R. Rubio),,47,38
174,2,4:07.0,,New York full timeout,47,38
175,2,4:07.0,,T. Hardaway enters the game for D. McDermott,47,38
176,2,4:07.0,R. Hood enters the game for R. Rubio,,47,38
177,2,3:55.0,,E. Freedom makes 2-pt hook shot from 7 ft (assist by C. Lee),47,40
178,2,3:55.0,,Shooting foul by D. Favors (drawn by E. Freedom),47,40
179,2,3:55.0,,E. Freedom makes free throw 1 of 1,47,41
180,2,3:43.0,D. Mitchell makes 3-pt jump shot from 25 ft (assist by D. Favors),,50,41
181,2,3:22.0,,T. Hardaway makes 3-pt jump shot from 25 ft (assist by K. Porziņģis),50,44
182,2,3:02.0,D. Favors makes 2-pt dunk at rim (assist by J. Ingles),,52,44
183,2,2:43.0,,K. Porziņģis makes 2-pt dunk from 1 ft,52,46
184,2,2:29.0,Personal foul by T. Hardaway (drawn by R. Hood),,52,46
185,2,2:29.0,R. Hood makes free throw 1 of 2,,53,46
186,2,2:29.0,R. Hood makes free throw 2 of 2,,54,46
187,2,2:08.0,,T. Hardaway makes 2-pt dunk from 1 ft (assist by K. Porziņģis),54,48
188,2,1:47.0,D. Mitchell makes 3-pt jump shot from 26 ft,,57,48
189,2,1:33.0,,Turnover by K. Porziņģis (traveling),57,48
190,2,1:33.0,R. Rubio enters the game for J. Ingles,,57,48
191,2,1:14.0,D. Mitchell makes 3-pt jump shot from 22 ft (assist by R. Hood),,60,48
192,2,0:55.0,,C. Lee makes 2-pt jump shot from 7 ft (assist by J. Jack),60,50
193,2,0:39.0,D. Favors misses 2-pt jump shot from 10 ft,,60,50
194,2,0:38.0,Offensive rebound by J. Jerebko,,60,50
195,2,0:34.0,J. Jerebko misses 3-pt jump shot from 24 ft,,60,50
196,2,0:33.0,,Defensive rebound by E. Freedom,60,50
197,2,0:17.0,,J. Jack misses 2-pt jump shot from 15 ft,60,50
198,2,0:16.0,,Offensive rebound by E. Freedom,60,50
199,2,0:12.0,,E. Freedom misses 2-pt hook shot from 1 ft,60,50
200,2,0:11.0,,Offensive rebound by K. Porziņģis,60,50
201,2,0:10.0,,K. Porziņģis misses 2-pt hook shot from 2 ft,60,50
202,2,0:09.0,Defensive rebound by D. Favors,,60,50
203,2,0:07.0,Turnover by D. Favors (bad pass),,60,50
204,2,0:05.0,,Personal foul by R. Rubio (drawn by J. Jack),60,50
205,2,0:05.0,T. Sefolosha enters the game for D. Mitchell,,60,50
206,2,0:00.0,,C. Lee misses 2-pt jump shot from 22 ft,60,50
207,2,0:00.0,,Offensive rebound by Team,60,50
208,3,11:43.0,R. Rubio misses 2-pt jump shot from 15 ft,,60,50
209,3,11:42.0,,Defensive rebound by E. Freedom,60,50
210,3,11:19.0,,C. Lee misses 2-pt jump shot from 20 ft,60,50
211,3,11:18.0,,Offensive rebound by K. Porziņģis,60,50
212,3,11:07.0,,K. Porziņģis makes 2-pt jump shot from 17 ft,60,52
213,3,10:49.0,J. Jerebko misses 2-pt layup from 2 ft (block by K. Porziņģis),,60,52
214,3,10:48.0,Offensive rebound by J. Jerebko,,60,52
215,3,10:47.0,J. Jerebko misses 2-pt layup from 3 ft,,60,52
216,3,10:46.0,D. Favors misses 2-pt dunk at rim,,60,52
217,3,10:46.0,Offensive rebound by D. Favors,,60,52
218,3,10:45.0,,Defensive rebound by K. Porziņģis,60,52
219,3,10:38.0,,C. Lee misses 3-pt jump shot from 24 ft,60,52
220,3,10:37.0,,Offensive rebound by Team,60,52
221,3,10:31.0,,C. Lee makes 3-pt jump shot from 23 ft (assist by J. Jack),60,55
222,3,10:16.0,J. Jerebko misses 3-pt jump shot from 26 ft,,60,55
223,3,10:15.0,,Defensive rebound by T. Hardaway,60,55
224,3,10:08.0,,T. Hardaway makes 2-pt layup at rim,60,57
225,3,9:56.0,R. Hood enters the game for D. Mitchell,,60,57
226,3,9:46.0,R. Hood misses 3-pt jump shot from 22 ft,,60,57
227,3,9:45.0,Offensive rebound by D. Favors,,60,57
228,3,9:34.0,R. Hood makes 3-pt jump shot from 25 ft (assist by J. Ingles),,63,57
229,3,9:10.0,,K. Porziņģis makes 2-pt jump shot from 16 ft,63,59
230,3,8:52.0,Personal foul by E. Freedom (drawn by D. Favors),,63,59
231,3,8:41.0,R. Rubio makes 3-pt jump shot from 25 ft (assist by D. Favors),,66,59
232,3,8:29.0,,Turnover by J. Jack (bad pass),66,59
233,3,8:11.0,R. Rubio misses 3-pt jump shot from 24 ft,,66,59
234,3,8:09.0,,Defensive rebound by C. Lee,66,59
235,3,8:04.0,,Personal foul by R. Rubio (drawn by K. Porziņģis),66,59
236,3,7:56.0,,E. Freedom makes 2-pt hook shot from 8 ft,66,61
237,3,7:36.0,D. Favors misses 2-pt hook shot from 4 ft,,66,61
238,3,7:35.0,,Defensive rebound by K. Porziņģis,66,61
239,3,7:28.0,,E. Freedom makes 2-pt layup at rim (assist by J. Jack),66,63
240,3,7:11.0,Personal foul by J. Jack (drawn by D. Favors),,66,63
241,3,7:00.0,R. Hood makes 2-pt jump shot from 5 ft,,68,63
242,3,6:44.0,,T. Hardaway misses 3-pt jump shot from 25 ft,68,63
243,3,6:43.0,Defensive rebound by J. Jerebko,,68,63
244,3,6:24.0,R. Rubio makes 2-pt jump shot from 18 ft,,70,63
245,3,6:17.0,,New York full timeout,70,63
246,3,6:17.0,T. Sefolosha enters the game for R. Rubio,,70,63
247,3,6:17.0,D. Mitchell enters the game for J. Jerebko,,70,63
248,3,6:10.0,,K. Porziņģis misses 2-pt jump shot from 17 ft,70,63
249,3,6:10.0,Defensive rebound by J. Ingles,,70,63
250,3,5:47.0,R. Hood makes 3-pt jump shot from 26 ft,,73,63
251,3,5:23.0,,C. Lee misses 2-pt jump shot from 20 ft,73,63
252,3,5:23.0,Defensive rebound by J. Ingles,,73,63
253,3,5:08.0,D. Favors makes 2-pt dunk from 1 ft (assist by D. Mitchell),,75,63
254,3,4:49.0,,C. Lee makes 2-pt layup from 1 ft (assist by E. Freedom),75,65
255,3,4:26.0,D. Mitchell misses 3-pt jump shot from 27 ft,,75,65
256,3,4:25.0,,Defensive rebound by K. Porziņģis,75,65
257,3,4:13.0,,J. Jack makes 2-pt jump shot from 9 ft,75,67
258,3,3:50.0,Turnover by T. Sefolosha (bad pass),,75,67
259,3,3:39.0,,C. Lee makes 3-pt jump shot from 26 ft (assist by T. Hardaway),75,70
260,3,3:31.0,Utah full timeout,,75,70
261,3,3:31.0,A. Burks enters the game for D. Favors,,75,70
262,3,3:31.0,E. Udoh enters the game for J. Ingles,,75,70
263,3,3:15.0,R. Hood makes 3-pt jump shot from 26 ft,,78,70
264,3,3:00.0,,K. Porziņģis misses 3-pt jump shot from 25 ft,78,70
265,3,2:59.0,Defensive rebound by D. Mitchell,,78,70
266,3,2:51.0,Turnover by D. Mitchell (bad pass),,78,70
267,3,2:51.0,,K. O'Quinn enters the game for E. Freedom,78,70
268,3,2:38.0,,K. Porziņģis makes 2-pt jump shot from 11 ft,78,72
269,3,2:14.0,R. Hood makes 2-pt jump shot from 18 ft,,80,72
270,3,1:59.0,,Shooting foul by R. Hood (drawn by C. Lee),80,72
271,3,1:59.0,,C. Lee makes free throw 1 of 2,80,73
272,3,1:59.0,,C. Lee makes free throw 2 of 2,80,74
273,3,1:41.0,Shooting foul by K. O'Quinn (drawn by R. Hood),,80,74
274,3,1:41.0,R. Hood misses free throw 1 of 3,,80,74
275,3,1:41.0,Offensive rebound by Team,,80,74
276,3,1:41.0,R. Hood makes free throw 2 of 3,,81,74
277,3,1:41.0,R. Hood makes free throw 3 of 3,,82,74
278,3,1:27.0,,Turnover by J. Jack (bad pass; steal by T. Sefolosha),82,74
279,3,1:20.0,T. Sefolosha misses 3-pt jump shot from 24 ft,,82,74
280,3,1:19.0,,Defensive rebound by Team,82,74
281,3,1:05.0,,T. Hardaway misses 2-pt layup from 8 ft (block by A. Burks),82,74
282,3,1:05.0,,Offensive rebound by T. Hardaway,82,74
283,3,1:05.0,,Shooting foul by E. Udoh (drawn by T. Hardaway),82,74
284,3,1:05.0,,D. McDermott enters the game for C. Lee,82,74
285,3,1:05.0,,F. Ntilikina enters the game for J. Jack,82,74
286,3,1:05.0,,T. Hardaway misses free throw 1 of 2,82,74
287,3,1:05.0,,Offensive rebound by Team,82,74
288,3,1:05.0,,T. Hardaway makes free throw 2 of 2,82,75
289,3,0:46.0,R. Hood misses 2-pt jump shot from 13 ft,,82,75
290,3,0:42.0,Offensive rebound by R. Hood,,82,75
291,3,0:34.0,D. Mitchell misses 2-pt jump shot from 19 ft,,82,75
292,3,0:30.0,,Defensive rebound by T. Hardaway,82,75
293,3,0:12.0,,K. O'Quinn makes 2-pt dunk at rim (assist by T. Hardaway),82,77
294,3,0:01.0,A. Burks misses 3-pt jump shot from 30 ft,,82,77
295,3,0:00.0,Offensive rebound by Team,,82,77
296,4,11:44.0,,L. Thomas misses 2-pt layup from 8 ft,82,77
297,4,11:41.0,,Offensive rebound by L. Thomas,82,77
298,4,11:39.0,,T. Hardaway misses 2-pt layup from 2 ft (block by A. Burks),82,77
299,4,11:35.0,Defensive rebound by A. Burks,,82,77
300,4,11:20.0,T. Sefolosha makes 3-pt jump shot from 22 ft (assist by R. Rubio),,85,77
301,4,10:50.0,,T. Hardaway makes 3-pt jump shot from 27 ft,85,80
302,4,10:39.0,Personal foul by F. Ntilikina (drawn by R. Rubio),,85,80
303,4,10:39.0,J. Ingles enters the game for R. Hood,,85,80
304,4,10:29.0,R. Rubio misses 2-pt jump shot from 18 ft,,85,80
305,4,10:27.0,,Defensive rebound by K. O'Quinn,85,80
306,4,10:17.0,,Shooting foul by E. Udoh (drawn by L. Thomas),85,80
307,4,10:17.0,,L. Thomas misses free throw 1 of 2,85,80
308,4,10:17.0,,Offensive rebound by Team,85,80
309,4,10:17.0,,L. Thomas makes free throw 2 of 2,85,81
310,4,10:04.0,E. Udoh misses 2-pt layup from 6 ft,,85,81
311,4,10:02.0,,Defensive rebound by L. Thomas,85,81
312,4,9:56.0,,Personal foul by R. Rubio (drawn by T. Hardaway),85,81
313,4,9:56.0,D. Mitchell enters the game for T. Sefolosha,,85,81
314,4,9:47.0,,Shooting foul by E. Udoh (drawn by T. Hardaway),85,81
315,4,9:47.0,,T. Hardaway makes free throw 1 of 2,85,82
316,4,9:47.0,,T. Hardaway makes free throw 2 of 2,85,83
317,4,9:31.0,,C. Lee enters the game for T. Hardaway,85,83
318,4,9:26.0,D. Mitchell misses 2-pt layup from 1 ft (block by K. O'Quinn),,85,83
319,4,9:24.0,,Defensive rebound by K. O'Quinn,85,83
320,4,9:12.0,,Turnover by K. O'Quinn (bad pass),85,83
321,4,9:11.0,D. Favors enters the game for E. Udoh,,85,83
322,4,9:06.0,Personal foul by K. O'Quinn (drawn by J. Ingles),,85,83
323,4,9:01.0,Personal foul by L. Thomas (drawn by J. Ingles),,85,83
324,4,8:46.0,Shooting foul by L. Thomas (drawn by J. Ingles),,85,83
325,4,8:46.0,J. Ingles makes free throw 1 of 2,,86,83
326,4,8:46.0,J. Ingles makes free throw 2 of 2,,87,83
327,4,8:38.0,,Personal foul by A. Burks (drawn by D. McDermott),87,83
328,4,8:33.0,,F. Ntilikina makes 2-pt jump shot from 17 ft,87,85
329,4,8:10.0,D. Mitchell makes 2-pt layup from 3 ft,,89,85
330,4,7:58.0,,F. Ntilikina makes 2-pt jump shot from 21 ft,89,87
331,4,7:42.0,Personal foul by C. Lee (drawn by A. Burks),,89,87
332,4,7:42.0,A. Burks makes free throw 1 of 2,,90,87
333,4,7:42.0,A. Burks makes free throw 2 of 2,,91,87
334,4,7:25.0,,L. Thomas makes 2-pt layup from 1 ft,91,89
335,4,6:58.0,R. Rubio misses 3-pt jump shot from 26 ft,,91,89
336,4,6:57.0,,Defensive rebound by D. McDermott,91,89
337,4,6:49.0,,F. Ntilikina misses 3-pt jump shot from 25 ft,91,89
338,4,6:47.0,,Offensive rebound by K. O'Quinn,91,89
339,4,6:42.0,,D. McDermott makes 2-pt layup from 2 ft,91,91
340,4,6:42.0,Violation by A. Burks (def goaltending),,91,91
341,4,6:42.0,R. Hood enters the game for R. Rubio,,91,91
342,4,6:18.0,R. Hood makes 2-pt layup from 1 ft,,93,91
343,4,6:08.0,,New York full timeout,93,91
344,4,6:08.0,,T. Hardaway enters the game for K. O'Quinn,93,91
345,4,6:08.0,,K. Porziņģis enters the game for L. Thomas,93,91
346,4,6:00.0,,D. McDermott misses 3-pt jump shot from 22 ft,93,91
347,4,5:58.0,Defensive rebound by D. Favors,,93,91
348,4,5:38.0,R. Hood misses 2-pt jump shot from 17 ft,,93,91
349,4,5:36.0,,Defensive rebound by C. Lee,93,91
350,4,5:22.0,,D. McDermott misses 3-pt jump shot from 25 ft,93,91
351,4,5:21.0,Defensive rebound by D. Mitchell,,93,91
352,4,5:13.0,Turnover by D. Mitchell (lost ball; steal by F. Ntilikina),,93,91
353,4,5:06.0,,F. Ntilikina misses 2-pt layup from 2 ft (block by R. Hood),93,91
354,4,5:03.0,Defensive rebound by D. Mitchell,,93,91
355,4,5:03.0,D. Mitchell misses 2-pt layup from 3 ft,,93,91
356,4,5:02.0,,Defensive rebound by D. McDermott,93,91
357,4,4:52.0,,C. Lee misses 2-pt layup from 2 ft,93,91
358,4,4:52.0,Defensive rebound by J. Ingles,,93,91
359,4,4:39.0,R. Hood misses 3-pt jump shot from 25 ft,,93,91
360,4,4:35.0,,Defensive rebound by F. Ntilikina,93,91
361,4,4:34.0,,Personal foul by D. Mitchell (drawn by F. Ntilikina),93,91
362,4,4:34.0,,F. Ntilikina makes free throw 1 of 2,93,92
363,4,4:34.0,,F. Ntilikina misses free throw 2 of 2,93,92
364,4,4:30.0,Defensive rebound by J. Ingles,,93,92
365,4,4:09.0,A. Burks misses 2-pt jump shot from 20 ft,,93,92
366,4,4:06.0,,Defensive rebound by C. Lee,93,92
367,4,4:04.0,,T. Hardaway makes 2-pt layup at rim (assist by C. Lee),93,94
368,4,3:47.0,D. Mitchell misses 2-pt jump shot from 7 ft,,93,94
369,4,3:44.0,,Defensive rebound by F. Ntilikina,93,94
370,4,3:25.0,,K. Porziņģis misses 2-pt jump shot from 8 ft,93,94
371,4,3:21.0,Defensive rebound by D. Favors,,93,94
372,4,3:17.0,Utah full timeout,,93,94
373,4,3:17.0,R. Rubio enters the game for A. Burks,,93,94
374,4,3:08.0,Offensive foul by R. Hood (drawn by T. Hardaway),,93,94
375,4,3:08.0,Turnover by R. Hood (offensive foul),,93,94
376,4,2:59.0,,Personal foul by R. Hood (drawn by K. Porziņģis),93,94
377,4,2:59.0,Turnover by R. Hood (turnover),,93,94
378,4,2:59.0,,K. Porziņģis makes free throw 1 of 2,93,95
379,4,2:59.0,,K. Porziņģis makes free throw 2 of 2,93,96
