,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,DENVER_ACTION,BROOKLYN_SCORE,DENVER_SCORE
155,2,6:27.0,,J. Murray enters the game for E. Mudiay,31,39
156,2,6:27.0,,P. Millsap enters the game for N. Jokić,31,39
157,2,6:27.0,D. Carroll enters the game for C. LeVert,,31,39
158,2,6:27.0,,W. Barton misses free throw 2 of 2,31,39
159,2,6:25.0,Defensive rebound by D. Russell,,31,39
160,2,6:13.0,Shooting foul by K. Faried (drawn by Q. Acy),,31,39
161,2,6:13.0,Q. Acy misses free throw 1 of 2,,31,39
162,2,6:13.0,Offensive rebound by Team,,31,39
163,2,6:13.0,,G. Harris enters the game for M. Beasley,31,39
164,2,6:13.0,Q. Acy makes free throw 2 of 2,,32,39
165,2,6:01.0,,Personal foul by J. Wiley (drawn by K. Faried),32,39
166,2,6:01.0,,W. Chandler enters the game for K. Faried,32,39
167,2,5:48.0,,J. Murray misses 2-pt jump shot from 21 ft,32,39
168,2,5:43.0,Defensive rebound by J. Wiley,,32,39
169,2,5:34.0,D. Russell misses 3-pt jump shot from 26 ft,,32,39
170,2,5:31.0,,Defensive rebound by W. Chandler,32,39
171,2,5:24.0,,Turnover by W. Barton (bad pass; steal by J. Wiley),32,39
172,2,5:20.0,D. Carroll makes 3-pt jump shot from 24 ft (assist by A. Crabbe),,35,39
173,2,5:02.0,,W. Barton misses 2-pt layup from 2 ft,35,39
174,2,4:59.0,Defensive rebound by D. Carroll,,35,39
175,2,4:55.0,D. Russell makes 2-pt layup from 2 ft (assist by D. Carroll),,37,39
176,2,4:53.0,,Turnover by J. Murray (turnover),37,39
177,2,4:53.0,,N. Jokić enters the game for W. Barton,37,39
178,2,4:41.0,Turnover by D. Russell (bad pass; steal by G. Harris),,37,39
179,2,4:38.0,Violation by A. Crabbe (kicked ball),,37,39
180,2,4:28.0,,N. Jokić misses 2-pt jump shot from 13 ft,37,39
181,2,4:23.0,Defensive rebound by A. Crabbe,,37,39
182,2,4:16.0,J. Wiley misses 2-pt jump shot from 17 ft,,37,39
183,2,4:13.0,Offensive rebound by D. Russell,,37,39
184,2,4:11.0,A. Crabbe misses 3-pt jump shot from 25 ft,,37,39
185,2,4:08.0,,Defensive rebound by P. Millsap,37,39
186,2,4:02.0,,P. Millsap makes 2-pt layup from 4 ft,37,41
187,2,3:43.0,D. Russell misses 3-pt jump shot from 25 ft,,37,41
188,2,3:40.0,,Defensive rebound by N. Jokić,37,41
189,2,3:30.0,,P. Millsap makes 2-pt layup from 2 ft,37,43
190,2,3:08.0,A. Crabbe misses 3-pt jump shot from 25 ft,,37,43
191,2,3:05.0,,Defensive rebound by G. Harris,37,43
192,2,2:56.0,,N. Jokić makes 2-pt hook shot from 5 ft (assist by P. Millsap),37,45
193,2,2:56.0,Brooklyn full timeout,,37,45
194,2,2:56.0,T. Zeller enters the game for J. Wiley,,37,45
195,2,2:39.0,Offensive foul by D. Carroll (drawn by W. Chandler),,37,45
196,2,2:39.0,Turnover by D. Carroll (offensive foul),,37,45
197,2,2:30.0,,N. Jokić makes 2-pt jump shot from 14 ft (assist by G. Harris),37,47
198,2,2:30.0,,Shooting foul by T. Zeller (drawn by N. Jokić),37,47
199,2,2:30.0,C. LeVert enters the game for Q. Acy,,37,47
200,2,2:30.0,,N. Jokić makes free throw 1 of 1,37,48
201,2,2:19.0,Turnover by D. Russell (bad pass; steal by P. Millsap),,37,48
202,2,2:11.0,,P. Millsap makes 2-pt layup from 3 ft,37,50
203,2,2:00.0,T. Zeller makes 2-pt layup from 3 ft (assist by D. Russell),,39,50
204,2,1:44.0,,Turnover by J. Murray (bad pass; steal by A. Crabbe),39,50
205,2,1:40.0,D. Russell misses 2-pt layup from 4 ft (block by P. Millsap),,39,50
206,2,1:40.0,Offensive rebound by Team,,39,50
207,2,1:27.0,D. Russell makes 2-pt layup from 3 ft,,41,50
208,2,1:18.0,,N. Jokić makes 2-pt jump shot from 11 ft (assist by G. Harris),41,52
209,2,1:07.0,D. Russell misses 2-pt jump shot from 8 ft,,41,52
210,2,1:06.0,Offensive rebound by Team,,41,52
211,2,1:06.0,,W. Barton enters the game for J. Murray,41,52
212,2,1:04.0,A. Crabbe misses 3-pt jump shot from 22 ft (block by P. Millsap),,41,52
213,2,1:01.0,,Defensive rebound by W. Chandler,41,52
214,2,0:58.0,,G. Harris misses 2-pt layup from 2 ft (block by C. LeVert),41,52
215,2,0:58.0,,Offensive rebound by Team,41,52
216,2,0:53.0,,G. Harris makes 2-pt layup from 1 ft,41,54
217,2,0:49.0,C. LeVert makes 3-pt jump shot from 24 ft (assist by D. Russell),,44,54
218,2,0:39.0,,Personal foul by D. Russell (drawn by W. Barton),44,54
219,2,0:32.0,,N. Jokić makes 3-pt jump shot from 26 ft (assist by W. Barton),44,57
220,2,0:13.0,D. Russell makes 2-pt layup from 4 ft,,46,57
221,2,0:07.0,,Turnover by G. Harris (bad pass; steal by A. Crabbe),46,57
222,2,0:02.0,D. Russell misses 2-pt layup from 2 ft (block by W. Barton),,46,57
223,2,0:02.0,,Defensive rebound by P. Millsap,46,57
224,2,0:00.0,,P. Millsap misses 3-pt jump shot from 51 ft,46,57
225,2,0:00.0,,Offensive rebound by Team,46,57
226,3,11:42.0,,Turnover by W. Chandler (bad pass; steal by J. Harris),46,57
227,3,11:39.0,Turnover by D. Russell (bad pass; steal by G. Harris),,46,57
228,3,11:27.0,,W. Chandler makes 2-pt layup from 2 ft (assist by J. Murray),46,59
229,3,11:18.0,J. Harris misses 3-pt jump shot from 23 ft,,46,59
230,3,11:17.0,Turnover by D. Carroll (lost ball; steal by P. Millsap),,46,59
231,3,11:12.0,Offensive rebound by D. Carroll,,46,59
232,3,11:07.0,,Shooting foul by D. Carroll (drawn by P. Millsap),46,59
233,3,11:07.0,,P. Millsap misses free throw 1 of 2,46,59
234,3,11:07.0,,Offensive rebound by Team,46,59
235,3,11:07.0,S. Dinwiddie enters the game for D. Russell,,46,59
236,3,11:07.0,,P. Millsap misses free throw 2 of 2,46,59
237,3,11:07.0,Defensive rebound by T. Mozgov,,46,59
238,3,10:55.0,D. Carroll misses 2-pt layup from 6 ft (block by W. Chandler),,46,59
239,3,10:55.0,Offensive rebound by D. Carroll,,46,59
240,3,10:53.0,Shooting foul by W. Chandler (drawn by D. Carroll),,46,59
241,3,10:53.0,D. Carroll makes free throw 1 of 2,,47,59
242,3,10:53.0,D. Carroll makes free throw 2 of 2,,48,59
243,3,10:40.0,,N. Jokić makes 2-pt jump shot from 4 ft (assist by G. Harris),48,61
244,3,10:40.0,,Shooting foul by T. Mozgov (drawn by N. Jokić),48,61
245,3,10:40.0,D. Russell enters the game for S. Dinwiddie,,48,61
246,3,10:40.0,,N. Jokić makes free throw 1 of 1,48,62
247,3,10:30.0,A. Crabbe misses 3-pt jump shot from 25 ft,,48,62
248,3,10:27.0,,Defensive rebound by N. Jokić,48,62
249,3,10:25.0,Offensive charge foul by N. Jokić (drawn by J. Harris),,48,62
250,3,10:25.0,,Turnover by N. Jokić (offensive foul),48,62
251,3,10:12.0,D. Russell makes 2-pt jump shot from 17 ft,,50,62
252,3,9:58.0,,P. Millsap makes 2-pt jump shot from 14 ft (assist by N. Jokić),50,64
253,3,9:40.0,D. Carroll misses 3-pt jump shot from 25 ft,,50,64
254,3,9:36.0,,Defensive rebound by W. Chandler,50,64
255,3,9:33.0,,Shooting foul by T. Mozgov (drawn by W. Chandler),50,64
256,3,9:33.0,Brooklyn full timeout,,50,64
257,3,9:33.0,T. Zeller enters the game for T. Mozgov,,50,64
258,3,9:33.0,,W. Chandler makes free throw 1 of 2,50,65
259,3,9:33.0,,W. Chandler makes free throw 2 of 2,50,66
260,3,9:23.0,Turnover by A. Crabbe (traveling),,50,66
261,3,9:06.0,,W. Chandler misses 2-pt layup from 3 ft,50,66
262,3,9:01.0,,Offensive rebound by N. Jokić,50,66
263,3,9:01.0,,N. Jokić makes 2-pt layup at rim,50,68
264,3,8:54.0,J. Harris makes 3-pt jump shot from 24 ft (assist by D. Russell),,53,68
265,3,8:41.0,,G. Harris misses 2-pt layup from 2 ft,53,68
266,3,8:41.0,,Offensive rebound by J. Murray,53,68
267,3,8:33.0,,J. Murray makes 2-pt layup from 2 ft,53,70
268,3,8:29.0,A. Crabbe misses 2-pt layup from 8 ft,,53,70
269,3,8:28.0,Offensive rebound by Team,,53,70
270,3,8:28.0,Q. Acy enters the game for D. Carroll,,53,70
271,3,8:28.0,S. Kilpatrick enters the game for J. Harris,,53,70
272,3,8:28.0,J. Harris enters the game for A. Crabbe,,53,70
273,3,8:23.0,S. Kilpatrick misses 2-pt jump shot from 12 ft,,53,70
274,3,8:19.0,,Defensive rebound by W. Chandler,53,70
275,3,8:15.0,,Turnover by P. Millsap (lost ball; steal by S. Kilpatrick),53,70
276,3,8:11.0,Turnover by S. Kilpatrick (lost ball; steal by G. Harris),,53,70
277,3,8:02.0,,J. Murray misses 3-pt jump shot from 23 ft,53,70
278,3,7:58.0,Defensive rebound by S. Kilpatrick,,53,70
279,3,7:55.0,D. Russell misses 3-pt jump shot from 25 ft,,53,70
280,3,7:51.0,,Defensive rebound by N. Jokić,53,70
281,3,7:40.0,,Turnover by J. Murray (bad pass; steal by T. Zeller),53,70
282,3,7:34.0,T. Zeller makes 2-pt layup from 4 ft (assist by D. Russell),,55,70
283,3,7:34.0,Shooting foul by G. Harris (drawn by T. Zeller),,55,70
284,3,7:34.0,,Denver full timeout,55,70
285,3,7:34.0,C. LeVert enters the game for J. Harris,,55,70
286,3,7:34.0,T. Zeller makes free throw 1 of 1,,56,70
287,3,7:23.0,,N. Jokić makes 2-pt jump shot from 16 ft (assist by J. Murray),56,72
288,3,6:58.0,Q. Acy makes 3-pt jump shot from 24 ft (assist by S. Kilpatrick),,59,72
289,3,6:45.0,,N. Jokić makes 2-pt layup from 3 ft (assist by P. Millsap),59,74
290,3,6:31.0,D. Russell makes 2-pt layup from 2 ft,,61,74
291,3,6:16.0,,N. Jokić makes 2-pt jump shot from 20 ft,61,76
292,3,5:55.0,Turnover by D. Russell (lost ball; steal by N. Jokić),,61,76
293,3,5:52.0,,G. Harris makes 2-pt layup from 3 ft,61,78
294,3,5:43.0,Turnover by D. Russell (traveling),,61,78
295,3,5:43.0,,W. Barton enters the game for J. Murray,61,78
296,3,5:43.0,S. Dinwiddie enters the game for D. Russell,,61,78
297,3,5:25.0,,G. Harris makes 2-pt layup from 2 ft (assist by N. Jokić),61,80
298,3,5:15.0,C. LeVert misses 2-pt jump shot from 15 ft,,61,80
299,3,5:08.0,,Defensive rebound by N. Jokić,61,80
300,3,5:05.0,,P. Millsap makes 3-pt jump shot from 25 ft (assist by N. Jokić),61,83
301,3,5:04.0,Brooklyn full timeout,,61,83
302,3,5:04.0,,M. Plumlee enters the game for N. Jokić,61,83
303,3,5:04.0,T. Mozgov enters the game for T. Zeller,,61,83
304,3,4:47.0,S. Kilpatrick misses 3-pt jump shot from 24 ft,,61,83
305,3,4:44.0,,Defensive rebound by W. Chandler,61,83
306,3,4:26.0,,P. Millsap misses 3-pt jump shot from 25 ft,61,83
307,3,4:23.0,,Offensive rebound by W. Chandler,61,83
308,3,4:17.0,,W. Chandler makes 3-pt jump shot from 24 ft (assist by P. Millsap),61,86
309,3,3:56.0,T. Mozgov makes 2-pt hook shot from 4 ft (assist by C. LeVert),,63,86
310,3,3:32.0,,G. Harris misses 3-pt jump shot from 25 ft,63,86
311,3,3:31.0,Defensive rebound by C. LeVert,,63,86
312,3,3:23.0,T. Mozgov makes 3-pt jump shot from 23 ft (assist by Q. Acy),,66,86
313,3,3:03.0,,W. Chandler misses 2-pt layup from 7 ft,66,86
314,3,3:03.0,,Loose ball foul by M. Plumlee (drawn by Q. Acy),66,86
315,3,3:03.0,Defensive rebound by Team,,66,86
316,3,3:03.0,,E. Mudiay enters the game for G. Harris,66,86
317,3,3:03.0,I. Whitehead enters the game for S. Dinwiddie,,66,86
318,3,2:47.0,Q. Acy misses 3-pt jump shot from 24 ft,,66,86
319,3,2:44.0,,Defensive rebound by M. Plumlee,66,86
320,3,2:39.0,,Turnover by M. Plumlee (bad pass; steal by I. Whitehead),66,86
321,3,2:33.0,I. Whitehead misses 2-pt layup from 4 ft (block by M. Plumlee),,66,86
322,3,2:33.0,Offensive rebound by Team,,66,86
323,3,2:33.0,,N. Jokić enters the game for P. Millsap,66,86
324,3,2:28.0,S. Kilpatrick misses 2-pt jump shot from 15 ft,,66,86
325,3,2:25.0,,Defensive rebound by N. Jokić,66,86
326,3,2:19.0,,M. Plumlee makes 2-pt jump shot from 16 ft (assist by E. Mudiay),66,88
327,3,2:06.0,Q. Acy misses 3-pt jump shot from 25 ft,,66,88
328,3,2:02.0,,Defensive rebound by N. Jokić,66,88
329,3,1:54.0,,M. Plumlee makes 2-pt dunk from 2 ft (assist by W. Barton),66,90
330,3,1:32.0,S. Kilpatrick misses 3-pt jump shot from 24 ft,,66,90
331,3,1:30.0,,Defensive rebound by N. Jokić,66,90
332,3,1:25.0,,Turnover by W. Barton (lost ball; steal by I. Whitehead),66,90
333,3,1:23.0,Personal foul by M. Plumlee (drawn by S. Kilpatrick),,66,90
334,3,1:23.0,,M. Beasley enters the game for W. Chandler,66,90
335,3,1:07.0,Turnover by Q. Acy (turnover),,66,90
336,3,1:02.0,,W. Barton misses 3-pt jump shot from 26 ft,66,90
337,3,0:58.0,Defensive rebound by T. Mozgov,,66,90
338,3,0:56.0,S. Kilpatrick makes 2-pt layup from 3 ft (assist by I. Whitehead),,68,90
339,3,0:56.0,Shooting foul by W. Barton (drawn by S. Kilpatrick),,68,90
340,3,0:56.0,,Violation by M. Plumlee (def goaltending),68,90
341,3,0:56.0,S. Kilpatrick makes free throw 1 of 1,,69,90
342,3,0:47.0,,N. Jokić makes 3-pt jump shot from 24 ft (assist by E. Mudiay),69,93
343,3,0:39.0,Personal foul by N. Jokić (drawn by T. Mozgov),,69,93
344,3,0:39.0,T. Mozgov makes free throw 1 of 2,,70,93
345,3,0:39.0,T. Mozgov makes free throw 2 of 2,,71,93
346,3,0:33.0,,E. Mudiay misses 2-pt layup from 4 ft (block by I. Whitehead),71,93
347,3,0:33.0,Defensive rebound by Team,,71,93
348,3,0:29.0,,Turnover by E. Mudiay (turnover; steal by I. Whitehead),71,93
349,3,0:13.0,C. LeVert misses 2-pt layup from 3 ft,,71,93
350,3,0:13.0,Offensive rebound by T. Mozgov,,71,93
351,3,0:13.0,Shooting foul by N. Jokić (drawn by T. Mozgov),,71,93
352,3,0:13.0,T. Mozgov makes free throw 1 of 2,,72,93
353,3,0:13.0,T. Mozgov makes free throw 2 of 2,,73,93
354,3,0:03.0,,N. Jokić misses 3-pt jump shot from 25 ft,73,93
355,3,0:03.0,Defensive rebound by S. Kilpatrick,,73,93
356,4,11:45.0,T. Mozgov misses 3-pt jump shot from 22 ft,,73,93
357,4,11:41.0,,Defensive rebound by M. Beasley,73,93
358,4,11:36.0,,Shooting foul by J. Wiley (drawn by N. Jokić),73,93
359,4,11:36.0,,N. Jokić makes free throw 1 of 2,73,94
360,4,11:36.0,,N. Jokić makes free throw 2 of 2,73,95
361,4,11:21.0,Personal foul by N. Jokić (drawn by I. Whitehead),,73,95
362,4,11:21.0,,M. Plumlee enters the game for N. Jokić,73,95
363,4,11:13.0,S. Kilpatrick misses 2-pt jump shot from 12 ft,,73,95
364,4,11:11.0,,Defensive rebound by W. Chandler,73,95
365,4,11:08.0,,Turnover by W. Chandler (bad pass),73,95
366,4,10:57.0,T. Mozgov makes 2-pt hook shot from 3 ft (assist by I. Whitehead),,75,95
367,4,10:42.0,Offensive charge foul by M. Plumlee (drawn by T. Mozgov),,75,95
368,4,10:42.0,,Turnover by M. Plumlee (offensive foul),75,95
369,4,10:30.0,J. Wiley makes 3-pt jump shot from 22 ft (assist by S. Kilpatrick),,78,95
370,4,10:14.0,,E. Mudiay makes 2-pt jump shot from 12 ft,78,97
371,4,10:05.0,I. Whitehead misses 2-pt jump shot from 8 ft,,78,97
372,4,10:03.0,,Defensive rebound by W. Barton,78,97
373,4,9:59.0,,W. Barton misses 2-pt layup from 2 ft,78,97
374,4,9:57.0,Defensive rebound by J. Wiley,,78,97
375,4,9:54.0,Turnover by S. Kilpatrick (turnover),,78,97
376,4,9:43.0,,W. Barton makes 2-pt layup from 1 ft (assist by M. Plumlee),78,99
377,4,9:33.0,Personal foul by E. Mudiay (drawn by I. Whitehead),,78,99
