,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,BROOKLYN_ACTION,MEMPHIS_SCORE,BROOKLYN_SCORE
100,1,2:13.0,W. Selden makes 2-pt jump shot from 15 ft (assist by I. Rabb),,24,25
101,1,1:49.0,,C. LeVert makes 2-pt layup from 2 ft,24,27
102,1,1:38.0,Shooting foul by C. LeVert (drawn by B. Weber),,24,27
103,1,1:38.0,B. Weber misses free throw 1 of 2,,24,27
104,1,1:38.0,Offensive rebound by Team,,24,27
105,1,1:38.0,D. Brooks enters the game for C. Parsons,,24,27
106,1,1:38.0,B. Weber makes free throw 2 of 2,,25,27
107,1,1:28.0,,D. Carroll misses 3-pt jump shot from 22 ft,25,27
108,1,1:25.0,Defensive rebound by W. Selden,,25,27
109,1,1:18.0,I. Rabb makes 2-pt layup from 3 ft (assist by D. Brooks),,27,27
110,1,1:05.0,,S. Dinwiddie makes 2-pt layup from 2 ft (assist by J. Harris),27,29
111,1,1:05.0,,Shooting foul by D. Brooks (drawn by S. Dinwiddie),27,29
112,1,1:05.0,,S. Dinwiddie makes free throw 1 of 1,27,30
113,1,0:54.0,B. Weber makes 2-pt jump shot from 7 ft,,29,30
114,1,0:35.0,,Shooting foul by D. Brooks (drawn by S. Dinwiddie),29,30
115,1,0:35.0,,S. Dinwiddie makes free throw 1 of 2,29,31
116,1,0:35.0,A. Harrison enters the game for D. Brooks,,29,31
117,1,0:35.0,,S. Dinwiddie makes free throw 2 of 2,29,32
118,1,0:18.0,I. Rabb makes 2-pt dunk from 1 ft (assist by W. Selden),,31,32
119,1,0:02.0,,Q. Acy misses 3-pt jump shot from 27 ft,31,32
120,1,0:02.0,Defensive rebound by I. Rabb,,31,32
121,2,11:49.0,B. Weber makes 2-pt jump shot from 19 ft,,33,32
122,2,11:26.0,,C. LeVert makes 2-pt jump shot from 9 ft (assist by S. Dinwiddie),33,34
123,2,11:14.0,Personal foul by C. LeVert (drawn by B. Weber),,33,34
124,2,11:10.0,B. Weber misses 3-pt jump shot from 24 ft,,33,34
125,2,11:06.0,,Defensive rebound by J. Allen,33,34
126,2,11:00.0,,Turnover by D. Carroll (lost ball; steal by B. Weber),33,34
127,2,10:56.0,Shooting foul by S. Dinwiddie (drawn by A. Harrison),,33,34
128,2,10:56.0,A. Harrison makes free throw 1 of 2,,34,34
129,2,10:56.0,A. Harrison misses free throw 2 of 2,,34,34
130,2,10:54.0,,Defensive rebound by J. Allen,34,34
131,2,10:44.0,,Turnover by J. Harris (bad pass),34,34
132,2,10:32.0,Turnover by B. McLemore (turnover),,34,34
133,2,10:31.0,Loose ball foul by B. McLemore (drawn by J. Harris),,34,34
134,2,10:18.0,,J. Allen misses 2-pt dunk at rim,34,34
135,2,10:16.0,Defensive rebound by B. McLemore,,34,34
136,2,10:09.0,I. Rabb misses 2-pt layup from 2 ft (block by C. LeVert),,34,34
137,2,10:08.0,Offensive rebound by W. Selden,,34,34
138,2,10:06.0,I. Rabb makes 2-pt layup at rim (assist by W. Selden),,36,34
139,2,9:48.0,,Turnover by J. Harris (step out of bounds),36,34
140,2,9:48.0,J. Green enters the game for W. Selden,,36,34
141,2,9:36.0,J. Green makes 2-pt dunk at rim (assist by A. Harrison),,38,34
142,2,9:15.0,,S. Dinwiddie misses 3-pt jump shot from 27 ft,38,34
143,2,9:12.0,,Offensive rebound by D. Carroll,38,34
144,2,9:11.0,,C. LeVert makes 3-pt jump shot from 24 ft (assist by D. Carroll),38,37
145,2,8:53.0,J. Green makes 2-pt dunk at rim (assist by I. Rabb),,40,37
146,2,8:38.0,,C. LeVert makes 3-pt jump shot from 25 ft (assist by J. Allen),40,40
147,2,8:21.0,A. Harrison makes 2-pt jump shot from 4 ft,,42,40
148,2,8:05.0,,Turnover by S. Dinwiddie (bad pass; steal by J. Green),42,40
149,2,7:53.0,B. McLemore makes 2-pt layup at rim (assist by A. Harrison),,44,40
150,2,7:52.0,,Brooklyn full timeout,44,40
151,2,7:52.0,D. Davis enters the game for B. Weber,,44,40
152,2,7:52.0,J. Martin enters the game for I. Rabb,,44,40
153,2,7:41.0,,Turnover by J. Harris (out of bounds lost ball),44,40
154,2,7:27.0,B. McLemore makes 3-pt jump shot from 25 ft (assist by A. Harrison),,47,40
155,2,7:12.0,,R. Hollis-Jefferson enters the game for S. Dinwiddie,47,40
156,2,7:12.0,,D. Russell enters the game for D. Carroll,47,40
157,2,7:12.0,C. Parsons enters the game for J. Green,,47,40
158,2,7:00.0,,J. Harris misses 3-pt jump shot from 24 ft,47,40
159,2,6:59.0,Defensive rebound by B. McLemore,,47,40
160,2,6:53.0,Turnover by B. McLemore (turnover),,47,40
161,2,6:53.0,Loose ball foul by B. McLemore (drawn by C. LeVert),,47,40
162,2,6:41.0,,Personal foul by B. McLemore (drawn by R. Hollis-Jefferson),47,40
163,2,6:41.0,J. Green enters the game for B. McLemore,,47,40
164,2,6:27.0,,D. Russell misses 3-pt jump shot from 29 ft,47,40
165,2,6:24.0,Defensive rebound by J. Green,,47,40
166,2,6:18.0,A. Harrison misses 3-pt jump shot from 24 ft,,47,40
167,2,6:15.0,,Defensive rebound by C. LeVert,47,40
168,2,6:10.0,,C. LeVert makes 3-pt jump shot from 24 ft,47,43
169,2,5:58.0,Personal foul by C. LeVert (drawn by J. Martin),,47,43
170,2,5:58.0,,A. Crabbe enters the game for J. Harris,47,43
171,2,5:58.0,,Q. Acy enters the game for C. LeVert,47,43
172,2,5:58.0,,S. Dinwiddie enters the game for J. Allen,47,43
173,2,5:48.0,A. Harrison misses 2-pt jump shot from 18 ft,,47,43
174,2,5:46.0,,Defensive rebound by A. Crabbe,47,43
175,2,5:38.0,,R. Hollis-Jefferson makes 2-pt dunk at rim (assist by D. Russell),47,45
176,2,5:23.0,J. Martin makes 3-pt jump shot from 23 ft (assist by C. Parsons),,50,45
177,2,5:05.0,,Q. Acy misses 3-pt jump shot from 24 ft,50,45
178,2,5:01.0,Defensive rebound by J. Green,,50,45
179,2,4:54.0,A. Harrison makes 2-pt layup at rim,,52,45
180,2,4:39.0,,Personal foul by A. Harrison (drawn by A. Crabbe),52,45
181,2,4:39.0,B. Weber enters the game for A. Harrison,,52,45
182,2,4:26.0,,A. Crabbe makes 2-pt jump shot from 13 ft (assist by Q. Acy),52,47
183,2,4:06.0,B. Weber makes 2-pt jump shot from 7 ft,,54,47
184,2,3:46.0,Violation by D. Davis (def goaltending),,54,47
185,2,3:46.0,,D. Russell makes 2-pt jump shot from 8 ft,54,49
186,2,3:46.0,,Shooting foul by J. Martin (drawn by D. Russell),54,49
187,2,3:46.0,D. Brooks enters the game for J. Martin,,54,49
188,2,3:46.0,,D. Russell makes free throw 1 of 1,54,50
189,2,3:37.0,Offensive foul by D. Davis (drawn by D. Russell),,54,50
190,2,3:37.0,Turnover by D. Davis (offensive foul),,54,50
191,2,3:19.0,,D. Russell makes 2-pt jump shot from 22 ft,54,52
192,2,3:03.0,D. Brooks makes 2-pt jump shot from 10 ft,,56,52
193,2,2:47.0,,D. Russell makes 2-pt jump shot from 14 ft,56,54
194,2,2:38.0,Turnover by C. Parsons (out of bounds lost ball),,56,54
195,2,2:38.0,Memphis full timeout,,56,54
196,2,2:13.0,,R. Hollis-Jefferson misses 2-pt layup from 3 ft (block by J. Green),56,54
197,2,2:11.0,,Offensive rebound by R. Hollis-Jefferson,56,54
198,2,2:10.0,,R. Hollis-Jefferson misses 2-pt layup from 1 ft,56,54
199,2,2:10.0,,Offensive rebound by R. Hollis-Jefferson,56,54
200,2,2:08.0,,A. Crabbe makes 3-pt jump shot from 22 ft (assist by R. Hollis-Jefferson),56,57
201,2,1:49.0,C. Parsons makes 3-pt jump shot from 23 ft (assist by D. Davis),,59,57
202,2,1:35.0,,Shooting foul by D. Davis (drawn by A. Crabbe),59,57
203,2,1:35.0,,A. Crabbe makes free throw 1 of 3,59,58
204,2,1:35.0,,A. Crabbe makes free throw 2 of 3,59,59
205,2,1:35.0,I. Rabb enters the game for D. Davis,,59,59
206,2,1:35.0,,A. Crabbe makes free throw 3 of 3,59,60
207,2,1:20.0,J. Green makes 2-pt hook shot from 7 ft,,61,60
208,2,0:57.0,,S. Dinwiddie makes 2-pt jump shot from 8 ft (assist by Q. Acy),61,62
209,2,0:57.0,,Shooting foul by D. Brooks (drawn by S. Dinwiddie),61,62
210,2,0:57.0,W. Selden enters the game for D. Brooks,,61,62
211,2,0:57.0,,S. Dinwiddie makes free throw 1 of 1,61,63
212,2,0:42.0,W. Selden misses 3-pt jump shot from 24 ft,,61,63
213,2,0:39.0,,Defensive rebound by D. Russell,61,63
214,2,0:33.0,,A. Crabbe misses 3-pt jump shot from 24 ft,61,63
215,2,0:31.0,Defensive rebound by J. Green,,61,63
216,2,0:15.0,B. Weber makes 2-pt jump shot from 20 ft,,63,63
217,2,0:04.0,,Q. Acy misses 3-pt jump shot from 24 ft,63,63
218,2,0:02.0,,Offensive rebound by R. Hollis-Jefferson,63,63
219,2,0:01.0,,R. Hollis-Jefferson makes 2-pt layup from 1 ft,63,65
220,3,11:47.0,A. Harrison makes 2-pt jump shot from 17 ft,,65,65
221,3,11:26.0,,D. Russell makes 3-pt jump shot from 24 ft (assist by D. Carroll),65,68
222,3,11:14.0,Turnover by D. Davis (lost ball; steal by D. Russell),,65,68
223,3,11:09.0,,A. Crabbe makes 2-pt layup from 1 ft (assist by D. Russell),65,70
224,3,10:57.0,Turnover by J. Green (step out of bounds),,65,70
225,3,10:48.0,,Shooting foul by J. Martin (drawn by R. Hollis-Jefferson),65,70
226,3,10:48.0,,R. Hollis-Jefferson makes free throw 1 of 2,65,71
227,3,10:48.0,W. Selden enters the game for J. Martin,,65,71
228,3,10:48.0,,R. Hollis-Jefferson misses free throw 2 of 2,65,71
229,3,10:46.0,Defensive rebound by J. Green,,65,71
230,3,10:31.0,D. Brooks misses 2-pt layup from 5 ft (block by J. Allen),,65,71
231,3,10:30.0,Offensive rebound by Team,,65,71
232,3,10:28.0,Turnover by W. Selden (bad pass),,65,71
233,3,10:19.0,,Personal foul by D. Davis (drawn by D. Russell),65,71
234,3,10:19.0,I. Rabb enters the game for D. Davis,,65,71
235,3,10:06.0,,D. Russell misses 3-pt jump shot from 24 ft,65,71
236,3,10:03.0,Defensive rebound by J. Green,,65,71
237,3,9:55.0,D. Brooks makes 2-pt layup from 1 ft,,67,71
238,3,9:40.0,,D. Russell misses 3-pt jump shot from 24 ft,67,71
239,3,9:36.0,,Offensive rebound by D. Carroll,67,71
240,3,9:27.0,,D. Carroll makes 3-pt jump shot from 23 ft (assist by R. Hollis-Jefferson),67,74
241,3,9:06.0,D. Brooks misses 2-pt jump shot from 12 ft,,67,74
242,3,9:03.0,,Defensive rebound by R. Hollis-Jefferson,67,74
243,3,8:59.0,,D. Carroll misses 3-pt jump shot from 24 ft,67,74
244,3,8:56.0,Defensive rebound by D. Brooks,,67,74
245,3,8:53.0,W. Selden makes 2-pt dunk at rim (assist by D. Brooks),,69,74
246,3,8:36.0,,A. Crabbe misses 3-pt jump shot from 23 ft,69,74
247,3,8:33.0,Defensive rebound by J. Green,,69,74
248,3,8:29.0,W. Selden misses 2-pt jump shot from 6 ft,,69,74
249,3,8:26.0,,Defensive rebound by D. Carroll,69,74
250,3,8:14.0,,Turnover by D. Carroll (bad pass; steal by I. Rabb),69,74
251,3,8:00.0,I. Rabb misses 2-pt hook shot from 7 ft,,69,74
252,3,7:57.0,,Defensive rebound by D. Russell,69,74
253,3,7:45.0,,D. Carroll misses 3-pt jump shot from 23 ft,69,74
254,3,7:42.0,Defensive rebound by J. Green,,69,74
255,3,7:39.0,D. Brooks makes 2-pt layup from 1 ft (assist by J. Green),,71,74
256,3,7:23.0,,D. Russell misses 2-pt layup from 7 ft (block by A. Harrison),71,74
257,3,7:23.0,,Offensive rebound by Team,71,74
258,3,7:23.0,B. Weber enters the game for A. Harrison,,71,74
259,3,7:16.0,,A. Crabbe makes 3-pt jump shot from 25 ft (assist by D. Russell),71,77
260,3,7:01.0,D. Brooks misses 2-pt jump shot from 19 ft (block by A. Crabbe),,71,77
261,3,6:59.0,,Defensive rebound by R. Hollis-Jefferson,71,77
262,3,6:56.0,,D. Carroll makes 2-pt layup from 2 ft (assist by A. Crabbe),71,79
263,3,6:55.0,Memphis full timeout,,71,79
264,3,6:42.0,I. Rabb misses 2-pt layup from 7 ft (block by D. Russell),,71,79
265,3,6:38.0,Offensive rebound by J. Green,,71,79
266,3,6:38.0,Shooting foul by J. Allen (drawn by D. Brooks),,71,79
267,3,6:38.0,D. Brooks makes free throw 1 of 1,,72,79
268,3,6:38.0,D. Brooks makes 2-pt layup from 1 ft (assist by J. Green),,74,79
269,3,6:17.0,,Turnover by D. Carroll (lost ball; steal by J. Green),74,79
270,3,6:13.0,B. Weber makes 2-pt layup from 1 ft (assist by J. Green),,76,79
271,3,5:53.0,,Personal foul by B. Weber (drawn by D. Russell),76,79
272,3,5:53.0,,Q. Acy enters the game for D. Carroll,76,79
273,3,5:53.0,,S. Dinwiddie enters the game for J. Allen,76,79
274,3,5:49.0,,R. Hollis-Jefferson misses 2-pt layup from 1 ft,76,79
275,3,5:46.0,Defensive rebound by J. Green,,76,79
276,3,5:32.0,Personal foul by R. Hollis-Jefferson (drawn by J. Green),,76,79
277,3,5:32.0,A. Harrison enters the game for D. Brooks,,76,79
278,3,5:18.0,A. Harrison misses 3-pt jump shot from 24 ft,,76,79
279,3,5:15.0,,Defensive rebound by D. Russell,76,79
280,3,5:08.0,,D. Russell misses 2-pt layup from 1 ft (block by I. Rabb),76,79
281,3,5:08.0,Defensive rebound by B. Weber,,76,79
282,3,4:59.0,B. Weber misses 2-pt layup from 1 ft,,76,79
283,3,4:59.0,Offensive rebound by I. Rabb,,76,79
284,3,4:56.0,I. Rabb makes 2-pt layup from 1 ft,,78,79
285,3,4:49.0,,Brooklyn full timeout,78,79
286,3,4:49.0,,J. Harris enters the game for D. Russell,78,79
287,3,4:49.0,,C. LeVert enters the game for A. Crabbe,78,79
288,3,4:49.0,B. McLemore enters the game for J. Green,,78,79
289,3,4:32.0,,Offensive foul by J. Harris (drawn by B. Weber),78,79
290,3,4:32.0,,Turnover by J. Harris (offensive foul),78,79
291,3,4:10.0,A. Harrison makes 2-pt jump shot from 13 ft,,80,79
292,3,3:48.0,,C. LeVert makes 3-pt jump shot from 24 ft (assist by S. Dinwiddie),80,82
293,3,3:37.0,B. Weber misses 2-pt layup from 3 ft (block by Q. Acy),,80,82
294,3,3:34.0,Offensive rebound by W. Selden,,80,82
295,3,3:28.0,I. Rabb misses 2-pt layup from 3 ft (block by Q. Acy),,80,82
296,3,3:26.0,Offensive rebound by I. Rabb,,80,82
297,3,3:26.0,Shooting foul by Q. Acy (drawn by I. Rabb),,80,82
298,3,3:26.0,I. Rabb makes free throw 1 of 2,,81,82
299,3,3:26.0,I. Rabb makes free throw 2 of 2,,82,82
300,3,3:13.0,,C. LeVert misses 2-pt layup from 1 ft,82,82
301,3,3:11.0,Defensive rebound by I. Rabb,,82,82
302,3,3:06.0,W. Selden makes 3-pt jump shot from 25 ft (assist by A. Harrison),,85,82
303,3,2:48.0,,Q. Acy misses 2-pt jump shot from 16 ft,85,82
304,3,2:46.0,Defensive rebound by B. Weber,,85,82
305,3,2:39.0,A. Harrison makes 2-pt layup from 1 ft,,87,82
306,3,2:39.0,Shooting foul by J. Harris (drawn by A. Harrison),,87,82
307,3,2:39.0,,D. Carroll enters the game for R. Hollis-Jefferson,87,82
308,3,2:39.0,A. Harrison makes free throw 1 of 1,,88,82
309,3,2:26.0,,Personal foul by B. McLemore (drawn by J. Harris),88,82
310,3,2:26.0,D. Brooks enters the game for W. Selden,,88,82
311,3,2:20.0,,J. Harris makes 3-pt jump shot from 25 ft (assist by C. LeVert),88,85
312,3,1:59.0,Turnover by I. Rabb (out of bounds lost ball),,88,85
313,3,1:44.0,,Turnover by C. LeVert (out of bounds lost ball),88,85
314,3,1:33.0,B. Weber makes 2-pt jump shot from 16 ft,,90,85
315,3,1:20.0,,Offensive foul by J. Harris (drawn by B. Weber),90,85
316,3,1:20.0,,Turnover by J. Harris (offensive foul),90,85
317,3,1:20.0,,R. Hollis-Jefferson enters the game for J. Harris,90,85
318,3,1:01.0,D. Brooks misses 2-pt layup from 3 ft (block by R. Hollis-Jefferson),,90,85
319,3,0:59.0,Offensive rebound by B. Weber,,90,85
320,3,0:59.0,B. Weber makes 2-pt layup from 1 ft,,92,85
321,3,0:51.0,,Q. Acy misses 3-pt jump shot from 25 ft,92,85
322,3,0:49.0,Defensive rebound by I. Rabb,,92,85
323,3,0:43.0,A. Harrison misses 2-pt layup from 1 ft,,92,85
324,3,0:40.0,,Defensive rebound by Q. Acy,92,85
325,3,0:40.0,,Personal foul by B. Weber (drawn by C. LeVert),92,85
326,3,0:40.0,,C. LeVert makes free throw 1 of 2,92,86
327,3,0:40.0,J. Green enters the game for I. Rabb,,92,86
328,3,0:40.0,,C. LeVert makes free throw 2 of 2,92,87
329,3,0:25.0,Shooting foul by D. Carroll (drawn by A. Harrison),,92,87
330,3,0:25.0,A. Harrison misses free throw 1 of 2,,92,87
331,3,0:25.0,Offensive rebound by Team,,92,87
332,3,0:25.0,A. Harrison makes free throw 2 of 2,,93,87
333,3,0:06.0,,Turnover by C. LeVert (lost ball; steal by J. Green),93,87
334,3,0:01.0,Shooting foul by S. Dinwiddie (drawn by A. Harrison),,93,87
335,3,0:01.0,A. Harrison makes free throw 1 of 2,,94,87
336,3,0:01.0,A. Harrison misses free throw 2 of 2,,94,87
337,3,0:00.0,,Defensive rebound by Q. Acy,94,87
338,4,11:38.0,,S. Dinwiddie misses 3-pt jump shot from 28 ft,94,87
339,4,11:34.0,Defensive rebound by I. Rabb,,94,87
340,4,11:29.0,D. Brooks misses 2-pt jump shot from 19 ft,,94,87
341,4,11:26.0,,Defensive rebound by R. Hollis-Jefferson,94,87
342,4,11:21.0,,D. Carroll makes 3-pt jump shot from 22 ft (assist by S. Dinwiddie),94,90
343,4,11:02.0,Turnover by B. McLemore (bad pass; steal by Q. Acy),,94,90
344,4,11:01.0,,Personal foul by J. Martin (drawn by R. Hollis-Jefferson),94,90
345,4,10:40.0,,Q. Acy makes 3-pt jump shot from 25 ft (assist by S. Dinwiddie),94,93
346,4,10:22.0,B. Weber misses 3-pt jump shot from 25 ft,,94,93
347,4,10:20.0,,Defensive rebound by Q. Acy,94,93
348,4,10:03.0,,Shooting foul by J. Martin (drawn by R. Hollis-Jefferson),94,93
349,4,10:03.0,J. Green enters the game for J. Martin,,94,93
350,4,10:03.0,D. Davis enters the game for I. Rabb,,94,93
351,4,10:03.0,,R. Hollis-Jefferson makes free throw 1 of 2,94,94
352,4,10:03.0,,R. Hollis-Jefferson misses free throw 2 of 2,94,94
353,4,10:01.0,Defensive rebound by J. Green,,94,94
354,4,9:51.0,D. Brooks makes 3-pt jump shot from 24 ft (assist by B. Weber),,97,94
355,4,9:36.0,,Turnover by S. Dinwiddie (bad pass; steal by B. McLemore),97,94
356,4,9:33.0,Personal foul by Q. Acy (drawn by B. McLemore),,97,94
357,4,9:33.0,,J. Harris enters the game for C. LeVert,97,94
358,4,9:31.0,Turnover by D. Brooks (bad pass; steal by R. Hollis-Jefferson),,97,94
359,4,9:25.0,,S. Dinwiddie misses 3-pt jump shot from 25 ft,97,94
360,4,9:22.0,Defensive rebound by D. Davis,,97,94
361,4,9:12.0,J. Green misses 3-pt jump shot from 24 ft,,97,94
362,4,9:09.0,,Defensive rebound by D. Carroll,97,94
363,4,8:45.0,,D. Carroll makes 3-pt jump shot from 23 ft (assist by S. Dinwiddie),97,97
364,4,8:31.0,B. McLemore misses 3-pt jump shot from 25 ft,,97,97
365,4,8:28.0,,Defensive rebound by D. Carroll,97,97
366,4,8:10.0,,Turnover by S. Dinwiddie (bad pass; steal by B. Weber),97,97
367,4,8:04.0,Memphis full timeout,,97,97
368,4,8:04.0,,D. Russell enters the game for S. Dinwiddie,97,97
369,4,8:04.0,,J. Allen enters the game for R. Hollis-Jefferson,97,97
370,4,8:04.0,A. Harrison enters the game for B. Weber,,97,97
371,4,7:53.0,A. Harrison makes 3-pt jump shot from 25 ft,,100,97
372,4,7:27.0,,D. Russell misses 3-pt jump shot from 25 ft,100,97
373,4,7:23.0,Defensive rebound by B. McLemore,,100,97
374,4,7:13.0,A. Harrison misses 2-pt jump shot from 6 ft,,100,97
375,4,7:11.0,,Defensive rebound by Q. Acy,100,97
