,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,CLEVELAND_ACTION,WASHINGTON_SCORE,CLEVELAND_SCORE
105,1,0:52.0,,Defensive rebound by R. Hood,20,28
106,1,0:46.0,,R. Hood makes 3-pt jump shot from 30 ft (assist by J. Clarkson),20,31
107,1,0:22.0,K. Oubre makes 2-pt jump shot from 8 ft (assist by T. Frazier),,22,31
108,1,0:00.0,,L. James misses 3-pt jump shot from 28 ft,22,31
109,1,0:00.0,,Offensive rebound by Team,22,31
110,2,11:46.0,,L. Nance makes 2-pt dunk from 1 ft (assist by R. Hood),22,33
111,2,11:35.0,J. Meeks makes 3-pt jump shot from 26 ft (assist by K. Oubre),,25,33
112,2,11:11.0,,J. Clarkson misses 3-pt jump shot from 31 ft,25,33
113,2,11:08.0,Defensive rebound by K. Oubre,,25,33
114,2,10:52.0,I. Mahinmi makes 2-pt hook shot from 9 ft (assist by J. Meeks),,27,33
115,2,10:43.0,,J. Clarkson makes 2-pt jump shot from 10 ft,27,35
116,2,10:43.0,,Shooting foul by T. Frazier (drawn by J. Clarkson),27,35
117,2,10:43.0,,J. Clarkson makes free throw 1 of 1,27,36
118,2,10:28.0,T. Frazier makes 2-pt jump shot from 20 ft (assist by I. Mahinmi),,29,36
119,2,10:15.0,,J. Clarkson makes 2-pt jump shot from 13 ft,29,38
120,2,10:08.0,Personal foul by L. Nance (drawn by T. Frazier),,29,38
121,2,9:56.0,K. Oubre misses 2-pt jump shot from 15 ft,,29,38
122,2,9:53.0,,Defensive rebound by L. Nance,29,38
123,2,9:46.0,,J. Clarkson misses 2-pt jump shot from 8 ft,29,38
124,2,9:44.0,,Offensive rebound by L. Nance,29,38
125,2,9:38.0,,L. Nance makes 2-pt dunk at rim (assist by J. Green),29,40
126,2,9:16.0,M. Scott makes 2-pt jump shot from 9 ft,,31,40
127,2,9:02.0,,R. Hood misses 2-pt jump shot from 21 ft,31,40
128,2,8:59.0,Defensive rebound by I. Mahinmi,,31,40
129,2,8:46.0,M. Scott misses 2-pt jump shot from 5 ft,,31,40
130,2,8:46.0,,Defensive rebound by Team,31,40
131,2,8:46.0,Loose ball foul by I. Mahinmi (drawn by K. Korver),,31,40
132,2,8:34.0,,Offensive foul by L. Nance (drawn by T. Frazier),31,40
133,2,8:34.0,,Turnover by L. Nance (offensive foul),31,40
134,2,8:20.0,J. Meeks misses 2-pt layup from 1 ft,,31,40
135,2,8:16.0,,Defensive rebound by L. Nance,31,40
136,2,8:14.0,,J. Clarkson misses 3-pt jump shot from 26 ft,31,40
137,2,8:13.0,Defensive rebound by Team,,31,40
138,2,7:50.0,T. Frazier misses 3-pt jump shot from 28 ft,,31,40
139,2,7:48.0,,Defensive rebound by R. Hood,31,40
140,2,7:41.0,,J. Green misses 2-pt layup at rim,31,40
141,2,7:39.0,Defensive rebound by T. Frazier,,31,40
142,2,7:33.0,K. Oubre misses 2-pt jump shot from 7 ft,,31,40
143,2,7:31.0,,Defensive rebound by K. Korver,31,40
144,2,7:29.0,,Turnover by J. Clarkson (out of bounds lost ball),31,40
145,2,7:14.0,J. Meeks misses 2-pt jump shot from 16 ft,,31,40
146,2,7:11.0,,Defensive rebound by J. Clarkson,31,40
147,2,7:05.0,,J. Clarkson makes 2-pt layup from 1 ft,31,42
148,2,7:05.0,,Shooting foul by T. Frazier (drawn by J. Clarkson),31,42
149,2,7:05.0,,L. James enters the game for J. Green,31,42
150,2,7:05.0,B. Beal enters the game for T. Frazier,,31,42
151,2,7:05.0,T. Satoranský enters the game for J. Meeks,,31,42
152,2,7:05.0,M. Morris enters the game for I. Mahinmi,,31,42
153,2,7:05.0,,J. Clarkson makes free throw 1 of 1,31,43
154,2,6:54.0,B. Beal makes 2-pt layup from 1 ft (assist by T. Satoranský),,33,43
155,2,6:42.0,,Shooting foul by M. Scott (drawn by L. Nance),33,43
156,2,6:42.0,,Cleveland full timeout,33,43
157,2,6:42.0,O. Porter enters the game for M. Scott,,33,43
158,2,6:42.0,,L. Nance misses free throw 1 of 2,33,43
159,2,6:42.0,,Offensive rebound by Team,33,43
160,2,6:42.0,,L. Nance misses free throw 2 of 2,33,43
161,2,6:39.0,Defensive rebound by O. Porter,,33,43
162,2,6:21.0,O. Porter misses 2-pt jump shot from 12 ft,,33,43
163,2,6:20.0,Offensive rebound by Team,,33,43
164,2,6:17.0,Turnover by Team (shot clock),,33,43
165,2,6:00.0,,Turnover by L. James (bad pass),33,43
166,2,6:00.0,,J. Smith enters the game for L. Nance,33,43
167,2,5:39.0,Personal foul by K. Korver (drawn by M. Morris),,33,43
168,2,5:39.0,,G. Hill enters the game for J. Clarkson,33,43
169,2,5:29.0,Turnover by M. Morris (bad pass),,33,43
170,2,5:19.0,,Personal foul by K. Oubre (drawn by L. James),33,43
171,2,5:19.0,,L. James makes free throw 1 of 2,33,44
172,2,5:19.0,,T. Thompson enters the game for K. Korver,33,44
173,2,5:19.0,,L. James makes free throw 2 of 2,33,45
174,2,5:03.0,T. Satoranský makes 2-pt jump shot from 8 ft (assist by M. Morris),,35,45
175,2,4:53.0,,G. Hill misses 3-pt jump shot from 24 ft,35,45
176,2,4:49.0,Defensive rebound by B. Beal,,35,45
177,2,4:40.0,O. Porter makes 3-pt jump shot from 25 ft (assist by T. Satoranský),,38,45
178,2,4:17.0,,Personal foul by T. Satoranský (drawn by G. Hill),38,45
179,2,4:17.0,,G. Hill makes free throw 1 of 2,38,46
180,2,4:17.0,,G. Hill misses free throw 2 of 2,38,46
181,2,4:13.0,Defensive rebound by K. Oubre,,38,46
182,2,4:02.0,B. Beal makes 3-pt jump shot from 25 ft,,41,46
183,2,3:40.0,,G. Hill misses 2-pt layup at rim,41,46
184,2,3:37.0,Defensive rebound by M. Morris,,41,46
185,2,3:31.0,K. Oubre makes 3-pt jump shot from 25 ft (assist by M. Morris),,44,46
186,2,3:30.0,,Cleveland full timeout,44,46
187,2,3:15.0,,R. Hood misses 3-pt jump shot from 23 ft,44,46
188,2,3:13.0,Defensive rebound by T. Satoranský,,44,46
189,2,3:06.0,M. Morris misses 3-pt jump shot from 25 ft,,44,46
190,2,3:03.0,Offensive rebound by O. Porter,,44,46
191,2,2:48.0,M. Morris makes 2-pt jump shot from 15 ft (assist by T. Satoranský),,46,46
192,2,2:26.0,,G. Hill misses 2-pt jump shot from 14 ft,46,46
193,2,2:24.0,Defensive rebound by Team,,46,46
194,2,2:24.0,,Loose ball foul by T. Thompson (drawn by K. Oubre),46,46
195,2,2:09.0,K. Oubre makes 3-pt jump shot from 24 ft (assist by O. Porter),,49,46
196,2,1:53.0,,L. James makes 2-pt dunk at rim,49,48
197,2,1:38.0,M. Morris makes 3-pt jump shot from 25 ft (assist by T. Satoranský),,52,48
198,2,1:16.0,,Turnover by G. Hill (bad pass; steal by O. Porter),52,48
199,2,1:15.0,Turnover by O. Porter (bad pass; steal by G. Hill),,52,48
200,2,1:15.0,,Turnover by G. Hill (bad pass; steal by M. Morris),52,48
201,2,0:57.0,K. Oubre makes 2-pt dunk from 1 ft (assist by B. Beal),,54,48
202,2,0:52.0,,L. James makes 2-pt layup from 1 ft,54,50
203,2,0:39.0,B. Beal misses 2-pt layup from 1 ft,,54,50
204,2,0:37.0,,Defensive rebound by J. Smith,54,50
205,2,0:33.0,,R. Hood makes 2-pt jump shot from 7 ft (assist by L. James),54,52
206,2,0:13.0,T. Satoranský makes 2-pt jump shot from 7 ft,,56,52
207,2,0:13.0,Shooting foul by G. Hill (drawn by T. Satoranský),,56,52
208,2,0:13.0,,J. Green enters the game for T. Thompson,56,52
209,2,0:13.0,M. Scott enters the game for O. Porter,,56,52
210,2,0:13.0,T. Satoranský makes free throw 1 of 1,,57,52
211,2,0:02.0,,L. James makes 2-pt jump shot from 5 ft,57,54
212,2,0:02.0,,Shooting foul by M. Morris (drawn by L. James),57,54
213,2,0:02.0,,C. Osman enters the game for G. Hill,57,54
214,2,0:02.0,,L. James misses free throw 1 of 1,57,54
215,2,0:00.0,Defensive rebound by M. Morris,,57,54
216,2,0:00.0,M. Morris misses 3-pt jump shot from 49 ft,,57,54
217,2,0:00.0,Offensive rebound by Team,,57,54
218,3,11:44.0,,T. Thompson makes 2-pt hook shot from 7 ft (assist by G. Hill),57,56
219,3,11:22.0,Turnover by M. Morris (lost ball; steal by L. James),,57,56
220,3,11:16.0,,J. Smith makes 3-pt jump shot from 24 ft (assist by L. James),57,59
221,3,11:02.0,T. Satoranský makes 2-pt jump shot from 21 ft,,59,59
222,3,10:46.0,,Turnover by G. Hill (bad pass; steal by O. Porter),59,59
223,3,10:33.0,B. Beal misses 2-pt jump shot from 18 ft,,59,59
224,3,10:31.0,,Defensive rebound by T. Thompson,59,59
225,3,10:27.0,,G. Hill makes 2-pt layup from 1 ft,59,61
226,3,10:27.0,,Shooting foul by B. Beal (drawn by G. Hill),59,61
227,3,10:27.0,,G. Hill makes free throw 1 of 1,59,62
228,3,10:14.0,O. Porter makes 3-pt jump shot from 24 ft (assist by B. Beal),,62,62
229,3,10:02.0,,G. Hill misses 3-pt jump shot from 24 ft,62,62
230,3,9:59.0,Defensive rebound by O. Porter,,62,62
231,3,9:55.0,Personal foul by L. James (drawn by O. Porter),,62,62
232,3,9:41.0,M. Morris misses 3-pt jump shot from 22 ft,,62,62
233,3,9:38.0,,Defensive rebound by G. Hill,62,62
234,3,9:20.0,Violation by M. Gortat (kicked ball),,62,62
235,3,9:07.0,,L. James misses 3-pt jump shot from 27 ft,62,62
236,3,9:04.0,Defensive rebound by T. Satoranský,,62,62
237,3,9:00.0,Personal foul by L. James (drawn by M. Gortat),,62,62
238,3,8:52.0,O. Porter misses 2-pt jump shot from 10 ft,,62,62
239,3,8:50.0,,Defensive rebound by C. Osman,62,62
240,3,8:43.0,,C. Osman misses 2-pt layup from 1 ft,62,62
241,3,8:38.0,,Offensive rebound by T. Thompson,62,62
242,3,8:38.0,,T. Thompson makes 2-pt layup at rim,62,64
243,3,8:24.0,B. Beal misses 2-pt jump shot from 18 ft,,62,64
244,3,8:21.0,,Defensive rebound by L. James,62,64
245,3,8:17.0,,Turnover by L. James (bad pass),62,64
246,3,7:55.0,M. Gortat makes 2-pt layup at rim (assist by B. Beal),,64,64
247,3,7:44.0,,Personal foul by M. Morris (drawn by C. Osman),64,64
248,3,7:33.0,,C. Osman misses 2-pt jump shot from 11 ft,64,64
249,3,7:31.0,Defensive rebound by M. Gortat,,64,64
250,3,7:26.0,B. Beal makes 2-pt jump shot from 7 ft,,66,64
251,3,7:03.0,,G. Hill misses 3-pt jump shot from 23 ft,66,64
252,3,7:00.0,Defensive rebound by O. Porter,,66,64
253,3,6:50.0,M. Gortat misses 2-pt layup from 1 ft (block by T. Thompson),,66,64
254,3,6:48.0,,Defensive rebound by T. Thompson,66,64
255,3,6:47.0,,Personal foul by T. Satoranský (drawn by L. James),66,64
256,3,6:47.0,,Cleveland full timeout,66,64
257,3,6:39.0,,J. Smith misses 3-pt jump shot from 25 ft,66,64
258,3,6:36.0,Defensive rebound by M. Gortat,,66,64
259,3,6:24.0,T. Satoranský makes 3-pt jump shot from 25 ft (assist by M. Morris),,69,64
260,3,6:04.0,,C. Osman misses 3-pt jump shot from 23 ft,69,64
261,3,6:02.0,Defensive rebound by M. Morris,,69,64
262,3,5:51.0,O. Porter misses 3-pt jump shot from 24 ft,,69,64
263,3,5:48.0,,Defensive rebound by Team,69,64
264,3,5:28.0,,Turnover by T. Thompson (bad pass; steal by T. Satoranský),69,64
265,3,5:19.0,Turnover by M. Morris (bad pass),,69,64
266,3,5:01.0,,L. James makes 3-pt jump shot from 23 ft (assist by G. Hill),69,67
267,3,4:40.0,Turnover by B. Beal (bad pass; steal by J. Smith),,69,67
268,3,4:27.0,,J. Smith makes 3-pt jump shot from 23 ft (assist by T. Thompson),69,70
269,3,4:11.0,M. Gortat makes 2-pt layup from 1 ft (assist by B. Beal),,71,70
270,3,3:55.0,,T. Thompson makes 2-pt jump shot from 12 ft (assist by G. Hill),71,72
271,3,3:39.0,M. Morris makes 2-pt dunk from 1 ft (assist by T. Satoranský),,73,72
272,3,3:15.0,,G. Hill misses 3-pt jump shot from 25 ft,73,72
273,3,3:12.0,Defensive rebound by M. Gortat,,73,72
274,3,3:01.0,Turnover by B. Beal (bad pass),,73,72
275,3,3:01.0,,R. Hood enters the game for L. James,73,72
276,3,2:48.0,Washington full timeout,,73,72
277,3,2:48.0,,J. Clarkson enters the game for G. Hill,73,72
278,3,2:48.0,,J. Green enters the game for C. Osman,73,72
279,3,2:48.0,I. Mahinmi enters the game for M. Gortat,,73,72
280,3,2:48.0,K. Oubre enters the game for O. Porter,,73,72
281,3,2:44.0,,J. Smith misses 3-pt jump shot from 23 ft,73,72
282,3,2:42.0,Defensive rebound by M. Morris,,73,72
283,3,2:29.0,B. Beal makes 2-pt layup from 1 ft (assist by T. Satoranský),,75,72
284,3,2:20.0,,Personal foul by I. Mahinmi (drawn by J. Clarkson),75,72
285,3,2:20.0,,L. Nance enters the game for J. Smith,75,72
286,3,2:20.0,,K. Korver enters the game for T. Thompson,75,72
287,3,2:20.0,M. Scott enters the game for M. Morris,,75,72
288,3,2:11.0,,R. Hood makes 3-pt jump shot from 25 ft,75,75
289,3,1:53.0,B. Beal misses 2-pt jump shot from 22 ft,,75,75
290,3,1:50.0,,Defensive rebound by K. Korver,75,75
291,3,1:35.0,,Personal block foul by K. Oubre (drawn by J. Clarkson),75,75
292,3,1:35.0,,J. Clarkson makes free throw 1 of 2,75,76
293,3,1:35.0,,J. Clarkson misses free throw 2 of 2,75,76
294,3,1:33.0,Defensive rebound by M. Scott,,75,76
295,3,1:16.0,Shooting foul by L. Nance (drawn by I. Mahinmi),,75,76
296,3,1:16.0,I. Mahinmi makes free throw 1 of 2,,76,76
297,3,1:16.0,J. Meeks enters the game for B. Beal,,76,76
298,3,1:16.0,I. Mahinmi makes free throw 2 of 2,,77,76
299,3,1:04.0,,K. Korver makes 3-pt jump shot from 25 ft (assist by R. Hood),77,79
300,3,0:51.0,J. Meeks makes 3-pt jump shot from 25 ft,,80,79
301,3,0:35.0,,L. Nance misses 2-pt jump shot from 15 ft,80,79
302,3,0:32.0,Defensive rebound by K. Oubre,,80,79
303,3,0:12.0,T. Satoranský makes 2-pt jump shot from 13 ft,,82,79
304,3,0:00.0,,J. Clarkson misses 3-pt jump shot from 27 ft,82,79
305,3,0:00.0,,Offensive rebound by Team,82,79
306,4,11:35.0,J. Meeks misses 2-pt layup from 1 ft,,82,79
307,4,11:34.0,,Defensive rebound by K. Korver,82,79
308,4,11:22.0,,J. Green makes 2-pt jump shot from 6 ft,82,81
309,4,11:22.0,,Shooting foul by J. Meeks (drawn by J. Green),82,81
310,4,11:22.0,,J. Green makes free throw 1 of 1,82,82
311,4,11:08.0,Shooting foul by J. Green (drawn by K. Oubre),,82,82
312,4,11:08.0,K. Oubre makes free throw 1 of 2,,83,82
313,4,11:08.0,K. Oubre makes free throw 2 of 2,,84,82
314,4,10:56.0,,L. Nance makes 2-pt dunk from 1 ft (assist by K. Korver),84,84
315,4,10:38.0,I. Mahinmi misses 2-pt jump shot from 9 ft,,84,84
316,4,10:34.0,Offensive rebound by M. Scott,,84,84
317,4,10:31.0,M. Scott makes 2-pt layup from 7 ft,,86,84
318,4,10:19.0,,J. Green makes 2-pt jump shot from 20 ft,86,86
319,4,9:57.0,M. Scott makes 2-pt jump shot from 9 ft (assist by K. Oubre),,88,86
320,4,9:47.0,,Personal foul by T. Frazier (drawn by K. Korver),88,86
321,4,9:42.0,,K. Korver makes 3-pt jump shot from 25 ft (assist by J. Clarkson),88,89
322,4,9:32.0,M. Scott misses 3-pt jump shot from 29 ft,,88,89
323,4,9:31.0,,Defensive rebound by Team,88,89
324,4,9:22.0,,K. Korver misses 3-pt jump shot from 24 ft,88,89
325,4,9:19.0,Defensive rebound by M. Scott,,88,89
326,4,9:11.0,M. Scott makes 2-pt jump shot from 9 ft,,90,89
327,4,8:55.0,,J. Green misses 3-pt jump shot from 25 ft,90,89
328,4,8:52.0,Defensive rebound by K. Oubre,,90,89
329,4,8:48.0,K. Oubre misses 3-pt jump shot from 26 ft,,90,89
330,4,8:46.0,,Defensive rebound by Team,90,89
331,4,8:34.0,,R. Hood misses 3-pt jump shot from 25 ft,90,89
332,4,8:32.0,Defensive rebound by Team,,90,89
333,4,8:32.0,,Loose ball foul by L. Nance (drawn by T. Frazier),90,89
334,4,8:32.0,,L. James enters the game for R. Hood,90,89
335,4,8:25.0,Offensive foul by M. Scott (drawn by J. Green),,90,89
336,4,8:25.0,Turnover by M. Scott (offensive foul),,90,89
337,4,8:10.0,,J. Green misses 3-pt jump shot from 26 ft,90,89
338,4,8:06.0,Defensive rebound by T. Frazier,,90,89
339,4,7:59.0,J. Meeks makes 2-pt jump shot from 6 ft (assist by T. Frazier),,92,89
340,4,7:46.0,,Personal foul by I. Mahinmi (drawn by J. Green),92,89
341,4,7:44.0,,K. Korver misses 3-pt jump shot from 27 ft,92,89
342,4,7:41.0,Defensive rebound by Team,,92,89
343,4,7:26.0,Turnover by I. Mahinmi (bad pass; steal by L. Nance),,92,89
344,4,7:16.0,,J. Green misses 3-pt jump shot from 23 ft,92,89
345,4,7:13.0,Defensive rebound by T. Frazier,,92,89
346,4,7:08.0,Washington full timeout,,92,89
347,4,7:08.0,,R. Hood enters the game for J. Green,92,89
348,4,7:08.0,O. Porter enters the game for T. Frazier,,92,89
349,4,7:08.0,B. Beal enters the game for M. Scott,,92,89
350,4,6:51.0,K. Oubre makes 3-pt jump shot from 22 ft (assist by I. Mahinmi),,95,89
351,4,6:35.0,,K. Korver misses 3-pt jump shot from 25 ft (block by B. Beal),95,89
352,4,6:30.0,Defensive rebound by O. Porter,,95,89
353,4,6:28.0,B. Beal misses 3-pt jump shot from 26 ft,,95,89
354,4,6:26.0,,Defensive rebound by J. Clarkson,95,89
355,4,6:22.0,,L. James misses 2-pt jump shot from 17 ft,95,89
356,4,6:19.0,Defensive rebound by K. Oubre,,95,89
357,4,6:12.0,I. Mahinmi makes 2-pt dunk at rim (assist by B. Beal),,97,89
358,4,6:12.0,,Cleveland full timeout,97,89
359,4,6:12.0,,G. Hill enters the game for J. Clarkson,97,89
360,4,6:12.0,,J. Smith enters the game for L. Nance,97,89
361,4,6:12.0,,T. Thompson enters the game for K. Korver,97,89
362,4,5:54.0,,L. James makes 2-pt layup from 1 ft,97,91
363,4,5:28.0,B. Beal makes 2-pt jump shot from 16 ft,,99,91
364,4,5:05.0,,L. James makes 2-pt layup from 1 ft,99,93
365,4,4:47.0,O. Porter makes 3-pt jump shot from 25 ft (assist by B. Beal),,102,93
366,4,4:33.0,,Personal foul by B. Beal (drawn by T. Thompson),102,93
367,4,4:19.0,,Turnover by T. Thompson (lost ball; steal by I. Mahinmi),102,93
368,4,4:14.0,J. Meeks misses 3-pt jump shot from 23 ft,,102,93
369,4,4:11.0,,Defensive rebound by T. Thompson,102,93
370,4,4:02.0,,J. Smith misses 3-pt jump shot from 24 ft,102,93
371,4,3:59.0,Defensive rebound by O. Porter,,102,93
372,4,3:44.0,Shooting foul by R. Hood (drawn by J. Meeks),,102,93
373,4,3:44.0,J. Meeks makes free throw 1 of 2,,103,93
374,4,3:44.0,,K. Korver enters the game for T. Thompson,103,93
375,4,3:44.0,J. Meeks makes free throw 2 of 2,,104,93
376,4,3:38.0,,L. James makes 2-pt layup from 1 ft,104,95
377,4,3:18.0,B. Beal misses 2-pt layup from 1 ft,,104,95
378,4,3:16.0,,Defensive rebound by L. James,104,95
379,4,3:13.0,,Shooting foul by I. Mahinmi (drawn by L. James),104,95
380,4,3:13.0,,L. James makes free throw 1 of 2,104,96
381,4,3:13.0,M. Morris enters the game for I. Mahinmi,,104,96
382,4,3:13.0,,L. James makes free throw 2 of 2,104,97
383,4,2:51.0,M. Morris misses 3-pt jump shot from 23 ft,,104,97
384,4,2:47.0,,Defensive rebound by L. James,104,97
385,4,2:41.0,,R. Hood misses 3-pt jump shot from 22 ft,104,97
386,4,2:39.0,Defensive rebound by M. Morris,,104,97
387,4,2:23.0,J. Meeks misses 3-pt jump shot from 26 ft,,104,97
388,4,2:20.0,,Defensive rebound by K. Korver,104,97
