,QUARTER,TIME_REMAINING,CHICAGO_ACTION,PHOENIX_ACTION,CHICAGO_SCORE,PHOENIX_SCORE
58,1,4:10.0,Offensive rebound by R. Lopez,,18,19
59,1,3:54.0,J. Holiday makes 3-pt jump shot from 26 ft (assist by A. Blakeney),,21,19
60,1,3:40.0,,Shooting foul by L. Markkanen (drawn by D. Bender),21,19
61,1,3:40.0,,D. Bender makes free throw 1 of 2,21,20
62,1,3:40.0,,M. James enters the game for T. Ulis,21,20
63,1,3:40.0,B. Portis enters the game for L. Markkanen,,21,20
64,1,3:40.0,,D. Bender makes free throw 2 of 2,21,21
65,1,3:31.0,R. Lopez makes 2-pt jump shot from 10 ft (assist by K. Dunn),,23,21
66,1,3:15.0,,D. Booker makes 2-pt jump shot from 9 ft (assist by J. Jackson),23,23
67,1,3:03.0,K. Dunn misses 2-pt jump shot from 18 ft,,23,23
68,1,3:01.0,,Defensive rebound by A. Len,23,23
69,1,2:53.0,Chicago full timeout,,23,23
70,1,2:50.0,,D. Bender misses 2-pt jump shot from 19 ft,23,23
71,1,2:47.0,Defensive rebound by A. Blakeney,,23,23
72,1,2:44.0,A. Blakeney makes 2-pt layup from 1 ft,,25,23
73,1,2:39.0,,Turnover by D. Booker (bad pass; steal by J. Holiday),25,23
74,1,2:26.0,K. Dunn misses 2-pt layup from 1 ft,,25,23
75,1,2:20.0,Offensive rebound by R. Lopez,,25,23
76,1,2:20.0,R. Lopez makes 2-pt layup at rim,,27,23
77,1,2:08.0,,M. James makes 2-pt layup at rim,27,25
78,1,2:08.0,,Shooting foul by K. Dunn (drawn by M. James),27,25
79,1,2:08.0,,T. Daniels enters the game for D. Booker,27,25
80,1,2:08.0,,M. James makes free throw 1 of 1,27,26
81,1,1:54.0,J. Holiday makes 3-pt jump shot from 24 ft (assist by K. Dunn),,30,26
82,1,1:36.0,,A. Len makes 2-pt dunk at rim (assist by T. Daniels),30,28
83,1,1:23.0,K. Dunn makes 2-pt jump shot from 19 ft,,32,28
84,1,1:04.0,,Turnover by M. James (traveling),32,28
85,1,1:04.0,C. Felício enters the game for J. Holiday,,32,28
86,1,1:04.0,Q. Pondexter enters the game for R. Lopez,,32,28
87,1,0:56.0,A. Blakeney makes 2-pt jump shot from 17 ft (assist by C. Felício),,34,28
88,1,0:38.0,,D. Bender misses 2-pt jump shot from 16 ft,34,28
89,1,0:35.0,Defensive rebound by K. Dunn,,34,28
90,1,0:32.0,B. Portis makes 2-pt layup at rim (assist by K. Dunn),,36,28
91,1,0:32.0,Shooting foul by D. Bender (drawn by B. Portis),,36,28
92,1,0:32.0,B. Portis makes free throw 1 of 1,,37,28
93,1,0:21.0,,D. Bender misses 3-pt jump shot from 26 ft,37,28
94,1,0:16.0,,Offensive rebound by A. Len,37,28
95,1,0:03.0,,M. James makes 2-pt layup at rim,37,30
96,1,0:00.0,Q. Pondexter misses 3-pt jump shot from 29 ft,,37,30
97,1,0:00.0,Offensive rebound by Team,,37,30
98,2,11:52.0,,T. Daniels makes 3-pt jump shot from 22 ft (assist by M. James),37,33
99,2,11:38.0,A. Blakeney misses 2-pt jump shot from 16 ft (block by T. Warren),,37,33
100,2,11:33.0,,Defensive rebound by T. Warren,37,33
101,2,11:15.0,,M. James misses 3-pt jump shot from 30 ft,37,33
102,2,11:12.0,,Offensive rebound by T. Warren,37,33
103,2,10:54.0,,T. Daniels makes 2-pt jump shot from 20 ft (assist by M. James),37,35
104,2,10:40.0,B. Portis misses 2-pt jump shot from 18 ft,,37,35
105,2,10:38.0,,Defensive rebound by A. Len,37,35
106,2,10:15.0,,T. Daniels misses 3-pt jump shot from 31 ft,37,35
107,2,10:10.0,Defensive rebound by Q. Pondexter,,37,35
108,2,10:07.0,Turnover by K. Dunn (bad pass),,37,35
109,2,10:02.0,,Personal foul by K. Dunn (drawn by M. James),37,35
110,2,9:51.0,,M. James misses 3-pt jump shot from 26 ft,37,35
111,2,9:47.0,,Offensive rebound by A. Len,37,35
112,2,9:45.0,,T. Warren misses 3-pt jump shot from 25 ft,37,35
113,2,9:43.0,,Offensive rebound by A. Len,37,35
114,2,9:40.0,,Personal foul by Q. Pondexter (drawn by T. Daniels),37,35
115,2,9:35.0,,T. Warren misses 2-pt jump shot from 19 ft,37,35
116,2,9:34.0,Defensive rebound by K. Dunn,,37,35
117,2,9:26.0,Turnover by K. Dunn (bad pass; steal by M. James),,37,35
118,2,9:18.0,,M. James makes 2-pt layup at rim,37,37
119,2,9:18.0,Chicago full timeout,,37,37
120,2,9:18.0,D. Valentine enters the game for Q. Pondexter,,37,37
121,2,9:08.0,A. Blakeney misses 3-pt jump shot from 25 ft,,37,37
122,2,9:07.0,Offensive rebound by Team,,37,37
123,2,8:59.0,K. Dunn misses 2-pt layup from 1 ft,,37,37
124,2,8:58.0,Offensive rebound by C. Felício,,37,37
125,2,8:58.0,C. Felício makes 2-pt layup at rim,,39,37
126,2,8:46.0,,A. Len makes 2-pt jump shot from 4 ft (assist by M. James),39,39
127,2,8:37.0,D. Valentine misses 2-pt jump shot from 14 ft,,39,39
128,2,8:37.0,,Defensive rebound by Team,39,39
129,2,8:23.0,,T. Daniels makes 3-pt jump shot from 24 ft (assist by A. Len),39,42
130,2,8:08.0,K. Dunn makes 3-pt jump shot from 24 ft (assist by C. Felício),,42,42
131,2,7:47.0,,D. Bender misses 2-pt layup from 1 ft (block by B. Portis),42,42
132,2,7:42.0,,Offensive rebound by D. Bender,42,42
133,2,7:42.0,,D. Bender makes 2-pt layup from 1 ft,42,44
134,2,7:27.0,B. Portis makes 2-pt layup from 1 ft,,44,44
135,2,7:11.0,,T. Warren misses 2-pt jump shot from 5 ft,44,44
136,2,7:11.0,Defensive rebound by Team,,44,44
137,2,7:11.0,J. Grant enters the game for B. Portis,,44,44
138,2,7:11.0,L. Markkanen enters the game for A. Blakeney,,44,44
139,2,7:11.0,J. Holiday enters the game for K. Dunn,,44,44
140,2,6:55.0,L. Markkanen makes 2-pt jump shot from 12 ft,,46,44
141,2,6:40.0,,Personal block foul by C. Felício (drawn by M. James),46,44
142,2,6:40.0,,M. Chriss enters the game for A. Len,46,44
143,2,6:40.0,,G. Monroe enters the game for D. Bender,46,44
144,2,6:33.0,,Personal block foul by C. Felício (drawn by M. James),46,44
145,2,6:33.0,R. Lopez enters the game for C. Felício,,46,44
146,2,6:29.0,,T. Daniels misses 2-pt jump shot from 21 ft,46,44
147,2,6:25.0,Defensive rebound by L. Markkanen,,46,44
148,2,6:18.0,J. Grant makes 2-pt jump shot from 12 ft,,48,44
149,2,6:01.0,,Turnover by T. Daniels (lost ball; steal by J. Grant),48,44
150,2,6:01.0,Personal foul by T. Daniels (drawn by J. Grant),,48,44
151,2,6:01.0,,D. Booker enters the game for T. Daniels,48,44
152,2,6:01.0,,T. Ulis enters the game for M. James,48,44
153,2,5:49.0,Personal foul by G. Monroe (drawn by R. Lopez),,48,44
154,2,5:39.0,J. Grant misses 2-pt layup from 1 ft,,48,44
155,2,5:37.0,,Defensive rebound by M. Chriss,48,44
156,2,5:32.0,,T. Ulis makes 2-pt layup from 7 ft (assist by D. Booker),48,46
157,2,5:20.0,Turnover by J. Grant (lost ball; steal by M. Chriss),,48,46
158,2,5:16.0,,T. Warren makes 2-pt layup at rim (assist by M. Chriss),48,48
159,2,5:01.0,Turnover by L. Markkanen (traveling),,48,48
160,2,4:45.0,,G. Monroe misses 2-pt layup at rim,48,48
161,2,4:45.0,,Offensive rebound by T. Warren,48,48
162,2,4:45.0,,T. Warren makes 2-pt layup at rim,48,50
163,2,4:32.0,D. Valentine misses 3-pt jump shot from 25 ft,,48,50
164,2,4:30.0,,Defensive rebound by M. Chriss,48,50
165,2,4:25.0,,T. Warren misses 2-pt layup from 6 ft,48,50
166,2,4:22.0,Defensive rebound by J. Grant,,48,50
167,2,4:16.0,J. Grant misses 3-pt jump shot from 25 ft,,48,50
168,2,4:12.0,,Defensive rebound by G. Monroe,48,50
169,2,4:06.0,,G. Monroe misses 2-pt jump shot from 15 ft,48,50
170,2,4:03.0,Defensive rebound by J. Holiday,,48,50
171,2,3:49.0,J. Holiday misses 2-pt jump shot from 18 ft,,48,50
172,2,3:46.0,Offensive rebound by L. Markkanen,,48,50
173,2,3:34.0,D. Valentine misses 3-pt jump shot from 24 ft,,48,50
174,2,3:30.0,,Defensive rebound by T. Ulis,48,50
175,2,3:24.0,,T. Ulis misses 2-pt jump shot from 8 ft,48,50
176,2,3:22.0,Defensive rebound by J. Holiday,,48,50
177,2,3:18.0,D. Valentine misses 3-pt jump shot from 25 ft,,48,50
178,2,3:14.0,,Defensive rebound by M. Chriss,48,50
179,2,3:11.0,,Shooting foul by R. Lopez (drawn by D. Booker),48,50
180,2,3:11.0,,D. Booker makes free throw 1 of 2,48,51
181,2,3:11.0,,D. Booker makes free throw 2 of 2,48,52
182,2,3:07.0,Personal foul by T. Ulis (drawn by J. Grant),,48,52
183,2,2:50.0,J. Grant misses 3-pt jump shot from 24 ft,,48,52
184,2,2:46.0,,Defensive rebound by D. Booker,48,52
185,2,2:42.0,,T. Warren makes 2-pt layup at rim (assist by D. Booker),48,54
186,2,2:42.0,Violation by R. Lopez (def goaltending),,48,54
187,2,2:29.0,L. Markkanen makes 3-pt jump shot from 24 ft (assist by D. Valentine),,51,54
188,2,2:17.0,,D. Booker misses 2-pt jump shot from 9 ft,51,54
189,2,2:15.0,,Offensive rebound by T. Warren,51,54
190,2,2:13.0,,M. Chriss misses 3-pt jump shot from 23 ft,51,54
191,2,2:11.0,Defensive rebound by D. Valentine,,51,54
192,2,2:07.0,J. Holiday misses 2-pt jump shot from 14 ft,,51,54
193,2,2:01.0,,Defensive rebound by T. Ulis,51,54
194,2,1:56.0,,T. Warren makes 2-pt layup at rim (assist by G. Monroe),51,56
195,2,1:56.0,Chicago full timeout,,51,56
196,2,1:42.0,Shooting foul by G. Monroe (drawn by L. Markkanen),,51,56
197,2,1:42.0,L. Markkanen makes free throw 1 of 2,,52,56
198,2,1:42.0,L. Markkanen makes free throw 2 of 2,,53,56
199,2,1:25.0,,Turnover by G. Monroe (traveling),53,56
200,2,1:03.0,J. Holiday misses 2-pt jump shot from 12 ft,,53,56
201,2,1:01.0,,Defensive rebound by G. Monroe,53,56
202,2,1:01.0,,Personal foul by J. Holiday (drawn by G. Monroe),53,56
203,2,1:01.0,,G. Monroe misses free throw 1 of 2,53,56
204,2,1:01.0,,Offensive rebound by Team,53,56
205,2,1:01.0,,M. James enters the game for T. Ulis,53,56
206,2,1:01.0,A. Blakeney enters the game for J. Holiday,,53,56
207,2,1:01.0,,G. Monroe misses free throw 2 of 2,53,56
208,2,0:59.0,Defensive rebound by R. Lopez,,53,56
209,2,0:47.0,L. Markkanen makes 2-pt jump shot from 17 ft,,55,56
210,2,0:38.0,,D. Booker makes 3-pt jump shot from 24 ft,55,59
211,2,0:31.0,L. Markkanen misses 3-pt jump shot from 24 ft,,55,59
212,2,0:31.0,Offensive rebound by Team,,55,59
213,2,0:28.0,,Loose ball foul by G. Monroe (drawn by R. Lopez),55,59
214,2,0:28.0,R. Lopez makes free throw 1 of 2,,56,59
215,2,0:28.0,,D. Bender enters the game for G. Monroe,56,59
216,2,0:28.0,R. Lopez misses free throw 2 of 2,,56,59
217,2,0:27.0,,Defensive rebound by Team,56,59
218,2,0:27.0,Loose ball foul by R. Lopez (drawn by M. Chriss),,56,59
219,2,0:27.0,,M. Chriss makes free throw 1 of 2,56,60
220,2,0:27.0,B. Portis enters the game for R. Lopez,,56,60
221,2,0:27.0,,M. Chriss makes free throw 2 of 2,56,61
222,2,0:05.0,A. Blakeney misses 2-pt layup from 2 ft,,56,61
223,2,0:03.0,,Defensive rebound by M. Chriss,56,61
224,2,0:01.0,,D. Booker misses 3-pt jump shot from 31 ft,56,61
225,2,0:01.0,,Offensive rebound by Team,56,61
226,3,11:46.0,,T. Warren makes 2-pt layup from 7 ft (assist by M. Chriss),56,63
227,3,11:23.0,D. Valentine makes 3-pt jump shot from 23 ft (assist by J. Holiday),,59,63
228,3,11:14.0,,Shooting foul by L. Markkanen (drawn by T. Ulis),59,63
229,3,11:14.0,,T. Ulis makes free throw 1 of 2,59,64
230,3,11:14.0,,T. Ulis misses free throw 2 of 2,59,64
231,3,11:14.0,Defensive rebound by R. Lopez,,59,64
232,3,10:53.0,D. Valentine misses 3-pt jump shot from 23 ft,,59,64
233,3,10:48.0,Offensive rebound by D. Valentine,,59,64
234,3,10:48.0,Turnover by Team (shot clock),,59,64
235,3,10:36.0,,T. Warren misses 2-pt jump shot from 19 ft,59,64
236,3,10:33.0,Defensive rebound by L. Markkanen,,59,64
237,3,10:26.0,Offensive foul by R. Lopez (drawn by D. Booker),,59,64
238,3,10:26.0,Turnover by R. Lopez (offensive foul),,59,64
239,3,10:20.0,,T. Ulis misses 2-pt layup from 8 ft,59,64
240,3,10:18.0,Defensive rebound by L. Markkanen,,59,64
241,3,10:16.0,Turnover by L. Markkanen (lost ball; steal by T. Warren),,59,64
242,3,9:58.0,,M. Chriss makes 2-pt layup from 1 ft (assist by G. Monroe),59,66
243,3,9:37.0,R. Lopez makes 2-pt dunk at rim (assist by J. Holiday),,61,66
244,3,9:26.0,,Personal foul by J. Grant (drawn by G. Monroe),61,66
245,3,9:23.0,,D. Booker misses 3-pt jump shot from 24 ft,61,66
246,3,9:21.0,Defensive rebound by L. Markkanen,,61,66
247,3,9:13.0,L. Markkanen makes 3-pt jump shot from 25 ft (assist by D. Valentine),,64,66
248,3,9:12.0,Shooting foul by M. Chriss (drawn by L. Markkanen),,64,66
249,3,9:12.0,L. Markkanen misses free throw 1 of 1,,64,66
250,3,9:12.0,,Defensive rebound by M. Chriss,64,66
251,3,9:07.0,,T. Warren makes 2-pt layup from 1 ft (assist by T. Ulis),64,68
252,3,8:44.0,J. Holiday misses 3-pt jump shot from 25 ft,,64,68
253,3,8:41.0,,Defensive rebound by G. Monroe,64,68
254,3,8:29.0,,G. Monroe makes 2-pt layup from 3 ft (assist by T. Ulis),64,70
255,3,8:17.0,J. Holiday misses 3-pt jump shot from 23 ft,,64,70
256,3,8:16.0,,Defensive rebound by T. Warren,64,70
257,3,8:11.0,,G. Monroe makes 2-pt layup from 1 ft (assist by D. Booker),64,72
258,3,8:11.0,Violation by J. Grant (def goaltending),,64,72
259,3,8:11.0,Chicago full timeout,,64,72
260,3,8:11.0,K. Dunn enters the game for J. Grant,,64,72
261,3,8:00.0,K. Dunn makes 2-pt dunk at rim,,66,72
262,3,7:40.0,,T. Ulis misses 2-pt jump shot from 9 ft,66,72
263,3,7:39.0,Defensive rebound by L. Markkanen,,66,72
264,3,7:36.0,Turnover by K. Dunn (bad pass; steal by D. Booker),,66,72
265,3,7:31.0,,G. Monroe makes 2-pt layup at rim (assist by D. Booker),66,74
266,3,7:13.0,Personal foul by M. Chriss (drawn by L. Markkanen),,66,74
267,3,7:08.0,K. Dunn makes 2-pt jump shot from 14 ft,,68,74
268,3,6:48.0,,Turnover by G. Monroe (traveling),68,74
269,3,6:31.0,J. Holiday makes 3-pt jump shot from 24 ft (assist by L. Markkanen),,71,74
270,3,6:29.0,,Phoenix full timeout,71,74
271,3,6:14.0,,D. Booker misses 2-pt jump shot from 10 ft,71,74
272,3,6:11.0,Defensive rebound by L. Markkanen,,71,74
273,3,5:59.0,L. Markkanen makes 2-pt layup from 1 ft,,73,74
274,3,5:46.0,,T. Warren makes 2-pt jump shot from 11 ft,73,76
275,3,5:27.0,R. Lopez misses 2-pt hook shot from 4 ft,,73,76
276,3,5:24.0,,Defensive rebound by G. Monroe,73,76
277,3,5:19.0,,Technical foul by T. Warren,73,76
278,3,5:19.0,Technical foul by R. Lopez,,73,76
279,3,5:19.0,,D. Booker makes technical free throw,73,77
280,3,5:19.0,R. Lopez misses technical free throw,,73,77
281,3,5:19.0,Offensive rebound by Team,,73,77
282,3,5:19.0,,D. Bender enters the game for M. Chriss,73,77
283,3,5:19.0,,J. Jackson enters the game for T. Ulis,73,77
284,3,5:19.0,,M. James enters the game for T. Warren,73,77
285,3,5:19.0,R. Lopez makes technical free throw,,74,77
286,3,5:09.0,L. Markkanen makes 2-pt jump shot from 16 ft (assist by K. Dunn),,76,77
287,3,4:47.0,,Turnover by D. Bender (lost ball; steal by K. Dunn),76,77
288,3,4:44.0,K. Dunn makes 2-pt layup at rim,,78,77
289,3,4:29.0,,D. Booker misses 3-pt jump shot from 24 ft,78,77
290,3,4:26.0,Defensive rebound by L. Markkanen,,78,77
291,3,4:15.0,J. Holiday misses 3-pt jump shot from 23 ft,,78,77
292,3,4:12.0,,Defensive rebound by J. Jackson,78,77
293,3,3:57.0,,Turnover by M. James (bad pass; steal by J. Holiday),78,77
294,3,3:53.0,J. Holiday misses 3-pt jump shot from 25 ft,,78,77
295,3,3:49.0,,Defensive rebound by Team,78,77
296,3,3:49.0,,A. Len enters the game for G. Monroe,78,77
297,3,3:49.0,A. Blakeney enters the game for D. Valentine,,78,77
298,3,3:42.0,,Turnover by M. James (lost ball; steal by K. Dunn),78,77
299,3,3:33.0,J. Holiday makes 2-pt layup from 3 ft,,80,77
300,3,3:29.0,,Phoenix full timeout,80,77
301,3,3:19.0,,D. Booker makes 2-pt layup from 1 ft,80,79
302,3,3:19.0,Violation by L. Markkanen (def goaltending),,80,79
303,3,2:58.0,K. Dunn makes 2-pt layup from 1 ft,,82,79
304,3,2:45.0,,D. Booker misses 2-pt layup from 1 ft,82,79
305,3,2:42.0,Defensive rebound by L. Markkanen,,82,79
306,3,2:40.0,Turnover by L. Markkanen (turnover; steal by D. Booker),,82,79
307,3,2:30.0,,M. James misses 3-pt jump shot from 23 ft,82,79
308,3,2:28.0,Defensive rebound by Team,,82,79
309,3,2:28.0,,Loose ball foul by J. Jackson (drawn by J. Holiday),82,79
310,3,2:28.0,B. Portis enters the game for L. Markkanen,,82,79
311,3,2:17.0,B. Portis makes 2-pt hook shot from 6 ft,,84,79
312,3,2:04.0,,D. Booker misses 2-pt layup at rim,84,79
313,3,2:02.0,Defensive rebound by R. Lopez,,84,79
314,3,1:53.0,B. Portis misses 3-pt jump shot from 24 ft,,84,79
315,3,1:51.0,,Defensive rebound by J. Jackson,84,79
316,3,1:49.0,,Turnover by J. Jackson (bad pass),84,79
317,3,1:49.0,,T. Daniels enters the game for D. Booker,84,79
318,3,1:49.0,C. Felício enters the game for R. Lopez,,84,79
319,3,1:36.0,B. Portis misses 2-pt hook shot from 9 ft,,84,79
320,3,1:34.0,,Defensive rebound by J. Jackson,84,79
321,3,1:30.0,,Shooting block foul by K. Dunn (drawn by J. Jackson),84,79
322,3,1:30.0,,J. Jackson misses free throw 1 of 2,84,79
323,3,1:30.0,,Offensive rebound by Team,84,79
324,3,1:30.0,,J. Jackson misses free throw 2 of 2,84,79
325,3,1:27.0,Defensive rebound by B. Portis,,84,79
326,3,1:20.0,K. Dunn misses 2-pt jump shot from 5 ft,,84,79
327,3,1:16.0,Offensive rebound by K. Dunn,,84,79
328,3,1:15.0,K. Dunn misses 2-pt layup from 1 ft,,84,79
329,3,1:15.0,,Defensive rebound by T. Daniels,84,79
330,3,1:08.0,,T. Daniels makes 3-pt jump shot from 25 ft (assist by M. James),84,82
331,3,0:55.0,A. Blakeney misses 2-pt jump shot from 15 ft,,84,82
332,3,0:53.0,,Defensive rebound by T. Daniels,84,82
333,3,0:40.0,,J. Jackson misses 2-pt jump shot from 17 ft,84,82
334,3,0:38.0,Defensive rebound by A. Blakeney,,84,82
335,3,0:28.0,A. Blakeney misses 2-pt layup from 1 ft,,84,82
336,3,0:26.0,,Defensive rebound by A. Len,84,82
337,3,0:06.0,,J. Jackson makes 3-pt jump shot from 22 ft (assist by M. James),84,85
338,3,0:01.0,K. Dunn misses 3-pt jump shot from 26 ft,,84,85
339,3,0:01.0,,Defensive rebound by D. Bender,84,85
340,4,11:49.0,Shooting foul by A. Len (drawn by C. Felício),,84,85
341,4,11:49.0,C. Felício misses free throw 1 of 2,,84,85
342,4,11:49.0,Offensive rebound by Team,,84,85
343,4,11:49.0,C. Felício makes free throw 2 of 2,,85,85
344,4,11:32.0,,J. Jackson misses 3-pt jump shot from 25 ft,85,85
345,4,11:28.0,Defensive rebound by K. Dunn,,85,85
346,4,11:22.0,B. Portis misses 3-pt jump shot from 26 ft,,85,85
347,4,11:17.0,,Defensive rebound by J. Jackson,85,85
348,4,11:07.0,,A. Len makes 2-pt dunk at rim (assist by J. Jackson),85,87
349,4,10:48.0,D. Valentine misses 2-pt jump shot from 18 ft,,85,87
350,4,10:45.0,,Defensive rebound by A. Len,85,87
351,4,10:37.0,,T. Daniels misses 3-pt jump shot from 25 ft,85,87
352,4,10:35.0,Defensive rebound by B. Portis,,85,87
353,4,10:29.0,K. Dunn misses 2-pt jump shot from 15 ft,,85,87
354,4,10:25.0,,Defensive rebound by J. Jackson,85,87
355,4,10:16.0,,Shooting foul by C. Felício (drawn by M. James),85,87
356,4,10:16.0,,M. James makes free throw 1 of 2,85,88
357,4,10:16.0,,M. James makes free throw 2 of 2,85,89
358,4,10:02.0,B. Portis makes 3-pt jump shot from 22 ft (assist by K. Dunn),,88,89
359,4,9:45.0,,M. James makes 2-pt layup from 2 ft,88,91
360,4,9:36.0,K. Dunn makes 2-pt jump shot from 14 ft,,90,91
361,4,9:23.0,,D. Bender misses 3-pt jump shot from 24 ft,90,91
362,4,9:20.0,Defensive rebound by D. Valentine,,90,91
363,4,9:04.0,B. Portis misses 2-pt hook shot from 1 ft (block by A. Len),,90,91
364,4,9:00.0,,Defensive rebound by J. Jackson,90,91
365,4,8:50.0,,T. Daniels makes 3-pt jump shot from 22 ft (assist by D. Bender),90,94
366,4,8:36.0,Shooting foul by M. James (drawn by A. Blakeney),,90,94
367,4,8:36.0,A. Blakeney misses free throw 1 of 2,,90,94
368,4,8:36.0,Offensive rebound by Team,,90,94
369,4,8:36.0,J. Grant enters the game for C. Felício,,90,94
370,4,8:36.0,L. Markkanen enters the game for K. Dunn,,90,94
371,4,8:36.0,A. Blakeney makes free throw 2 of 2,,91,94
372,4,8:14.0,,J. Jackson makes 2-pt dunk at rim (assist by T. Daniels),91,96
373,4,8:03.0,L. Markkanen misses 3-pt jump shot from 25 ft,,91,96
374,4,8:01.0,Offensive rebound by B. Portis,,91,96
375,4,7:59.0,A. Blakeney makes 2-pt jump shot from 22 ft (assist by B. Portis),,93,96
376,4,7:44.0,,D. Bender misses 3-pt jump shot from 25 ft,93,96
377,4,7:41.0,Defensive rebound by J. Grant,,93,96
378,4,7:33.0,L. Markkanen misses 2-pt jump shot from 2 ft,,93,96
379,4,7:32.0,,Defensive rebound by J. Jackson,93,96
380,4,7:24.0,,M. James makes 2-pt layup at rim,93,98
381,4,7:24.0,Chicago full timeout,,93,98
382,4,7:24.0,,T. Warren enters the game for D. Bender,93,98
383,4,7:24.0,R. Lopez enters the game for B. Portis,,93,98
384,4,7:24.0,J. Holiday enters the game for A. Blakeney,,93,98
385,4,7:10.0,R. Lopez misses 2-pt jump shot from 19 ft,,93,98
386,4,7:07.0,,Defensive rebound by T. Daniels,93,98
387,4,6:54.0,,Shooting foul by J. Grant (drawn by A. Len),93,98
388,4,6:54.0,,A. Len makes free throw 1 of 2,93,99
389,4,6:54.0,,A. Len makes free throw 2 of 2,93,100
390,4,6:42.0,J. Grant misses 2-pt jump shot from 9 ft,,93,100
391,4,6:40.0,Offensive rebound by L. Markkanen,,93,100
