,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,NEW YORK_ACTION,MEMPHIS_SCORE,NEW YORK_SCORE
386,4,3:01.0,Personal foul by L. Thomas (drawn by M. Gasol),,82,92
387,4,2:52.0,J. Green misses 2-pt layup from 1 ft,,82,92
388,4,2:50.0,,Defensive rebound by L. Thomas,82,92
389,4,2:44.0,,Turnover by L. Thomas (lost ball; steal by T. Evans),82,92
390,4,2:41.0,T. Evans misses 2-pt layup at rim,,82,92
391,4,2:40.0,,Defensive rebound by Team,82,92
392,4,2:40.0,Memphis full timeout,,82,92
393,4,2:19.0,,C. Lee misses 3-pt jump shot from 27 ft,82,92
394,4,2:16.0,,Offensive rebound by K. Porziņģis,82,92
395,4,2:16.0,,Personal foul by T. Evans (drawn by K. Porziņģis),82,92
396,4,2:01.0,,K. Porziņģis makes 3-pt jump shot from 25 ft (assist by J. Jack),82,95
397,4,1:42.0,M. Chalmers makes 2-pt jump shot from 10 ft,,84,95
398,4,1:23.0,,E. Freedom makes 2-pt layup from 1 ft (assist by J. Jack),84,97
399,4,1:12.0,A. Harrison misses 2-pt layup from 2 ft (block by E. Freedom),,84,97
400,4,1:12.0,Offensive rebound by Team,,84,97
401,4,1:04.0,A. Harrison misses 2-pt jump shot from 21 ft,,84,97
402,4,1:02.0,,Defensive rebound by E. Freedom,84,97
403,4,0:50.0,,K. Porziņģis makes 2-pt dunk from 1 ft (assist by E. Freedom),84,99
404,4,0:50.0,,Technical foul by K. Porziņģis,84,99
405,4,0:50.0,M. Gasol makes technical free throw,,85,99
406,4,0:41.0,M. Gasol misses 3-pt jump shot from 27 ft,,85,99
407,4,0:37.0,,Defensive rebound by E. Freedom,85,99
408,4,0:15.0,,Turnover by Team (shot clock),85,99
409,4,0:10.0,M. Chalmers makes 3-pt jump shot from 26 ft (assist by A. Harrison),,88,99
