,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,MILWAUKEE_ACTION,GOLDEN STATE_SCORE,MILWAUKEE_SCORE
376,4,0:47.0,K. Looney makes free throw 2 of 2,,106,94
377,4,0:39.0,,G. Antetokounmpo misses 3-pt jump shot from 27 ft,106,94
378,4,0:39.0,,Offensive rebound by Team,106,94
379,4,0:36.0,,J. Henson misses 2-pt hook shot from 2 ft,106,94
380,4,0:33.0,Defensive rebound by K. Thompson,,106,94
381,4,0:20.0,Personal foul by M. Brogdon (drawn by D. Green),,106,94
382,4,0:20.0,D. Green makes free throw 1 of 2,,107,94
383,4,0:20.0,D. Green makes free throw 2 of 2,,108,94
384,4,0:13.0,,E. Bledsoe misses 2-pt jump shot from 12 ft,108,94
385,4,0:10.0,Defensive rebound by K. Durant,,108,94
